Cell lines	600MPE	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC38	HCC70	LY2	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg11719157__PITPNA	0.089367	0.38627	0.08956	0.074867	0.70041	0.52573	0.17793	0.096133	0.060399	0.29248	0.39681	0.086928	0.2571	0.098322	0.34439	0.63727	0.31384	0.19315	0.60882	0.68938	0.13756	0.13393	0.23229	0.24373	0.070171	0.13831	0.25919	0.073203	0.57863	0.12652	0.14663	0.43009
Meth__cg25177452__PRP2	0.039336	0.082297	0.028633	0.021762	0.50097	0.092711	0.04352	0.041161	0.082245	0.058512	0.21157	0.038043	0.030573	0.061644	0.095496	0.36439	0.041247	0.031641	0.45965	0.041334	0.052859	0.9656	0.079001	0.029491	0.027925	0.4984	0.31214	0.021802	0.54588	0.036975	0.058686	0.069802
Meth__cg26054540__NKD2	0.5959	0.89624	0.045856	0.02183	0.52879	0.03066	0.059181	0.02593	0.025045	0.086716	0.61398	0.53205	0.037535	0.21797	0.020442	0.098731	0.020435	0.016547	0.95924	0.028071	0.046837	0.093195	0.033333	0.017486	0.01662	0.015735	0.021759	0.019027	0.56139	0.022774	0.026703	0.023388
Meth__cg00678539__MNS1	0.12761	0.48841	0.11688	0.35089	0.4501	0.77729	0.97338	0.065668	0.45936	0.29405	0.60194	0.16782	0.1009	0.12063	0.36392	0.48947	0.10493	0.10944	0.56164	0.1023	0.35993	0.70979	0.1077	0.069171	0.077688	0.088718	0.16255	0.04987	0.094602	0.073974	0.11138	0.58069
Meth__cg06783668__FLJ12056	0.09228	0.086091	0.13706	0.065861	0.11032	0.10726	0.89625	0.099346	0.11801	0.14178	0.27606	0.11137	0.11732	0.11064	0.077692	0.11185	0.071954	0.15101	0.11398	0.078763	0.13593	0.15891	0.12896	0.095957	0.094902	0.073639	0.13822	0.13586	0.31671	0.13502	0.09758	0.088387
Meth__cg21341807__RABL4	0.059066	0.047752	0.046754	0.053098	0.084241	0.046197	0.52288	0.054218	0.039092	0.050124	0.10326	0.45999	0.035187	0.11582	0.045738	0.036951	0.040614	0.032953	0.063084	0.034992	0.091048	0.071458	0.10814	0.037218	0.039225	0.052567	0.028727	0.026833	0.050268	0.0485	0.0584	0.053193
Meth__cg03735049__RP1-112K5.2	0.07128	0.073034	0.034699	0.032505	0.024536	0.054831	0.046589	0.023675	0.034336	0.62224	0.066833	0.03086	0.03314	0.072086	0.062378	0.039827	0.043005	0.18129	0.14368	0.23188	0.034468	0.25328	0.057117	0.37166	0.022141	0.029137	0.055062	0.05998	0.041968	0.30504	0.053956	0.0497
Meth__cg02480835__NUPL2	0.066285	0.062857	0.08286	0.10304	0.084646	0.10836	0.069515	0.46425	0.044495	0.046651	0.1935	0.046915	0.044007	0.058654	0.046684	0.079056	0.033645	0.046101	0.089418	0.063613	0.10249	0.12462	0.038129	0.050655	0.061903	0.085794	0.049617	0.042673	0.075129	0.043861	0.32405	0.33023
Meth__cg00540544__CSRP1	0.052805	0.06892	0.034001	0.24706	0.61403	0.065253	0.051289	0.044918	0.55124	0.040902	0.12555	0.58394	0.036929	0.073306	0.67469	0.03481	0.51533	0.035234	0.059426	0.057306	0.070176	0.13616	0.11627	0.034514	0.036143	0.020131	0.6876	0.032311	0.13467	0.041238	0.055111	0.24582
Meth__cg24709471__CRABP1	0.12498	0.63356	0.21697	0.39024	0.18261	0.10506	0.72879	0.78281	0.16572	0.18133	0.57901	0.15405	0.1156	0.2031	0.82718	0.37923	0.25327	0.12681	0.21828	0.1873	0.19306	0.43499	0.14136	0.1145	0.13472	0.11996	0.30354	0.11165	0.42643	0.12724	0.30549	0.52072
Meth__cg07075930__PTPRM	0.02331	0.024274	0.1969	0.067501	0.91115	0.03551	0.1216	0.21881	0.020626	0.5131	0.42113	0.09877	0.019429	0.033847	0.81862	0.52533	0.032897	0.025617	0.028993	0.025566	0.054526	0.34473	0.035935	0.019266	0.01304	0.37071	0.018469	0.0237	0.9339	0.022911	0.022097	0.022347
Meth__cg14541950__HIST3H2BB	0.8408	0.029218	0.038824	0.021831	0.028831	0.70073	0.019076	0.030618	0.87104	0.043416	0.066984	0.037135	0.025547	0.055156	0.025718	0.038399	0.027092	0.94585	0.93356	0.035732	0.071758	0.05335	0.043285	0.027317	0.26788	0.032874	0.94658	0.41585	0.44888	0.041097	0.029404	0.027015
Meth__cg15642035__C8ORFK32	0.77549	0.18851	0.8502	0.0679	0.11184	0.16871	0.5029	0.1487	0.80533	0.17131	0.34635	0.12924	0.23436	0.20348	0.11913	0.57991	0.1193	0.91675	0.24373	0.13696	0.25247	0.18506	0.31085	0.43278	0.1562	0.17521	0.12856	0.074485	0.14307	0.34655	0.28151	0.4299
Meth__cg17880199__MYH11	0.97085	0.57607	0.10291	0.2384	0.95682	0.53513	0.97431	0.03518	0.63545	0.14763	0.94845	0.073555	0.15611	0.14667	0.96393	0.45369	0.10903	0.61508	0.93372	0.04454	0.083912	0.83758	0.067664	0.023554	0.053029	0.058644	0.056101	0.058564	0.34085	0.037591	0.15811	0.8957
Meth__cg14252569__DACT1	0.19244	0.1568	0.09595	0.10206	0.090047	0.18259	0.11541	0.09092	0.16193	0.22637	0.29083	0.075745	0.07368	0.24612	0.10755	0.27907	0.084773	0.089924	0.75852	0.09325	0.22402	0.17311	0.16465	0.076753	0.068393	0.088022	0.41031	0.071193	0.13104	0.07813	0.099295	0.14045
Meth__cg20349695__FUT10	0.014019	0.026893	0.42122	0.015525	0.01937	0.021342	0.012166	0.021011	0.015909	0.02813	0.025639	0.01459	0.011963	0.045104	0.018734	0.017998	0.022282	0.016851	0.035752	0.032614	0.031999	0.038351	0.040267	0.021045	0.01472	0.017202	0.015988	0.022193	0.010125	0.023048	0.020079	0.018279
Meth__cg08222662__ZC3HAV1	0.10749	0.17274	0.098292	0.12476	0.86864	0.30154	0.53624	0.098218	0.36359	0.13913	0.19877	0.20089	0.041572	0.13526	0.35227	0.14577	0.064497	0.10504	0.36979	0.10605	0.17846	0.15803	0.13352	0.080879	0.29809	0.13475	0.72027	0.1024	0.35352	0.14202	0.27415	0.8458
Meth__cg20546002__COL23A1	0.4165	0.31175	0.055924	0.023072	0.40581	0.367	0.36102	0.11232	0.048376	0.033957	0.069061	0.026355	0.038085	0.089779	0.074449	0.30885	0.30114	0.026796	0.63993	0.039544	0.062548	0.79768	0.097485	0.024693	0.10778	0.16722	0.037001	0.021872	0.77336	0.02977	0.027064	0.042419
Meth__cg11251858__ESR1	0.043122	0.051909	0.040506	0.045889	0.86898	0.054319	0.40646	0.037621	0.41743	0.047859	0.48639	0.032628	0.15516	0.065008	0.27508	0.035955	0.13767	0.035238	0.80311	0.035203	0.090744	0.085968	0.091545	0.04171	0.033429	0.062001	0.060344	0.028998	0.32228	0.037232	0.04162	0.050561
Meth__cg13240311__PKIG	0.058797	0.083578	0.046772	0.042959	0.40699	0.071806	0.059549	0.075363	0.040325	0.12939	0.12296	0.069957	0.034021	0.084265	0.053232	0.10904	0.069565	0.036117	0.10231	0.060257	0.10377	0.34177	0.10145	0.04199	0.044025	0.068152	0.16873	0.045202	0.64503	0.055708	0.041861	0.041375
Meth__cg08016383__ADAMTS17	0.037282	0.36009	0.051874	0.046604	0.31104	0.049989	0.34222	0.045656	0.083771	0.054869	0.073367	0.035347	0.083373	0.094781	0.036478	0.031454	0.047476	0.074686	0.12999	0.048032	0.079	0.89942	0.14465	0.19627	0.14047	0.051553	0.044775	0.036932	0.033165	0.041546	0.039635	0.040142
Meth__cg04912050__IDUA	0.024727	0.049764	0.42782	0.017067	0.019424	0.029664	0.023039	0.041622	0.027536	0.15221	0.38119	0.19591	0.024728	0.055455	0.024834	0.02136	0.031868	0.035032	0.14126	0.037868	0.053621	0.073848	0.94701	0.026009	0.027806	0.65733	0.4169	0.13032	0.036098	0.05126	0.03643	0.022729
Meth__cg18593668__GNAZ	0.028654	0.14273	0.22661	0.028328	0.1976	0.060581	0.028079	0.071903	0.039542	0.22501	0.17612	0.029808	0.033297	0.040348	0.051792	0.044197	0.036435	0.042186	0.037286	0.10558	0.051077	0.07904	0.058472	0.029811	0.44767	0.037031	0.025824	0.032938	0.028468	0.029448	0.032199	0.035606
Meth__cg02631906__PRDX1	0.10878	0.11916	0.20014	0.12655	0.080847	0.22771	0.12351	0.15599	0.086235	0.23319	0.16496	0.53887	0.070985	0.10829	0.1159	0.39702	0.109	0.12643	0.14512	0.15279	0.1106	0.075932	0.069483	0.056277	0.083625	0.1445	0.16402	0.048713	0.076299	0.15461	0.19858	0.16272
Meth__cg09119665__PNMA1	0.074471	0.067259	0.22254	0.041526	0.035996	0.034891	0.027115	0.10094	0.034026	0.11903	0.08064	0.12075	0.031218	0.12066	0.029077	0.039036	0.027291	0.51601	0.060222	0.16626	0.074424	0.1246	0.083763	0.031409	0.024951	0.029666	0.046853	0.35646	0.042766	0.056256	0.21782	0.063113
Meth__cg11490446__PSEN1	0.037896	0.10048	0.061765	0.043781	0.23366	0.038164	0.32324	0.037423	0.025894	0.10503	0.039048	0.030825	0.024574	0.038183	0.016902	0.046477	0.023819	0.019262	0.41822	0.040075	0.04172	0.029799	0.054529	0.026187	0.022513	0.021016	0.045837	0.033235	0.042352	0.025453	0.037003	0.062268
Meth__cg01610488__TRPA1	0.041199	0.9613	0.59223	0.61699	0.96919	0.67171	0.8952	0.033815	0.08101	0.86478	0.47396	0.041214	0.65036	0.077756	0.76094	0.20376	0.20157	0.54063	0.94493	0.26999	0.089601	0.91695	0.066169	0.34267	0.04788	0.67104	0.052203	0.044871	0.70271	0.10414	0.89264	0.9252
Meth__cg14298379__MYLIP	0.034533	0.064346	0.032006	0.036784	0.43223	0.031334	0.060035	0.039093	0.031172	0.029374	0.074522	0.031118	0.054243	0.07847	0.030226	0.061239	0.040246	0.026985	0.058755	0.030608	0.051868	0.039981	0.037652	0.029262	0.041712	0.038719	0.028339	0.033477	0.043161	0.031023	0.030303	0.039131
Meth__cg09976774__FOXM1	0.032107	0.030587	0.032342	0.024397	0.029706	0.039914	0.023937	0.031781	0.032221	0.015837	0.03853	0.033667	0.020897	0.048157	0.026036	0.03193	0.037574	0.026667	0.053728	0.059185	0.026532	0.10313	0.037429	0.025231	0.026575	0.028382	0.021327	0.029228	0.029489	0.039396	0.034137	0.026177
Meth__cg05040429__SAMD12	0.051656	0.051168	0.029887	0.028943	0.42853	0.037337	0.02934	0.046499	0.58447	0.015383	0.036139	0.031844	0.033142	0.033652	0.025699	0.074798	0.037488	0.029036	0.20462	0.028881	0.066898	0.053871	0.02294	0.031379	0.025397	0.046949	0.043438	0.024204	0.03052	0.04007	0.046505	0.03257
Meth__cg27062284__RGS2	0.38589	0.047852	0.08431	0.062664	0.035686	0.038088	0.042366	0.038803	0.032239	0.023415	0.27992	0.035411	0.033923	0.078573	0.24319	0.38405	0.04105	0.02189	0.056851	0.035445	0.039351	0.091744	0.064503	0.030658	0.025281	0.028978	0.036979	0.030035	0.4609	0.032561	0.11921	0.047822
Meth__cg09882647__C20orf35	0.19529	0.76483	0.069343	0.061235	0.40313	0.11823	0.32004	0.23111	0.067004	0.081363	0.28668	0.10296	0.51348	0.17281	0.12278	0.23192	0.11476	0.22312	0.56486	0.072495	0.076051	0.25543	0.06786	0.051347	0.90385	0.45887	0.087695	0.076548	0.22847	0.046467	0.053007	0.10209
Meth__cg20484352__LOC92689	0.044108	0.29944	0.24876	0.10262	0.048123	0.32904	0.053499	0.50702	0.14811	0.21159	0.30802	0.44284	0.034556	0.064414	0.45672	0.12806	0.14383	0.1782	0.12393	0.4971	0.10109	0.89017	0.71567	0.041902	0.42528	0.061439	0.65338	0.037275	0.039541	0.1506	0.13378	0.055737
Meth__cg14570389__RAP2C	0.50611	0.065962	0.13803	0.15653	0.048095	0.10294	0.48217	0.10329	0.10853	0.035165	0.11802	0.080298	0.64111	0.12545	0.06208	0.22205	0.056829	0.47402	0.32664	0.15486	0.12396	0.36747	0.151	0.75095	0.060069	0.057898	0.11522	0.072842	0.10668	0.58311	0.10721	0.08771
Meth__cg02420102__MGC33948	0.082726	0.048022	0.055973	0.055639	0.04901	0.081363	0.046265	0.060144	0.046593	0.047309	0.06407	0.053201	0.062323	0.10846	0.0665	0.080321	0.050628	0.055904	0.088756	0.058132	0.15776	0.10211	0.080685	0.042467	0.057438	0.067436	0.063191	0.04439	0.070688	0.056289	0.07585	0.073504
