Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg08548888__MYD88	0.077687	0.065282	0.11631	0.52453	0.10426	0.7097	0.7001	0.22477	0.24066	0.081678	0.085967	0.089083	0.31097	0.15785	0.059	0.082005	0.18224	0.083503	0.1528	0.097357	0.16513	0.11618	0.17724	0.43181	0.13201	0.52875	0.087104	0.16567	0.12146	0.078477	0.13257	0.077423	0.090284	0.098318	0.062043	0.11264	0.14744	0.36847	0.080733	0.087002
Meth__cg01784199__DNAJB4	0.13447	0.054732	0.088845	0.13841	0.11821	0.053328	0.19156	0.15689	0.099751	0.060777	0.10862	0.098023	0.1241	0.13365	0.037696	0.074202	0.088118	0.059087	0.10141	0.068624	0.096737	0.11214	0.11855	0.088407	0.11153	0.067995	0.13864	0.13306	0.12056	0.091346	0.046075	0.040579	0.074501	0.73506	0.050351	0.070508	0.15591	0.098901	0.15849	0.097133
Meth__cg15641998__DHRS8	0.058812	0.047783	0.076703	0.054165	0.038851	0.058108	0.06181	0.11825	0.086404	0.057344	0.080104	0.045588	0.10737	0.078177	0.053123	0.066674	0.057894	0.057244	0.09507	0.067329	0.046828	0.067332	0.47406	0.06446	0.033664	0.10386	0.065423	0.11853	0.077929	0.13289	0.044774	0.059178	0.047675	0.16131	0.046753	0.067291	0.090427	0.05968	0.063352	0.054768
Meth__cg09736162__CELSR3	0.39035	0.014412	0.023543	0.021823	0.015778	0.025049	0.019757	0.80729	0.026677	0.014435	0.023729	0.018503	0.053265	0.022176	0.0099364	0.015745	0.018283	0.013179	0.033018	0.63168	0.012224	0.024292	0.013485	0.026254	0.0105	0.98288	0.020523	0.73428	0.030268	0.041878	0.0137	0.013808	0.016437	0.012803	0.015857	0.0089185	0.027369	0.015478	0.018319	0.017841
Meth__cg10501128__FLT1	0.037101	0.042476	0.18557	0.036963	0.024731	0.51835	0.045839	0.043642	0.052079	0.029389	0.04267	0.052557	0.05421	0.087704	0.031042	0.036706	0.03894	0.040067	0.053319	0.066478	0.15764	0.065036	0.055767	0.042103	0.024061	0.34103	0.045334	0.045991	0.39395	0.12072	0.035057	0.034379	0.038808	0.034336	0.039323	0.050913	0.11551	0.034605	0.05702	0.061115
Meth__cg17532978__NEUROD4	0.6077	0.021025	0.61024	0.15173	0.040591	0.12493	0.4613	0.18074	0.89023	0.050367	0.031167	0.058198	0.51653	0.30626	0.17555	0.096464	0.082873	0.25677	0.057848	0.020348	0.53718	0.39217	0.30382	0.050384	0.028867	0.079689	0.20821	0.087958	0.57536	0.036481	0.034115	0.067234	0.03054	0.28371	0.033783	0.28775	0.039081	0.10625	0.13133	0.14834
Meth__cg07214572__LHX9	0.11074	0.016044	0.32647	0.37053	0.088369	0.9041	0.58639	0.43347	0.96433	0.028251	0.04192	0.90993	0.024131	0.65435	0.021064	0.024459	0.83189	0.030244	0.036828	0.063651	0.23125	0.34794	0.79438	0.92551	0.85707	0.59701	0.4538	0.028063	0.56151	0.032519	0.036896	0.024328	0.042036	0.28307	0.025104	0.14604	0.12567	0.14515	0.62927	0.32465
Meth__cg25662535__ART5	0.05864	0.053529	0.25866	0.20637	0.053323	0.56284	0.15088	0.11673	0.54651	0.080136	0.052202	0.18371	0.065794	0.63093	0.038294	0.077714	0.87493	0.57293	0.072796	0.45843	0.47961	0.080116	0.66194	0.19682	0.04792	0.6435	0.73927	0.080678	0.85587	0.11895	0.11665	0.15571	0.43086	0.41692	0.038725	0.5589	0.12231	0.047501	0.15265	0.16022
Meth__cg26990660__RAMP2	0.06866	0.059493	0.95181	0.30065	0.045006	0.90924	0.08322	0.96559	0.42192	0.055714	0.059762	0.12239	0.16195	0.7459	0.036825	0.071051	0.64175	0.059105	0.089037	0.27221	0.59048	0.15188	0.20413	0.25674	0.099696	0.84267	0.10099	0.13237	0.8937	0.099079	0.06005	0.040069	0.049341	0.076267	0.053426	0.83923	0.1056	0.077164	0.10549	0.071768
Meth__cg07293947__SFXN1	0.39563	0.13265	0.93385	0.57156	0.064983	0.19776	0.056538	0.75812	0.18644	0.049481	0.050917	0.044179	0.40177	0.54961	0.029579	0.078693	0.13145	0.034925	0.089854	0.040359	0.59835	0.27361	0.36529	0.056097	0.075205	0.56626	0.40193	0.070354	0.092017	0.11961	0.022717	0.033047	0.2341	0.76477	0.029669	0.15475	0.091582	0.040211	0.10336	0.11226
Meth__cg08690031__CDCA7	0.098668	0.076317	0.048233	0.089914	0.43964	0.081869	0.11293	0.10115	0.057071	0.092894	0.077033	0.064507	0.094862	0.061966	0.88304	0.07619	0.056356	0.070093	0.12813	0.79551	0.80158	0.79193	0.067262	0.064225	0.069866	0.20309	0.5848	0.11043	0.16167	0.15338	0.031696	0.043485	0.058982	0.13754	0.046925	0.02967	0.93671	0.10496	0.70793	0.32012
Meth__cg01027739__DOLPP1	0.48874	0.065813	0.046761	0.33378	0.069507	0.74356	0.90652	0.21839	0.51358	0.69096	0.16274	0.69577	0.85982	0.098919	0.19674	0.57393	0.38107	0.68843	0.67041	0.51615	0.51317	0.54121	0.095848	0.072604	0.21232	0.23492	0.40275	0.10537	0.089355	0.22703	0.05707	0.35279	0.11852	0.079925	0.057198	0.11182	0.09428	0.65351	0.80329	0.90751
Meth__cg05091653__SP100	0.076202	0.078681	0.071473	0.085176	0.063488	0.093392	0.10264	0.11982	0.123	0.092894	0.08433	0.077324	0.16713	0.13303	0.061163	0.10294	0.081769	0.062248	0.080372	0.091853	0.2733	0.20778	0.73235	0.1214	0.083975	0.11651	0.072969	0.11986	0.21354	0.094661	0.44704	0.076196	0.064343	0.13021	0.050715	0.15199	0.22407	0.10328	0.09134	0.16616
Meth__cg07374632__PCSK1N	0.5715	0.5215	0.060124	0.076108	0.48381	0.030953	0.04252	0.062636	0.068812	0.59031	0.64818	0.081695	0.66914	0.62519	0.63319	0.5386	0.60713	0.032312	0.5395	0.028205	0.058468	0.05635	0.54684	0.51869	0.51311	0.8603	0.53953	0.446	0.88913	0.54608	0.67374	0.15407	0.53209	0.035685	0.02687	0.91414	0.05561	0.51564	0.4959	0.042984
Meth__cg07312445__FLJ14001	0.12145	0.031898	0.048765	0.046454	0.029399	0.38234	0.22158	0.42921	0.048904	0.032397	0.042039	0.057791	0.054666	0.11467	0.031818	0.047518	0.038858	0.033304	0.1259	0.039612	0.034854	0.052344	0.29867	0.074773	0.035239	0.070658	0.050347	0.10227	0.076885	0.059165	0.046743	0.031284	0.12501	0.042337	0.0286	0.77504	0.10054	0.046771	0.25991	0.60116
Meth__cg21289015__USH1C	0.58556	0.042399	0.81033	0.76708	0.1213	0.93886	0.062258	0.74272	0.84965	0.034572	0.064566	0.033838	0.098172	0.80381	0.049174	0.027117	0.66146	0.78554	0.17318	0.12167	0.063683	0.20017	0.56998	0.074664	0.046894	0.77108	0.55782	0.10604	0.79868	0.091013	0.1444	0.12259	0.15072	0.067222	0.039325	0.15304	0.14486	0.056359	0.83212	0.70249
Meth__cg13959523__CHST8	0.85996	0.039573	0.51275	0.049191	0.036595	0.18927	0.46472	0.13584	0.70799	0.06745	0.037418	0.81051	0.18785	0.10946	0.028494	0.079053	0.14281	0.098226	0.10588	0.03743	0.04191	0.12565	0.87329	0.13663	0.059168	0.44803	0.039927	0.075756	0.71441	0.034727	0.033522	0.038504	0.056647	0.040469	0.030749	0.29026	0.094459	0.54091	0.51636	0.36706
Meth__cg25546588__IL15	0.040456	0.036976	0.060526	0.047475	0.038769	0.65529	0.043406	0.055646	0.54545	0.037806	0.044061	0.04015	0.041939	0.12356	0.024916	0.041383	0.050047	0.046924	0.096857	0.044744	0.042927	0.049177	0.084086	0.045228	0.0421	0.090507	0.043733	0.053246	0.053657	0.058155	0.041136	0.038831	0.035334	0.041773	0.040654	0.042127	0.11875	0.048816	0.045207	0.04573
Meth__cg09549827__ESPN	0.045495	0.025902	0.58481	0.039914	0.04528	0.91482	0.053416	0.55556	0.050181	0.027012	0.03446	0.9427	0.043821	0.91137	0.032792	0.030404	0.93956	0.034287	0.058604	0.077202	0.055615	0.039552	0.045334	0.032094	0.037353	0.065937	0.047689	0.052145	0.076137	0.04128	0.026362	0.026701	0.03575	0.051004	0.023607	0.030719	0.065114	0.043266	0.041128	0.03196
Meth__cg15498283__TALDO1	0.039577	0.032722	0.030315	0.033791	0.020562	0.030328	0.044119	0.035664	0.03695	0.028482	0.035994	0.032256	0.076555	0.032948	0.031536	0.040093	0.031134	0.036572	0.080375	0.019123	0.029572	0.038298	0.028175	0.033823	0.020589	0.12136	0.037679	0.059507	0.095153	0.054237	0.026051	0.024981	0.025021	0.028258	0.023634	0.024788	0.25703	0.025914	0.03841	0.042976
Meth__cg13160888__NIPSNAP3B	0.043839	0.035642	0.14838	0.033269	0.024731	0.28827	0.050132	0.16316	0.047241	0.028674	0.029972	0.030382	0.034372	0.10685	0.020996	0.034097	0.053026	0.029358	0.034329	0.028141	0.032268	0.037276	0.057118	0.035057	0.029939	0.27507	0.033171	0.039169	0.068336	0.063191	0.028881	0.024222	0.025196	0.036392	0.024174	0.4243	0.074685	0.041986	0.069033	0.063176
Meth__cg11490446__PSEN1	0.037896	0.021383	0.10048	0.061765	0.043781	0.23366	0.038164	0.10295	0.32324	0.035874	0.037423	0.025894	0.10503	0.039048	0.019915	0.030825	0.027378	0.024574	0.038183	0.030983	0.016902	0.031571	0.046477	0.023819	0.019262	0.41822	0.040075	0.04172	0.029799	0.054529	0.026187	0.022513	0.021016	0.045837	0.033235	0.042352	0.047806	0.025453	0.037003	0.062268
Meth__cg00651216__HSP90AB1	0.05165	0.063254	0.9036	0.37792	0.25791	0.8788	0.45155	0.89153	0.58833	0.34771	0.25853	0.23263	0.90971	0.32777	0.038854	0.31024	0.26017	0.41064	0.42914	0.49139	0.34909	0.25878	0.25451	0.42919	0.16437	0.68549	0.14942	0.29603	0.15459	0.12561	0.26386	0.072957	0.10591	0.71347	0.35643	0.19423	0.089229	0.049258	0.16207	0.11802
Meth__cg07914959__BACH2	0.085143	0.041838	0.050288	0.039399	0.044817	0.064461	0.19227	0.054533	0.43037	0.028884	0.036117	0.049536	0.084316	0.19295	0.059964	0.03725	0.041267	0.051626	0.074857	0.023577	0.040942	0.056775	0.047196	0.044181	0.02933	0.085225	0.039893	0.08787	0.53486	0.049045	0.040482	0.023907	0.029543	0.032497	0.035552	0.039836	0.11377	0.038023	0.053128	0.050047
Meth__cg26964989__LAMC3	0.13422	0.056934	0.19489	0.18776	0.13778	0.11679	0.50335	0.30769	0.073598	0.063742	0.066166	0.09557	0.10822	0.41642	0.046521	0.062059	0.099223	0.051958	0.10549	0.060044	0.60803	0.32609	0.23296	0.14154	0.41343	0.251	0.13127	0.054478	0.20378	0.080211	0.065109	0.073943	0.057463	0.20833	0.053549	0.078943	0.18182	0.081662	0.26382	0.34133
Meth__cg17543123__PLEKHF1	0.056017	0.046271	0.082178	0.27992	0.16382	0.56697	0.072433	0.74383	0.035367	0.044559	0.07091	0.23199	0.057095	0.1206	0.055436	0.041478	0.065721	0.63501	0.081892	0.37715	0.13902	0.33162	0.16261	0.18072	0.065825	0.12688	0.38569	0.13435	0.12006	0.11523	0.044064	0.046175	0.59841	0.16088	0.039887	0.036307	0.11093	0.053191	0.055959	0.059006
Meth__cg00564163__STEAP4	0.06803	0.037418	0.07717	0.93583	0.37418	0.92645	0.65849	0.77241	0.91382	0.073408	0.0882	0.8647	0.13074	0.10597	0.052919	0.39311	0.67331	0.62713	0.072762	0.47339	0.32304	0.054873	0.93298	0.18667	0.067387	0.89562	0.93128	0.13599	0.29771	0.096047	0.56111	0.038154	0.5898	0.89479	0.031408	0.94419	0.17422	0.084757	0.12978	0.1586
Meth__cg17274742__GPNMB	0.26846	0.049574	0.086197	0.17893	0.1992	0.83048	0.098083	0.67932	0.10151	0.12888	0.068116	0.44449	0.43944	0.30825	0.049843	0.11076	0.080359	0.10826	0.0617	0.056296	0.11868	0.087244	0.57304	0.19731	0.24085	0.12765	0.35845	0.1655	0.29626	0.10869	0.058818	0.078072	0.12061	0.65513	0.058147	0.10857	0.20263	0.17481	0.19613	0.37565
Meth__cg02720618__ESR1	0.023973	0.024822	0.03648	0.029126	0.035556	0.4103	0.042618	0.14643	0.54581	0.034402	0.021203	0.13167	0.050963	0.37282	0.021777	0.022407	0.053798	0.032448	0.034994	0.030174	0.44462	0.022159	0.022686	0.12291	0.022653	0.61903	0.033103	0.062303	0.078821	0.03629	0.033893	0.028436	0.078278	0.04684	0.024413	0.095859	0.082554	0.022712	0.07743	0.25558
Meth__cg20253551__ESR1	0.038194	0.045622	0.045402	0.052452	0.048181	0.81527	0.050579	0.80784	0.43592	0.0409	0.036031	0.48233	0.091914	0.10971	0.034985	0.03445	0.061861	0.079066	0.096859	0.053457	0.5357	0.037001	0.038462	0.076225	0.039366	0.7376	0.042256	0.044232	0.093572	0.059387	0.031262	0.031851	0.04878	0.038433	0.039885	0.041446	0.092548	0.029432	0.044032	0.17453
Meth__cg17309462__C20orf38	0.079862	0.094895	0.10573	0.16234	0.11144	0.14222	0.83755	0.26097	0.28294	0.075392	0.11012	0.06963	0.087227	0.16515	0.073841	0.076911	0.13665	0.064954	0.12982	0.069205	0.46947	0.79197	0.5708	0.09211	0.044295	0.11936	0.60355	0.28479	0.3164	0.10313	0.19333	0.050316	0.33872	0.10908	0.10699	0.085235	0.1167	0.13487	0.49371	0.77414
Meth__cg02620470__EXT2	0.043439	0.043947	0.043811	0.047649	0.030817	0.036255	0.044152	0.0797	0.48823	0.028542	0.0389	0.048526	0.051918	0.073579	0.028318	0.041188	0.031791	0.046994	0.074983	0.036367	0.043023	0.049254	0.051163	0.05222	0.030051	0.087999	0.066235	0.063973	0.099177	0.13308	0.040464	0.025765	0.034761	0.034604	0.028445	0.024221	0.090969	0.04141	0.042958	0.045326
Meth__cg07099407__KLC4	0.017952	0.019842	0.018009	0.076751	0.022548	0.34727	0.031825	0.054703	0.02799	0.035392	0.030895	0.018426	0.039024	0.043212	0.015844	0.032429	0.032586	0.15795	0.024248	0.020806	0.037484	0.025659	0.021562	0.29236	0.024393	0.04954	0.037881	0.038748	0.037144	0.066403	0.021583	0.019354	0.079932	0.01982	0.018624	0.012304	0.031019	0.021667	0.037361	0.067485
Meth__cg20001829__TMEM25	0.20053	0.032306	0.82639	0.39257	0.09387	0.32354	0.44295	0.57235	0.12943	0.12191	0.12155	0.9362	0.85649	0.51803	0.10206	0.09477	0.25627	0.10046	0.37048	0.48599	0.8814	0.91296	0.11203	0.53025	0.15034	0.77817	0.10785	0.16091	0.13214	0.138	0.07416	0.071724	0.63033	0.10346	0.075525	0.10321	0.15079	0.057824	0.1141	0.17051
Meth__cg06809565__CXorf12	0.049619	0.037475	0.046749	0.07052	0.030966	0.036239	0.058723	0.066376	0.039875	0.036559	0.031626	0.067189	0.049508	0.094768	0.030723	0.045864	0.45883	0.45768	0.20566	0.046002	0.040012	0.045918	0.039054	0.036836	0.030128	0.11621	0.043525	0.31319	0.29901	0.10673	0.031922	0.034255	0.038352	0.051333	0.02891	0.039602	0.13102	0.035176	0.041088	0.057818
Meth__cg09297361__SNX22	0.088315	0.074757	0.16029	0.083927	0.07085	0.80501	0.108	0.6714	0.049962	0.057494	0.073798	0.095671	0.078274	0.36926	0.062836	0.063492	0.8564	0.07315	0.095148	0.060985	0.11906	0.27048	0.092793	0.17676	0.061242	0.43491	0.20989	0.083968	0.19689	0.11905	0.070192	0.05567	0.29279	0.11565	0.065249	0.5308	0.13907	0.080336	0.3604	0.5555
Meth__cg25047001__GRIN2A	0.75761	0.040121	0.94078	0.69044	0.084179	0.89404	0.58742	0.6812	0.94772	0.039532	0.069756	0.89949	0.9344	0.83612	0.058293	0.059773	0.66886	0.15128	0.10215	0.2505	0.89076	0.90675	0.54552	0.26443	0.46578	0.76089	0.59826	0.097175	0.63679	0.093706	0.10438	0.050262	0.050362	0.050829	0.063982	0.72184	0.096944	0.60399	0.50507	0.22779
Meth__cg14625604__UBE2A	0.62712	0.0683	0.16965	0.071423	0.19757	0.062375	0.067295	0.030903	0.062722	0.54345	0.42915	0.06274	0.061509	0.11399	0.047	0.53778	0.23079	0.62023	0.35115	0.051913	0.037808	0.10427	0.17529	0.11413	0.53666	0.067081	0.051029	0.086328	0.51594	0.082536	0.24129	0.055424	0.19493	0.045857	0.057525	0.53819	0.15268	0.63398	0.48017	0.056909
Meth__cg11459714__KLK10	0.16724	0.066049	0.091133	0.08501	0.080722	0.52117	0.21582	0.21546	0.047822	0.041444	0.074045	0.40347	0.45964	0.13174	0.053972	0.096148	0.12775	0.19658	0.098306	0.13073	0.53197	0.52937	0.33557	0.10116	0.88324	0.39572	0.28027	0.12891	0.70639	0.12054	0.060174	0.066806	0.0708	0.090989	0.048336	0.76889	0.15452	0.0745	0.08506	0.067836
Meth__cg04355435__TMEM125	0.03376	0.031498	0.036961	0.058673	0.034024	0.87813	0.058741	0.90179	0.040345	0.035671	0.041456	0.93379	0.062036	0.074948	0.030277	0.025121	0.13934	0.64199	0.096695	0.052938	0.021999	0.0392	0.034136	0.83238	0.035908	0.59318	0.03952	0.08046	0.036822	0.052555	0.040631	0.02143	0.069782	0.027403	0.024152	0.025979	0.09948	0.041487	0.061021	0.042498
Meth__cg13726191__FGFBP1	0.062136	0.065061	0.27596	0.16186	0.14926	0.83178	0.37282	0.19753	0.12299	0.61809	0.094319	0.27543	0.046749	0.087519	0.061116	0.48813	0.079289	0.33212	0.055556	0.23487	0.23106	0.18293	0.14577	0.20792	0.067085	0.11392	0.17075	0.10508	0.16164	0.072447	0.1411	0.053661	0.070085	0.40218	0.045462	0.093201	0.084388	0.091456	0.45109	0.55319
Meth__cg20051033__CPNE9	0.56502	0.066355	0.72973	0.056879	0.25858	0.7253	0.63814	0.58839	0.76587	0.039211	0.11151	0.93854	0.13772	0.94283	0.044979	0.043277	0.040795	0.47813	0.11435	0.52874	0.8886	0.50352	0.55798	0.084307	0.43412	0.88889	0.89386	0.085759	0.93357	0.08699	0.035321	0.054887	0.11286	0.68064	0.24995	0.92847	0.66077	0.080386	0.9345	0.93881
Meth__cg03751813__ZNF585B	0.037543	0.039759	0.03335	0.63511	0.035655	0.038374	0.15657	0.58696	0.97975	0.032718	0.038054	0.030495	0.020904	0.057507	0.034208	0.039895	0.035797	0.029645	0.079573	0.0389	0.36784	0.25099	0.040401	0.039103	0.037818	0.10395	0.038881	0.067065	0.063687	0.080874	0.033892	0.030668	0.037053	0.086295	0.030639	0.19246	0.097315	0.040723	0.1146	0.41095
Meth__cg27379587__NMB	0.089366	0.13562	0.3015	0.13371	0.10158	0.86743	0.12575	0.40171	0.22895	0.11835	0.14567	0.20361	0.33777	0.7016	0.15826	0.11439	0.13765	0.13053	0.20715	0.3696	0.30016	0.27392	0.20213	0.83785	0.1306	0.81097	0.17282	0.1548	0.29356	0.19187	0.096145	0.09389	0.33868	0.55093	0.13372	0.58013	0.33798	0.15071	0.14436	0.39371
Meth__cg16752583__TRPV6	0.090788	0.084862	0.091372	0.13133	0.4985	0.11472	0.091434	0.58993	0.39104	0.11669	0.16353	0.48237	0.17656	0.16784	0.060527	0.058489	0.15266	0.76524	0.12118	0.091822	0.17751	0.38624	0.82732	0.11203	0.059656	0.40823	0.14392	0.10592	0.090655	0.066696	0.077655	0.2381	0.22789	0.39098	0.081199	0.0617	0.21027	0.2263	0.15201	0.10676
Meth__cg08003150__KCNQ2	0.57735	0.033158	0.05506	0.080472	0.041352	0.41763	0.59189	0.47545	0.21931	0.035814	0.039224	0.25153	0.29758	0.32232	0.24118	0.11534	0.08787	0.10818	0.12274	0.065752	0.89188	0.93128	0.71006	0.076073	0.41563	0.84725	0.38055	0.079818	0.88354	0.13389	0.035019	0.035602	0.033011	0.039203	0.12563	0.57004	0.087575	0.038839	0.046418	0.04035
Meth__cg14576824__RPS6KC1	0.05405	0.032316	0.18316	0.059434	0.036595	0.34393	0.099432	0.65418	0.060244	0.049719	0.10886	0.05889	0.10414	0.091324	0.029038	0.054469	0.05913	0.056891	0.11999	0.054686	0.059957	0.1424	0.2266	0.054551	0.039286	0.11227	0.066332	0.14272	0.089176	0.10623	0.038707	0.063668	0.086599	0.049587	0.047509	0.043194	0.33954	0.056898	0.05766	0.060922
Meth__cg22889448__EMR1	0.15658	0.0815	0.18312	0.46728	0.10172	0.077471	0.17238	0.1838	0.85497	0.064704	0.10746	0.093557	0.3285	0.48162	0.076829	0.07674	0.37262	0.24796	0.081442	0.081274	0.12371	0.17574	0.23575	0.20249	0.29782	0.081218	0.089414	0.10162	0.10584	0.11374	0.083968	0.078177	0.095814	0.11594	0.0766	0.088272	0.23799	0.097588	0.15957	0.0981
Meth__cg05523085__MYO5A	0.037195	0.037682	0.89191	0.048347	0.04138	0.5795	0.39371	0.24668	0.07913	0.038038	0.031284	0.085078	0.048622	0.74325	0.03121	0.056318	0.098435	0.053528	0.093015	0.062918	0.088469	0.033305	0.22294	0.10763	0.050609	0.60108	0.22719	0.05668	0.17868	0.061788	0.16878	0.036228	0.028084	0.22287	0.031483	0.26213	0.14492	0.044942	0.086631	0.32246
Meth__cg20587394__HOXC13	0.056412	0.028113	0.036281	0.031182	0.076811	0.26073	0.047074	0.052882	0.025016	0.02788	0.045925	0.035881	0.027599	0.049898	0.023528	0.034806	0.037021	0.026974	0.099311	0.090137	0.02221	0.034675	0.46358	0.038746	0.019901	0.56172	0.032557	0.081023	0.038438	0.043237	0.039983	0.025691	0.040493	0.076462	0.02438	0.020148	0.062024	0.048941	0.23999	0.11803
Meth__cg27158867__LRRC56	0.047228	0.048805	0.50374	0.10377	0.036558	0.94071	0.05533	0.81819	0.052334	0.036589	0.038517	0.068693	0.2363	0.36504	0.026496	0.038971	0.92635	0.95764	0.39286	0.88907	0.03508	0.065666	0.05001	0.94715	0.023398	0.90834	0.1065	0.068941	0.079418	0.085114	0.13804	0.038544	0.19846	0.043848	0.037956	0.037749	0.053788	0.037748	0.056607	0.041227
Meth__cg15576195__HTATIP2	0.055419	0.058827	0.054611	0.30464	0.039673	0.53169	0.084987	0.38465	0.06382	0.052877	0.084622	0.054969	0.060125	0.074107	0.037513	0.072858	0.84349	0.037595	0.12552	0.074829	0.039527	0.064694	0.35238	0.51856	0.048065	0.12045	0.06731	0.070258	0.09152	0.10708	0.089481	0.046988	0.055181	0.051787	0.050422	0.045116	0.072624	0.05937	0.44257	0.41059
Meth__cg02608019__SYK	0.081652	0.080046	0.063433	0.064719	0.059459	0.96913	0.071131	0.90884	0.057083	0.051701	0.077078	0.54145	0.10184	0.095989	0.057713	0.070038	0.046129	0.43356	0.1187	0.40782	0.035652	0.098885	0.42877	0.41752	0.046965	0.93886	0.11007	0.17771	0.92005	0.10127	0.042276	0.048385	0.074646	0.05759	0.062443	0.05379	0.092831	0.066163	0.066539	0.066267
Meth__cg04991214__PFDN2	0.41668	0.094997	0.16897	0.76353	0.23497	0.94325	0.054593	0.93205	0.43365	0.044805	0.087019	0.55952	0.88306	0.32682	0.1261	0.101	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.42367	0.94144	0.94217	0.9228	0.11169	0.41733	0.11834	0.11401	0.38861	0.90557	0.93152	0.45882	0.035888	0.24443	0.40544	0.9022	0.25074	0.1899
Meth__cg16127845__GPR30	0.04384	0.02329	0.10698	0.058195	0.028086	0.96054	0.039745	0.31846	0.053954	0.023284	0.042635	0.94349	0.051788	0.47497	0.02511	0.029704	0.050983	0.026228	0.045038	0.044864	0.041058	0.16394	0.040664	0.84111	0.029278	0.061755	0.055352	0.053005	0.096112	0.035058	0.023995	0.022109	0.034251	0.9571	0.025507	0.25499	0.10788	0.83622	0.088681	0.10043
Meth__cg00303548__HS6ST3	0.031044	0.015658	0.036516	0.028269	0.018552	0.3425	0.041356	0.1036	0.028235	0.024516	0.036309	0.037953	0.020909	0.084408	0.025022	0.024661	0.038908	0.030124	0.037391	0.035288	0.032418	0.049931	0.027975	0.0269	0.019417	0.070198	0.050559	0.081592	0.05774	0.029247	0.022965	0.02732	0.032543	0.029412	0.018698	0.037547	0.067436	0.057953	0.03398	0.038228
Meth__cg03954173__CD97	0.065684	0.052563	0.063439	0.13722	0.059275	0.69827	0.16486	0.61672	0.096537	0.057861	0.054415	0.053272	0.046366	0.071159	0.052377	0.067578	0.077826	0.055709	0.10979	0.049806	0.064723	0.13583	0.52152	0.21395	0.053053	0.30902	0.10463	0.081093	0.20022	0.093954	0.41693	0.062068	0.045283	0.049877	0.052836	0.05707	0.10225	0.07406	0.13091	0.34917
Meth__cg14115004__STARD3	0.050054	0.04096	0.076866	0.040905	0.048347	0.073536	0.072703	0.12071	0.080619	0.07661	0.10624	0.45794	0.0672	0.045031	0.034286	0.091119	0.072905	0.043983	0.098184	0.085339	0.07184	0.10862	0.07968	0.066128	0.058609	0.12772	0.050562	0.10731	0.10176	0.034116	0.05853	0.051734	0.065984	0.071886	0.048835	0.051702	0.14157	0.051471	0.094062	0.065916
Meth__cg01254505__BST2	0.0529	0.05737	0.032168	0.86271	0.059505	0.82313	0.037133	0.19134	0.355	0.025393	0.040973	0.047926	0.040457	0.10246	0.037736	0.064596	0.24002	0.78776	0.043948	0.16586	0.28971	0.18821	0.09292	0.14348	0.029275	0.49107	0.38278	0.13129	0.064168	0.15357	0.81867	0.022638	0.037982	0.048171	0.034494	0.061135	0.069307	0.41292	0.04999	0.032962
Meth__cg22956483__IGF2	0.085362	0.039229	0.47481	0.42583	0.2577	0.64768	0.45575	0.52665	0.83901	0.04672	0.060473	0.55822	0.17406	0.43208	0.057978	0.055069	0.20541	0.12735	0.092169	0.051638	0.87331	0.70527	0.44067	0.88837	0.59824	0.59533	0.72477	0.10134	0.56355	0.076923	0.053354	0.072295	0.05571	0.3154	0.049607	0.15718	0.15451	0.62337	0.0559	0.11066
Meth__cg03549571__DHH	0.062006	0.017536	0.97417	0.08238	0.074589	0.55618	0.68979	0.96869	0.95757	0.15593	0.030671	0.96349	0.11965	0.90831	0.030563	0.28855	0.69093	0.06452	0.17796	0.66954	0.97692	0.91269	0.27667	0.96519	0.23645	0.46982	0.29384	0.068417	0.90604	0.061023	0.44508	0.030219	0.041027	0.94637	0.035973	0.96933	0.048343	0.0336	0.1324	0.93041
Meth__cg25293251__GOLGA5	0.026376	0.013421	0.031295	0.22207	0.037177	0.55354	0.040275	0.44104	0.030059	0.033714	0.035478	0.035227	0.090094	0.061903	0.018214	0.026308	0.048616	0.079688	0.026447	0.039424	0.028329	0.029036	0.039283	0.036748	0.014625	0.17551	0.043655	0.042659	0.04002	0.032509	0.020863	0.01681	0.059974	0.017853	0.02084	0.052869	0.031459	0.025986	0.028814	0.038486
