Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg20644981__RPS3A	0.34939	0.15964	0.72691	0.27992	0.26609	0.20711	0.080471	0.050103	0.037587	0.49235	0.043923	0.083991	0.36622	0.84327	0.047957	0.08368	0.048246	0.79464	0.48032	0.12352	0.56774	0.038454	0.44394	0.3671	0.26589	0.11838	0.095388	0.12113	0.47498	0.12904	0.037898	0.02727	0.091448	0.67992	0.30003	0.3487	0.057646	0.52529	0.3002	0.67013
Meth__cg06493080__HOXB7	0.040655	0.089067	0.026491	0.04843	0.06488	0.081825	0.091381	0.040281	0.082877	0.043951	0.061562	0.45113	0.10844	0.020292	0.066667	0.18017	0.072686	0.04187	0.036569	0.058546	0.076837	0.24826	0.044988	0.57187	0.3291	0.13359	0.065857	0.082768	0.065343	0.13882	0.042289	0.050927	0.057914	0.084789	0.044182	0.080229	0.032658	0.056582	0.055885	0.046295
Meth__cg09160477__SUSD3	0.032897	0.028357	0.48642	0.017672	0.8823	0.038454	0.94326	0.95701	0.024422	0.025198	0.023719	0.022013	0.59095	0.52411	0.030402	0.9569	0.061001	0.39129	0.020256	0.097269	0.024846	0.17416	0.013959	0.038904	0.80113	0.041898	0.67277	0.93914	0.035314	0.035779	0.019485	0.059489	0.046865	0.015471	0.022409	0.077215	0.026431	0.16358	0.083621	0.027982
Meth__cg05368341__SYT6	0.79814	0.022642	0.20845	0.72944	0.86968	0.67266	0.19903	0.6689	0.028894	0.042782	0.95141	0.90911	0.70965	0.15055	0.2834	0.059179	0.058789	0.030863	0.58044	0.58842	0.29454	0.064623	0.94632	0.66216	0.74312	0.056169	0.12985	0.9145	0.63149	0.092273	0.028532	0.032918	0.062222	0.95964	0.54873	0.4523	0.88991	0.23627	0.95059	0.14639
Meth__cg00466249__MGC15523	0.092023	0.065303	0.071753	0.15167	0.76543	0.1075	0.88259	0.35207	0.37706	0.20109	0.10238	0.63695	0.43023	0.050742	0.32491	0.36145	0.083399	0.89086	0.044207	0.068353	0.41842	0.77008	0.20009	0.25636	0.06278	0.14313	0.89818	0.10094	0.16991	0.12175	0.32064	0.047963	0.23162	0.53284	0.53721	0.19014	0.32812	0.086398	0.34859	0.070755
Meth__cg06627364__MGC4677	0.042537	0.039036	0.45822	0.36546	0.041134	0.15632	0.029078	0.030711	0.039331	0.049287	0.04623	0.040006	0.089862	0.043116	0.03941	0.048011	0.059359	0.029481	0.032512	0.045604	0.60303	0.040337	0.035216	0.065539	0.048069	0.062225	0.036979	0.098536	0.044932	0.059527	0.041846	0.033956	0.041188	0.041446	0.036632	0.1218	0.050689	0.048356	0.093088	0.15266
Meth__cg19118812__ELMO1	0.03263	0.020744	0.02769	0.022496	0.64137	0.68493	0.083284	0.037583	0.023598	0.036108	0.026072	0.036532	0.77016	0.80352	0.019175	0.039488	0.051128	0.026444	0.029052	0.039362	0.04685	0.02918	0.013505	0.95415	0.046555	0.084853	0.034729	0.96535	0.82431	0.03667	0.025903	0.021873	0.45653	0.023361	0.047149	0.082317	0.029448	0.025323	0.033655	0.021739
Meth__cg15916061__SLC17A4	0.93751	0.040364	0.79654	0.61731	0.046051	0.65625	0.038835	0.9271	0.61079	0.063713	0.32011	0.96488	0.59154	0.058907	0.54641	0.38316	0.047103	0.028122	0.15792	0.29984	0.91708	0.076727	0.9574	0.105	0.14114	0.048554	0.14501	0.079029	0.35389	0.15706	0.038541	0.80307	0.040784	0.66554	0.34599	0.12568	0.81219	0.55076	0.37232	0.37641
Meth__cg20234170__CAT	0.097072	0.31049	0.49256	0.12655	0.093791	0.41623	0.087971	0.094832	0.44793	0.12217	0.080446	0.20726	0.25549	0.05411	0.43682	0.070522	0.23218	0.053537	0.23668	0.30804	0.25148	0.091547	0.28696	0.1139	0.57533	0.19708	0.077119	0.29293	0.18267	0.19389	0.17461	0.052664	0.071957	0.69086	0.14671	0.14249	0.28713	0.65192	0.28971	0.64296
Meth__cg03733371__LIPH	0.12903	0.070169	0.081199	0.10036	0.88043	0.10206	0.26923	0.098958	0.73551	0.075837	0.28314	0.066642	0.11345	0.073408	0.62091	0.11177	0.20016	0.69613	0.066053	0.18488	0.49265	0.30006	0.07796	0.21229	0.12836	0.14965	0.72108	0.47876	0.1253	0.076242	0.6706	0.10821	0.22865	0.34394	0.10876	0.2043	0.065183	0.11652	0.15894	0.11507
Meth__cg07237939__SLC22A3	0.95968	0.030158	0.95936	0.43988	0.96162	0.9504	0.25404	0.72865	0.032886	0.04341	0.5741	0.33265	0.862	0.82261	0.50123	0.072308	0.13384	0.045785	0.9538	0.95174	0.96058	0.046651	0.94164	0.050517	0.91189	0.27335	0.032113	0.94269	0.94977	0.12457	0.22557	0.025426	0.62998	0.96118	0.96963	0.36569	0.94365	0.95756	0.92796	0.94701
Meth__cg00743372__ZNF192	0.029358	0.030079	0.054395	0.16784	0.03085	0.03603	0.061038	0.03806	0.025314	0.035035	0.038933	0.0497	0.071906	0.018037	0.021947	0.017017	0.049966	0.026684	0.025593	0.036224	0.036643	0.044366	0.032683	0.058527	0.02958	0.11105	0.035318	0.087947	0.026709	0.047796	0.023684	0.02512	0.030853	0.15901	0.032349	0.081675	0.036204	0.75641	0.094561	0.66258
Meth__cg14924091__D4ST1	0.042348	0.042231	0.074703	0.029974	0.028493	0.041352	0.021387	0.082808	0.040122	0.037949	0.051558	0.033326	0.45547	0.022046	0.33964	0.031933	0.1748	0.022504	0.02632	0.047312	0.029238	0.035945	0.26462	0.057218	0.03706	0.045046	0.025226	0.094055	0.035348	0.086485	0.021847	0.025848	0.029127	0.029749	0.019418	0.078283	0.035362	0.40123	0.4484	0.45014
Meth__cg12610070__TSPAN15	0.030529	0.034036	0.030546	0.030891	0.82593	0.032757	0.65504	0.042401	0.077482	0.027726	0.90831	0.029147	0.05131	0.030511	0.077242	0.04047	0.040169	0.45414	0.029634	0.040309	0.033195	0.39702	0.035287	0.54433	0.037233	0.051359	0.89437	0.053827	0.031812	0.066764	0.049107	0.042915	0.67797	0.028729	0.023141	0.11344	0.033635	0.027953	0.059495	0.028012
Meth__cg21505886__TMEM129	0.32557	0.7143	0.91315	0.92434	0.19509	0.70824	0.86431	0.079296	0.14013	0.83227	0.10212	0.81292	0.19002	0.90657	0.37613	0.076923	0.1337	0.089418	0.80318	0.80628	0.82633	0.91276	0.94213	0.057758	0.38494	0.17951	0.1446	0.19921	0.35038	0.50657	0.049602	0.3363	0.053495	0.8068	0.091866	0.053859	0.9311	0.50598	0.78163	0.087374
Meth__cg20077393__CGN	0.016357	0.054677	0.049024	0.025824	0.073702	0.026236	0.30312	0.28852	0.024293	0.055547	0.018115	0.14477	0.30111	0.017583	0.033959	0.038077	0.074375	0.18008	0.024362	0.02058	0.02065	0.036632	0.020771	0.073872	0.062615	0.030092	0.17081	0.11475	0.12249	0.056334	0.02779	0.037023	0.26601	0.019004	0.062745	0.055478	0.024758	0.17956	0.051708	0.36055
Meth__cg11033833__GPR101	0.37128	0.052913	0.14978	0.071769	0.90417	0.85092	0.23394	0.45628	0.06601	0.26855	0.86445	0.77907	0.12209	0.045117	0.060684	0.13927	0.087463	0.075284	0.93245	0.91194	0.84043	0.07378	0.51311	0.68765	0.13719	0.039628	0.10531	0.85272	0.087928	0.12127	0.16117	0.043154	0.17087	0.11079	0.75655	0.14786	0.71612	0.3569	0.30424	0.79992
Meth__cg10962407__ALS2CR15	0.019657	0.046352	0.16992	0.31492	0.023006	0.24167	0.03938	0.50954	0.015159	0.048647	0.6358	0.098133	0.43346	0.016844	0.017479	0.022736	0.052266	0.016934	0.026344	0.017486	0.017573	0.013269	0.032198	0.033424	0.022227	0.037473	0.015725	0.55508	0.024305	0.041681	0.01678	0.019639	0.025766	0.17966	0.15813	0.046429	0.027042	0.1062	0.56795	0.025806
Meth__cg19167673__PDGFB	0.046916	0.72744	0.048245	0.030884	0.3332	0.055407	0.36791	0.088835	0.035568	0.038938	0.43232	0.08623	0.17909	0.034464	0.047125	0.4918	0.12953	0.20753	0.0343	0.081675	0.039592	0.19842	0.032121	0.089426	0.056442	0.067879	0.35296	0.082775	0.034747	0.11646	0.097541	0.035973	0.081403	0.028339	0.027607	0.051616	0.036274	0.039162	0.08174	0.052212
Meth__cg01824804__LOX	0.098663	0.18623	0.096379	0.10447	0.065911	0.54058	0.055698	0.087756	0.076542	0.080889	0.12839	0.086953	0.29606	0.045344	0.066946	0.090064	0.089896	0.065785	0.43696	0.075304	0.11059	0.088999	0.18014	0.12632	0.07578	0.13436	0.071456	0.50199	0.087979	0.10757	0.067369	0.061463	0.087932	0.29462	0.657	0.14392	0.084681	0.10139	0.11845	0.11473
Meth__cg11879577__ARL6IP	0.091481	0.22247	0.17639	0.17902	0.13008	0.16823	0.46514	0.033371	0.053303	0.43612	0.049331	0.19038	0.30291	0.074795	0.067888	0.055335	0.14489	0.15251	0.59804	0.39463	0.16813	0.10301	0.072186	0.060851	0.3248	0.1469	0.040693	0.2377	0.075379	0.12886	0.030389	0.061196	0.59513	0.14811	0.10155	0.22058	0.37202	0.43772	0.24485	0.48985
Meth__cg02539714__RHOF	0.033574	0.038694	0.10318	0.02663	0.83032	0.046729	0.27177	0.06388	0.031309	0.046225	0.062536	0.16067	0.26686	0.018485	0.043011	0.044148	0.14741	0.08556	0.021948	0.057145	0.036565	0.098538	0.028192	0.048289	0.051538	0.064918	0.028299	0.21437	0.12016	0.062076	0.051358	0.092478	0.053001	0.084006	0.082353	0.042546	0.033219	0.04342	0.08197	0.034904
Meth__cg11248491__PSCD3	0.042708	0.018383	0.38364	0.17574	0.046197	0.033892	0.13684	0.054076	0.029423	0.14726	0.039878	0.020138	0.078379	0.023795	0.036249	0.031882	0.054524	0.022016	0.04583	0.061583	0.43586	0.037086	0.092898	0.076891	0.056884	0.037412	0.024253	0.10844	0.036462	0.073163	0.13691	0.03646	0.032454	0.024131	0.01923	0.095045	0.042663	0.11399	0.26505	0.051073
Meth__cg07952391__FLJ10916	0.59586	0.083142	0.48449	0.77352	0.24325	0.056572	0.33663	0.052394	0.081273	0.048732	0.68364	0.043486	0.51814	0.077179	0.31516	0.035884	0.12708	0.027633	0.51337	0.47671	0.080967	0.26088	0.30249	0.79233	0.42018	0.06885	0.078806	0.37624	0.051378	0.075241	0.037054	0.030136	0.37363	0.70105	0.53908	0.092938	0.038893	0.64494	0.49052	0.65036
Meth__cg19369556__CDH13	0.80099	0.031417	0.71575	0.077164	0.88131	0.48249	0.045997	0.099595	0.05933	0.046579	0.41104	0.053179	0.41435	0.047317	0.069172	0.051051	0.091172	0.026393	0.37729	0.29211	0.10766	0.050604	0.10116	0.83077	0.55376	0.063778	0.032121	0.44811	0.059142	0.076982	0.048062	0.028083	0.035675	0.47459	0.32125	0.32064	0.56977	0.062605	0.54261	0.053315
Meth__cg15839448__SFRP1	0.93665	0.040289	0.95046	0.82839	0.48204	0.88949	0.051868	0.069652	0.35486	0.41397	0.039626	0.023471	0.8973	0.97102	0.35347	0.03766	0.094424	0.15602	0.92556	0.86369	0.82738	0.042198	0.94446	0.92812	0.81265	0.1345	0.036655	0.88663	0.050972	0.18841	0.74017	0.029358	0.56523	0.076396	0.9355	0.53521	0.93675	0.69931	0.88204	0.69443
Meth__cg07940485__SLC16A10	0.11166	0.036017	0.34702	0.10605	0.52061	0.63686	0.024482	0.027345	0.024312	0.045847	0.054061	0.079482	0.57382	0.042588	0.032369	0.064572	0.10027	0.030892	0.35834	0.25715	0.17244	0.030037	0.70311	0.056213	0.11645	0.12447	0.029649	0.94234	0.043365	0.054903	0.0304	0.03223	0.028962	0.037303	0.31033	0.15335	0.047313	0.15525	0.10916	0.045009
Meth__cg04431054__LOC133619	0.13014	0.42601	0.32714	0.094925	0.71329	0.064116	0.24319	0.37348	0.34151	0.077172	0.76823	0.63801	0.69016	0.07347	0.24335	0.23004	0.3555	0.076923	0.14598	0.075239	0.10104	0.27064	0.14602	0.2078	0.095205	0.13518	0.81922	0.17908	0.57113	0.33367	0.44825	0.76506	0.31688	0.23394	0.28256	0.089081	0.068115	0.32013	0.32394	0.17125
Meth__cg12928668__SEMA6A	0.043554	0.048792	0.090734	0.043503	0.28077	0.046763	0.37025	0.0527	0.041831	0.054404	0.042131	0.27182	0.39182	0.04403	0.051287	0.054465	0.10655	0.053829	0.043711	0.050618	0.050487	0.054303	0.035455	0.47015	0.048189	0.080767	0.036324	0.10668	0.074452	0.082776	0.040243	0.049438	0.27049	0.03911	0.20805	0.064716	0.051717	0.044511	0.11535	0.040754
Meth__cg25263140__AIM1	0.045789	0.041196	0.038248	0.053733	0.30767	0.046804	0.036562	0.075164	0.040773	0.047534	0.61723	0.057065	0.073345	0.033579	0.042269	0.053569	0.15353	0.042279	0.75208	0.76968	0.5888	0.048576	0.1826	0.099821	0.040884	0.073858	0.050344	0.089957	0.03952	0.062028	0.041071	0.037072	0.035131	0.24139	0.054844	0.10611	0.055943	0.047453	0.11437	0.76992
Meth__cg02528468__ATP11B	0.047581	0.081499	0.21768	0.61569	0.042253	0.31367	0.031198	0.047508	0.045569	0.07591	0.047215	0.021558	0.066048	0.49743	0.053686	0.040172	0.092487	0.046483	0.050454	0.042733	0.66459	0.049894	0.043758	0.094901	0.052083	0.074088	0.044462	0.17117	0.03898	0.2377	0.046464	0.035576	0.034732	0.26334	0.038881	0.6315	0.044358	0.080511	0.15668	0.15879
Meth__cg01851399__PKP2	0.054199	0.037204	0.050078	0.030731	0.85238	0.044428	0.06203	0.032354	0.063067	0.06194	0.047875	0.11162	0.15477	0.041352	0.065593	0.047652	0.10894	0.56663	0.034991	0.043366	0.040078	0.18541	0.040408	0.064107	0.052345	0.070875	0.31035	0.072304	0.053376	0.092886	0.068659	0.034593	0.26088	0.036256	0.076885	0.06226	0.06128	0.049752	0.1691	0.048616
Meth__cg20701850__RECQL	0.051607	0.043819	0.10054	0.047598	0.053369	0.06239	0.11645	0.049064	0.04819	0.056038	0.49173	0.054529	0.09201	0.039834	0.048358	0.041606	0.14641	0.049794	0.063853	0.061947	0.071217	0.044513	0.17289	0.31187	0.053572	0.079154	0.042203	0.45666	0.051399	0.077891	0.046063	0.047476	0.043413	0.053158	0.059451	0.092726	0.071921	0.050974	0.081173	0.065352
Meth__cg01095590__KIAA0040	0.028452	0.026931	0.02563	0.022823	0.92582	0.030997	0.54576	0.031168	0.037681	0.030684	0.030579	0.022806	0.045503	0.017471	0.038548	0.039101	0.090518	0.502	0.030534	0.034044	0.036538	0.10943	0.02312	0.11642	0.032536	0.059381	0.18044	0.04714	0.032293	0.056353	0.066512	0.02897	0.037021	0.032978	0.023304	0.070516	0.037211	0.027863	0.056023	0.029322
Meth__cg16426459__MLPH	0.034597	0.027386	0.033862	0.022754	0.36942	0.037924	0.031083	0.18624	0.16764	0.031037	0.73854	0.60712	0.064189	0.019129	0.12043	0.035288	0.062134	0.40624	0.028268	0.034835	0.031842	0.18509	0.024089	0.059978	0.035243	0.044506	0.28636	0.059487	0.040321	0.060522	0.10869	0.37953	0.8922	0.028759	0.022398	0.063761	0.036298	0.025404	0.063677	0.03785
Meth__cg24127989__IMPDH1	0.036357	0.021158	0.035781	0.040831	0.4554	0.02838	0.55595	0.67278	0.86436	0.17844	0.082511	0.89264	0.31292	0.019537	0.6922	0.31138	0.074263	0.24567	0.022575	0.095494	0.11955	0.35118	0.035317	0.42855	0.034043	0.049871	0.023413	0.046959	0.46095	0.030549	0.47524	0.022835	0.028658	0.018622	0.029738	0.048071	0.055723	0.037517	0.12591	0.03191
Meth__cg02067021__DNAJC5B	0.028909	0.026682	0.034316	0.10982	0.41566	0.02546	0.49631	0.91101	0.026228	0.21216	0.52697	0.82479	0.072321	0.023407	0.02292	0.31178	0.045791	0.88515	0.12727	0.093623	0.65658	0.90452	0.020805	0.9329	0.028769	0.095865	0.92783	0.029474	0.034572	0.036055	0.39376	0.13701	0.38071	0.019328	0.035141	0.038767	0.065511	0.029191	0.055728	0.025946
Meth__cg04384398__PMM1	0.48314	0.10346	0.22334	0.15646	0.1037	0.11937	0.14971	0.067889	0.14876	0.17394	0.10641	0.28099	0.21155	0.10882	0.11536	0.17215	0.22008	0.11243	0.13149	0.15339	0.080636	0.1097	0.14288	0.15127	0.66434	0.15043	0.13189	0.10964	0.58821	0.14525	0.12365	0.1144	0.14811	0.21443	0.093929	0.26289	0.15776	0.17906	0.29938	0.17426
Meth__cg23297477__CMTM3	0.65904	0.96012	0.069556	0.24677	0.039877	0.84151	0.14201	0.089296	0.35912	0.052079	0.65661	0.73916	0.88677	0.16614	0.58857	0.050226	0.44193	0.040153	0.17911	0.074429	0.21286	0.050534	0.77664	0.6292	0.051426	0.082173	0.056205	0.76421	0.15636	0.72472	0.048002	0.1349	0.30811	0.96483	0.95629	0.89717	0.2249	0.96283	0.92326	0.95838
Meth__cg12022621__LAX1	0.55507	0.053922	0.72904	0.68955	0.21567	0.23262	0.20342	0.85927	0.28624	0.060584	0.44002	0.87858	0.24957	0.050997	0.25669	0.37301	0.17233	0.045094	0.45105	0.66091	0.71212	0.40309	0.87221	0.15431	0.34435	0.075868	0.22934	0.15989	0.2483	0.076314	0.040784	0.058088	0.065385	0.51814	0.12454	0.13661	0.75167	0.39242	0.34044	0.17796
Meth__cg16312163__ALDH1L1	0.9282	0.75918	0.85219	0.66465	0.8855	0.82307	0.45254	0.93425	0.041358	0.89453	0.54004	0.44098	0.91043	0.12883	0.037791	0.6057	0.053629	0.036313	0.94776	0.91882	0.11119	0.63885	0.059426	0.79009	0.20781	0.058787	0.32264	0.48845	0.73665	0.047526	0.029801	0.028902	0.029733	0.44723	0.70742	0.073307	0.57187	0.52976	0.9254	0.81315
Meth__cg17794261__ZNF688	0.038265	0.051904	0.037549	0.032236	0.044623	0.038252	0.038666	0.030043	0.067987	0.043158	0.06597	0.087647	0.079324	0.047957	0.056929	0.037359	0.086742	0.22367	0.033852	0.038959	0.049332	0.044803	0.038155	0.31107	0.051228	0.047783	0.3074	0.09963	0.069687	0.066912	0.050394	0.065412	0.070243	0.053732	0.033403	0.064708	0.038873	0.036419	0.072064	0.045074
Meth__cg15375586__TBX22	0.11265	0.027187	0.5219	0.41129	0.23215	0.93582	0.12609	0.6932	0.020247	0.53615	0.69981	0.20259	0.11601	0.17949	0.030827	0.06266	0.057833	0.033271	0.041654	0.74555	0.59639	0.26158	0.15942	0.23086	0.87164	0.070678	0.029244	0.72686	0.038526	0.055886	0.031713	0.47648	0.083139	0.89065	0.3404	0.20751	0.45529	0.16984	0.44176	0.54488
Meth__cg08955609__APOE	0.023596	0.03179	0.29571	0.036658	0.67491	0.067427	0.16451	0.62356	0.033225	0.040101	0.80753	0.34698	0.23688	0.024524	0.028861	0.62586	0.067426	0.056207	0.07577	0.036009	0.41677	0.71537	0.042072	0.56178	0.24307	0.037043	0.71333	0.71274	0.52594	0.040279	0.03766	0.56072	0.044138	0.18844	0.28176	0.0206	0.02875	0.030139	0.059822	0.11701
Meth__cg02905245__URB	0.62038	0.090416	0.68199	0.44374	0.069683	0.49587	0.12659	0.58756	0.69129	0.11815	0.087965	0.067894	0.54506	0.072417	0.53895	0.084349	0.10616	0.10085	0.19756	0.22478	0.40206	0.093332	0.075363	0.1314	0.29132	0.16941	0.070366	0.59467	0.11195	0.1586	0.070355	0.0825	0.088281	0.81744	0.3781	0.12396	0.61983	0.55223	0.32575	0.57352
Meth__cg12952132__NCR1	0.052609	0.033208	0.38983	0.13091	0.22842	0.054686	0.085735	0.24178	0.022109	0.039311	0.33939	0.51397	0.22127	0.020852	0.025371	0.10841	0.041288	0.025133	0.58809	0.63894	0.06623	0.17211	0.66864	0.076923	0.048514	0.083799	0.64063	0.1135	0.051498	0.043223	0.077584	0.037484	0.032488	0.030006	0.35332	0.34265	0.32928	0.24214	0.10956	0.50541
Meth__cg04505023__SPRR1A	0.60139	0.02707	0.84978	0.80227	0.044239	0.7403	0.080453	0.93955	0.44087	0.20371	0.054865	0.85821	0.65416	0.021999	0.38004	0.093149	0.21229	0.027329	0.44031	0.52408	0.034579	0.032313	0.2328	0.058943	0.16477	0.23049	0.047096	0.061362	0.085091	0.13223	0.21194	0.89244	0.039899	0.78424	0.5123	0.15917	0.78426	0.4077	0.054399	0.55076
Meth__cg19286604__MGC39545	0.90319	0.035049	0.60038	0.05882	0.847	0.844	0.74018	0.20207	0.050823	0.06842	0.90275	0.1537	0.7009	0.54722	0.042423	0.58235	0.057349	0.064927	0.93236	0.92986	0.89838	0.36166	0.91934	0.75358	0.68683	0.072009	0.63869	0.7313	0.49178	0.056345	0.17832	0.092932	0.055576	0.058607	0.89058	0.73255	0.73479	0.68355	0.85668	0.82472
Meth__cg04481779__IL20RA	0.047772	0.59967	0.83159	0.045441	0.72447	0.30617	0.80023	0.86055	0.42872	0.044924	0.31768	0.20234	0.099597	0.14476	0.29987	0.80557	0.24047	0.8754	0.82208	0.60266	0.87738	0.8317	0.24568	0.8149	0.040514	0.096527	0.86719	0.34148	0.34467	0.56377	0.38095	0.050281	0.837	0.080805	0.6874	0.075503	0.10838	0.055176	0.28695	0.21684
Meth__cg08162780__GDF15	0.027304	0.016579	0.053497	0.031127	0.55947	0.034346	0.88761	0.97654	0.1631	0.017749	0.15771	0.28927	0.029767	0.019602	0.12069	0.12556	0.078351	0.035099	0.016581	0.02372	0.041406	0.15627	0.020635	0.03405	0.025235	0.035956	0.41833	0.03283	0.50763	0.029333	0.020571	0.024497	0.020024	0.01495	0.017367	0.044837	0.020219	0.022928	0.042945	0.01984
Meth__cg14106308__VEPH1	0.061824	0.065457	0.058663	0.04718	0.74006	0.072702	0.87572	0.056818	0.076747	0.061267	0.043381	0.054619	0.11765	0.032045	0.075559	0.047875	0.19318	0.91641	0.048847	0.045283	0.91523	0.12974	0.049184	0.10675	0.063835	0.066592	0.15212	0.11284	0.061265	0.09731	0.32904	0.049154	0.51594	0.077719	0.070133	0.1633	0.07505	0.064521	0.094302	0.059159
Meth__cg16523424__TIMP1	0.1493	0.040275	0.32885	0.055145	0.047555	0.23748	0.095958	0.06765	0.040139	0.044866	0.054881	0.14177	0.086689	0.045369	0.044404	0.14249	0.15741	0.045459	0.04027	0.05987	0.2159	0.04178	0.29016	0.13876	0.21291	0.060713	0.038893	0.31999	0.04649	0.37129	0.040895	0.041518	0.036713	0.32296	0.1195	0.061725	0.11783	0.15374	0.41034	0.092786
Meth__cg03626672__CMKOR1	0.08895	0.086075	0.086877	0.053731	0.10144	0.28311	0.35624	0.62077	0.10828	0.075498	0.3826	0.42989	0.7402	0.074074	0.09787	0.2669	0.27741	0.14717	0.095717	0.088208	0.83706	0.11354	0.076047	0.44103	0.088677	0.14819	0.70072	0.43103	0.082846	0.17547	0.075482	0.45358	0.099071	0.10146	0.64682	0.067762	0.15377	0.083063	0.2256	0.19124
Meth__cg23641145__PGR	0.083237	0.043481	0.097412	0.049949	0.44383	0.069574	0.17617	0.2033	0.12558	0.070646	0.7168	0.19315	0.20206	0.076844	0.10976	0.82687	0.16607	0.060934	0.065194	0.062508	0.094527	0.058472	0.050295	0.59159	0.053998	0.15938	0.40197	0.28277	0.20822	0.075145	0.056275	0.54288	0.32652	0.32764	0.2426	0.08908	0.043607	0.13787	0.13664	0.055656
Meth__cg21912567__GADD45G	0.046526	0.055281	0.04759	0.052642	0.87335	0.055904	0.49044	0.052709	0.043783	0.041176	0.045158	0.038445	0.083601	0.038842	0.049683	0.45331	0.091856	0.084758	0.036602	0.049243	0.046455	0.054868	0.043304	0.35421	0.050838	0.092088	0.049728	0.087449	0.048864	0.066041	0.048335	0.049884	0.05513	0.049538	0.053386	0.073784	0.046532	0.04809	0.070311	0.05092
Meth__cg05288803__TIMP3	0.033484	0.038862	0.062105	0.035861	0.41904	0.061508	0.26201	0.97751	0.035564	0.034168	0.03232	0.051835	0.48973	0.053644	0.034889	0.47739	0.074344	0.027432	0.035411	0.034462	0.034811	0.032175	0.025189	0.49347	0.037474	0.04524	0.040685	0.61278	0.65927	0.064416	0.036358	0.087833	0.032911	0.12956	0.32453	0.10113	0.037859	0.033064	0.048346	0.028199
Meth__cg26896762__ISL1	0.90657	0.056597	0.90819	0.65799	0.75567	0.90545	0.14541	0.8391	0.064951	0.18086	0.24321	0.13158	0.59009	0.88379	0.28039	0.05925	0.093541	0.14625	0.39783	0.25754	0.45048	0.072293	0.88546	0.66301	0.84106	0.12653	0.05617	0.20926	0.85293	0.094618	0.057434	0.054333	0.19496	0.055248	0.67172	0.52668	0.48186	0.89832	0.80466	0.8553
Meth__cg17332016__FLJ10847	0.051957	0.038504	0.44518	0.28407	0.34099	0.090765	0.038331	0.096548	0.05826	0.64825	0.1629	0.10919	0.73806	0.045866	0.21864	0.12913	0.069547	0.031161	0.6453	0.31265	0.30061	0.037299	0.43159	0.085788	0.13357	0.12439	0.042989	0.79967	0.19706	0.089927	0.037566	0.04451	0.044406	0.28562	0.50234	0.06174	0.052873	0.10102	0.88482	0.49176
Meth__cg13176979__HMGN3	0.074923	0.083766	0.3415	0.14069	0.60626	0.13627	0.85951	0.097706	0.83732	0.25852	0.15213	0.57352	0.33718	0.035826	0.61544	0.35248	0.69867	0.81906	0.23297	0.19711	0.4769	0.36415	0.061188	0.3159	0.089257	0.13887	0.68363	0.11114	0.331	0.11382	0.068275	0.47312	0.48731	0.25694	0.23624	0.29317	0.25092	0.1937	0.17793	0.16356
Meth__cg15565872__PTX3	0.068485	0.021331	0.63195	0.65345	0.59689	0.84352	0.051971	0.059661	0.031325	0.14764	0.022071	0.67229	0.86659	0.54617	0.035108	0.71404	0.052665	0.01772	0.76106	0.67233	0.48429	0.032751	0.3524	0.054623	0.34391	0.036401	0.021787	0.86773	0.44986	0.088352	0.060267	0.019332	0.018743	0.82514	0.88092	0.71142	0.12488	0.85783	0.21835	0.74295
Meth__cg11956146__CABYR	0.047238	0.049457	0.047994	0.05432	0.045311	0.07201	0.81174	0.045088	0.048292	0.077191	0.069483	0.066435	0.081076	0.047045	0.052063	0.044396	0.1235	0.045598	0.065122	0.063557	0.05271	0.07761	0.065195	0.92756	0.048997	0.080639	0.053142	0.13624	0.049501	0.11869	0.045757	0.042884	0.053419	0.10357	0.053703	0.093769	0.056756	0.33707	0.25481	0.67662
Meth__cg19177941__ALDH1A3	0.65452	0.11564	0.86285	0.7929	0.97054	0.86933	0.036452	0.15491	0.041659	0.77254	0.9603	0.040326	0.043047	0.87113	0.052804	0.074262	0.075738	0.088324	0.54452	0.69424	0.49036	0.071282	0.38632	0.81726	0.62711	0.4558	0.038271	0.71795	0.043553	0.099593	0.46801	0.055653	0.63404	0.085723	0.6284	0.33599	0.064319	0.53313	0.26677	0.82475
