Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751
Meth__cg02854288__FHIT	0.072634	0.061897	0.081723	0.06852	0.056135	0.16638	0.055975	0.61879	0.059663	0.061664	0.057463	0.053334	0.03789	0.17927	0.046348	0.064595	0.047255	0.12118	0.095371	0.079046	0.20832	0.064975	0.080901	0.10348	0.072132	0.11123	0.068869	0.10789	0.079872	0.084777	0.061742	0.067774	0.071365	0.059179	0.057739	0.073696	0.068494	0.060924
Meth__cg24910675__ENG	0.066377	0.045883	0.10283	0.62946	0.098468	0.78019	0.61368	0.044745	0.27376	0.041875	0.089145	0.055081	0.12282	0.23123	0.12772	0.048298	0.10031	0.04742	0.097442	0.036827	0.5498	0.6806	0.8789	0.1601	0.5814	0.2031	0.57462	0.12452	0.40393	0.097602	0.04678	0.041297	0.046663	0.060673	0.038469	0.71919	0.3529	0.34586
Meth__cg20006825__PTMS	0.049958	0.17076	0.64834	0.51109	0.2769	0.052906	0.093631	0.088229	0.04141	0.51662	0.11289	0.39822	0.16432	0.61181	0.045276	0.44153	0.591	0.037886	0.15899	0.043832	0.076216	0.088082	0.32826	0.15244	0.1193	0.074093	0.424	0.077062	0.095686	0.2401	0.056796	0.033999	0.18178	0.23142	0.079013	0.057742	0.18438	0.12579
Meth__cg23792978__PDE2A	0.070207	0.04757	0.83631	0.70608	0.58216	0.1283	0.31281	0.89054	0.67959	0.045364	0.31901	0.4124	0.47314	0.56381	0.06746	0.055916	0.42775	0.12935	0.34737	0.025729	0.56769	0.57311	0.88448	0.4455	0.64421	0.3628	0.45656	0.077915	0.22666	0.079817	0.030933	0.034653	0.025302	0.18693	0.039143	0.65605	0.12841	0.28936
Meth__cg14541950__HIST3H2BB	0.8408	0.02117	0.029218	0.038824	0.021831	0.028831	0.70073	0.061701	0.019076	0.032297	0.030618	0.87104	0.043416	0.066984	0.023485	0.037135	0.029341	0.025547	0.055156	0.058134	0.025718	0.042264	0.038399	0.027092	0.94585	0.93356	0.035732	0.071758	0.05335	0.043285	0.027317	0.26788	0.032874	0.94658	0.41585	0.44888	0.042799	0.029404
Meth__cg22228134__GZMH	0.51981	0.07767	0.26795	0.84291	0.67675	0.10357	0.83465	0.078065	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.16153	0.089014	0.19466	0.13186	0.71209	0.098259	0.40918	0.48309	0.92366	0.094026	0.89279	0.13308	0.17355	0.14606	0.14939	0.16146	0.11093	0.4087	0.091229	0.63483	0.087182	0.39152	0.14086	0.50889
Meth__cg00019495__HOP	0.065804	0.054208	0.069195	0.076923	0.053654	0.77097	0.053447	0.72	0.40221	0.078713	0.085434	0.83632	0.094268	0.1004	0.036578	0.064161	0.76049	0.80696	0.12057	0.15878	0.046522	0.063906	0.050172	0.4149	0.055799	0.82704	0.063696	0.08346	0.10296	0.06139	0.085053	0.12873	0.80788	0.08619	0.035855	0.13704	0.2076	0.042567
Meth__cg01986577__ARNTL2	0.34672	0.074497	0.15497	0.85174	0.55043	0.58859	0.5119	0.37034	0.8423	0.070234	0.75947	0.33265	0.27658	0.2693	0.13871	0.092252	0.31012	0.053701	0.068581	0.034539	0.763	0.2356	0.86693	0.25341	0.56576	0.069349	0.62554	0.45565	0.68782	0.20669	0.44821	0.029999	0.04295	0.67116	0.058844	0.7756	0.26152	0.5994
Meth__cg16273597__CD83	0.032014	0.022367	0.032153	0.061377	0.033242	0.03265	0.039305	0.037719	0.059887	0.028019	0.028464	0.039911	0.077027	0.062191	0.019349	0.10184	0.13612	0.029539	0.088849	0.027945	0.041123	0.028839	0.16218	0.028746	0.044815	0.081587	0.038061	0.049052	0.050492	0.082069	0.028304	0.025609	0.029667	0.068461	0.027164	0.031245	0.095207	0.045186
Meth__cg08578641__DNAI1	0.066667	0.78667	0.82294	0.41375	0.39184	0.096504	0.9083	0.058905	0.94813	0.92661	0.085099	0.041338	0.68698	0.30984	0.91229	0.60966	0.19897	0.047634	0.12706	0.043075	0.26494	0.16153	0.049274	0.064868	0.51796	0.070178	0.045331	0.11979	0.87333	0.34881	0.9037	0.039654	0.043371	0.041543	0.52873	0.043851	0.14312	0.059715
Meth__cg14134005__GATA4	0.46144	0.047574	0.9014	0.05294	0.05117	0.37031	0.20313	0.65525	0.81793	0.063857	0.05295	0.53359	0.76158	0.51107	0.069649	0.061477	0.5165	0.088596	0.13344	0.040127	0.79461	0.7255	0.88249	0.57968	0.81177	0.497	0.53518	0.11691	0.086361	0.077252	0.1456	0.10916	0.11022	0.26936	0.077058	0.48001	0.69886	0.45142
Meth__cg26251101__RHOQ	0.066999	0.78895	0.091434	0.075652	0.13254	0.16755	0.11663	0.089176	0.061611	0.10466	0.14395	0.053805	0.050953	0.67967	0.033773	0.075131	0.11533	0.45158	0.10351	0.17219	0.052976	0.06556	0.089171	0.57266	0.060423	0.15752	0.060584	0.083105	0.1281	0.6442	0.045298	0.056012	0.44984	0.060548	0.050867	0.17923	0.12746	0.065411
Meth__cg22339278__KIRREL2	0.1998	0.112	0.83834	0.84286	0.7713	0.39426	0.81804	0.72889	0.87003	0.043471	0.70052	0.38578	0.76127	0.78906	0.21436	0.043995	0.65174	0.30728	0.048021	0.029396	0.86495	0.82313	0.13848	0.76084	0.35901	0.20526	0.601	0.053902	0.46348	0.069477	0.15133	0.044992	0.029366	0.35968	0.061993	0.8296	0.32243	0.47224
Meth__cg06425868__C20orf161	0.061243	0.093625	0.52379	0.73806	0.26179	0.075227	0.66436	0.13476	0.25412	0.060541	0.23259	0.039248	0.79683	0.2084	0.092351	0.10096	0.32625	0.13755	0.20777	0.028925	0.63907	0.36824	0.087908	0.14113	0.15642	0.57281	0.70736	0.091738	0.1029	0.35968	0.091902	0.057076	0.11392	0.45646	0.1888	0.031242	0.063793	0.54071
Meth__cg13490971__NDFIP1	0.07186	0.14525	0.65636	0.61765	0.57782	0.19291	0.39272	0.13055	0.32298	0.4173	0.44005	0.18803	0.39472	0.11669	0.8337	0.383	0.088882	0.28516	0.22274	0.060597	0.68367	0.33453	0.3469	0.1526	0.28449	0.24188	0.31288	0.083458	0.38873	0.22737	0.04406	0.05684	0.15751	0.34048	0.36631	0.12589	0.17895	0.28585
Meth__cg05022306__HOXC8	0.080873	0.10748	0.95851	0.9701	0.96394	0.039802	0.96873	0.08933	0.058583	0.24335	0.060792	0.068055	0.97736	0.87854	0.97071	0.53586	0.80417	0.032301	0.92731	0.048669	0.072978	0.050442	0.74001	0.95157	0.9676	0.9013	0.9684	0.075931	0.95018	0.14832	0.047079	0.042054	0.054054	0.97813	0.9577	0.97901	0.95769	0.95307
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.059666	0.76218	0.80618	0.052284	0.85562	0.19203	0.46059	0.70205	0.68948	0.75117	0.068915	0.20686	0.68405	0.59066	0.2142	0.024139	0.1156	0.038091	0.73487	0.70226	0.89875	0.11557	0.82545	0.08559	0.75673	0.16885	0.81211	0.26967	0.14104	0.0576	0.051492	0.59326	0.30961	0.57979	0.20401	0.69716
Meth__cg14894216__CATSPER1	0.22781	0.10667	0.76796	0.76334	0.42162	0.095629	0.31169	0.16354	0.47553	0.12248	0.14807	0.28099	0.53892	0.44097	0.092901	0.1176	0.55625	0.10633	0.23094	0.11407	0.5594	0.23439	0.36617	0.14918	0.80384	0.83939	0.11046	0.10566	0.13832	0.15314	0.11629	0.054128	0.11648	0.16649	0.068836	0.22973	0.13015	0.09937
Meth__cg07753583__LRRC61	0.061933	0.24376	0.069407	0.076771	0.045369	0.86105	0.063376	0.92348	0.058662	0.040715	0.069167	0.071677	0.033169	0.5032	0.040639	0.047919	0.53293	0.063067	0.14303	0.44343	0.048157	0.062882	0.060432	0.89269	0.042142	0.39909	0.069845	0.46137	0.14899	0.18916	0.4939	0.50786	0.53519	0.53441	0.042795	0.050322	0.088547	0.051941
Meth__cg07356771__CHDH	0.026199	0.68475	0.029897	0.031692	0.031843	0.43945	0.036983	0.32307	0.041484	0.022654	0.026497	0.023215	0.025638	0.10288	0.016125	0.021177	0.36616	0.029444	0.054787	0.50864	0.021048	0.035629	0.04537	0.25344	0.039094	0.92074	0.032423	0.035239	0.05302	0.41344	0.027247	0.02763	0.080016	0.44051	0.031413	0.96754	0.035192	0.034941
Meth__cg20648827__MAGEE2	0.35473	0.027257	0.5844	0.80206	0.039303	0.17979	0.82591	0.23993	0.78577	0.21998	0.038537	0.77799	0.53824	0.24779	0.3047	0.23201	0.21243	0.20918	0.1192	0.037389	0.15024	0.28585	0.40877	0.080094	0.55164	0.26072	0.064068	0.040399	0.49219	0.067412	0.10019	0.064253	0.061297	0.084313	0.038521	0.47081	0.13304	0.21347
Meth__cg01731341__FGF6	0.59495	0.031631	0.94487	0.94467	0.60298	0.2069	0.23149	0.36786	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.033245	0.14235	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.57098	0.32242	0.38337	0.41226	0.56983	0.038707	0.26354	0.044001	0.94626	0.46815	0.025523	0.91483	0.032911	0.33116	0.071166	0.41365
Meth__cg16382322__CENTD3	0.040849	0.04779	0.057179	0.22189	0.052914	0.88931	0.23714	0.024987	0.082986	0.047898	0.045874	0.45141	0.043278	0.086957	0.030793	0.045902	0.041831	0.038766	0.10737	0.038547	0.068988	0.077705	0.18449	0.045411	0.17132	0.095154	0.048815	0.08074	0.087109	0.087422	0.23619	0.028373	0.034011	0.043777	0.036201	0.036575	0.067472	0.14806
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.055298	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.032375	0.12427	0.028114	0.27378	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.45808	0.43358	0.041953	0.14974	0.30417
Meth__cg21634602__APC	0.51638	0.95976	0.96322	0.34686	0.15223	0.035507	0.96225	0.034897	0.9773	0.12505	0.037094	0.5171	0.067914	0.93815	0.97314	0.40571	0.95784	0.035174	0.09594	0.049352	0.039449	0.37004	0.97902	0.036869	0.97339	0.054039	0.96006	0.069767	0.92388	0.37178	0.96742	0.0436	0.041057	0.97252	0.97002	0.97823	0.11445	0.96535
Meth__cg05037688__EGFL7	0.60852	0.025764	0.40687	0.87743	0.45817	0.28269	0.18166	0.52646	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.049403	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.55967	0.75719	0.94846	0.095959	0.45193	0.07071	0.080223	0.036826	0.030985	0.024599	0.040182	0.071905	0.028588	0.051787	0.064121	0.18022
Meth__cg21667836__PRMT8	0.54707	0.098208	0.89071	0.92141	0.91192	0.74081	0.84307	0.17857	0.87309	0.060228	0.9067	0.37704	0.51733	0.54283	0.11111	0.078493	0.65346	0.11517	0.16733	0.10683	0.26132	0.79399	0.92433	0.14838	0.93498	0.23677	0.16909	0.17802	0.13846	0.14079	0.33571	0.091421	0.085486	0.83095	0.076402	0.81	0.19308	0.35864
Meth__cg21353232__SEZ6L	0.68066	0.019926	0.78249	0.90699	0.85435	0.079869	0.1228	0.14314	0.41431	0.024035	0.45243	0.12836	0.2332	0.13888	0.020375	0.023372	0.42047	0.7473	0.08573	0.019244	0.11117	0.62399	0.94273	0.60563	0.91677	0.049462	0.58915	0.039147	0.080587	0.033469	0.37947	0.029323	0.016722	0.23692	0.51686	0.075953	0.05853	0.60078
Meth__cg02100629__AMID	0.058064	0.14488	0.067609	0.50347	0.641	0.47444	0.076793	0.1829	0.073334	0.20715	0.53243	0.8783	0.084053	0.66032	0.88556	0.21659	0.069338	0.048456	0.087833	0.076896	0.16723	0.091244	0.51936	0.44802	0.37767	0.090306	0.11656	0.067336	0.35079	0.20444	0.652	0.087566	0.041923	0.87292	0.039177	0.041311	0.8988	0.19727
Meth__cg21974766__NBLA04196	0.017838	0.016033	0.034708	0.012181	0.017434	0.42253	0.013997	0.71486	0.45506	0.02135	0.019188	0.017168	0.04442	0.054119	0.011315	0.019413	0.029045	0.028446	0.048346	0.026239	0.010582	0.01427	0.013795	0.035293	0.015854	0.51548	0.027604	0.019706	0.052013	0.038869	0.019493	0.084212	0.10607	0.039031	0.016776	0.018064	0.054153	0.016971
Meth__cg26616347__IRF5	0.14677	0.058382	0.38473	0.33128	0.43503	0.81039	0.2491	0.9133	0.84899	0.12392	0.13907	0.73231	0.76733	0.31242	0.046891	0.10286	0.31604	0.29645	0.098395	0.1091	0.40374	0.1771	0.75665	0.47389	0.41427	0.46016	0.18779	0.094738	0.11156	0.06692	0.60522	0.12047	0.055207	0.62283	0.041242	0.19644	0.17922	0.31227
Meth__cg02417264__RAMP3	0.1142	0.035357	0.72565	0.8121	0.28958	0.91036	0.3484	0.72304	0.90897	0.29261	0.033947	0.90694	0.77753	0.58187	0.022997	0.25167	0.54688	0.60458	0.053509	0.018621	0.55863	0.35309	0.65164	0.80679	0.58327	0.40341	0.32347	0.087894	0.57302	0.038934	0.068299	0.060113	0.027618	0.022882	0.035129	0.045681	0.037564	0.14793
Meth__cg08321346__ANKMY1	0.028163	0.0278	0.1415	0.80146	0.02188	0.97137	0.030187	0.61434	0.028023	0.69988	0.48814	0.47002	0.76088	0.93822	0.011517	0.66022	0.76504	0.034684	0.074667	0.76161	0.39136	0.30339	0.021681	0.96586	0.029242	0.91121	0.85949	0.053306	0.14345	0.049684	0.027972	0.3112	0.95796	0.57891	0.95663	0.8778	0.026844	0.020868
Meth__cg05921207__CHRDL1	0.43688	0.023732	0.93383	0.85772	0.42932	0.17028	0.84217	0.38114	0.95028	0.11855	0.49955	0.88117	0.08706	0.83347	0.19692	0.12729	0.36604	0.9261	0.091591	0.021374	0.37852	0.21501	0.46112	0.052887	0.56161	0.34777	0.5193	0.18255	0.15869	0.043596	0.27825	0.028324	0.054999	0.8481	0.026388	0.37041	0.78854	0.57272
Meth__cg03048535__FOXN4	0.47653	0.016046	0.030902	0.084568	0.020525	0.55537	0.025569	0.10535	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.018991	0.024617	0.015113	0.016464	0.03744	0.050018	0.061908	0.44063	0.048859	0.021315	0.023103	0.61631	0.026222	0.30958	0.84469	0.023863	0.020705	0.024031	0.017881	0.20251	0.022987	0.2262	0.032879	0.029493
Meth__cg21681756__NDUFS3	0.016083	0.021694	0.072687	0.034081	0.023798	0.023013	0.025551	0.031485	0.038838	0.022771	0.018764	0.020997	0.13012	0.046731	0.025682	0.021069	0.042711	0.014149	0.03987	0.01954	0.035886	0.022108	0.027688	0.031852	0.02153	0.23893	0.027769	0.024249	0.026615	0.03527	0.022426	0.017286	0.017601	0.013951	0.026956	0.012959	0.021655	0.02401
Meth__cg17966619__NT5E	0.040517	0.1577	0.042823	0.37337	0.31474	0.036528	0.97962	0.05012	0.042277	0.045927	0.044252	0.67636	0.5893	0.62422	0.20015	0.62758	0.60561	0.040881	0.072581	0.027898	0.67819	0.089483	0.18793	0.044216	0.39405	0.057021	0.042381	0.24556	0.96949	0.10606	0.032434	0.036631	0.027918	0.14517	0.04974	0.60623	0.95359	0.12752
Meth__cg05522383__PITX2	0.94246	0.67017	0.81049	0.78999	0.5194	0.07893	0.92481	0.41042	0.94038	0.05273	0.055247	0.12792	0.79304	0.87898	0.77921	0.060278	0.76241	0.12733	0.41586	0.037999	0.87125	0.92824	0.94044	0.040955	0.63638	0.54472	0.60837	0.071361	0.090703	0.69558	0.039063	0.02783	0.16325	0.046131	0.057101	0.90542	0.57523	0.92008
Meth__cg10335112__ODF3	0.39787	0.043881	0.28784	0.4419	0.18936	0.21188	0.17154	0.11476	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.23199	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.56689	0.080958	0.73102	0.22212	0.25002	0.062055	0.46258	0.12792	0.18691	0.057469	0.04646	0.2658	0.032254	0.11851	0.071511	0.12246
Meth__cg18345369__PRSS22	0.032726	0.034802	0.038384	0.032551	0.027661	0.6492	0.036381	0.9728	0.030451	0.024067	0.034181	0.052854	0.021631	0.054597	0.028297	0.028594	0.028853	0.11819	0.064471	0.10441	0.033502	0.040577	0.042888	0.93275	0.035459	0.94603	0.037314	0.046265	0.12171	0.025288	0.10469	0.039087	0.10953	0.021735	0.041775	0.020294	0.047668	0.030151
Meth__cg24207176__ABCG2	0.57813	0.027008	0.66729	0.93539	0.38358	0.79009	0.81884	0.58668	0.8084	0.77741	0.058068	0.73307	0.54155	0.75431	0.91276	0.81201	0.80467	0.03067	0.099799	0.031232	0.055745	0.048296	0.96191	0.051035	0.61663	0.064179	0.84321	0.06036	0.93636	0.15207	0.05512	0.036724	0.021539	0.96429	0.044106	0.93347	0.12022	0.94755
Meth__cg11919694__TBC1D10B	0.054432	0.19681	0.079274	0.23037	0.086619	0.10184	0.07043	0.2337	0.1682	0.079721	0.068209	0.067573	0.50383	0.12022	0.083394	0.13173	0.17506	0.048568	0.094005	0.036889	0.091159	0.075892	0.068817	0.24774	0.32057	0.38322	0.093172	0.13425	0.11396	0.082599	0.37527	0.055081	0.043338	0.059824	0.10636	0.040114	0.13665	0.11448
Meth__cg15669092__TUBB3	0.043941	0.058247	0.05008	0.2084	0.068083	0.034762	0.57147	0.025817	0.061689	0.034426	0.041936	0.088078	0.23755	0.42524	0.06416	0.31312	0.057035	0.03018	0.080775	0.02442	0.12921	0.052406	0.09379	0.038697	0.1299	0.038092	0.57542	0.08734	0.92967	0.13692	0.030461	0.031014	0.023437	0.30623	0.12743	0.92608	0.86128	0.40035
Meth__cg18294257__SEC14L3	0.03484	0.017329	0.14826	0.60894	0.20212	0.02827	0.043394	0.086445	0.39618	0.040652	0.035403	0.12446	0.81475	0.16975	0.02135	0.030321	0.081782	0.047993	0.093863	0.016935	0.19921	0.11077	0.89678	0.03635	0.16203	0.056557	0.040917	0.030803	0.055794	0.029602	0.021482	0.032206	0.010945	0.14905	0.020703	0.047182	0.049708	0.052147
Meth__cg02962602__CCDC57	0.039412	0.33963	0.086659	0.97733	0.29721	0.039151	0.12063	0.063778	0.034062	0.038641	0.43224	0.039941	0.15559	0.085305	0.97541	0.078243	0.10746	0.027292	0.048233	0.036214	0.15856	0.065926	0.16435	0.032682	0.13351	0.064432	0.83438	0.057143	0.068971	0.66927	0.030487	0.021795	0.038228	0.9352	0.16468	0.04214	0.053906	0.37911
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.2091	0.042162	0.028061	0.033215	0.091294	0.032062	0.32679	0.027638	0.12257	0.040312	0.040333	0.041202	0.08967	0.033706	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038797	0.038422	0.029386	0.17277	0.037151	0.046815	0.13235	0.049783	0.040675	0.026923	0.030131	0.0288	0.026275	0.026784	0.063402	0.029094
Meth__cg20047732__TTC14	0.044111	0.038215	0.059225	0.55988	0.049408	0.041959	0.31525	0.029082	0.064588	0.04744	0.041289	0.10129	0.03135	0.093979	0.60982	0.050249	0.043435	0.04912	0.070774	0.038624	0.12548	0.14493	0.31635	0.055978	0.03362	0.070193	0.050607	0.067016	0.23583	0.11848	0.051702	0.041566	0.034133	0.047125	0.043182	0.039897	0.06012	0.055857
Meth__cg01773854__IGFBP6	0.087031	0.057885	0.88734	0.19678	0.59608	0.27779	0.8718	0.14362	0.67585	0.066088	0.50343	0.089262	0.075466	0.84474	0.049256	0.065365	0.86276	0.055307	0.086871	0.050945	0.43964	0.58931	0.63477	0.20197	0.12245	0.079374	0.82604	0.073533	0.095168	0.092361	0.0856	0.05656	0.063633	0.87456	0.058817	0.45681	0.095402	0.69462
Meth__cg00425792__PEX12	0.081914	0.06629	0.10336	0.07711	0.073325	0.073236	0.079786	0.093736	0.076636	0.080048	0.10795	0.066854	0.053341	0.12967	0.084148	0.089791	0.074762	0.068074	0.10133	0.092063	0.071215	0.08071	0.075026	0.071527	0.070142	0.12487	0.079252	0.13528	0.093754	0.192	0.075448	0.089854	0.080604	0.62502	0.081265	0.07251	0.11502	0.090396
Meth__cg22764925__GGT1	0.060804	0.040526	0.065816	0.04761	0.070107	0.7483	0.051214	0.41667	0.15136	0.072914	0.078281	0.05595	0.064481	0.072193	0.031414	0.054978	0.098699	0.92937	0.085091	0.23331	0.065002	0.090104	0.058138	0.13829	0.39381	0.11045	0.051629	0.069589	0.096655	0.062972	0.87777	0.44626	0.076552	0.24925	0.051378	0.23052	0.13641	0.060514
Meth__cg03302287__PKP2	0.043445	0.083649	0.057006	0.055358	0.030474	0.93296	0.043877	0.095689	0.063005	0.054132	0.038715	0.044027	0.027698	0.11232	0.047179	0.043103	0.040904	0.076315	0.12308	0.43069	0.034847	0.040196	0.039857	0.047751	0.03619	0.1262	0.044025	0.058108	0.11616	0.084804	0.041663	0.038136	0.085839	0.03396	0.036342	0.036931	0.10114	0.043055
Meth__cg16639185__LGTN	0.96718	0.17534	0.066687	0.73242	0.057299	0.96178	0.11149	0.94386	0.1007	0.53636	0.038246	0.05465	0.26464	0.61572	0.027669	0.4757	0.29466	0.21351	0.14783	0.026222	0.33059	0.23139	0.37661	0.034015	0.06957	0.88497	0.24096	0.07677	0.7949	0.042003	0.037934	0.21197	0.043179	0.62284	0.23542	0.1685	0.13827	0.05591
Meth__cg15050111__GRHL3	0.058224	0.06183	0.043653	0.053993	0.044118	0.75841	0.050715	0.43523	0.032393	0.050919	0.053835	0.69291	0.031981	0.12237	0.03446	0.058215	0.27897	0.31746	0.077671	0.44197	0.036401	0.038888	0.046585	0.84295	0.039733	0.78785	0.053958	0.08265	0.066621	0.053264	0.20215	0.050591	0.34332	0.04812	0.04695	0.044194	0.067298	0.04889
Meth__cg23307338__MS4A12	0.82011	0.065797	0.75419	0.878	0.79959	0.063929	0.74208	0.26601	0.64687	0.87876	0.1826	0.69952	0.073604	0.70437	0.36127	0.71406	0.27083	0.2795	0.10716	0.061543	0.25695	0.22124	0.82485	0.11705	0.81949	0.12099	0.59733	0.32056	0.59696	0.13415	0.27858	0.064525	0.10894	0.73041	0.072176	0.60982	0.10355	0.74878
Meth__cg10951619__FAM5C	0.26611	0.056186	0.20346	0.10926	0.068854	0.83588	0.1214	0.45455	0.36509	0.085425	0.19165	0.32089	0.20645	0.47664	0.064942	0.099781	0.56795	0.09	0.24176	0.17204	0.24914	0.19525	0.42525	0.16094	0.074318	0.59223	0.14799	0.33596	0.36968	0.1029	0.14526	0.31904	0.24864	0.71609	0.076741	0.6712	0.13338	0.089048
Meth__cg18236079__HS3ST3A1	0.94843	0.073629	0.93516	0.90971	0.82601	0.84876	0.19731	0.12679	0.96818	0.90567	0.08753	0.95732	0.4757	0.84987	0.92601	0.88027	0.61015	0.059594	0.073691	0.031005	0.054587	0.37981	0.16461	0.033795	0.91083	0.74306	0.061645	0.077132	0.52272	0.13333	0.61643	0.055402	0.047339	0.52972	0.065678	0.30225	0.6918	0.68931
Meth__cg15301700__SCRT1	0.052648	0.048908	0.039723	0.040043	0.035065	0.036594	0.04933	0.082164	0.065997	0.044848	0.058176	0.044849	0.043339	0.065236	0.037309	0.051654	0.042269	0.053614	0.066097	0.043657	0.044193	0.052333	0.041236	0.043	0.052498	0.39747	0.041674	0.044052	0.25223	0.079958	0.043761	0.05614	0.036802	0.026047	0.046386	0.035502	0.019813	0.042311
Meth__cg22289810__NF1	0.076821	0.12771	0.16332	0.12721	0.081126	0.16761	0.073305	0.49235	0.24903	0.11935	0.12762	0.077147	0.21732	0.26268	0.082816	0.092177	0.083859	0.27489	0.20176	0.17016	0.10748	0.11892	0.071811	0.13344	0.044646	0.71402	0.085041	0.11909	0.098755	0.15505	0.093471	0.11165	0.71777	0.10206	0.066316	0.070683	0.16372	0.091075
Meth__cg04482110__TMEM106A	0.023432	0.020892	0.92402	0.88436	0.15311	0.42983	0.026189	0.044329	0.023434	0.69268	0.043758	0.020037	0.59351	0.76231	0.054865	0.59189	0.28842	0.016406	0.061384	0.020044	0.041867	0.31156	0.54253	0.52115	0.32994	0.035968	0.026676	0.04387	0.079417	0.093327	0.46035	0.028636	0.038516	0.17213	0.036144	0.021297	0.053025	0.16578
Meth__cg22050705__ZNF197	0.038339	0.068831	0.040187	0.33009	0.04429	0.027164	0.06519	0.045663	0.32455	0.046468	0.037892	0.06793	0.088889	0.73003	0.42024	0.042803	0.049327	0.03754	0.066955	0.027078	0.061933	0.14277	0.038378	0.048216	0.14333	0.050061	0.042418	0.11209	0.059847	0.056561	0.031537	0.041616	0.037042	0.034825	0.037664	0.026679	0.080407	0.44793
Meth__cg20244073__MID1	0.048176	0.036857	0.042105	0.039321	0.040884	0.87075	0.066826	0.83524	0.11397	0.87762	0.068375	0.15293	0.023893	0.61336	0.041042	0.59298	0.041457	0.04714	0.11693	0.47342	0.072487	0.080313	0.61396	0.48856	0.033963	0.68402	0.080978	0.16366	0.42207	0.055414	0.54725	0.069043	0.25868	0.045045	0.043231	0.50482	0.056861	0.045118
Meth__cg21300318__C19orf30	0.79965	0.51845	0.11569	0.29001	0.080682	0.81548	0.73482	0.29341	0.080113	0.066424	0.067662	0.46109	0.6856	0.44224	0.067778	0.059691	0.10685	0.075542	0.17813	0.19029	0.46805	0.67736	0.051043	0.11472	0.27373	0.55523	0.44853	0.43395	0.52257	0.62058	0.063553	0.33373	0.43118	0.81247	0.22717	0.76701	0.10576	0.069888
Meth__cg27067618__CYP4F3	0.08855	0.089527	0.12026	0.53711	0.37852	0.079858	0.19628	0.15012	0.17027	0.066329	0.21437	0.23001	0.17965	0.14566	0.39841	0.070621	0.19431	0.091667	0.29572	0.074648	0.33822	0.53127	0.10727	0.08717	0.7788	0.14756	0.62848	0.23643	0.47864	0.27521	0.11335	0.070583	0.10191	0.46678	0.10514	0.16484	0.54781	0.40497
Meth__cg05388361__STAT2	0.033582	0.33056	0.038899	0.026561	0.016398	0.029645	0.029845	0.039761	0.027495	0.038412	0.034735	0.038306	0.023556	0.10997	0.021245	0.041499	0.033709	0.025911	0.08477	0.019853	0.023861	0.028001	0.023166	0.027008	0.02284	0.052705	0.033738	0.046046	0.045676	0.078092	0.030811	0.029442	0.034215	0.027194	0.027203	0.033766	0.089608	0.028637
Meth__cg01193293__SIGLEC7	0.39865	0.04903	0.90692	0.85544	0.80661	0.11766	0.43685	0.42476	0.77036	0.036828	0.76836	0.72716	0.28793	0.80088	0.040612	0.047043	0.38469	0.85303	0.059775	0.049206	0.8623	0.84545	0.068589	0.56032	0.89116	0.27402	0.551	0.073498	0.12551	0.057289	0.81643	0.0643	0.21288	0.063436	0.048326	0.40896	0.38624	0.34556
Meth__cg02376703__EPHA1	0.05208	0.058166	0.049079	0.054508	0.038427	0.5081	0.043358	0.27921	0.057901	0.054558	0.058448	0.040735	0.05529	0.11305	0.022049	0.061279	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.055269	0.024481	0.33556	0.076585	0.084487	0.098926	0.099753	0.050258	0.077344	0.049411	0.056678	0.057754	0.073457	0.12939	0.064134
