Cell lines	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg14384532__NTRK3	0.037393	0.10902	0.52124	0.063767	0.58861	0.18711	0.89242	0.54142	0.6842	0.82489	0.47557	0.1019	0.40609	0.094235	0.91757	0.90344	0.87552	0.53498	0.73756	0.84967	0.8575	0.064207	0.056624	0.87562	0.64743	0.036958	0.03148
Meth__cg12005703__HEMK1	0.046387	0.053251	0.03948	0.046833	0.066937	0.084505	0.072152	0.12179	0.11588	0.057451	0.049907	0.053892	0.12883	0.038037	0.068777	0.075291	0.061684	0.029099	0.087202	0.065286	0.078273	0.10863	0.038541	0.062797	0.04377	0.040782	0.060187
Meth__cg10801213__SLC7A3	0.01362	0.88977	0.48952	0.55393	0.85983	0.92535	0.77307	0.40021	0.58087	0.28654	0.25694	0.047514	0.040841	0.034477	0.44551	0.83402	0.029422	0.94387	0.088526	0.73964	0.21773	0.090292	0.038684	0.026809	0.87536	0.46814	0.85682
Meth__cg23456306__EFNA2	0.02774	0.030948	0.029992	0.027907	0.031861	0.040391	0.035293	0.031079	0.055137	0.030529	0.028518	0.021642	0.086184	0.072963	0.024011	0.030724	0.028103	0.032874	0.51538	0.032866	0.95307	0.066965	0.021604	0.029046	0.031257	0.027168	0.03382
Meth__cg13294594__MAST1	0.033427	0.091366	0.03266	0.033056	0.065601	0.064001	0.039254	0.53596	0.083684	0.023792	0.031894	0.051576	0.0875	0.027741	0.038278	0.069309	0.029002	0.03375	0.47331	0.047377	0.11978	0.05379	0.030218	0.02369	0.036246	0.037097	0.043582
Meth__cg00987015__CHRM1	0.086468	0.11226	0.50178	0.76594	0.11558	0.16522	0.26573	0.061569	0.77908	0.072123	0.1869	0.38683	0.28216	0.083143	0.11823	0.73946	0.65764	0.32114	0.19623	0.080785	0.20501	0.24155	0.7756	0.80064	0.48172	0.10898	0.089153
Meth__cg14973995__TETRAN	0.65865	0.8608	0.060655	0.039377	0.62539	0.92902	0.93403	0.053403	0.84961	0.095948	0.50808	0.051399	0.31255	0.037743	0.11919	0.18089	0.062512	0.65249	0.95172	0.94293	0.10275	0.55446	0.027911	0.95301	0.57316	0.045294	0.041544
Meth__cg07611177__LOC91137	0.050362	0.26388	0.036082	0.04992	0.49936	0.58482	0.070719	0.075976	0.18621	0.047776	0.081587	0.26242	0.10044	0.055856	0.39974	0.35949	0.062921	0.049064	0.30035	0.069695	0.45982	0.10825	0.045894	0.24253	0.05118	0.054944	0.05642
Meth__cg21663431__SLC44A2	0.059925	0.041279	0.047398	0.42981	0.048345	0.032787	0.066727	0.038905	0.065003	0.038711	0.046715	0.044204	0.091943	0.034168	0.050933	0.042485	0.05256	0.048284	0.22809	0.065506	0.069419	0.10475	0.22737	0.039905	0.069947	0.058555	0.078822
Meth__cg01367992__LY9	0.10224	0.78368	0.84833	0.054197	0.22222	0.87381	0.59528	0.14243	0.7408	0.038835	0.273	0.28136	0.31074	0.062479	0.69667	0.65197	0.10938	0.87144	0.23035	0.49133	0.16802	0.090342	0.073003	0.19425	0.66262	0.42857	0.20834
Meth__cg07442479__GDNF	0.084012	0.18599	0.39816	0.06034	0.72554	0.31615	0.086994	0.4161	0.86145	0.5405	0.2921	0.098002	0.33061	0.056294	0.30796	0.41303	0.33549	0.52792	0.91831	0.45158	0.88388	0.064379	0.09083	0.6904	0.09497	0.14813	0.089807
Meth__cg17324128__RASSF4	0.041195	0.83153	0.18874	0.24247	0.094842	0.41893	0.11678	0.074943	0.36555	0.050313	0.073467	0.061776	0.20258	0.04878	0.16327	0.21693	0.16124	0.20605	0.23049	0.33057	0.14991	0.12733	0.049703	0.047425	0.089959	0.18399	0.079766
RS_G16526__ALDH1A3__ALDH1A3	6.6244	3.4412	2.4634	1.2073	2.8938	11.2405	1.4376	5.1885	12.6084	5.5356	10.846	3.2546	8.3779	5.4292	5.6338	1.6124	1.2527	9.3386	4.3207	2.1737	1.7792	7.9504	1.5677	3.6909	5.3565	5.1568	3.5552
Meth__cg25307902__SNAP25	0.099723	0.12856	0.089645	0.15207	0.15451	0.25674	0.36621	0.1109	0.53024	0.82778	0.21683	0.070872	0.27111	0.11452	0.15447	0.19383	0.20188	0.06334	0.81275	0.34383	0.80952	0.084599	0.082164	0.2471	0.077584	0.16291	0.25345
Meth__cg19959519__NF1	0.11284	0.05733	0.062264	0.031581	0.069555	0.058796	0.2975	0.050606	0.074095	0.051979	0.0497	0.034535	0.062224	0.092235	0.04522	0.054881	0.04946	0.086012	0.071316	0.047725	0.039591	0.12895	0.045296	0.039914	0.056838	0.046934	0.029727
Meth__cg21681756__NDUFS3	0.021694	0.034081	0.023798	0.023013	0.025551	0.038838	0.018764	0.020997	0.046731	0.025682	0.042711	0.014149	0.03987	0.01954	0.035886	0.022108	0.027688	0.02153	0.23893	0.027769	0.026615	0.03527	0.022426	0.012959	0.020534	0.02401	0.023996
Meth__cg14614901__LOC401498	0.059849	0.81894	0.033883	0.52639	0.84667	0.54203	0.049552	0.65292	0.82271	0.083912	0.23992	0.05801	0.11526	0.032087	0.82478	0.49235	0.18165	0.87462	0.80713	0.41883	0.77728	0.10234	0.050127	0.3153	0.37513	0.49081	0.55243
Meth__cg23061578__SLC9A3	0.04784	0.57394	0.1292	0.50215	0.37704	0.56478	0.34284	0.6548	0.44741	0.27133	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.48055	0.86937	0.22688	0.66509	0.57464	0.086658	0.053345	0.090601	0.5165	0.22613	0.073716
RS_G12055__IFI27__IFI27	4.7513	0.72205	6.7926	1.0972	0	3.8876	2.8312	8.1137	12.0844	8.451	3.6058	0.89527	13.3216	2.2262	7.8184	2.6569	2.6229	6.5223	0.62258	1.4227	1.8776	0	3.5761	1.7041	0.48054	1.8182	1.1944
Meth__cg14849559__TMBIM1	0.044246	0.26284	0.04018	0.053732	0.053468	0.042847	0.060701	0.052852	0.15661	0.61571	0.071846	0.046361	0.099491	0.049704	0.48377	0.66737	0.056014	0.069226	0.075543	0.055078	0.59462	0.06136	0.053959	0.033589	0.07381	0.066956	0.068174
Meth__cg19843429__OSBPL3	0.034982	0.49253	0.040724	0.032161	0.5657	0.033012	0.051974	0.04058	0.21767	0.24488	0.033226	0.034016	0.18982	0.029494	0.95866	0.95319	0.076406	0.033716	0.07351	0.044205	0.075967	0.068426	0.035642	0.026505	0.039532	0.036396	0.040813
Meth__cg04416752__ST6GALNAC4	0.035245	0.81899	0.38997	0.056826	0.13709	0.13483	0.071802	0.056831	0.47171	0.13928	0.78969	0.065051	0.10071	0.055751	0.41286	0.29469	0.35996	0.15021	0.11282	0.82641	0.72744	0.15955	0.065586	0.066692	0.06223	0.076923	0.068644
Meth__cg22867063__ZNF214	0.044444	0.16612	0.041504	0.69856	0.068275	0.60926	0.048086	0.4509	0.69193	0.39316	0.052294	0.042292	0.39582	0.045457	0.63839	0.52153	0.049021	0.033083	0.097744	0.071918	0.12455	0.083389	0.098237	0.050479	0.048766	0.046076	0.048675
Meth__cg04697119__IGSF8	0.050448	0.055816	0.036892	0.052359	0.05512	0.090458	0.076243	0.088531	0.069103	0.035313	0.048312	0.048261	0.081469	0.05017	0.50082	0.6	0.057128	0.048948	0.23224	0.082877	0.069412	0.074837	0.056244	0.03651	0.05951	0.058291	0.063596
Meth__cg12179176__SNX19	0.054613	0.096431	0.075523	0.072327	0.1406	0.14184	0.063278	0.93546	0.91772	0.09206	0.042515	0.080249	0.22737	0.079936	0.13368	0.14642	0.14456	0.084084	0.19905	0.071961	0.14899	0.08864	0.066254	0.052708	0.061625	0.12136	0.095173
Meth__cg14874121__HSD17B4	0.12827	0.026734	0.02021	0.020423	0.026181	0.97285	0.024634	0.97692	0.97235	0.98901	0.025127	0.01952	0.059661	0.023995	0.022842	0.026231	0.020612	0.34774	0.042852	0.038868	0.064499	0.68042	0.023755	0.02157	0.024668	0.54333	0.025682
Meth__cg02640558__PPP3CC	0.034718	0.03583	0.026661	0.025394	0.054786	0.078433	0.034701	0.061713	0.077328	0.03154	0.037466	0.045097	0.11514	0.02946	0.032674	0.053324	0.038855	0.025208	0.090279	0.047007	0.45487	0.057182	0.027557	0.028933	0.028055	0.030171	0.032865
Meth__cg26918645__ZNF285	0.021785	0.94102	0.1045	0.11059	0.95266	0.92594	0.10873	0.93409	0.39523	0.65888	0.15739	0.058445	0.11072	0.038429	0.43156	0.25036	0.57517	0.074698	0.6185	0.15029	0.63967	0.04203	0.032127	0.38799	0.19274	0.15777	0.21984
RS_G16506__KCNJ12__KCNJ12	4.985	0	0.32763	0.36341	0	0.24471	0.20359	0.092253	0.34782	0	2.5407	1.931	0.046719	1.0266	1.4723	0	0.81377	0.69034	0	3.3482	0	1.5272	2.0692	7.9899	2.8029	0	0.27664
RS_G5079__IFIT2__IFIT2	0.57291	1.0182	4.2654	1.9049	0.74433	3.1547	3.692	11.0262	6.1351	3.4737	2.9153	3.2552	8.711	2.4582	0.97812	1.9047	3.7406	0.8432	6.3895	1.2038	1.6276	0	0.49342	2.3313	0.28839	1.0737	1.03
Meth__cg12249575__TITF1	0.031244	0.10641	0.059967	0.93953	0.69345	0.024042	0.053357	0.12969	0.040238	0.039902	0.053485	0.28746	0.060361	0.16561	0.87859	0.69879	0.37893	0.17517	0.046346	0.039348	0.83329	0.067788	0.28028	0.72546	0.56761	0.13381	0.49201
Meth__cg01816336__MINPP1	0.028772	0.042253	0.023717	0.026037	0.041945	0.044299	0.031381	0.037497	0.087667	0.02762	0.51674	0.034885	0.060337	0.032151	0.034721	0.044703	0.037249	0.030751	0.1353	0.035496	0.095422	0.04327	0.036689	0.028603	0.036514	0.034254	0.037331
Meth__cg27447740__FLJ30313	0.075813	0.22871	0.085178	0.25744	0.23852	0.53179	0.065259	0.4134	0.42063	0.049692	0.56795	0.07167	0.14889	0.05724	0.27447	0.28513	0.069046	0.11339	0.33147	0.1388	0.69388	0.096325	0.054917	0.27624	0.064227	0.044327	0.053715
Meth__cg19110523__ADRB2	0.060577	0.10847	0.83385	0.54839	0.092314	0.054837	0.3748	0.89507	0.65744	0.50847	0.031363	0.13932	0.93108	0.25875	0.088651	0.099612	0.28453	0.0702	0.045333	0.073206	0.86594	0.079473	0.63702	0.94119	0.56553	0.82264	0.73407
Meth__cg07456645__C19orf30	0.028759	0.043547	0.022241	0.48	0.20855	0.69052	0.039363	0.04928	0.1236	0.030758	0.031721	0.37453	0.039702	0.30199	0.073931	0.26233	0.026167	0.06829	0.4842	0.070148	0.53058	0.039581	0.032064	0.037713	0.047949	0.031694	0.028676
Meth__cg02175308__SORT1	0.081996	0.13878	0.09837	0.42763	0.058084	0.089379	0.12078	0.59406	0.23285	0.073729	0.096626	0.085468	0.068036	0.36367	0.076853	0.062677	0.59178	0.14073	0.21353	0.14311	0.66309	0.32077	0.3296	0.41248	0.13618	0.17502	0.11893
Meth__cg11868900__EFCAB1	0.027058	0.8824	0.46945	0.62427	0.9398	0.84832	0.22063	0.12091	0.8845	0.076268	0.62378	0.18394	0.10111	0.22193	0.74977	0.83838	0.090877	0.040455	0.90155	0.29433	0.77424	0.057656	0.040622	0.36729	0.024188	0.29751	0.71562
Meth__cg02376703__EPHA1	0.058166	0.054508	0.038427	0.5081	0.043358	0.057901	0.058448	0.040735	0.11305	0.022049	0.046489	0.048034	0.047358	0.043597	0.032219	0.054098	0.058939	0.024481	0.33556	0.076585	0.098926	0.099753	0.050258	0.073457	0.062116	0.064134	0.052697
Meth__cg07080358__C2orf32	0.042887	0.16346	0.20563	0.049562	0.96042	0.95153	0.46391	0.8446	0.84871	0.36184	0.14534	0.030608	0.1432	0.041259	0.97871	0.96174	0.56812	0.9698	0.8667	0.93899	0.93541	0.061502	0.042116	0.96722	0.57082	0.64974	0.65856
Meth__cg08432727__SOX11	0.5703	0.16878	0.21822	0.67821	0.38105	0.40599	0.066054	0.31481	0.2783	0.015426	0.38737	0.046556	0.11119	0.09411	0.54119	0.087914	0.72983	0.12099	0.83813	0.03805	0.50583	0.44839	0.32561	0.4725	0.030723	0.42301	0.41638
Meth__cg19796273__MYO10	0.020011	0.020648	0.026965	0.048172	0.026838	0.41185	0.026708	0.022653	0.026747	0.015457	0.018125	0.02742	0.038022	0.010897	0.022112	0.021587	0.050033	0.027229	0.042505	0.023903	0.047151	0.035975	0.058058	0.018905	0.02826	0.026661	0.035227
Meth__cg04716261__ARPM2	0.049545	0.5916	0.082085	0.096335	0.087171	0.10167	0.075272	0.17342	0.11837	0.058355	0.074735	0.12477	0.090705	0.05668	0.26577	0.31016	0.070887	0.69492	0.12597	0.15016	0.13563	0.06447	0.087048	0.036101	0.21668	0.083987	0.10382
Meth__cg03455458__FLJ12505	0.022171	0.19567	0.060059	0.03182	0.53097	0.68737	0.67364	0.037656	0.3301	0.42683	0.029256	0.023539	0.049138	0.022559	0.93048	0.93383	0.058958	0.1363	0.72041	0.39245	0.78048	0.045699	0.027309	0.33802	0.026703	0.48024	0.49583
Meth__cg03595428__MTCP1	0.073376	0.091559	0.17762	0.044998	0.12146	0.21896	0.056973	0.088517	0.13848	0.038686	0.33164	0.44043	0.097104	0.088767	0.058122	0.074961	0.6008	0.48653	0.13701	0.087033	0.24105	0.12562	0.48274	0.20161	0.69866	0.38005	0.085513
RS_G802__LAMC2__LAMC2	1.3479	2.8528	5.2033	1.2503	0	9.9091	1.8877	2.4189	2.1806	2.5928	9.101	4.8812	8.625	4.9635	4.5273	2.5351	2.5013	7.2518	6.7557	4.1532	3.7465	0	1.5224	0.69749	5.35	3.5768	2.2536
Meth__cg07311845__TMLHE	0.31204	0.2329	0.18401	0.050605	0.34183	0.38515	0.074254	0.1299	0.12463	0.12909	0.10601	0.19568	0.16114	0.15725	0.10374	0.077408	0.56592	0.4855	0.37351	0.21777	0.30023	0.35403	0.10181	0.47885	0.5639	0.60091	0.48397
Meth__cg26453670__RNPC1	0.027105	0.13617	0.037411	0.35645	0.38496	0.058163	0.07157	0.1171	0.079888	0.058188	0.047306	0.33551	0.12721	0.36145	0.079845	0.15419	0.11962	0.10104	0.2793	0.21659	0.33175	0.057477	0.034234	0.04819	0.053215	0.045784	0.033855
Meth__cg00654814__MGAT5B	0.30066	0.22166	0.14141	0.17537	0.44658	0.40669	0.15223	0.55229	0.53465	0.49528	0.68459	0.13182	0.28328	0.21317	0.65672	0.14433	0.12696	0.14555	0.92998	0.13881	0.92162	0.16568	0.12747	0.92772	0.29225	0.12686	0.13607
Meth__cg08748415__CLIC5	0.10279	0.21641	0.087798	0.5706	0.13846	0.42255	0.085617	0.26484	0.11466	0.1343	0.58275	0.082524	0.12249	0.11024	0.14439	0.14963	0.10887	0.17653	0.16447	0.11033	0.17811	0.1172	0.10955	0.25531	0.084324	0.12881	0.099344
Meth__cg14726525__LSM1	0.090265	0.0758	0.036356	0.029574	0.027627	0.05486	0.051526	0.041888	0.15516	0.052714	0.068809	0.029176	0.19962	0.039866	0.091016	0.11033	0.021026	0.041435	0.094184	0.04808	0.15015	0.080797	0.054742	0.022308	0.067665	0.032017	0.027574
Meth__cg00818872__CHRNB2	0.028276	0.25527	0.039837	0.38427	0.087665	0.24211	0.088072	0.89605	0.77826	0.072031	0.20844	0.057858	0.14727	0.044694	0.047542	0.068342	0.056825	0.18865	0.83985	0.13329	0.88813	0.081612	0.03901	0.55772	0.054649	0.075885	0.068072
Meth__cg01555431__AKAP12	0.13082	0.62169	0.062559	0.78183	0.8872	0.29257	0.092812	0.23604	0.62416	0.20205	0.062353	0.074953	0.25497	0.13808	0.88649	0.88202	0.78703	0.84198	0.85168	0.85804	0.85312	0.14228	0.071943	0.87831	0.085628	0.082408	0.092129
Meth__cg11638200__PRKCQ	0.026217	0.61618	0.38287	0.8574	0.95295	0.040155	0.73692	0.055092	0.17508	0.89029	0.049483	0.040014	0.34859	0.59855	0.97385	0.95191	0.18961	0.082265	0.87647	0.066708	0.82251	0.073962	0.040106	0.69069	0.056112	0.045198	0.0448
Meth__cg07748540__PDGFD	0.055881	0.22587	0.045015	0.91573	0.92049	0.12821	0.07066	0.7458	0.51114	0.94877	0.18786	0.056548	0.12916	0.46599	0.90613	0.86263	0.91177	0.058568	0.26933	0.92701	0.68161	0.085288	0.042622	0.93753	0.059002	0.05616	0.076469
Meth__cg21718857__DLL3	0.064282	0.4325	0.055503	0.82983	0.31782	0.66594	0.17752	0.45187	0.86782	0.065077	0.62206	0.46862	0.10943	0.057998	0.89548	0.83339	0.12355	0.2358	0.70485	0.307	0.89211	0.085102	0.058203	0.1539	0.058428	0.072162	0.18987
RS_G228__IL32__IL32	1.7467	0	4.5202	3.1875	3.1313	4.4773	1.9051	9.5237	3.3088	4.516	9.905	3.9209	4.1936	5.3523	3.0265	1.7987	2.0232	2.6639	6.2951	1.4724	0	0	3.5915	0	2.4651	3.6558	0.78332
Meth__cg25381844__SH3GL3	0.028657	0.06273	0.031856	0.54919	0.052857	0.022528	0.036892	0.037733	0.066772	0.069016	0.033383	0.028209	0.080581	0.37671	0.031718	0.039345	0.032748	0.040393	0.75501	0.036233	0.056971	0.041253	0.028917	0.029827	0.04437	0.027739	0.033641
Meth__cg12011267__PPP1R13B	0.052706	0.1308	0.044407	0.55522	0.085696	0.050769	0.079073	0.46166	0.42586	0.033383	0.24814	0.083348	0.069399	0.068321	0.066443	0.21382	0.14583	0.087015	0.69243	0.58314	0.62519	0.059984	0.058617	0.039981	0.039075	0.040707	0.04314
Meth__cg01185754__F3	0.084697	0.66306	0.70022	0.88707	0.43159	0.08016	0.20571	0.73879	0.17438	0.065599	0.13725	0.7185	0.11169	0.20426	0.49436	0.16822	0.78821	0.68692	0.086464	0.25931	0.33261	0.094415	0.88698	0.12051	0.43881	0.4359	0.76721
Meth__cg11611600__ADAMTSL3	0.035823	0.19843	0.78601	0.81212	0.92221	0.81738	0.79911	0.69437	0.6094	0.3639	0.17344	0.035025	0.12791	0.029485	0.95477	0.94811	0.073789	0.87357	0.91808	0.038582	0.87305	0.099544	0.029218	0.88204	0.047415	0.15006	0.089336
RS_G11533__CAMP__CAMP	4.8465	2.3552	5.5361	0	1.5471	1.4882	1.3219	3.0019	2.1738	3.2421	2.1103	0	1.4246	0.38086	0.61461	1.6506	6.1769	0.52214	0	5.1903	5.6421	4.6372	0	2.9579	8.2504	2.8438	2.6927
Meth__cg27480700__ZNF480	0.029629	0.11662	0.11835	0.027756	0.38098	0.37398	0.13528	0.44522	0.2188	0.032809	0.050235	0.025296	0.096765	0.087181	0.29066	0.22373	0.10603	0.13485	0.39516	0.16101	0.27111	0.095228	0.033119	0.3626	0.22319	0.092485	0.12669
Meth__cg17878972__HRASLS	0.3283	0.63805	0.038612	0.057541	0.080825	0.028549	0.063224	0.068438	0.12714	0.26967	0.22127	0.080075	0.099439	0.10906	0.68877	0.81626	0.12924	0.10395	0.43245	0.16463	0.27989	0.18618	0.096731	0.065148	0.060294	0.060324	0.059576
Meth__cg05935584__HMGB3	0.036648	0.061282	0.49774	0.024551	0.041581	0.37384	0.027416	0.038941	0.052345	0.020169	0.47762	0.45047	0.19638	0.028546	0.044187	0.041199	0.58902	0.50048	0.065068	0.033929	0.38417	0.11345	0.46899	0.27173	0.58074	0.46661	0.031995
Meth__cg25421647__UBE2L3	0.75787	0.81081	0.85038	0.35562	0.94125	0.52885	0.94167	0.77196	0.46985	0.74088	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.58185	0.73624	0.56619	0.12315	0.1843	0.53989	0.031005	0.04905	0.11481	0.54005	0.46352
RS_G1423__FGFR1__FGFR1	0.54709	6.777	7.0974	8.0925	6.9204	4.5239	6.3256	6.6419	4.853	3.7117	5.5053	9.0117	5.0448	7.8731	6.4148	5.8034	12.806	7.7839	7.0505	8.0027	5.9527	3.107	8.9611	7.1144	7.5974	8.1537	7.5687
Meth__cg16431978__KRTAP13-3	0.11336	0.8727	0.56309	0.1856	0.65723	0.96686	0.1252	0.78814	0.14538	0.31256	0.4421	0.12492	0.17376	0.1301	0.16782	0.12839	0.20757	0.67848	0.11816	0.12601	0.14899	0.11274	0.12642	0.092801	0.11294	0.29879	0.41199
Meth__cg18427589__MGC13024	0.017834	0.52337	0.028034	0.020582	0.032942	0.021381	0.24657	0.038732	0.13811	0.018819	0.31623	0.035685	0.10159	0.044172	0.01791	0.042224	0.032876	0.029532	0.06359	0.053846	0.083114	0.083185	0.019191	0.028549	0.031768	0.026879	0.046774
Meth__cg17161537__MRPL12	0.038813	0.035243	0.046147	0.04231	0.054648	0.14006	0.042278	0.050394	0.14855	0.03821	0.041067	0.033769	0.090936	0.20779	0.030266	0.045099	0.042699	0.072915	0.18485	0.047487	0.10504	0.077633	0.035088	0.028639	0.042182	0.039667	0.038352
Meth__cg08997253__GRIN3A	0.041323	0.048495	0.031791	0.4957	0.77281	0.87536	0.047896	0.56649	0.50826	0.20303	0.15806	0.039889	0.1611	0.026198	0.18206	0.2697	0.20887	0.10732	0.71348	0.25828	0.46237	0.050063	0.03237	0.48861	0.17987	0.029336	0.043857
Meth__cg03064241__RNF34	0.026046	0.041224	0.020418	0.032077	0.034442	0.038965	0.036237	0.039234	0.054627	0.45998	0.03288	0.02775	0.078908	0.029161	0.02799	0.039593	0.022631	0.021769	0.045211	0.02786	0.071999	0.053221	0.030237	0.028578	0.034102	0.034364	0.03322
Meth__cg13283942__C1orf77	0.017263	0.034915	0.014823	0.020662	0.029123	0.48226	0.051288	0.026798	0.028782	0.017548	0.015278	0.01581	0.048111	0.015532	0.018417	0.023179	0.026542	0.014842	0.054638	0.032473	0.036352	0.045154	0.014799	0.013831	0.021634	0.02184	0.021822
Meth__cg07297906__GPC3	0.018036	0.021876	0.36748	0.83554	0.045048	0.39012	0.44378	0.038442	0.074132	0.11065	0.37236	0.47858	0.15581	0.011831	0.036582	0.03419	0.57075	0.4815	0.78891	0.024548	0.8868	0.025499	0.6078	0.3695	0.51853	0.24523	0.066546
Meth__cg08886154__PAX4	0.036169	0.459	0.095557	0.074402	0.17057	0.61175	0.20327	0.3205	0.3387	0.055218	0.096521	0.31146	0.10446	0.048803	0.11396	0.15511	0.30986	0.61198	0.28678	0.16629	0.17976	0.055669	0.078983	0.1881	0.14974	0.093719	0.14237
Meth__cg06899976__PCDHB1	0.055027	0.55318	0.076194	0.61023	0.8731	0.90737	0.076665	0.87171	0.83681	0.046364	0.86764	0.1287	0.11219	0.052217	0.89091	0.60863	0.099168	0.05566	0.5146	0.82309	0.29215	0.10853	0.29814	0.35854	0.069008	0.49645	0.53387
Meth__cg12650011__TSPAN12	0.016254	0.027511	0.02947	0.097188	0.029729	0.034392	0.036408	0.021553	0.2992	0.017643	0.029531	0.047993	0.037993	0.037131	0.023397	0.028979	0.77608	0.021613	0.069056	0.046958	0.10851	0.034539	0.040808	0.054393	0.05519	0.042071	0.03087
Meth__cg07013734__TRPC6	0.038398	0.73934	0.16446	0.68669	0.83324	0.93062	0.066887	0.90074	0.66738	0.81441	0.45507	0.052379	0.13029	0.7156	0.12027	0.15723	0.09095	0.30979	0.78208	0.08	0.64964	0.087858	0.059963	0.51186	0.23391	0.31944	0.83307
RS_G9665__AKR1C2__AKR1C2	4.7025	0	1.8178	2.1093	0	4.7352	0.41899	3.5147	10.3652	0.55286	8.7748	4.9983	10.0126	2.312	4.3955	6.4808	1.5859	7.0027	1.7111	6.4672	0	0	0.92345	3.6774	0.21684	0.23085	4.9215
Meth__cg12195135__ZNF584	0.1843	0.24778	0.032994	0.09314	0.043879	0.078969	0.082288	0.091099	0.14577	0.15476	0.14182	0.1177	0.18621	0.062988	0.045006	0.041766	0.051212	0.074777	0.19054	0.068228	0.040329	0.15872	0.030459	0.052741	0.04939	0.04306	0.026577
Meth__cg11395975__GBL	0.034344	0.11565	0.053596	0.28425	0.060928	0.027946	0.1291	0.042245	0.092656	0.050631	0.070303	0.039528	0.07389	0.060691	0.22306	0.051657	0.056885	0.062602	0.2219	0.11292	0.063583	0.049755	0.025424	0.065031	0.071772	0.041667	0.038416
Meth__cg06758848__FLNA	0.83621	0.036093	0.40734	0.052737	0.03187	0.45038	0.47557	0.029018	0.79752	0.015539	0.34257	0.42215	0.11589	0.023756	0.03619	0.026945	0.45191	0.45763	0.30569	0.039256	0.21629	0.33018	0.46728	0.2554	0.52313	0.42119	0.025579
Meth__cg14449051__SLC6A15	0.032503	0.60877	0.39479	0.58759	0.92954	0.023437	0.037269	0.03939	0.88737	0.4194	0.047143	0.05061	0.072201	0.40353	0.822	0.53655	0.37304	0.71211	0.89209	0.5379	0.78953	0.06514	0.025614	0.3095	0.39298	0.036308	0.032629
Meth__cg14951292__HMOX2	0.050266	0.60329	0.034155	0.6606	0.040776	0.207	0.096613	0.043425	0.63914	0.26354	0.35668	0.70137	0.31101	0.836	0.25534	0.08564	0.18092	0.03782	0.81729	0.78936	0.076686	0.047243	0.29313	0.068838	0.033655	0.099825	0.035873
RS_G7562__NOV__NOV	0.7816	3.3497	1.5592	0.39352	0.80455	6.7812	0.15448	0	2.5802	0.97304	2.5852	1.0721	3.7115	8.1961	0.56584	0.57226	0	5.6987	6.3971	2.8916	1.217	0	8.2172	0.69733	1.2699	0.76414	0
Meth__cg04515986__FTHL17	0.074083	0.7539	0.29543	0.12107	0.476	0.66732	0.070288	0.46355	0.34989	0.27498	0.58162	0.21457	0.12565	0.076205	0.078639	0.27108	0.11253	0.30842	0.13478	0.10375	0.21778	0.18017	0.071716	0.21998	0.0627	0.24675	0.22589
Meth__cg07160163__SYK	0.44521	0.040283	0.037514	0.88107	0.062463	0.084334	0.064848	0.59895	0.046453	0.040498	0.028983	0.1386	0.060597	0.033209	0.025822	0.03286	0.2368	0.03287	0.83051	0.028272	0.1385	0.17771	0.033415	0.039067	0.044321	0.07595	0.045057
Meth__cg14815778__FAM58A	0.12849	0.17595	0.32818	0.053231	0.13161	0.44642	0.088119	0.077679	0.17606	0.050347	0.4046	0.42245	0.20253	0.1245	0.062544	0.082559	0.59113	0.50748	0.33761	0.11507	0.429	0.27403	0.49058	0.18268	0.60706	0.37998	0.097151
RS_G12470__CORO6__CORO6	5.0261	0.59829	1.6239	4.7642	1.2424	0.53723	1.6114	3.6444	3.775	2.8041	4.9726	3.2655	1.2535	2.6312	0.73365	0.41837	2.0176	3.8302	3.9416	2.9862	3.0768	4.5564	1.1636	4.2711	5.3274	2.0977	1.1167
Meth__cg04166304__C14orf106	0.014411	0.016915	0.015703	0.056698	0.0168	0.01638	0.020946	0.021441	0.029715	0.011976	0.015419	0.013709	0.04342	0.014023	0.011506	0.017787	0.92036	0.014249	0.028497	0.022705	0.032139	0.026297	0.019905	0.063616	0.016545	0.11453	0.10627
Meth__cg26172108__C7orf31	0.033221	0.054494	0.042159	0.035187	0.049833	0.059386	0.04863	0.040767	0.061601	0.32892	0.063533	0.047613	0.076949	0.045562	0.62658	0.88055	0.14614	0.030825	0.15349	0.044583	0.66436	0.055416	0.039766	0.041044	0.04293	0.04941	0.042104
RS_G9666__DPYSL4__DPYSL4	2.0732	0.10834	2.7477	6.5065	0.36733	0.66651	0.57452	5.8937	0	0.35693	0.89312	7.2924	0	8.4033	5.9845	5.4214	7.126	3.1706	0.18027	2.5149	2.3566	1.5021	3.1696	5.5632	7.3126	1.3908	0
Meth__cg09225321__OTOP2	0.053798	0.59171	0.44799	0.44358	0.22932	0.53605	0.13145	0.55608	0.56428	0.10435	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.16031	0.80179	0.475	0.16091	0.202	0.054023	0.15696	0.29054	0.35696	0.42666
