Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg16772207__MYT1	0.083169	0.063827	0.40891	0.072753	0.082072	0.91204	0.084928	0.78872	0.89657	0.10856	0.91417	0.90116	0.20018	0.59751	0.39567	0.55897	0.21709	0.19375	0.14546	0.18205	0.6681	0.67216	0.067885	0.18433	0.12749	0.094582	0.090199	0.5259	0.14954	0.050161	0.058513	0.19256	0.1276	0.056742	0.071455
Meth__cg00420568__SHC3	0.10673	0.47203	0.10158	0.43892	0.28675	0.45864	0.19343	0.90354	0.095376	0.11658	0.12953	0.067094	0.38605	0.11972	0.37506	0.27029	0.094508	0.11173	0.3065	0.099568	0.15565	0.14809	0.10557	0.26211	0.12422	0.11791	0.81263	0.053855	0.13352	0.096082	0.080057	0.30247	0.19214	0.2006	0.78001
Meth__cg12847373__EDNRB	0.85895	0.027074	0.83146	0.9035	0.57243	0.59816	0.88263	0.92132	0.036666	0.028712	0.21163	0.16033	0.29703	0.21938	0.56753	0.035571	0.072003	0.084202	0.73413	0.46839	0.03931	0.49559	0.030866	0.20956	0.77878	0.043644	0.028827	0.044955	0.79076	0.31549	0.81859	0.0612	0.5499	0.84802	0.8344
Meth__cg07033083__NSUN5C	0.096948	0.015998	0.11877	0.055129	0.02405	0.14093	0.022408	0.24338	0.24464	0.023407	0.21729	0.06594	0.10433	0.21142	0.038041	0.069707	0.0935	0.19238	0.018165	0.044791	0.17197	0.23847	0.11513	0.034488	0.026985	0.022702	0.039464	0.086762	0.13659	0.025874	0.015979	0.019928	0.017454	0.055679	0.021481
Meth__cg23065097__FKBP1B	0.080626	0.067095	0.8455	0.089689	0.079489	0.57347	0.096726	0.1825	0.46334	0.062081	0.11079	0.90563	0.5604	0.31625	0.65134	0.099288	0.1503	0.26283	0.081333	0.27336	0.056271	0.92466	0.1331	0.093801	0.22944	0.098603	0.040276	0.083467	0.50138	0.080904	0.7767	0.27636	0.062275	0.10819	0.67912
Meth__cg03243946__LDHB	0.81874	0.065801	0.94358	0.78427	0.7515	0.083307	0.94948	0.07513	0.12782	0.71975	0.06265	0.10425	0.51188	0.13069	0.47424	0.049203	0.082998	0.093932	0.86189	0.81477	0.082992	0.094371	0.063979	0.58266	0.92888	0.065379	0.048668	0.036139	0.060998	0.073364	0.18964	0.48413	0.077533	0.86306	0.89466
Meth__cg04222374__CXorf40A	0.63178	0.035259	0.061842	0.031529	0.49776	0.031079	0.035887	0.65225	0.033443	0.60888	0.035676	0.053147	0.06765	0.033479	0.55581	0.62658	0.20033	0.032793	0.030818	0.031528	0.64538	0.11481	0.035917	0.58213	0.35101	0.029213	0.55534	0.030697	0.60456	0.027446	0.030717	0.10547	0.61812	0.49971	0.031583
Meth__cg08077673__MEST	0.95817	0.048213	0.29431	0.20735	0.042728	0.94893	0.52411	0.54511	0.32929	0.043627	0.95779	0.53477	0.4909	0.26222	0.96253	0.066265	0.8485	0.80857	0.037336	0.051716	0.93992	0.45657	0.062344	0.069981	0.094008	0.056973	0.92465	0.95445	0.12636	0.033123	0.93502	0.92845	0.055832	0.038431	0.043868
Meth__cg03000846__RAC3	0.03887	0.052198	0.84693	0.79613	0.167	0.8844	0.25557	0.38286	0.2407	0.49661	0.028168	0.95977	0.59755	0.21708	0.45242	0.63124	0.56206	0.9526	0.68227	0.61985	0.96952	0.94933	0.93265	0.32386	0.057362	0.18263	0.52379	0.61736	0.97042	0.44618	0.01872	0.1515	0.5172	0.023817	0.023589
Meth__cg24358529__PPIE	0.10525	0.053822	0.13024	0.074115	0.068723	0.059791	0.11591	0.067174	0.044369	0.15436	0.086481	0.055295	0.12157	0.055954	0.077934	0.051282	0.15452	0.049248	0.097968	0.10108	0.10517	0.097925	0.096986	0.096562	0.16906	0.099145	0.054296	0.05043	0.068466	0.053672	0.048792	0.13338	0.093098	0.59153	0.63759
Meth__cg23089298__SEMA4C	0.022763	0.072226	0.39779	0.02172	0.024106	0.037874	0.026181	0.030915	0.031571	0.026251	0.030331	0.42224	0.060323	0.033253	0.02853	0.031816	0.033211	0.026858	0.019478	0.030833	0.031081	0.60464	0.030522	0.034035	0.064939	0.057236	0.026938	0.02481	0.028615	0.031706	0.04386	0.026273	0.029907	0.027025	0.025777
Meth__cg08604885__TRIM4	0.038462	0.022602	0.036225	0.92411	0.032267	0.038442	0.03088	0.027872	0.032513	0.036775	0.027763	0.075	0.11964	0.0332	0.13361	0.043384	0.074588	0.11002	0.077152	0.1717	0.037991	0.043303	0.053072	0.051325	0.055192	0.048843	0.030605	0.026606	0.033019	0.042226	0.68453	0.085746	0.045621	0.039393	0.034833
Meth__cg04542938__ATXN1	0.048142	0.035287	0.067935	0.05556	0.040923	0.34725	0.053504	0.049485	0.22328	0.041297	0.11035	0.032726	0.098345	0.20648	0.36239	0.043348	0.10998	0.039783	0.031513	0.055387	0.051125	0.096174	0.044261	0.057895	0.067918	0.092717	0.034341	0.033303	0.032329	0.034808	0.031564	0.070836	0.047806	0.042995	0.044862
Meth__cg02582608__ALCAM	0.036979	0.030953	0.062754	0.047611	0.02209	0.028235	0.032083	0.056716	0.049269	0.037702	0.17912	0.047751	0.031739	0.045463	0.031623	0.042821	0.053283	0.027978	0.031238	0.047598	0.043384	0.065919	0.045726	0.047006	0.086111	0.085459	0.03186	0.02191	0.030826	0.020627	0.35614	0.06064	0.043063	0.03101	0.052722
Meth__cg25843439__OR10H3	0.87048	0.035321	0.23176	0.81629	0.36092	0.045064	0.4136	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.054236	0.053471	0.053347	0.1028	0.073627	0.062976	0.037414	0.055036	0.050711	0.054204	0.35718	0.095166	0.44472	0.13687	0.058646
Meth__cg08462247__MYEOV2	0.049983	0.045671	0.064628	0.057271	0.048431	0.04244	0.053238	0.11957	0.21983	0.062364	0.066574	0.12452	0.063824	0.1647	0.04631	0.13	0.090085	0.045453	0.035637	0.051327	0.063584	0.48551	0.060363	0.080536	0.095276	0.081346	0.065839	0.034881	0.061839	0.05563	0.04852	0.057151	0.061357	0.047894	0.042385
Meth__cg25421647__UBE2L3	0.95923	0.75787	0.8254	0.81081	0.85038	0.35562	0.94125	0.52885	0.044004	0.94167	0.77196	0.37077	0.46985	0.052819	0.087789	0.054707	0.092235	0.49996	0.9557	0.9061	0.038977	0.56619	0.12315	0.22728	0.1843	0.53989	0.031005	0.027114	0.058922	0.070205	0.04905	0.078067	0.11481	0.54005	0.46352
Meth__cg25055477__NUDT3	0.05285	0.063188	0.40926	0.058579	0.05594	0.23398	0.05534	0.07903	0.1946	0.093822	0.15598	0.18038	0.36501	0.20237	0.24679	0.068915	0.11641	0.083605	0.078859	0.069241	0.18894	0.16783	0.083065	0.11603	0.11177	0.090919	0.17649	0.10176	0.11068	0.039594	0.065307	0.13469	0.058126	0.13264	0.087155
Meth__cg00698688__SULT2B1	0.026749	0.020386	0.017551	0.024451	0.017886	0.96551	0.020559	0.022452	0.021309	0.022924	0.60353	0.024925	0.038878	0.022802	0.39257	0.89617	0.020876	0.073799	0.015398	0.030008	0.92752	0.94436	0.037161	0.04262	0.052209	0.14658	0.26893	0.047579	0.50361	0.017136	0.32866	0.12898	0.023746	0.038183	0.030288
Meth__cg15415545__SULT1A3	0.020369	0.014745	0.36321	0.35894	0.35756	0.82904	0.030074	0.016929	0.039043	0.32225	0.029564	0.44373	0.028019	0.0338	0.017808	0.18224	0.20138	0.92205	0.01505	0.018125	0.28623	0.86958	0.19884	0.026295	0.20525	0.019147	0.055262	0.023503	0.74812	0.1177	0.011199	0.048458	0.019089	0.017998	0.021266
Meth__cg02992632__FGF12	0.053696	0.039929	0.88949	0.047491	0.037733	0.2858	0.046329	0.13297	0.62441	0.040211	0.30802	0.089996	0.27615	0.46875	0.045789	0.7518	0.18002	0.18992	0.03752	0.039647	0.080511	0.38926	0.047756	0.091996	0.59197	0.063586	0.078201	0.049365	0.1015	0.54854	0.04821	0.05356	0.59911	0.04959	0.047053
Meth__cg12610070__TSPAN15	0.030529	0.034036	0.038255	0.030546	0.030891	0.82593	0.032757	0.042401	0.077482	0.027726	0.90831	0.029147	0.05131	0.077242	0.04047	0.40645	0.040169	0.45414	0.029634	0.040309	0.39702	0.54433	0.037233	0.051359	0.053827	0.066764	0.049107	0.042915	0.67797	0.02543	0.023141	0.11344	0.033635	0.027953	0.028012
Meth__cg20166532__EDG1	0.49884	0.059168	0.53655	0.1478	0.57552	0.056678	0.87288	0.91116	0.056329	0.63674	0.3702	0.14198	0.70214	0.055415	0.65042	0.047442	0.15215	0.46839	0.66689	0.85237	0.065538	0.77479	0.81224	0.35453	0.82819	0.11004	0.077375	0.04496	0.26194	0.063692	0.47955	0.6098	0.56245	0.61782	0.43341
Meth__cg09243900__RAB25	0.06656	0.044754	0.065745	0.069495	0.057205	0.92211	0.065311	0.049319	0.053652	0.070708	0.36055	0.054334	0.088115	0.051841	0.18874	0.90448	0.09224	0.8575	0.05608	0.067266	0.92018	0.85421	0.07798	0.10981	0.057734	0.21213	0.43773	0.060403	0.88861	0.050536	0.053532	0.08133	0.061831	0.061861	0.058729
Meth__cg08355944__SLC37A3	0.058393	0.067359	0.059758	0.12711	0.35251	0.047651	0.41482	0.040433	0.054383	0.10565	0.042742	0.056496	0.12987	0.061758	0.044194	0.043421	0.092842	0.035493	0.20809	0.21838	0.061436	0.069736	0.20021	0.11499	0.25175	0.097029	0.035892	0.027137	0.035159	0.068417	0.052139	0.12033	0.12724	0.18169	0.1227
Meth__cg02189785__CLIC3	0.48929	0.05813	0.45974	0.5905	0.054443	0.90844	0.11108	0.50997	0.23721	0.048181	0.91524	0.10806	0.60687	0.23721	0.82916	0.91513	0.091853	0.56665	0.060461	0.32003	0.55781	0.37939	0.22688	0.055432	0.50809	0.060488	0.15141	0.54617	0.11772	0.12571	0.42227	0.079978	0.059846	0.3839	0.18069
Meth__cg17074212__ZNF215	0.97205	0.068662	0.77395	0.75008	0.20639	0.45317	0.93288	0.1933	0.046028	0.072445	0.09769	0.14137	0.19139	0.052598	0.090379	0.051815	0.19783	0.05037	0.16188	0.21831	0.060467	0.13321	0.3232	0.075006	0.62155	0.037302	0.051181	0.076269	0.062541	0.033285	0.73017	0.066667	0.31298	0.4701	0.48267
Meth__cg12536534__G6PD	0.47135	0.05623	0.081341	0.063329	0.35889	0.066938	0.066986	0.43483	0.05467	0.53043	0.07531	0.052768	0.097635	0.063115	0.25561	0.42197	0.11001	0.060657	0.051668	0.068393	0.56177	0.11899	0.064891	0.1313	0.2984	0.064203	0.3851	0.077803	0.52222	0.062928	0.24826	0.12823	0.53556	0.33167	0.067207
Meth__cg23499956__S100A16	0.021074	0.018698	0.019767	0.020119	0.80529	0.91335	0.025307	0.01445	0.10713	0.23278	0.86201	0.024353	0.02935	0.10208	0.068304	0.30996	0.027709	0.021882	0.026637	0.28967	0.93355	0.029654	0.022161	0.021062	0.036364	0.024242	0.93803	0.019983	0.018848	0.022018	0.013349	0.089871	0.024172	0.023082	0.020347
Meth__cg07294734__ATP5D	0.11495	0.062744	0.73667	0.65452	0.33985	0.47602	0.35203	0.52306	0.24894	0.4823	0.053881	0.92611	0.37613	0.27352	0.38461	0.39457	0.19442	0.10782	0.25399	0.1248	0.72687	0.62498	0.86034	0.088337	0.13993	0.21108	0.052287	0.086282	0.045154	0.39449	0.071283	0.5759	0.1175	0.22131	0.072789
Meth__cg03809891__ZNF442	0.0615	0.036704	0.040639	0.028202	0.044859	0.02521	0.033902	0.91985	0.034977	0.042103	0.034236	0.019071	0.062547	0.029877	0.25224	0.022149	0.045813	0.038526	0.027017	0.1284	0.027235	0.33109	0.039037	0.060401	0.18776	0.11737	0.032398	0.32604	0.031022	0.029351	0.048477	0.035787	0.044927	0.044676	0.042053
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.025755	0.85579	0.26766	0.65145	0.5084	0.87967	0.030791	0.12115	0.049059	0.026081	0.038788	0.026163	0.08219	0.015296	0.029385	0.038066	0.63093	0.79989	0.026184	0.23152	0.3845	0.025269	0.54575	0.04497	0.037572	0.20682	0.031716	0.032268	0.40347	0.067888	0.80817	0.51508	0.53754
Meth__cg13191049__DMN	0.97259	0.6425	0.052618	0.055603	0.98039	0.05648	0.96842	0.04782	0.070633	0.97407	0.063312	0.068574	0.1764	0.053097	0.051755	0.045772	0.21918	0.077069	0.97866	0.88735	0.069113	0.94357	0.079309	0.87869	0.1555	0.12531	0.074122	0.05522	0.068552	0.065142	0.66641	0.96432	0.063514	0.072033	0.078935
Meth__cg06363801__MOSPD1	0.54331	0.034886	0.061426	0.040714	0.028665	0.028689	0.037942	0.38019	0.027469	0.55748	0.035053	0.029485	0.18797	0.035913	0.36275	0.2535	0.12209	0.028248	0.034271	0.034678	0.036476	0.052323	0.043342	0.54442	0.37772	0.034575	0.59002	0.031032	0.50046	0.032426	0.1872	0.08039	0.46946	0.39351	0.035913
Meth__cg03168582__DMRT1	0.98579	0.016823	0.35185	0.21206	0.65902	0.97659	0.98775	0.036713	0.015259	0.043789	0.63041	0.057578	0.90647	0.022027	0.50788	0.21912	0.028658	0.013205	0.98999	0.98491	0.057128	0.81531	0.027772	0.027457	0.96845	0.03187	0.019083	0.38085	0.067916	0.014286	0.95405	0.41517	0.73041	0.46002	0.91337
Meth__cg04557868__REL	0.086435	0.0843	0.19563	0.11809	0.084544	0.073822	0.10296	0.084365	0.12003	0.23383	0.079973	0.24708	0.11621	0.098892	0.10473	0.066555	0.28785	0.1331	0.081455	0.085331	0.10965	0.23376	0.21084	0.096612	0.38994	0.17823	0.07208	0.047889	0.081381	0.14325	0.47318	0.11054	0.077426	0.095407	0.073651
Meth__cg08878744__LCE1B	0.87062	0.022967	0.37004	0.90843	0.90159	0.035698	0.55539	0.37713	0.25872	0.25949	0.058831	0.22714	0.22253	0.19462	0.052291	0.062637	0.072897	0.028881	0.083253	0.22645	0.041692	0.057072	0.45459	0.07328	0.17638	0.046834	0.031624	0.048288	0.039325	0.034399	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg03292149__CBLC	0.075403	0.077924	0.067632	0.081752	0.043025	0.94914	0.058719	0.090366	0.072123	0.063818	0.29016	0.13326	0.15985	0.061311	0.2534	0.94787	0.12642	0.92253	0.064227	0.06458	0.8948	0.84596	0.066317	0.13019	0.23308	0.12181	0.42397	0.065908	0.89286	0.048075	0.036512	0.28048	0.067153	0.0586	0.065107
Meth__cg00673191__DOPEY2	0.068182	0.072102	0.57709	0.091344	0.086237	0.83658	0.090206	0.86324	0.68077	0.058868	0.65159	0.2425	0.26187	0.47178	0.65658	0.56674	0.16736	0.29676	0.061847	0.090241	0.775	0.081341	0.12534	0.24718	0.17652	0.10886	0.80671	0.69971	0.41973	0.080774	0.070452	0.10426	0.086177	0.085878	0.089568
Meth__cg07017374__FLT3	0.038732	0.083311	0.71756	0.060403	0.047054	0.97612	0.064323	0.056919	0.063262	0.076683	0.96014	0.82494	0.64938	0.069241	0.10864	0.13835	0.085498	0.78864	0.77244	0.23776	0.076083	0.91193	0.46411	0.10883	0.34125	0.13342	0.14959	0.50336	0.18898	0.040797	0.28135	0.91824	0.081695	0.066198	0.07724
Meth__cg24326142__CSF1	0.066463	0.84886	0.92286	0.72702	0.89482	0.051728	0.5669	0.2406	0.098183	0.88856	0.064521	0.079725	0.2783	0.14535	0.38078	0.040124	0.17625	0.074724	0.93323	0.53916	0.067052	0.11958	0.11275	0.10326	0.64692	0.55175	0.055472	0.049043	0.085661	0.17372	0.92237	0.094158	0.6451	0.58576	0.91109
Meth__cg00901493__YBX2	0.035067	0.036062	0.056282	0.60146	0.055533	0.95157	0.047868	0.036085	0.04268	0.056777	0.047596	0.10758	0.090122	0.0475	0.32026	0.10358	0.1237	0.43951	0.034767	0.055342	0.85617	0.83843	0.43328	0.053123	0.10598	0.046332	0.50119	0.085473	0.95672	0.04392	0.033836	0.076683	0.037995	0.051802	0.054314
Meth__cg14833385__HLA-DMA	0.055157	0.032845	0.081138	0.75122	0.44865	0.74249	0.091769	0.54357	0.089969	0.13254	0.23746	0.17671	0.095985	0.086136	0.50161	0.76054	0.20608	0.14073	0.060226	0.07306	0.18531	0.38829	0.16749	0.099474	0.072768	0.10644	0.43999	0.3504	0.12477	0.032711	0.15158	0.087402	0.052176	0.061522	0.10205
Meth__cg17940013__GPR157	0.024816	0.020856	0.033252	0.030114	0.017978	0.028608	0.027751	0.032323	0.097659	0.026979	0.025794	0.030221	0.084381	0.10581	0.025414	0.025718	0.039374	0.018646	0.018646	0.02367	0.033394	0.049372	0.032348	0.064548	0.062163	0.028901	0.41423	0.017432	0.019952	0.020053	0.026714	0.039974	0.026222	0.022179	0.022197
Meth__cg07195282__ZNF563	0.040773	0.04788	0.056727	0.039248	0.046602	0.039055	0.055098	0.60003	0.03536	0.053606	0.045095	0.062099	0.10288	0.042814	0.039505	0.044003	0.047051	0.027836	0.026107	0.18085	0.042654	0.51826	0.052796	0.080396	0.53941	0.060159	0.045683	0.20529	0.041135	0.036092	0.049895	0.061636	0.052991	0.054403	0.090399
Meth__cg17731261__ACHE	0.03054	0.014439	0.019567	0.092009	0.020414	0.1456	0.024033	0.011809	0.020869	0.028117	0.29117	0.067648	0.075022	0.021905	0.26002	0.020587	0.062046	0.014545	0.017739	0.014991	0.024505	0.2969	0.02066	0.032175	0.23728	0.026748	0.10523	0.01308	0.014938	0.020862	0.27475	0.092068	0.024376	0.022013	0.020294
Meth__cg08413469__DEPDC1	0.050925	0.034526	0.045295	0.048902	0.09574	0.039592	0.065748	0.33503	0.036583	0.044481	0.044743	0.050448	0.11153	0.037922	0.04152	0.046236	0.058225	0.041636	0.046781	0.039668	0.036562	0.077649	0.053945	0.093881	0.067726	0.075663	0.029648	0.034646	0.036604	0.033484	0.051081	0.06485	0.051783	0.048298	0.060747
Meth__cg01172484__MAGEH1	0.42991	0.016834	0.081496	0.054244	0.048371	0.61737	0.054713	0.046959	0.045086	0.021886	0.91725	0.40807	0.1566	0.040461	0.13567	0.51899	0.095519	0.045887	0.025836	0.050835	0.064077	0.74556	0.17038	0.03394	0.32654	0.037738	0.50935	0.1036	0.029304	0.026265	0.034156	0.04474	0.32193	0.026447	0.03236
Meth__cg22521310__SERTAD2	0.03815	0.35215	0.044081	0.054968	0.06626	0.046017	0.056414	0.26651	0.047316	0.041716	0.051703	0.034541	0.096767	0.039549	0.10702	0.037617	0.055027	0.032353	0.067413	0.067709	0.035329	0.053394	0.047459	0.06023	0.52141	0.18903	0.049085	0.030265	0.041599	0.052569	0.038743	0.074493	0.047152	0.14327	0.64946
Meth__cg03005261__FLJ20647	0.21408	0.18578	0.43784	0.059654	0.44831	0.047632	0.93462	0.097847	0.88025	0.78414	0.96385	0.078248	0.77952	0.74398	0.049643	0.041214	0.082095	0.97565	0.30186	0.065817	0.053328	0.21162	0.058711	0.11997	0.10722	0.10167	0.081651	0.2927	0.95797	0.43596	0.91543	0.1311	0.068427	0.79637	0.93771
Meth__cg15796978__LHCGR	0.57637	0.024732	0.078903	0.62387	0.29455	0.060987	0.23856	0.34672	0.04884	0.1063	0.2043	0.033712	0.11653	0.037076	0.080314	0.11071	0.035021	0.018135	0.43137	0.45456	0.026562	0.19899	0.27887	0.046004	0.14026	0.042418	0.043928	0.20726	0.025202	0.027255	0.030246	0.054501	0.40606	0.15229	0.090796
Meth__cg04237663__KCNV1	0.59131	0.67979	0.41407	0.38549	0.041758	0.67394	0.90249	0.92558	0.033694	0.72678	0.8313	0.68749	0.38854	0.22154	0.53246	0.12251	0.072309	0.22971	0.059006	0.039588	0.067861	0.81845	0.040701	0.1356	0.73534	0.4905	0.40479	0.51562	0.50436	0.041082	0.74084	0.24696	0.58094	0.60091	0.60665
Meth__cg02376163__FBXO38	0.10246	0.072096	0.45044	0.87192	0.097095	0.33697	0.06348	0.10162	0.10666	0.10264	0.09131	0.17179	0.11552	0.10888	0.12179	0.068999	0.20244	0.085331	0.063567	0.13115	0.089067	0.132	0.11987	0.081729	0.15615	0.19104	0.06289	0.074571	0.09133	0.062649	0.057233	0.11404	0.078731	0.076953	0.10132
Meth__cg15207619__CAB39L	0.11648	0.11553	0.086556	0.19164	0.097733	0.89454	0.10434	0.212	0.12068	0.22343	0.14286	0.23209	0.13687	0.13798	0.26829	0.4984	0.11305	0.37511	0.086453	0.13871	0.67146	0.61713	0.14076	0.22302	0.15153	0.14164	0.22754	0.78827	0.50824	0.14209	0.17593	0.30349	0.052664	0.1211	0.12036
Meth__cg02943497__PARP4	0.055862	0.096533	0.054181	0.14364	0.11117	0.051865	0.068587	0.064397	0.059981	0.072922	0.064551	0.080226	0.16321	0.058662	0.056826	0.060029	0.10322	0.040348	0.080906	0.060198	0.065903	0.074954	0.083775	0.069088	0.37723	0.094691	0.053716	0.057019	0.052291	0.065121	0.076414	0.15201	0.11353	0.16815	0.15158
Meth__cg06848073__FBXO44	0.65897	0.35015	0.62021	0.817	0.74638	0.76099	0.65746	0.1497	0.02198	0.55056	0.026673	0.040108	0.77771	0.046942	0.20044	0.050254	0.021572	0.055372	0.36531	0.54397	0.58661	0.074625	0.7367	0.2767	0.77127	0.58729	0.26456	0.01848	0.045375	0.14457	0.38437	0.66048	0.7812	0.77337	0.74332
Meth__cg14501253__FLJ36980	0.050609	0.035603	0.094581	0.057646	0.07791	0.93707	0.064408	0.039422	0.043717	0.084841	0.059179	0.063885	0.6805	0.036043	0.048252	0.040371	0.12073	0.088436	0.064377	0.078161	0.082412	0.15905	0.092233	0.05121	0.52484	0.064319	0.076743	0.035266	0.027258	0.052021	0.90556	0.20185	0.039984	0.05084	0.050626
Meth__cg07433344__HSD17B8	0.023029	0.066189	0.032977	0.11335	0.029775	0.67143	0.023057	0.024798	0.974	0.95615	0.96733	0.074872	0.084468	0.86292	0.053342	0.61996	0.88948	0.97555	0.43505	0.030119	0.96295	0.10197	0.038041	0.055526	0.082743	0.034914	0.081799	0.032949	0.036848	0.96881	0.024665	0.053	0.10019	0.12798	0.16527
Meth__cg13117105__PAQR5	0.073504	0.045769	0.13721	0.063034	0.033758	0.52938	0.074715	0.058741	0.10202	0.046121	0.52372	0.13749	0.15063	0.070295	0.068661	0.056358	0.10327	0.047129	0.54141	0.57859	0.10718	0.094099	0.074665	0.091619	0.10429	0.076398	0.039802	0.070957	0.036455	0.036841	0.054466	0.13016	0.039271	0.035638	0.045577
Meth__cg02860543__IGF2BP3	0.15787	0.084169	0.10002	0.32989	0.20853	0.11712	0.86283	0.16012	0.1313	0.13267	0.11059	0.10412	0.18786	0.34843	0.12919	0.096907	0.22372	0.70299	0.66244	0.70391	0.088986	0.58964	0.10826	0.18513	0.79302	0.13791	0.1246	0.12846	0.35684	0.10693	0.51127	0.58506	0.50454	0.79743	0.37524
Meth__cg01346718__CSNK1E	0.064285	0.13141	0.17989	0.13578	0.12717	0.75483	0.19053	0.17916	0.14903	0.17277	0.23345	0.58873	0.30305	0.18172	0.33513	0.19933	0.20503	0.11726	0.39383	0.27603	0.75817	0.19836	0.21841	0.187	0.19512	0.13831	0.098087	0.068539	0.17664	0.11662	0.14511	0.26672	0.16425	0.13205	0.083173
Meth__cg18993334__C1orf182	0.068844	0.075306	0.19248	0.050319	0.054784	0.06857	0.078068	0.072671	0.084713	0.13646	0.10406	0.32946	0.078918	0.085697	0.085502	0.073754	0.12406	0.13652	0.077632	0.091339	0.09476	0.36302	0.12524	0.16549	0.078219	0.11351	0.070906	0.32546	0.11262	0.080868	0.098055	0.13261	0.067261	0.070645	0.075038
Meth__cg14634738__RBM5	0.033819	0.023841	0.068792	0.070757	0.048522	0.22929	0.13956	0.10385	0.039927	0.05024	0.032271	0.067947	0.20907	0.046312	0.03705	0.032408	0.048684	0.029414	0.06323	0.081876	0.045207	0.14447	0.03215	0.15388	0.086004	0.058013	0.027056	0.044663	0.048437	0.04334	0.043157	0.073194	0.41622	0.049704	0.14544
Meth__cg20775254__PROM2	0.036543	0.049188	0.044304	0.082275	0.071583	0.91298	0.083349	0.093197	0.09339	0.21263	0.54263	0.18692	0.057629	0.15647	0.053723	0.92152	0.086994	0.4843	0.19737	0.12521	0.9104	0.85301	0.063473	0.064675	0.066948	0.059881	0.69326	0.039992	0.90239	0.074019	0.032574	0.13097	0.17237	0.050218	0.040371
Meth__cg07080358__C2orf32	0.68798	0.042887	0.83698	0.16346	0.20563	0.049562	0.96042	0.95153	0.046744	0.46391	0.8446	0.38798	0.84871	0.052404	0.14534	0.030608	0.1432	0.041259	0.97871	0.96174	0.11071	0.8667	0.93899	0.2041	0.93541	0.061502	0.042116	0.077877	0.39651	0.041275	0.96722	0.55779	0.57082	0.64974	0.65856
Meth__cg15271616__RUSC2	0.13098	0.49391	0.059176	0.9521	0.29554	0.04772	0.72587	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.8458	0.054902	0.063948	0.075962	0.041457	0.94693	0.91038	0.075623	0.067387	0.96119	0.10173	0.9484	0.10792	0.054537	0.065008	0.5604	0.47193	0.25968	0.14849	0.67134	0.60355	0.94667
Meth__cg02420102__MGC33948	0.082726	0.042528	0.048022	0.055973	0.055639	0.04901	0.081363	0.046265	0.045055	0.060144	0.046593	0.047309	0.06407	0.053201	0.050068	0.062323	0.10846	0.044885	0.0665	0.085992	0.050628	0.088756	0.058132	0.15776	0.10211	0.080685	0.042467	0.057438	0.067436	0.04439	0.070688	0.065749	0.056289	0.07585	0.073504
Meth__cg04691540__ABL2	0.10804	0.088902	0.084522	0.069705	0.067657	0.051471	0.14768	0.11207	0.054445	0.060235	0.096118	0.076816	0.092051	0.060032	0.052473	0.063505	0.1315	0.047056	0.06905	0.086335	0.078483	0.18295	0.077844	0.32436	0.13414	0.09722	0.059687	0.409	0.066969	0.059355	0.059916	0.17073	0.064495	0.064176	0.068595
Meth__cg08647446__RASSF6	0.054738	0.052768	0.063457	0.065443	0.044591	0.42371	0.070194	0.19928	0.17765	0.058943	0.11715	0.059194	0.14152	0.15103	0.19159	0.055898	0.21156	0.10416	0.053854	0.061753	0.17347	0.11376	0.061621	0.086579	0.11746	0.092704	0.29037	0.057506	0.15623	0.063334	0.042072	0.18683	0.06084	0.057691	0.073341
Meth__cg10857774__DMPK	0.024035	0.034976	0.07379	0.26771	0.50702	0.11874	0.36504	0.89216	0.20703	0.39762	0.39984	0.22398	0.059949	0.15794	0.031695	0.042956	0.2566	0.015187	0.53814	0.76638	0.1563	0.12081	0.61607	0.058297	0.37861	0.10137	0.50122	0.44638	0.75812	0.057382	0.021555	0.1229	0.52165	0.29784	0.52236
