Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg07260017__CSF1R	0.096571	0.19143	0.95479	0.94218	0.64628	0.82352	0.14825	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.31622	0.15725	0.22238	0.059168	0.20989	0.024179	0.89342	0.94264	0.055903	0.9301	0.087459	0.92258	0.26802	0.066133	0.064299	0.26979	0.1162	0.031667	0.093833	0.87792	0.38082	0.93213	0.75741	0.87979	0.75699	0.82266
Meth__cg09440289__PTPRO	0.64518	0.37091	0.58186	0.54239	0.26588	0.92695	0.061369	0.52304	0.08939	0.044748	0.56656	0.20039	0.92937	0.35141	0.36702	0.11433	0.047113	0.41172	0.036212	0.84684	0.59009	0.040989	0.77853	0.89053	0.42152	0.42711	0.069554	0.5493	0.060829	0.042883	0.28037	0.14054	0.80449	0.94986	0.58127	0.10651	0.53971	0.58365	0.50401
Meth__cg11297236__PDILT	0.43318	0.11761	0.8515	0.64279	0.072057	0.59394	0.38188	0.58155	0.48908	0.12008	0.20246	0.16707	0.28495	0.083966	0.30581	0.13187	0.10585	0.11693	0.12364	0.55248	0.89717	0.46771	0.77447	0.12344	0.35388	0.10782	0.18358	0.12128	0.16314	0.13439	0.06953	0.13843	0.51802	0.35493	0.12876	0.71498	0.23583	0.47132	0.14884
Meth__cg20556988__CCL1	0.22301	0.10363	0.86943	0.91506	0.12832	0.3516	0.15385	0.86421	0.87835	0.8092	0.28518	0.20489	0.52466	0.063582	0.79765	0.66566	0.82564	0.1375	0.087537	0.56219	0.74951	0.62403	0.90467	0.10272	0.38444	0.10582	0.13981	0.081933	0.2081	0.089774	0.079579	0.14031	0.84206	0.67479	0.080253	0.86596	0.45911	0.3893	0.62481
Meth__cg05037688__EGFL7	0.60852	0.025764	0.87743	0.45817	0.28269	0.18166	0.52646	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.049403	0.16313	0.1349	0.58098	0.044214	0.025406	0.67188	0.55967	0.75719	0.94846	0.095959	0.45193	0.07071	0.46701	0.080786	0.036826	0.030985	0.024599	0.040182	0.071905	0.051787	0.064121	0.82383	0.18022	0.12032	0.088519
Meth__cg01017147__DNM3	0.91203	0.064695	0.95273	0.53796	0.19398	0.8203	0.16899	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.16137	0.30775	0.047225	0.11499	0.032638	0.11556	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.058041	0.65561	0.16922	0.19277	0.45911	0.095507	0.85866	0.65491	0.10257	0.88443	0.63158	0.7764	0.53617
Meth__cg15589156__RAB3IL1	0.043858	0.0217	0.068486	0.054911	0.026039	0.050872	0.11273	0.23764	0.033133	0.065184	0.026235	0.066885	0.10526	0.018703	0.025187	0.027024	0.024246	0.050677	0.021877	0.13996	0.047628	0.041094	0.05049	0.11271	0.21003	0.036673	0.022541	0.039692	0.045975	0.022156	0.025172	0.020103	0.11732	0.29199	0.047671	0.029944	0.056063	0.04085	0.032778
Meth__cg15357945__PRG2	0.12219	0.035874	0.097261	0.28883	0.048279	0.083054	0.087558	0.18664	0.09019	0.11543	0.089928	0.45461	0.12962	0.02192	0.068259	0.10195	0.30391	0.12841	0.043511	0.12746	0.63045	0.065085	0.32235	0.15197	0.085994	0.054183	0.046689	0.11177	0.076101	0.055269	0.27729	0.074179	0.085242	0.081976	0.11866	0.12101	0.086388	0.14533	0.11485
Meth__cg07014174__KRTAP11-1	0.80108	0.066227	0.61858	0.40092	0.083158	0.59849	0.2214	0.86289	0.34802	0.075982	0.69621	0.56912	0.16808	0.60216	0.30272	0.42553	0.2621	0.16827	0.086181	0.10855	0.4179	0.099673	0.79426	0.17119	0.092457	0.10378	0.11318	0.062227	0.087419	0.065658	0.41576	0.11364	0.54941	0.094361	0.11243	0.06405	0.26889	0.3429	0.3176
U133A__ME1	8.3567	7.7974	5.9976	4.3669	6.2304	3.5126	6.2684	5.2956	7.5277	6.3978	6.0968	7.608	7.8782	4.659	6.6291	7.442	6.9336	7.1357	6.5106	6.5939	4.2005	8.2989	4.2227	6.5132	6.5847	8.4861	7.0108	6.7743	6.4531	6.6978	6.6297	7.1395	3.7365	8.4449	3.91	5.382	6.4445	8.5652	7.0946
Meth__cg13133883__RGR	0.07145	0.037743	0.65754	0.40608	0.082015	0.23317	0.081543	0.15756	0.14874	0.10673	0.035544	0.20482	0.17377	0.030039	0.12114	0.03821	0.10773	0.056932	0.024956	0.30532	0.17004	0.061746	0.78486	0.092401	0.082964	0.03804	0.072975	0.025707	0.076941	0.065791	0.043653	0.028388	0.41834	0.042012	0.073094	0.63315	0.09152	0.045141	0.13543
Meth__cg05244766__GSTP1	0.11996	0.31668	0.59114	0.13064	0.91995	0.24906	0.79214	0.096652	0.10259	0.10367	0.092844	0.81803	0.84734	0.32812	0.14493	0.82193	0.66551	0.25034	0.66779	0.10645	0.15052	0.71297	0.079807	0.69169	0.3036	0.13417	0.7912	0.73675	0.31736	0.12437	0.17248	0.22364	0.099159	0.70816	0.12283	0.10561	0.0508	0.27475	0.040223
Meth__cg14008119__MGC16028	0.044214	0.041645	0.075579	0.059908	0.040601	0.055878	0.033411	0.095429	0.058763	0.070629	0.049941	0.12598	0.089231	0.02516	0.05171	0.04577	0.036793	0.10085	0.037531	0.23037	0.069223	0.047503	0.050794	0.12386	0.052011	0.098772	0.043906	0.044459	0.054819	0.035634	0.039106	0.03574	0.72437	0.037953	0.050225	0.043234	0.044346	0.12558	0.06013
Meth__cg25225238__GRM3	0.60765	0.071088	0.58193	0.16772	0.12087	0.32116	0.052176	0.53629	0.45122	0.10699	0.70752	0.148	0.30114	0.61101	0.3757	0.082604	0.067422	0.067659	0.065458	0.11333	0.24907	0.075851	0.33462	0.49947	0.34339	0.12112	0.086248	0.081705	0.079736	0.077087	0.27349	0.20521	0.76859	0.083049	0.12667	0.30463	0.31582	0.3346	0.41367
Meth__cg00877887__LOC405753	0.11887	0.023047	0.78259	0.064428	0.54114	0.079194	0.70479	0.50183	0.039706	0.79216	0.72197	0.065803	0.70782	0.056839	0.030551	0.15502	0.0948	0.023217	0.033917	0.84571	0.42371	0.90654	0.91428	0.59616	0.50494	0.034729	0.62295	0.27564	0.033354	0.04473	0.2095	0.23285	0.11746	0.1135	0.2895	0.33781	0.42453	0.2645	0.26479
Meth__cg05881135__DMN	0.7199	0.055306	0.35657	0.46588	0.17985	0.069277	0.02724	0.051984	0.11277	0.046714	0.1424	0.046568	0.20233	0.040913	0.11825	0.036545	0.039386	0.16007	0.040054	0.10675	0.70498	0.07881	0.52124	0.12523	0.050573	0.098772	0.056296	0.038937	0.057427	0.042509	0.062509	0.046994	0.065454	0.07872	0.66442	0.10148	0.039779	0.19981	0.044532
Meth__cg03875678__GZMB	0.76693	0.13995	0.79379	0.76556	0.074159	0.60506	0.22609	0.1557	0.50367	0.20271	0.6396	0.16981	0.36327	0.20162	0.34033	0.1604	0.11576	0.52789	0.10683	0.41202	0.79602	0.13651	0.52536	0.10648	0.47075	0.16153	0.07904	0.081674	0.22491	0.11012	0.17575	0.13672	0.83824	0.31111	0.29551	0.10679	0.59986	0.21415	0.614
Meth__cg22635155__PDE2A	0.10923	0.025753	0.53169	0.063058	0.094317	0.095215	0.16442	0.61721	0.039166	0.049361	0.1882	0.24283	0.16117	0.034748	0.03125	0.039754	0.057947	0.087966	0.032051	0.38355	0.5399	0.078273	0.48543	0.12038	0.072199	0.1398	0.061673	0.04598	0.050883	0.037529	0.035857	0.042727	0.057519	0.23448	0.063809	0.46124	0.065536	0.060063	0.069313
Meth__cg11884546__ITGAX	0.33788	0.039255	0.60775	0.1173	0.55925	0.12878	0.089109	0.81854	0.096012	0.12123	0.3943	0.19131	0.15608	0.034941	0.0698	0.20822	0.23529	0.047021	0.038861	0.1206	0.47438	0.25663	0.53069	0.081432	0.18442	0.038944	0.093285	0.10415	0.074236	0.094502	0.042346	0.063283	0.17305	0.1723	0.087889	0.13918	0.17559	0.16576	0.15522
Meth__cg01851208__C10orf58	0.045709	0.13826	0.052683	0.046753	0.43995	0.054996	0.71196	0.050802	0.043325	0.040254	0.04975	0.07873	0.21118	0.033654	0.078799	0.11771	0.045517	0.085728	0.2092	0.043715	0.059585	0.30824	0.044288	0.075137	0.0407	0.10018	0.059781	0.046628	0.1011	0.083166	0.046401	0.26985	0.044139	0.055785	0.070926	0.051057	0.041461	0.094883	0.053499
Meth__cg03048535__FOXN4	0.47653	0.016046	0.084568	0.020525	0.55537	0.025569	0.10535	0.12348	0.020458	0.36646	0.092137	0.034238	0.058625	0.018991	0.024617	0.015113	0.016464	0.03744	0.050018	0.44063	0.048859	0.021315	0.023103	0.61631	0.026222	0.30958	0.037097	0.029354	0.023863	0.020705	0.024031	0.017881	0.20251	0.2262	0.032879	0.019514	0.029493	0.094275	0.021766
Meth__cg14121103__ABHD5	0.034707	0.034528	0.034476	0.026123	0.39797	0.042893	0.066947	0.024902	0.035443	0.035998	0.037645	0.035703	0.10238	0.021814	0.0414	0.033978	0.029695	0.088493	0.34699	0.037005	0.036085	0.11743	0.031714	0.089527	0.037904	0.070165	0.30028	0.041565	0.10946	0.052827	0.032538	0.12121	0.028556	0.043043	0.047186	0.041141	0.035261	0.047619	0.035456
U133A__S100A2	5.7104	5.2629	5.0266	5.1361	8.7308	5.1261	9.3678	11.8664	8.1017	4.6494	5.0442	9.7223	9.938	6.7237	5.0393	12.6387	7.9326	10.0914	6.775	4.9131	4.8508	7.9401	6.4604	5.843	5.1111	6.0773	7.1644	8.4703	5.6079	8.4846	10.926	8.9102	5.3655	5.9202	5.5082	5.3582	5.3529	6.4182	5.7302
Meth__cg08141873__HRAS	0.036449	0.050319	0.045968	0.044035	0.25114	0.053108	0.19929	0.079807	0.086895	0.04076	0.05443	0.095357	0.060664	0.047549	0.076141	0.14311	0.12275	0.092121	0.077967	0.040703	0.037082	0.64196	0.031695	0.53914	0.054101	0.10323	0.3082	0.053441	0.082197	0.036238	0.05832	0.42361	0.03846	0.029341	0.080895	0.046006	0.053095	0.10191	0.052367
Meth__cg27480700__ZNF480	0.095896	0.029629	0.11662	0.11835	0.027756	0.38098	0.11481	0.37398	0.029424	0.13528	0.44522	0.023907	0.2188	0.032809	0.03652	0.050235	0.025296	0.096765	0.087181	0.22373	0.10603	0.051475	0.13485	0.39516	0.16101	0.068846	0.042468	0.042989	0.095228	0.033119	0.067755	0.039066	0.059347	0.3626	0.36955	0.22319	0.092485	0.31678	0.12669
Meth__cg11873854__LCN6	0.25851	0.045477	0.44663	0.44412	0.28508	0.19971	0.14416	0.88228	0.12726	0.27059	0.15943	0.39264	0.37348	0.027486	0.11656	0.23777	0.54284	0.028564	0.041178	0.48731	0.77661	0.49739	0.83384	0.067661	0.18624	0.077682	0.14525	0.24385	0.10685	0.34403	0.072653	0.040514	0.25036	0.1542	0.079699	0.66613	0.10942	0.42634	0.084962
Meth__cg08214029__CCL18	0.11555	0.052268	0.30739	0.22748	0.041426	0.15926	0.1309	0.05337	0.13047	0.055745	0.1361	0.11328	0.14818	0.035361	0.095633	0.061078	0.11134	0.053065	0.043599	0.17738	0.7568	0.039356	0.66342	0.062049	0.091423	0.080929	0.055162	0.042957	0.070199	0.048935	0.037146	0.17307	0.33439	0.042873	0.15255	0.45122	0.097164	0.11016	0.073288
Meth__cg21604856__SUHW1	0.56026	0.067476	0.8191	0.82589	0.11175	0.70626	0.56098	0.55185	0.60837	0.095147	0.47863	0.4228	0.49046	0.054096	0.47216	0.42121	0.076366	0.12364	0.042418	0.17619	0.76456	0.11023	0.69948	0.11253	0.18134	0.072924	0.17739	0.066038	0.091028	0.05963	0.31704	0.087076	0.52693	0.20362	0.11903	0.57372	0.29943	0.28143	0.3037
U133A__NNMT	7.4816	6.4025	4.3441	4.2984	10.43	4.4886	8.6418	4.4447	4.5027	4.0426	5.1421	6.0129	6.8071	4.8556	4.2145	5.8981	7.0081	7.6329	7.5692	4.4465	4.6024	10.1086	4.1548	4.4358	4.2956	4.9538	7.6063	4.7903	4.6834	8.5814	8.774	9.9583	4.671	5.758	4.3408	8.3456	4.1626	4.4202	4.082
Meth__cg27032352__C21orf94	0.40069	0.073468	0.6167	0.29524	0.12116	0.39229	0.25408	0.39763	0.27981	0.29751	0.16216	0.2605	0.20523	0.1362	0.23665	0.13492	0.20809	0.13134	0.12285	0.10967	0.79298	0.12854	0.72462	0.11471	0.30802	0.17554	0.10664	0.071502	0.29741	0.046252	0.098029	0.10968	0.58196	0.10033	0.23805	0.12384	0.31018	0.31198	0.23063
U133A__TFF1	12.2913	8.7704	12.009	13.0647	4.5823	11.357	4.4645	5.0347	4.9526	12.0586	5.5069	4.7953	5.1295	7.7444	6.8636	5.3196	4.6565	4.7428	5.032	12.6032	7.2875	4.6427	11.0566	4.7941	12.0723	7.1696	4.5311	4.66	6.7433	5.0684	4.859	4.9279	10.1664	5.2403	4.7042	12.6332	7.8516	8.9264	12.1863
Meth__cg23984130__	0.87046	0.095529	0.72027	0.68799	0.09196	0.2501	0.033302	0.14077	0.79307	0.37072	0.40109	0.40737	0.15511	0.06986	0.59756	0.18255	0.069043	0.087997	0.10677	0.10825	0.12777	0.081875	0.59518	0.13855	0.43358	0.19014	0.11467	0.078565	0.087285	0.066827	0.10613	0.073952	0.82706	0.206	0.086814	0.46876	0.47577	0.18309	0.48163
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.85579	0.26766	0.65145	0.5084	0.19125	0.87967	0.030791	0.12115	0.049059	0.026081	0.038788	0.015965	0.026163	0.08219	0.015296	0.029385	0.038066	0.79989	0.87192	0.026184	0.081333	0.23152	0.3845	0.025269	0.78031	0.10749	0.04497	0.037572	0.20682	0.031716	0.30237	0.40347	0.067888	0.80817	0.51508	0.057265	0.53754
Meth__cg13590277__SYNPO	0.20588	0.31679	0.87017	0.38579	0.27326	0.35939	0.083965	0.32094	0.036496	0.2452	0.27493	0.29761	0.21092	0.18548	0.1719	0.19117	0.12168	0.19506	0.027956	0.73661	0.86477	0.043629	0.87415	0.078281	0.74506	0.12703	0.2538	0.14133	0.34606	0.12786	0.039111	0.058402	0.70151	0.45964	0.20082	0.70308	0.44093	0.26007	0.31395
Meth__cg24006361__EPN3	0.024376	0.03443	0.019226	0.025888	0.25121	0.051429	0.83025	0.025289	0.043843	0.025812	0.027719	0.04486	0.058472	0.013045	0.053723	0.029285	0.19383	0.082523	0.028608	0.029326	0.035904	0.89174	0.026316	0.10564	0.027013	0.06636	0.34949	0.035084	0.077218	0.048005	0.026226	0.06594	0.03469	0.023396	0.030478	0.035104	0.031071	0.06163	0.028844
Meth__cg21006686__NOS1	0.94101	0.037051	0.8299	0.83227	0.31155	0.83437	0.3272	0.54561	0.034891	0.88465	0.54905	0.52718	0.76192	0.031875	0.031561	0.46924	0.6053	0.051531	0.037815	0.8798	0.77321	0.12451	0.94405	0.14028	0.85875	0.042599	0.84972	0.30898	0.13984	0.069146	0.75959	0.033841	0.046043	0.31518	0.2174	0.93336	0.53417	0.48981	0.53299
Meth__cg14696820__LCE1A	0.78181	0.054517	0.80997	0.81211	0.070148	0.52188	0.052207	0.52887	0.48598	0.34674	0.20579	0.60197	0.56735	0.022814	0.40042	0.12982	0.48675	0.073207	0.032323	0.58376	0.17347	0.051905	0.71334	0.10847	0.63104	0.14728	0.25818	0.044434	0.11369	0.061383	0.055471	0.047187	0.76557	0.41672	0.28441	0.71889	0.53258	0.6129	0.65508
Meth__cg00615377__RBM9	0.079363	0.067375	0.17169	0.75395	0.035771	0.74465	0.080727	0.061351	0.082116	0.26139	0.80537	0.12495	0.13155	0.10121	0.12263	0.056203	0.055706	0.091474	0.06266	0.39959	0.79253	0.06016	0.83628	0.1074	0.11435	0.074634	0.0665	0.068824	0.13734	0.070647	0.067497	0.059602	0.30949	0.16064	0.12472	0.7657	0.8268	0.24246	0.78353
Meth__cg03440846__ACSS2	0.056238	0.03975	0.79236	0.11188	0.55104	0.092432	0.21512	0.58245	0.092146	0.20177	0.56727	0.44609	0.082797	0.085854	0.11546	0.06733	0.18194	0.14317	0.039103	0.17007	0.85658	0.49577	0.44832	0.12271	0.080186	0.13195	0.27798	0.31838	0.12285	0.034127	0.084981	0.051026	0.7005	0.093968	0.092251	0.8367	0.064725	0.14884	0.041809
Meth__cg00690280__WFDC10B	0.72502	0.11359	0.82416	0.84792	0.048012	0.72424	0.19799	0.66582	0.8318	0.22644	0.11209	0.72885	0.80378	0.070467	0.62682	0.21907	0.085552	0.11567	0.059601	0.74715	0.84875	0.090815	0.82097	0.11733	0.6864	0.13112	0.16801	0.097418	0.13587	0.25129	0.12862	0.077968	0.82131	0.228	0.063195	0.8396	0.44008	0.372	0.7434
Meth__cg00230502__CCDC60	0.19391	0.087622	0.49768	0.79667	0.16703	0.66808	0.20512	0.76953	0.066473	0.063765	0.39227	0.55688	0.29992	0.03357	0.079347	0.096715	0.15764	0.12805	0.050639	0.15081	0.75844	0.10199	0.80469	0.26889	0.10966	0.08415	0.084731	0.082126	0.12832	0.078121	0.32898	0.072522	0.2305	0.61563	0.1591	0.053363	0.32229	0.60558	0.69709
Meth__cg15612436__MPPED1	0.29544	0.016418	0.38883	0.23512	0.038556	0.32837	0.085416	0.79577	0.024248	0.054453	0.10292	0.36608	0.33508	0.023475	0.021561	0.060209	0.45336	0.029026	0.023662	0.38087	0.65658	0.50211	0.78027	0.041153	0.11905	0.035194	0.12705	0.025136	0.026986	0.26268	0.025477	0.031002	0.054965	0.042239	0.053094	0.36844	0.22685	0.079992	0.06719
Meth__cg05627103__KIAA1984	0.047472	0.1654	0.044339	0.038547	0.96261	0.057034	0.96082	0.1107	0.087317	0.042011	0.24665	0.6406	0.44824	0.036527	0.12031	0.24799	0.11654	0.076936	0.47367	0.065835	0.040181	0.60136	0.042921	0.67416	0.049384	0.066557	0.96543	0.39514	0.13686	0.083784	0.04565	0.89997	0.041602	0.051008	0.13584	0.049454	0.048894	0.11023	0.048718
Meth__cg17965019__HIST1H3J	0.089058	0.068323	0.93572	0.71888	0.41718	0.64613	0.087236	0.9509	0.42474	0.93683	0.56476	0.048635	0.50866	0.95178	0.47139	0.055505	0.05349	0.51427	0.95177	0.083792	0.93724	0.071355	0.61503	0.60071	0.44581	0.076432	0.062504	0.057417	0.098646	0.92441	0.92851	0.65062	0.9458	0.62882	0.72536	0.056051	0.058437	0.47374	0.06059
Meth__cg19177941__ALDH1A3	0.65452	0.11564	0.86285	0.7929	0.97054	0.86933	0.036452	0.15491	0.041659	0.77254	0.9603	0.040326	0.043047	0.87113	0.052804	0.074262	0.087499	0.075738	0.088324	0.69424	0.49036	0.071282	0.38632	0.81726	0.62711	0.4558	0.038271	0.043553	0.099593	0.46801	0.055653	0.63404	0.085723	0.6284	0.33599	0.064319	0.53313	0.26677	0.82475
Meth__cg17050972__HIST1H2AJ	0.034064	0.027551	0.031363	0.43004	0.43368	0.029596	0.090512	0.36636	0.25903	0.61253	0.66052	0.031193	0.057143	0.023757	0.21596	0.023529	0.026098	0.072549	0.36074	0.032611	0.33547	0.042363	0.90788	0.39913	0.028882	0.074541	0.037462	0.024628	0.02608	0.041316	0.022497	0.03817	0.14938	0.83846	0.1454	0.31741	0.049284	0.053972	0.031452
Meth__cg22478614__DEFB4	0.28287	0.021362	0.12257	0.35208	0.023489	0.053082	0.034359	0.47607	0.14975	0.027813	0.38095	0.87236	0.29478	0.021565	0.14991	0.36433	0.49339	0.047105	0.014241	0.60818	0.35873	0.032531	0.90716	0.26906	0.29036	0.061768	0.34713	0.023174	0.035241	0.026075	0.021707	0.036893	0.70779	0.14773	0.039703	0.60196	0.28148	0.085074	0.36487
U133A__TRIM16	6.1574	6.1974	5.7526	6.4896	7.8195	6.6675	6.4563	6.8223	7.0869	5.7686	6.3137	8.2659	7.3056	7.7113	6.6343	7.8839	7.5431	5.7772	7.4161	6.7198	6.2253	7.6578	5.7971	5.9195	7.4512	6.3	7.3268	7.1158	7.0752	6.5095	7.3537	6.161	7.2962	6.0595	6.0184	6.2297	6.5469	6.0031	6.4635
Meth__cg15746620__EMR3	0.11815	0.083875	0.6386	0.4658	0.064548	0.6275	0.13984	0.20718	0.057713	0.48686	0.18606	0.11956	0.26412	0.20214	0.064658	0.19728	0.35845	0.10536	0.082281	0.62254	0.5752	0.14376	0.27357	0.093798	0.11849	0.16606	0.15911	0.15524	0.14035	0.049468	0.060765	0.10622	0.52257	0.31525	0.1335	0.81972	0.17602	0.12013	0.37103
Meth__cg05608188__FLJ13576	0.049011	0.046001	0.041305	0.037745	0.67962	0.08621	0.10526	0.051422	0.48918	0.06259	0.039499	0.088041	0.15951	0.025485	0.30205	0.051887	0.061314	0.079932	0.040814	0.044267	0.049114	0.049134	0.038361	0.10199	0.054568	0.068033	0.046477	0.053119	0.095548	0.051818	0.036818	0.048077	0.041781	0.087862	0.16424	0.059526	0.055378	0.074517	0.053614
Meth__cg09470640__PTPRO	0.59588	0.17997	0.28171	0.25065	0.40004	0.3351	0.16532	0.35245	0.043167	0.048855	0.39755	0.059622	0.67006	0.07604	0.13091	0.044939	0.049113	0.084643	0.063304	0.4554	0.19261	0.079572	0.27348	0.71052	0.16549	0.064121	0.036694	0.33316	0.077203	0.056146	0.027745	0.34641	0.68963	0.88521	0.57468	0.101	0.10386	0.10696	0.090553
Meth__cg26499286__KRTAP17-1	0.49132	0.023631	0.49645	0.55329	0.24599	0.16404	0.33145	0.75897	0.26116	0.077064	0.12933	0.58116	0.45292	0.082203	0.20651	0.24625	0.31008	0.17365	0.068338	0.24753	0.5519	0.044125	0.85212	0.2358	0.089531	0.032987	0.11829	0.26112	0.086641	0.03869	0.09734	0.039723	0.33673	0.25845	0.20826	0.34036	0.13973	0.42113	0.10816
Meth__cg04001842__LOC405753	0.42231	0.013454	0.91468	0.30446	0.3816	0.43997	0.88508	0.96646	0.02143	0.61498	0.91355	0.27089	0.93513	0.044058	0.026374	0.39497	0.10598	0.048631	0.017523	0.86576	0.095408	0.92077	0.81593	0.68735	0.90487	0.028041	0.91988	0.54851	0.030067	0.031375	0.022485	0.019485	0.55216	0.75867	0.088957	0.4981	0.34543	0.058361	0.63526
Meth__cg15531099__LCE1D	0.81173	0.041343	0.92995	0.90359	0.1048	0.53506	0.037664	0.64127	0.61993	0.30213	0.19871	0.58719	0.61163	0.034714	0.59369	0.10096	0.31213	0.11367	0.055215	0.37912	0.10698	0.082044	0.92618	0.15029	0.73627	0.13333	0.21468	0.038738	0.10605	0.061326	0.071679	0.04472	0.84471	0.54579	0.26837	0.79005	0.53518	0.8231	0.66118
Meth__cg03138091__OSMR	0.12368	0.0239	0.80902	0.71173	0.022933	0.13974	0.011464	0.017902	0.1356	0.22471	0.024757	0.017783	0.054894	0.20514	0.30665	0.041097	0.022246	0.040872	0.02067	0.24858	0.8673	0.028537	0.50926	0.084037	0.46033	0.04612	0.020369	0.043623	0.10511	0.024653	0.019998	0.021626	0.68153	0.20007	0.053609	0.045693	0.10989	0.17332	0.54668
U133A__SOD2	5.5088	6.9736	4.881	5.1914	7.7208	5.6061	6.9795	6.6548	7.6545	5.7471	8.3722	6.5132	7.3532	5.281	5.9588	7.7653	6.3289	7.5586	6.3059	6.0585	6.0706	8.5843	5.3729	5.5954	5.823	6.3231	11.1784	8.2402	6.0321	7.3062	8.7586	9.3681	4.9814	6.5449	5.6744	6.295	4.8445	5.1503	6.1557
Meth__cg04969808__WNT7A	0.82159	0.05208	0.7245	0.55575	0.84841	0.84286	0.13265	0.05549	0.048102	0.056374	0.9426	0.14289	0.94404	0.039774	0.052643	0.045494	0.1465	0.11054	0.051441	0.96018	0.67085	0.069702	0.97724	0.93291	0.047318	0.068518	0.060361	0.060642	0.076387	0.051545	0.064404	0.072895	0.82903	0.97139	0.56266	0.29071	0.060763	0.94423	0.053
Meth__cg02657360__H19	0.31964	0.041697	0.081668	0.53404	0.69735	0.11566	0.65396	0.28977	0.076597	0.84892	0.62975	0.87579	0.70408	0.038225	0.070743	0.12836	0.14376	0.12608	0.050652	0.3508	0.467	0.21727	0.25616	0.16596	0.096187	0.068258	0.1433	0.085003	0.089755	0.0349	0.11232	0.045181	0.77887	0.79718	0.12025	0.87963	0.09633	0.073774	0.053448
Meth__cg15590780__USH2A	0.83243	0.20216	0.78728	0.8049	0.56308	0.34399	0.46014	0.44475	0.74549	0.20933	0.38816	0.099738	0.38116	0.74531	0.60218	0.40347	0.60227	0.20374	0.13516	0.058923	0.81852	0.11502	0.90102	0.6124	0.50598	0.13586	0.142	0.10275	0.30381	0.081135	0.69327	0.11618	0.72541	0.087067	0.26648	0.077676	0.69207	0.2887	0.27266
Meth__cg22672790__GABRA6	0.89531	0.41649	0.89311	0.64329	0.073862	0.77026	0.17694	0.10743	0.83073	0.47545	0.65255	0.22912	0.25671	0.8454	0.70926	0.17284	0.14785	0.20888	0.11376	0.64146	0.49186	0.072636	0.90288	0.11925	0.44467	0.1596	0.063313	0.06514	0.1462	0.06827	0.28479	0.14758	0.92237	0.068845	0.093436	0.095582	0.89679	0.1366	0.82028
Meth__cg05722552__NLGN1	0.077235	0.062436	0.86177	0.25377	0.29756	0.4849	0.13703	0.79152	0.085366	0.080921	0.17772	0.23223	0.6003	0.13934	0.066834	0.073643	0.044657	0.054617	0.072177	0.17325	0.81502	0.079528	0.51795	0.082728	0.075348	0.086839	0.084046	0.043346	0.14586	0.050413	0.060362	0.10112	0.73828	0.064076	0.13204	0.11576	0.38554	0.25704	0.75785
Meth__cg14314889__OR1E2	0.57682	0.033208	0.64087	0.03974	0.11834	0.15843	0.027847	0.23179	0.079042	0.063533	0.41599	0.55985	0.16041	0.054154	0.12291	0.23011	0.37169	0.14849	0.02276	0.28114	0.85211	0.13736	0.39538	0.16138	0.035748	0.13947	0.050919	0.054176	0.057372	0.032783	0.12302	0.055291	0.29395	0.50192	0.045338	0.75214	0.21919	0.41288	0.047609
Meth__cg27513764__EFCAB3	0.13327	0.10507	0.752	0.77174	0.11785	0.48836	0.18224	0.42416	0.42544	0.66018	0.10747	0.25763	0.4309	0.048188	0.36635	0.47842	0.76249	0.16384	0.087805	0.38592	0.87314	0.057079	0.40452	0.27508	0.33272	0.15765	0.21222	0.25916	0.20961	0.063388	0.11983	0.12434	0.80139	0.39599	0.059429	0.16699	0.20509	0.54335	0.15379
Meth__cg08569678__LY6K	0.79822	0.22158	0.8864	0.86349	0.039585	0.86276	0.070053	0.071613	0.056811	0.90052	0.79834	0.035944	0.12366	0.81614	0.46143	0.056896	0.072963	0.23339	0.043153	0.88424	0.82278	0.041467	0.86085	0.071037	0.88314	0.37056	0.048084	0.067623	0.33484	0.060388	0.047138	0.056778	0.90518	0.92339	0.50023	0.89234	0.90284	0.84654	0.87038
U133A__PCSK1N	8.5701	5.1548	6.9004	8.3513	6.1553	7.586	5.4867	6.7564	7.5637	7.2533	6.7813	6.0571	5.9201	5.5088	6.8148	6.8731	6.6252	4.8381	5.3818	7.0645	8.6712	7.6635	6.1384	5.4779	8.9092	5.3401	6.4129	6.0395	5.3148	6.3185	5.3578	5.7835	7.1748	5.9004	5.8583	8.7879	5.7695	5.377	6.6894
