Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg14289511__FLJ45256	0.92972	0.036629	0.89717	0.20005	0.23066	0.036248	0.84967	0.10008	0.083595	0.47545	0.04209	0.83351	0.91682	0.43722	0.077982	0.38084	0.47617	0.064379	0.26582	0.61734	0.76477	0.91956	0.051225	0.84179	0.8671	0.75217	0.046984	0.88043	0.059923	0.021788	0.050697	0.052437	0.91853	0.91275	0.44878	0.88438	0.49973	0.17491	0.84474
Meth__cg11277230__MGC26744	0.26114	0.87228	0.9486	0.724	0.44921	0.68993	0.15424	0.12324	0.20167	0.41208	0.052779	0.67502	0.6227	0.93994	0.133	0.88569	0.2039	0.14364	0.33313	0.26994	0.24613	0.65846	0.089598	0.22446	0.39044	0.14943	0.082826	0.59769	0.51522	0.073186	0.0789	0.42838	0.90462	0.11493	0.23082	0.083188	0.58223	0.14881	0.71841
Meth__cg14481222__BIRC3	0.14946	0.085177	0.109	0.080137	0.093654	0.080911	0.13068	0.12164	0.078876	0.1023	0.095488	0.27896	0.086587	0.13243	0.10042	0.55898	0.12275	0.22065	0.11341	0.084476	0.15123	0.16135	0.10285	0.11815	0.19711	0.10673	0.21174	0.17397	0.17294	0.082372	0.11645	0.084345	0.83386	0.138	0.40338	0.11154	0.099802	0.24744	0.11304
Meth__cg10503234__FSTL3	0.49831	0.056063	0.053354	0.12219	0.047336	0.060171	0.36449	0.1405	0.11751	0.066986	0.29463	0.11064	0.21231	0.094075	0.17798	0.64085	0.038553	0.11079	0.21716	0.23655	0.059518	0.10484	0.033763	0.70687	0.090671	0.37375	0.51244	0.62921	0.1769	0.080027	0.031195	0.041754	0.23906	0.40794	0.062108	0.058838	0.072348	0.16901	0.043844
Meth__cg08300622__SCML2	0.5394	0.12846	0.16328	0.12808	0.39913	0.045729	0.095973	0.063393	0.059462	0.60997	0.055903	0.37315	0.43248	0.44555	0.057708	0.050098	0.076931	0.41986	0.31721	0.054774	0.092505	0.60128	0.24682	0.48863	0.12461	0.40911	0.40204	0.40703	0.47735	0.49243	0.054874	0.50927	0.3225	0.066801	0.084811	0.38717	0.32803	0.61566	0.065877
Meth__cg18979491__LBP	0.17217	0.048797	0.63837	0.51741	0.26538	0.088703	0.3393	0.62216	0.11224	0.24355	0.24041	0.75264	0.43094	0.0578	0.090219	0.16653	0.34546	0.13072	0.06592	0.27966	0.24283	0.89415	0.28111	0.17369	0.072552	0.20113	0.12867	0.11815	0.064395	0.13314	0.061055	0.070701	0.3416	0.12134	0.053702	0.2705	0.15196	0.12079	0.097749
Meth__cg24805239__DFNA5	0.50168	0.023478	0.72422	0.83046	0.60905	0.031913	0.94933	0.9772	0.15395	0.030798	0.048323	0.61842	0.79541	0.07443	0.11715	0.042801	0.17334	0.057774	0.033517	0.91995	0.82814	0.45819	0.021948	0.61509	0.041359	0.48195	0.17694	0.93299	0.1934	0.027773	0.039433	0.068748	0.66947	0.87482	0.56428	0.035162	0.4661	0.81095	0.81941
Meth__cg14008119__MGC16028	0.044214	0.041645	0.06241	0.075579	0.059908	0.040601	0.055878	0.095429	0.058763	0.070629	0.049941	0.12598	0.089231	0.02516	0.05171	0.04577	0.036793	0.10085	0.037531	0.055745	0.23037	0.069223	0.047503	0.050794	0.12386	0.052011	0.098772	0.084074	0.054819	0.035634	0.039106	0.03574	0.72437	0.037953	0.050225	0.043234	0.044346	0.12558	0.06013
Meth__cg14049461__GRID2	0.44906	0.046197	0.40248	0.10456	0.079894	0.069112	0.12034	0.13605	0.043835	0.054656	0.11456	0.14886	0.39007	0.064126	0.064492	0.091005	0.047456	0.17448	0.34323	0.2186	0.089963	0.8788	0.065169	0.29234	0.43916	0.056239	0.14995	0.47544	0.080217	0.04893	0.066667	0.41605	0.093769	0.5554	0.14643	0.065078	0.060097	0.097547	0.065833
Meth__cg04172348__SYN2	0.80988	0.063827	0.95211	0.94073	0.86205	0.8493	0.91053	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.084716	0.18587	0.10869	0.90551	0.82197	0.88635	0.044455	0.92515	0.88641	0.71732	0.17303	0.88276	0.09482	0.043517	0.045506	0.61027	0.94575	0.41927	0.13652	0.89902	0.61256	0.41789	0.71698
Meth__cg10305797__UNQ467	0.83815	0.081272	0.89444	0.90325	0.80811	0.095983	0.77086	0.82757	0.026652	0.74507	0.3895	0.85683	0.84607	0.023164	0.040603	0.51905	0.46435	0.035297	0.02241	0.80646	0.84126	0.90815	0.16025	0.91508	0.10595	0.70273	0.10881	0.2242	0.25599	0.26242	0.23914	0.037441	0.74012	0.69137	0.36993	0.85738	0.4162	0.78063	0.70979
Meth__cg07090813__PHGDH	0.067308	0.044713	0.065665	0.081155	0.14414	0.28509	0.13864	0.10148	0.090148	0.14791	0.079604	0.34435	0.173	0.035495	0.11651	0.19003	0.051884	0.1343	0.056504	0.07013	0.086439	0.67779	0.35547	0.070166	0.2494	0.058169	0.099721	0.11866	0.18396	0.040533	0.063431	0.071042	0.20399	0.04182	0.072483	0.048232	0.15882	0.12719	0.085999
Meth__cg06953995__PALM2-AKAP2	0.03849	0.042196	0.052538	0.43125	0.061552	0.03193	0.53555	0.020859	0.035055	0.04219	0.031588	0.062429	0.083712	0.16649	0.044139	0.047681	0.031808	0.059098	0.032092	0.34067	0.27469	0.073438	0.0483	0.10288	0.056929	0.049773	0.051387	0.61766	0.10278	0.035915	0.031697	0.032017	0.11345	0.13207	0.064151	0.053695	0.039254	0.26811	0.04307
Meth__cg14550518__ZNF659	0.28245	0.024115	0.088289	0.65838	0.071339	0.026826	0.20037	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.72334	0.074787	0.16814	0.046078	0.11533	0.12837	0.027735	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.77974	0.052541	0.039221	0.41793	0.029609	0.79925	0.13408	0.044002	0.037167	0.23984	0.14297	0.25774
Meth__cg11115427__PHYH	0.058683	0.051412	0.46199	0.28891	0.33903	0.41661	0.24816	0.18162	0.038555	0.060056	0.22801	0.47229	0.20066	0.24731	0.049537	0.43934	0.1406	0.099289	0.076025	0.16163	0.18093	0.3035	0.169	0.13769	0.18916	0.14221	0.053805	0.36458	0.16467	0.033849	0.29227	0.074325	0.23271	0.04716	0.083269	0.033531	0.084219	0.043861	0.057425
Meth__cg14894216__CATSPER1	0.22781	0.10667	0.76796	0.76334	0.42162	0.095629	0.31169	0.47553	0.12248	0.14807	0.28099	0.53892	0.44097	0.092901	0.1176	0.55625	0.10633	0.23094	0.11407	0.5594	0.23439	0.36617	0.14918	0.80384	0.83939	0.11046	0.10566	0.13832	0.15314	0.11629	0.054128	0.11648	0.16649	0.22973	0.13015	0.14059	0.09937	0.16053	0.10644
Meth__cg01017147__DNM3	0.91203	0.064695	0.93071	0.95273	0.53796	0.19398	0.8203	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.16137	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.66365	0.16922	0.19277	0.45911	0.095507	0.85866	0.65491	0.10257	0.88443	0.63158	0.7764	0.53617
Meth__cg09903430__ST3GAL3	0.040159	0.03659	0.16765	0.069402	0.034032	0.038991	0.061026	0.15427	0.04293	0.055826	0.040857	0.20621	0.12715	0.050886	0.049613	0.042703	0.035958	0.07089	0.032996	0.052267	0.056344	0.079691	0.10878	0.213	0.11413	0.12139	0.4365	0.097434	0.068913	0.03757	0.031924	0.04297	0.045723	0.032039	0.15316	0.10648	0.040219	0.77865	0.038513
Meth__cg09204187__FLJ14346	0.28527	0.33077	0.85601	0.79095	0.32857	0.051261	0.11141	0.043721	0.52666	0.56877	0.032864	0.78793	0.20076	0.91657	0.5149	0.075583	0.058749	0.099806	0.23236	0.55673	0.33261	0.24761	0.59085	0.89659	0.06706	0.40741	0.11229	0.30048	0.49272	0.032698	0.039689	0.060331	0.74909	0.036196	0.25966	0.62732	0.11231	0.45049	0.042977
Meth__cg12858460__EOMES	0.58499	0.065293	0.53091	0.072857	0.090619	0.056546	0.88393	0.10847	0.052943	0.5063	0.19194	0.11798	0.12651	0.9062	0.11369	0.052632	0.05367	0.10912	0.43241	0.32198	0.4839	0.53928	0.061381	0.5664	0.8722	0.051759	0.67342	0.57015	0.16429	0.088974	0.050012	0.057154	0.052164	0.87869	0.52327	0.21166	0.58818	0.63564	0.88564
Meth__cg01580888__RHPN2	0.038298	0.052911	0.51259	0.18257	0.512	0.27321	0.065916	0.035344	0.016787	0.20367	0.042638	0.10347	0.16626	0.48895	0.021102	0.1861	0.064693	0.053237	0.046259	0.042554	0.046313	0.31816	0.041484	0.048467	0.097969	0.11027	0.028426	0.064548	0.14715	0.020696	0.021141	0.037982	0.10216	0.31543	0.030203	0.032309	0.26606	0.15139	0.19783
Meth__cg22228134__GZMH	0.51981	0.07767	0.26795	0.84291	0.67675	0.10357	0.83465	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.16153	0.089014	0.19466	0.13186	0.71209	0.098259	0.40918	0.48309	0.92366	0.094026	0.89279	0.13308	0.17355	0.14606	0.14939	0.16146	0.11093	0.4087	0.091229	0.63483	0.39152	0.14086	0.50077	0.50889	0.14205	0.44938
Meth__cg14213992__ZNF546	0.05307	0.67068	0.95232	0.3861	0.11903	0.053089	0.20379	0.69415	0.41284	0.19626	0.57793	0.82581	0.94354	0.12844	0.3317	0.1053	0.029592	0.229	0.36385	0.72909	0.61012	0.079103	0.67828	0.40563	0.063368	0.43093	0.063531	0.20218	0.36963	0.025049	0.03876	0.078144	0.6778	0.067811	0.12878	0.046273	0.22025	0.65117	0.21561
Meth__cg18630855__CEBPZ	0.035045	0.027175	0.2091	0.042162	0.028061	0.033215	0.091294	0.32679	0.027638	0.12257	0.040312	0.040333	0.041202	0.08967	0.033706	0.032798	0.022076	0.045624	0.020671	0.036567	0.031182	0.038797	0.038422	0.029386	0.17277	0.037151	0.046815	0.13235	0.049783	0.040675	0.026923	0.030131	0.0288	0.026784	0.063402	0.035112	0.029094	0.11458	0.039861
Meth__cg01761409__RAB38	0.78941	0.032149	0.82698	0.33481	0.2083	0.54841	0.42468	0.94792	0.027341	0.03725	0.6054	0.024677	0.8862	0.48255	0.024061	0.1142	0.014703	0.18887	0.041156	0.096237	0.32918	0.89392	0.28043	0.041208	0.20791	0.027005	0.044489	0.51521	0.051866	0.036478	0.016541	0.036345	0.30632	0.45235	0.071111	0.093804	0.32541	0.30741	0.15736
Meth__cg26689483__QDPR	0.058962	0.85369	0.86999	0.099822	0.70647	0.054573	0.50643	0.45751	0.057149	0.85393	0.08317	0.1519	0.20555	0.57653	0.14257	0.063258	0.062644	0.18405	0.06362	0.86165	0.85767	0.64304	0.57833	0.42171	0.57082	0.7946	0.26166	0.26189	0.66361	0.078431	0.058416	0.088161	0.81632	0.16981	0.10413	0.26835	0.73413	0.5342	0.8749
Meth__cg15746620__EMR3	0.11815	0.083875	0.14927	0.6386	0.4658	0.064548	0.6275	0.20718	0.057713	0.48686	0.18606	0.11956	0.26412	0.20214	0.064658	0.19728	0.35845	0.10536	0.082281	0.41653	0.62254	0.5752	0.14376	0.27357	0.093798	0.11849	0.16606	0.33088	0.14035	0.049468	0.060765	0.10622	0.52257	0.31525	0.1335	0.81972	0.17602	0.12013	0.37103
Meth__cg11393848__C1QC	0.019662	0.016798	0.15953	0.10025	0.062492	0.021385	0.071311	0.2645	0.039505	0.33825	0.019167	0.046811	0.12923	0.013817	0.036946	0.047653	0.16395	0.026996	0.019135	0.12934	0.09636	0.22421	0.038609	0.07405	0.033465	0.030565	0.02146	0.16088	0.048845	0.043458	0.03487	0.032485	0.074005	0.055039	0.047121	0.024006	0.021261	0.21995	0.017721
Meth__cg24358465__HIST1H2AG	0.047799	0.019637	0.065586	0.033708	0.91227	0.024192	0.86877	0.039513	0.025315	0.98345	0.06696	0.040009	0.078318	0.99088	0.036839	0.026458	0.016321	0.037636	0.027891	0.026439	0.036141	0.037061	0.033947	0.035739	0.055669	0.040663	0.07291	0.052465	0.077364	0.018767	0.02818	0.058729	0.057862	0.7382	0.94992	0.040383	0.068771	0.072032	0.07563
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.11243	0.56876	0.087703	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.49262	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.36097	0.088301	0.16282	0.78959	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.088505	0.20277	0.12924	0.09515	0.1634	0.45619
Meth__cg04924696__FLJ25444	0.58436	0.11332	0.067883	0.056898	0.42771	0.036953	0.049681	0.060976	0.051634	0.39799	0.061011	0.65775	0.41545	0.53831	0.054901	0.043377	0.053829	0.50999	0.637	0.042534	0.05544	0.59847	0.47713	0.53164	0.085144	0.52337	0.51038	0.53162	0.51602	0.57369	0.048807	0.59207	0.60705	0.025531	0.21072	0.52285	0.43524	0.65246	0.050263
Meth__cg27560922__ARHGDIG	0.16737	0.047577	0.81606	0.048861	0.050301	0.84785	0.74232	0.6708	0.04462	0.057611	0.9274	0.56457	0.87597	0.1102	0.06065	0.12675	0.052203	0.13806	0.055768	0.080424	0.059566	0.30669	0.1545	0.12428	0.81363	0.055264	0.1025	0.79672	0.08571	0.055151	0.062751	0.041726	0.091815	0.44915	0.088407	0.076499	0.073966	0.53986	0.057767
Meth__cg22775000__TMEFF1	0.97093	0.05175	0.96156	0.80554	0.8692	0.086228	0.9667	0.24948	0.01772	0.76783	0.027192	0.54182	0.93548	0.44636	0.11334	0.062483	0.021191	0.22327	0.25444	0.79107	0.27803	0.9719	0.01985	0.90779	0.39338	0.046953	0.083996	0.14753	0.35156	0.018723	0.058075	0.45251	0.41604	0.95621	0.91364	0.93126	0.90202	0.34967	0.7497
Meth__cg00605270__SMPDL3B	0.033395	0.018038	0.34514	0.030471	0.046383	0.043337	0.04376	0.019998	0.027614	0.028082	0.031292	0.12532	0.03827	0.022691	0.029063	0.020765	0.029281	0.03944	0.068518	0.031234	0.041399	0.037382	0.046525	0.02102	0.11633	0.023867	0.05919	0.049136	0.051819	0.031786	0.02643	0.027495	0.064644	0.022481	0.022918	0.086948	0.026108	0.067891	0.087415
Meth__cg01824804__LOX	0.098663	0.18623	0.47649	0.096379	0.10447	0.065911	0.54058	0.087756	0.076542	0.080889	0.12839	0.086953	0.29606	0.045344	0.066946	0.090064	0.081658	0.089896	0.065785	0.43696	0.075304	0.11059	0.088999	0.18014	0.12632	0.07578	0.13436	0.50199	0.10757	0.067369	0.061463	0.087932	0.29462	0.657	0.14392	0.084681	0.10139	0.11845	0.11473
Meth__cg01437411__ATN1	0.24294	0.20949	0.81932	0.61202	0.55208	0.21421	0.53664	0.29446	0.094225	0.30899	0.032166	0.17033	0.67576	0.17507	0.15518	0.12493	0.13705	0.1597	0.044494	0.31951	0.63497	0.55034	0.1277	0.25604	0.085985	0.71026	0.26763	0.13082	0.57682	0.03832	0.059741	0.059684	0.38905	0.66095	0.079473	0.14546	0.10251	0.29885	0.066446
Meth__cg03167883__FLJ46365	0.78458	0.066197	0.55375	0.77302	0.85591	0.057775	0.71062	0.83098	0.048406	0.37563	0.78852	0.35561	0.53666	0.08947	0.065444	0.62875	0.07173	0.54714	0.039449	0.75058	0.68991	0.13063	0.060925	0.84019	0.15672	0.27013	0.14494	0.5683	0.11122	0.05162	0.062952	0.059578	0.82152	0.76068	0.11388	0.59709	0.42627	0.54082	0.45067
Meth__cg21958798__GUCY1A2	0.071599	0.071005	0.92033	0.05986	0.040047	0.043829	0.08048	0.17559	0.064407	0.063333	0.7822	0.20482	0.41599	0.044174	0.060509	0.45515	0.051117	0.11032	0.39908	0.075292	0.095106	0.15125	0.093027	0.045755	0.89516	0.063151	0.12012	0.10547	0.1003	0.036589	0.04432	0.070556	0.047543	0.061707	0.08422	0.053104	0.07082	0.12344	0.083785
Meth__cg03079681__CDKN2A	0.063554	0.052506	0.52308	0.086167	0.036117	0.038042	0.055957	0.043632	0.044026	0.046419	0.072684	0.047531	0.060783	0.032372	0.051043	0.041452	0.50257	0.073762	0.045677	0.057737	0.07914	0.043446	0.049243	0.038577	0.58395	0.072775	0.092409	0.088077	0.064707	0.45346	0.27183	0.19267	0.044344	0.041007	0.12001	0.063431	0.052099	0.12694	0.050702
Meth__cg03790207__PEX6	0.042997	0.038908	0.55145	0.047011	0.50284	0.030555	0.04168	0.53936	0.029606	0.036792	0.046735	0.029922	0.59863	0.62321	0.033737	0.039558	0.032183	0.066998	0.036271	0.76001	0.62152	0.067764	0.20719	0.032092	0.060757	0.4393	0.077752	0.077907	0.087373	0.030083	0.0341	0.042663	0.037302	0.021943	0.06394	0.07785	0.040933	0.11444	0.033341
Meth__cg21351994__EMX1	0.064597	0.19839	0.090284	0.06795	0.056574	0.051397	0.91365	0.17361	0.047226	0.063208	0.18415	0.19494	0.17047	0.20477	0.053278	0.098326	0.21854	0.10203	0.45476	0.071076	0.085846	0.072055	0.17916	0.70677	0.91217	0.083695	0.12925	0.53046	0.19998	0.055725	0.089417	0.083326	0.052291	0.046601	0.098868	0.061853	0.055796	0.68687	0.074593
Meth__cg23943360__LDLR	0.058636	0.052358	0.057643	0.045888	0.04803	0.040153	0.065059	0.04855	0.043867	0.086023	0.05105	0.10123	0.12784	0.054971	0.055668	0.053474	0.051127	0.10179	0.71864	0.054228	0.052322	0.28392	0.041635	0.032677	0.085141	0.060815	0.08642	0.067578	0.14379	0.045736	0.049141	0.058505	0.079037	0.048827	0.10914	0.065752	0.06311	0.18729	0.081008
Meth__cg19740287__MOSPD2	0.3725	0.042788	0.050757	0.03702	0.039861	0.039583	0.046174	0.044521	0.043284	0.057416	0.039902	0.29744	0.26435	0.24224	0.046396	0.032598	0.038206	0.15287	0.40907	0.034805	0.038467	0.2302	0.043606	0.38574	0.083881	0.34543	0.074301	0.11613	0.07017	0.39066	0.037925	0.11212	0.1655	0.028505	0.042653	0.080052	0.048522	0.38646	0.043892
Meth__cg24022301__PTGFR	0.49693	0.039644	0.55118	0.07811	0.23902	0.031601	0.11007	0.051658	0.041756	0.052852	0.058297	0.12376	0.84815	0.044032	0.034372	0.071267	0.046946	0.046579	0.049889	0.64214	0.686	0.3305	0.067604	0.14541	0.12587	0.46474	0.063515	0.35235	0.12349	0.042957	0.041736	0.049384	0.072401	0.24661	0.16066	0.47286	0.2755	0.76816	0.37657
Meth__cg02962602__CCDC57	0.039412	0.33963	0.086659	0.97733	0.29721	0.039151	0.12063	0.034062	0.038641	0.43224	0.039941	0.15559	0.085305	0.97541	0.078243	0.10746	0.027292	0.048233	0.036214	0.15856	0.065926	0.16435	0.032682	0.13351	0.064432	0.83438	0.057143	0.068971	0.66927	0.030487	0.021795	0.038228	0.9352	0.04214	0.053906	0.05065	0.37911	0.60855	0.042132
Meth__cg00674922__SATB1	0.0388	0.020251	0.053906	0.035375	0.078375	0.036862	0.34706	0.10912	0.025569	0.035973	0.037	0.13337	0.12485	0.048091	0.14835	0.67125	0.04182	0.062236	0.026134	0.16672	0.28617	0.59252	0.096198	0.64094	0.053704	0.038043	0.06868	0.9287	0.063155	0.031763	0.052308	0.32364	0.18553	0.84971	0.11616	0.043782	0.13546	0.11451	0.075966
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.039005	0.053227	0.058787	0.062069	0.099777	0.047872	0.09915	0.087223	0.096783	0.067185	0.1155	0.12939	0.16707	0.10133	0.097755	0.27123	0.054252	0.046292	0.04584	0.5111	0.059403	0.10523	0.059986	0.050919	0.14598	0.078329
Meth__cg22397447__ALDH1B1	0.10109	0.043064	0.060811	0.59861	0.04755	0.039363	0.054633	0.025636	0.032217	0.098848	0.04291	0.090399	0.10872	0.66557	0.051085	0.031122	0.025267	0.039357	0.03619	0.070163	0.052654	0.1003	0.059516	0.033611	0.079433	0.081067	0.077357	0.075107	0.17025	0.046537	0.041086	0.032706	0.1575	0.042337	0.18483	0.062068	0.046806	0.15056	0.066996
Meth__cg09114441__ZNF546	0.034259	0.02601	0.039789	0.030547	0.026755	0.031389	0.035438	0.038183	0.027053	0.038477	0.031652	0.019625	0.45316	0.022838	0.03618	0.032068	0.029222	0.037864	0.025631	0.03046	0.035132	0.036106	0.040033	0.03207	0.032169	0.031607	0.041801	0.072864	0.055988	0.026487	0.027257	0.030908	0.035381	0.020279	0.050221	0.030645	0.030322	0.13658	0.028229
Meth__cg18114671__NOL4	0.48012	0.091236	0.76694	0.10399	0.22576	0.17096	0.47258	0.069506	0.055037	0.33153	0.79174	0.26515	0.5096	0.78221	0.072025	0.72623	0.065552	0.20225	0.10629	0.68184	0.64663	0.7026	0.2025	0.34354	0.79103	0.11097	0.21414	0.82918	0.17867	0.13674	0.070671	0.13619	0.21493	0.65179	0.2466	0.31955	0.22128	0.2404	0.13103
Meth__cg03379131__ADAM15	0.038155	0.035171	0.06272	0.037898	0.051904	0.031081	0.040061	0.04088	0.032024	0.035197	0.044352	0.040233	0.088352	0.02592	0.037724	0.0471	0.038375	0.05325	0.028956	0.062654	0.073345	0.26099	0.51723	0.12724	0.080368	0.051839	0.074455	0.070107	0.073372	0.034303	0.028181	0.027256	0.030087	0.024483	0.051292	0.079409	0.03157	0.08457	0.033133
Meth__cg20664247__PEX10	0.064539	0.059478	0.67769	0.21777	0.083164	0.35184	0.4869	0.052377	0.038425	0.28743	0.15793	0.92684	0.6296	0.80244	0.040683	0.14339	0.095374	0.084277	0.090426	0.092295	0.045956	0.13166	0.6908	0.25751	0.042902	0.30314	0.06198	0.089155	0.12693	0.032914	0.11006	0.42352	0.16033	0.20872	0.090155	0.12936	0.043837	0.64084	0.023575
Meth__cg09549827__ESPN	0.045495	0.025902	0.58481	0.039914	0.04528	0.91482	0.053416	0.050181	0.027012	0.03446	0.9427	0.043821	0.91137	0.032792	0.030404	0.93956	0.034287	0.058604	0.077202	0.055615	0.039552	0.045334	0.032094	0.037353	0.065937	0.047689	0.052145	0.076137	0.04128	0.026362	0.026701	0.03575	0.051004	0.030719	0.065114	0.043266	0.041128	0.088519	0.03196
Meth__cg16483916__PLAC2	0.077275	0.062593	0.080461	0.082285	0.038757	0.95649	0.087801	0.097129	0.050623	0.039532	0.12251	0.047206	0.096797	0.025672	0.076176	0.081172	0.17003	0.079127	0.80321	0.027514	0.080213	0.05193	0.092526	0.044876	0.85646	0.12691	0.064756	0.11727	0.12985	0.37176	0.28642	0.18452	0.032644	0.49958	0.09085	0.047383	0.045858	0.19546	0.083556
Meth__cg18534730__CABP5	0.49021	0.036318	0.90651	0.26295	0.52594	0.51914	0.73369	0.88392	0.074135	0.042431	0.085071	0.57347	0.69555	0.45718	0.50764	0.52252	0.27565	0.074376	0.052625	0.22131	0.46227	0.90865	0.3689	0.3493	0.077195	0.42354	0.061758	0.64996	0.058965	0.043182	0.045795	0.24536	0.29365	0.89512	0.10744	0.59745	0.17337	0.62055	0.14596
Meth__cg13727946__MBD3L1	0.29112	0.13542	0.39667	0.13313	0.23732	0.056931	0.073897	0.81115	0.05253	0.089804	0.083489	0.49087	0.29048	0.057676	0.046713	0.25382	0.050654	0.12681	0.044584	0.087649	0.14572	0.065632	0.061402	0.060716	0.090807	0.096124	0.18396	0.19959	0.06445	0.069333	0.062346	0.069626	0.22846	0.099892	0.15674	0.10339	0.12673	0.14148	0.19229
Meth__cg10764357__BCAT1	0.13199	0.052545	0.92643	0.77854	0.52662	0.59805	0.91163	0.94566	0.14514	0.081771	0.059198	0.43064	0.80372	0.87283	0.41303	0.89227	0.055357	0.16528	0.47134	0.51925	0.42901	0.91105	0.04221	0.24319	0.046973	0.91321	0.22696	0.87564	0.55687	0.042081	0.27706	0.038228	0.06383	0.88662	0.83966	0.082028	0.59857	0.32082	0.89201
Meth__cg25591867__CKAP4	0.050035	0.051318	0.083142	0.040689	0.042372	0.031851	0.23823	0.047096	0.046402	0.33077	0.047332	0.0622	0.083555	0.028389	0.054468	0.079145	0.042968	0.10341	0.032362	0.055981	0.080736	0.051298	0.050476	0.091708	0.073021	0.050585	0.057978	0.065466	0.082789	0.035937	0.04199	0.031477	0.031234	0.032248	0.043681	0.04538	0.037995	0.085073	0.041141
Meth__cg23588893__FUT11	0.040925	0.028408	0.06651	0.041071	0.039843	0.023471	0.054512	0.060806	0.025546	0.50747	0.044011	0.14158	0.46865	0.091504	0.03524	0.027544	0.028268	0.06934	0.029504	0.049398	0.036235	0.031658	0.033744	0.032885	0.066441	0.68476	0.038869	0.074849	0.05078	0.027835	0.022088	0.031968	0.051864	0.037477	0.4731	0.037626	0.064463	0.39912	0.89208
Meth__cg07704144__SNPH	0.095289	0.044406	0.96009	0.052237	0.41148	0.046418	0.49669	0.88681	0.045547	0.07937	0.43286	0.059137	0.92046	0.054452	0.056902	0.058156	0.048933	0.092676	0.033999	0.95727	0.55585	0.34827	0.052809	0.053009	0.12111	0.065616	0.071707	0.10491	0.072628	0.045177	0.060532	0.044009	0.68049	0.96716	0.14121	0.060074	0.16265	0.15736	0.64025
Meth__cg10261589__LOC133308	0.18472	0.080249	0.71576	0.092655	0.70459	0.072775	0.74275	0.07834	0.12175	0.083017	0.088932	0.17144	0.39435	0.075238	0.088496	0.099248	0.083262	0.11651	0.081465	0.097053	0.092482	0.95584	0.095692	0.124	0.92266	0.11156	0.23428	0.94424	0.10284	0.067161	0.085346	0.07591	0.24462	0.9585	0.11878	0.13642	0.18388	0.17791	0.12806
Meth__cg10335112__ODF3	0.39787	0.043881	0.28784	0.4419	0.18936	0.21188	0.17154	0.55463	0.052566	0.23228	0.4224	0.48979	0.36181	0.23199	0.047791	0.18969	0.19705	0.070907	0.036943	0.25793	0.38332	0.56689	0.080958	0.73102	0.22212	0.25002	0.062055	0.46258	0.12792	0.18691	0.057469	0.04646	0.2658	0.11851	0.071511	0.48996	0.12246	0.30572	0.098633
Meth__cg14817542__HIF1AN	0.028021	0.023617	0.038158	0.02068	0.017799	0.020981	0.032418	0.037469	0.022934	0.023118	0.024025	0.04606	0.041475	0.024956	0.029077	0.026935	0.027827	0.042894	0.027689	0.025728	0.028737	0.031754	0.54978	0.020746	0.068348	0.0349	0.033602	0.072153	0.060223	0.018322	0.02127	0.022435	0.014491	0.021167	0.029942	0.02517	0.024644	0.037526	0.032316
