Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM44PE	SUM52PE	T47D	UACC812
Meth__cg19184963__MAPK11	0.047294	0.042296	0.085284	0.044362	0.045702	0.070084	0.042099	0.50697	0.052749	0.064499	0.042573	0.10653	0.099888	0.12873	0.048295	0.063262	0.63522	0.045077	0.085808	0.085974	0.049646	0.19967	0.18786	0.049117	0.081455	0.20281	0.28855	0.057139	0.073997	0.040933	0.044532	0.063766	0.20406	0.045528	0.057041	0.038419	0.21617	0.044045
Meth__cg12689375__DDX3X	0.033397	0.59222	0.0437	0.24124	0.031464	0.031568	0.039084	0.043948	0.040107	0.05069	0.036859	0.03884	0.039555	0.073486	0.043002	0.051998	0.04235	0.035369	0.14094	0.035325	0.053488	0.037283	0.10604	0.039528	0.064912	0.03045	0.068828	0.039139	0.18002	0.04163	0.038299	0.028729	0.02967	0.043854	0.36383	0.042178	0.062033	0.036832
Meth__cg19110523__ADRB2	0.088686	0.060577	0.78505	0.10847	0.83385	0.54839	0.092314	0.022394	0.054837	0.91311	0.3748	0.89507	0.94718	0.65744	0.50847	0.67749	0.031363	0.13932	0.93108	0.25875	0.099612	0.079393	0.045333	0.073206	0.049006	0.93039	0.86594	0.086906	0.079473	0.63702	0.035455	0.092911	0.086909	0.035075	0.28344	0.94119	0.045059	0.56553
Meth__cg15210427__CST9L	0.89454	0.22279	0.83429	0.89698	0.78067	0.028283	0.39384	0.023089	0.057645	0.10265	0.68244	0.12458	0.56696	0.41427	0.029804	0.11849	0.079038	0.12768	0.061728	0.030258	0.823	0.033912	0.031235	0.49292	0.58551	0.053419	0.028298	0.037944	0.13013	0.04177	0.034676	0.048325	0.78658	0.035733	0.91463	0.14042	0.37707	0.86499
Meth__cg21663580__PTK7	0.040669	0.60041	0.04258	0.039638	0.6841	0.027362	0.92923	0.044273	0.04529	0.029033	0.95596	0.035269	0.020229	0.081218	0.020352	0.035805	0.035582	0.032969	0.081443	0.032649	0.63642	0.04717	0.29402	0.044131	0.042204	0.038328	0.091756	0.033582	0.22255	0.023104	0.025233	0.025629	0.035159	0.028442	0.95952	0.97241	0.059454	0.6258
Meth__cg05732530__DUSP2	0.033096	0.27743	0.6625	0.050073	0.026955	0.58939	0.037165	0.98065	0.029875	0.01698	0.035716	0.029074	0.094371	0.71303	0.026204	0.025687	0.65093	0.021097	0.045956	0.21268	0.58622	0.22489	0.96375	0.22509	0.044266	0.98133	0.093569	0.034389	0.18325	0.032656	0.86347	0.021608	0.035501	0.025534	0.034732	0.57819	0.05839	0.035471
Meth__cg15895359__EFNB1	0.060639	0.030388	0.04666	0.025534	0.048561	0.029609	0.02646	0.037044	0.024809	0.051282	0.031246	0.025402	0.048636	0.031671	0.057612	0.044482	0.023679	0.082108	0.05431	0.016473	0.029742	0.10071	0.038188	0.028499	0.21309	0.060262	0.089763	0.023927	0.085623	0.078288	0.024989	0.15717	0.017794	0.024762	0.40408	0.13112	0.028352	0.064236
Meth__cg05065690__DDX23	0.077312	0.062848	0.066761	0.06586	0.069329	0.059439	0.076204	0.043868	0.066859	0.059727	0.06415	0.061374	0.03263	0.1024	0.49598	0.057458	0.048507	0.052276	0.079458	0.056419	0.062048	0.059153	0.089525	0.06834	0.094551	0.050546	0.096394	0.057373	0.096289	0.058377	0.047408	0.050984	0.055455	0.059095	0.051209	0.060266	0.10733	0.069596
Meth__cg19580810__RAB25	0.099988	0.050562	0.18107	0.088267	0.056962	0.86798	0.089921	0.88454	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.038933	0.11588	0.21856	0.86002	0.07881	0.80537	0.074521	0.86245	0.85185	0.14751	0.10558	0.87641	0.078888	0.074675	0.27169	0.83685	0.080202	0.84889	0.049983	0.03594	0.03929	0.040285	0.078047	0.17464
Meth__cg17084361__CDS1	0.038155	0.038477	0.052056	0.045718	0.027147	0.24795	0.042672	0.56656	0.047262	0.041943	0.06258	0.029819	0.086377	0.084603	0.027536	0.036506	0.042478	0.032436	0.082858	0.24786	0.046109	0.073784	0.28336	0.049938	0.10648	0.7869	0.043892	0.040143	0.062855	0.1518	0.03252	0.063496	0.032964	0.029237	0.040207	0.050114	0.064434	0.046204
Meth__cg22889570__ZNF596	0.03499	0.04286	0.075477	0.043804	0.065462	0.024158	0.044083	0.051912	0.029947	0.040584	0.049455	0.16019	0.092837	0.46421	0.046695	0.034106	0.025919	0.036312	0.054145	0.018043	0.060722	0.038512	0.075842	0.040487	0.083343	0.038822	0.10746	0.053531	0.15466	0.042423	0.023027	0.030959	0.041518	0.030685	0.041485	0.04345	0.045895	0.038206
Meth__cg26955512__HDAC8	0.57107	0.075007	0.093328	0.084228	0.16325	0.093215	0.083644	0.09535	0.064606	0.11919	0.077046	0.08743	0.070504	0.094998	0.1366	0.11019	0.093735	0.12387	0.14291	0.062987	0.074301	0.088139	0.10613	0.082117	0.12153	0.087968	0.2665	0.071224	0.10234	0.073417	0.088685	0.21109	0.06713	0.085272	0.19231	0.14961	0.19644	0.10919
Meth__cg04397441__OGT	0.15313	0.02673	0.052201	0.039721	0.032722	0.030912	0.059184	0.048144	0.021637	0.21885	0.29127	0.037213	0.1089	0.067997	0.043699	0.21207	0.12544	0.20579	0.10693	0.03265	0.044469	0.033136	0.11916	0.041606	0.088585	0.043214	0.32148	0.035275	0.094649	0.037236	0.034111	0.22043	0.042032	0.030039	0.17157	0.11051	0.085228	0.1597
Meth__cg03495868__PTGFR	0.23126	0.049485	0.82489	0.056408	0.33505	0.045487	0.085833	0.044151	0.05499	0.042466	0.05745	0.08086	0.10369	0.68079	0.15322	0.049937	0.045513	0.039923	0.067821	0.040475	0.54085	0.042936	0.095482	0.55823	0.11736	0.04496	0.76571	0.073472	0.2815	0.038888	0.039607	0.031788	0.066423	0.053353	0.79044	0.5991	0.15897	0.38121
Meth__cg08108311__WNK4	0.065682	0.025472	0.97731	0.51977	0.03664	0.15725	0.038513	0.11383	0.98097	0.054403	0.038284	0.037218	0.96865	0.96836	0.9804	0.42295	0.97857	0.73925	0.15596	0.97216	0.039776	0.96749	0.94317	0.58244	0.048405	0.088633	0.95082	0.84253	0.10018	0.35941	0.97865	0.97644	0.18393	0.67316	0.021845	0.94778	0.68901	0.045993
Meth__cg17300307__GLS	0.06658	0.048117	0.19072	0.26284	0.063991	0.055378	0.13268	0.17749	0.049239	0.080537	0.069933	0.050895	0.051327	0.22096	0.089016	0.085285	0.051192	0.054133	0.13181	0.049101	0.081673	0.06343	0.10987	0.17856	0.21627	0.051241	0.22347	0.069454	0.12479	0.026623	0.035075	0.073047	0.41229	0.0544	0.18089	0.09554	0.088043	0.071429
Meth__cg04251363__ST3GAL6	0.045003	0.057533	0.050093	0.044295	0.0329	0.076319	0.65211	0.03922	0.032695	0.045546	0.034476	0.047927	0.026205	0.11785	0.032934	0.037977	0.032687	0.037823	0.072133	0.024691	0.043043	0.049578	0.050552	0.030341	0.056459	0.027996	0.83887	0.038637	0.060896	0.02464	0.02913	0.034404	0.0896	0.026263	0.057585	0.25334	0.065134	0.051784
Meth__cg15563057__PURA	0.036488	0.046872	0.067314	0.038145	0.021323	0.023682	0.040197	0.038698	0.041368	0.036889	0.04585	0.047577	0.020777	0.072188	0.025398	0.033783	0.030043	0.040939	0.11871	0.021979	0.053016	0.042129	0.031932	0.047851	0.041987	0.044126	0.048757	0.034036	0.052465	0.024357	0.023345	0.031886	0.024845	0.020448	0.73314	0.023536	0.040524	0.035915
Meth__cg17805404__GPR162	0.022497	0.23394	0.89643	0.90334	0.85737	0.035045	0.5258	0.017586	0.026045	0.68079	0.61552	0.71497	0.83815	0.81055	0.24694	0.62426	0.44675	0.030077	0.075924	0.037622	0.57625	0.68688	0.04291	0.48733	0.030997	0.26849	0.086844	0.62771	0.3875	0.035642	0.30038	0.051617	0.33708	0.16204	0.89474	0.61212	0.060124	0.91625
Meth__cg08694544__RTBDN	0.049532	0.027052	0.12025	0.15248	0.041839	0.95289	0.039985	0.89505	0.31554	0.040817	0.039096	0.95576	0.14016	0.6576	0.028039	0.035368	0.95327	0.20931	0.075276	0.57891	0.67345	0.61738	0.87976	0.35618	0.099688	0.91093	0.29328	0.17263	0.068337	0.1977	0.050178	0.42597	0.026429	0.025366	0.53637	0.034106	0.042676	0.041423
Meth__cg06778853__PHF13	0.027601	0.037173	0.39143	0.072523	0.032744	0.74723	0.045369	0.79377	0.075857	0.21965	0.065378	0.037821	0.35922	0.20064	0.035268	0.20087	0.48976	0.11846	0.063346	0.49418	0.061301	0.14834	0.77148	0.046739	0.10932	0.83461	0.073	0.40886	0.1318	0.28619	0.032478	0.94118	0.23546	0.047873	0.037723	0.46589	0.070447	0.046746
Meth__cg16357921__CCRK	0.020463	0.031342	0.033575	0.024837	0.01941	0.026348	0.028969	0.023817	0.018172	0.023528	0.025435	0.033884	0.018005	0.028861	0.018814	0.026786	0.023425	0.02426	0.067239	0.016524	0.031976	0.030997	0.63358	0.026016	0.055039	0.024432	0.09968	0.029881	0.044824	0.019793	0.020096	0.14479	0.020446	0.023235	0.039961	0.029405	0.062711	0.022284
Meth__cg12716838__B3GALT3	0.030133	0.27208	0.97528	0.028097	0.02206	0.85386	0.027542	0.8144	0.036519	0.031515	0.019564	0.019787	0.35973	0.7358	0.01941	0.040351	0.96687	0.019474	0.022497	0.02512	0.30071	0.042628	0.077438	0.029324	0.029435	0.94906	0.038127	0.030436	0.041905	0.033453	0.04941	0.5341	0.67293	0.019675	0.042034	0.7798	0.080202	0.024045
Meth__cg20582779__KIAA1822L	0.030765	0.065578	0.88083	0.16167	0.38394	0.89204	0.51365	0.76369	0.94361	0.30964	0.087321	0.89759	0.65228	0.80189	0.028926	0.22127	0.78551	0.52411	0.095305	0.39417	0.40177	0.52297	0.61527	0.43764	0.063404	0.69432	0.76155	0.74571	0.10542	0.037226	0.89938	0.30469	0.54653	0.07018	0.036927	0.23177	0.11541	0.065158
Meth__cg22689690__ADCY6	0.05585	0.10609	0.064279	0.06373	0.096844	0.10627	0.072749	0.14337	0.070374	0.075864	0.065784	0.053691	0.14167	0.13915	0.036383	0.087842	0.12588	0.11604	0.11921	0.11432	0.084342	0.33008	0.10041	0.055187	0.077779	0.1237	0.070962	0.070208	0.087245	0.097392	0.065114	0.10458	0.45008	0.045364	0.049107	0.058371	0.084588	0.062858
Meth__cg00673191__DOPEY2	0.068182	0.072102	0.57709	0.091344	0.086237	0.83658	0.090206	0.51088	0.86324	0.68077	0.058868	0.65159	0.2425	0.26187	0.092826	0.47178	0.65658	0.56674	0.16736	0.29676	0.090241	0.775	0.081341	0.12534	0.24718	0.8347	0.17652	0.34218	0.10886	0.80671	0.69971	0.41973	0.077041	0.080774	0.13324	0.070452	0.10426	0.086177
Meth__cg21144270__STK25	0.47839	0.41828	0.26329	0.47474	0.029971	0.73184	0.10241	0.98045	0.036276	0.30878	0.028001	0.046637	0.23249	0.67774	0.038927	0.23523	0.19537	0.094801	0.056708	0.59726	0.4735	0.50112	0.96123	0.64701	0.038566	0.64647	0.059304	0.72268	0.28555	0.028661	0.64258	0.55952	0.031213	0.022501	0.026375	0.029769	0.028557	0.03039
Meth__cg20908204__DMPK	0.050318	0.038799	0.04201	0.046159	0.048517	0.10932	0.053458	0.087132	0.72424	0.077803	0.050977	0.49608	0.05845	0.041693	0.042937	0.065129	0.040929	0.05226	0.057721	0.051146	0.053418	0.16643	0.075201	0.04615	0.071073	0.056637	0.064065	0.064539	0.059916	0.05786	0.16195	0.079482	0.057769	0.042528	0.050951	0.03003	0.099546	0.043896
Meth__cg20450764__TSPAN7	0.098574	0.063522	0.12039	0.17163	0.11345	0.22891	0.12967	0.23104	0.70481	0.090288	0.08985	0.08384	0.16717	0.24478	0.10963	0.098345	0.17909	0.091391	0.11195	0.36964	0.11269	0.14475	0.70863	0.2819	0.21934	0.41817	0.16772	0.1117	0.17672	0.68778	0.075783	0.25814	0.089872	0.077261	0.24946	0.12535	0.23606	0.35318
Meth__cg20315951__OVOL1	0.078066	0.02094	0.056935	0.027334	0.036972	0.96575	0.026606	0.53674	0.015053	0.033964	0.050839	0.034611	0.038121	0.10663	0.046173	0.030853	0.37342	0.031388	0.079084	0.41661	0.02902	0.95875	0.96055	0.050862	0.057386	0.97488	0.049674	0.066306	0.071795	0.030933	0.020715	0.081777	0.062334	0.026644	0.046779	0.040985	0.045279	0.054359
Meth__cg13530039__CHRM1	0.06439	0.082143	0.46645	0.094575	0.14846	0.48754	0.12825	0.83504	0.054517	0.051	0.097508	0.25743	0.58388	0.57481	0.08746	0.058379	0.30675	0.078571	0.087242	0.25477	0.39049	0.5737	0.13998	0.092443	0.084694	0.25255	0.13777	0.10823	0.19518	0.81592	0.51677	0.045833	0.72758	0.052374	0.21254	0.67163	0.22987	0.3953
Meth__cg25340403__LYPD3	0.041991	0.035241	0.36761	0.052266	0.20651	0.83676	0.058992	0.90545	0.47752	0.062234	0.15438	0.42546	0.079824	0.18769	0.030084	0.056727	0.30018	0.66495	0.076535	0.83915	0.037908	0.80747	0.7884	0.036387	0.3407	0.27939	0.26306	0.20758	0.040486	0.82379	0.028007	0.51634	0.2241	0.16982	0.044729	0.02642	0.0736	0.040626
Meth__cg19596204__ISYNA1	0.040263	0.095906	0.03277	0.70213	0.024529	0.61674	0.026715	0.67308	0.038893	0.019547	0.030234	0.040184	0.36161	0.26154	0.10979	0.025241	0.57001	0.023735	0.094387	0.7124	0.040045	0.24059	0.92274	0.036787	0.047144	0.033776	0.049322	0.040878	0.077532	0.025937	0.023161	0.27586	0.1374	0.020709	0.022705	0.017523	0.049561	0.029931
Meth__cg22672790__GABRA6	0.89531	0.41649	0.11888	0.89311	0.64329	0.073862	0.77026	0.17694	0.10743	0.83073	0.47545	0.65255	0.22912	0.25671	0.8454	0.70926	0.17284	0.14785	0.20888	0.11376	0.64146	0.072636	0.11925	0.44467	0.1596	0.063313	0.69858	0.06514	0.1462	0.06827	0.28479	0.14758	0.92237	0.24375	0.15247	0.068845	0.093436	0.095582
Meth__cg12771281__SLC38A6	0.024421	0.029326	0.043443	0.033125	0.022667	0.028224	0.027688	0.015123	0.023465	0.021583	0.025773	0.030546	0.021811	0.053817	0.51001	0.02407	0.022124	0.025112	0.055389	0.019087	0.032294	0.030238	0.05588	0.028723	0.048392	0.022559	0.045888	0.028066	0.037684	0.022387	0.019953	0.030057	0.023052	0.024121	0.022118	0.021766	0.04459	0.029846
Meth__cg26466094__AK5	0.036227	0.037159	0.049656	0.064305	0.065312	0.040528	0.060278	0.041973	0.032459	0.038926	0.042681	0.075432	0.034022	0.24012	0.04536	0.041759	0.045324	0.030786	0.071269	0.030983	0.12144	0.043014	0.9167	0.051203	0.066411	0.061071	0.5532	0.053488	0.069925	0.032728	0.032637	0.034527	0.056812	0.041298	0.16572	0.10112	0.053163	0.047797
Meth__cg08080029__CHD5	0.062687	0.066943	0.26461	0.076494	0.074084	0.059813	0.2309	0.18321	0.054207	0.14719	0.094503	0.94451	0.06905	0.074088	0.19863	0.11898	0.060704	0.072442	0.12392	0.62916	0.064237	0.068883	0.95063	0.091135	0.14112	0.089002	0.8749	0.071847	0.13481	0.19805	0.059847	0.80321	0.062147	0.054487	0.95856	0.37419	0.086907	0.10262
Meth__cg25168545__GIMAP1	0.82724	0.064087	0.63749	0.85064	0.73416	0.075272	0.74341	0.13093	0.13724	0.7862	0.425	0.78614	0.47147	0.56654	0.047529	0.58098	0.36022	0.74188	0.16339	0.061258	0.71089	0.11862	0.13711	0.22824	0.13047	0.30491	0.23892	0.079213	0.14341	0.077925	0.11216	0.098097	0.77194	0.18291	0.14921	0.21488	0.084213	0.83044
Meth__cg12874092__VIM	0.93535	0.17695	0.98619	0.017637	0.56029	0.01704	0.97934	0.062345	0.017528	0.0091108	0.98641	0.094174	0.23194	0.030378	0.99325	0.016964	0.016682	0.0111	0.020677	0.015159	0.9792	0.020785	0.038988	0.070573	0.048694	0.019375	0.93911	0.021538	0.27269	0.015201	0.012244	0.013827	0.014388	0.06775	0.68489	0.98033	0.94419	0.39834
Meth__cg19935424__MXRA7	0.034447	0.67842	0.91175	0.52425	0.38351	0.034599	0.32718	0.020861	0.077287	0.037654	0.034167	0.044617	0.12481	0.70357	0.093179	0.072206	0.038719	0.032396	0.047776	0.041192	0.58701	0.023585	0.056026	0.60286	0.065054	0.047733	0.25887	0.062967	0.66159	0.02874	0.033449	0.025459	0.66568	0.19903	0.057134	0.55291	0.21357	0.3251
Meth__cg22419075__DPP7	0.04851	0.042443	0.039257	0.0372	0.027126	0.67065	0.032888	0.75155	0.03067	0.036656	0.039842	0.045356	0.10843	0.14801	0.050491	0.032288	0.95696	0.032851	0.079643	0.03632	0.043646	0.65297	0.069824	0.057873	0.12456	0.039399	0.054029	0.055075	0.089375	0.054783	0.039862	0.025503	0.040959	0.029657	0.056133	0.039059	0.37879	0.060909
Meth__cg08690721__C11orf17	0.041421	0.067035	0.055471	0.051527	0.038653	0.31872	0.059279	0.59508	0.10866	0.30576	0.059939	0.087117	0.17641	0.11853	0.040398	0.32667	0.16283	0.057668	0.13543	0.42267	0.069895	0.17493	0.20699	0.056613	0.09023	0.16256	0.18139	0.46219	0.13251	0.0447	0.061906	0.10583	0.13525	0.044733	0.050904	0.093094	0.068369	0.053836
Meth__cg06436504__DOC1	0.079046	0.056552	0.062893	0.12424	0.12288	0.87227	0.19875	0.85724	0.94964	0.88928	0.13671	0.7351	0.39849	0.18633	0.2574	0.65473	0.18136	0.89733	0.78138	0.87068	0.088829	0.89468	0.86003	0.095732	0.32077	0.93191	0.35787	0.054114	0.18246	0.90932	0.91649	0.92343	0.41926	0.057293	0.099654	0.04387	0.1735	0.066534
Meth__cg16306115__DCDC2	0.060193	0.057168	0.55987	0.39328	0.044118	0.96495	0.21977	0.95495	0.9716	0.96938	0.067551	0.95083	0.5537	0.93845	0.016931	0.96364	0.96175	0.23637	0.089921	0.76292	0.42865	0.95863	0.93442	0.064809	0.071128	0.95794	0.84546	0.59553	0.15618	0.27734	0.41844	0.18259	0.12964	0.045593	0.045533	0.68866	0.37804	0.063045
Meth__cg05497616__CAMK4	0.23717	0.022135	0.7814	0.056395	0.035643	0.027946	0.94392	0.035538	0.03862	0.028898	0.037845	0.15906	0.18071	0.46835	0.093892	0.042658	0.043307	0.12138	0.14629	0.02589	0.95527	0.037387	0.066106	0.038442	0.22038	0.035488	0.8846	0.072435	0.060328	0.034107	0.027111	0.025543	0.038833	0.025965	0.96583	0.51826	0.21694	0.4796
Meth__cg03623878__MCF2L	0.019556	0.025632	0.03543	0.030514	0.019958	0.45834	0.031095	0.31723	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.044224	0.59501	0.048839	0.033462	0.043776	0.67552	0.062828	0.018595	0.02081	0.23603	0.081245	0.02306	0.022266	0.018268	0.026878	0.025015	0.10253	0.057276
Meth__cg07947930__PRELP	0.071486	0.059942	0.80974	0.049466	0.069864	0.3019	0.081853	0.59593	0.10897	0.21375	0.12068	0.17468	0.31818	0.50206	0.071639	0.11258	0.10712	0.30012	0.10647	0.26646	0.050774	0.6021	0.303	0.1002	0.13788	0.70515	0.046347	0.10619	0.17596	0.54051	0.10003	0.15366	0.17886	0.071328	0.20208	0.12723	0.13558	0.05361
Meth__cg12163490__CDH11	0.074899	0.076535	0.97174	0.038912	0.729	0.033615	0.525	0.31382	0.4797	0.075479	0.043301	0.56278	0.1159	0.68726	0.66924	0.075141	0.036094	0.031703	0.22935	0.025153	0.96272	0.039121	0.092415	0.082396	0.075845	0.046023	0.932	0.73599	0.10948	0.027985	0.13573	0.29113	0.17514	0.036248	0.97234	0.76743	0.38361	0.8368
Meth__cg03891319__ACY1	0.043496	0.067761	0.05102	0.063529	0.057028	0.1529	0.10483	0.053154	0.40392	0.048061	0.063932	0.061134	0.11928	0.19048	0.032142	0.056929	0.089607	0.041441	0.080921	0.33429	0.051391	0.088996	0.15804	0.052598	0.11202	0.13245	0.080786	0.13328	0.067437	0.049142	0.037829	0.043501	0.084861	0.036389	0.058281	0.043111	0.065182	0.067309
Meth__cg09176853__MLLT7	0.44698	0.094976	0.041271	0.03991	0.2985	0.052035	0.046611	0.048518	0.02631	0.35175	0.28728	0.13924	0.028602	0.1043	0.56425	0.32348	0.41058	0.3964	0.19091	0.050753	0.049749	0.11959	0.15768	0.047416	0.37143	0.41167	0.30967	0.048245	0.36278	0.042691	0.039016	0.48253	0.038763	0.040329	0.43803	0.24301	0.078845	0.39273
Meth__cg24820809__MB	0.05712	0.047509	0.0881	0.07863	0.20225	0.82648	0.060538	0.7613	0.46469	0.065563	0.092446	0.76487	0.24261	0.15926	0.0473	0.05893	0.086324	0.828	0.13099	0.87805	0.51405	0.85248	0.83832	0.075061	0.068209	0.85704	0.11121	0.073553	0.17373	0.48991	0.46529	0.89296	0.3884	0.045737	0.083544	0.055263	0.059827	0.068192
Meth__cg23520347__RASSF5	0.057476	0.085193	0.087317	0.089418	0.0597	0.058612	0.18758	0.048997	0.19662	0.8897	0.081296	0.2579	0.13838	0.26018	0.066501	0.75869	0.090133	0.079889	0.11119	0.052917	0.068687	0.068603	0.12932	0.072775	0.1452	0.061142	0.15499	0.077449	0.10271	0.078609	0.061125	0.11054	0.07425	0.051624	0.090199	0.63003	0.13294	0.059078
Meth__cg20845050__ZNF7	0.049641	0.20511	0.075135	0.047112	0.044227	0.26979	0.044444	0.54286	0.082103	0.07423	0.094763	0.041808	0.13106	0.17256	0.02958	0.065816	0.058202	0.096936	0.093765	0.1164	0.070629	0.25423	0.74942	0.05993	0.071218	0.22472	0.18553	0.48939	0.080185	0.033784	0.30401	0.084677	0.050444	0.028324	0.042235	0.043232	0.0681	0.055258
Meth__cg14822966__SLBP	0.040915	0.047886	0.050215	0.037892	0.054186	0.060683	0.043944	0.25243	0.047245	0.046546	0.039496	0.034968	0.054136	0.11528	0.028284	0.04523	0.047786	0.052686	0.051693	0.29643	0.035573	0.17182	0.32546	0.074674	0.051582	0.11984	0.076696	0.043159	0.090112	0.036874	0.035705	0.043401	0.043093	0.031897	0.032741	0.03358	0.069744	0.044327
Meth__cg18755783__SPG20	0.38031	0.98212	0.97964	0.97086	0.97545	0.014863	0.89007	0.099563	0.03377	0.018585	0.96614	0.024881	0.89746	0.96481	0.019983	0.19745	0.97701	0.027978	0.27744	0.019976	0.9803	0.029122	0.054937	0.97187	0.5683	0.019105	0.9745	0.21019	0.89287	0.022715	0.020952	0.020227	0.69037	0.47894	0.96806	0.96299	0.57925	0.97531
Meth__cg24562819__THBD	0.75312	0.41668	0.98417	0.066778	0.028582	0.96842	0.35217	0.73048	0.93703	0.20893	0.041805	0.85146	0.99026	0.95926	0.070801	0.21606	0.874	0.094072	0.17018	0.65726	0.39778	0.7076	0.69162	0.053983	0.044709	0.12337	0.11432	0.90989	0.20762	0.90826	0.38964	0.27882	0.052121	0.039963	0.98159	0.81252	0.40764	0.032482
Meth__cg22637507__ALKBH3	0.049824	0.044614	0.051901	0.97334	0.033821	0.03337	0.96315	0.046107	0.03484	0.036422	0.061856	0.96759	0.041901	0.077862	0.038099	0.047963	0.04185	0.040926	0.055837	0.044967	0.05522	0.045853	0.060074	0.052309	0.055813	0.032471	0.073731	0.13326	0.071458	0.41642	0.042329	0.044213	0.032597	0.0497	0.52364	0.43141	0.054762	0.057438
Meth__cg14534464__NFE2L3	0.056038	0.036885	0.72823	0.51978	0.63897	0.32854	0.35472	0.14825	0.049308	0.13131	0.29131	0.048959	0.076957	0.29815	0.55037	0.14353	0.096684	0.22453	0.13007	0.04415	0.049392	0.051458	0.067762	0.10075	0.090623	0.046172	0.28888	0.098335	0.13815	0.04138	0.25341	0.053591	0.082364	0.045994	0.21457	0.11453	0.26664	0.74517
Meth__cg08052882__NNT	0.083595	0.061372	0.41492	0.43711	0.088199	0.061314	0.14996	0.12862	0.045338	0.056063	0.062845	0.068001	0.053924	0.5782	0.056308	0.05839	0.095711	0.064379	0.1259	0.055343	0.078642	0.054472	0.082957	0.083239	0.11947	0.050384	0.15829	0.062001	0.15016	0.058553	0.094441	0.039927	0.44883	0.12813	0.79731	0.52734	0.095033	0.29966
Meth__cg19523029__TLE4	0.096034	0.10667	0.11072	0.15299	0.0937	0.052955	0.11254	0.097138	0.11658	0.14173	0.13385	0.1445	0.090857	0.16728	0.055159	0.1091	0.087412	0.048138	0.24573	0.09746	0.14917	0.11726	0.69833	0.10575	0.21197	0.084714	0.22387	0.15093	0.13948	0.080473	0.076905	0.13103	0.061422	0.098651	0.23111	0.11242	0.66587	0.18003
Meth__cg15416233__PAX2	0.023602	0.030239	0.035012	0.026239	0.022163	0.020675	0.035199	0.016345	0.023703	0.018042	0.027306	0.038976	0.034793	0.034277	0.025028	0.026206	0.035011	0.021935	0.070834	0.018673	0.093843	0.026026	0.36343	0.028576	0.038601	0.022126	0.14005	0.021194	0.043181	0.026939	0.021414	0.019708	0.017411	0.019789	0.036878	0.026202	0.023688	0.028149
Meth__cg08696890__CPNE2	0.044503	0.049578	0.05228	0.04543	0.067559	0.040607	0.045149	0.040787	0.054724	0.040789	0.045628	0.047556	0.054381	0.083791	0.029401	0.045478	0.033071	0.0368	0.12303	0.032913	0.047967	0.041983	0.10934	0.037172	0.066895	0.04981	0.20155	0.043464	0.080704	0.035236	0.035321	0.028142	0.038104	0.046762	0.50325	0.34559	0.055438	0.043995
Meth__cg05362669__PTPRG	0.088694	0.43801	0.12389	0.070796	0.062241	0.073416	0.073667	0.027047	0.067425	0.051015	0.067355	0.090241	0.019788	0.84345	0.052729	0.067863	0.055718	0.073906	0.14014	0.085621	0.11594	0.078774	0.083455	0.063983	0.0974	0.059954	0.12981	0.053428	0.12842	0.059543	0.058416	0.048091	0.057549	0.064011	0.053827	0.058589	0.057885	0.062994
Meth__cg12717594__RECK	0.78094	0.021486	0.96772	0.96573	0.87044	0.02557	0.97028	0.052471	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.77331	0.41553	0.021548	0.030148	0.20877	0.022356	0.96537	0.030812	0.051069	0.96918	0.036018	0.026703	0.94615	0.024767	0.15682	0.019055	0.032157	0.15525	0.58187	0.96725	0.96349	0.021989	0.78209	0.45582
Meth__cg23266266__DCUN1D4	0.038011	0.047464	0.057103	0.046901	0.033422	0.038246	0.054745	0.036826	0.033036	0.038883	0.048696	0.04063	0.044149	0.087767	0.037343	0.05451	0.048091	0.044223	0.14527	0.038371	0.045711	0.038705	0.065032	0.037631	0.093796	0.032949	0.063164	0.051009	0.1065	0.036547	0.045548	0.032803	0.04618	0.039819	0.25121	0.046786	0.096349	0.047586
