Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR7530
Meth__cg07849904__MN1	0.11474	0.16014	0.17153	0.20315	0.22837	0.072058	0.20299	0.11854	0.068817	0.14889	0.22686	0.045074	0.16876	0.12669	0.104	0.093405	0.079578	0.16016	0.068605	0.18325	0.20656	0.095834	0.11802	0.11723	0.54005	0.094433	0.14148	0.15875	0.096903	0.075348	0.066674	0.061412	0.11822	0.10294	0.082399	0.28255
Meth__cg02886284__CPE	0.058403	0.037039	0.10301	0.045511	0.035211	0.52471	0.040504	0.062445	0.033421	0.045123	0.042247	0.039556	0.099656	0.024688	0.041818	0.047593	0.039791	0.046665	0.030411	0.029679	0.047847	0.039982	0.053005	0.024643	0.48388	0.044275	0.060674	0.10772	0.075199	0.043106	0.043174	0.051525	0.026903	0.069752	0.051969	0.11559
Meth__cg18017908__C17orf76	0.089155	0.19105	0.30644	0.11994	0.24517	0.616	0.15913	0.19476	0.065094	0.13261	0.56744	0.41306	0.43513	0.10402	0.1148	0.14825	0.73764	0.16665	0.075222	0.17006	0.17442	0.089081	0.37132	0.45185	0.32175	0.15135	0.20723	0.21824	0.19426	0.84405	0.74036	0.10311	0.29847	0.13803	0.31355	0.34117
Meth__cg00685836__PPFIA2	0.028391	0.018325	0.93327	0.23608	0.20936	0.63522	0.41573	0.060502	0.14519	0.032969	0.55908	0.1412	0.57885	0.047585	0.10113	0.033921	0.019408	0.15777	0.028019	0.5543	0.49601	0.032798	0.029044	0.097821	0.15729	0.35827	0.046356	0.92526	0.023282	0.027562	0.026349	0.20702	0.20632	0.041195	0.046353	0.046509
Meth__cg25018755__BIK	0.038604	0.034844	0.041902	0.044398	0.023592	0.63567	0.032922	0.046446	0.025471	0.033515	0.40828	0.02332	0.055866	0.020972	0.023407	0.044294	0.0492	0.032626	0.76191	0.031472	0.036237	0.03653	0.031408	0.036198	0.11065	0.089939	0.03603	0.086517	0.054471	0.10179	0.072915	0.020958	0.025647	0.092637	0.03318	0.078096
Meth__cg24779040__TSPYL2	0.69307	0.64886	0.05369	0.028886	0.5428	0.021012	0.045801	0.06644	0.5614	0.65662	0.045535	0.79407	0.57336	0.41573	0.49863	0.81531	0.026766	0.52247	0.027186	0.023271	0.035569	0.69667	0.75413	0.61226	0.077322	0.61379	0.74518	0.74474	0.7196	0.7158	0.75875	0.023932	0.031987	0.046694	0.49762	0.66192
Meth__cg25760229__CACNA1H	0.085412	0.03915	0.062493	0.033431	0.018898	0.27515	0.65204	0.74331	0.048607	0.046763	0.035885	0.31532	0.14763	0.035017	0.043518	0.029519	0.096995	0.072011	0.034735	0.02147	0.052037	0.025992	0.042051	0.024406	0.83655	0.30336	0.056028	0.88799	0.051014	0.024172	0.16351	0.024715	0.028717	0.041694	0.03046	0.085545
Meth__cg04900486__RFX5	0.084495	0.055177	0.35862	0.59504	0.23483	0.073131	0.14386	0.2194	0.22498	0.27641	0.073335	0.37855	0.53285	0.34496	0.1604	0.26368	0.079007	0.27376	0.05464	0.17188	0.11122	0.29234	0.083257	0.15659	0.0622	0.28995	0.097739	0.057486	0.13106	0.03069	0.082902	0.22102	0.23914	0.063548	0.090556	0.1493
Meth__cg22855405__TINAGL1	0.076822	0.076481	0.081927	0.85244	0.7877	0.74004	0.75487	0.056564	0.052062	0.83638	0.064889	0.084985	0.099241	0.87918	0.061572	0.080228	0.072997	0.085776	0.70091	0.85451	0.87051	0.81247	0.45876	0.095048	0.18456	0.53974	0.14464	0.76617	0.10585	0.27445	0.39931	0.50886	0.84431	0.17354	0.12108	0.69776
Meth__cg15980408__TMEM22	0.96982	0.022495	0.29256	0.39452	0.70486	0.40434	0.9712	0.48668	0.02381	0.025169	0.27421	0.029066	0.95776	0.98131	0.32974	0.97526	0.020192	0.064066	0.017037	0.9778	0.96607	0.50882	0.46719	0.9579	0.064795	0.44553	0.45324	0.92311	0.053951	0.027043	0.0194	0.96389	0.97334	0.93237	0.66194	0.65937
Meth__cg19560758__ERRFI1	0.46231	0.075579	0.096564	0.062539	0.040081	0.028157	0.085839	0.082903	0.036997	0.02671	0.093176	0.042794	0.1059	0.013774	0.042048	0.030502	0.067348	0.11081	0.016825	0.026841	0.094741	0.44491	0.35287	0.061462	0.06316	0.083627	0.0427	0.15746	0.12216	0.032471	0.034245	0.023832	0.02382	0.089351	0.023812	0.086644
Meth__cg07479491__BMP6	0.06462	0.14583	0.08326	0.079577	0.059683	0.32676	0.10456	0.10416	0.062404	0.14305	0.12947	0.080248	0.11879	0.064159	0.070484	0.061756	0.19593	0.14439	0.075005	0.080783	0.063483	0.10042	0.090694	0.071269	0.18136	0.10462	0.14899	0.85463	0.35187	0.074336	0.084705	0.10088	0.077657	0.18174	0.084675	0.16002
Meth__cg09250703__PIR	0.60089	0.062961	0.13939	0.60011	0.24839	0.60693	0.053021	0.05073	0.047735	0.035092	0.055485	0.041297	0.55334	0.20495	0.068389	0.033634	0.057567	0.2562	0.028229	0.026475	0.050989	0.93308	0.087986	0.63868	0.075253	0.51506	0.041584	0.26361	0.23841	0.034741	0.045975	0.22384	0.034748	0.12065	0.54062	0.59649
Meth__cg23850212__ZFP28	0.030853	0.029448	0.038668	0.036149	0.027488	0.030361	0.50862	0.038526	0.029496	0.028861	0.048557	0.049891	0.35736	0.26694	0.034964	0.035213	0.024617	0.094195	0.035873	0.19822	0.40196	0.036013	0.033441	0.026899	0.071255	0.033098	0.043933	0.063253	0.067106	0.041403	0.038907	0.3411	0.51759	0.03415	0.037751	0.45693
Meth__cg21885525__SCYE1	0.093543	0.062949	0.070893	0.057299	0.043458	0.095377	0.063082	0.08616	0.07155	0.057232	0.05382	0.051061	0.17312	0.045975	0.058796	0.097188	0.077805	0.097599	0.085508	0.053022	0.068062	0.075065	0.13141	0.083015	0.25325	0.052931	0.11907	0.11357	0.1146	0.065171	0.096196	0.078608	0.077224	0.20576	0.1064	0.14535
Meth__cg12914362__FZD8	0.042977	0.03551	0.50785	0.03331	0.023582	0.033772	0.034964	0.051528	0.036169	0.034017	0.044744	0.04146	0.15653	0.10286	0.032344	0.035574	0.043579	0.064258	0.026386	0.029189	0.040524	0.037812	0.039654	0.052331	0.066736	0.036514	0.060635	0.47798	0.047314	0.031961	0.04324	0.030439	0.029303	0.039256	0.035619	0.093395
Meth__cg07294541__DEF6	0.032604	0.045131	0.041767	0.039209	0.034031	0.89569	0.035227	0.045654	0.028791	0.04261	0.044787	0.033408	0.10543	0.65532	0.028646	0.028551	0.047296	0.058158	0.30654	0.027553	0.033895	0.036138	0.90502	0.035597	0.34035	0.036459	0.044491	0.067201	0.064225	0.39335	0.20542	0.027149	0.040221	0.03623	0.60067	0.51078
Meth__cg09818732__FLJ20489	0.02806	0.017138	0.076923	0.037056	0.037984	0.58179	0.031083	0.13142	0.063002	0.037696	0.063854	0.22171	0.25541	0.020774	0.046568	0.051205	0.095746	0.068301	0.020227	0.022965	0.032293	0.62861	0.20839	0.045145	0.11189	0.038082	0.036495	0.051163	0.041563	0.02249	0.071662	0.051277	0.030331	0.035091	0.025479	0.088716
Meth__cg09413557__S100A6	0.030585	0.53436	0.03113	0.033124	0.14395	0.59541	0.039195	0.034683	0.96267	0.57648	0.16096	0.017639	0.63744	0.53135	0.68515	0.10997	0.026498	0.058238	0.034959	0.66241	0.52445	0.22084	0.038679	0.023695	0.053248	0.033652	0.042419	0.47544	0.1352	0.029632	0.023401	0.46684	0.028008	0.031213	0.1551	0.21112
Meth__cg07780118__AR	0.56814	0.069545	0.16492	0.065229	0.15212	0.063224	0.057916	0.89651	0.098023	0.084843	0.9078	0.90936	0.067031	0.053236	0.10765	0.84324	0.63073	0.28426	0.057485	0.058025	0.050504	0.57915	0.14839	0.60641	0.83944	0.048601	0.14541	0.4298	0.085923	0.58034	0.16413	0.053022	0.73172	0.080478	0.49654	0.64878
Meth__cg12400881__PPL	0.037612	0.042573	0.048674	0.041596	0.026891	0.90836	0.043749	0.056685	0.026984	0.035215	0.43935	0.043209	0.046124	0.022427	0.03587	0.03371	0.054953	0.056037	0.15321	0.02647	0.042615	0.023728	0.62091	0.029951	0.8052	0.03743	0.067464	0.077351	0.04651	0.35634	0.41415	0.028904	0.025551	0.098641	0.033588	0.074283
Meth__cg05154390__MRPS15	0.023137	0.015702	0.033971	0.058732	0.04667	0.030448	0.028504	0.55847	0.036427	0.035799	0.018532	0.092409	0.034896	0.099332	0.034902	0.023282	0.032262	0.029511	0.034204	0.024336	0.027483	0.20321	0.09572	0.14628	0.10604	0.035779	0.041054	0.048853	0.033766	0.022644	0.24957	0.046946	0.023839	0.056616	0.046684	0.055741
Meth__cg15903421__DFNB31	0.040098	0.043474	0.044336	0.036216	0.028343	0.030192	0.037113	0.052892	0.066254	0.040111	0.038066	0.045254	0.049735	0.025723	0.06393	0.038091	0.031767	0.071114	0.024839	0.028834	0.037168	0.024772	0.035099	0.11484	0.62643	0.040612	0.053917	0.2352	0.054392	0.034325	0.066685	0.054706	0.021543	0.064873	0.038477	0.09924
Meth__cg13051968__RNF144	0.032428	0.034477	0.023333	0.053532	0.015195	0.027415	0.030277	0.029107	0.024483	0.029002	0.024299	0.018172	0.053676	0.011842	0.018065	0.025052	0.024998	0.050973	0.013759	0.017801	0.023655	0.024667	0.023646	0.016902	0.96124	0.024812	0.032827	0.03667	0.065718	0.033891	0.64226	0.014694	0.018375	0.04198	0.027564	0.047896
Meth__cg06763078__KCNC1	0.040105	0.049128	0.045435	0.033364	0.022905	0.023478	0.030202	0.066701	0.020507	0.025331	0.04492	0.051	0.046569	0.023556	0.02224	0.022712	0.030079	0.058934	0.029686	0.021677	0.040449	0.027068	0.028123	0.022557	0.90065	0.042792	0.053778	0.83862	0.0318	0.052802	0.033109	0.018444	0.031612	0.051484	0.033796	0.057176
Meth__cg14134005__GATA4	0.46144	0.047574	0.9014	0.05294	0.05117	0.37031	0.20313	0.81793	0.063857	0.05295	0.53359	0.76158	0.51107	0.069649	0.061477	0.5165	0.088596	0.13344	0.040127	0.79461	0.7255	0.88249	0.57968	0.81177	0.497	0.53518	0.11691	0.086361	0.077252	0.1456	0.11022	0.26936	0.48001	0.69886	0.88203	0.70389
Meth__cg05650171__PFDN2	0.14681	0.019972	0.051078	0.3404	0.044423	0.9392	0.035593	0.069729	0.03538	0.03233	0.15523	0.74829	0.052499	0.039392	0.03396	0.18963	0.55892	0.024454	0.68593	0.039387	0.061155	0.10986	0.73958	0.67544	0.87246	0.040694	0.081198	0.12513	0.036346	0.043486	0.32812	0.11947	0.038284	0.056529	0.53056	0.22037
Meth__cg17710288__NPM3	0.11016	0.1261	0.21759	0.10602	0.11027	0.054491	0.10861	0.057854	0.091743	0.13579	0.1747	0.15485	0.80216	0.11579	0.23987	0.098165	0.10227	0.15493	0.11954	0.074062	0.07354	0.084078	0.072596	0.068883	0.071213	0.06584	0.19888	0.14697	0.18954	0.076607	0.093909	0.093259	0.090115	0.11316	0.11169	0.072165
Meth__cg26909431__SMAD4	0.036149	0.88277	0.055473	0.055952	0.035499	0.042314	0.060211	0.062382	0.046231	0.045866	0.044453	0.08957	0.084237	0.030444	0.062879	0.058645	0.045896	0.067559	0.037472	0.05329	0.059001	0.27626	0.10059	0.043469	0.12185	0.051559	0.080101	0.088334	0.43631	0.18257	0.056513	0.10174	0.032081	0.13143	0.057337	0.1641
Meth__cg02334775__ISG20	0.042151	0.028441	0.32816	0.049459	0.045846	0.93897	0.03898	0.096791	0.38719	0.053914	0.87268	0.38495	0.094983	0.033055	0.30749	0.070807	0.080655	0.075539	0.04414	0.029292	0.0368	0.039142	0.27801	0.02879	0.78524	0.045113	0.068625	0.088208	0.050047	0.16537	0.12304	0.03088	0.030822	0.09307	0.042255	0.12658
Meth__cg19461344__SLC30A3	0.57602	0.29836	0.059622	0.035442	0.021303	0.56219	0.04197	0.10508	0.038253	0.032469	0.36331	0.028522	0.053891	0.039695	0.03471	0.022063	0.042753	0.18642	0.017791	0.017287	0.057422	0.057303	0.032707	0.034139	0.52211	0.044185	0.073849	0.36202	0.036771	0.02823	0.031865	0.023673	0.018775	0.054529	0.023568	0.087535
Meth__cg14106308__VEPH1	0.061824	0.065457	0.061062	0.058663	0.04718	0.74006	0.072702	0.056818	0.076747	0.061267	0.043381	0.054619	0.11765	0.032045	0.075559	0.047875	0.05251	0.19318	0.91641	0.048847	0.045283	0.91523	0.12974	0.049184	0.10675	0.063835	0.066592	0.11284	0.09731	0.32904	0.51594	0.077719	0.070133	0.1633	0.07505	0.094302
Meth__cg14766682__JM11	0.10407	0.12596	0.21488	0.11505	0.19928	0.88897	0.12807	0.17964	0.15754	0.093698	0.13145	0.1837	0.088589	0.18434	0.15474	0.15147	0.84623	0.20079	0.52958	0.095449	0.11034	0.10036	0.89648	0.33377	0.69127	0.13511	0.1575	0.4855	0.17665	0.56721	0.46114	0.23024	0.14731	0.19796	0.10891	0.11453
Meth__cg10628098__SCYL1	0.04385	0.032682	0.78345	0.3781	0.047893	0.13799	0.043459	0.11291	0.040945	0.078036	0.035373	0.2353	0.50438	0.043774	0.045071	0.05256	0.54358	0.29596	0.032529	0.037541	0.043334	0.039893	0.058064	0.10186	0.08412	0.068398	0.056568	0.11959	0.058062	0.039232	0.044672	0.033788	0.036357	0.061518	0.36236	0.37769
Meth__cg07177300__FRMPD4	0.32269	0.039058	0.20981	0.0429	0.039141	0.27954	0.58772	0.11324	0.047913	0.042124	0.18829	0.71448	0.24032	0.05669	0.070499	0.044367	0.045173	0.098741	0.042194	0.052481	0.11905	0.48698	0.11611	0.48659	0.34019	0.052567	0.13941	0.6561	0.086406	0.053221	0.076964	0.046117	0.26171	0.064386	0.17273	0.61402
Meth__cg22016571__MASK	0.31727	0.068156	0.10873	0.081676	0.22406	0.65527	0.079625	0.37541	0.060792	0.23908	0.067849	0.057666	0.12377	0.50668	0.064028	0.46744	0.6021	0.199	0.065604	0.047431	0.066739	0.57214	0.39038	0.58545	0.10653	0.070677	0.28834	0.4376	0.13866	0.657	0.22226	0.28888	0.38281	0.17179	0.61628	0.57097
Meth__cg14070162__PTRF	0.0855	0.27762	0.08891	0.94841	0.94611	0.062074	0.46719	0.06051	0.098137	0.55734	0.079545	0.10158	0.58804	0.40277	0.09584	0.74082	0.061913	0.090011	0.08066	0.43357	0.47552	0.92706	0.089991	0.94012	0.10348	0.80192	0.13576	0.12882	0.48775	0.078004	0.076582	0.70598	0.82646	0.11525	0.6201	0.23713
Meth__cg26853640__GGN	0.03604	0.045238	0.85202	0.88227	0.099892	0.029386	0.55095	0.17892	0.065135	0.52446	0.74268	0.91768	0.70525	0.93008	0.061062	0.075195	0.070948	0.057026	0.02613	0.38054	0.73454	0.036562	0.3695	0.046268	0.070947	0.38102	0.039914	0.32458	0.08601	0.13012	0.019215	0.44041	0.68469	0.40018	0.056524	0.059459
Meth__cg21080294__PRPS1	0.49741	0.033071	0.027974	0.040104	0.13472	0.029573	0.047222	0.52505	0.042275	0.028221	0.044969	0.068153	0.0629	0.038502	0.0546	0.21842	0.33679	0.044216	0.039783	0.03179	0.023707	0.42685	0.041149	0.40125	0.03827	0.050907	0.18265	0.41296	0.045031	0.050721	0.33182	0.033831	0.131	0.11456	0.54799	0.47602
Meth__cg26150490__LOC389852	0.47363	0.032293	0.066964	0.046695	0.044733	0.036374	0.030632	0.87656	0.39254	0.20546	0.051451	0.44765	0.46678	0.3573	0.33802	0.4172	0.030784	0.21582	0.029311	0.028562	0.049011	0.48951	0.19783	0.45055	0.088463	0.18736	0.33151	0.379	0.090775	0.17543	0.42979	0.12673	0.030851	0.075728	0.4571	0.37062
Meth__cg23913400__ITGB4	0.031205	0.027391	0.028359	0.029381	0.022634	0.97413	0.027905	0.026669	0.035121	0.029777	0.69111	0.029245	0.077789	0.021871	0.029727	0.026717	0.023334	0.054775	0.032083	0.024275	0.026117	0.069353	0.27359	0.026992	0.068838	0.036174	0.041663	0.072682	0.063781	0.034575	0.067816	0.02559	0.031119	0.10626	0.031955	0.047856
Meth__cg02741249__GGA2	0.045145	0.038013	0.052531	0.035679	0.04747	0.073325	0.047561	0.037863	0.032543	0.048704	0.038522	0.072461	0.07875	0.029085	0.044905	0.037316	0.039916	0.064992	0.036991	0.034673	0.038049	0.045691	0.051705	0.036422	0.084332	0.048257	0.091277	0.09405	0.073026	0.044688	0.63089	0.046834	0.046716	0.10111	0.050841	0.07901
Meth__cg17409393__ATP9A	0.019374	0.012003	0.020683	0.013646	0.012559	0.54563	0.018001	0.019026	0.016811	0.015683	0.018924	0.012162	0.025949	0.018853	0.019671	0.012979	0.015096	0.016662	0.0088448	0.015276	0.019189	0.016005	0.023213	0.01769	0.13712	0.022395	0.023308	0.48745	0.014774	0.018003	0.013552	0.0099094	0.014753	0.026859	0.024185	0.024977
Meth__cg16004226__B4GALNT4	0.054066	0.12986	0.049025	0.048161	0.043796	0.050839	0.056836	0.081088	0.048001	0.056051	0.041466	0.044751	0.10978	0.066272	0.042167	0.050793	0.063825	0.11928	0.19637	0.044654	0.048308	0.053208	0.068722	0.058731	0.43982	0.072226	0.077473	0.089866	0.1709	0.053067	0.095477	0.044844	0.042101	0.081857	0.047353	0.10451
Meth__cg15008991__ZNF673	0.23916	0.021404	0.039186	0.030512	0.047094	0.02578	0.045644	0.044907	0.047263	0.033224	0.035145	0.27354	0.31184	0.080758	0.047241	0.1827	0.047647	0.071429	0.035531	0.034823	0.034146	0.21757	0.04182	0.23966	0.14167	0.1074	0.05646	0.083153	0.057963	0.063302	0.093971	0.05227	0.05218	0.11833	0.079091	0.22838
Meth__cg11289251__DUS2L	0.024765	0.028941	0.071812	0.021536	0.012375	0.07468	0.03366	0.024415	0.019996	0.02272	0.029052	0.0271	0.038154	0.012904	0.024505	0.019895	0.027404	0.048463	0.039674	0.016998	0.034117	0.021863	0.033375	0.074462	0.41085	0.026707	0.068852	0.039739	0.043119	0.018227	0.021753	0.016083	0.017287	0.064573	0.024474	0.073452
Meth__cg05494459__FTSJ1	0.45356	0.067464	0.071898	0.062015	0.29478	0.064391	0.062737	0.06098	0.22084	0.15342	0.062057	0.40748	0.30548	0.24797	0.18235	0.48603	0.055479	0.36755	0.058322	0.061384	0.060273	0.37392	0.072972	0.33197	0.074934	0.38224	0.22229	0.42584	0.42574	0.36014	0.32944	0.055194	0.078802	0.12443	0.29506	0.56544
Meth__cg20852286__DHFRL1	0.068122	0.077165	0.094245	0.073515	0.042806	0.05159	0.069431	0.45657	0.083298	0.077653	0.0597	0.076577	0.076974	0.098178	0.072212	0.06789	0.079339	0.075193	0.062888	0.062313	0.063063	0.058647	0.075763	0.059877	0.22745	0.091006	0.19336	0.1313	0.079846	0.10014	0.07113	0.067316	0.062754	0.11552	0.056798	0.10978
Meth__cg05627103__KIAA1984	0.047472	0.1654	0.6284	0.044339	0.038547	0.96261	0.057034	0.1107	0.087317	0.042011	0.24665	0.6406	0.44824	0.036527	0.12031	0.24799	0.11654	0.076936	0.47367	0.044525	0.065835	0.040181	0.60136	0.042921	0.67416	0.049384	0.066557	0.20082	0.13686	0.083784	0.89997	0.041602	0.051008	0.13584	0.049454	0.11023
Meth__cg24790296__GTF3A	0.050931	0.49646	0.057267	0.080623	0.03241	0.41979	0.074185	0.052752	0.052436	0.075858	0.052408	0.06188	0.087785	0.026689	0.044467	0.048794	0.047854	0.053754	0.033025	0.038611	0.047024	0.039087	0.29743	0.037197	0.084086	0.052538	0.13377	0.088294	0.17472	0.036091	0.064722	0.03102	0.040801	0.11768	0.038918	0.12896
Meth__cg23758485__SMPD3	0.098533	0.055645	0.041812	0.046852	0.058143	0.077458	0.04788	0.086877	0.056091	0.049291	0.85932	0.04861	0.12577	0.026652	0.070971	0.070265	0.055423	0.045467	0.74896	0.044061	0.055304	0.11911	0.076742	0.0558	0.46387	0.046214	0.067058	0.88557	0.10627	0.071466	0.15521	0.052921	0.05445	0.11751	0.14168	0.18023
Meth__cg17903544__PGAM5	0.044561	0.06168	0.21667	0.039346	0.021534	0.052111	0.043975	0.030016	0.046283	0.042058	0.057014	0.37021	0.0958	0.030074	0.04226	0.066757	0.040962	0.097002	0.040045	0.033674	0.041389	0.04525	0.076353	0.041347	0.23926	0.83975	0.057081	0.079361	0.084459	0.030253	0.083405	0.042416	0.11849	0.20738	0.061535	0.07911
Meth__cg18917378__BCAS1	0.064876	0.044466	0.26067	0.047498	0.04833	0.27358	0.047544	0.89978	0.19452	0.046767	0.30694	0.1488	0.073962	0.046452	0.1287	0.5417	0.82707	0.26178	0.039681	0.037449	0.05945	0.049269	0.15956	0.041126	0.59626	0.044455	0.061076	0.14137	0.046566	0.42585	0.1484	0.04078	0.048967	0.084935	0.051877	0.071643
Meth__cg17959722__MRPL41	0.034987	0.037294	0.03668	0.042373	0.026644	0.027151	0.02915	0.040771	0.03532	0.054514	0.030741	0.089097	0.053403	0.020715	0.036027	0.033623	0.025003	0.048539	0.029301	0.02814	0.039204	0.038396	0.071645	0.034349	0.062135	0.15071	0.070617	0.058154	0.070152	0.032308	0.028149	0.029518	0.022753	0.0469	0.042443	0.073704
Meth__cg03623878__MCF2L	0.019556	0.025632	0.03543	0.030514	0.019958	0.45834	0.031095	0.13625	0.020123	0.031796	0.04279	0.089331	0.09388	0.016615	0.027527	0.20627	0.75725	0.038929	0.016696	0.020634	0.044224	0.037087	0.59501	0.017721	0.048839	0.033462	0.043776	0.062828	0.02081	0.23603	0.02306	0.022266	0.025015	0.10253	0.057276	0.058088
Meth__cg07314984__PHKA2	0.30026	0.034237	0.14728	0.078103	0.058732	0.043113	0.1278	0.096535	0.14454	0.05965	0.10057	0.44529	0.15586	0.076607	0.13326	0.070109	0.11146	0.093918	0.064107	0.089324	0.084381	0.065158	0.044263	0.19464	0.16329	0.35876	0.082969	0.33289	0.074222	0.07324	0.073557	0.057015	0.067062	0.13091	0.36447	0.50589
Meth__cg25549459__POU3F3	0.4366	0.037951	0.89735	0.048207	0.093211	0.74605	0.7856	0.72274	0.08577	0.03552	0.22888	0.2914	0.18733	0.25346	0.10884	0.028708	0.30886	0.081527	0.044328	0.55009	0.84385	0.8855	0.11352	0.91164	0.52658	0.15807	0.096038	0.69885	0.13216	0.03762	0.072252	0.049783	0.63961	0.67064	0.87682	0.30014
Meth__cg19392138__ZNF449	0.063894	0.033851	0.060122	0.080823	0.034817	0.020958	0.061154	0.36651	0.03904	0.25663	0.03153	0.14364	0.05075	0.05868	0.024966	0.025068	0.1068	0.049653	0.021896	0.089095	0.099418	0.092455	0.023583	0.34476	0.049599	0.11467	0.031583	0.11754	0.067553	0.31931	0.067455	0.27029	0.039598	0.081348	0.38213	0.068839
Meth__cg12572939__F8A1	0.66502	0.58986	0.018848	0.032967	0.57961	0.1566	0.019597	0.49438	0.018461	0.62693	0.017065	0.0263	0.53662	0.21939	0.014083	0.64719	0.61824	0.58881	0.34106	0.013214	0.018026	0.66692	0.52967	0.60635	0.045799	0.10367	0.037319	0.56403	0.037116	0.65246	0.65255	0.27573	0.55307	0.041257	0.65766	0.71598
Meth__cg10878307__ATAD4	0.046624	0.041079	0.54091	0.03762	0.038588	0.7577	0.043432	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.029045	0.091713	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.049713	0.72719	0.028723	0.67566	0.038806	0.080973	0.05687	0.077839	0.84493	0.80588	0.029428	0.036481	0.087647	0.054895	0.089402
Meth__cg24265806__DRCTNNB1A	0.057324	0.0407	0.049055	0.042254	0.043639	0.039936	0.04874	0.069776	0.050935	0.049883	0.053521	0.082972	0.050546	0.038867	0.046346	0.055265	0.040134	0.045008	0.031492	0.048448	0.044931	0.10817	0.03562	0.047085	0.077853	0.054309	0.11428	0.72126	0.040679	0.0554	0.070876	0.036796	0.037858	0.068396	0.043446	0.098081
Meth__cg02205962__BCAP31	0.77238	0.026047	0.026869	0.026908	0.65025	0.019398	0.028529	0.55172	0.031057	0.017116	0.03257	0.099684	0.075563	0.027728	0.026779	0.69745	0.63518	0.16981	0.029225	0.034348	0.031099	0.74071	0.060532	0.70946	0.068313	0.028028	0.78179	0.50917	0.099973	0.71728	0.82496	0.02153	0.49884	0.060866	0.82083	0.72496
Meth__cg10503234__FSTL3	0.49831	0.056063	0.053354	0.12219	0.047336	0.060171	0.36449	0.1405	0.11751	0.066986	0.29463	0.11064	0.21231	0.094075	0.17798	0.64085	0.038553	0.11079	0.21716	0.23655	0.059518	0.10484	0.033763	0.70687	0.090671	0.37375	0.51244	0.62921	0.1769	0.080027	0.041754	0.23906	0.40794	0.062108	0.058838	0.16901
Meth__cg12526025__LARGE	0.05699	0.038319	0.056316	0.045119	0.029898	0.046006	0.05161	0.4493	0.037142	0.068406	0.048727	0.10913	0.16314	0.038575	0.048823	0.047225	0.14548	0.068784	0.034892	0.044077	0.04665	0.04438	0.053579	0.039275	0.53368	0.049129	0.087576	0.095998	0.086881	0.048243	0.056928	0.047956	0.029194	0.059258	0.048412	0.098129
Meth__cg22131172__LOC283487	0.046525	0.05402	0.038794	0.24308	0.15422	0.041713	0.71134	0.069164	0.13982	0.20643	0.35582	0.037018	0.058643	0.04673	0.14572	0.038838	0.040341	0.0905	0.043779	0.065622	0.070385	0.054233	0.04315	0.057734	0.099293	0.25047	0.1258	0.083953	0.098312	0.050108	0.050154	0.083376	0.59116	0.1119	0.077962	0.22939
Meth__cg02643667__TFF1	0.049689	0.57512	0.90571	0.052204	0.036582	0.76102	0.042216	0.95344	0.93152	0.055862	0.93106	0.88398	0.84968	0.060999	0.76543	0.93325	0.94093	0.82079	0.061044	0.07162	0.048112	0.3084	0.88231	0.13065	0.24647	0.06176	0.16652	0.088214	0.52603	0.91637	0.42609	0.04603	0.3582	0.50609	0.046928	0.15998
Meth__cg02620470__EXT2	0.043439	0.043947	0.043811	0.047649	0.030817	0.036255	0.044152	0.48823	0.028542	0.0389	0.048526	0.051918	0.073579	0.028318	0.041188	0.031791	0.046994	0.074983	0.036367	0.043023	0.049254	0.051163	0.05222	0.030051	0.087999	0.066235	0.063973	0.099177	0.13308	0.040464	0.034761	0.034604	0.024221	0.090969	0.04141	0.1262
