Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC3153	HCC38	HCC70	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR75B
RS_G12549__ANGPTL4__ANGPTL4	1.3628	1.7355	0.28988	1.6842	7.1002	2.6448	1.0067	2.1231	3.7472	6.5014	3.8004	3.7687	4.8409	3.5734	5.7269	6.1066	1.3524	6.5731	5.4475	1.9371	3.028	5.5559	7.218	7.3786	10.3721	5.9315	5.0877	6.2922	1.8001
Meth__cg04172348__SYN2	0.80988	0.063827	0.94073	0.86205	0.8493	0.91053	0.94075	0.92387	0.05796	0.088019	0.90513	0.053123	0.084716	0.18587	0.90551	0.82197	0.88635	0.92515	0.88641	0.71732	0.88276	0.09482	0.043517	0.045506	0.41927	0.13652	0.89902	0.61256	0.71698
Meth__cg13921352__FAM19A4	0.9379	0.046175	0.95403	0.62215	0.77864	0.94514	0.032074	0.057954	0.95515	0.058543	0.89168	0.04372	0.047589	0.066022	0.44345	0.12141	0.82105	0.94878	0.69913	0.54808	0.79208	0.047021	0.043063	0.037185	0.31038	0.33067	0.56353	0.68333	0.9302
Meth__cg06850526__MGC15523	0.067797	0.075712	0.096842	0.092101	0.87227	0.060445	0.056349	0.078976	0.117	0.71953	0.38465	0.31351	0.19648	0.1299	0.047805	0.12046	0.50792	0.1076	0.17402	0.061937	0.11865	0.088441	0.26392	0.052686	0.66482	0.16467	0.28064	0.073901	0.035999
Meth__cg09812049__WIRE	0.023938	0.019731	0.036766	0.024252	0.062367	0.051729	0.078808	0.029607	0.092234	0.03714	0.073303	0.02384	0.029794	0.033848	0.022336	0.022799	0.032191	0.037373	0.10252	0.039059	0.056269	0.03597	0.022326	0.023367	0.027815	0.028462	0.092475	0.025206	0.027205
Meth__cg17329249__MAT2B	0.43882	0.063767	0.18057	0.33502	0.062172	0.26965	0.14082	0.089048	0.059352	0.060973	0.12022	0.1223	0.073809	0.19623	0.080666	0.077695	0.89157	0.072217	0.11885	0.092842	0.13575	0.12915	0.056557	0.080475	0.06758	0.08991	0.064329	0.15721	0.59465
RS_G3189__FAM83E__FAM83E	5.5054	1.2887	6.353	0.46463	0	0.66648	2.1666	2.0567	0	0.91415	0.6177	1.8641	1.3612	6.4207	0.24924	0.64938	2.6827	3.2312	0.43665	6.4674	1.5424	0.31951	1.7205	1.4596	0.50302	0.72718	0.71148	0	1.3318
Meth__cg24623271__ZIC2	0.39781	0.07379	0.547	0.4038	0.038425	0.060793	0.073735	0.051221	0.48218	0.067866	0.055265	0.065779	0.064729	0.21311	0.031868	0.10147	0.85147	0.76292	0.074662	0.067899	0.47668	0.33735	0.060592	0.054176	0.039312	0.085036	0.05833	0.72698	0.69912
RS_G6622__BARX1__BARX1	0.22949	0	0	0.14871	0	0	0.23826	0.36785	7.1091	2.0759	0.38231	1.3499	7.1959	0	0.51427	0.28343	0	0.33767	0	0	0	0	5.4178	0	0.55638	0.58125	2.9156	0	0
Meth__cg21688264__SNAP91	0.033559	0.039291	0.036969	0.038297	0.030115	0.94749	0.96084	0.051732	0.086014	0.039286	0.78374	0.032253	0.057619	0.1008	0.087991	0.04271	0.60622	0.94016	0.64237	0.48976	0.88673	0.066098	0.038972	0.026523	0.6887	0.051154	0.78888	0.59332	0.73141
Meth__cg02121943__TBX3	0.10279	0.077348	0.078902	0.082534	0.09228	0.10655	0.82	0.10067	0.081467	0.050161	0.14371	0.076609	0.086121	0.15778	0.069719	0.086016	0.080756	0.078864	0.35612	0.085799	0.13998	0.11445	0.081381	0.091089	0.076054	0.073417	0.089888	0.0809	0.086915
Meth__cg25059428__UBE1	0.54117	0.025433	0.052915	0.051827	0.034008	0.064454	0.049954	0.0336	0.079334	0.049933	0.52106	0.043334	0.089968	0.41973	0.048794	0.051951	0.04459	0.43764	0.16568	0.38411	0.32802	0.038613	0.028687	0.045048	0.13159	0.053184	0.35197	0.13326	0.06069
Meth__cg08210616__ZNF502	0.8538	0.071199	0.83655	0.27249	0.31149	0.8168	0.86536	0.39156	0.83127	0.073918	0.63679	0.082533	0.20359	0.23818	0.75719	0.59422	0.25855	0.4459	0.53921	0.083609	0.58191	0.19133	0.092692	0.24043	0.28857	0.11747	0.38156	0.28897	0.17659
Meth__cg21680178__GPATC3	0.15601	0.092107	0.12098	0.090858	0.080269	0.11461	0.06246	0.12173	0.11899	0.20898	0.080478	0.11897	0.096213	0.13613	0.080854	0.12552	0.098429	0.096644	0.12814	0.1224	0.11907	0.1035	0.08152	0.10038	0.052427	0.22876	0.13995	0.53229	0.52623
Meth__cg17615007__ZNF134	0.025968	0.015959	0.043306	0.01671	0.020589	0.028307	0.052721	0.016214	0.022515	0.024148	0.034007	0.01655	0.016759	0.048457	0.029801	0.029365	0.031731	0.023134	0.029765	0.019625	0.44973	0.018877	0.022054	0.036893	0.026079	0.02426	0.030433	0.039299	0.01824
Meth__cg06276653__C8ORFK32	0.8494	0.0515	0.89647	0.04093	0.079771	0.49104	0.70741	0.096887	0.88454	0.66948	0.13993	0.71585	0.46372	0.0821	0.040236	0.042983	0.83714	0.89878	0.12648	0.054398	0.32567	0.091195	0.42556	0.31164	0.6451	0.06813	0.65826	0.27985	0.12771
Meth__cg00772000__NHLRC1	0.58081	0.054578	0.16765	0.06551	0.9414	0.24602	0.051304	0.076156	0.93929	0.038042	0.19078	0.067988	0.049809	0.095685	0.050944	0.067655	0.66181	0.054725	0.39402	0.057257	0.46188	0.10618	0.050052	0.094645	0.14605	0.064349	0.054167	0.83004	0.79088
Meth__cg11303749__HIST1H4B	0.044434	0.042752	0.044854	0.044397	0.043092	0.048221	0.053422	0.043475	0.044912	0.026511	0.11288	0.034894	0.035029	0.048462	0.035924	0.038791	0.052391	0.052601	0.08915	0.04889	0.069767	0.060978	0.042965	0.038338	0.4785	0.027204	0.050133	0.043411	0.052002
Meth__cg18031008__MRPS21	0.047482	0.041605	0.286	0.47055	0.042983	0.064412	0.034388	0.65488	0.72322	0.095453	0.51594	0.065476	0.052477	0.11245	0.024315	0.055675	0.68735	0.089692	0.74431	0.66221	0.4715	0.096655	0.052476	0.078288	0.056674	0.22824	0.037259	0.60963	0.56801
Meth__cg11726593__IMPA1	0.43298	0.03894	0.82356	0.50668	0.33685	0.042209	0.7904	0.50204	0.56189	0.45207	0.2373	0.14347	0.11205	0.25258	0.52689	0.31829	0.51882	0.55706	0.12149	0.39156	0.75873	0.096994	0.043647	0.049511	0.40705	0.036789	0.31585	0.84287	0.3216
Meth__cg25941716__SH3KBP1	0.42469	0.027532	0.037775	0.11906	0.038986	0.04536	0.045632	0.54912	0.041573	0.53786	0.078547	0.031472	0.033918	0.48347	0.028176	0.03397	0.065626	0.51108	0.065402	0.29741	0.62194	0.1573	0.031118	0.02618	0.029604	0.075246	0.22963	0.17999	0.035374
Meth__cg24562819__THBD	0.75312	0.41668	0.066778	0.028582	0.96842	0.35217	0.93703	0.041805	0.85146	0.99026	0.95926	0.874	0.094072	0.17018	0.61519	0.39778	0.034267	0.35911	0.69162	0.053983	0.11432	0.20762	0.90826	0.38964	0.81252	0.40764	0.032482	0.03365	0.031466
Meth__cg16052901__VPS52	0.13674	0.088658	0.1773	0.14193	0.076799	0.25979	0.087564	0.17407	0.14191	0.61015	0.14114	0.10292	0.11618	0.21448	0.079422	0.12025	0.76145	0.28173	0.14233	0.38881	0.26655	0.14052	0.051725	0.071487	0.090505	0.19627	0.29047	0.13631	0.094028
Meth__cg04589904__ADRB1	0.047455	0.93216	0.068982	0.49876	0.35488	0.43703	0.043949	0.43806	0.059447	0.060245	0.67706	0.9377	0.69009	0.22478	0.57448	0.54736	0.62066	0.065403	0.11979	0.055497	0.9044	0.82007	0.075616	0.88029	0.85841	0.080198	0.0695	0.17425	0.64277
Meth__cg16778903__BRUNOL6	0.025199	0.031606	0.031132	0.020128	0.015025	0.019906	0.036147	0.021581	0.047336	0.016885	0.032079	0.017804	0.01936	0.043676	0.015254	0.026184	0.019149	0.012791	0.50017	0.022515	0.94916	0.042977	0.020575	0.047785	0.0094536	0.026808	0.017991	0.58136	0.4573
RS_G28096__CRIP1__CRIP1	7.9844	4.1652	10.7307	13.429	1.4617	2.9972	3.1334	3.9517	9.5409	1.0811	2.5807	4.013	2.5551	10.3575	6.32	4.123	11.2384	9.4178	0	11.4462	10.3518	3.7792	3.5393	12.4211	1.3665	11.503	12.5563	13.3168	13.0061
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.025007	0.40315	0.022386	0.020081	0.62513	0.021548	0.030148	0.20877	0.96255	0.96537	0.96434	0.030898	0.051069	0.96918	0.94615	0.15682	0.019055	0.032157	0.021989	0.78209	0.45582	0.96812	0.96772
Meth__cg19514928__TMEM56	0.058189	0.41431	0.12108	0.36763	0.072098	0.072113	0.035581	0.075241	0.059198	0.20255	0.26411	0.03382	0.17115	0.074574	0.16359	0.42069	0.14276	0.034486	0.060963	0.040917	0.08923	0.3778	0.031663	0.025539	0.10721	0.037314	0.037811	0.040711	0.09938
Meth__cg21717724__PSMD5	0.23575	0.12843	0.08866	0.18649	0.93545	0.61188	0.61714	0.63833	0.12859	0.22455	0.1264	0.14981	0.084044	0.14588	0.10255	0.105	0.5275	0.21644	0.86552	0.14558	0.14775	0.127	0.1007	0.13224	0.12712	0.21689	0.12831	0.2321	0.22897
Meth__cg20643416__TOMM70A	0.041127	0.035419	0.079225	0.027802	0.037654	0.041015	0.12041	0.04021	0.045994	0.04083	0.089186	0.036301	0.033836	0.078426	0.038622	0.03861	0.040577	0.064172	0.07687	0.037724	0.069996	0.060877	0.039347	0.21463	0.040536	0.055622	0.037658	0.036931	0.040056
Meth__cg16222762__SYT4	0.17267	0.021916	0.26269	0.018559	0.067924	0.77291	0.77192	0.043785	0.81931	0.16987	0.071897	0.033438	0.031415	0.04331	0.25779	0.058907	0.94937	0.023498	0.070976	0.032227	0.87104	0.070314	0.025887	0.50553	0.67382	0.043459	0.026137	0.43546	0.26414
RS_G7026__NGF__NGF	0	0	0	0.44039	8.2263	0	1.5055	0	0	3.456	0.41902	7.7309	6.0518	0	1.5749	0	0	0.80236	4.6169	0	0	0	4.7581	0.80466	0	0	0	0	0
Meth__cg14037413__ZNF143	0.025515	0.019496	0.024913	0.016058	0.018004	0.023268	0.15108	0.025762	0.060538	0.015867	0.027936	0.020684	0.017405	0.05745	0.028699	0.031796	0.11619	0.026567	0.028689	0.022955	0.036702	0.018941	0.024436	0.025213	0.02304	0.023007	0.021775	0.018749	0.01676
Meth__cg08460435__C1orf59	0.70356	0.067236	0.12001	0.074813	0.66569	0.74889	0.058248	0.085293	0.12711	0.14039	0.17048	0.062914	0.053128	0.081495	0.064942	0.054115	0.92525	0.39022	0.9385	0.10651	0.89363	0.072917	0.05173	0.05722	0.87485	0.83745	0.1365	0.93507	0.91518
Meth__cg20530056__IKBKE	0.045595	0.17052	0.76656	0.67265	0.83917	0.062834	0.033106	0.59582	0.36163	0.15962	0.55076	0.31042	0.8424	0.11581	0.45693	0.61729	0.66195	0.12942	0.12223	0.85674	0.15335	0.22406	0.25175	0.03642	0.77969	0.47221	0.47585	0.17791	0.14031
Meth__cg12256228__RING1	0.049433	0.042719	0.073188	0.05893	0.040867	0.10559	0.057219	0.08041	0.059918	0.041898	0.077789	0.036178	0.038572	0.09539	0.063133	0.047005	0.056043	0.09856	0.099485	0.043849	0.082669	0.072794	0.040364	0.029499	0.037279	0.075922	0.079156	0.040248	0.044557
Meth__cg24990612__PDGFB	0.11243	0.58577	0.12506	0.10725	0.13893	0.095553	0.067672	0.10544	0.4056	0.25983	0.27109	0.48869	0.14323	0.14255	0.11006	0.10848	0.08217	0.061224	0.18189	0.082715	0.14405	0.17032	0.091148	0.083415	0.094405	0.14702	0.10188	0.10559	0.10427
Meth__cg17022914__BATF2	0.17816	0.02159	0.54558	0.044781	0.15611	0.048321	0.56504	0.047552	0.04071	0.040355	0.065645	0.045963	0.032245	0.05599	0.024642	0.047665	0.16145	0.058348	0.052188	0.045224	0.10296	0.04091	0.02669	0.045352	0.27173	0.043189	0.070199	0.04221	0.042612
Meth__cg21522303__ST6GALNAC2	0.054085	0.60016	0.075465	0.088064	0.72392	0.067277	0.069194	0.51066	0.79245	0.58534	0.87267	0.80246	0.047716	0.095036	0.78293	0.078883	0.029605	0.029784	0.86692	0.066442	0.082225	0.57903	0.39738	0.026374	0.020967	0.097093	0.029204	0.030843	0.038652
Meth__cg15583058__SDCCAG3	0.063799	0.054673	0.081563	0.068714	0.07123	0.067016	0.8565	0.078217	0.05778	0.16828	0.091985	0.089349	0.052984	0.097857	0.043174	0.060448	0.093669	0.069222	0.316	0.084434	0.12981	0.07859	0.049797	0.070363	0.060466	0.050682	0.092619	0.072125	0.058038
Meth__cg20182358__MLF1	0.042152	0.038515	0.042581	0.025918	0.033008	0.058026	0.041317	0.040069	0.050443	0.032565	0.033916	0.030787	0.030497	0.050542	0.023808	0.042783	0.034137	0.026311	0.057574	0.038879	0.082681	0.056098	0.02878	0.064471	0.031336	0.051443	0.034573	0.029997	0.037561
Meth__cg08946989__TBC1D7	0.032502	0.015408	0.026349	0.017881	0.019492	0.032599	0.28844	0.026819	0.031232	0.018336	0.059711	0.018052	0.02277	0.046558	0.024528	0.02576	0.023302	0.019972	0.10104	0.031736	0.045131	0.039459	0.026596	0.013725	0.020423	0.043914	0.029315	0.027694	0.030599
Meth__cg09906488__CAMK1D	0.035074	0.83977	0.89301	0.43973	0.95403	0.037094	0.055848	0.040909	0.88673	0.52529	0.95112	0.1471	0.031835	0.093605	0.52868	0.42774	0.1401	0.031766	0.68567	0.043194	0.038143	0.60187	0.054072	0.031692	0.84374	0.8078	0.34693	0.054375	0.7289
Meth__cg14681055__PITX3	0.96442	0.045994	0.96446	0.97266	0.67592	0.93539	0.60438	0.047637	0.88187	0.082909	0.72562	0.064399	0.034826	0.064283	0.24377	0.069844	0.5819	0.95324	0.88011	0.96491	0.89578	0.082098	0.041508	0.44164	0.4961	0.94738	0.14847	0.94282	0.9321
Meth__cg08397758__C10orf33	0.047195	0.060419	0.046762	0.039605	0.88177	0.074009	0.04076	0.051551	0.037272	0.12041	0.11133	0.050358	0.12013	0.071095	0.058421	0.045577	0.054977	0.0406	0.053249	0.057831	0.099132	0.10227	0.8114	0.037196	0.043253	0.059265	0.049966	0.050382	0.04376
RS_G5405__GLIPR2__GLIPR2	1.6539	7.0819	0.90362	2.8754	5.1543	2.2968	4.6416	0.87288	5.9912	4.9724	4.2248	6.7986	6.3415	6.008	5.1586	3.0034	5.421	4.1668	3.8964	3.8901	0.45074	4.0647	4.7593	4.2732	2.7256	3.5392	3.6892	1.1076	2.0736
Meth__cg11719452__BCDIN3	0.069555	0.029805	0.045323	0.031626	0.035028	0.052178	0.048545	0.059731	0.037545	0.04138	0.084255	0.037541	0.053801	0.077145	0.038098	0.039266	0.050265	0.039492	0.082472	0.057228	0.14724	0.052819	0.039184	0.022739	0.01901	0.12147	0.065047	0.062136	0.064286
Meth__cg03673687__EML1	0.04604	0.042767	0.057737	0.036914	0.025319	0.055707	0.056149	0.072662	0.043876	0.036297	0.056844	0.045575	0.041409	0.066143	0.028116	0.046093	0.032182	0.044087	0.24031	0.067338	0.29815	0.083755	0.03627	0.039292	0.031087	0.06723	0.039148	0.057584	0.041407
Meth__cg21922574__NETO1	0.91668	0.10011	0.95147	0.80835	0.54552	0.92528	0.95302	0.03549	0.94657	0.51964	0.50737	0.29197	0.24113	0.32972	0.90515	0.93707	0.2581	0.043026	0.87276	0.88006	0.85454	0.10811	0.016888	0.52798	0.066987	0.041319	0.88267	0.73232	0.89467
Meth__cg13133148__SNAPC5	0.034533	0.034262	0.034122	0.027935	0.031053	0.043678	0.048987	0.035235	0.027605	0.014565	0.036857	0.026521	0.030477	0.063429	0.030443	0.029882	0.032589	0.026324	0.052969	0.040186	0.051808	0.039501	0.02417	0.023959	0.020359	0.040903	0.036401	0.030893	0.03187
Meth__cg11710969__ARMC3	0.84519	0.082711	0.32786	0.59169	0.80515	0.11978	0.89114	0.32377	0.25021	0.098169	0.54712	0.29108	0.087545	0.13719	0.097703	0.086486	0.22676	0.35322	0.75583	0.80108	0.29249	0.11603	0.07869	0.4129	0.37041	0.15152	0.06728	0.81731	0.74778
Meth__cg22882178__PITX3	0.93999	0.039592	0.93756	0.94541	0.6381	0.93518	0.36045	0.041114	0.9171	0.12286	0.60512	0.12069	0.024645	0.16614	0.39538	0.05482	0.5138	0.93862	0.82543	0.93211	0.86115	0.077211	0.041776	0.49913	0.43038	0.92746	0.12057	0.91867	0.89754
Meth__cg16121444__NME7	0.025249	0.019546	0.02646	0.022662	0.030557	0.034265	0.025996	0.045705	0.042677	0.032377	0.042646	0.034468	0.02363	0.13012	0.019871	0.023711	0.032133	0.037224	0.066327	0.056419	0.066756	0.041304	0.029816	0.036923	0.025611	0.058443	0.032497	0.03073	0.0249
Meth__cg14708847__PAK3	0.097577	0.054287	0.29157	0.10406	0.11505	0.13917	0.32054	0.073696	0.18852	0.071263	0.25378	0.094476	0.0383	0.14248	0.13709	0.15196	0.22931	0.28947	0.3284	0.08794	0.10855	0.1202	0.057138	0.049746	0.054648	0.099965	0.41228	0.074513	0.29339
Meth__cg09086761__MTA2	0.032082	0.047557	0.050598	0.051189	0.035229	0.053846	0.036764	0.027106	0.063843	0.060209	0.1122	0.064777	0.082257	0.06497	0.097366	0.076248	0.028277	0.043617	0.040943	0.036206	0.10892	0.042562	0.028758	0.018079	0.069334	0.059014	0.031825	0.035515	0.064099
Meth__cg23653008__CHFR	0.02497	0.017278	0.020917	0.017646	0.020099	0.027033	0.027712	0.02458	0.022342	0.022531	0.021877	0.02084	0.022148	0.024709	0.021437	0.027209	0.019954	0.024896	0.22087	0.02659	0.036335	0.033488	0.019576	0.022568	0.015873	0.046862	0.028754	0.023069	0.023587
Meth__cg12783640__ABCC5	0.033086	0.0193	0.025576	0.020429	0.014738	0.032186	0.57922	0.017876	0.020086	0.02175	0.03681	0.01771	0.025417	0.039271	0.012775	0.024754	0.046512	0.01833	0.072983	0.030411	0.10532	0.027525	0.016069	0.016209	0.017965	0.073223	0.022859	0.02657	0.029544
Meth__cg27544190__C21orf63	0.043804	0.48067	0.16569	0.1622	0.48942	0.043413	0.035357	0.06769	0.070186	0.026404	0.32621	0.46492	0.042147	0.065794	0.691	0.2639	0.44935	0.28211	0.084387	0.30576	0.094259	0.21809	0.32103	0.031556	0.32055	0.09009	0.23378	0.054075	0.042667
RS_G6639__KHDRBS3__KHDRBS3	2.7656	1.8859	6.3116	2.5982	3.6717	3.9119	7.3774	3.5335	5.9593	4.6798	4.5205	3.9564	3.1927	3.2543	0.13271	1.6897	3.5037	3.0254	7.1711	4.1739	3.1378	0.99985	6.8705	2.3588	2.4602	2.8818	4.0823	4.0691	5.0319
Meth__cg27586455__ZNF688	0.046765	0.022697	0.029714	0.019071	0.025287	0.039416	0.02928	0.038599	0.041737	0.042091	0.043803	0.024139	0.031381	0.050691	0.018976	0.031221	0.032805	0.020963	0.075008	0.034573	0.051305	0.03164	0.019739	0.025044	0.022694	0.07237	0.04033	0.034239	0.034453
Meth__cg23116589__ARMCX1	0.06181	0.11744	0.77797	0.08122	0.40193	0.58747	0.59295	0.26438	0.75366	0.32051	0.52945	0.2515	0.19482	0.1929	0.078137	0.099516	0.30524	0.2789	0.14673	0.58496	0.2956	0.12299	0.13113	0.18851	0.31533	0.14828	0.36242	0.21833	0.72332
Meth__cg05461841__LOC124220	0.033648	0.033748	0.041517	0.023088	0.58875	0.028438	0.33093	0.030119	0.18722	0.3864	0.83042	0.51852	0.55548	0.018457	0.090583	0.072588	0.038674	0.02353	0.49481	0.027432	0.054307	0.057189	0.31228	0.088952	0.032073	0.049677	0.046297	0.039787	0.034642
Meth__cg26359204__NKX6-1	0.58066	0.030883	0.0443	0.042788	0.032764	0.04482	0.035977	0.046696	0.04915	0.029088	0.1023	0.030202	0.033083	0.1016	0.050071	0.038271	0.050461	0.042421	0.55527	0.042135	0.12852	0.065814	0.027112	0.036606	0.040642	0.060669	0.37331	0.03924	0.045737
Meth__cg09476523__RHOBTB2	0.037367	0.037327	0.077689	0.040094	0.040888	0.04362	0.054877	0.053419	0.044671	0.070202	0.079489	0.037906	0.031538	0.20115	0.031071	0.043195	0.042446	0.058088	0.097287	0.057456	0.13772	0.075798	0.02585	0.27804	0.042607	0.066174	0.043967	0.043865	0.037671
Meth__cg23705973__HIST1H1D	0.091828	0.058888	0.15626	0.073741	0.050208	0.81363	0.80963	0.063432	0.3926	0.17699	0.75145	0.059188	0.041565	0.098835	0.071805	0.07755	0.074766	0.39666	0.6933	0.11009	0.19443	0.085188	0.040961	0.071554	0.86153	0.14328	0.066764	0.88109	0.75314
Meth__cg01693108__SRPK1	0.037249	0.039426	0.047068	0.036092	0.040056	0.046674	0.413	0.054515	0.055707	0.040222	0.11305	0.028696	0.044247	0.10383	0.044259	0.042873	0.05585	0.055119	0.074946	0.046812	0.069362	0.11787	0.035549	0.037982	0.028416	0.092178	0.045743	0.04886	0.053643
Meth__cg27420123__FSHB	0.19518	0.046391	0.18074	0.072032	0.10625	0.28062	0.33875	0.49003	0.21939	0.20453	0.085838	0.30356	0.056456	0.12506	0.071902	0.060864	0.15558	0.26389	0.13556	0.1516	0.084207	0.082905	0.57119	0.67913	0.057132	0.082749	0.071709	0.089321	0.056729
Meth__cg10549188__ANP32E	0.059902	0.078788	0.084028	0.19931	0.05755	0.064696	0.040394	0.071047	0.088268	0.16631	0.8763	0.067198	0.081157	0.18246	0.19906	0.23741	0.065829	0.065756	0.10067	0.085294	0.13802	0.1754	0.053534	0.074902	0.066996	0.14875	0.042387	0.054227	0.043438
Meth__cg11700429__ANAPC1	0.0263	0.020592	0.025769	0.025474	0.020532	0.029285	0.2431	0.023788	0.026953	0.014738	0.037986	0.024879	0.020438	0.068696	0.017058	0.025687	0.024486	0.020806	0.049325	0.029995	0.053573	0.048847	0.023354	0.016149	0.023231	0.050198	0.02621	0.030838	0.025799
Meth__cg13699808__PRKCBP1	0.07759	0.34151	0.078237	0.1964	0.075962	0.079863	0.058155	0.32729	0.36358	0.11141	0.27467	0.16859	0.61352	0.12255	0.79066	0.82614	0.079738	0.074913	0.13191	0.077698	0.21605	0.52774	0.087378	0.11339	0.060619	0.13602	0.1101	0.11014	0.095873
Meth__cg05467918__ACADM	0.038137	0.032348	0.06965	0.51156	0.035052	0.4533	0.46416	0.040211	0.087952	0.13516	0.072279	0.037122	0.021029	0.10566	0.037496	0.028927	0.068932	0.49609	0.12613	0.054461	0.12096	0.050754	0.047844	0.44863	0.013263	0.067899	0.045455	0.033531	0.038467
Meth__cg14598387__OR1N1	0.37592	0.043395	0.68965	0.1336	0.030203	0.19357	0.60861	0.034598	0.21752	0.19306	0.14921	0.072892	0.077477	0.041537	0.043319	0.060324	0.61344	0.18665	0.044871	0.12951	0.21081	0.039745	0.034736	0.048804	0.064887	0.10691	0.090808	0.071598	0.10447
Meth__cg21993406__CENPH	0.20215	0.081317	0.17502	0.11959	0.76258	0.38063	0.20314	0.39794	0.096134	0.34507	0.23088	0.12567	0.12696	0.3666	0.11445	0.082393	0.29096	0.45824	0.19912	0.38871	0.31115	0.14769	0.071756	0.10212	0.28736	0.12634	0.45057	0.13342	0.20214
Meth__cg02998425__ADAM21	0.91957	0.022214	0.87992	0.61775	0.060832	0.59729	0.96052	0.34254	0.65188	0.48407	0.28164	0.43903	0.74457	0.072522	0.14546	0.33397	0.92567	0.94117	0.0625	0.22864	0.2955	0.058077	0.14016	0.24169	0.36878	0.023889	0.51482	0.55082	0.31261
Meth__cg23423382__ZNF287	0.039958	0.036423	0.046041	0.054112	0.04018	0.061495	0.070653	0.075701	0.053215	0.04	0.92316	0.04626	0.040404	0.075442	0.040351	0.050843	0.060802	0.04505	0.90292	0.063478	0.48043	0.051261	0.043927	0.035609	0.030605	0.052797	0.048403	0.054118	0.05068
Meth__cg17497271__GPR176	0.16872	0.045778	0.10526	0.046107	0.039286	0.34986	0.037114	0.054254	0.073442	0.051579	0.083455	0.045559	0.042918	0.074517	0.14919	0.08464	0.29999	0.14592	0.94073	0.073636	0.82604	0.096882	0.040586	0.051308	0.095445	0.17434	0.10753	0.10026	0.14056
RS_G9054__SLC2A12__SLC2A12	3.649	2.6215	1.5811	1.4241	1.4865	1.2614	1.6733	0.33402	1.8373	3.2607	2.4662	4.2849	4.2982	4.5068	2.0942	1.3538	1.0379	2.7596	2.1096	1.9341	0.15829	3.1953	3.729	1.2369	5.1466	1.8698	2.2742	1.5005	1.5576
Meth__cg09759260__ITGA2	0.037986	0.040643	0.051669	0.025083	0.55592	0.041609	0.057247	0.036763	0.07006	0.031042	0.08375	0.028779	0.033685	0.088573	0.029102	0.035866	0.063418	0.054944	0.078473	0.06605	0.062571	0.073622	0.035652	0.034147	0.023977	0.049145	0.0623	0.045865	0.049826
Meth__cg08878744__LCE1B	0.87062	0.022967	0.90843	0.90159	0.035698	0.55539	0.37713	0.25949	0.058831	0.22714	0.22253	0.052291	0.062637	0.072897	0.083253	0.22645	0.053975	0.88766	0.057072	0.45459	0.17638	0.046834	0.031624	0.048288	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg04499325__EPDR1	0.077014	0.116	0.087889	0.070034	0.80282	0.077001	0.051107	0.067754	0.104	0.22625	0.80948	0.91224	0.074991	0.25358	0.74083	0.70783	0.32633	0.060115	0.14654	0.080195	0.84819	0.13837	0.065016	0.076479	0.90543	0.64669	0.082635	0.070885	0.078135
Meth__cg11314684__AKT3	0.27401	0.061147	0.66658	0.057193	0.89691	0.10636	0.12165	0.089902	0.16762	0.14106	0.11191	0.078065	0.046884	0.098958	0.057976	0.083675	0.07975	0.45803	0.10866	0.08961	0.11027	0.082789	0.065657	0.68383	0.043773	0.13961	0.35915	0.078934	0.053659
Meth__cg00297600__UNC5D	0.72702	0.060237	0.57631	0.11579	0.050434	0.22151	0.14484	0.1738	0.72172	0.29756	0.30926	0.43668	0.1033	0.44154	0.093264	0.15118	0.86948	0.73269	0.16797	0.082288	0.59551	0.19595	0.12311	0.54848	0.65194	0.57143	0.15661	0.26251	0.29273
Meth__cg09976774__FOXM1	0.032107	0.030156	0.032342	0.024397	0.029706	0.039914	0.023937	0.031781	0.032221	0.015837	0.03853	0.02323	0.020897	0.048157	0.026036	0.036857	0.03193	0.026667	0.053728	0.059185	0.10313	0.037429	0.025231	0.026575	0.029489	0.051084	0.039396	0.034137	0.026177
Meth__cg21672276__ZNF502	0.84258	0.070268	0.86361	0.3332	0.29973	0.86559	0.91511	0.41133	0.86314	0.092186	0.71265	0.06408	0.28875	0.14175	0.80671	0.64194	0.51702	0.41774	0.46644	0.081678	0.80803	0.18066	0.061979	0.099225	0.61561	0.17693	0.34355	0.40936	0.31193
Meth__cg03852570__C10orf33	0.047725	0.043031	0.05157	0.050602	0.84231	0.063832	0.034783	0.05071	0.047473	0.084486	0.075315	0.063647	0.16414	0.057223	0.068053	0.057614	0.093265	0.043363	0.079016	0.050487	0.10065	0.07911	0.51705	0.047694	0.036824	0.1526	0.047945	0.049661	0.048345
