Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg16362133__SLC11A2	0.027498	0.1771	0.7971	0.24287	0.95071	0.63632	0.023324	0.87646	0.020496	0.087046	0.052816	0.54412	0.43607	0.047009	0.042818	0.03777	0.35596	0.2661	0.030065	0.51949	0.66899	0.24667	0.23933	0.018646	0.024305	0.015661	0.044488	0.023135	0.54277	0.04764	0.85502
Meth__cg25806808__CXCL1	0.33521	0.03391	0.29189	0.3037	0.61843	0.54271	0.023307	0.028314	0.61516	0.073914	0.91123	0.65638	0.91443	0.029303	0.12956	0.72793	0.57978	0.32156	0.083166	0.50772	0.72141	0.86581	0.087382	0.038398	0.024311	0.88246	0.27812	0.42314	0.26195	0.77973	0.76796
Meth__cg06953995__PALM2-AKAP2	0.03849	0.042196	0.43125	0.061552	0.03193	0.53555	0.020859	0.04219	0.031588	0.062429	0.083712	0.16649	0.047681	0.031808	0.059098	0.032092	0.34067	0.27469	0.10288	0.056929	0.049773	0.61766	0.10278	0.035915	0.031697	0.13207	0.064151	0.053695	0.039254	0.26811	0.04307
Meth__cg17749443__ZFP37	0.71083	0.021507	0.97393	0.018479	0.019686	0.6997	0.02128	0.026442	0.024116	0.015272	0.74645	0.74024	0.032156	0.0207	0.055728	0.024789	0.91971	0.62849	0.018505	0.4551	0.44766	0.072778	0.037789	0.028431	0.028122	0.31613	0.046866	0.034275	0.52598	0.10551	0.14375
Meth__cg27519424__HLCS	0.055185	0.05481	0.061496	0.054626	0.040977	0.059021	0.040705	0.061246	0.059412	0.087531	0.11281	0.10844	0.4793	0.073148	0.40803	0.054459	0.04878	0.069465	0.029316	0.099624	0.10948	0.11161	0.12014	0.062969	0.14227	0.093208	0.10939	0.047413	0.47712	0.12519	0.44302
Meth__cg09772154__FGFR2	0.051302	0.052388	0.098032	0.050643	0.060641	0.073059	0.054132	0.060474	0.071123	0.037939	0.50657	0.74175	0.077251	0.080112	0.12443	0.497	0.8306	0.61321	0.034067	0.91249	0.05893	0.078138	0.10166	0.041212	0.041183	0.015353	0.10804	0.049771	0.033754	0.059663	0.081591
RS_G6523__AKAP12__AKAP12	0.48642	0.34772	0.16809	2.1495	5.5885	0.33163	6.7678	3.3321	2.3494	4.1382	1.0678	0	2.8552	8.078	0	5.7452	2.4205	3.1946	1.622	8.2417	0.16066	0.07179	0	4.598	3.5179	0.9599	3.6759	1.7645	0.4458	0.17669	0.6065
Meth__cg05722918__SLC5A8	0.022874	0.021925	0.051018	0.020795	0.89954	0.028789	0.085418	0.023744	0.52983	0.031563	0.57039	0.4059	0.63583	0.039381	0.069107	0.0199	0.065827	0.028848	0.025387	0.82647	0.026733	0.91579	0.037399	0.025993	0.29685	0.27651	0.092552	0.027911	0.94653	0.66403	0.9255
Meth__cg02756845__MAPK8IP2	0.13928	0.19146	0.25071	0.056626	0.40026	0.51618	0.43584	0.18548	0.11698	0.58127	0.78422	0.15463	0.082465	0.14007	0.1921	0.44619	0.33026	0.34181	0.24598	0.90323	0.16304	0.94498	0.17626	0.06414	0.56442	0.15485	0.084175	0.099289	0.21921	0.19258	0.11194
Meth__cg02656594__IL21R	0.85361	0.058388	0.73114	0.60515	0.22129	0.46108	0.77831	0.69879	0.34067	0.35491	0.3903	0.033869	0.35119	0.59197	0.089629	0.13668	0.52129	0.69691	0.91345	0.1445	0.24554	0.06901	0.063951	0.075739	0.13	0.13292	0.18159	0.8347	0.19473	0.34091	0.22614
Meth__cg04388983__P2RY2	0.14557	0.057278	0.042575	0.097409	0.9494	0.13256	0.39442	0.066231	0.85873	0.20275	0.12077	0.045102	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.044526	0.11598	0.086735	0.15065	0.095495	0.10455	0.049822	0.082451	0.21605	0.093489	0.092204	0.13225	0.13243
Meth__cg02271621__DUSP8	0.085875	0.034549	0.056948	0.14379	0.033686	0.040268	0.92157	0.89903	0.036283	0.95549	0.21858	0.037318	0.55157	0.048466	0.10251	0.074156	0.034472	0.043517	0.1792	0.86586	0.61791	0.25903	0.074207	0.38205	0.27541	0.90529	0.08973	0.62864	0.029708	0.25513	0.0326
Meth__cg25714610__FAM3A	0.51103	0.028242	0.04454	0.42567	0.028866	0.042064	0.41045	0.54132	0.032282	0.031669	0.046514	0.017091	0.33893	0.43008	0.10526	0.031804	0.026648	0.040521	0.45397	0.078941	0.035214	0.25158	0.057009	0.40951	0.021488	0.31019	0.064279	0.57711	0.29673	0.49919	0.035787
Meth__cg09103232__SLC2A4	0.036767	0.037674	0.044732	0.031089	0.032379	0.033718	0.026588	0.033028	0.032765	0.029001	0.083767	0.041179	0.033184	0.40682	0.08353	0.025092	0.026692	0.038924	0.028173	0.057958	0.082017	0.054939	0.061117	0.032231	0.077927	0.027056	0.076999	0.032583	0.037265	0.049603	0.033666
Meth__cg13226172__CNTFR	0.062489	0.035069	0.12729	0.042493	0.41063	0.38706	0.030558	0.085995	0.05	0.049925	0.54452	0.034529	0.035912	0.043286	0.045075	0.12076	0.82368	0.41256	0.31925	0.77833	0.12725	0.77305	0.069852	0.048012	0.052166	0.46326	0.09584	0.20144	0.061841	0.12493	0.054558
RS_G13448__KRT15__KRT15	5.6084	7.3499	6.7924	10.1044	1.6019	2.1401	8.8359	6.5404	9.0315	10.5476	12.5316	4.4646	9.7623	1.8575	5.6722	2.3194	4.8297	3.9225	9.0893	2.5715	3.421	2.6323	6.2237	2.157	5.7716	5.9218	8.0833	5.988	5.8624	4.2443	6.6787
Meth__cg07688613__C1orf60	0.028661	0.028678	0.057281	0.0547	0.31356	0.11244	0.057701	0.052194	0.038628	0.11288	0.078255	0.48752	0.032329	0.061207	0.10106	0.049243	0.064993	0.038043	0.12444	0.12335	0.10992	0.034412	0.085345	0.030982	0.046182	0.048747	0.053991	0.029382	0.061277	0.070084	0.12988
Meth__cg20935106__TAPBPL	0.077072	0.20905	0.079943	0.077808	0.8081	0.20802	0.12218	0.1115	0.083575	0.077529	0.33653	0.071104	0.50585	0.066217	0.12103	0.067009	0.47766	0.097426	0.06997	0.13294	0.13163	0.11558	0.31193	0.096406	0.40479	0.38464	0.14483	0.084577	0.34523	0.10182	0.7481
Meth__cg12517167__RBMX	0.52707	0.045989	0.058456	0.24963	0.042969	0.045106	0.39618	0.59195	0.044051	0.069723	0.080547	0.28162	0.35383	0.51958	0.18983	0.054362	0.047471	0.039024	0.49874	0.063737	0.055496	0.2728	0.10651	0.63426	0.043385	0.25518	0.064543	0.58531	0.3322	0.52122	0.051303
Meth__cg04418492__CYP7B1	0.77473	0.19151	0.96238	0.22537	0.57506	0.91716	0.17146	0.023448	0.013628	0.018588	0.87847	0.68363	0.02029	0.018827	0.026935	0.020835	0.24086	0.42752	0.032686	0.51616	0.59832	0.90631	0.42705	0.022054	0.017605	0.46885	0.21157	0.14181	0.46571	0.46592	0.47913
Meth__cg04386405__ZNF83	0.038145	0.034628	0.24487	0.03606	0.33245	0.052093	0.90954	0.044585	0.042979	0.10382	0.4751	0.047502	0.17477	0.17637	0.11346	0.092284	0.30077	0.25582	0.050495	0.35597	0.047313	0.32594	0.062088	0.043633	0.091151	0.03553	0.087478	0.043389	0.39389	0.21975	0.22316
Meth__cg11719157__PITPNA	0.089367	0.080186	0.08956	0.074867	0.70041	0.52573	0.17793	0.096133	0.060399	0.29248	0.39681	0.15832	0.69398	0.2571	0.098322	0.47428	0.34439	0.42686	0.19315	0.60882	0.68938	0.13393	0.23229	0.24373	0.070171	0.57863	0.53847	0.12652	0.14663	0.28467	0.43009
Meth__cg02569613__C10orf72	0.65276	0.067827	0.69045	0.21241	0.95117	0.95847	0.73642	0.086289	0.065281	0.68907	0.81834	0.52384	0.26976	0.083965	0.092659	0.038055	0.9626	0.96382	0.9681	0.89419	0.59652	0.93772	0.076599	0.05908	0.6102	0.95015	0.42415	0.10313	0.28293	0.95251	0.71957
Meth__cg12687215__FAM50A	0.64079	0.016987	0.041789	0.34324	0.019896	0.03894	0.19221	0.51712	0.022568	0.17109	0.63128	0.018504	0.37489	0.31847	0.060629	0.023985	0.58699	0.027132	0.34273	0.066779	0.021768	0.14056	0.059128	0.55244	0.021915	0.16899	0.063775	0.58774	0.2267	0.58045	0.027241
Meth__cg21667836__PRMT8	0.54707	0.098208	0.92141	0.91192	0.74081	0.84307	0.87309	0.9067	0.37704	0.51733	0.54283	0.11111	0.65346	0.11517	0.16733	0.10683	0.26132	0.79399	0.93498	0.23677	0.16909	0.13846	0.14079	0.33571	0.091421	0.81	0.19308	0.8697	0.35864	0.37017	0.29086
Meth__cg03382304__JAM2	0.56977	0.11025	0.16237	0.071039	0.07466	0.18564	0.10518	0.057379	0.10494	0.25439	0.67504	0.56875	0.59138	0.069121	0.25462	0.067233	0.87613	0.60839	0.10962	0.82472	0.063233	0.88875	0.12838	0.064303	0.063262	0.61349	0.069	0.068767	0.097137	0.14998	0.23945
Meth__cg19037167__TLR2	0.12153	0.34297	0.92875	0.96826	0.95272	0.97626	0.51057	0.126	0.21869	0.20217	0.71168	0.31918	0.94901	0.040721	0.066209	0.74165	0.98299	0.82533	0.95858	0.91742	0.85364	0.63734	0.071032	0.048066	0.10848	0.97898	0.053137	0.40163	0.88649	0.18076	0.97852
Meth__cg10240853__MOSPD3	0.029142	0.12589	0.26804	0.053334	0.28186	0.089234	0.10632	0.057163	0.090815	0.31399	0.24965	0.065957	0.11727	0.087286	0.062421	0.026019	0.17144	0.40461	0.42856	0.92973	0.48516	0.051223	0.13104	0.039272	0.1395	0.51678	0.07106	0.039718	0.02811	0.34607	0.034477
Meth__cg07836370__GLTP	0.044944	0.045083	0.16144	0.052904	0.063889	0.059004	0.046052	0.06761	0.041173	0.086678	0.096755	0.031665	0.048389	0.071374	0.074576	0.40135	0.085637	0.08971	0.14881	0.083941	0.076223	0.12398	0.059821	0.034799	0.043964	0.056391	0.062645	0.047005	0.057322	0.11469	0.04402
Meth__cg17050972__HIST1H2AJ	0.034064	0.027551	0.031363	0.43004	0.43368	0.029596	0.36636	0.61253	0.66052	0.031193	0.057143	0.023757	0.023529	0.026098	0.072549	0.36074	0.024938	0.032611	0.90788	0.39913	0.028882	0.058768	0.02608	0.041316	0.022497	0.83846	0.1454	0.31741	0.049284	0.053972	0.031452
Meth__cg25033972__RIPK4	0.45568	0.42398	0.13054	0.22472	0.071904	0.51815	0.04601	0.2705	0.1482	0.092322	0.83056	0.082893	0.80448	0.10513	0.22132	0.14335	0.53434	0.69156	0.26521	0.12278	0.63071	0.61365	0.12389	0.044764	0.11773	0.89442	0.090748	0.10702	0.21505	0.36925	0.20724
Meth__cg10763288__DHCR7	0.086037	0.13677	0.12202	0.11879	0.23856	0.24493	0.078581	0.10299	0.065916	0.17609	0.09001	0.083589	0.11924	0.15085	0.096828	0.71974	0.086405	0.057586	0.17737	0.48607	0.14242	0.15178	0.15637	0.11428	0.10661	0.09438	0.093506	0.085236	0.10229	0.23038	0.090708
Meth__cg16584911__KIAA0828	0.087701	0.090017	0.086627	0.06645	0.085049	0.092013	0.060132	0.098036	0.090602	0.06975	0.10702	0.15511	0.0818	0.089771	0.10482	0.076472	0.85802	0.097191	0.11332	0.07521	0.090355	0.11	0.11141	0.094241	0.099482	0.062517	0.072701	0.085361	0.083883	0.075583	0.096304
Meth__cg19570545__PKP1	0.62836	0.83203	0.03889	0.032925	0.93881	0.9171	0.024195	0.62136	0.13447	0.059089	0.90623	0.72243	0.9335	0.36394	0.20327	0.41051	0.45421	0.48315	0.024221	0.8308	0.049496	0.17898	0.57577	0.1912	0.028645	0.94893	0.082968	0.49617	0.55034	0.75152	0.94347
Meth__cg00705255__LILRA3	0.079573	0.020935	0.16186	0.084411	0.13796	0.065866	0.31857	0.23221	0.19382	0.24518	0.18484	0.026289	0.040847	0.22533	0.045391	0.016294	0.13969	0.10351	0.57036	0.13642	0.080941	0.19013	0.039407	0.044758	0.07772	0.082497	0.12773	0.24853	0.071079	0.15479	0.064809
Meth__cg07308943__FLJ20628	0.036066	0.034547	0.044329	0.032067	0.25217	0.05228	0.028523	0.036669	0.062892	0.028717	0.088464	0.039527	0.047367	0.041605	0.076428	0.036259	0.030503	0.035051	0.038704	0.084247	0.040973	0.055483	0.058457	0.031445	0.032788	0.038078	0.05925	0.031838	0.04221	0.049007	0.035023
Meth__cg05621401__RET	0.071251	0.067762	0.045105	0.9362	0.8755	0.071494	0.31809	0.97801	0.49979	0.82926	0.97039	0.028497	0.050204	0.19726	0.077992	0.036639	0.048155	0.034938	0.037503	0.91516	0.048311	0.092155	0.050925	0.048221	0.03728	0.89685	0.070896	0.083552	0.051518	0.18093	0.20906
Meth__cg10074409__IRF6	0.033129	0.03282	0.059639	0.029252	0.89611	0.0504	0.030858	0.078396	0.031666	0.04589	0.087006	0.023303	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.030935	0.87168	0.046636	0.07026	0.067407	0.047795	0.036539	0.043674	0.039957	0.052577	0.0451	0.050986	0.044557
Meth__cg21869055__KLK10	0.23013	0.045625	0.23057	0.043762	0.10109	0.19428	0.066896	0.052588	0.10038	0.038247	0.49798	0.027198	0.36543	0.043402	0.077331	0.032805	0.40192	0.49722	0.1874	0.28695	0.36265	0.73365	0.076296	0.039278	0.076859	0.83591	0.089808	0.04566	0.050049	0.096552	0.04896
Meth__cg10918202__BAALC	0.10975	0.064619	0.42254	0.11541	0.95743	0.95832	0.60031	0.072132	0.85239	0.35475	0.81139	0.15856	0.20623	0.19251	0.13856	0.19962	0.92956	0.60084	0.13485	0.9222	0.46875	0.95832	0.16976	0.12011	0.085302	0.94694	0.065863	0.070004	0.43982	0.10009	0.57864
Meth__cg11360768__WHSC1L1	0.050002	0.55344	0.5035	0.023941	0.36653	0.067979	0.28254	0.030744	0.38837	0.065316	0.48883	0.024194	0.50577	0.38061	0.05169	0.31041	0.51022	0.49743	0.022881	0.038052	0.088754	0.078436	0.092366	0.026236	0.044085	0.41559	0.081329	0.029903	0.033046	0.047623	0.4011
Meth__cg20379125__NOV	0.042524	0.086327	0.20156	0.10777	0.66717	0.24062	0.024862	0.064011	0.46702	0.023445	0.12831	0.032841	0.39376	0.03058	0.046863	0.029645	0.43887	0.97245	0.19239	0.048827	0.031511	0.12265	0.11293	0.025859	0.023671	0.95118	0.06199	0.032272	0.54694	0.044945	0.72768
Meth__cg01731341__FGF6	0.59495	0.031631	0.94467	0.60298	0.2069	0.23149	0.80334	0.57189	0.94246	0.92999	0.55648	0.033245	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.38337	0.41226	0.56983	0.26354	0.044001	0.94626	0.46815	0.33116	0.071166	0.10139	0.41365	0.24775	0.13136
Meth__cg22392708__KRT23	0.024786	0.038491	0.17123	0.023522	0.45849	0.081562	0.045942	0.036546	0.023584	0.020674	0.051049	0.032711	0.025693	0.20847	0.043478	0.37792	0.052018	0.12336	0.01986	0.61525	0.042807	0.07181	0.056642	0.10829	0.026421	0.02314	0.041389	0.033175	0.077757	0.03301	0.037554
Meth__cg17640322__CD44	0.17372	0.0592	0.74846	0.66786	0.02842	0.92873	0.025702	0.030614	0.054167	0.054109	0.07409	0.087889	0.034487	0.033653	0.15704	0.026495	0.78726	0.072382	0.52383	0.060674	0.068662	0.90068	0.073894	0.023398	0.023424	0.93003	0.044884	0.050706	0.21196	0.22204	0.97801
Meth__cg07034561__TSGA2	0.056775	0.38666	0.18486	0.060193	0.31463	0.12257	0.0553	0.069462	0.2285	0.16652	0.47887	0.091668	0.1039	0.052806	0.088841	0.12387	0.183	0.070143	0.062209	0.28575	0.12444	0.10136	0.24463	0.061044	0.048923	0.079915	0.10736	0.06207	0.10261	0.13234	0.12586
Meth__cg27519236__KIFC3	0.10299	0.91867	0.71866	0.098568	0.032391	0.5963	0.037754	0.041388	0.049771	0.03909	0.91267	0.53276	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.059077	0.10197	0.85888	0.84109	0.43408	0.028421	0.02837	0.94481	0.83829	0.39809	0.92052	0.87397	0.89771
Meth__cg23947872__MTMR1	0.57334	0.082959	0.078537	0.35315	0.040635	0.069427	0.58146	0.56837	0.052713	0.056945	0.084504	0.36481	0.67433	0.42867	0.12948	0.051222	0.047004	0.05149	0.5099	0.099497	0.050825	0.36024	0.077509	0.53636	0.032525	0.26214	0.13143	0.64185	0.43026	0.53703	0.052979
Meth__cg09160477__SUSD3	0.032897	0.028357	0.48642	0.017672	0.8823	0.038454	0.95701	0.025198	0.023719	0.022013	0.59095	0.52411	0.9569	0.81696	0.061001	0.39129	0.020256	0.097269	0.013959	0.038904	0.80113	0.93914	0.035779	0.019485	0.059489	0.022409	0.077215	0.026431	0.16358	0.083621	0.027982
Meth__cg04733302__TTC18	0.067138	0.030458	0.0866	0.085997	0.065968	0.11834	0.88023	0.082706	0.093983	0.1956	0.15077	0.04637	0.074523	0.075105	0.11223	0.070866	0.067636	0.082955	0.057917	0.10884	0.07829	0.1743	0.063786	0.38476	0.070754	0.095089	0.23301	0.068988	0.067047	0.11643	0.048474
Meth__cg04488521__ZNF354C	0.93673	0.018679	0.61411	0.027935	0.025427	0.98133	0.36332	0.040777	0.021638	0.02473	0.83197	0.12615	0.026559	0.020877	0.057463	0.031532	0.94419	0.89313	0.078345	0.80257	0.64731	0.17423	0.21913	0.017761	0.11875	0.51646	0.080145	0.028283	0.38381	0.96098	0.66692
Meth__cg20740029__SLC5A8	0.033465	0.043007	0.037138	0.027493	0.9337	0.032161	0.1294	0.02777	0.57968	0.0445	0.45626	0.10292	0.60086	0.10041	0.14727	0.033132	0.052451	0.034557	0.02436	0.8755	0.04642	0.91739	0.091179	0.041016	0.054781	0.27871	0.050903	0.033009	0.93686	0.44846	0.91547
Meth__cg04499325__EPDR1	0.077014	0.116	0.087889	0.070034	0.80282	0.077001	0.051107	0.067754	0.104	0.22625	0.80948	0.47102	0.91224	0.074991	0.25358	0.059216	0.74083	0.70783	0.060115	0.14654	0.080195	0.84819	0.13837	0.065016	0.076479	0.90543	0.64669	0.082635	0.070885	0.12316	0.078135
RS_G17651__RAB42__RAB42	4.7677	1.7656	2.9216	3.4162	2.642	3.0762	2.7951	3.8698	4.7778	4.3234	2.3992	3.6447	2.7081	3.7617	4.3767	3.3539	2.713	2.8852	2.2411	1.9088	2.7932	3.1032	2.7408	2.8262	7.8286	2.1449	2.5359	2.9611	2.5914	3.4373	2.6712
Meth__cg23442323__CD109	0.061758	0.36336	0.41831	0.059825	0.023196	0.56552	0.026127	0.04878	0.065509	0.051757	0.94125	0.086513	0.025675	0.020822	0.055695	0.029656	0.15785	0.1555	0.41963	0.49101	0.16909	0.82675	0.25007	0.032518	0.025751	0.58315	0.21758	0.042613	0.19049	0.19029	0.1871
RS_G18569__ACSL5__ACSL5	4.0017	6.8688	0.8864	1.1563	0.26438	0.27539	0	0.099674	0.79755	5.4941	6.1864	3.7539	2.465	0.84555	7.0282	3.1101	1.2554	0.26954	1.7336	8.0381	0.13281	0.24714	7.5421	0	3.431	0.92507	0	0.18613	1.2179	1.6755	0.29214
Meth__cg02545106__KM-HN-1	0.070123	0.29365	0.10673	0.11435	0.32793	0.10255	0.35449	0.084953	0.062787	0.13833	0.16733	0.056999	0.2286	0.05745	0.25435	0.095981	0.097244	0.11842	0.1311	0.70291	0.28161	0.60471	0.20019	0.06016	0.18949	0.19152	0.15102	0.081468	0.1386	0.21348	0.26949
Meth__cg25054311__SLC26A2	0.042053	0.74288	0.97231	0.56312	0.036032	0.84929	0.062359	0.061368	0.034661	0.33269	0.96486	0.043036	0.059418	0.035215	0.079633	0.029563	0.65919	0.40484	0.20098	0.53376	0.78172	0.59607	0.49398	0.036988	0.0502	0.16595	0.0653	0.22853	0.63391	0.64311	0.85484
Meth__cg08947964__CX62	0.56133	0.10784	0.76076	0.29949	0.083034	0.49223	0.79412	0.57106	0.45532	0.38835	0.39449	0.14286	0.23197	0.47268	0.1686	0.10347	0.12781	0.16117	0.88186	0.3786	0.11973	0.47803	0.23397	0.43603	0.16323	0.56955	0.22949	0.21122	0.15323	0.30217	0.17074
Meth__cg16778809__ADAM23	0.054904	0.052535	0.05803	0.039584	0.048434	0.85091	0.04016	0.062132	0.043272	0.10192	0.17521	0.87891	0.053029	0.047676	0.10314	0.042718	0.73357	0.75368	0.057519	0.69445	0.89314	0.87215	0.11177	0.036799	0.068509	0.74119	0.89144	0.059135	0.097696	0.2418	0.054338
Meth__cg07879977__OR1F1	0.17056	0.017291	0.49545	0.62773	0.49756	0.49006	0.96567	0.39958	0.79858	0.90534	0.72173	0.015502	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.59044	0.053911	0.016559	0.043405	0.026083	0.44397	0.42209	0.3577	0.045351	0.95623	0.41716	0.47862	0.15209
Meth__cg02067021__DNAJC5B	0.028909	0.026682	0.034316	0.10982	0.41566	0.02546	0.91101	0.21216	0.52697	0.82479	0.072321	0.023407	0.31178	0.37539	0.045791	0.88515	0.12727	0.093623	0.020805	0.9329	0.028769	0.029474	0.036055	0.39376	0.13701	0.035141	0.038767	0.065511	0.029191	0.055728	0.025946
Meth__cg07173760__CLC	0.85294	0.074468	0.86159	0.72466	0.16355	0.55666	0.8167	0.80985	0.75884	0.38393	0.65886	0.10291	0.57006	0.49753	0.13051	0.080074	0.52379	0.47237	0.77631	0.21042	0.26306	0.20637	0.19648	0.084687	0.090962	0.63343	0.20498	0.61305	0.50033	0.23193	0.36769
Meth__cg22617367__NKRF	0.59176	0.050965	0.062772	0.11984	0.045276	0.060851	0.32079	0.58826	0.050983	0.10162	0.065443	0.065598	0.37005	0.44712	0.15353	0.042734	0.040884	0.06182	0.48569	0.1698	0.053857	0.46101	0.069526	0.59174	0.050798	0.27862	0.072136	0.61141	0.14956	0.63308	0.064654
Meth__cg21546057__FIBP	0.042839	0.1956	0.068868	0.040679	0.053846	0.07481	0.045564	0.049626	0.051776	0.04796	0.17821	0.041068	0.086062	0.034149	0.068881	0.045423	0.048242	0.045267	0.038843	0.064641	0.041918	0.087743	0.06776	0.036193	0.048239	0.27513	0.0513	0.037881	0.047743	0.085752	0.041008
Meth__cg02992596__MGC27016	0.92418	0.10004	0.70822	0.28646	0.54188	0.62371	0.9746	0.5682	0.72987	0.53501	0.46932	0.097767	0.32167	0.94944	0.12063	0.072472	0.1069	0.082572	0.89042	0.45202	0.24036	0.23194	0.045455	0.94295	0.91627	0.040779	0.061692	0.40398	0.31819	0.044838	0.42164
RS_G15650__OXTR__OXTR	2.6453	2.4034	1.4046	5.5286	5.2587	3.3789	7.0907	3.3339	2.5851	6.7918	1.8936	0.76449	5.7407	2.9858	0.11011	5.3866	1.6268	2.3399	3.9592	0.87158	2.2215	1.958	1.8969	2.2283	0.53598	1.9298	0.59396	4.8693	3.8192	1.726	4.1112
Meth__cg26200580__KIAA1838	0.088349	0.54121	0.10625	0.0441	0.5301	0.86562	0.10794	0.055723	0.26368	0.2079	0.81616	0.078295	0.054144	0.043291	0.10467	0.23635	0.19128	0.35072	0.18119	0.67654	0.36068	0.47975	0.21631	0.044099	0.045766	0.093177	0.16925	0.084289	0.20762	0.16005	0.18507
RS_G3568__KRT23__KRT23	9.9798	4.0091	1.9457	8.0301	0.60861	1.1911	6.0621	2.2382	9.2509	8.506	8.955	3.2441	8.0106	1.2587	8.7022	0.26738	1.4502	0.77332	9.1077	0.74167	4.1622	3.8232	5.989	0	4.1409	7.9631	10.5322	5.2594	5.121	7.5598	0.93588
RS_G10006__UCHL1__UCHL1	4.6916	3.5306	3.1025	4.9635	9.437	0.31416	6.613	1.423	10.1083	7.0574	1.8004	6.1522	0	10.0435	7.4474	0.34712	4.7028	1.6596	1.9776	0	5.6516	3.5837	2.7509	2.1949	3.649	0	5.6993	4.2934	4.5807	2.5976	0.41637
RS_G6482__C1orf38__C1orf38	3.3974	4.2439	0.54942	4.0843	2.7127	1.5549	3.9616	1.7862	8.1282	2.9444	2.8256	4.0857	3.0815	3.6422	7.8373	2.5597	3.6222	1.6665	0.97908	3.1583	0.26791	1.2635	2.3138	5.525	5.0194	0.38634	0.78702	3.7809	0	0	0.26986
Meth__cg03057808__FLJ10178	0.49325	0.021834	0.034248	0.24811	0.95004	0.025191	0.27152	0.67957	0.38496	0.066281	0.044923	0.023668	0.41991	0.54393	0.10883	0.028702	0.024025	0.048892	0.36187	0.031753	0.039352	0.37555	0.0343	0.029498	0.03104	0.15332	0.11364	0.5973	0.3393	0.56908	0.031436
Meth__cg14399078__ADPRH	0.021306	0.019376	0.15591	0.049031	0.89388	0.14486	0.017928	0.022476	0.027276	0.013191	0.37649	0.068677	0.356	0.015162	0.042003	0.21519	0.019403	0.019857	0.015235	0.514	0.087649	0.75879	0.066649	0.16697	0.019144	0.47287	0.031775	0.030264	0.12705	0.034309	0.64927
Meth__cg08052882__NNT	0.083595	0.061372	0.43711	0.088199	0.061314	0.14996	0.045338	0.062845	0.068001	0.053924	0.5782	0.056308	0.095711	0.064379	0.1259	0.055343	0.13923	0.078642	0.23906	0.082957	0.083239	0.15829	0.15016	0.058553	0.094441	0.52734	0.095033	0.29966	0.28936	0.1758	0.1601
Meth__cg19799744__ENPP5	0.055069	0.031166	0.03344	0.039153	0.91254	0.039288	0.02116	0.0451	0.20477	0.041393	0.1116	0.065975	0.048122	0.11803	0.078211	0.071251	0.049401	0.045432	0.050097	0.43944	0.050625	0.34024	0.0753	0.029887	0.032526	0.040398	0.039582	0.040293	0.064056	0.064394	0.055044
Meth__cg24870391__CCL11	0.12551	0.040778	0.51023	0.48589	0.04363	0.15461	0.77013	0.29987	0.11842	0.53745	0.23622	0.053119	0.24709	0.69726	0.052604	0.059547	0.042172	0.059054	0.34717	0.14744	0.03077	0.13186	0.079057	0.21707	0.033424	0.82968	0.077492	0.2501	0.13241	0.24457	0.064348
Meth__cg14521746__PAK1	0.099382	0.088479	0.14112	0.11165	0.73455	0.19692	0.26231	0.085545	0.10893	0.075577	0.22298	0.12995	0.1225	0.098257	0.13365	0.064688	0.12664	0.12104	0.090978	0.19698	0.083449	0.38476	0.094374	0.075414	0.057927	0.14835	0.081608	0.088249	0.24834	0.17888	0.36644
Meth__cg06424894__SORD	0.065866	0.19182	0.89454	0.16748	0.13816	0.21257	0.15772	0.061954	0.22949	0.16029	0.54437	0.050863	0.14089	0.099115	0.09544	0.063366	0.44222	0.37956	0.060847	0.74099	0.39152	0.35742	0.05628	0.045545	0.073007	0.17325	0.0996	0.061241	0.84912	0.52393	0.79353
Meth__cg00029931__RPL36A	0.41392	0.020212	0.051579	0.13181	0.014259	0.033011	0.34552	0.50842	0.025381	0.081306	0.04642	0.038038	0.37225	0.38732	0.045374	0.03913	0.026915	0.02261	0.31503	0.06996	0.048138	0.2967	0.049971	0.027301	0.031229	0.084803	0.057604	0.54237	0.089534	0.34418	0.022381
RS_G5057__FKBP1B__FKBP1B	1.9851	2.7594	2.1489	1.8948	1.23	0.48755	3.562	4.5799	0.90864	3.3906	1.6684	2.7726	4.3029	1.5406	1.0391	2.7095	3.3037	2.5102	2.0636	1.6759	1.8057	0	3.8746	5.3924	4.0097	0	2.1257	4.2508	0	0.9352	0.89388
RS_G12489__TTYH1__TTYH1	1.4517	4.1679	2.3853	3.6837	0.82544	2.1058	6.3974	3.3387	8.0912	4.06	2.4374	4.0843	1.5351	1.2435	7.9391	1.7661	1.8495	1.3163	3.5957	0.92956	1.4193	2.7172	4.3956	1.7052	1.1684	5.2256	5.7806	4.13	4.2378	3.059	2.2327
