Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg20993403__EPB41L1	0.055834	0.029489	0.065273	0.067596	0.065777	0.58246	0.12041	0.13447	0.052474	0.070461	0.27139	0.5358	0.25587	0.080295	0.051076	0.31553	0.75559	0.0723	0.30597	0.1703	0.80704	0.56748	0.061451	0.2387	0.40442	0.038001	0.7631	0.74179	0.35771	0.023794	0.15099	0.22548	0.12082	0.086982
Meth__cg12373771__CECR6	0.67432	0.057027	0.67978	0.16667	0.12153	0.29527	0.21677	0.033564	0.19799	0.13227	0.90843	0.6632	0.75313	0.54274	0.1476	0.17323	0.27029	0.27656	0.67706	0.10148	0.092074	0.93673	0.12553	0.11844	0.95063	0.076302	0.081548	0.51443	0.20282	0.055465	0.47541	0.059289	0.12281	0.25073
Meth__cg08820801__FBXO17	0.93584	0.80773	0.06298	0.97276	0.033358	0.016496	0.79433	0.01796	0.13021	0.56912	0.031096	0.064203	0.95169	0.21527	0.22527	0.019565	0.014604	0.43192	0.014157	0.82559	0.023953	0.031208	0.72689	0.078879	0.89326	0.85478	0.02684	0.019343	0.022066	0.84976	0.016953	0.048014	0.73798	0.79033
Meth__cg07017374__FLT3	0.038732	0.083311	0.71756	0.060403	0.047054	0.97612	0.064323	0.056919	0.063262	0.076683	0.96014	0.82494	0.64938	0.15263	0.069241	0.10864	0.13835	0.085498	0.78864	0.23776	0.076083	0.91193	0.46411	0.10883	0.34125	0.13342	0.14959	0.50336	0.18898	0.040797	0.28135	0.91824	0.081695	0.066198
Meth__cg10362591__SLC6A2	0.57122	0.051729	0.59688	0.29628	0.067504	0.91925	0.7833	0.72219	0.040084	0.09965	0.96986	0.029585	0.81515	0.067457	0.47105	0.9726	0.11233	0.092183	0.08092	0.55942	0.078799	0.8717	0.62879	0.40324	0.89168	0.11099	0.057239	0.2259	0.5784	0.032911	0.85622	0.089044	0.050396	0.050068
EA_G__C20orf42	3.4376	4.7787	6.7008	3.8664	5.7135	6.0366	3.6472	7.5292	6.0665	5.1534	6.995	9.0772	8.2143	3.7099	4.6405	6.635	6.317	5.5793	5.9733	3.8146	3.6306	7.1876	3.542	4.684	4.2703	3.8293	5.3947	7.4157	7.0976	4.2218	3.7979	5.7945	4.0094	3.5256
EA_G__FXYD5	9.087	8.4722	10.1501	5.1452	6.8194	10.3061	5.212	9.9677	7.5861	5.8157	8.678	9.0929	10.6352	5.4508	7.316	9.7402	8.2865	10.1781	9.7392	5.5668	10.1368	9.7893	5.2174	5.9207	8.6977	8.8892	7.4253	9.2964	9.4217	8.5269	5.7418	8.3542	7.2186	5.8579
Meth__cg17456704__ZNF625	0.10655	0.10475	0.5399	0.10674	0.099169	0.13367	0.10676	0.21407	0.13201	0.11666	0.95655	0.09963	0.52892	0.11435	0.13913	0.80277	0.099196	0.14544	0.10664	0.48342	0.1117	0.2865	0.096139	0.12043	0.51588	0.17957	0.11581	0.42613	0.13137	0.086169	0.18392	0.1201	0.12093	0.15952
Meth__cg16245261__PRKCDBP	0.72705	0.05243	0.36675	0.89555	0.73029	0.30544	0.52796	0.052952	0.096729	0.68071	0.082096	0.26244	0.57302	0.059811	0.1117	0.092571	0.094151	0.20845	0.09409	0.42774	0.089734	0.091419	0.61039	0.088987	0.17963	0.12772	0.069953	0.051734	0.074111	0.66353	0.33006	0.72243	0.72104	0.61394
EA_G__CHML	7.3051	8.0598	9.4275	6.7424	7.7308	8.2161	6.9082	8.1602	7.3331	5.7495	7.6763	8.3273	7.997	7.2511	7.2242	9.946	7.2647	6.6481	7.2914	7.1028	7.6941	8.0033	7.1863	7.0993	6.6415	6.9693	6.1961	7.4021	8.5148	6.6868	7.0402	6.6901	5.9455	7.3261
Meth__cg02838492__KIF12	0.036195	0.063233	0.96731	0.61455	0.048227	0.96852	0.052254	0.96362	0.92896	0.042802	0.95791	0.92256	0.94723	0.068182	0.75667	0.95485	0.97149	0.51175	0.96503	0.58426	0.7132	0.91032	0.05071	0.052868	0.94632	0.14717	0.6588	0.97778	0.96632	0.051838	0.028466	0.064142	0.07434	0.74537
EA_G__SLC9A3R1	10.8284	10.4111	9.8632	10.9597	12.1339	8.7121	11.6704	8.938	9.3166	12.2228	9.8097	9.2397	9.4918	10.8515	10.1126	9.0002	8.2983	10.211	7.7047	11.5335	7.5431	9.0363	12.6162	10.3807	11.9228	10.702	7.9923	8.16	8.1862	9.9597	10.2024	10.9276	11.5295	11.3238
Meth__cg23749760__ZNF467	0.017928	0.38802	0.71881	0.20327	0.06328	0.37799	0.1255	0.098107	0.026666	0.47783	0.36961	0.7039	0.66378	0.61169	0.028353	0.55685	0.30662	0.16759	0.20636	0.10726	0.78676	0.6145	0.026112	0.029567	0.03571	0.57419	0.12303	0.093758	0.13955	0.090246	0.25421	0.031124	0.023288	0.057223
Meth__cg19639622__GPM6A	0.025736	0.019451	0.24704	0.047739	0.041683	0.029123	0.024754	0.036557	0.051945	0.036287	0.11108	0.02787	0.32594	0.035717	0.051933	0.066993	0.019711	0.081609	0.030029	0.024395	0.024884	0.041471	0.034084	0.040101	0.11904	0.021272	0.021731	0.27876	0.017777	0.024354	0.063182	0.028534	0.020458	0.034679
Meth__cg03149130__DIRAS2	0.17811	0.066291	0.54033	0.14005	0.052927	0.79865	0.18749	0.42084	0.33848	0.43701	0.58066	0.10693	0.81794	0.13392	0.29976	0.21759	0.22389	0.14356	0.03599	0.076487	0.13116	0.75859	0.073855	0.12558	0.29553	0.21727	0.051256	0.10154	0.11066	0.085007	0.78904	0.057035	0.068299	0.33257
Meth__cg26233209__ATG12	0.12294	0.064638	0.13784	0.11176	0.061016	0.16471	0.107	0.50193	0.40644	0.079782	0.086146	0.28742	0.11127	0.1128	0.26218	0.1769	0.10285	0.10734	0.1652	0.079798	0.23311	0.27467	0.10032	0.12551	0.12599	0.13863	0.080219	0.11166	0.33686	0.060768	0.07588	0.088898	0.1533	0.088915
Meth__cg01803238__BCL2	0.10467	0.1295	0.65022	0.071791	0.083447	0.11265	0.12074	0.083825	0.14987	0.090155	0.17945	0.34586	0.31669	0.14543	0.11312	0.2026	0.053659	0.10265	0.14355	0.15659	0.26808	0.2807	0.16777	0.23034	0.71595	0.12337	0.062651	0.08085	0.1494	0.089934	0.52861	0.3013	0.16081	0.079483
Meth__cg13514129__MACF1	0.088351	0.043894	0.40591	0.13334	0.052934	0.103	0.075059	0.18131	0.056282	0.12171	0.87741	0.094784	0.60459	0.082962	0.072957	0.20221	0.070831	0.11023	0.095885	0.072944	0.15731	0.73874	0.076686	0.12194	0.68972	0.088296	0.21677	0.12058	0.0612	0.061665	0.83109	0.18639	0.18193	0.17343
Meth__cg20576597__C21orf29	0.067139	0.045441	0.055547	0.053281	0.043983	0.35809	0.049082	0.31696	0.05339	0.039779	0.28866	0.095109	0.17717	0.035606	0.037832	0.66102	0.12817	0.076881	0.053008	0.045291	0.83588	0.40722	0.045869	0.063426	0.16555	0.080703	0.060166	0.26799	0.32285	0.03951	0.44812	0.1437	0.045718	0.057155
Meth__cg03242666__PMP22	0.092351	0.11897	0.80057	0.38507	0.55312	0.38033	0.13641	0.83032	0.10165	0.77041	0.77609	0.4185	0.58726	0.15649	0.1005	0.47836	0.54887	0.26525	0.085569	0.16531	0.80092	0.69756	0.34405	0.17893	0.45086	0.15365	0.1101	0.10467	0.71137	0.081049	0.16902	0.20113	0.11249	0.11129
Meth__cg27648946__RHOBTB1	0.094307	0.074576	0.089362	0.13993	0.078052	0.79831	0.20646	0.84827	0.19471	0.058956	0.70694	0.52147	0.24935	0.042739	0.17597	0.3361	0.31514	0.18854	0.67314	0.080154	0.1215	0.3759	0.14613	0.18424	0.75419	0.072351	0.085406	0.35233	0.073378	0.084916	0.30742	0.06972	0.071443	0.10163
Meth__cg21922841__SLC9A3R1	0.044974	0.018208	0.20621	0.02608	0.027716	0.39734	0.06852	0.28439	0.028047	0.037116	0.085945	0.079541	0.079498	0.027572	0.034164	0.094118	0.19259	0.042213	0.028081	0.057086	0.031565	0.18491	0.069953	0.057045	0.178	0.027038	0.022754	0.03042	0.039804	0.017868	0.037247	0.055263	0.018286	0.026066
Meth__cg23410627__CH25H	0.16686	0.050078	0.90113	0.33952	0.3956	0.62966	0.47918	0.3827	0.053508	0.058414	0.55094	0.84985	0.79756	0.04502	0.092927	0.88582	0.055145	0.25632	0.86562	0.17741	0.5326	0.40902	0.21704	0.092065	0.50919	0.16451	0.19503	0.045523	0.50972	0.037071	0.77874	0.27431	0.37751	0.27841
EA_G__AKR1B1	4.6938	6.0548	11.1521	4.8622	4.4778	8.2157	4.4619	4.565	6.3662	6.9879	7.0157	9.1844	5.175	5.4781	4.7671	8.4129	9.049	9.0045	9.0431	5.0227	8.4728	8.1635	4.946	6.5897	5.4319	5.2901	8.4605	9.627	10.232	4.8857	5.1681	5.0863	4.8373	4.9029
EA_G__DKK1	6.3322	5.3981	6.6777	6.0519	6.16	7.7939	4.1451	3.4618	3.5752	6.4638	3.6686	8.561	9.8595	4.7335	3.9677	7.3681	4.7974	3.6086	8.1142	8.3569	8.3832	10.271	5.8994	9.2886	4.1716	4.797	5.4454	8.9574	10.0878	5.8985	8.5933	5.2531	3.5882	3.7119
EA_G__C1orf64	8.0389	7.093	5.835	8.5042	7.2135	5.7056	6.4148	5.3251	5.8239	5.9959	5.5774	5.7833	5.7959	8.8698	6.0412	5.5348	5.7137	5.9871	5.6903	5.929	5.6187	5.7254	8.2425	8.7956	6.6608	7.869	5.917	6.0097	5.9263	6.8583	7.5468	7.081	7.8354	8.5419
Meth__cg23037133__OXGR1	0.076848	0.097075	0.57171	0.35559	0.080085	0.49557	0.10015	0.39808	0.065863	0.067933	0.079471	0.29111	0.84642	0.075935	0.08382	0.87757	0.14008	0.15552	0.070799	0.068774	0.3135	0.88937	0.075605	0.11918	0.095661	0.087628	0.07988	0.50485	0.13518	0.077087	0.34081	0.11014	0.073779	0.070217
Meth__cg25112191__RORC	0.018744	0.028408	0.50252	0.091963	0.063136	0.35332	0.35254	0.89386	0.78913	0.0331	0.84209	0.34071	0.24153	0.17455	0.69928	0.31252	0.20532	0.032072	0.1257	0.32785	0.47174	0.71286	0.40712	0.41855	0.66426	0.11274	0.11035	0.43873	0.07902	0.041085	0.014347	0.044251	0.031027	0.22586
EA_G__PLS3	8.5024	8.5034	10.6252	5.8148	7.2577	10.2417	6.775	10.178	8.0677	8.5303	8.6841	9.3802	9.6655	3.6126	9.0918	10.7811	10.4548	9.9395	9.3095	2.9423	8.6509	9.6195	7.9502	9.2696	7.3506	8.6755	9.637	8.4954	9.0071	7.9355	8.0676	7.7958	3.0837	7.5616
Meth__cg20312475__GPRC5B	0.037147	0.023013	0.087687	0.04347	0.019049	0.051098	0.041314	0.034256	0.027199	0.033875	0.057044	0.1825	0.15516	0.034421	0.041034	0.044942	0.038273	0.080196	0.03817	0.043371	0.054672	0.26898	0.034913	0.057824	0.058294	0.054171	0.032275	0.061541	0.14228	0.022764	0.055072	0.089005	0.046553	0.042524
EA_G__ERBB2	9.7997	12.3532	8.5748	12.3566	10.2935	7.7806	9.1247	7.7491	8.9829	8.5876	11.3467	7.6512	12.3708	12.1521	10.2349	8.7512	8.1322	8.6875	7.0841	8.7417	7.9542	7.3805	11.4924	9.0715	10.6304	12.0992	8.1194	7.4859	7.6326	12.6826	8.6454	9.1608	12.2493	10.0611
Meth__cg05769161__B4GALNT3	0.084152	0.063291	0.91161	0.086316	0.048758	0.94607	0.10674	0.38667	0.052327	0.049691	0.071288	0.10787	0.13257	0.077471	0.06	0.051946	0.11121	0.11055	0.2229	0.097242	0.11074	0.92315	0.061646	0.20119	0.12965	0.094615	0.035299	0.0571	0.10526	0.047312	0.20694	0.057005	0.0855	0.069481
Meth__cg23166289__C1orf107	0.042051	0.027429	0.45433	0.53578	0.15136	0.7202	0.086906	0.12222	0.40208	0.098272	0.17135	0.57243	0.14817	0.66623	0.34176	0.20899	0.10262	0.15068	0.79459	0.070656	0.039741	0.27906	0.3189	0.092422	0.20407	0.074841	0.035996	0.38187	0.52924	0.33486	0.32602	0.08332	0.051968	0.043636
EA_G__TJP3	9.3077	8.0518	7.766	8.3849	8.6587	5.9377	7.9192	6.4262	6.6429	7.6407	6.3501	7.1653	7.5222	8.3666	8.4592	6.5682	5.9474	8.0263	5.6884	7.9648	5.7056	6.1169	8.5057	8.1059	8.1475	7.9939	6.014	7.1509	6.1539	7.4672	7.8886	8.6752	8.1957	8.4645
Meth__cg25895922__MLPH	0.020461	0.02065	0.027722	0.021786	0.014833	0.19667	0.02494	0.59171	0.02238	0.018086	0.4485	0.10246	0.055094	0.014484	0.02266	0.38286	0.017673	0.061052	0.94759	0.02664	0.028782	0.040878	0.026476	0.023438	0.10639	0.037194	0.025003	0.53722	0.70073	0.019801	0.01524	0.049111	0.021778	0.023791
EA_G__CDC42EP3	9.0257	7.1684	8.2816	6.4466	5.5439	6.0591	5.2021	8.6114	5.8992	6.0531	6.2691	7.7353	7.5788	6.1763	7.0087	7.4932	6.3863	6.5898	9.4579	5.3958	7.5972	9.2612	6.0781	7.1779	5.7903	7.6114	6.5633	7.1839	7.8793	7.028	8.4548	6.881	6.5467	5.3772
Meth__cg26926521__ADRA2A	0.028643	0.024719	0.96525	0.29924	0.027336	0.79937	0.03142	0.42212	0.036201	0.040988	0.96532	0.15456	0.26808	0.020997	0.039666	0.62592	0.14563	0.085077	0.064451	0.21922	0.037776	0.85723	0.038275	0.063349	0.25281	0.06935	0.041797	0.047346	0.053613	0.031798	0.36997	0.071881	0.04395	0.028469
Meth__cg04653308__PPP2R4	0.11889	0.10337	0.23153	0.111	0.301	0.68219	0.11429	0.60047	0.12361	0.22276	0.48858	0.68238	0.34509	0.091529	0.15534	0.40823	0.52885	0.13246	0.57075	0.28407	0.73994	0.41105	0.17219	0.10304	0.12463	0.12452	0.20374	0.13461	0.41822	0.12733	0.19544	0.19895	0.14034	0.11432
Meth__cg16426459__MLPH	0.034597	0.027386	0.050199	0.033862	0.022754	0.36942	0.037924	0.18624	0.16764	0.031037	0.73854	0.60712	0.064189	0.019129	0.12043	0.035288	0.025081	0.062134	0.40624	0.034835	0.18509	0.059978	0.035243	0.044506	0.059487	0.060522	0.10869	0.37953	0.8922	0.020905	0.022398	0.063761	0.036298	0.025404
Meth__cg26575445__GPR160	0.035031	0.023088	0.12106	0.02735	0.017969	0.081147	0.033346	0.0305	0.033271	0.034109	0.37654	0.062505	0.11581	0.01609	0.035166	0.27782	0.028466	0.068931	0.037702	0.033583	0.062254	0.84956	0.036897	0.069114	0.064828	0.049601	0.02921	0.032839	0.059591	0.023372	0.021411	0.04095	0.030965	0.038225
Meth__cg12928668__SEMA6A	0.043554	0.048792	0.05353	0.090734	0.043503	0.28077	0.046763	0.0527	0.041831	0.054404	0.042131	0.27182	0.39182	0.04403	0.051287	0.054465	0.079792	0.10655	0.053829	0.050618	0.054303	0.47015	0.048189	0.080767	0.10668	0.082776	0.040243	0.049438	0.27049	0.042203	0.20805	0.064716	0.051717	0.044511
EA_G__TTC19	8.6527	8.2419	9.1502	8.8749	8.2278	8.7502	8.0066	8.9872	8.1973	7.9345	8.8368	8.9498	8.4536	8.1676	8.3788	8.8937	8.1428	7.8048	8.3982	8.7224	8.7694	8.8368	8.2474	8.4269	8.5385	8.4692	8.3053	8.2343	7.9473	8.1058	8.6106	8.0567	8.1428	8.3585
Meth__cg23959705__TNFRSF9	0.35644	0.047179	0.68785	0.1543	0.36901	0.41475	0.43216	0.88149	0.077386	0.058521	0.35927	0.3587	0.67194	0.08838	0.10815	0.57717	0.36834	0.4272	0.37949	0.056394	0.72536	0.75743	0.20503	0.066693	0.13681	0.067751	0.052542	0.12705	0.81645	0.15639	0.46729	0.067994	0.046414	0.12232
Meth__cg18016365__GABRB1	0.051976	0.065391	0.83361	0.89243	0.20089	0.74826	0.46298	0.70207	0.078495	0.89193	0.64321	0.1374	0.73407	0.055128	0.30994	0.13515	0.67254	0.36298	0.6413	0.2489	0.092435	0.82701	0.33013	0.20768	0.77276	0.07714	0.054442	0.87539	0.56719	0.32891	0.69862	0.12115	0.18296	0.05488
EA_G__ALG12	7.6542	7.8871	6.7825	7.8037	8.222	7.425	7.6366	7.4113	7.2405	7.0566	8.0009	6.9347	6.4883	6.9598	8.0066	7.1451	7.933	7.8676	7.4809	7.4593	7.1625	7.0771	7.6327	7.8565	8.2483	7.9606	7.0269	7.5067	7.4362	10.364	7.3685	7.5002	7.7575	7.6547
EA_G__NRG1	5.5213	5.8063	5.5273	5.5086	5.5075	9.3613	5.4881	5.8931	5.5782	5.8129	5.5653	7.2946	5.5829	5.5363	5.6927	6.4332	7.1422	5.7786	8.0543	5.69	5.7692	7.4453	5.3365	6.091	6.1522	5.9324	7.7485	6.1338	8.335	5.7476	5.9021	5.725	5.6826	5.5522
EA_G__C4orf34	8.8336	7.5189	6.7831	9.2875	9.0579	5.2272	9.1582	4.721	5.3837	7.4229	7.588	6.5668	7.6648	8.8131	9.1999	5.4193	6.848	8.0783	6.629	8.1002	6.5726	5.1194	9.9662	9.103	8.0987	7.3907	8.1597	7.0955	5.3506	9.2518	9.4196	8.058	8.6313	9.0896
EA_G__DNAJA4	7.9766	4.7516	4.5141	8.0682	7.3489	4.2649	6.8891	6.3925	5.3544	6.9037	5.5941	7.0286	4.6258	7.5871	6.1691	4.6041	7.0471	6.3352	5.3644	6.871	4.8811	4.7158	8.324	6.9391	7.0638	5.8064	4.5857	6.9409	4.803	7.474	6.8647	7.9157	8.4296	8.8969
Meth__cg26045220__KIAA1324	0.01838	0.048011	0.38449	0.043041	0.02213	0.62301	0.022168	0.039881	0.017797	0.024647	0.76343	0.068187	0.36104	0.017252	0.032498	0.90944	0.032073	0.065292	0.15937	0.02456	0.93756	0.84107	0.083248	0.025828	0.064403	0.048916	0.4408	0.037741	0.040892	0.022616	0.10038	0.022815	0.0285	0.052422
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.092514	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.050128	0.25224	0.15735	0.6907	0.30785	0.78666	0.21642	0.79819	0.6179	0.099801	0.23408	0.17175	0.12744	0.55015	0.79709	0.27538	0.21452	0.11894	0.074353	0.067795	0.087853
Meth__cg02539714__RHOF	0.033574	0.038694	0.045167	0.10318	0.02663	0.83032	0.046729	0.06388	0.031309	0.046225	0.062536	0.16067	0.26686	0.018485	0.043011	0.044148	0.044608	0.14741	0.08556	0.057145	0.098538	0.048289	0.051538	0.064918	0.21437	0.062076	0.051358	0.092478	0.053001	0.035925	0.082353	0.042546	0.033219	0.04342
Meth__cg13435381__LGR5	0.11764	0.043954	0.95359	0.045825	0.071646	0.87043	0.35119	0.9395	0.20693	0.047107	0.95298	0.83717	0.65484	0.061254	0.32201	0.90423	0.34042	0.10093	0.051942	0.049912	0.16594	0.082885	0.046162	0.30503	0.41658	0.095387	0.64276	0.53369	0.077612	0.039332	0.95773	0.39997	0.14303	0.46766
Meth__cg10364513__RXRG	0.19848	0.042288	0.96685	0.21699	0.056336	0.95135	0.73901	0.98419	0.11845	0.051935	0.70508	0.19318	0.96354	0.060505	0.088997	0.61707	0.24076	0.27146	0.3159	0.14545	0.11603	0.93203	0.54192	0.12531	0.54939	0.079117	0.22745	0.45531	0.42144	0.041838	0.94798	0.071121	0.062047	0.19249
Meth__cg11304734__PRAF1	0.048177	0.033978	0.11513	0.10452	0.16911	0.36964	0.16523	0.085358	0.1879	0.046489	0.37084	0.28883	0.28881	0.1141	0.14818	0.083903	0.060047	0.092716	0.041706	0.03982	0.078867	0.73204	0.046507	0.079358	0.069297	0.032988	0.036119	0.74227	0.096386	0.043827	0.077996	0.094563	0.040183	0.056261
EA_G__THBS1	10.1181	8.8537	10.1535	6.8427	9.5472	11.7756	9.5093	12.1592	9.5535	6.256	5.7423	9.8642	11.2382	7.5699	6.3827	11.5562	10.0309	8.1139	11.2999	9.8527	9.8837	10.2805	7.7776	10.0528	10.1956	8.4328	5.1794	11.4742	11.5545	9.2531	8.0413	8.8181	8.8273	5.1516
Meth__cg15127324__CENTD1	0.049909	0.055794	0.0875	0.076859	0.18966	0.48188	0.068878	0.058833	0.043395	0.41301	0.16152	0.13384	0.084903	0.31899	0.051956	0.076421	0.078881	0.12532	0.058211	0.091286	0.40758	0.11128	0.060659	0.11382	0.088028	0.098717	0.05965	0.46126	0.17082	0.047535	0.65527	0.078149	0.052108	0.15204
Meth__cg05626013__LRRTM3	0.29061	0.093426	0.17159	0.63909	0.10767	0.27788	0.21835	0.77333	0.19201	0.13245	0.25376	0.23782	0.2509	0.16485	0.2089	0.20077	0.22465	0.14815	0.16475	0.15774	0.20112	0.45484	0.1721	0.13881	0.29889	0.087942	0.10622	0.20464	0.34642	0.10595	0.10853	0.13061	0.12659	0.14646
Meth__cg10098888__IRS1	0.020772	0.022124	0.9541	0.72179	0.020586	0.95339	0.17659	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.027478	0.87473	0.90383	0.37943	0.63659	0.94905	0.029943	0.96015	0.031584	0.031961	0.036965	0.050281	0.039945	0.11373	0.95957	0.95856	0.21285	0.91119	0.13336	0.036661	0.080663
Meth__cg03608167__CXCR4	0.03534	0.04017	0.056573	0.039036	0.034818	0.60237	0.041742	0.037063	0.033994	0.041051	0.48356	0.046098	0.5852	0.037212	0.032816	0.03212	0.02893	0.046605	0.032868	0.03139	0.033671	0.83527	0.029608	0.05286	0.061166	0.066913	0.026761	0.037698	0.16366	0.031808	0.080952	0.080796	0.032715	0.033584
Meth__cg13574590__CCND2	0.58654	0.031936	0.93727	0.044923	0.038517	0.79212	0.16141	0.42216	0.042911	0.092061	0.89119	0.65243	0.189	0.033305	0.071374	0.034004	0.12513	0.037727	0.051917	0.39075	0.099581	0.5512	0.068262	0.17241	0.89899	0.049286	0.031945	0.14096	0.10678	0.042338	0.55266	0.15654	0.063639	0.11566
EA_G__POPDC3	4.0536	5.4767	8.9926	3.4924	3.4786	4.7785	3.2555	7.1357	3.5857	4.0952	8.0904	5.9743	7.1176	3.8058	3.69	6.6232	7.4945	6.4594	5.9804	3.6397	6.6553	7.7354	3.7091	5.9969	3.737	4.2054	7.9858	6.6727	5.0813	7.014	7.0935	3.6805	4.3597	3.6212
Meth__cg06297145__NFXL1	0.060312	0.065239	0.064789	0.062356	0.040842	0.34523	0.063467	0.31602	0.057896	0.070435	0.0688	0.040503	0.1336	0.046714	0.060489	0.069778	0.053358	0.12335	0.098599	0.068873	0.065849	0.15411	0.057537	0.096957	0.15414	0.090646	0.072449	0.084064	0.25811	0.039501	0.087537	0.15296	0.059483	0.052094
Meth__cg26399201__ANKRD43	0.048666	0.50248	0.97622	0.12499	0.062503	0.77031	0.044063	0.15171	0.041855	0.043418	0.53587	0.1427	0.30456	0.23522	0.051294	0.12171	0.063837	0.13031	0.62294	0.47534	0.36913	0.71196	0.077129	0.082381	0.15715	0.17734	0.044773	0.051901	0.26225	0.047877	0.89635	0.1518	0.038478	0.15736
Meth__cg24014661__MGC33600	0.14985	0.020029	0.32927	0.03335	0.026729	0.65762	0.12678	0.56044	0.03008	0.10227	0.88574	0.25082	0.20063	0.022393	0.033823	0.16599	0.56012	0.04595	0.031266	0.11916	0.38216	0.92208	0.037904	0.048198	0.91651	0.060371	0.32822	0.66733	0.027794	0.015051	0.91234	0.061458	0.04915	0.058147
Meth__cg13744194__OCLN	0.074304	0.062901	0.13839	0.096695	0.052789	0.54991	0.086447	0.087338	0.12273	0.067802	0.94811	0.086562	0.15962	0.059417	0.11567	0.084397	0.086396	0.11472	0.26943	0.073297	0.5625	0.37848	0.085198	0.080839	0.17278	0.072991	0.082127	0.083929	0.56579	0.10599	0.24615	0.14774	0.07912	0.085601
EA_G__PRSS8	9.6655	9.4021	8.6396	9.1182	9.8896	5.839	8.563	7.0852	9.3449	8.7449	9.0331	7.5485	8.8439	10.563	9.5767	7.8573	5.7101	9.9771	5.7054	8.9593	5.822	5.9163	9.2733	8.5573	8.7847	9.0995	6.067	7.8782	5.7102	9.4381	6.9483	8.2088	9.2864	8.4567
EA_G__CASC3	8.4111	9.6823	7.6614	8.4248	8.6808	8.2243	8.6113	8.1973	7.9778	7.6564	7.9305	8.0334	7.8723	7.6213	7.5706	8.3042	8.4255	7.8706	8.0943	7.7204	7.685	8.0209	7.2821	7.7417	7.4073	9.4532	7.9767	7.5439	8.5877	7.8038	7.7745	8.4013	10.5873	8.2008
EA_G__SLC16A1	4.1518	4.5175	8.7535	4.621	5.0518	8.3945	6.9479	8.2121	6.7131	6.0711	8.1756	9.6833	7.5445	5.1163	4.3803	8.5633	9.301	7.8102	8.2915	6.3272	8.5674	4.2042	4.7554	9.2031	5.243	5.3943	8.0807	8.4519	8.8065	5.3618	6.7559	5.7245	3.8845	5.3972
Meth__cg14494812__TOB1	0.072696	0.13068	0.68686	0.048242	0.071856	0.93006	0.073532	0.96071	0.83109	0.076621	0.8906	0.8944	0.55904	0.060396	0.76846	0.9174	0.89707	0.84272	0.88012	0.12577	0.93442	0.89721	0.03816	0.2345	0.11702	0.23783	0.94165	0.89261	0.9796	0.25878	0.070151	0.047287	0.087179	0.050452
EA_G__LHFP	6.1614	5.3139	5.5954	5.4274	5.774	8.7766	5.1859	7.2268	5.5358	7.5025	6.0825	6.7126	5.8718	5.7881	5.3806	6.8659	7.1626	5.8128	7.4787	5.6178	7.6395	7.2848	5.1617	5.2191	6.2937	6.4466	7.4815	5.9507	7.0226	5.2327	5.7135	6.1764	5.4187	5.6329
Meth__cg06722633__GRIK3	0.66819	0.056564	0.98007	0.054991	0.02749	0.9497	0.30441	0.97007	0.11314	0.023688	0.95237	0.97925	0.64135	0.5977	0.10463	0.30739	0.72838	0.040835	0.17133	0.80682	0.13344	0.83429	0.95701	0.087006	0.86966	0.078788	0.16866	0.16415	0.74124	0.031328	0.86704	0.062468	0.282	0.052301
Meth__cg14570389__RAP2C	0.50611	0.077707	0.065962	0.13803	0.15653	0.048095	0.10294	0.48217	0.10917	0.10329	0.10853	0.035165	0.11802	0.052794	0.080298	0.056113	0.64111	0.12545	0.099465	0.061979	0.056829	0.32664	0.15486	0.12396	0.36747	0.151	0.75095	0.060069	0.057898	0.072842	0.10668	0.21387	0.58311	0.10721
Meth__cg13066963__ESPN	0.27401	0.11409	0.93723	0.059191	0.070203	0.92307	0.88171	0.87689	0.04761	0.81051	0.9164	0.92632	0.88616	0.66923	0.076448	0.93966	0.51989	0.25144	0.46764	0.15161	0.92585	0.85341	0.51579	0.11137	0.089624	0.32096	0.59255	0.04236	0.89619	0.59465	0.044711	0.061713	0.042406	0.041968
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.5676	0.11204	0.080195	0.032375	0.12427	0.028114	0.45468	0.24181	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.43358	0.041953	0.14974	0.39675	0.30417
Meth__cg11207564__CCL3L3	0.683	0.083652	0.33438	0.57937	0.5918	0.029621	0.39088	0.15402	0.3615	0.18582	0.14155	0.14307	0.20643	0.031806	0.1758	0.10992	0.48695	0.036469	0.039814	0.32697	0.030731	0.071772	0.21325	0.060282	0.23149	0.079416	0.060593	0.031548	0.050913	0.067419	0.11219	0.071392	0.78362	0.3499
