Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg22660578__LHX1	0.95996	0.051029	0.052627	0.65868	0.97636	0.34176	0.98807	0.050959	0.03617	0.56798	0.02761	0.063952	0.061176	0.6488	0.33429	0.23712	0.6901	0.025532	0.037773	0.048143	0.036638	0.61303	0.95046	0.041821	0.15282	0.068997	0.57272	0.038632	0.026915	0.036482	0.028729	0.043151	0.024029	0.70476	0.97779	0.61195	0.62548
Meth__cg14323109__KDR	0.084215	0.028818	0.13787	0.066702	0.65586	0.062384	0.042456	0.045866	0.044609	0.073075	0.19114	0.089134	0.043369	0.045815	0.078123	0.050956	0.50972	0.42491	0.06253	0.54261	0.039705	0.034544	0.50211	0.69279	0.072953	0.88333	0.13226	0.042825	0.058037	0.32907	0.046947	0.059847	0.11227	0.13002	0.048393	0.072319	0.17063
Meth__cg12799835__FLJ31204	0.074972	0.036908	0.093822	0.052135	0.64925	0.08453	0.11915	0.052035	0.17094	0.17595	0.083715	0.078836	0.058803	0.051141	0.054266	0.055504	0.07855	0.039059	0.070827	0.20379	0.054815	0.025749	0.095963	0.038348	0.059843	0.24583	0.073947	0.069707	0.038801	0.070894	0.040712	0.037516	0.18095	0.09611	0.027178	0.053927	0.060354
Meth__cg21481775__NKX3-1	0.043856	0.039125	0.051629	0.25453	0.67843	0.93062	0.89151	0.061327	0.1837	0.2918	0.064181	0.11223	0.095406	0.33776	0.10485	0.090817	0.17291	0.54236	0.15081	0.2734	0.31131	0.11558	0.21665	0.053634	0.074402	0.63409	0.061882	0.15659	0.045755	0.17936	0.13184	0.090204	0.76265	0.081572	0.065306	0.14481	0.25885
Meth__cg23698956__FAM3A	0.48114	0.03006	0.07766	0.062089	0.057645	0.044084	0.30957	0.03032	0.46471	0.029666	0.21617	0.080295	0.026594	0.32492	0.30358	0.06729	0.041901	0.022407	0.039891	0.4023	0.039879	0.3983	0.14774	0.047523	0.073806	0.15493	0.042655	0.4675	0.021653	0.43628	0.04167	0.02838	0.12564	0.12133	0.55652	0.26731	0.041738
Meth__cg01971122__CALCA	0.47155	0.060275	0.90724	0.667	0.6995	0.83724	0.55545	0.056835	0.093716	0.73723	0.83021	0.41755	0.063949	0.45121	0.47097	0.12958	0.060933	0.8078	0.79652	0.20715	0.12815	0.31532	0.41123	0.29982	0.11355	0.49019	0.104	0.78429	0.059228	0.069397	0.18441	0.060087	0.50622	0.28663	0.86582	0.15464	0.15218
Meth__cg17210604__HIC1	0.031807	0.023268	0.97968	0.042098	0.021892	0.038967	0.020654	0.026981	0.042391	0.59423	0.051207	0.51646	0.041374	0.068177	0.029758	0.10953	0.021768	0.1405	0.03125	0.076209	0.91636	0.061718	0.91994	0.070513	0.073154	0.12463	0.066732	0.51941	0.029494	0.055239	0.96217	0.96901	0.87065	0.10733	0.066321	0.17695	0.045668
Meth__cg07104706__SLITRK1	0.93483	0.094905	0.92195	0.18105	0.7218	0.47267	0.9398	0.13375	0.07312	0.57742	0.22056	0.84013	0.10154	0.453	0.05425	0.10662	0.082779	0.12084	0.14588	0.1298	0.059188	0.035133	0.79912	0.46682	0.21407	0.86299	0.086799	0.041667	0.092699	0.68897	0.065716	0.030602	0.76453	0.084967	0.050172	0.35636	0.37003
Meth__cg06423920__ZNF312	0.50503	0.038173	0.89145	0.91933	0.62801	0.72646	0.91804	0.2341	0.052373	0.68003	0.30496	0.42283	0.20367	0.065479	0.43489	0.089205	0.038407	0.62044	0.5444	0.47993	0.42147	0.60753	0.52895	0.37669	0.11561	0.83895	0.069809	0.040349	0.16369	0.044197	0.45987	0.03262	0.3724	0.070108	0.7639	0.29709	0.50457
Meth__cg01214847__TMPRSS3	0.12648	0.05722	0.13328	0.24967	0.20285	0.11649	0.52518	0.10947	0.21191	0.37334	0.18512	0.18115	0.1644	0.13204	0.18218	0.07232	0.10153	0.83302	0.85944	0.79257	0.096237	0.077067	0.6314	0.19791	0.24571	0.78605	0.14925	0.56021	0.079382	0.3931	0.37266	0.096944	0.1754	0.16157	0.098841	0.40279	0.78139
Meth__cg15796941__BTBD11	0.15774	0.078033	0.91274	0.3507	0.89959	0.13236	0.28175	0.13217	0.067312	0.57902	0.073529	0.56289	0.12712	0.19079	0.18381	0.12547	0.15137	0.057253	0.14914	0.20503	0.29785	0.078304	0.87294	0.61737	0.10417	0.8727	0.073303	0.072097	0.067705	0.54297	0.060468	0.060132	0.7019	0.11538	0.066267	0.065436	0.071443
U133A__BACE2	9.3765	8.281	8.179	6.3105	6.0657	5.3419	7.5574	6.834	6.793	7.912	7.95	7.8842	9.2403	7.9159	7.0988	9.2209	6.3671	7.1378	6.2433	5.9436	6.2496	7.3922	6.7457	6.6809	7.7806	5.4893	9.4037	6.7943	8.3682	6.6684	5.4672	8.3419	6.8133	7.5997	8.4457	6.8962	6.4187
U133A__DPYSL2	6.5499	4.3957	6.3934	5.6905	9.755	6.403	8.6685	6.876	6.4028	8.1874	6.1458	4.9671	5.8342	7.3601	7.5697	6.8732	9.3498	4.9229	6.4398	8.4362	7.9753	6.9726	7.9353	6.4448	4.2048	6.5866	3.6449	9.0406	8.4346	8.7608	6.6997	7.2071	7.204	5.519	7.3291	4.2719	7.339
Meth__cg09226684__KLK10	0.57287	0.087975	0.20367	0.2924	0.38722	0.10052	0.17463	0.11063	0.10219	0.86567	0.72887	0.12721	0.12949	0.12659	0.27874	0.10526	0.2206	0.095399	0.12513	0.63634	0.098083	0.36703	0.29566	0.11556	0.18784	0.56308	0.076601	0.11019	0.11508	0.09317	0.072982	0.11836	0.11587	0.11765	0.088704	0.1027	0.086381
Meth__cg14587868__TGM1	0.088428	0.072753	0.18882	0.47331	0.74384	0.10767	0.39387	0.059181	0.082194	0.75387	0.36723	0.26703	0.10436	0.45122	0.68745	0.18133	0.10752	0.16422	0.22176	0.40781	0.79092	0.37685	0.282	0.52407	0.19238	0.32182	0.098021	0.12654	0.71042	0.31176	0.058479	0.087768	0.058632	0.22009	0.099312	0.19899	0.2383
U133A__TMEM45A	3.9251	5.6223	5.8104	3.8356	7.0954	4.067	5.7298	5.2926	3.536	5.1283	8.9616	7.9155	6.9156	6.3791	5.8904	8.43	6.0737	3.7106	4.2822	4.5262	6.6374	6.9656	5.4727	3.5937	7.3845	4.0045	5.9107	7.7047	7.3691	5.9503	7.837	7.01	8.6357	3.6449	8.7797	4.7818	3.96
Meth__cg12995941__INSRR	0.48641	0.059086	0.59256	0.80315	0.42039	0.14437	0.58616	0.075318	0.91853	0.84918	0.37561	0.83803	0.085143	0.60962	0.092103	0.11824	0.079821	0.89832	0.9517	0.96074	0.95959	0.68433	0.7752	0.76997	0.12469	0.60845	0.10137	0.080859	0.051302	0.090709	0.15853	0.058578	0.3229	0.10266	0.94709	0.57901	0.49274
Meth__cg21491308__TEX101	0.38903	0.059627	0.15181	0.29142	0.69302	0.24811	0.40108	0.043856	0.14095	0.25863	0.29641	0.40573	0.14331	0.33692	0.64141	0.052303	0.070131	0.099004	0.10894	0.16375	0.17181	0.41995	0.34839	0.068798	0.078149	0.21021	0.099237	0.24074	0.089704	0.063375	0.051042	0.056865	0.64626	0.10362	0.23892	0.139	0.17735
Meth__cg06110728__NELL2	0.064612	0.044152	0.053565	0.098365	0.47362	0.56305	0.3592	0.062757	0.068335	0.60621	0.43884	0.45239	0.079277	0.069219	0.11539	0.21797	0.36092	0.085679	0.052666	0.13197	0.058454	0.035267	0.5171	0.049122	0.20846	0.16766	0.091417	0.060146	0.035157	0.081041	0.060132	0.11761	0.06004	0.090971	0.061305	0.066498	0.056571
Meth__cg19014419__ZNF300	0.78786	0.039416	0.031149	0.80162	0.54816	0.77346	0.9059	0.14125	0.053982	0.78237	0.049421	0.58344	0.2468	0.78632	0.11585	0.10355	0.098017	0.53006	0.39746	0.4301	0.085439	0.50601	0.39246	0.042779	0.082526	0.43912	0.082966	0.078357	0.12873	0.23344	0.38869	0.050977	0.3488	0.080337	0.67758	0.3923	0.054075
U133A__ID2	8.0734	7.4444	3.4919	9.022	8.2608	9.4546	8.9987	8.7602	7.2989	8.911	9.6486	3.8659	9.4692	6.8716	7.2985	6.0127	7.966	7.686	8.6926	9.3373	7.6134	7.141	4.5686	9.3071	7.5169	9.9817	7.6966	5.7772	6.8302	6.2331	6.7214	6.8739	7.9709	6.2231	7.4058	8.9398	6.7317
Meth__cg08328671__BDKRB2	0.044587	0.027872	0.072519	0.035825	0.20436	0.091036	0.41602	0.030652	0.060934	0.088792	0.11397	0.05968	0.037636	0.069622	0.042434	0.10194	0.036379	0.025428	0.048868	0.052892	0.037043	0.026343	0.07968	0.079005	0.065095	0.21748	0.070702	0.038209	0.034602	0.03638	0.045939	0.031543	0.044075	0.12191	0.051655	0.13674	0.080485
U133A__C2CD2	6.774	8.7407	9.2737	7.1994	5.6435	5.9359	6.1188	7.8405	7.7948	6.9643	6.2788	6.0795	5.1897	5.3207	6.1441	7.489	6.3777	5.4927	5.9892	4.3464	7.1836	6.9948	6.1461	6.8773	5.5821	4.915	8.4905	6.6962	7.2271	6.4275	7.5738	8.665	6.9045	6.6834	8.2981	6.738	7.3067
Meth__cg05822100__CDH6	0.29254	0.054565	0.70011	0.34348	0.050477	0.92952	0.78468	0.053449	0.061039	0.12322	0.54549	0.56033	0.12215	0.40385	0.5264	0.11986	0.40681	0.90149	0.91329	0.44682	0.04318	0.14185	0.78297	0.45633	0.11708	0.81279	0.1659	0.07179	0.093518	0.053763	0.11602	0.049059	0.71949	0.13398	0.46252	0.41616	0.45006
Meth__cg09225321__OTOP2	0.30862	0.053798	0.48649	0.59171	0.44358	0.22932	0.53605	0.064515	0.13145	0.55608	0.32365	0.56428	0.058837	0.16154	0.11169	0.091405	0.14051	0.58193	0.80309	0.13297	0.1751	0.16031	0.80179	0.475	0.095263	0.16091	0.202	0.054023	0.065204	0.056261	0.26191	0.092656	0.15696	0.11455	0.29054	0.35696	0.42666
Meth__cg00401678__EMR3	0.35557	0.054999	0.47143	0.30157	0.11757	0.25427	0.7799	0.078731	0.13043	0.49099	0.36387	0.22148	0.086776	0.33759	0.58399	0.087834	0.074921	0.16299	0.17368	0.22916	0.11516	0.35587	0.1069	0.13081	0.15864	0.2459	0.078057	0.10537	0.086848	0.064495	0.1612	0.072296	0.26707	0.21059	0.16778	0.20758	0.24382
Meth__cg04005707__FLJ21511	0.12982	0.043118	0.55118	0.35222	0.94222	0.52021	0.91594	0.032524	0.90249	0.9349	0.055657	0.90502	0.11329	0.83309	0.40982	0.066608	0.4111	0.94702	0.71636	0.53603	0.88855	0.33618	0.8918	0.58308	0.23063	0.50331	0.095736	0.049851	0.056325	0.38811	0.10674	0.038839	0.70901	0.098453	0.066271	0.62419	0.87034
Meth__cg22598563__P4HA2	0.071948	0.081285	0.87916	0.08305	0.061715	0.11747	0.071329	0.36673	0.073406	0.05432	0.57466	0.62397	0.309	0.17215	0.079388	0.17491	0.091159	0.075424	0.072672	0.098313	0.1133	0.10374	0.40885	0.062029	0.11276	0.13533	0.11277	0.040653	0.063082	0.070788	0.55662	0.16825	0.45913	0.16802	0.070233	0.073498	0.056471
Meth__cg19789466__OAS1	0.064205	0.1021	0.13159	0.58751	0.38205	0.71022	0.84503	0.057148	0.091743	0.18398	0.097018	0.14627	0.1459	0.64654	0.48483	0.19632	0.30624	0.45439	0.30245	0.18669	0.15339	0.073035	0.52749	0.39646	0.15284	0.7613	0.27956	0.44207	0.52032	0.084138	0.20507	0.038863	0.12821	0.24504	0.2356	0.38046	0.73721
Meth__cg09001777__FUT3	0.018451	0.037005	0.022328	0.82171	0.8726	0.3879	0.026597	0.08077	0.61677	0.076643	0.029805	0.050462	0.075299	0.032902	0.95755	0.057969	0.53205	0.7497	0.89409	0.93312	0.93142	0.37653	0.69152	0.70231	0.070727	0.23069	0.067015	0.44707	0.023058	0.22621	0.058691	0.022991	0.021086	0.18528	0.52404	0.063182	0.16174
Meth__cg03972838__FLJ20232	0.028581	0.017815	0.020966	0.021194	0.6982	0.020481	0.68681	0.021515	0.022309	0.44842	0.05059	0.041092	0.019283	0.22533	0.95374	0.020229	0.083936	0.062454	0.17862	0.48301	0.68524	0.22966	0.53528	0.083977	0.062417	0.024011	0.022876	0.019499	0.17901	0.025816	0.4774	0.016249	0.014743	0.037481	0.04039	0.023372	0.023045
Meth__cg22886089__SCG3	0.83757	0.053479	0.088729	0.61057	0.90779	0.94549	0.95027	0.053033	0.94164	0.1755	0.95311	0.94867	0.14503	0.039077	0.20305	0.2282	0.42748	0.91268	0.88636	0.94099	0.043843	0.95371	0.85722	0.90383	0.066227	0.84789	0.065457	0.03567	0.59231	0.04578	0.079683	0.030004	0.64004	0.66818	0.87646	0.91641	0.92232
Meth__cg01911082__CSMD3	0.14959	0.012962	0.23423	0.20964	0.096183	0.7801	0.7405	0.02236	0.030032	0.17742	0.52549	0.34704	0.03002	0.31183	0.055433	0.053961	0.017936	0.057812	0.56524	0.62828	0.045229	0.23306	0.89605	0.032069	0.076469	0.75204	0.027266	0.024689	0.25121	0.041607	0.52622	0.020007	0.068251	0.017906	0.15682	0.050972	0.021657
U133A__DHX40	7.0381	5.7867	6.4315	8.6347	5.919	5.9241	6.2316	6.2846	7.014	5.6478	6.2943	5.4408	6.003	6.5949	7.426	6.0468	5.1125	7.2359	8.2093	6.9354	6.8654	5.6059	6.4999	8.5027	4.9426	6.9965	5.1172	6.5324	3.9736	5.98	5.644	6.7685	6.3122	6.9005	7.842	7.2802	7.0766
Meth__cg10918202__BAALC	0.10975	0.064619	0.97706	0.42254	0.95743	0.95832	0.60031	0.032097	0.072132	0.85239	0.35475	0.81139	0.082532	0.20623	0.19251	0.13856	0.19962	0.92956	0.60084	0.55204	0.063076	0.13485	0.9222	0.46875	0.038511	0.95832	0.16976	0.12011	0.085302	0.3778	0.43844	0.05026	0.94694	0.065863	0.070004	0.43982	0.57864
Meth__cg05674036__OR3A3	0.89646	0.047907	0.38465	0.90611	0.26425	0.77176	0.18099	0.15042	0.20312	0.67165	0.82614	0.34597	0.10672	0.47052	0.8099	0.13136	0.037267	0.18956	0.65212	0.86192	0.074898	0.76694	0.095853	0.077361	0.16819	0.1956	0.10664	0.056157	0.097149	0.11877	0.8216	0.04307	0.5167	0.093765	0.8326	0.48692	0.12267
Meth__cg14055374__MAF	0.047253	0.036945	0.030611	0.042968	0.88733	0.0481	0.11626	0.028992	0.043166	0.089236	0.032134	0.061186	0.038075	0.046471	0.22897	0.063612	0.027795	0.028808	0.034198	0.044961	0.041536	0.02219	0.79347	0.035636	0.036346	0.057791	0.052524	0.035159	0.037471	0.049113	0.034855	0.025885	0.040771	0.061022	0.044164	0.03587	0.034308
Meth__cg12658982__LOC222171	0.024225	0.017444	0.032814	0.018915	0.4622	0.022233	0.017107	0.022495	0.024861	0.58454	0.38692	0.021517	0.014709	0.5723	0.018176	0.060476	0.036821	0.021628	0.027353	0.018784	0.025772	0.013563	0.89236	0.022482	0.046154	0.052173	0.05583	0.019224	0.016807	0.066532	0.02123	0.014206	0.01222	0.043268	0.023931	0.020081	0.019946
Meth__cg01362183__MAP3K7IP2	0.071503	0.055937	0.070863	0.065296	0.063076	0.10514	0.074879	0.061762	0.085371	0.061352	0.061639	0.063061	0.070818	0.071814	0.065831	0.073821	0.055416	0.051763	0.076394	0.58684	0.092616	0.051788	0.12608	0.05782	0.062817	0.13415	0.062813	0.049537	0.053187	0.059974	0.060376	0.053606	0.067502	0.069598	0.0588	0.070673	0.066301
U133A__ALDH1A3	6.3501	8.1049	10.7086	5.7829	5.0371	5.7541	10.4029	6.9131	5.5586	5.9053	9.3821	11.1356	7.2073	9.6541	7.0172	8.7778	6.3367	7.9258	5.9722	5.3213	6.7306	7.3828	5.8164	5.5605	7.0272	5.6679	7.2823	5.5688	9.2197	5.8794	5.5785	9.9387	4.9809	5.821	6.1372	6.0094	5.9709
Meth__cg07786760__DCHS2	0.060983	0.054161	0.63384	0.16325	0.45717	0.49165	0.066727	0.054095	0.084527	0.43474	0.086855	0.15357	0.048398	0.81128	0.077607	0.13658	0.068507	0.28272	0.14137	0.17744	0.052245	0.045326	0.58927	0.046301	0.06714	0.48554	0.082771	0.072993	0.061593	0.14399	0.071124	0.035627	0.29048	0.081841	0.064846	0.067548	0.075595
Meth__cg26896762__ISL1	0.90657	0.056597	0.098009	0.90819	0.75567	0.90545	0.8391	0.064951	0.18086	0.24321	0.13158	0.59009	0.28039	0.05925	0.37601	0.093541	0.14625	0.39783	0.25754	0.45048	0.072293	0.88546	0.66301	0.84106	0.12653	0.20926	0.094618	0.057434	0.054333	0.19496	0.055248	0.27977	0.67172	0.52668	0.48186	0.89832	0.8553
Meth__cg03109316__ZNF80	0.79014	0.032029	0.77053	0.81772	0.37761	0.63533	0.94863	0.86852	0.33488	0.89647	0.8656	0.098093	0.64841	0.74926	0.93805	0.078491	0.22611	0.16289	0.14337	0.91522	0.10745	0.93575	0.33508	0.057851	0.040985	0.16853	0.041155	0.31333	0.56294	0.04333	0.23592	0.040553	0.036595	0.10319	0.045468	0.2955	0.23653
Meth__cg13948987__HCRTR2	0.67377	0.022729	0.90693	0.66716	0.81381	0.9165	0.98124	0.034487	0.030035	0.4965	0.04801	0.33855	0.11763	0.52767	0.032308	0.069981	0.035593	0.40848	0.85279	0.88684	0.16071	0.9529	0.82127	0.92598	0.044001	0.5418	0.062438	0.019771	0.39618	0.3958	0.59239	0.021432	0.52506	0.020242	0.38517	0.31672	0.053469
U133A__INPP1	4.5957	4.4569	5.3404	4.9835	5.0794	5.1826	5.963	4.6759	5.639	5.6827	8.6164	5.1384	5.405	5.9736	7.2265	6.8993	6.1595	5.0695	5.2167	5.3192	7.3656	4.5652	7.1876	5.2332	5.0871	5.2625	4.6214	5.2558	5.5906	7.2272	4.1464	6.4462	4.8667	4.4657	5.4371	4.7565	4.867
Meth__cg07879727__WNT3	0.1148	0.052474	0.57425	0.55782	0.90415	0.08437	0.36275	0.042752	0.068102	0.89032	0.66031	0.62996	0.047063	0.49488	0.50763	0.090893	0.063213	0.27018	0.55562	0.0612	0.88899	0.099029	0.54853	0.29999	0.085743	0.86583	0.078588	0.44838	0.041954	0.063796	0.20933	0.027939	0.24238	0.05545	0.87737	0.13921	0.14641
Meth__cg00658626__CCDC63	0.72095	0.058345	0.8601	0.59416	0.89613	0.90763	0.76999	0.081958	0.062773	0.84856	0.087847	0.79862	0.21099	0.91459	0.080366	0.1781	0.38031	0.76562	0.81804	0.89956	0.281	0.35984	0.83038	0.073625	0.11164	0.83704	0.15862	0.084952	0.061702	0.31338	0.13377	0.05674	0.83426	0.66772	0.086665	0.15409	0.28387
Meth__cg01820777__MICAL-L2	0.087906	0.34688	0.92573	0.87754	0.78165	0.8951	0.85084	0.029167	0.6029	0.041824	0.48645	0.60552	0.020671	0.72044	0.3692	0.13794	0.031703	0.835	0.86193	0.44104	0.1107	0.09836	0.46058	0.82046	0.060105	0.75473	0.26345	0.034696	0.026068	0.029409	0.091726	0.56129	0.33407	0.047851	0.34059	0.47	0.49594
Meth__cg07745434__CHST13	0.61762	0.061641	0.10792	0.52033	0.27412	0.37732	0.51683	0.044276	0.095907	0.64467	0.52456	0.6974	0.048255	0.10178	0.12197	0.10766	0.079666	0.79375	0.62273	0.40292	0.2175	0.2507	0.66388	0.35889	0.061169	0.73884	0.12396	0.12384	0.13208	0.088059	0.11629	0.084342	0.55346	0.079254	0.36736	0.43205	0.44941
Meth__cg20970875__ANKRD47	0.44426	0.03882	0.053766	0.89569	0.87235	0.68366	0.052179	0.23729	0.10682	0.84113	0.075314	0.46123	0.21675	0.84623	0.19744	0.08891	0.059213	0.05142	0.058231	0.86515	0.048624	0.05954	0.068807	0.056113	0.084052	0.60474	0.083516	0.35161	0.078784	0.078402	0.044803	0.040444	0.44515	0.11389	0.43094	0.28393	0.47627
Meth__cg05245861__C18orf34	0.38662	0.06535	0.90374	0.87989	0.40936	0.87739	0.93335	0.04991	0.055611	0.53705	0.87284	0.53508	0.065943	0.054519	0.15771	0.093224	0.065087	0.43406	0.36447	0.46077	0.076792	0.086052	0.84265	0.50914	0.14372	0.83819	0.16068	0.051717	0.051992	0.13015	0.35999	0.48299	0.81022	0.15432	0.53879	0.3914	0.46956
U133A__MALL	5.9594	9.6574	8.4122	5.7996	5.5609	5.355	7.6983	5.6344	5.9818	6.1853	9.3676	10.0543	8.4348	6.8244	7.0931	9.9715	5.675	8.3023	6.3252	5.9264	5.4322	6.7314	5.8379	5.7292	6.607	5.6076	6.8833	7.6292	6.4668	5.7006	6.9903	8.1516	5.6005	6.0371	5.9517	5.5443	5.7131
Meth__cg17747005__DEPDC2	0.38529	0.12528	0.69541	0.10824	0.71762	0.82762	0.72632	0.07899	0.21269	0.39627	0.74431	0.4	0.086831	0.22363	0.28071	0.12905	0.086471	0.76049	0.27915	0.25853	0.088723	0.71229	0.54644	0.51237	0.32743	0.67422	0.12487	0.096388	0.092493	0.42636	0.095262	0.10877	0.78277	0.14201	0.72532	0.17815	0.22449
Meth__cg06277481__ANKRD47	0.3887	0.035049	0.0305	0.96885	0.96199	0.83729	0.023472	0.13174	0.056615	0.96838	0.028744	0.55992	0.11193	0.96064	0.078286	0.074155	0.018808	0.025886	0.034233	0.89394	0.026397	0.023691	0.065727	0.031009	0.039405	0.91897	0.049635	0.050418	0.024354	0.039796	0.020646	0.025463	0.6141	0.062631	0.44214	0.31146	0.58146
Meth__cg26309134__ZNF542	0.98222	0.019986	0.038682	0.9819	0.54365	0.98064	0.97477	0.031371	0.028213	0.98064	0.36279	0.89469	0.029665	0.88318	0.029058	0.11529	0.22461	0.98613	0.98058	0.02782	0.55875	0.022947	0.96333	0.59054	0.11555	0.94905	0.036343	0.021331	0.91014	0.66275	0.017876	0.22865	0.95729	0.078386	0.033802	0.96055	0.97855
Meth__cg04755031__PNPLA5	0.43004	0.018248	0.97828	0.8007	0.68655	0.55502	0.96751	0.061755	0.94508	0.384	0.57166	0.90365	0.04425	0.31444	0.25684	0.05536	0.13321	0.96445	0.97144	0.27525	0.95623	0.34901	0.13614	0.23552	0.04859	0.26538	0.039746	0.027687	0.051859	0.022291	0.072853	0.040543	0.50117	0.12674	0.72189	0.11423	0.73371
Meth__cg17277529__FGF3	0.31305	0.02645	0.8959	0.16479	0.5052	0.29734	0.38066	0.059505	0.10574	0.50608	0.81379	0.6253	0.047406	0.02583	0.064595	0.094023	0.044513	0.65051	0.86162	0.28116	0.052543	0.45691	0.47501	0.11541	0.057361	0.73779	0.11154	0.043191	0.034614	0.53061	0.045052	0.037716	0.42545	0.092851	0.73685	0.080535	0.1797
Meth__cg14063008__DAB2IP	0.71472	0.96623	0.048086	0.059603	0.03948	0.97329	0.039419	0.82881	0.047381	0.97193	0.85193	0.96515	0.83519	0.17109	0.044017	0.92087	0.03564	0.84896	0.051126	0.043521	0.73782	0.97633	0.11741	0.073566	0.10283	0.93606	0.82733	0.9615	0.038375	0.047786	0.97261	0.042482	0.97506	0.80755	0.73663	0.73927	0.4114
Meth__cg22083639__SLCO5A1	0.047556	0.021471	0.11509	0.37563	0.20444	0.43957	0.24264	0.44284	0.2836	0.29645	0.41112	0.10708	0.27084	0.079856	0.19246	0.04763	0.036001	0.030976	0.071905	0.059748	0.039364	0.16363	0.10346	0.19783	0.069071	0.32705	0.073602	0.044233	0.033391	0.036909	0.21824	0.038952	0.09258	0.038043	0.41949	0.089694	0.091198
Meth__cg19580810__RAB25	0.099988	0.050562	0.18107	0.088267	0.86798	0.089921	0.15854	0.12851	0.14805	0.8073	0.2503	0.23371	0.11588	0.21856	0.86002	0.07881	0.80537	0.088248	0.074521	0.21466	0.86245	0.06447	0.85185	0.14751	0.10558	0.078888	0.27169	0.83685	0.080202	0.84889	0.049983	0.03594	0.040285	0.078047	0.17464	0.037945	0.036921
Meth__cg23410627__CH25H	0.16686	0.050078	0.90113	0.33952	0.62966	0.47918	0.3827	0.053508	0.058414	0.55094	0.84985	0.79756	0.092927	0.88582	0.055145	0.25632	0.86562	0.22197	0.17741	0.42226	0.5326	0.17147	0.40902	0.21704	0.092065	0.50919	0.16451	0.19503	0.045523	0.50972	0.33364	0.037071	0.77874	0.27431	0.37751	0.27841	0.76518
Meth__cg10636246__AIM2	0.90503	0.078349	0.055518	0.42648	0.10706	0.29387	0.89499	0.40348	0.072034	0.48964	0.77098	0.18747	0.41184	0.60802	0.85491	0.051833	0.12641	0.20325	0.21065	0.38265	0.12165	0.038783	0.41574	0.25737	0.094659	0.44243	0.10576	0.21646	0.86453	0.050966	0.052246	0.095673	0.26087	0.488	0.08654	0.57979	0.78215
Meth__cg13797031__NIPSNAP1	0.5637	0.30544	0.069249	0.17869	0.81447	0.13538	0.31271	0.078127	0.069126	0.20315	0.29126	0.44172	0.082022	0.8179	0.75479	0.21006	0.45843	0.059096	0.12418	0.20295	0.088822	0.31705	0.78506	0.36818	0.25278	0.16741	0.26347	0.35866	0.044663	0.82051	0.15173	0.15	0.18906	0.19834	0.054777	0.28615	0.3908
Meth__cg16419345__ACOX1	0.071153	0.047705	0.06257	0.42393	0.050606	0.074853	0.027969	0.057497	0.6081	0.047019	0.15146	0.11817	0.056515	0.065397	0.031589	0.047913	0.046763	0.10795	0.16112	0.28847	0.040588	0.10129	0.18301	0.65723	0.076476	0.12914	0.077499	0.025952	0.047732	0.075927	0.036152	0.030647	0.035521	0.057493	0.10202	0.042196	0.0448
Meth__cg25020459__COL6A1	0.05187	0.02585	0.30122	0.61257	0.48428	0.68234	0.20308	0.024842	0.17161	0.029782	0.69777	0.30671	0.027153	0.5826	0.026681	0.065635	0.025893	0.90082	0.95447	0.22773	0.024044	0.17207	0.042817	0.73102	0.083113	0.54243	0.051002	0.068869	0.019336	0.033941	0.034155	0.035989	0.95071	0.027743	0.73864	0.040991	0.60955
Meth__cg00902195__SYT10	0.17794	0.012566	0.96831	0.55217	0.88688	0.9653	0.98001	0.42444	0.040163	0.96846	0.96704	0.23776	0.41806	0.011165	0.10545	0.054748	0.13846	0.3949	0.37723	0.1906	0.021398	0.01975	0.90213	0.72947	0.028403	0.8825	0.025776	0.020788	0.037022	0.15129	0.88008	0.019247	0.67307	0.32603	0.63684	0.014339	0.015449
Meth__cg02480835__NUPL2	0.066285	0.034255	0.062857	0.08286	0.084646	0.10836	0.069515	0.043454	0.46425	0.044495	0.046651	0.1935	0.046915	0.057189	0.044007	0.058654	0.06183	0.046684	0.087042	0.079056	0.033645	0.046101	0.089418	0.063613	0.10249	0.12462	0.038129	0.050655	0.061903	0.085794	0.049617	0.042673	0.075129	0.070374	0.043861	0.32405	0.33023
Meth__cg12687990__	0.22206	0.03969	0.14398	0.12127	0.24047	0.36375	0.25646	0.039895	0.056574	0.074401	0.81243	0.66612	0.19861	0.081604	0.052801	0.3258	0.037484	0.040787	0.046408	0.34603	0.043617	0.19917	0.32178	0.27744	0.14623	0.35907	0.092829	0.037113	0.043043	0.18913	0.04391	0.030557	0.33631	0.054565	0.20859	0.039084	0.041803
Meth__cg10043101__ATP1B2	0.029097	0.028879	0.045386	0.24599	0.48115	0.04536	0.44079	0.02849	0.034531	0.16804	0.069803	0.45698	0.036423	0.17557	0.44389	0.053726	0.042165	0.25693	0.23704	0.041377	0.034998	0.031034	0.76933	0.041407	0.047976	0.46828	0.068745	0.037029	0.040172	0.052433	0.035548	0.0358	0.055322	0.088764	0.039085	0.095298	0.092384
