Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg26606552__CCDC22	0.5076	0.089099	0.54778	0.090195	0.024674	0.081825	0.084194	0.036246	0.093258	0.32689	0.047243	0.57375	0.16437	0.12978	0.20723	0.13143	0.12244	0.078603	0.02112	0.030842	0.028724	0.22877	0.10165	0.39589	0.07237	0.26411	0.13375	0.21689	0.18605	0.058619	0.11044	0.051655	0.028413	0.020058	0.38384	0.03385	0.039408	0.397	0.05545	0.85067	0.030667
Meth__cg22424444__TOLLIP	0.10094	0.9322	0.72383	0.27583	0.78316	0.23379	0.904	0.10221	0.76155	0.39618	0.061843	0.51628	0.77123	0.88917	0.61813	0.12382	0.10192	0.1663	0.080916	0.11346	0.08943	0.4458	0.72343	0.21328	0.8913	0.89195	0.1021	0.43269	0.83568	0.17202	0.81409	0.048869	0.066267	0.57236	0.084304	0.10431	0.85661	0.34285	0.88931	0.37977	0.90335
Meth__cg14260643__CYP3A5	0.080121	0.051813	0.19905	0.073732	0.075029	0.10515	0.15721	0.38442	0.081395	0.07869	0.059879	0.18416	0.28842	0.031943	0.10021	0.10564	0.088628	0.12605	0.042682	0.070001	0.065919	0.15398	0.13466	0.066711	0.3515	0.091255	0.1302	0.2739	0.16976	0.16806	0.064622	0.072214	0.065558	0.21033	0.061882	0.1254	0.20523	0.068692	0.074958	0.13912	0.10386
Meth__cg17733100__C1orf106	0.054622	0.037504	0.13757	0.1056	0.036547	0.069474	0.27882	0.46116	0.040626	0.046508	0.053183	0.060216	0.19902	0.028967	0.35939	0.053671	0.049572	0.1192	0.049393	0.32444	0.35178	0.27186	0.6084	0.030031	0.059762	0.062733	0.089893	0.046432	0.086826	0.04772	0.079254	0.28283	0.034321	0.04925	0.23903	0.035786	0.05262	0.05778	0.052421	0.077155	0.04601
Meth__cg15702701__METTL7B	0.44979	0.05164	0.47477	0.064271	0.23428	0.10715	0.06082	0.28566	0.05399	0.068185	0.051562	0.090756	0.40146	0.069839	0.063001	0.29678	0.27817	0.13424	0.052072	0.058464	0.055857	0.4696	0.14124	0.052966	0.076868	0.063216	0.095075	0.23527	0.22826	0.099774	0.08955	0.058257	0.087525	0.04812	0.81937	0.52984	0.16097	0.069045	0.080395	0.18461	0.18157
Meth__cg09580336__ATP1A1	0.27093	0.069378	0.594	0.18207	0.74737	0.79032	0.67744	0.091013	0.079679	0.29559	0.10165	0.096821	0.35197	0.087912	0.093262	0.11063	0.27632	0.16884	0.22529	0.045911	0.045885	0.83699	0.78625	0.20954	0.81908	0.39234	0.13652	0.75693	0.69225	0.10078	0.12137	0.29688	0.078887	0.31261	0.4824	0.72232	0.21268	0.12373	0.76364	0.18871	0.73725
Meth__cg20977864__HYDIN	0.11538	0.07327	0.86456	0.081251	0.80547	0.12395	0.52081	0.7787	0.086965	0.069919	0.094163	0.39925	0.54431	0.10249	0.098663	0.089906	0.49966	0.25701	0.34404	0.90823	0.73029	0.57525	0.29834	0.15398	0.88733	0.17146	0.39311	0.15405	0.15894	0.83025	0.096766	0.23849	0.07616	0.067701	0.68178	0.077878	0.58134	0.13499	0.17619	0.45808	0.28323
Meth__cg22617367__NKRF	0.59176	0.050965	0.062772	0.11984	0.045276	0.060851	0.08084	0.32079	0.15826	0.58826	0.050983	0.10162	0.065443	0.065598	0.15052	0.37005	0.44712	0.15353	0.042734	0.040884	0.06182	0.48361	0.51888	0.48569	0.1698	0.053857	0.32842	0.43785	0.46101	0.074003	0.069526	0.59174	0.050798	0.52832	0.067149	0.27862	0.072136	0.61141	0.14956	0.63308	0.064654
Meth__cg19141563__PPM1E	0.046289	0.037314	0.16987	0.028849	0.45797	0.041508	0.047915	0.056011	0.032258	0.033539	0.053478	0.0422	0.12901	0.35537	0.03994	0.034916	0.044916	0.1407	0.045642	0.56862	0.42583	0.031113	0.055893	0.31318	0.11649	0.058651	0.066464	0.042058	0.51725	0.045346	0.12538	0.030062	0.037121	0.032423	0.038261	0.49711	0.11641	0.058699	0.035246	0.41101	0.051135
Meth__cg16243644__STAG2	0.47968	0.056451	0.098796	0.3158	0.063721	0.074835	0.065784	0.31124	0.057706	0.56445	0.065868	0.036863	0.092092	0.053511	0.07416	0.26749	0.44421	0.13274	0.077319	0.051438	0.058248	0.4291	0.061921	0.3803	0.069785	0.070508	0.46044	0.49049	0.42879	0.065648	0.099527	0.44726	0.058023	0.40148	0.070248	0.21867	0.16838	0.50622	0.29886	0.44938	0.068251
Meth__cg03167275__CXADR	0.054828	0.066197	0.052805	0.29368	0.086342	0.079974	0.1901	0.077376	0.056392	0.44429	0.096213	0.067061	0.092291	0.043455	0.059087	0.067486	0.062356	0.073852	0.59917	0.10243	0.19546	0.16075	0.10562	0.074668	0.14597	0.043237	0.078301	0.061714	0.083742	0.063209	0.081477	0.07698	0.046956	0.092662	0.05923	0.043437	0.07334	0.064317	0.039805	0.11203	0.055588
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.10489	0.68758	0.71162	0.88884	0.55964	0.5637	0.19192	0.41916	0.063177	0.20916	0.40308	0.68781	0.19102	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.90103	0.38779	0.89602	0.78966	0.87631	0.056906	0.07689	0.67832	0.57032	0.16614	0.067366	0.13658	0.84911	0.073745	0.60307	0.05313	0.89698	0.73939	0.090384	0.85605
Meth__cg01072821__UNQ9391	0.45114	0.037627	0.057255	0.036846	0.028713	0.049521	0.088971	0.74107	0.84816	0.05224	0.5627	0.19736	0.1317	0.045304	0.69451	0.078212	0.10382	0.10046	0.02522	0.21995	0.44339	0.039353	0.050599	0.667	0.21163	0.055201	0.048427	0.067246	0.069619	0.044584	0.052971	0.033697	0.033735	0.026408	0.036548	0.048738	0.10531	0.61233	0.19734	0.092001	0.2312
Meth__cg00832994__ATPAF1	0.04648	0.47701	0.69326	0.36093	0.97326	0.17211	0.62938	0.81007	0.51532	0.91389	0.4376	0.90238	0.54391	0.44488	0.45817	0.10245	0.18734	0.53248	0.92363	0.46389	0.23691	0.51119	0.24562	0.16262	0.92875	0.42863	0.12199	0.96539	0.087675	0.92269	0.22973	0.034946	0.19669	0.14364	0.74029	0.074414	0.27086	0.060491	0.68312	0.3086	0.86806
Meth__cg08617916__RASSF5	0.032871	0.034054	0.02489	0.018803	0.025508	0.027982	0.014384	0.019386	0.59591	0.024731	0.027565	0.043773	0.038359	0.022139	0.51671	0.024636	0.022765	0.038698	0.017394	0.019585	0.033288	0.025323	0.028773	0.027389	0.03728	0.025381	0.02267	0.026202	0.048853	0.026722	0.028942	0.027345	0.033122	0.034264	0.018404	0.078423	0.036519	0.026653	0.028292	0.063091	0.031705
Meth__cg16208271__ENTPD6	0.02773	0.019701	0.027965	0.021847	0.022367	0.028125	0.042775	0.02513	0.021116	0.028976	0.027847	0.018419	0.80809	0.021005	0.019468	0.023867	0.020743	0.029417	0.014103	0.014581	0.026726	0.035728	0.036327	0.023727	0.049764	0.026286	0.045391	0.029926	0.036224	0.03697	0.028136	0.02209	0.015836	0.019491	0.093932	0.020914	0.024058	0.031577	0.043332	0.040651	0.029108
Meth__cg13079099__LENG9	0.06386	0.063436	0.55981	0.067534	0.039791	0.087789	0.39867	0.13031	0.038198	0.090822	0.051568	0.066179	0.10136	0.044979	0.045064	0.25189	0.47491	0.064798	0.033387	0.076653	0.11074	0.065334	0.36591	0.036515	0.083508	0.13122	0.069746	0.041342	0.074596	0.50887	0.10832	0.087696	0.036214	0.040015	0.50637	0.029008	0.11455	0.072104	0.042091	0.60044	0.07312
Meth__cg14837411__RAD51C	0.03087	0.032961	0.026811	0.025823	0.23956	0.029644	0.048274	0.021394	0.031974	0.029882	0.037441	0.033509	0.067725	0.022565	0.038464	0.03876	0.030284	0.082845	0.029864	0.17693	0.18928	0.043105	0.027162	0.022419	0.03758	0.023911	0.10136	0.031796	0.087779	0.044166	0.071963	0.028663	0.092895	0.042934	0.036041	0.02335	0.048903	0.03335	0.032841	0.057782	0.033648
Meth__cg07818646__FLJ11712	0.02788	0.41041	0.037417	0.036295	0.077322	0.033181	0.49075	0.015987	0.043757	0.035387	0.037666	0.03229	0.14957	0.044208	0.043893	0.047935	0.031086	0.05234	0.030007	0.02528	0.040097	0.03797	0.045949	0.02897	0.15347	0.040121	0.09432	0.036589	0.068501	0.035483	0.10733	0.034856	0.034223	0.038588	0.083595	0.046584	0.1053	0.022799	0.076823	0.054062	0.061178
Meth__cg09875273__ERBB2	0.053791	0.015603	0.026686	0.039669	0.037077	0.040262	0.14528	0.041044	0.069294	0.080723	0.82974	0.067161	0.026325	0.016197	0.066076	0.03812	0.028524	0.058193	0.052415	0.046638	0.094865	0.038746	0.064923	0.051511	0.062746	0.019489	0.066418	0.045151	0.023267	0.068215	0.029278	0.053346	0.030688	0.040705	0.087138	0.03228	0.029851	0.019065	0.051128	0.017864	0.050681
Meth__cg22155248__TAPBPL	0.073721	0.77379	0.076622	0.075858	0.85085	0.42446	0.16745	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.096331	0.089965	0.7318	0.086836	0.16227	0.075643	0.56588	0.12621	0.062661	0.10953	0.074634	0.14823	0.06617	0.17979	0.87275	0.17348	0.10247	0.62713	0.35593	0.28339	0.14587	0.10212	0.67116	0.19446	0.12456	0.32294	0.15958	0.67451
Meth__cg08614528__CRELD1	0.043777	0.04838	0.1353	0.059583	0.081548	0.22695	0.15932	0.046676	0.055556	0.43865	0.050621	0.21695	0.1348	0.062745	0.057325	0.07572	0.16685	0.067191	0.070497	0.12237	0.052143	0.060344	0.5378	0.059158	0.17723	0.079056	0.084242	0.16968	0.10886	0.45847	0.1011	0.052517	0.37286	0.061761	0.050194	0.036009	0.069026	0.08646	0.046463	0.12461	0.049201
Meth__cg11380624__DNAJC14	0.098162	0.052234	0.42815	0.30693	0.068389	0.31929	0.082642	0.13846	0.12149	0.099656	0.079035	0.50041	0.099365	0.42603	0.11747	0.084962	0.31482	0.090976	0.26409	0.059962	0.075592	0.067754	0.063889	0.39429	0.11741	0.52541	0.11296	0.06906	0.14951	0.35941	0.1754	0.050527	0.048494	0.058283	0.75481	0.055364	0.071645	0.075956	0.061591	0.53591	0.12461
Meth__cg20430816__GENX-3414	0.052681	0.046878	0.065164	0.04544	0.042723	0.053695	0.042599	0.22506	0.031429	0.047122	0.038027	0.081762	0.064143	0.044404	0.053236	0.036481	0.044567	0.061421	0.033629	0.032035	0.042745	0.18379	0.042386	0.040666	0.068514	0.061372	0.084208	0.037432	0.35739	0.044655	0.13581	0.039769	0.039908	0.036988	0.2018	0.044301	0.050005	0.041361	0.077145	0.095225	0.051038
Meth__cg02001410__MAP1B	0.037696	0.082072	0.078145	0.050345	0.72623	0.58228	0.045782	0.035758	0.037149	0.048823	0.088122	0.059339	0.11104	0.032831	0.064909	0.042621	0.03564	0.059994	0.021729	0.066711	0.037495	0.24821	0.058587	0.2586	0.058333	0.056102	0.058331	0.064903	0.09318	0.062902	0.097072	0.033602	0.079896	0.025985	0.026723	0.75909	0.15725	0.063823	0.26097	0.087831	0.10096
Meth__cg21137823__PRKCZ	0.26808	0.057186	0.26316	0.057365	0.95841	0.069993	0.27843	0.11157	0.63563	0.23063	0.28428	0.21045	0.15574	0.036831	0.52548	0.030824	0.035256	0.036404	0.023111	0.056126	0.049195	0.10332	0.045624	0.047134	0.48588	0.070507	0.060093	0.79276	0.1075	0.92931	0.088788	0.10294	0.041261	0.037657	0.041039	0.036164	0.17245	0.037109	0.042193	0.16444	0.042523
Meth__cg14271400__EPHB2	0.043855	0.017676	0.02748	0.033431	0.022159	0.48831	0.024553	0.027859	0.019139	0.027799	0.034056	0.022428	0.056855	0.030699	0.026563	0.021042	0.026676	0.032008	0.018473	0.026408	0.030258	0.023602	0.035115	0.019883	0.034387	0.023058	0.17523	0.029441	0.035544	0.032763	0.067665	0.34572	0.016763	0.019326	0.06808	0.67935	0.051033	0.024405	0.10476	0.073765	0.028949
Meth__cg02798801__G10	0.41801	0.075058	0.13728	0.13805	0.14399	0.1398	0.74703	0.12704	0.12148	0.112	0.078297	0.15725	0.11683	0.078095	0.14106	0.12089	0.1248	0.1335	0.10833	0.088541	0.14307	0.16141	0.55024	0.22814	0.26802	0.34557	0.14257	0.08302	0.16782	0.46138	0.082333	0.10937	0.080054	0.13156	0.38373	0.1054	0.20417	0.62432	0.099868	0.20637	0.10347
Meth__cg20587394__HOXC13	0.056412	0.028113	0.031182	0.076811	0.26073	0.047074	0.052882	0.025016	0.02788	0.045925	0.035881	0.027599	0.049898	0.023528	0.034806	0.037021	0.026974	0.099311	0.090137	0.02221	0.034675	0.46358	0.038746	0.019901	0.56172	0.032557	0.081023	0.03093	0.038438	0.044351	0.043237	0.039983	0.025691	0.040493	0.076462	0.020148	0.062024	0.048941	0.23999	0.067936	0.11803
Meth__cg24587268__OSBPL2	0.019344	0.017478	0.028641	0.018624	0.052622	0.018197	0.05286	0.018536	0.021423	0.016813	0.025221	0.035884	0.019264	0.014483	0.021701	0.021001	0.019787	0.035418	0.18	0.01372	0.018005	0.03179	0.01958	0.016953	0.12966	0.01759	0.038929	0.034404	0.037631	0.022812	0.026672	0.01873	0.017569	0.026851	0.026673	0.01488	0.057308	0.01783	0.028611	0.039569	0.018246
Meth__cg23764381__ATRNL1	0.075427	0.059864	0.10302	0.070024	0.046102	0.17119	0.14963	0.026617	0.060032	0.056818	0.091758	0.097052	0.69785	0.076281	0.070703	0.049353	0.061475	0.10672	0.07703	0.57556	0.1517	0.063633	0.057527	0.039535	0.079447	0.052224	0.067647	0.027442	0.86282	0.058296	0.080066	0.045908	0.055814	0.09196	0.041462	0.48883	0.22558	0.053999	0.081624	0.10006	0.10556
Meth__cg23067535__FAM83A	0.048124	0.041366	0.23531	0.72136	0.9363	0.12719	0.73654	0.94995	0.028146	0.083708	0.39822	0.61336	0.21697	0.040391	0.20228	0.73704	0.95298	0.18288	0.89482	0.74221	0.59368	0.93871	0.9298	0.38987	0.88741	0.49916	0.29484	0.90874	0.094499	0.14812	0.29655	0.94186	0.035759	0.89209	0.9524	0.66055	0.12819	0.88739	0.20083	0.72708	0.26025
Meth__cg12576145__AMMECR1	0.44308	0.031657	0.048755	0.082143	0.038323	0.052395	0.065679	0.3584	0.067821	0.26031	0.037575	0.058747	0.08672	0.032847	0.068102	0.38481	0.31284	0.12758	0.036339	0.050803	0.034284	0.40325	0.1122	0.38514	0.15086	0.060225	0.20653	0.47919	0.32196	0.03951	0.061009	0.44187	0.032475	0.12452	0.041734	0.18882	0.048482	0.48822	0.088324	0.51303	0.039658
Meth__cg04887278__RWDD2	0.034996	0.023841	0.01826	0.04139	0.18252	0.045917	0.91198	0.12612	0.024532	0.034131	0.56475	0.26393	0.19504	0.016819	0.030293	0.041415	0.029792	0.59098	0.81045	0.037658	0.032752	0.83629	0.086115	0.033528	0.67829	0.02715	0.052314	0.11913	0.035987	0.12466	0.064266	0.026441	0.025709	0.9081	0.055914	0.02022	0.039494	0.10745	0.029523	0.038303	0.021736
Meth__cg13765303__BOC	0.18908	0.66342	0.46888	0.10447	0.52647	0.041154	0.43453	0.10624	0.026948	0.042215	0.032567	0.10798	0.73981	0.4831	0.27451	0.13914	0.027634	0.14114	0.031947	0.66035	0.60592	0.60518	0.043661	0.20189	0.72006	0.16905	0.079043	0.2954	0.73374	0.039394	0.59023	0.064127	0.061277	0.062022	0.46626	0.84681	0.05334	0.50918	0.43052	0.40705	0.4159
Meth__cg18399703__EVA1	0.06938	0.030394	0.065406	0.042095	0.156	0.13177	0.49155	0.060707	0.03645	0.052304	0.040838	0.028012	0.053966	0.043186	0.042128	0.038054	0.056791	0.078098	0.046528	0.036102	0.034088	0.79788	0.050287	0.0616	0.50194	0.043153	0.14241	0.26321	0.11886	0.051106	0.066466	0.063553	0.047422	0.33044	0.10251	0.080335	0.081975	0.041728	0.04848	0.1498	0.078775
Meth__cg07581973__PRDX4	0.66272	0.024045	0.023573	0.26951	0.01681	0.021143	0.041699	0.023671	0.017122	0.59308	0.018092	0.80086	0.70516	0.74627	0.021798	0.016369	0.021456	0.52644	0.73399	0.01057	0.025727	0.70536	0.025295	0.67875	0.04235	0.63595	0.65706	0.015733	0.51515	0.024042	0.087014	0.66955	0.016415	0.7225	0.71746	0.0084535	0.060676	0.65309	0.54434	0.68222	0.022853
Meth__cg24012925__SRXN1	0.050023	0.0451	0.17578	0.052594	0.052255	0.07719	0.028754	0.13862	0.52473	0.063853	0.055148	0.092252	0.057688	0.033539	0.42956	0.038842	0.050779	0.074825	0.038497	0.032214	0.054045	0.045237	0.065359	0.052727	0.068253	0.050267	0.10289	0.041973	0.062277	0.054385	0.088528	0.05543	0.045392	0.05193	0.045689	0.030097	0.076538	0.04704	0.041267	0.079753	0.044257
Meth__cg06289589__ANKRD5	0.055148	0.04222	0.10921	0.11104	0.061148	0.056877	0.076597	0.070496	0.65098	0.58131	0.047631	0.15043	0.11932	0.034776	0.49965	0.14771	0.048174	0.064065	0.077742	0.061756	0.059032	0.075895	0.095001	0.040401	0.097728	0.061459	0.079584	0.065944	0.058419	0.077677	0.099851	0.054174	0.044927	0.064443	0.049604	0.061737	0.11787	0.054855	0.063139	0.13868	0.10225
Meth__cg07294774__DIO2	0.58509	0.090031	0.82858	0.24897	0.59457	0.49651	0.70884	0.88608	0.1274	0.11569	0.23188	0.13783	0.54785	0.25119	0.18708	0.66559	0.15159	0.23542	0.73469	0.081017	0.11146	0.67538	0.11748	0.10275	0.59706	0.32909	0.27024	0.16262	0.20826	0.47732	0.15198	0.10465	0.48477	0.16426	0.52469	0.35914	0.1513	0.14469	0.16461	0.29275	0.16831
Meth__cg01995513__MPP6	0.042417	0.0299	0.11081	0.037806	0.040811	0.45762	0.031206	0.026705	0.030754	0.043496	0.031629	0.031111	0.06709	0.035312	0.034888	0.036293	0.028021	0.066688	0.0267	0.030639	0.034045	0.19874	0.037974	0.029693	0.096914	0.043483	0.056764	0.03237	0.069069	0.03886	0.065501	0.047444	0.025303	0.027001	0.041745	0.035463	0.087966	0.050644	0.040024	0.068918	0.037094
Meth__cg23217005__MT1F	0.065846	0.50595	0.43504	0.079372	0.9517	0.06783	0.21473	0.56787	0.071708	0.062787	0.060957	0.58913	0.13741	0.071108	0.075295	0.69242	0.08819	0.090309	0.73115	0.058965	0.095663	0.065677	0.59145	0.041498	0.79067	0.064845	0.086209	0.068488	0.11265	0.071451	0.12197	0.53543	0.042141	0.51786	0.22654	0.060862	0.099422	0.061651	0.049219	0.23844	0.071936
Meth__cg27504805__NPY2R	0.070495	0.047227	0.099664	0.078071	0.22545	0.58456	0.056028	0.93622	0.049876	0.056904	0.6843	0.53058	0.35404	0.045524	0.066186	0.71605	0.05093	0.059346	0.063194	0.054862	0.076393	0.071572	0.17145	0.041987	0.7685	0.058586	0.12892	0.066455	0.53757	0.45401	0.10284	0.052152	0.075888	0.1568	0.096793	0.074979	0.075144	0.067147	0.056067	0.13198	0.1478
Meth__cg14920334__GALNT8	0.86622	0.031051	0.89645	0.86855	0.048443	0.4768	0.1439	0.62693	0.033079	0.41421	0.56163	0.54566	0.37789	0.035953	0.15889	0.3405	0.60134	0.090739	0.047725	0.22875	0.36942	0.92175	0.048727	0.82671	0.078784	0.8439	0.56727	0.44509	0.58252	0.065001	0.057886	0.14025	0.31975	0.028127	0.89818	0.65404	0.13491	0.87436	0.27696	0.72561	0.23724
Meth__cg15410903__GSTO2	0.048314	0.034545	0.044874	0.029777	0.034373	0.050244	0.04774	0.04085	0.023905	0.030299	0.037359	0.04295	0.02905	0.019192	0.033097	0.026101	0.03329	0.081253	0.96044	0.022114	0.036295	0.030858	0.050922	0.025434	0.06643	0.038743	0.041223	0.01789	0.10586	0.037039	0.043183	0.62545	0.028483	0.73808	0.034991	0.020755	0.10372	0.034006	0.031784	0.083145	0.063944
Meth__cg09539438__NTRK2	0.026261	0.02504	0.061234	0.019481	0.76229	0.025229	0.049921	0.03363	0.020174	0.025004	0.70576	0.028097	0.045928	0.043432	0.023298	0.22773	0.014601	0.040628	0.020635	0.22077	0.034213	0.031497	0.021244	0.036534	0.94425	0.028781	0.066759	0.018697	0.96782	0.026832	0.029482	0.019351	0.019639	0.046841	0.010953	0.054516	0.038093	0.0332	0.022999	0.64622	0.033682
Meth__cg00540544__CSRP1	0.052805	0.58463	0.034001	0.24706	0.61403	0.065253	0.020427	0.051289	0.60711	0.044918	0.55124	0.040902	0.12555	0.18352	0.58394	0.045583	0.036929	0.073306	0.025514	0.67469	0.56619	0.03481	0.51533	0.035234	0.059426	0.057306	0.070176	0.031061	0.13616	0.070458	0.11627	0.034514	0.036143	0.020131	0.6876	0.13467	0.11392	0.041238	0.055111	0.14113	0.24582
Meth__cg23927367__ACAD8	0.061598	0.030803	0.070396	0.037809	0.039697	0.076247	0.37702	0.18158	0.037135	0.046276	0.063709	0.071013	0.13182	0.037609	0.048398	0.045144	0.066589	0.079336	0.07184	0.056205	0.059705	0.068292	0.050962	0.039274	0.19556	0.049323	0.096643	0.048401	0.080702	0.049004	0.070903	0.052531	0.047208	0.054012	0.042658	0.041094	0.049581	0.048198	0.060556	0.14532	0.054188
Meth__cg25886284__ZNF545	0.04275	0.048519	0.39544	0.24791	0.039178	0.037598	0.96128	0.75268	0.031042	0.032869	0.040551	0.10254	0.89866	0.96184	0.044673	0.21399	0.024414	0.07034	0.033035	0.96818	0.90039	0.50371	0.04078	0.12142	0.067242	0.0474	0.070279	0.038723	0.81303	0.040741	0.078997	0.035099	0.036234	0.14542	0.044458	0.59786	0.07542	0.039326	0.73093	0.080706	0.68346
Meth__cg20537992__CDCA5	0.062385	0.050677	0.33885	0.072364	0.58397	0.16003	0.17685	0.25841	0.085333	0.3537	0.060498	0.34609	0.089779	0.043565	0.085311	0.056829	0.070341	0.11528	0.047778	0.045327	0.060095	0.068146	0.084135	0.074244	0.41263	0.25063	0.11289	0.051167	0.071369	0.37819	0.077549	0.043338	0.049475	0.04786	0.21021	0.055665	0.056749	0.56255	0.053769	0.2038	0.062167
Meth__cg26335299__C16orf48	0.084009	0.74282	0.79595	0.060264	0.094062	0.072941	0.23604	0.16602	0.58463	0.13769	0.93805	0.086667	0.46573	0.056296	0.49578	0.46324	0.050823	0.085735	0.064502	0.66935	0.39971	0.046038	0.065613	0.1073	0.07451	0.086952	0.064635	0.044103	0.080846	0.22631	0.23953	0.070551	0.13412	0.065244	0.040946	0.049401	0.097558	0.057035	0.071497	0.49969	0.081984
Meth__cg09296044__CCNDBP1	0.048654	0.037835	0.072373	0.057505	0.97088	0.0463	0.05036	0.037235	0.052456	0.067496	0.67112	0.054372	0.74393	0.98559	0.054624	0.96695	0.048101	0.41881	0.043331	0.057366	0.043886	0.042186	0.044065	0.041147	0.10318	0.95975	0.064531	0.03716	0.66129	0.054875	0.083802	0.045708	0.030851	0.056013	0.20831	0.043217	0.073926	0.05849	0.74848	0.72432	0.78741
Meth__cg09350141__PPM1F	0.056661	0.15811	0.0881	0.1071	0.080918	0.17071	0.50121	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.041263	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.163	0.062082	0.080275	0.095373	0.08125	0.43918	0.14114	0.030683	0.1024	0.095402	0.070362	0.07247	0.31823	0.1167
Meth__cg03634997__GAS8	0.08815	0.038336	0.043284	0.028418	0.028398	0.037967	0.041394	0.027177	0.045829	0.046971	0.053912	0.046277	0.053519	0.028	0.034528	0.037875	0.035404	0.036072	0.022448	0.034854	0.036903	0.057616	0.090816	0.021611	0.091564	0.026456	0.054462	0.027547	0.097731	0.056744	0.087788	0.62939	0.029843	0.035448	0.047866	0.030522	0.062192	0.050982	0.042775	0.22015	0.053022
Meth__cg19740287__MOSPD2	0.3725	0.042788	0.03702	0.039861	0.039583	0.046174	0.054455	0.044521	0.043284	0.057416	0.039902	0.29744	0.26435	0.24224	0.046396	0.032598	0.038206	0.15287	0.40907	0.034805	0.038467	0.2302	0.043606	0.38574	0.083881	0.34543	0.074301	0.038558	0.11613	0.048579	0.07017	0.39066	0.037925	0.11212	0.1655	0.028505	0.042653	0.080052	0.048522	0.38646	0.043892
Meth__cg15164958__MGC33530	0.46655	0.035166	0.079062	0.29257	0.24831	0.66924	0.23383	0.69063	0.083105	0.09901	0.12856	0.21682	0.27672	0.039967	0.065531	0.0928	0.080145	0.10252	0.12673	0.27018	0.40643	0.42551	0.067305	0.079918	0.25248	0.16367	0.18205	0.2705	0.39827	0.13205	0.069507	0.15282	0.13504	0.082655	0.40429	0.21847	0.22386	0.0773	0.53771	0.39819	0.44515
Meth__cg06963844__FBXO6	0.067333	0.042227	0.068838	0.07431	0.048201	0.072539	0.050075	0.074847	0.059912	0.062398	0.07062	0.09691	0.12893	0.037416	0.060855	0.89835	0.054893	0.09266	0.056227	0.04095	0.063031	0.055231	0.39976	0.093886	0.098601	0.053905	0.12773	0.061276	0.15816	0.099214	0.10747	0.052048	0.038571	0.10309	0.057713	0.053958	0.079375	0.07352	0.056705	0.11331	0.049377
Meth__cg08775230__C11orf52	0.15705	0.090283	0.13866	0.069693	0.60713	0.13002	0.56452	0.09136	0.091926	0.1354	0.080691	0.24213	0.19243	0.12631	0.062945	0.090618	0.67964	0.16026	0.29634	0.1241	0.14394	0.15735	0.57095	0.13317	0.60424	0.14157	0.18984	0.45463	0.14716	0.11335	0.1012	0.8496	0.08232	0.27826	0.079417	0.11087	0.096774	0.072299	0.14078	0.35286	0.16807
Meth__cg26872475__NOD9	0.066282	0.042835	0.053577	0.048524	0.039671	0.064573	0.1524	0.037652	0.036163	0.061183	0.043974	0.10518	0.10698	0.044249	0.051817	0.049906	0.05165	0.046615	0.049009	0.11362	0.18843	0.93299	0.6582	0.054799	0.10858	0.052017	0.078886	0.065926	0.072837	0.050288	0.053052	0.053509	0.030948	0.036654	0.50502	0.58334	0.08501	0.079374	0.060316	0.1291	0.046074
Meth__cg03552103__SEPT10	0.19324	0.84035	0.5877	0.075817	0.91321	0.036643	0.031637	0.14472	0.97211	0.052188	0.31619	0.4356	0.20264	0.87319	0.86063	0.88896	0.045623	0.086957	0.79919	0.92565	0.43812	0.058484	0.40225	0.95679	0.06967	0.19362	0.060767	0.15158	0.93609	0.038833	0.59974	0.96732	0.030502	0.10248	0.017169	0.025976	0.11514	0.030877	0.82763	0.25638	0.94455
