Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg02589695__RASSF5	0.033423	0.10272	0.07987	0.16825	0.57948	0.3717	0.21042	0.69831	0.87714	0.085363	0.71149	0.564	0.59981	0.075248	0.71273	0.52476	0.37618	0.34421	0.32223	0.22419	0.2147	0.32448	0.58038	0.1366	0.089552	0.06118	0.10929	0.7601	0.26957	0.38134	0.16174	0.13109	0.56875	0.2497	0.15757	0.71408	0.11908	0.12251	0.097257	0.35475
Meth__cg10847798__LAMC1	0.055156	0.17592	0.087838	0.3311	0.050219	0.20755	0.041339	0.060083	0.29767	0.43806	0.049631	0.0703	0.080132	0.06397	0.27896	0.055701	0.05146	0.11045	0.046755	0.13992	0.15945	0.53911	0.064408	0.55763	0.084975	0.076886	0.062243	0.044829	0.090085	0.064511	0.10805	0.081304	0.057039	0.050424	0.073989	0.039147	0.17468	0.24696	0.4537	0.36844
Meth__cg08747377__CDH13	0.84043	0.06934	0.74837	0.049374	0.92247	0.4681	0.12101	0.41288	0.11414	0.25579	0.87201	0.47964	0.86648	0.086529	0.090335	0.25257	0.63041	0.086568	0.040247	0.54791	0.35258	0.26097	0.088503	0.52954	0.77283	0.66235	0.13385	0.044597	0.8117	0.25715	0.070342	0.064558	0.052664	0.04898	0.79303	0.11553	0.088506	0.091841	0.20909	0.062619
Meth__cg16679837__AR	0.57277	0.57541	0.15558	0.35369	0.10693	0.13149	0.2658	0.95871	0.079368	0.10335	0.59387	0.94991	0.22349	0.05504	0.094144	0.40453	0.12901	0.16487	0.086297	0.094722	0.14253	0.4844	0.13246	0.49497	0.94446	0.15535	0.10087	0.17048	0.54663	0.39404	0.25179	0.049315	0.16789	0.10979	0.037076	0.7558	0.22991	0.42525	0.19222	0.13487
EA_G__HSPC105	7.1909	6.9623	4.4777	6.2217	3.9937	7.0203	4.0432	7.6098	4.3205	7.6399	4.1374	8.4153	8.0943	4.0362	7.941	7.1229	6.624	7.4965	6.7533	7.9488	8.025	7.2171	3.7539	6.6026	3.7506	7.8614	8.6276	4.2507	7.1346	7.8422	6.8813	4.2051	5.1318	4.1228	3.9704	7.0292	4.7833	4.1524	4.2759	6.4941
Meth__cg06627364__MGC4677	0.042537	0.039036	0.45822	0.36546	0.041134	0.15632	0.029078	0.030711	0.039331	0.049287	0.04623	0.040006	0.089862	0.043116	0.03941	0.048011	0.036473	0.059359	0.029481	0.032512	0.045604	0.60303	0.040337	0.035216	0.065539	0.048069	0.062225	0.036979	0.098536	0.044932	0.059527	0.041846	0.033956	0.041188	0.041446	0.036632	0.1218	0.050689	0.048356	0.15266
Meth__cg21321735__KIF1A	0.56649	0.027512	0.03392	0.56874	0.66202	0.62569	0.30208	0.022091	0.018764	0.16008	0.86496	0.49355	0.90019	0.025767	0.027198	0.22757	0.032286	0.079988	0.54313	0.97892	0.97765	0.12659	0.53434	0.71062	0.92732	0.35207	0.049034	0.23132	0.94517	0.051396	0.048737	0.027331	0.053535	0.48833	0.020385	0.49685	0.84704	0.95667	0.29164	0.17646
Meth__cg01017147__DNM3	0.91203	0.064695	0.95273	0.53796	0.19398	0.8203	0.16899	0.94542	0.30304	0.58	0.11301	0.58535	0.92322	0.16137	0.30775	0.047225	0.11499	0.032638	0.11556	0.45349	0.61229	0.92902	0.21035	0.94097	0.11614	0.36312	0.065192	0.058041	0.66365	0.65561	0.16922	0.19277	0.45911	0.095507	0.85866	0.65491	0.10257	0.88443	0.63158	0.53617
Meth__cg23639989__FAM105A	0.038641	0.038615	0.26462	0.036931	0.094414	0.10004	0.013023	0.081408	0.048611	0.37847	0.032398	0.10798	0.13509	0.047214	0.046356	0.045132	0.070513	0.08477	0.01969	0.058324	0.035819	0.10105	0.033706	0.17549	0.079032	0.1161	0.044066	0.050078	0.055863	0.048211	0.1121	0.03739	0.034177	0.35155	0.02859	0.041536	0.060124	0.037875	0.16351	0.065081
EA_G__SYDE1	6.3871	6.1369	6.3616	5.8841	8.4653	5.4574	8.481	8.3258	6.6153	5.3023	6.2033	7.0087	6.4074	6.6718	6.1217	6.9318	8.2904	7.7112	8.9081	6.0991	6.2731	5.5612	8.7207	6.3382	8.9894	5.7382	5.0994	9.4121	6.1707	6.8988	6.551	8.0444	7.0048	8.2118	6.1916	5.9689	6.0967	6.1051	6.3412	6.0907
Meth__cg20684399__PHF2	0.024591	0.16571	0.025967	0.024678	0.022215	0.10296	0.027126	0.77074	0.016691	0.055657	0.024143	0.072989	0.049291	0.018115	0.023964	0.026236	0.021147	0.034228	0.021355	0.022238	0.02665	0.028055	0.053974	0.025747	0.043358	0.027074	0.046445	0.022373	0.044239	0.038181	0.057486	0.024977	0.035466	0.033109	0.028866	0.020843	0.10613	0.034388	0.024218	0.056287
Meth__cg17665193__GAD2	0.071861	0.026383	0.69791	0.92351	0.087782	0.12247	0.1257	0.17209	0.026378	0.037637	0.40791	0.24193	0.13045	0.031187	0.030383	0.29381	0.13089	0.025253	0.021925	0.098021	0.11009	0.062576	0.074403	0.45551	0.083913	0.46901	0.1006	0.17019	0.079766	0.036011	0.043105	0.028264	0.17379	0.028125	0.22638	0.034806	0.074791	0.034062	0.037087	0.071497
Meth__cg13814950__DAPK1	0.44082	0.081718	0.075342	0.28866	0.13524	0.82032	0.062345	0.046157	0.044666	0.070341	0.08925	0.10895	0.11136	0.062116	0.060428	0.049418	0.0393	0.14594	0.47768	0.63092	0.69178	0.053524	0.062792	0.046968	0.81339	0.06233	0.49021	0.043752	0.12374	0.057133	0.068366	0.056622	0.040281	0.078646	0.045294	0.060172	0.086285	0.4763	0.053179	0.050737
Meth__cg08958015__CCDC65	0.072018	0.027063	0.12649	0.50809	0.92993	0.036731	0.10155	0.044885	0.047694	0.63594	0.89956	0.19076	0.89276	0.96269	0.20155	0.050475	0.64816	0.57437	0.15054	0.75665	0.68852	0.21613	0.92279	0.036188	0.47956	0.032688	0.044938	0.48493	0.075913	0.90243	0.16094	0.91115	0.5349	0.066327	0.95039	0.92778	0.5517	0.90055	0.87565	0.90493
Meth__cg00728602__C6orf27	0.041176	0.021055	0.50642	0.042292	0.46772	0.052567	0.01984	0.032551	0.017423	0.31027	0.28674	0.028969	0.057646	0.12431	0.027004	0.044103	0.019905	0.03172	0.020783	0.10466	0.064861	0.10222	0.090871	0.071379	0.067717	0.63547	0.097423	0.097835	0.74781	0.021624	0.077064	0.016863	0.02022	0.029141	0.25084	0.01598	0.061995	0.028333	0.56321	0.044319
Meth__cg01862366__TMEM20	0.062449	0.060166	0.33008	0.032565	0.030722	0.069522	0.020956	0.08647	0.035646	0.032117	0.057634	0.063391	0.07346	0.20168	0.04505	0.031137	0.034773	0.085757	0.031869	0.035524	0.064832	0.25156	0.074209	0.13572	0.072549	0.16457	0.053625	0.028844	0.74092	0.047354	0.072408	0.031905	0.40355	0.030052	0.1567	0.029861	0.070377	0.46072	0.043066	0.032287
Meth__cg10082991__RNF44	0.057636	0.049489	0.066654	0.040798	0.04207	0.06405	0.059006	0.74393	0.055507	0.051053	0.065326	0.076433	0.088359	0.037328	0.048687	0.056973	0.054809	0.14064	0.046471	0.062026	0.063542	0.045892	0.054638	0.040817	0.088228	0.060836	0.092074	0.048894	0.10041	0.047059	0.074307	0.047005	0.043047	0.04274	0.041553	0.038513	0.086791	0.055083	0.05466	0.0496
EA_G__PRR15	8.5828	8.4609	9.4281	8.7477	5.9517	8.5116	6.1301	6.3331	6.8835	7.6556	5.6097	7.1865	8.0894	9.1388	8.3428	6.3757	5.5522	6.7254	5.7507	7.5276	8.6434	9.1665	5.9078	9.2711	5.5891	9.0365	8.5096	6.0376	8.2513	7.9905	8.5682	5.5335	7.784	5.8528	9.2642	8.6535	7.2126	8.8522	9.174	8.0916
Meth__cg03950654__ARRB2	0.031787	0.030024	0.031779	0.022637	0.033698	0.033418	0.051747	0.58704	0.025372	0.041047	0.043299	0.022997	0.069271	0.023257	0.027165	0.031184	0.030511	0.064498	0.034567	0.033391	0.032593	0.033249	0.033513	0.029541	0.070342	0.033142	0.06189	0.029323	0.071497	0.029014	0.065564	0.028675	0.036757	0.030581	0.024344	0.026152	0.047619	0.036266	0.030851	0.028369
Meth__cg20357628__PHACTR3	0.9349	0.058864	0.50054	0.15719	0.95907	0.87801	0.82071	0.90163	0.10616	0.25535	0.84338	0.31704	0.75298	0.21721	0.3417	0.26647	0.13507	0.13214	0.099705	0.96877	0.92536	0.86668	0.28655	0.79684	0.92704	0.56329	0.32814	0.48624	0.9187	0.50411	0.14264	0.063981	0.042294	0.083001	0.10396	0.75052	0.16696	0.17618	0.19773	0.10794
EA_G__CFL2	5.5759	6.2396	6.3734	6.0658	8.7936	4.5717	8.0565	7.1761	6.166	6.5647	6.9818	6.1673	7.0448	5.8519	6.2266	7.5471	8.3928	5.6348	8.126	5.8954	4.952	5.0397	7.5996	5.2804	8.0775	5.6671	5.3072	6.7426	4.1366	6.0417	5.8516	7.78	6.119	7.9761	6.6884	5.9966	6.4361	6.0929	4.1521	6.2777
Meth__cg16970828__UBE1L	0.063876	0.07436	0.7741	0.32199	0.73041	0.39804	0.22658	0.85707	0.061197	0.072544	0.12652	0.17918	0.29736	0.30091	0.091033	0.35137	0.11745	0.10866	0.043067	0.44488	0.75515	0.17413	0.1944	0.42891	0.22759	0.55034	0.13687	0.79551	0.61564	0.12014	0.16741	0.10404	0.48827	0.053323	0.073185	0.63756	0.24713	0.78414	0.65563	0.55076
EA_G__USP18	6.4502	7.6312	8.1228	8.707	5.4966	7.592	5.5892	7.7863	6.7528	7.4145	6.6359	7.453	6.9205	6.9422	7.4281	7.1989	7.1833	9.0351	6.2376	6.6512	6.2841	7.3545	4.9911	7.97	6.2885	7.7328	7.5471	5.1526	7.9046	6.5836	6.6632	5.592	6.0274	5.9321	6.1311	6.5481	6.5261	5.8324	7.3981	7.0068
Meth__cg16989646__SLC25A15	0.036698	0.045791	0.042108	0.02635	0.024651	0.05588	0.049174	0.2568	0.025478	0.040395	0.039432	0.051436	0.076236	0.02797	0.034065	0.038065	0.025909	0.065145	0.028038	0.023306	0.054899	0.034181	0.044051	0.025711	0.059468	0.043227	0.04768	0.027782	0.065354	0.028184	0.089251	0.025428	0.021188	0.034516	0.020682	0.02872	0.058807	0.04038	0.034867	0.032009
Meth__cg12743894__C11orf46	0.016494	0.016067	0.56162	0.016733	0.019471	0.023737	0.024497	0.02686	0.017297	0.021752	0.019992	0.020204	0.065686	0.013333	0.020819	0.017791	0.014452	0.04477	0.016205	0.018171	0.028667	0.025281	0.021195	0.016879	0.069708	0.025768	0.035722	0.020496	0.044183	0.018812	0.029704	0.021363	0.018039	0.013834	0.014857	0.016916	0.020691	0.021258	0.021096	0.021382
Meth__cg04801003__ANTXR1	0.14629	0.069072	0.059206	0.036039	0.035174	0.069569	0.029509	0.05381	0.029229	0.033748	0.068689	0.036624	0.063301	0.06186	0.044887	0.034888	0.039112	0.11977	0.029895	0.075535	0.29205	0.047428	0.046868	0.050015	0.10275	0.054778	0.054732	0.035162	0.13966	0.034997	0.072173	0.032356	0.031906	0.026877	0.02922	0.19732	0.093782	0.079102	0.037912	0.039677
Meth__cg10098888__IRS1	0.020772	0.022124	0.72179	0.020586	0.95339	0.17659	0.94126	0.69546	0.9334	0.019234	0.63075	0.90594	0.91673	0.027478	0.87473	0.90383	0.37943	0.63659	0.94905	0.018993	0.029943	0.023072	0.96015	0.021985	0.031584	0.031961	0.036965	0.9446	0.050281	0.88569	0.039945	0.11373	0.95957	0.95856	0.021879	0.91119	0.13336	0.036661	0.080663	0.025599
EA_G__TPCN2	8.8521	7.9813	7.711	7.6641	7.3829	8.7998	7.3341	7.9965	7.8396	7.3698	8.9345	7.7012	7.3245	7.4401	7.6544	7.51	8.149	7.223	7.2046	8.0075	7.7043	9.9994	7.5842	9.0437	7.7263	7.5978	10.3492	7.2249	8.0264	7.3293	8.0715	7.3931	8.0012	7.5193	7.3771	7.8551	7.7114	8.1412	7.9299	8.8507
Meth__cg14430111__TM7SF2	0.060894	0.022593	0.028369	0.038005	0.026552	0.048356	0.061638	0.033433	0.21539	0.038328	0.93217	0.019697	0.063696	0.030153	0.19727	0.025745	0.27756	0.55914	0.41594	0.031608	0.038592	0.046164	0.94155	0.035265	0.093448	0.046493	0.054294	0.026424	0.054024	0.23733	0.059319	0.035785	0.028795	0.041822	0.044866	0.038909	0.071506	0.035951	0.039479	0.04268
EA_G__TM7SF2	7.362	8.6146	10.6738	8.9356	7.777	7.8977	6.6928	7.2251	9.5359	7.9039	6.7241	7.9366	7.4522	10.2226	8.5326	7.6531	7.0171	7.4679	6.3437	9.5635	10.0085	8.6953	6.465	9.4025	6.9611	9.7289	8.2619	7.2413	9.9341	7.2151	8.013	7.0973	7.8511	5.806	9.5896	8.2324	10.641	9.5627	9.7151	9.4245
Meth__cg21301148__MYH6	0.25285	0.067911	0.66915	0.5794	0.097872	0.1594	0.10763	0.42115	0.26879	0.10687	0.1401	0.47904	0.17801	0.086147	0.21766	0.12395	0.12595	0.14001	0.05153	0.45672	0.42952	0.59962	0.13033	0.88404	0.1189	0.22132	0.1219	0.13701	0.15657	0.15574	0.11702	0.091789	0.075246	0.068529	0.34337	0.10355	0.3033	0.61074	0.14644	0.14626
EA_G__DHRS2	4.826	12.6045	10.9225	6.4126	4.7951	4.9841	6.2389	5.0026	4.1419	7.8911	4.6987	6.6305	6.1002	6.0863	6.6271	7.6348	4.3533	4.9997	9.4494	9.5675	9.8142	5.6673	4.3182	9.6429	5.2669	11.2132	5.0481	5.3988	5.6525	5.9437	12.2474	4.5827	5.307	5.0884	5.0364	5.5243	4.9878	5.1772	8.1213	5.7559
EA_G__SPG20	6.4757	5.0461	3.5577	5.1113	7.816	5.6194	6.0121	5.5456	6.6799	4.0133	5.9425	3.4923	3.9953	5.6525	3.519	5.1023	6.697	5.8755	6.5782	3.5495	5.1681	4.2738	5.3775	4.8571	6.4802	3.8283	3.2704	7.1908	3.8675	3.4602	5.2663	7.3736	6.6888	6.3502	6.0086	4.7567	4.7806	5.011	4.7522	4.8467
Meth__cg00263760__VAX1	0.84826	0.044353	0.0481	0.048373	0.54936	0.9442	0.090993	0.96217	0.20193	0.83211	0.083951	0.9405	0.18554	0.59299	0.18005	0.070842	0.0461	0.11297	0.048861	0.94569	0.94481	0.56289	0.057688	0.49716	0.86845	0.62871	0.35438	0.039597	0.60632	0.58257	0.15439	0.047594	0.054054	0.12095	0.03238	0.93151	0.9245	0.050056	0.91741	0.90873
Meth__cg24874111__ZNF562	0.032112	0.036823	0.035961	0.027493	0.025637	0.036724	0.24903	0.70292	0.022336	0.038299	0.035371	0.031895	0.052083	0.023241	0.022271	0.28928	0.024151	0.053175	0.027617	0.046418	0.045115	0.036151	0.027458	0.028145	0.087941	0.030487	0.052818	0.03206	0.051607	0.037671	0.040301	0.033343	0.048272	0.031363	0.032815	0.026868	0.24737	0.033165	0.03269	0.040343
Meth__cg11402505__FBXO27	0.47485	0.29216	0.84515	0.80351	0.82899	0.84061	0.44987	0.094634	0.11182	0.67404	0.37008	0.45237	0.49298	0.15513	0.13747	0.7186	0.072254	0.1782	0.093404	0.12246	0.22989	0.82511	0.60651	0.39183	0.14096	0.30902	0.25277	0.18188	0.75541	0.2257	0.41051	0.11577	0.11106	0.2069	0.15394	0.26316	0.21605	0.10107	0.2819	0.74921
Meth__cg19853760__LGALS1	0.093504	0.51621	0.94098	0.58783	0.033077	0.045188	0.027162	0.067228	0.031494	0.061987	0.050154	0.19246	0.39771	0.13278	0.41766	0.10688	0.034093	0.11081	0.028775	0.62623	0.46262	0.53059	0.03724	0.31529	0.046878	0.89865	0.23595	0.034304	0.38616	0.32715	0.48233	0.033629	0.036956	0.031262	0.90769	0.060641	0.064202	0.099595	0.71672	0.86867
Meth__cg03379131__ADAM15	0.038155	0.035171	0.037898	0.051904	0.031081	0.040061	0.058669	0.04088	0.032024	0.035197	0.044352	0.040233	0.088352	0.02592	0.037724	0.0471	0.038375	0.05325	0.028956	0.062654	0.073345	0.26099	0.51723	0.12724	0.080368	0.051839	0.074455	0.041167	0.070107	0.056265	0.073372	0.034303	0.028181	0.027256	0.030087	0.024483	0.051292	0.079409	0.03157	0.033133
Meth__cg19529363__EBI3	0.039764	0.034297	0.09053	0.044528	0.048035	0.055364	0.089815	0.3162	0.025573	0.032723	0.042221	0.05775	0.10822	0.022628	0.027351	0.052313	0.031658	0.060976	0.018604	0.026844	0.080309	0.16659	0.052463	0.034932	0.025601	0.048518	0.066914	0.038876	0.10839	0.036619	0.037254	0.023071	0.023665	0.029239	0.029416	0.042561	0.033677	0.087572	0.049236	0.04964
Meth__cg25843439__OR10H3	0.87048	0.035321	0.81629	0.36092	0.045064	0.4136	0.11728	0.16733	0.033583	0.051634	0.15096	0.053454	0.30997	0.18148	0.032676	0.056381	0.038646	0.054831	0.035517	0.084145	0.15222	0.94387	0.054236	0.92452	0.053471	0.053347	0.1028	0.04566	0.073627	0.044027	0.062976	0.037414	0.055036	0.050711	0.35775	0.35718	0.095166	0.44472	0.13687	0.058646
Meth__cg05428978__CDCA7	0.026622	0.019869	0.023501	0.020492	0.023202	0.035263	0.026864	0.033876	0.025607	0.028696	0.026232	0.074813	0.043221	0.043565	0.024832	0.025461	0.022094	0.050775	0.030898	0.63199	0.41873	0.022228	0.019679	0.026814	0.055343	0.21545	0.039673	0.019898	0.040179	0.030682	0.042627	0.022606	0.016504	0.021857	0.021739	0.01697	0.43907	0.035491	0.4236	0.032318
EA_G__TSEN54	8.1719	8.2347	7.9326	8.2435	7.3471	8.602	7.9961	8.0255	7.8688	8.6685	8.0825	7.6475	7.6268	8.5393	7.7482	8.202	7.3186	7.7329	7.1781	9.233	9.0618	7.7048	7.5306	7.8915	7.7392	8.7507	7.4928	7.4268	9.2291	8.1706	8.6467	7.5815	7.3676	7.6907	7.6974	7.7498	8.2297	8.3159	8.2921	8.5669
EA_G__CCDC125	6.7241	6.9231	8.2014	7.8942	6.5806	7.5742	4.7052	5.6801	6.3658	7.8031	6.378	5.009	6.1254	7.7857	7.0037	6.4699	5.9728	6.3171	5.7122	6.9265	7.4992	7.8276	4.8539	7.4091	6.4407	7.3733	8.7571	5.8635	6.9123	6.5052	7.071	5.6281	5.3484	6.4832	8.3702	6.4973	8.0046	8.2983	8.289	7.827
Meth__cg24638647__TMEM101	0.070623	0.4232	0.076914	0.94771	0.066227	0.91224	0.087789	0.069864	0.071272	0.93344	0.072487	0.16445	0.14839	0.054843	0.25341	0.071869	0.055828	0.12044	0.065412	0.058313	0.087444	0.35987	0.072756	0.4454	0.10423	0.080258	0.083895	0.076272	0.89211	0.065898	0.79682	0.056463	0.059181	0.06907	0.063871	0.93135	0.33978	0.07886	0.064451	0.071569
EA_G__ABCC11	4.9799	5.0771	8.9135	5.5246	4.3409	6.068	4.4537	4.3488	4.5022	6.4968	4.3846	5.3781	4.6172	7.1058	5.5215	4.3978	4.2837	4.7067	4.5984	4.5406	4.9815	5.9853	4.152	8.7674	4.4954	7.3019	6.4495	4.468	9.0235	4.202	6.726	4.427	4.9806	4.4854	9.756	8.4576	9.3681	8.0366	9.5692	4.8818
Meth__cg19369556__CDH13	0.80099	0.031417	0.71575	0.077164	0.88131	0.48249	0.045997	0.099595	0.05933	0.046579	0.41104	0.053179	0.41435	0.047317	0.069172	0.051051	0.51108	0.091172	0.026393	0.37729	0.29211	0.10766	0.050604	0.10116	0.83077	0.55376	0.063778	0.032121	0.44811	0.059142	0.076982	0.048062	0.028083	0.035675	0.47459	0.32125	0.32064	0.56977	0.062605	0.053315
EA_G__CLIC3	7.0648	8.1927	6.5415	7.5044	6.185	7.7296	6.65	6.0092	6.5107	10.0641	6.4205	6.8843	6.2405	6.6602	8.2096	5.9382	5.5997	7.1404	5.8165	7.4794	7.7337	6.5956	5.9123	8.0755	5.9865	8.6685	6.9106	5.6263	8.6884	6.7687	8.286	6.2981	6.7925	6.6261	8.7999	7.0178	9.8811	8.4713	7.4439	6.3667
Meth__cg12422450__CHGA	0.91297	0.052816	0.25781	0.25657	0.94344	0.82512	0.91723	0.70627	0.060871	0.26713	0.85435	0.94906	0.93233	0.10376	0.066471	0.056644	0.095113	0.073171	0.88068	0.62508	0.86682	0.96117	0.11551	0.31083	0.9442	0.9558	0.066151	0.067587	0.94551	0.089171	0.076451	0.04291	0.69823	0.090453	0.36943	0.87968	0.10713	0.29006	0.56087	0.1279
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.052471	0.025007	0.017306	0.40315	0.022386	0.020081	0.62513	0.77331	0.41553	0.021548	0.030148	0.20877	0.022356	0.96255	0.96537	0.96434	0.030812	0.030898	0.051069	0.96918	0.036018	0.026703	0.94615	0.024767	0.15682	0.019055	0.032157	0.15525	0.58187	0.021989	0.78209	0.45582	0.96812	0.96772
EA_G__SPATA20	8.607	8.2653	9.8882	9.1813	8.1514	8.139	8.2593	8.3121	6.1306	8.2522	8.7598	7.3484	7.5176	10.0703	6.5447	7.6949	8.2231	6.7962	8.138	8.7451	9.2789	7.7178	8.0638	8.4625	8.5716	8.8268	8.9717	7.8041	8.4922	7.2017	7.7205	7.4663	7.7456	7.3248	7.3058	7.8187	8.4599	8.4633	8.1349	8.717
Meth__cg09068528__ACADL	0.08331	0.059242	0.834	0.26599	0.5813	0.94684	0.58092	0.091919	0.080101	0.95512	0.17972	0.19319	0.84743	0.59097	0.061186	0.12969	0.051532	0.12476	0.77014	0.80262	0.5194	0.95827	0.066628	0.95715	0.52557	0.92954	0.1369	0.12087	0.92491	0.29195	0.13426	0.069565	0.070888	0.39876	0.082199	0.93346	0.80404	0.92721	0.9462	0.91709
Meth__cg15589156__RAB3IL1	0.043858	0.0217	0.068486	0.054911	0.026039	0.050872	0.11273	0.23764	0.033133	0.065184	0.026235	0.066885	0.10526	0.018703	0.025187	0.027024	0.024246	0.050677	0.021877	0.087892	0.13996	0.047628	0.041094	0.05049	0.11271	0.21003	0.036673	0.022541	0.066657	0.039692	0.045975	0.022156	0.025172	0.020103	0.11732	0.29199	0.047671	0.029944	0.056063	0.032778
EA_G__DLX3	5.9564	7.4632	8.3925	7.6265	5.6094	5.938	5.7729	5.6328	5.5027	5.8754	6.3403	5.3924	5.3154	6.6461	6.1978	6.2199	5.0285	5.6926	4.7268	6.4653	7.0473	6.8724	5.288	6.4617	4.7899	7.0145	5.9772	5.346	6.8321	6.6875	7.7375	5.3032	7.0645	5.2161	6.9139	6.2	7.7697	6.3741	5.8481	6.3974
Meth__cg17190608__CUTL2	0.064465	0.045588	0.17132	0.053682	0.90394	0.91102	0.034304	0.96495	0.024437	0.55136	0.86014	0.36085	0.64513	0.13678	0.020212	0.01745	0.029742	0.03102	0.012125	0.50812	0.1662	0.12012	0.044016	0.84919	0.70786	0.018285	0.023867	0.022727	0.9667	0.57441	0.035391	0.016137	0.02199	0.023646	0.034727	0.15996	0.022513	0.067548	0.039102	0.023
Meth__cg03556497__SLC32A1	0.208	0.081666	0.18796	0.12842	0.49228	0.29291	0.45922	0.55419	0.082155	0.11509	0.5878	0.33999	0.15024	0.10501	0.091718	0.061853	0.11441	0.18032	0.071168	0.33421	0.56274	0.24161	0.074491	0.6181	0.52797	0.18207	0.11685	0.13478	0.63514	0.15249	0.11413	0.062246	0.071815	0.07529	0.072023	0.42785	0.16349	0.17826	0.27274	0.16116
Meth__cg06436504__DOC1	0.079046	0.056552	0.12424	0.12288	0.87227	0.19875	0.85724	0.94964	0.88928	0.13671	0.7351	0.39849	0.18633	0.2574	0.65473	0.18136	0.89733	0.78138	0.87068	0.23943	0.088829	0.45184	0.89468	0.096903	0.86003	0.095732	0.32077	0.93191	0.35787	0.054114	0.18246	0.90932	0.91649	0.92343	0.41926	0.04387	0.1735	0.066534	0.075999	0.12581
EA_G__KYNU	2.7545	6.5637	3.0571	3.6287	6.7003	7.2841	3.2709	3.1125	3.0818	5.5531	3.5652	5.6721	7.6008	5.2911	5.9862	6.4004	3.1709	3.8684	3.1535	8.359	9.0514	4.158	4.3618	6.111	5.1898	5.3358	5.035	3.7514	3.9986	7.9596	6.7976	3.1385	10.0464	6.0116	3.8755	5.0804	7.6599	3.5664	5.468	3.4697
Meth__cg11366015__C20orf27	0.20766	0.02729	0.036395	0.024758	0.026559	0.035125	0.031809	0.022486	0.022463	0.036406	0.036304	0.0204	0.067893	0.020382	0.023901	0.029982	0.023665	0.049339	0.022554	0.024047	0.034148	0.051148	0.030206	0.026715	0.11221	0.031158	0.070495	0.025843	0.064486	0.030981	0.042657	0.023643	0.021062	0.028104	0.02253	0.029526	0.062354	0.034437	0.026848	0.029485
Meth__cg17074212__ZNF215	0.97205	0.068662	0.75008	0.20639	0.45317	0.93288	0.10393	0.1933	0.046028	0.072445	0.09769	0.14137	0.19139	0.045097	0.052598	0.090379	0.051815	0.19783	0.05037	0.16188	0.21831	0.10083	0.060467	0.92322	0.13321	0.3232	0.075006	0.07845	0.62155	0.086746	0.037302	0.051181	0.076269	0.062541	0.82373	0.73017	0.066667	0.31298	0.4701	0.48267
Meth__cg08235271__LPHN2	0.084158	0.070324	0.11164	0.0949	0.062809	0.1933	0.23178	0.14011	0.059251	0.13054	0.22265	0.098191	0.24565	0.080242	0.075073	0.51209	0.079113	0.13868	0.085353	0.44535	0.11313	0.23878	0.089303	0.33877	0.098719	0.095844	0.29123	0.065677	0.86893	0.072449	0.13381	0.056307	0.071439	0.069373	0.075655	0.94779	0.1398	0.10098	0.1	0.11198
Meth__cg11618577__KRTCAP3	0.018845	0.56951	0.97246	0.84277	0.97121	0.015931	0.95152	0.027563	0.62178	0.32949	0.020156	0.46041	0.95464	0.78333	0.692	0.018964	0.97336	0.056379	0.97335	0.31636	0.22678	0.029379	0.9675	0.19384	0.94986	0.34096	0.024756	0.9743	0.039089	0.80668	0.60624	0.87465	0.019757	0.96868	0.97415	0.97928	0.8934	0.97338	0.45358	0.016067
Meth__cg22820108__NCOR2	0.058631	0.067804	0.097867	0.071543	0.062945	0.050063	0.034465	0.044538	0.051659	0.27905	0.058476	0.036053	0.10413	0.062988	0.058698	0.063665	0.061144	0.1087	0.056671	0.11794	0.23144	0.5639	0.065391	0.44017	0.082229	0.085665	0.14978	0.068285	0.093722	0.057526	0.088181	0.060286	0.058036	0.052251	0.14012	0.052308	0.068835	0.068731	0.061903	0.069994
Meth__cg25215340__CDKN1C	0.063628	0.030117	0.037274	0.026059	0.47282	0.042203	0.055181	0.055178	0.027752	0.032322	0.047035	0.037736	0.10434	0.022206	0.029316	0.049226	0.029299	0.064766	0.048625	0.0305	0.044922	0.030276	0.031905	0.023831	0.063212	0.039979	0.061833	0.033642	0.088076	0.033878	0.057199	0.025625	0.032951	0.026534	0.03217	0.024472	0.14149	0.032572	0.041411	0.032745
EA_G__MPP7	8.0834	7.201	7.6254	7.7941	3.5809	7.1178	5.6788	6.0094	6.4583	8.069	7.0109	6.5822	6.5066	7.1208	8.1318	6.4942	4.974	6.8515	4.1343	6.835	7.312	7.3818	3.4258	7.7846	4.8621	7.4319	7.8872	4.733	4.7048	7.0416	6.7447	3.9781	5.7979	4.8244	7.7533	5.708	8.7197	7.3438	7.4885	6.8702
