Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg00876704__PKN1	0.025044	0.029338	0.027267	0.02891	0.046871	0.21959	0.026589	0.028284	0.63622	0.040265	0.69257	0.036554	0.051305	0.57351	0.01876	0.07523	0.047852	0.023778	0.028875	0.021596	0.8446	0.020748	0.05166	0.032015	0.067716	0.03664	0.051394	0.56707	0.017728	0.052918	0.03317	0.023921	0.030633	0.030198	0.039799	0.035036
Meth__cg06812033__NKD1	0.079715	0.046651	0.060775	0.046272	0.040356	0.092438	0.56627	0.056944	0.049621	0.052797	0.042656	0.040571	0.10881	0.037893	0.047355	0.051921	0.057282	0.04505	0.055093	0.049476	0.054889	0.042297	0.83612	0.053151	0.052425	0.14321	0.10917	0.049981	0.061679	0.044389	0.029889	0.039672	0.025882	0.10217	0.048778	0.049826
Meth__cg06577005__DHDDS	0.71863	0.055503	0.07696	0.30454	0.10177	0.52275	0.31878	0.055737	0.077985	0.092941	0.041511	0.14124	0.13012	0.062252	0.13297	0.091398	0.039346	0.14943	0.23592	0.13483	0.089076	0.04906	0.85323	0.60093	0.058381	0.13963	0.071293	0.03745	0.32239	0.22277	0.070878	0.029004	0.072879	0.17279	0.061565	0.085577
Meth__cg01430807__NDUFB8	0.046419	0.054908	0.037373	0.053791	0.045089	0.053378	0.062019	0.85707	0.054659	0.066056	0.042361	0.030025	0.074312	0.053386	0.050715	0.047918	0.1135	0.052723	0.30709	0.06443	0.10707	0.055917	0.090915	0.057971	0.068291	0.082187	0.072265	0.055522	0.057354	0.04571	0.056613	0.067802	0.047491	0.071446	0.063882	0.051496
Meth__cg04790936__SH3BP1	0.03252	0.028332	0.029722	0.032721	0.029599	0.028888	0.035797	0.022833	0.032228	0.02868	0.026612	0.062117	0.055318	0.036936	0.46805	0.02691	0.059747	0.024405	0.039254	0.030799	0.035218	0.022368	0.066878	0.033005	0.06216	0.065626	0.068512	0.029961	0.026305	0.021206	0.030799	0.028429	0.032733	0.10287	0.046195	0.031412
Meth__cg10545682__TUFT1	0.027705	0.025012	0.026884	0.039087	0.027034	0.034422	0.035816	0.021202	0.025306	0.040228	0.11382	0.035806	0.058164	0.031508	0.035201	0.03661	0.25218	0.028145	0.03398	0.031467	0.033598	0.025819	0.057545	0.033343	0.091027	0.062137	0.04402	0.49067	0.035652	0.031747	0.032084	0.026841	0.025837	0.057379	0.032383	0.031686
Meth__cg27480700__ZNF480	0.095896	0.029629	0.043268	0.11662	0.11835	0.027756	0.38098	0.37398	0.029424	0.13528	0.44522	0.023907	0.2188	0.03652	0.050235	0.025296	0.096765	0.087181	0.22373	0.10603	0.051475	0.13485	0.39516	0.16101	0.068846	0.27111	0.095228	0.033119	0.067755	0.039066	0.059347	0.11681	0.3626	0.36955	0.22319	0.092485
Meth__cg14550518__ZNF659	0.28245	0.024115	0.088289	0.65838	0.071339	0.026826	0.20037	0.13258	0.10068	0.044228	0.12295	0.056957	0.16407	0.074787	0.16814	0.046078	0.11533	0.12837	0.039466	0.69865	0.27559	0.038355	0.72278	0.056937	0.17709	0.77974	0.052541	0.039221	0.41793	0.029609	0.79925	0.049489	0.13408	0.044002	0.037167	0.23984
Meth__cg07704144__SNPH	0.095289	0.044406	0.96009	0.052237	0.41148	0.046418	0.49669	0.88681	0.045547	0.07937	0.43286	0.059137	0.92046	0.056902	0.058156	0.048933	0.092676	0.033999	0.55585	0.34827	0.052809	0.053009	0.12111	0.065616	0.071707	0.10491	0.072628	0.045177	0.060532	0.044009	0.68049	0.079013	0.96716	0.14121	0.060074	0.16265
Meth__cg03100146__SH3BGRL3	0.13854	0.074489	0.10848	0.094915	0.07665	0.084637	0.11242	0.074855	0.10898	0.13091	0.10653	0.099975	0.15473	0.10771	0.11664	0.09435	0.11231	0.075244	0.095613	0.10801	0.095427	0.10503	0.12161	0.10126	0.11761	0.11847	0.10544	0.084907	0.092777	0.078182	0.079589	0.092773	0.057981	0.73907	0.10823	0.10778
Meth__cg13084335__CRYAB	0.046098	0.029719	0.039692	0.78979	0.25821	0.21391	0.11985	0.018546	0.03156	0.06343	0.036654	0.034991	0.11878	0.041937	0.047137	0.10369	0.044461	0.026472	0.49374	0.89372	0.038861	0.34532	0.075856	0.69023	0.060089	0.21496	0.076671	0.022702	0.16868	0.024413	0.60313	0.020959	0.038627	0.074006	0.32316	0.30078
Meth__cg21379008__ATP8B2	0.027535	0.017947	0.03457	0.024676	0.015136	0.023919	0.02601	0.016304	0.023411	0.041206	0.024372	0.052927	0.051769	0.019842	0.031045	0.018251	0.059923	0.018401	0.030372	0.031911	0.04503	0.023133	0.059371	0.033374	0.04926	0.42749	0.025337	0.023572	0.023298	0.024358	0.024635	0.023821	0.023546	0.087244	0.021177	0.018471
Meth__cg03085312__RARA	0.12641	0.44514	0.88711	0.65041	0.041118	0.88194	0.29562	0.73935	0.057168	0.08177	0.88043	0.43142	0.54927	0.22996	0.070342	0.87011	0.16215	0.67973	0.60369	0.045764	0.83616	0.2563	0.79649	0.08611	0.64066	0.84428	0.28449	0.068824	0.079587	0.4895	0.5516	0.16463	0.11208	0.049005	0.47687	0.12377
Meth__cg14514226__TMCC2	0.41075	0.055603	0.049774	0.090931	0.054649	0.089668	0.041528	0.038415	0.026453	0.044627	0.21377	0.055612	0.85082	0.045052	0.91381	0.043093	0.10127	0.026074	0.25647	0.5061	0.059422	0.059295	0.2574	0.034071	0.11495	0.51876	0.03545	0.08832	0.027289	0.042397	0.77383	0.031623	0.94174	0.12563	0.03285	0.082646
Meth__cg25385272__TAF1A	0.029746	0.028984	0.029886	0.034128	0.025588	0.027536	0.035871	0.016009	0.027516	0.046255	0.29569	0.019494	0.080915	0.034061	0.026219	0.019883	0.051555	0.021701	0.048941	0.4998	0.024065	0.020178	0.030866	0.020548	0.041915	0.051263	0.039942	0.025424	0.019205	0.039	0.18373	0.029827	0.0334	0.10138	0.039054	0.031611
Meth__cg00567749__CSPG2	0.31959	0.062123	0.8552	0.29593	0.22741	0.14775	0.85842	0.051685	0.1442	0.61527	0.45644	0.60011	0.85707	0.18311	0.84773	0.052642	0.36783	0.058871	0.54248	0.17109	0.080247	0.70058	0.78676	0.56475	0.12826	0.85537	0.34906	0.055763	0.050755	0.074334	0.87734	0.35208	0.58371	0.39576	0.10578	0.85412
Meth__cg02723533__CCND1	0.015932	0.026104	0.98322	0.6518	0.51424	0.98462	0.026745	0.79339	0.98617	0.77529	0.98443	0.98863	0.93881	0.94224	0.98802	0.98918	0.97175	0.98434	0.15033	0.25454	0.98491	0.42618	0.044692	0.3249	0.099099	0.086387	0.073504	0.9629	0.99205	0.98104	0.49212	0.066662	0.044368	0.13932	0.091317	0.45041
Meth__cg26864028__EPOR	0.058648	0.043437	0.04524	0.10739	0.034355	0.9397	0.033	0.9268	0.045894	0.040192	0.94477	0.93501	0.92353	0.049613	0.75658	0.95233	0.066415	0.17298	0.040316	0.03488	0.912	0.053629	0.029867	0.031301	0.080212	0.075416	0.087467	0.14583	0.78961	0.39492	0.26355	0.034709	0.82565	0.046077	0.048743	0.64914
Meth__cg04733388__UBE1DC1	0.075317	0.051554	0.063193	0.10023	0.49806	0.050019	0.063641	0.046631	0.072448	0.10293	0.054842	0.062565	0.10762	0.073962	0.065415	0.041479	0.0671	0.041658	0.3613	0.55599	0.094518	0.32599	0.12123	0.25529	0.0875	0.11468	0.15921	0.03337	0.037602	0.048948	0.94096	0.039192	0.038481	0.10352	0.062175	0.57072
Meth__cg19423196__MAT1A	0.91428	0.042573	0.11979	0.80246	0.8798	0.12484	0.84497	0.71481	0.7258	0.29188	0.090625	0.201	0.30377	0.67683	0.35681	0.62662	0.15918	0.069469	0.84083	0.9185	0.074861	0.056854	0.090708	0.82111	0.27026	0.85987	0.13851	0.22291	0.053116	0.051979	0.82364	0.40226	0.84917	0.23168	0.74795	0.7669
Meth__cg02643667__TFF1	0.049689	0.57512	0.90571	0.052204	0.036582	0.76102	0.042216	0.95344	0.93152	0.055862	0.93106	0.88398	0.84968	0.76543	0.93325	0.94093	0.82079	0.061044	0.048112	0.3084	0.88231	0.13065	0.24647	0.06176	0.16652	0.088214	0.52603	0.91637	0.93211	0.42609	0.04603	0.13213	0.3582	0.50609	0.046928	0.1667
Meth__cg07844572__FTSJ3	0.047279	0.029413	0.051022	0.051013	0.039646	0.041842	0.046954	0.024247	0.03345	0.040802	0.042786	0.03688	0.054575	0.041241	0.046912	0.03722	0.089194	0.027193	0.046722	0.040481	0.039079	0.074452	0.089895	0.038632	0.066721	0.30982	0.066823	0.032717	0.028079	0.036074	0.032745	0.030517	0.029795	0.10021	0.034591	0.031392
Meth__cg11438755__TMEM20	0.067309	0.072125	0.0717	0.053403	0.059046	0.044859	0.055165	0.04578	0.050053	0.066391	0.067435	0.060476	0.077377	0.040581	0.066207	0.045009	0.0924	0.042466	0.050121	0.047205	0.048177	0.039965	0.11324	0.057427	0.10344	0.55688	0.11866	0.042568	0.056058	0.034714	0.03693	0.042084	0.030857	0.085427	0.044847	0.044067
Meth__cg21572316__ABCA1	0.27305	0.62417	0.87096	0.46368	0.17036	0.11732	0.080844	0.29128	0.054496	0.06	0.077011	0.1437	0.86047	0.061206	0.88624	0.051381	0.1188	0.046033	0.93848	0.45239	0.085225	0.048795	0.34009	0.37909	0.080065	0.79213	0.26082	0.24139	0.04559	0.12978	0.19085	0.096117	0.9353	0.10162	0.074584	0.080071
Meth__cg00143998__HIST3H2BB	0.75059	0.056776	0.064952	0.072961	0.03477	0.048255	0.583	0.053081	0.058986	0.061751	0.79734	0.051038	0.12055	0.05985	0.070496	0.045665	0.14798	0.093972	0.10058	0.059519	0.042986	0.91946	0.618	0.066829	0.12995	0.095655	0.11023	0.063139	0.2536	0.078797	0.88347	0.18906	0.51792	0.1057	0.088737	0.041158
Meth__cg05210526__PGM1	0.039585	0.067518	0.047634	0.206	0.079503	0.032891	0.1471	0.026099	0.03505	0.049637	0.056171	0.042734	0.072222	0.037414	0.039528	0.040053	0.091254	0.028113	0.043624	0.02733	0.038639	0.037065	0.084572	0.04595	0.044495	0.061353	0.10792	0.026009	0.036198	0.03453	0.31927	0.030113	0.037941	0.15809	0.047728	0.043528
Meth__cg12513379__OR10H2	0.69085	0.083767	0.16904	0.38896	0.21573	0.061329	0.19137	0.084651	0.053068	0.12463	0.17822	0.49441	0.64763	0.056188	0.089216	0.097927	0.058676	0.077528	0.10089	0.82221	0.063668	0.35341	0.078824	0.097393	0.1502	0.1616	0.088344	0.20351	0.063835	0.074153	0.56708	0.070726	0.19274	0.14208	0.67574	0.13652
Meth__cg12994003__LBR	0.04763	0.11959	0.058939	0.17721	0.2086	0.049889	0.060143	0.067602	0.059664	0.09221	0.045294	0.066381	0.083236	0.050387	0.050356	0.033865	0.096322	0.051795	0.51237	0.92501	0.046465	0.032802	0.082733	0.05327	0.21478	0.068916	0.13735	0.043921	0.034126	0.067038	0.074058	0.04627	0.03735	0.078717	0.056717	0.058757
Meth__cg07897414__KLHL4	0.15545	0.099106	0.41383	0.7425	0.080515	0.056023	0.48336	0.053032	0.045539	0.043036	0.43573	0.17616	0.15436	0.038263	0.28744	0.054831	0.050125	0.12103	0.2034	0.47018	0.055844	0.1317	0.087594	0.40947	0.082675	0.65921	0.088665	0.21562	0.079153	0.074319	0.1184	0.059001	0.19728	0.12402	0.051381	0.43398
Meth__cg06746101__TMED3	0.035115	0.026583	0.033518	0.030283	0.028897	0.027707	0.036229	0.038462	0.028921	0.038769	0.028589	0.034377	0.048067	0.039774	0.032012	0.028664	0.09885	0.024208	0.3524	0.044146	0.034882	0.02128	0.053311	0.03688	0.058454	0.049433	0.065852	0.026421	0.029352	0.03339	0.034577	0.02718	0.02472	0.063933	0.036428	0.031883
Meth__cg27092035__ARL10	0.40588	0.067793	0.94661	0.85203	0.32766	0.040972	0.59624	0.06741	0.051138	0.8727	0.87907	0.065483	0.93513	0.053125	0.90462	0.062879	0.22191	0.029583	0.92796	0.48795	0.70547	0.288	0.91342	0.62491	0.07472	0.87819	0.15939	0.043555	0.05663	0.16562	0.39065	0.037586	0.94684	0.88277	0.077733	0.089166
Meth__cg05191071__MRPS21	0.16976	0.056926	0.085966	0.3638	0.57311	0.044092	0.12725	0.068241	0.36562	0.5801	0.68679	0.057	0.70516	0.35779	0.048663	0.096396	0.082204	0.049142	0.1286	0.92954	0.053453	0.29176	0.67296	0.55718	0.298	0.51048	0.11614	0.044819	0.28309	0.45469	0.35666	0.4977	0.0909	0.58226	0.15678	0.6438
Meth__cg13654195__RIOK1	0.027877	0.031975	0.035021	0.023682	0.02715	0.021406	0.020838	0.029202	0.015812	0.028025	0.021583	0.013882	0.039442	0.020877	0.019061	0.014384	0.069451	0.015573	0.0282	0.023043	0.023226	0.018399	0.04968	0.020532	0.029972	0.040263	0.14516	0.021153	0.019812	0.019212	0.021126	0.014895	0.01951	0.047477	0.019512	0.027132
Meth__cg15456206__ZNF580	0.05046	0.42755	0.13495	0.22916	0.027199	0.045638	0.074716	0.12446	0.07056	0.095153	0.077995	0.92914	0.27216	0.086987	0.41693	0.037254	0.087366	0.036938	0.18697	0.088647	0.070539	0.0713	0.78816	0.052308	0.085719	0.16726	0.31778	0.024351	0.34862	0.045243	0.18042	0.10961	0.064137	0.08652	0.095874	0.030731
Meth__cg15059932__ZNF236	0.047264	0.083048	0.12879	0.13553	0.065486	0.10218	0.24948	0.20961	0.10647	0.43131	0.045928	0.1696	0.14243	0.11868	0.10743	0.055572	0.19885	0.0345	0.12551	0.4552	0.06506	0.084881	0.15588	0.17875	0.16451	0.15736	0.20181	0.036931	0.041201	0.041692	0.50725	0.23416	0.063609	0.14843	0.050176	0.039194
Meth__cg01806808__PTK2	0.025869	0.027772	0.026927	0.024423	0.022732	0.025009	0.027848	0.01834	0.024869	0.027575	0.024411	0.010935	0.088707	0.024803	0.027586	0.03321	0.18296	0.019497	0.028069	0.027686	0.027782	0.021828	0.056161	0.024905	0.066771	0.065576	0.037626	0.028937	0.031671	0.026601	0.023852	0.027576	0.026929	0.069284	0.029535	0.028943
Meth__cg11939071__DTX1	0.56512	0.090617	0.9816	0.70611	0.5138	0.86471	0.938	0.23336	0.025676	0.26427	0.19276	0.64125	0.92865	0.044936	0.59108	0.089937	0.096682	0.02687	0.79142	0.56379	0.051415	0.56703	0.79198	0.19873	0.063647	0.6609	0.18209	0.059656	0.55218	0.13395	0.52354	0.030519	0.9805	0.20106	0.45062	0.53641
Meth__cg10798171__ICA1	0.12069	0.20148	0.56682	0.26476	0.20939	0.56121	0.14064	0.1511	0.28012	0.2617	0.52717	0.52028	0.49772	0.29473	0.18041	0.4088	0.20277	0.22455	0.12283	0.15133	0.69271	0.60317	0.3972	0.12813	0.17059	0.12587	0.22277	0.16491	0.093974	0.46381	0.080284	0.089257	0.060194	0.25408	0.11647	0.11336
Meth__cg16588061__CTSC	0.044584	0.031372	0.036042	0.04487	0.023297	0.025234	0.067611	0.028566	0.030817	0.042185	0.036249	0.033158	0.048005	0.038522	0.03566	0.02028	0.076435	0.027534	0.058907	0.49446	0.032902	0.038722	0.057574	0.046809	0.089705	0.064193	0.061077	0.038388	0.028532	0.030143	0.24005	0.022237	0.083703	0.060871	0.03139	0.045508
Meth__cg17572572__ATPBD1B	0.03146	0.034516	0.034571	0.041835	0.027855	0.024718	0.035636	0.03549	0.02071	0.02926	0.031979	0.025088	0.061905	0.03068	0.028276	0.02527	0.064449	0.026845	0.031961	0.035386	0.034842	0.02709	0.35066	0.029732	0.057966	0.061222	0.045619	0.031029	0.021961	0.021234	0.029735	0.026149	0.025566	0.10315	0.043302	0.025163
Meth__cg04337944__FBLN1	0.040649	0.040529	0.04777	0.47582	0.38915	0.76717	0.40726	0.055831	0.030247	0.39731	0.034483	0.13111	0.45205	0.033847	0.13284	0.21879	0.06661	0.022355	0.9404	0.24106	0.38676	0.61713	0.8064	0.25536	0.14295	0.32615	0.084925	0.337	0.29993	0.42906	0.4007	0.030726	0.93931	0.85326	0.068182	0.40702
Meth__cg03853151__OAT	0.047207	0.034113	0.068833	0.53526	0.035163	0.029024	0.043881	0.034173	0.039276	0.041814	0.036336	0.05952	0.053299	0.037752	0.039265	0.034545	0.057182	0.026458	0.057771	0.029058	0.040051	0.021768	0.086489	0.040938	0.042274	0.11208	0.095664	0.032438	0.02555	0.020399	0.028106	0.022966	0.019233	0.06947	0.03274	0.034656
Meth__cg15170424__TMEM55A	0.032435	0.046027	0.041367	0.27473	0.020538	0.62535	0.30156	0.028255	0.22094	0.021661	0.023117	0.021699	0.46753	0.26344	0.030684	0.019856	0.057471	0.015438	0.020946	0.038587	0.025044	0.029648	0.056593	0.028004	0.06108	0.92375	0.063533	0.028908	0.031628	0.020946	0.91621	0.033213	0.019339	0.74974	0.019924	0.25475
Meth__cg15239123__SMOC1	0.95158	0.7168	0.52987	0.69414	0.60681	0.73334	0.57074	0.062623	0.039704	0.92938	0.31621	0.053545	0.76533	0.30559	0.039071	0.16967	0.063723	0.12442	0.94518	0.94673	0.072842	0.060604	0.86867	0.13486	0.063318	0.88557	0.074772	0.038584	0.032389	0.033173	0.47895	0.037445	0.94194	0.74841	0.040817	0.5322
Meth__cg18468467__CITED1	0.14352	0.021078	0.06927	0.061741	0.026428	0.023823	0.038405	0.038443	0.023705	0.026033	0.032949	0.097962	0.058999	0.033304	0.040254	0.032835	0.047756	0.0404	0.048451	0.11096	0.028824	0.02069	0.076098	0.057992	0.42299	0.42517	0.072611	0.050133	0.02959	0.27409	0.043076	0.048797	0.025366	0.067555	0.036695	0.052665
Meth__cg19759064__PHKG1	0.019916	0.017709	0.016986	0.20044	0.01781	0.018986	0.021363	0.38986	0.014	0.019038	0.019541	0.026409	0.027098	0.017173	0.018599	0.01328	0.046314	0.014262	0.036318	0.553	0.028274	0.091717	0.033122	0.026063	0.036615	0.034228	0.033551	0.01832	0.68588	0.024148	0.90076	0.019766	0.018199	0.028411	0.03078	0.018764
Meth__cg24270244__RBM7	0.68284	0.02691	0.043237	0.033888	0.025305	0.0252	0.048045	0.019289	0.021215	0.035069	0.037922	0.023133	0.054892	0.02464	0.042375	0.025416	0.049439	0.025329	0.034099	0.37122	0.033256	0.025622	0.15243	0.038172	0.059673	0.048932	0.043893	0.026421	0.023161	0.031323	0.024114	0.020448	0.028069	0.048953	0.037487	0.037669
Meth__cg02505409__ANGPTL4	0.045981	0.87037	0.086009	0.087452	0.073653	0.029398	0.35558	0.068036	0.026075	0.058322	0.22298	0.041782	0.5376	0.032759	0.87645	0.037278	0.2054	0.030071	0.067528	0.79438	0.48385	0.034178	0.3943	0.29707	0.067465	0.80362	0.16489	0.031078	0.028717	0.045653	0.070868	0.053571	0.050283	0.092205	0.070262	0.05742
Meth__cg05920090__HSPA1A	0.018208	0.015678	0.045214	0.048192	0.018742	0.013577	0.022451	0.014991	0.022007	0.021161	0.021858	0.036877	0.024017	0.022129	0.35652	0.019954	0.033891	0.018398	0.025566	0.02114	0.026061	0.023295	0.72826	0.022547	0.027993	0.039151	0.03524	0.028059	0.02338	0.045577	0.020295	0.022942	0.017226	0.037056	0.021429	0.01722
Meth__cg11908570__KIAA0040	0.049462	0.024274	0.1061	0.035782	0.044906	0.97303	0.099412	0.13243	0.061847	0.083369	0.084917	0.046342	0.053685	0.050801	0.059439	0.11919	0.040421	0.089779	0.028133	0.11888	0.056793	0.12616	0.067479	0.051848	0.10286	0.090552	0.040177	0.032508	0.034294	0.040523	0.022389	0.028021	0.057534	0.042688	0.099738	0.032707
Meth__cg14106263__RBMX2	0.082183	0.072765	0.070369	0.12594	0.088734	0.039149	0.10676	0.053691	0.077698	0.042631	0.10896	0.10534	0.17544	0.073061	0.043769	0.47352	0.11232	0.10576	0.08017	0.12418	0.062781	0.26709	0.1652	0.099639	0.047163	0.22013	0.16646	0.40045	0.07634	0.091626	0.12205	0.066457	0.065724	0.4186	0.078028	0.070897
Meth__cg14252569__DACT1	0.19244	0.078128	0.1568	0.09595	0.10206	0.090047	0.18259	0.11541	0.09713	0.09092	0.16193	0.22637	0.29083	0.075745	0.33514	0.07368	0.24612	0.097459	0.10376	0.27907	0.084773	0.089924	0.75852	0.09325	0.22402	0.17311	0.16465	0.076753	0.068393	0.088022	0.41031	0.071193	0.13104	0.13776	0.07813	0.099295
Meth__cg09537031__SH2D4A	0.051782	0.047364	0.066292	0.043602	0.042867	0.90026	0.067007	0.046041	0.038329	0.047136	0.057797	0.087576	0.09057	0.040462	0.90954	0.047984	0.10264	0.030827	0.059646	0.89223	0.064208	0.030757	0.11191	0.089269	0.071092	0.092273	0.068989	0.17624	0.045638	0.033875	0.03834	0.046878	0.038497	0.088324	0.050226	0.038719
Meth__cg20430063__MSRB3	0.057217	0.041862	0.045561	0.045975	0.04063	0.034472	0.21496	0.057135	0.035876	0.048007	0.055212	0.095229	0.096831	0.04953	0.049128	0.043943	0.097841	0.04152	0.050655	0.29571	0.044834	0.043335	0.20941	0.050044	0.057231	0.19601	0.080774	0.044321	0.046369	0.047553	0.06177	0.043481	0.42463	0.060901	0.047968	0.046025
Meth__cg20717059__C8orf13	0.038789	0.044569	0.055903	0.22959	0.05232	0.35702	0.057959	0.064615	0.038492	0.049814	0.045201	0.029601	0.099189	0.043097	0.042655	0.036798	0.076909	0.038395	0.054605	0.052921	0.053458	0.04048	0.071872	0.054871	0.081258	0.077601	0.10671	0.043968	0.038493	0.032369	0.053203	0.05535	0.041142	0.055149	0.052502	0.038134
Meth__cg20643362__C19orf12	0.032749	0.060816	0.026488	0.030926	0.035996	0.032206	0.032814	0.021053	0.024737	0.030519	0.030023	0.028956	0.079811	0.027892	0.026224	0.027116	0.064794	0.028247	0.030849	0.036478	0.029707	0.020484	0.054534	0.046146	0.036143	0.046207	0.059393	0.02526	0.024607	0.01902	0.045569	0.023632	0.029793	0.11295	0.03318	0.029069
Meth__cg26790132__IL17D	0.45392	0.47953	0.96201	0.042607	0.19386	0.24943	0.61351	0.038542	0.024814	0.08369	0.043991	0.086677	0.88839	0.066362	0.26087	0.040109	0.10427	0.39816	0.045416	0.8864	0.044748	0.087399	0.21723	0.039799	0.01854	0.53595	0.18939	0.057759	0.033716	0.067452	0.2547	0.095063	0.53719	0.14573	0.068152	0.10129
Meth__cg08703595__FLJ22313	0.043194	0.028428	0.07191	0.037509	0.02582	0.027929	0.053071	0.046988	0.03318	0.040882	0.06537	0.03681	0.087428	0.025186	0.057895	0.026614	0.073291	0.021354	0.074592	0.037511	0.029316	0.022453	0.091542	0.039512	0.061798	0.14642	0.03446	0.020443	0.044116	0.030624	0.023249	0.028238	0.021571	0.069578	0.034106	0.036217
Meth__cg18114671__NOL4	0.48012	0.091236	0.76694	0.10399	0.22576	0.17096	0.47258	0.069506	0.055037	0.33153	0.79174	0.26515	0.5096	0.072025	0.72623	0.065552	0.20225	0.10629	0.64663	0.7026	0.2025	0.34354	0.79103	0.11097	0.21414	0.82918	0.17867	0.13674	0.070671	0.13619	0.21493	0.108	0.65179	0.2466	0.31955	0.22128
Meth__cg16797831__KIAA1324	0.045383	0.051912	0.8673	0.038595	0.040509	0.86528	0.037028	0.22915	0.7601	0.051214	0.79987	0.68636	0.8209	0.51283	0.85993	0.58335	0.41292	0.37299	0.042498	0.038914	0.86149	0.058132	0.83076	0.039269	0.093795	0.16937	0.20807	0.39163	0.36265	0.85326	0.13412	0.037646	0.040257	0.14057	0.052663	0.049852
Meth__cg15299721__LOC133308	0.030073	0.029655	0.49595	0.033639	0.34725	0.029434	0.51055	0.025893	0.025332	0.036571	0.029243	0.021677	0.26021	0.030094	0.023818	0.026575	0.02684	0.020327	0.035201	0.91169	0.03243	0.036861	0.93428	0.032098	0.042411	0.92075	0.091633	0.027222	0.025287	0.029427	0.026942	0.030281	0.95607	0.055428	0.036221	0.030498
Meth__cg19706682__LRRC50	0.046339	0.027729	0.13667	0.070751	0.034801	0.058815	0.075409	0.038879	0.025064	0.031136	0.094546	0.072155	0.14391	0.023451	0.11971	0.029564	0.03344	0.029601	0.17261	0.075149	0.065373	0.037202	0.29634	0.14542	0.062429	0.044167	0.049422	0.025821	0.080882	0.019925	0.047646	0.024976	0.036719	0.03761	0.034004	0.025855
Meth__cg14254419__AMPD2	0.43774	0.17211	0.4767	0.96701	0.52026	0.074084	0.2628	0.05511	0.063082	0.57005	0.02999	0.082871	0.12608	0.11204	0.080195	0.032375	0.12427	0.028114	0.45468	0.40117	0.24181	0.80343	0.11875	0.71904	0.25297	0.11465	0.1975	0.28294	0.028963	0.035991	0.45808	0.43358	0.041953	0.14974	0.39675	0.30417
Meth__cg18017908__C17orf76	0.089155	0.19105	0.30644	0.11994	0.24517	0.616	0.15913	0.19476	0.065094	0.13261	0.56744	0.41306	0.43513	0.1148	0.14825	0.73764	0.16665	0.075222	0.17442	0.089081	0.37132	0.45185	0.32175	0.15135	0.20723	0.21824	0.19426	0.84405	0.046303	0.74036	0.10311	0.15937	0.29847	0.13803	0.31355	0.20538
Meth__cg25033972__RIPK4	0.45568	0.42398	0.34749	0.13054	0.22472	0.071904	0.51815	0.04601	0.10906	0.2705	0.1482	0.092322	0.83056	0.13059	0.80448	0.10513	0.22132	0.14335	0.69156	0.86373	0.080329	0.26521	0.12278	0.63071	0.14233	0.61365	0.12389	0.044764	0.11773	0.10218	0.92049	0.68488	0.89442	0.090748	0.10702	0.21505
Meth__cg24115571__FZD6	0.10924	0.087241	0.096925	0.82675	0.12733	0.066934	0.48213	0.04538	0.13113	0.21099	0.059811	0.059714	0.080601	0.093046	0.056034	0.044255	0.071911	0.043549	0.065991	0.25953	0.051465	0.52929	0.10883	0.080547	0.23976	0.23591	0.13247	0.087335	0.035667	0.11971	0.088384	0.039582	0.045146	0.36431	0.055105	0.081105
