Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
RS_G12846__TMEM22__TMEM22	0.12489	0	0.32872	0.95172	4.2412	0.87813	2.461	3.5709	4.2807	4.3571	0	1.7302	0	7.038	2.6853	6.3906	0	0.5475	1.363	0.4634	7.9347	1.5709	0.51138	0	0.28293	4.4032	1.3373	0	0	0	0
Meth__cg16640096__COL4A3	0.14684	0.069385	0.10097	0.36884	0.43705	0.055224	0.036075	0.066964	0.5151	0.079188	0.56269	0.068087	0.40666	0.061612	0.098941	0.05165	0.058756	0.053351	0.54922	0.22681	0.099414	0.075146	0.6612	0.062192	0.05917	0.062171	0.086575	0.50515	0.78331	0.13105	0.56668
Meth__cg26908611__MFSD2	0.07518	0.061099	0.065551	0.048003	0.061391	0.10217	0.068933	0.057211	0.10597	0.086363	0.48201	0.053181	0.05412	0.065215	0.15355	0.047114	0.53612	0.5195	0.064292	0.046577	0.12011	0.068758	0.1091	0.090744	0.055505	0.058649	0.050122	0.041563	0.087438	0.079075	0.065259
RS_G16696__PRR16__PRR16	0.41506	0.24797	2.8974	0	8.729	0.51715	5.5895	2.5036	5.5104	2.0923	0.25845	0.70136	5.8394	6.3792	1.3786	7.437	0	0.88141	0.1435	0	6.9914	0.32306	0.65491	0	7.3612	3.379	1.175	0	0	0.80822	0.6793
Meth__cg04504095__FOXC1	0.082977	0.072987	0.0747	0.08761	0.062198	0.36718	0.031878	0.098862	0.076941	0.01757	0.14191	0.21544	0.019663	0.041055	0.076421	0.019913	0.077956	0.10628	0.066745	0.12061	0.10693	0.11903	0.20085	0.13765	0.02552	0.018537	0.11818	0.086212	0.11467	0.1291	0.17282
RS_G13235__KRT4__KRT4	9.3812	11.4788	3.7138	6.6081	0.19191	1.292	4.5089	4.7751	0.6186	10.5856	8.4049	7.4345	5.9863	0.10105	10.3706	1.7151	4.2725	1.7253	0	6.4769	0.82122	4.2504	1.1517	10.7577	0	1.1482	6.9112	8.1608	5.2153	4.5519	0.62627
Meth__cg20050113__SLC9A2	0.025465	0.028807	0.025714	0.050198	0.95649	0.72708	0.025068	0.030352	0.95474	0.4969	0.95194	0.022904	0.94713	0.44464	0.15528	0.016513	0.027046	0.027216	0.87251	0.036771	0.89918	0.024712	0.041678	0.045749	0.46637	0.94268	0.022626	0.56138	0.039251	0.031884	0.037479
Meth__cg14409941__ADAMTS2	0.96119	0.032123	0.038249	0.031036	0.22597	0.81407	0.33908	0.053343	0.16776	0.024448	0.33071	0.071525	0.032795	0.029032	0.095328	0.03091	0.93831	0.94281	0.90534	0.96161	0.88275	0.52219	0.91943	0.051305	0.030017	0.030763	0.031273	0.25959	0.050801	0.035239	0.039681
Meth__cg04587910__XLF	0.085734	0.093994	0.88615	0.52254	0.20184	0.098016	0.29362	0.59306	0.086053	0.2271	0.14772	0.070307	0.15825	0.27744	0.47459	0.072812	0.11138	0.10259	0.30623	0.085843	0.15854	0.11287	0.1311	0.14194	0.07394	0.10001	0.40385	0.15458	0.11343	0.10235	0.11069
Meth__cg07139440__MLLT11	0.040097	0.035323	0.083636	0.025956	0.362	0.053269	0.64839	0.068954	0.055016	0.62399	0.022833	0.031535	0.67368	0.069369	0.068966	0.044846	0.047696	0.050943	0.056823	0.1471	0.22795	0.058661	0.057692	0.1109	0.05723	0.5336	0.074707	0.034902	0.12951	0.037825	0.039804
Meth__cg18888520__ZNF447	0.88604	0.055016	0.046937	0.028854	0.039809	0.039407	0.17496	0.041823	0.89352	0.036039	0.51809	0.65125	0.038247	0.36824	0.11127	0.084239	0.70252	0.41049	0.052532	0.036083	0.69355	0.054713	0.83174	0.15437	0.038363	0.040823	0.038091	0.89149	0.060724	0.12456	0.050699
Meth__cg06804431__PEX11B	0.040872	0.033096	0.065782	0.035177	0.03512	0.044328	0.034998	0.054188	0.047334	0.077753	0.046208	0.041527	0.0445	0.34032	0.10197	0.032797	0.03219	0.043387	0.049884	0.029423	0.12765	0.047345	0.097672	0.061418	0.057485	0.047152	0.032472	0.042931	0.10361	0.039173	0.049238
Meth__cg24587268__OSBPL2	0.019344	0.017478	0.028641	0.018624	0.052622	0.018197	0.018536	0.016813	0.025221	0.035884	0.019264	0.014483	0.021001	0.019787	0.035418	0.18	0.01372	0.018005	0.03179	0.016953	0.12966	0.01759	0.037631	0.026672	0.01873	0.017569	0.015451	0.01488	0.057308	0.028611	0.018246
Meth__cg19939627__MRPS34	0.13241	0.17212	0.12294	0.038968	0.04973	0.09868	0.87349	0.091245	0.13636	0.092071	0.13866	0.040703	0.051705	0.10603	0.1486	0.040702	0.070481	0.18522	0.065633	0.058459	0.12021	0.11201	0.21764	0.11088	0.050806	0.050021	0.04868	0.046656	0.10436	0.069293	0.067759
RS_G7110__DSG3__DSG3	0.31416	0	0.29743	0.3494	0.85312	0.3551	8.2211	0.51326	0.64092	5.1836	0.21534	0.3409	3.7617	3.7258	7.3705	0.30549	0.045416	0.092333	0.43276	0.50162	0.17663	0.17781	0.8118	0.78938	0.65087	5.9837	3.3214	0.20438	0.25707	0.42995	0.32003
RS_G12350__NKX3-1__NKX3-1	4.0111	3.0421	4.5967	3.2193	5.9168	0.20679	3.4163	2.2197	2.5014	5.0436	4.5614	0	2.108	3.6481	2.9619	4.6247	2.6249	2.2666	4.0113	4.4838	5.0431	1.9725	0.74777	3.6696	4.5496	2.7666	2.43	3.8792	4.0238	2.1251	2.5927
Meth__cg19008649__IGFBP5	0.06459	0.045064	0.055078	0.044496	0.25757	0.060451	0.041292	0.16388	0.054441	0.09657	0.12663	0.04736	0.15857	0.055681	0.10834	0.061593	0.034188	0.075577	0.40534	0.10103	0.15445	0.065184	0.12339	0.094809	0.2249	0.046957	0.039012	0.10764	0.13143	0.10078	0.092273
Meth__cg13332925__DKFZp451M2119	0.0326	0.025575	0.033151	0.55266	0.028838	0.034656	0.029039	0.034238	0.02602	0.037151	0.52361	0.63628	0.028155	0.026429	0.071435	0.027443	0.9343	0.94636	0.02866	0.023787	0.089595	0.0409	0.16669	0.05525	0.021159	0.024082	0.028104	0.022809	0.32809	0.038052	0.1042
Meth__cg20981893__HSD11B2	0.066224	0.053157	0.20499	0.11297	0.22805	0.061573	0.10165	0.113	0.065682	0.063152	0.39372	0.061833	0.66833	0.136	0.098285	0.5346	0.06016	0.075455	0.20398	0.14101	0.16137	0.068261	0.12189	0.13813	0.067901	0.059038	0.066363	0.84051	0.089926	0.064512	0.059206
RS_G11215__EN1__EN1	0	1.6203	1.7416	2.0997	3.3363	0	6.9753	0	6.6847	2.9926	1.3909	0.92511	6.7749	1.863	2.198	4.1982	0	0	0	4.627	0	0.12776	0.30582	0	5.4291	7.244	3.8745	0	0	0	0
RS_G13907__ADCY5__ADCY5	4.7972	9.5091	1.3853	2.137	3.3713	0.73212	1.1076	0.56612	0.10578	0.74037	2.3353	0.22806	0	2.0944	0	1.1236	6.8663	8.0975	4.6028	7.1349	0.71745	0.38401	0.38978	7.1157	2.8061	0.43515	0.19881	0.60349	0	0.69567	0.088049
Meth__cg24928378__RND1	0.072649	0.063564	0.11257	0.07129	0.56158	0.091258	0.089245	0.094483	0.91183	0.11869	0.28348	0.045583	0.62905	0.053829	0.12612	0.076627	0.080606	0.073747	0.4295	0.050586	0.3815	0.0732	0.13446	0.068596	0.066706	0.039021	0.09373	0.29453	0.22446	0.086633	0.096397
RS_G14453__NR2F1__NR2F1	0	0.62002	0.26207	0	8.065	0	1.6759	3.4171	0.14742	4.981	4.7643	0.56207	4.1435	1.2267	4.8295	7.9087	2.6308	0.72901	1.9212	1.1957	8.0721	9.375	10.4319	0	6.7984	3.8738	4.7493	1.7813	4.5034	4.6681	8.2892
Meth__cg07426960__CCND1	0.038915	0.034313	0.061148	0.05649	0.802	0.03269	0.51761	0.057784	0.7324	0.78985	0.32441	0.025804	0.65707	0.79145	0.25366	0.26056	0.050159	0.076663	0.072296	0.058951	0.06195	0.055254	0.077376	0.071411	0.58481	0.77327	0.03368	0.034752	0.037746	0.050558	0.033028
Meth__cg00187380__HOXC5	0.035998	0.059799	0.030275	0.89137	0.57297	0.47585	0.043439	0.051731	0.04396	0.052568	0.72613	0.029504	0.9002	0.033419	0.8742	0.046594	0.031791	0.053287	0.34487	0.81231	0.44335	0.04274	0.090641	0.088631	0.87407	0.031683	0.88981	0.9047	0.89735	0.7538	0.90023
Meth__cg25884854__TMEM106C	0.051768	0.034374	0.039893	0.030004	0.10812	0.03344	0.036235	0.037402	0.056565	0.18152	0.037635	0.045276	0.043553	0.043134	0.07495	0.15902	0.029916	0.036471	0.026591	0.040684	0.090284	0.029514	0.085521	0.03769	0.043394	0.037732	0.027658	0.035018	0.088337	0.042134	0.044784
Meth__cg10524192__OPRS1	0.03597	0.046966	0.57057	0.031176	0.025288	0.038864	0.063126	0.02551	0.058888	0.031083	0.065832	0.015702	0.037198	0.028287	0.058957	0.018728	0.88293	0.54991	0.027117	0.022167	0.041657	0.044243	0.095316	0.079725	0.025181	0.034978	0.026454	0.016123	0.07522	0.036026	0.031417
Meth__cg03475172__USP6NL	0.074178	0.1597	0.23973	0.0503	0.74547	0.19023	0.88775	0.070683	0.58999	0.64735	0.38526	0.08425	0.84397	0.73103	0.257	0.51561	0.20509	0.087166	0.21099	0.16908	0.36386	0.21553	0.2692	0.16346	0.85841	0.37261	0.089666	0.26178	0.21812	0.14298	0.27074
Meth__cg24264506__TTC12	0.028624	0.026734	0.02563	0.021078	0.017095	0.044751	0.024376	0.022427	0.029234	0.016376	0.031549	0.013095	0.020783	0.021281	0.055354	0.018659	0.050183	0.033902	0.02929	0.021856	0.032487	0.039252	0.067332	0.041237	0.022161	0.018472	0.015541	0.023067	0.037302	0.047894	0.031531
Meth__cg22799917__YWHAB	0.040512	0.027181	0.036522	0.030333	0.030009	0.050638	0.34301	0.046944	0.036506	0.032577	0.075563	0.054439	0.034577	0.026085	0.064554	0.035529	0.03879	0.049114	0.037949	0.034463	0.12874	0.043435	0.095748	0.058505	0.041012	0.030421	0.032227	0.033651	0.048123	0.039706	0.043074
Meth__cg15980408__TMEM22	0.96982	0.022495	0.39452	0.70486	0.40434	0.9712	0.48668	0.025169	0.27421	0.029066	0.95776	0.98131	0.97526	0.020192	0.064066	0.017037	0.9778	0.96607	0.50882	0.9579	0.064795	0.44553	0.92311	0.053951	0.027043	0.02751	0.036603	0.97334	0.93237	0.5726	0.77819
Meth__cg24762359__ATP12A	0.043633	0.045777	0.053002	0.050961	0.79009	0.05965	0.065101	0.051203	0.17341	0.087469	0.11009	0.09274	0.065885	0.17718	0.088496	0.067723	0.063903	0.045648	0.089839	0.036964	0.71291	0.049236	0.28779	0.07663	0.069001	0.088918	0.047	0.14606	0.10189	0.044759	0.049915
Meth__cg15014458__LYPD3	0.022762	0.015946	0.0206	0.044169	0.9626	0.028331	0.02388	0.018656	0.10169	0.042575	0.024098	0.019187	0.026175	0.33324	0.024142	0.075374	0.017774	0.021623	0.048363	0.01938	0.85454	0.021726	0.07516	0.03547	0.86683	0.020285	0.019013	0.016825	0.035497	0.020836	0.020043
Meth__cg16204757__MSN	0.46294	0.050255	0.84574	0.35971	0.043521	0.85614	0.34232	0.061737	0.048217	0.050845	0.43375	0.75804	0.34494	0.42781	0.27795	0.042125	0.85928	0.85094	0.53157	0.49806	0.080287	0.51252	0.82685	0.44018	0.4693	0.036989	0.040049	0.81599	0.20759	0.2296	0.063792
Meth__cg01653445__BAI2	0.045048	0.04977	0.054524	0.049362	0.10711	0.043242	0.041562	0.038162	0.090995	0.37094	0.47494	0.029728	0.099126	0.075106	0.095353	0.19504	0.04406	0.077159	0.088927	0.1431	0.47052	0.041934	0.11824	0.082661	0.036506	0.086057	0.025653	0.035405	0.092047	0.041716	0.04589
Meth__cg03733371__LIPH	0.12903	0.070169	0.081199	0.10036	0.88043	0.10206	0.098958	0.075837	0.28314	0.066642	0.11345	0.073408	0.11177	0.14967	0.20016	0.69613	0.066053	0.18488	0.49265	0.07796	0.21229	0.12836	0.47876	0.076242	0.6706	0.10821	0.092031	0.10876	0.2043	0.11652	0.11507
Meth__cg26842024__KLF2	0.079259	0.20659	0.11667	0.15026	0.51198	0.10035	0.15354	0.057755	0.05549	0.15328	0.21022	0.49973	0.13181	0.11012	0.1356	0.058297	0.096328	0.48365	0.045006	0.080116	0.11431	0.087572	0.1188	0.081816	0.044538	0.075075	0.037845	0.040275	0.065617	0.081292	0.053591
Meth__cg12056618__KLF13	0.19023	0.023514	0.040393	0.015044	0.025165	0.024181	0.054419	0.020442	0.043324	0.014582	0.091442	0.47169	0.015041	0.026264	0.032724	0.016939	0.020795	0.064515	0.01753	0.72547	0.059935	0.035669	0.96982	0.023118	0.01724	0.01946	0.018314	0.017094	0.48005	0.042418	0.019357
Meth__cg25736482__TMC4	0.077592	0.051087	0.73013	0.076099	0.91311	0.099056	0.71058	0.49772	0.417	0.81624	0.33098	0.088	0.32839	0.82001	0.073094	0.43358	0.21499	0.12149	0.14838	0.20641	0.79882	0.41641	0.67339	0.074896	0.79501	0.24056	0.071561	0.33862	0.095652	0.092807	0.093068
RS_G12622__ENTPD3__ENTPD3	4.2057	1.6276	2.4329	2.2836	0.094504	1.3137	2.4286	0.25413	0.3192	0.97482	2.9286	4.3004	0.36104	0	5.8247	0	3.3313	1.5158	0.18811	0.28822	1.9706	0.86462	0.46191	1.6258	0.17393	0.98866	4.5946	0.10292	2.4856	0	0
Meth__cg15433631__IRX2	0.034033	0.025557	0.035025	0.028499	0.97668	0.038359	0.018028	0.026204	0.66898	0.048243	0.04517	0.024773	0.032383	0.54717	0.083174	0.52734	0.028307	0.028332	0.028764	0.028136	0.91296	0.035833	0.047535	0.067641	0.97356	0.034785	0.02927	0.029128	0.121	0.03867	0.031757
Meth__cg23815845__ARHGEF5	0.01908	0.018252	0.032017	0.016705	0.63352	0.022059	0.035141	0.02257	0.020534	0.029756	0.043231	0.021796	0.19029	0.038138	0.065235	0.02457	0.02613	0.032922	0.027856	0.022039	0.59579	0.028056	0.039187	0.025036	0.094531	0.04581	0.033061	0.045095	0.049661	0.035787	0.035411
RS_G9625__THRSP__THRSP	2.1278	4.3884	0.78214	4.4766	0	7.3255	0.86725	9.4885	0.66446	0.82234	1.964	3.2841	0	0.56364	0	0	1.631	1.0951	8.4908	1.3706	0	0.55945	1.7591	2.4593	0	1.0012	5.8862	4.518	0	6.3295	1.2806
Meth__cg20858478__B4GALNT2	0.058617	0.06916	0.037452	0.072396	0.8978	0.078303	0.67936	0.054812	0.89475	0.1418	0.24374	0.059758	0.75261	0.069566	0.18502	0.83067	0.075765	0.045938	0.33942	0.06911	0.76868	0.044246	0.17602	0.15143	0.068137	0.079518	0.07097	0.8472	0.12175	0.061623	0.2656
Meth__cg13841804__ANP32E	0.090498	0.11386	0.14925	0.068596	0.10445	0.13185	0.16056	0.069148	0.11095	0.11489	0.13752	0.0644	0.10416	0.084188	0.12156	0.056227	0.60004	0.36344	0.070035	0.050375	0.17523	0.13019	0.13244	0.10779	0.073875	0.051095	0.051439	0.06144	0.13373	0.075995	0.095561
Meth__cg06819200__ECE1	0.014046	0.99292	0.023483	0.9417	0.011639	0.60389	0.73821	0.015023	0.66515	0.0090021	0.81216	0.99263	0.98685	0.0088203	0.65938	0.010677	0.99348	0.95171	0.23148	0.20598	0.031728	0.013363	0.016686	0.98419	0.072896	0.021184	0.99259	0.99382	0.019895	0.98258	0.98635
Meth__cg01513611__NDUFA11	0.06995	0.060533	0.046875	0.089028	0.034663	0.046546	0.47941	0.058757	0.060074	0.12799	0.071693	0.036756	0.044991	0.041339	0.10621	0.041233	0.06907	0.098566	0.05902	0.035958	0.07882	0.085319	0.11182	0.096278	0.029345	0.041704	0.050818	0.039033	0.065495	0.096386	0.068182
Meth__cg26710722__COL9A2	0.30374	0.68881	0.063104	0.55785	0.98079	0.98091	0.45956	0.040701	0.14564	0.24328	0.96588	0.56757	0.97208	0.044682	0.080906	0.057524	0.95882	0.73149	0.33217	0.8775	0.94125	0.7403	0.416	0.37829	0.069152	0.031839	0.10659	0.98226	0.11107	0.55644	0.87074
Meth__cg16685860__PLD2	0.050245	0.027761	0.037242	0.016407	0.012948	0.035895	0.18773	0.02816	0.063758	0.0234	0.034289	0.023572	0.016579	0.024756	0.028876	0.010239	0.016257	0.063618	0.019284	0.017763	0.069968	0.026896	0.13694	0.023304	0.016812	0.016889	0.013473	0.013207	0.026736	0.029846	0.019524
Meth__cg04770504__DFNA5	0.52962	0.032854	0.92466	0.48612	0.030053	0.95623	0.9483	0.064716	0.052992	0.074781	0.75957	0.22073	0.052437	0.044207	0.36641	0.072843	0.95092	0.93682	0.71317	0.50592	0.083844	0.45295	0.92959	0.073621	0.0367	0.027205	0.049225	0.95233	0.5694	0.48783	0.66278
Meth__cg08770869__CDC25B	0.038585	0.4435	0.078561	0.15696	0.15338	0.6285	0.063949	0.052576	0.046725	0.44698	0.18243	0.5856	0.13636	0.040067	0.25868	0.033624	0.21194	0.061033	0.056428	0.10044	0.13665	0.2757	0.069197	0.17832	0.039585	0.042958	0.070339	0.10044	0.073916	0.37216	0.52681
Meth__cg08422599__KCNIP1	0.91801	0.090108	0.39888	0.057747	0.034586	0.92582	0.089735	0.1056	0.22908	0.31855	0.91308	0.36446	0.059054	0.04834	0.11237	0.037565	0.92581	0.92343	0.58399	0.95432	0.86951	0.89442	0.83168	0.22325	0.11225	0.087719	0.046147	0.94847	0.36464	0.38068	0.51961
Meth__cg23003832__ZDHHC12	0.036049	0.026247	0.20506	0.099262	0.70421	0.052266	0.17428	0.033633	0.028196	0.31373	0.049396	0.02405	0.37535	0.2294	0.11209	0.39703	0.047505	0.029138	0.064194	0.094932	0.21817	0.27012	0.074264	0.063501	0.028699	0.029156	0.14494	0.10316	0.099593	0.039247	0.038665
Meth__cg04466253__ACBD5	0.033844	0.022479	0.03411	0.016693	0.022516	0.026894	0.039624	0.029449	0.04432	0.017757	0.06678	0.17774	0.025396	0.01975	0.051738	0.02099	0.02418	0.030793	0.022916	0.023253	0.038086	0.035417	0.05027	0.047569	0.020797	0.021527	0.020295	0.026253	0.063481	0.024654	0.024483
Meth__cg00756058__DZIP1	0.96833	0.030265	0.56045	0.024725	0.030488	0.62167	0.34321	0.97643	0.026764	0.017164	0.89565	0.59635	0.4943	0.026056	0.097789	0.018138	0.97245	0.96711	0.97205	0.53529	0.9283	0.97159	0.94587	0.046695	0.026231	0.017612	0.022009	0.77069	0.86617	0.66824	0.94356
RS_G14837__CASKIN2__CASKIN2	6.7178	7.0439	5.436	7.3426	5.7023	6.831	7.2235	7.7974	6.7524	5.9362	6.0584	7.4702	6.4785	5.6453	5.5926	6.0022	9.1808	7.6481	6.0585	7.5241	6.0895	8.8242	8.7561	7.1349	7.4565	7.0461	7.2433	6.9692	6.3188	7.058	7.0492
Meth__cg07080358__C2orf32	0.68798	0.042887	0.16346	0.20563	0.049562	0.96042	0.95153	0.46391	0.8446	0.38798	0.84871	0.36184	0.14534	0.030608	0.1432	0.041259	0.97871	0.96174	0.56812	0.9698	0.8667	0.93899	0.93541	0.061502	0.042116	0.077877	0.041275	0.96722	0.55779	0.64974	0.65856
Meth__cg01427567__TMC4	0.11875	0.14124	0.2551	0.11702	0.47201	0.11302	0.093075	0.13533	0.13816	0.23739	0.1836	0.095432	0.13581	0.12006	0.14951	0.35813	0.1125	0.097999	0.13345	0.12296	0.39161	0.16573	0.14157	0.20409	0.52486	0.12426	0.12353	0.093271	0.13664	0.12567	0.11363
Meth__cg26200580__KIAA1838	0.088349	0.54121	0.10625	0.0441	0.5301	0.86562	0.10794	0.055723	0.26368	0.2079	0.81616	0.078295	0.054144	0.043291	0.10467	0.23635	0.19128	0.35072	0.10863	0.18119	0.67654	0.36068	0.47975	0.21631	0.044099	0.045766	0.071646	0.093177	0.16925	0.20762	0.18507
Meth__cg08555772__ARMC4	0.060165	0.075835	0.16586	0.053189	0.82196	0.62285	0.69913	0.052063	0.073305	0.39952	0.89323	0.13001	0.39257	0.059754	0.0975	0.064174	0.48691	0.090981	0.078893	0.054622	0.089312	0.57375	0.76296	0.1374	0.059616	0.058172	0.051622	0.50102	0.11484	0.066812	0.065604
Meth__cg17732044__PEX11A	0.046467	0.037928	0.57294	0.047387	0.18738	0.048256	0.043646	0.046432	0.072643	0.05117	0.10457	0.033551	0.045767	0.042965	0.045889	0.066039	0.040572	0.037931	0.044536	0.040627	0.66966	0.031274	0.073153	0.11817	0.034517	0.04191	0.048564	0.07427	0.086442	0.043083	0.05659
Meth__cg07872652__CNIH2	0.11246	0.11742	0.090942	0.068616	0.088866	0.081363	0.083948	0.10788	0.091944	0.69163	0.72727	0.97579	0.072072	0.073184	0.13595	0.050787	0.83856	0.39876	0.12689	0.12508	0.50716	0.39189	0.15755	0.18605	0.063286	0.041526	0.78287	0.076108	0.11855	0.12748	0.12359
Meth__cg09264112__GCHFR	0.026848	0.017341	0.02911	0.023186	0.029893	0.02691	0.20277	0.040599	0.90311	0.89147	0.33502	0.024384	0.89826	0.96592	0.053579	0.12262	0.035768	0.031224	0.031132	0.017467	0.94071	0.03592	0.042022	0.038985	0.024046	0.046633	0.60827	0.33646	0.094851	0.02296	0.032635
Meth__cg08831594__TSPAN15	0.046048	0.020593	0.037313	0.04513	0.96431	0.053323	0.035126	0.053385	0.7675	0.099624	0.078079	0.035798	0.042332	0.24267	0.054054	0.96724	0.037317	0.047001	0.05482	0.043201	0.067132	0.060955	0.10884	0.083126	0.044619	0.049299	0.051772	0.049541	0.11403	0.04555	0.045496
Meth__cg19205533__RERG	0.080034	0.071619	0.10324	0.076179	0.085362	0.089159	0.15633	0.083291	0.87919	0.078553	0.28746	0.067163	0.83954	0.90528	0.10852	0.89972	0.08536	0.089117	0.079634	0.093911	0.85054	0.087799	0.2185	0.13651	0.63223	0.87596	0.076277	0.69639	0.1022	0.082123	0.089522
Meth__cg02154186__PNMA2	0.46875	0.54852	0.33736	0.1365	0.66625	0.95078	0.1659	0.32462	0.1735	0.95309	0.86561	0.18159	0.0633	0.12616	0.31567	0.12938	0.7262	0.65733	0.091316	0.49281	0.25244	0.095109	0.93008	0.28611	0.052321	0.17927	0.082988	0.18624	0.11791	0.4484	0.38853
Meth__cg23851011__S100A16	0.10284	0.043774	0.11181	0.81089	0.90687	0.058333	0.090119	0.325	0.86289	0.10082	0.13793	0.21463	0.22441	0.71631	0.14131	0.21463	0.1266	0.37685	0.84188	0.05255	0.53559	0.12775	0.13271	0.14771	0.66489	0.12161	0.064121	0.095325	0.18673	0.063585	0.086039
Meth__cg18233735__PDZD4	0.62689	0.04241	0.045161	0.57045	0.7206	0.044976	0.30392	0.036875	0.049456	0.068	0.10232	0.051759	0.56193	0.31599	0.20308	0.48339	0.036278	0.036846	0.59147	0.62889	0.97607	0.048914	0.7212	0.070059	0.505	0.056068	0.054004	0.28354	0.087022	0.40447	0.048878
Meth__cg15700197__OR10J1	0.14578	0.095172	0.27892	0.097314	0.72649	0.11439	0.078697	0.22803	0.16109	0.090962	0.42936	0.058824	0.12955	0.18571	0.19674	0.1519	0.09803	0.13285	0.15578	0.056467	0.5508	0.19874	0.28187	0.11899	0.117	0.69843	0.11609	0.13352	0.14811	0.1197	0.13617
RS_G8719__DQX1__DQX1	5.6099	3.965	0.20971	1.1459	0.57524	3.789	0.78162	0.37708	1.3782	1.5275	0.84184	5.4246	4.096	0.87143	0.3289	1.2424	1.3906	1.5839	4.8405	0.98642	0	3.7419	4.363	3.8751	1.7522	0.36883	0	1.7461	2.8997	0.49587	0.69789
Meth__cg15062795__ETV6	0.039776	0.047656	0.040025	0.035295	0.044094	0.079043	0.0486	0.073105	0.037639	0.051133	0.13373	0.043821	0.033772	0.027631	0.050227	0.02234	0.053078	0.048282	0.036491	0.023987	0.085363	0.055543	0.11886	0.13546	0.033401	0.023919	0.029333	0.064729	0.4	0.03434	0.026741
Meth__cg25886284__ZNF545	0.04275	0.048519	0.39544	0.24791	0.039178	0.037598	0.75268	0.032869	0.040551	0.10254	0.89866	0.96184	0.21399	0.024414	0.07034	0.033035	0.96818	0.90039	0.50371	0.12142	0.067242	0.0474	0.81303	0.078997	0.035099	0.036234	0.028594	0.59786	0.07542	0.73093	0.68346
Meth__cg26967875__KLC2	0.057557	0.46722	0.74732	0.33187	0.39374	0.58624	0.28674	0.46632	0.25899	0.070673	0.28555	0.51506	0.086924	0.072979	0.12715	0.048944	0.41214	0.089387	0.06058	0.19299	0.083162	0.33349	0.12015	0.38039	0.039953	0.02939	0.21141	0.55254	0.16616	0.43183	0.39146
Meth__cg13265789__UNC5C	0.0385	0.041114	0.058269	0.040967	0.044421	0.067459	0.032773	0.049143	0.23	0.11345	0.066264	0.037311	0.39413	0.042206	0.10126	0.045662	0.05534	0.057207	0.12211	0.091053	0.63835	0.046997	0.076053	0.096985	0.032459	0.1211	0.035586	0.88327	0.31819	0.0487	0.047289
RS_G2940__PDGFRL__PDGFRL	2.6739	4.1099	2.9019	3.515	0	4.2179	3.9699	3.4083	3.6951	1.169	2.143	3.6444	4.6062	1.2527	2.0745	4.794	4.7959	5.5508	0	4.1599	3.2887	1.1575	0	0	1.1272	1.7769	1.2043	1.0353	0	4.5822	3.1866
Meth__cg08918749__LPL	0.87543	0.15588	0.18739	0.13548	0.88038	0.86145	0.19538	0.11513	0.25774	0.062179	0.79618	0.61913	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.25883	0.1272	0.80762	0.15806	0.8505	0.12977	0.047672	0.043854	0.065518	0.87765	0.28798	0.5333	0.41344
RS_G7332__DOCK10__DOCK10	1.1769	0	0.81907	4.3261	6.4728	0.034377	3.5572	0.096607	0	0.15905	0.59306	0	3.6414	6.408	2.3596	5.7244	0.39855	2.8215	3.2391	3.6964	4.7719	0.9992	0.58083	0	6.6391	0.38286	0.87349	0	2.1623	2.6	2.0998
Meth__cg12739034__PTGER3	0.099446	0.041473	0.31827	0.057126	0.7193	0.050095	0.34089	0.047541	0.47652	0.062752	0.098895	0.030432	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.090219	0.051516	0.54621	0.05217	0.32122	0.15483	0.21635	0.042404	0.048151	0.332	0.10638	0.19074	0.48362
Meth__cg02017109__WDR41	0.29399	0.051908	0.84729	0.48982	0.91374	0.44898	0.60056	0.3745	0.13278	0.83086	0.8099	0.078403	0.20626	0.49083	0.82836	0.072883	0.078308	0.10622	0.74782	0.084459	0.55432	0.12614	0.71407	0.11573	0.056862	0.90665	0.12345	0.55226	0.31975	0.37241	0.6732
Meth__cg11037787__PLA2G2A	0.061681	0.054913	0.073241	0.11081	0.78775	0.27644	0.65152	0.45875	0.82123	0.61322	0.72965	0.055991	0.79276	0.86427	0.68594	0.096516	0.35543	0.41626	0.47242	0.088079	0.28964	0.17341	0.40298	0.072742	0.86431	0.82444	0.13951	0.15997	0.19405	0.093644	0.083798
RS_G7026__NGF__NGF	0	0	0	0.44039	8.2263	0	1.5055	0	0	3.456	0.41902	0	7.7309	6.0518	0	7.9757	1.5749	0	0	0.80236	4.6169	0	0	0	4.7581	0.80466	3.4721	0	0	0	0
Meth__cg14724364__KCNJ11	0.050833	0.056696	0.071627	0.0671	0.069813	0.074212	0.063464	0.068083	0.13636	0.12576	0.096767	0.045861	0.059724	0.065416	0.15746	0.090037	0.057323	0.066432	0.062023	0.051171	0.13435	0.071683	0.14371	0.065344	0.0733	0.069788	0.040279	0.0878	0.12784	0.067682	0.064764
