Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HCC1143	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Meth__cg19703610__DSCAML1	0.069692	0.24812	0.2232	0.37245	0.85778	0.11697	0.81196	0.053586	0.86234	0.44318	0.72734	0.13115	0.10846	0.35461	0.18387	0.77046	0.53758	0.043074	0.18443	0.84052	0.11507	0.85151	0.2882	0.12175	0.43823	0.039375	0.62244	0.079134	0.046689	0.29074
Meth__cg03920233__DOC2A	0.038825	0.070667	0.065445	0.036604	0.079686	0.049627	0.085269	0.049063	0.69988	0.30874	0.56059	0.064812	0.75283	0.05448	0.09877	0.226	0.032681	0.037969	0.02733	0.94697	0.092224	0.064042	0.15559	0.22252	0.29409	0.026657	0.58425	0.055605	0.062358	0.052394
Meth__cg24408313__BCL2	0.092924	0.26644	0.05112	0.10681	0.89925	0.072043	0.85645	0.044376	0.88951	0.86823	0.75592	0.12655	0.89026	0.91772	0.6388	0.68451	0.07515	0.1425	0.1239	0.90598	0.066455	0.08786	0.20824	0.50751	0.63588	0.044232	0.16185	0.08773	0.45824	0.070443
Meth__cg22085335__KCNF1	0.032211	0.030268	0.040613	0.032174	0.87547	0.04045	0.12298	0.031099	0.045822	0.044732	0.12482	0.030769	0.042101	0.04415	0.059556	0.26687	0.042747	0.075277	0.037885	0.29105	0.037592	0.59915	0.040237	0.047174	0.045532	0.041855	0.13647	0.051467	0.036041	0.041373
Meth__cg09014354__NEUROD4	0.11231	0.1056	0.094961	0.080422	0.18044	0.1043	0.34659	0.11854	0.69338	0.73517	0.30586	0.06759	0.11733	0.25449	0.25237	0.21417	0.12233	0.070987	0.12479	0.69354	0.10052	0.81176	0.085323	0.10218	0.12418	0.085543	0.090715	0.12095	0.06849	0.088059
Meth__cg07033083__NSUN5C	0.096948	0.015998	0.055129	0.02405	0.14093	0.022408	0.24338	0.023407	0.21729	0.06594	0.10433	0.13149	0.038041	0.069707	0.0935	0.19238	0.044791	0.045916	0.1227	0.23847	0.11513	0.026985	0.022702	0.039464	0.086762	0.025874	0.015979	0.019928	0.017454	0.055679
Meth__cg13756879__IGF2	0.041981	0.026439	0.044643	0.026202	0.62157	0.24536	0.80555	0.035355	0.76613	0.87634	0.39144	0.038892	0.036356	0.037971	0.13813	0.07572	0.7575	0.15088	0.79324	0.90291	0.046713	0.78247	0.054709	0.038643	0.025954	0.024335	0.21551	0.065348	0.12218	0.031401
Meth__cg27560292__TAF10	0.073045	0.10904	0.19076	0.18066	0.093559	0.10337	0.16974	0.28585	0.69145	0.78546	0.28444	0.16406	0.10928	0.088142	0.072573	0.32015	0.20747	0.35461	0.37552	0.55305	0.63949	0.49239	0.27938	0.044828	0.063535	0.18547	0.53522	0.10171	0.14944	0.076317
Meth__cg21602520__BCL2	0.046958	0.077954	0.24149	0.33085	0.96633	0.066128	0.26622	0.044701	0.94333	0.93871	0.94708	0.49335	0.92554	0.92762	0.74503	0.57908	0.046838	0.038996	0.41431	0.94754	0.060168	0.91319	0.069498	0.45537	0.93335	0.87083	0.95928	0.57398	0.57608	0.082738
RS_G10056__ADAMTS1__ADAMTS1	0.40649	0.19684	2.7451	4.6542	9.1222	3.9788	5.5768	7.1431	5.8779	3.0483	2.3121	3.8107	6.6168	5.8881	3.6986	9.0055	0.26857	2.8343	3.8711	3.8867	5.6499	6.545	0	2.307	6.9795	5.0715	1.1737	1.1843	1.2481	4.9621
Meth__cg12370791__HOXB9	0.34479	0.028534	0.17302	0.037395	0.34969	0.1054	0.26853	0.024994	0.094058	0.093623	0.12933	0.27199	0.18192	0.021081	0.13737	0.031686	0.077256	0.90628	0.20277	0.3862	0.035321	0.90602	0.083138	0.023935	0.029979	0.026017	0.2992	0.048442	0.029315	0.10574
RS_G3861__SCGB2A2__SCGB2A2	13.9607	7.2469	8.4444	3.1721	0	5.1291	2.0737	7.7127	0	0.67662	0	0	0	0	0.75343	0	2.7482	1.1297	9.2795	0	12.9283	1.2589	9.6874	0	0	16.6899	11.1134	0	10.6074	14.5809
Meth__cg07536920__RORB	0.035781	0.028295	0.033542	0.031609	0.29402	0.041737	0.28528	0.05007	0.045113	0.25119	0.31998	0.037421	0.055932	0.22938	0.082641	0.043156	0.05659	0.075448	0.045746	0.059564	0.031628	0.16958	0.10619	0.031482	0.031146	0.036375	0.44076	0.083344	0.037481	0.032746
Meth__cg22415432__PCDH11Y	0.11731	0.074969	0.060866	0.066637	0.62646	0.06784	0.51093	0.072249	0.24448	0.15379	0.11567	0.074556	0.050177	0.1542	0.10672	0.11562	0.075869	0.50108	0.073306	0.8277	0.062433	0.59143	0.079309	0.061623	0.089161	0.073087	0.69036	0.15309	0.090701	0.065877
RS_G8293__SLC39A6__SLC39A6	8.8456	6.3258	9.5638	10.7022	7.7275	8.8921	7.7677	7.6195	7.5903	5.996	7.6826	8.0269	7.5728	9.5847	8.0305	7.5875	12.8675	9.3944	5.8965	7.7396	8.3482	7.0986	7.6205	5.2143	7.2234	6.1811	7.7701	7.9828	8.4218	10.7897
RS_G13766__MUCL1__MUCL1	8.2971	9.2684	12.3825	10.0828	0	8.4661	0	5.344	1.4703	2.4156	8.9393	4.3595	0	0	5.508	0	7.7859	7.1029	9.5099	0	13.1852	9.8025	9.1199	1.9667	0.85403	14.8568	13.9402	2.6873	12.0261	11.3802
Meth__cg11189837__ADAMTS1	0.5585	0.048319	0.49629	0.089054	0.94082	0.064714	0.73061	0.45826	0.078378	0.12498	0.42212	0.05161	0.9501	0.055038	0.11468	0.93178	0.077026	0.81465	0.073591	0.66616	0.071801	0.41948	0.092042	0.047369	0.055498	0.0471	0.80547	0.67693	0.38024	0.066054
RS_G4225__SPARC__SPARC	0.1343	0.14978	0.094438	0.083816	14.1217	2.1509	6.2713	0.11392	4.201	6.6944	2.2353	0	11.9638	11.47	4.5495	13.0059	0.63481	5.5294	3.5813	6.8619	0.63899	1.2224	0	6.5885	3.3867	0	0	0	0.40268	0.4355
Meth__cg12422450__CHGA	0.91297	0.052816	0.25781	0.25657	0.94344	0.82512	0.70627	0.26713	0.85435	0.94906	0.93233	0.10376	0.056644	0.095113	0.073171	0.88068	0.86682	0.96117	0.31083	0.9442	0.9558	0.94551	0.076451	0.04291	0.69823	0.059466	0.87968	0.10713	0.29006	0.56087
Meth__cg21602160__AOC3	0.11882	0.10507	0.52162	0.085511	0.34316	0.16892	0.82081	0.18767	0.29037	0.78503	0.27364	0.12308	0.20615	0.44181	0.16472	0.073569	0.14726	0.69782	0.21367	0.32335	0.31855	0.24326	0.10149	0.12325	0.28906	0.10513	0.14666	0.056917	0.14286	0.11211
RS_G10899__PERLD1__PERLD1	7.7632	10.8788	10.843	8.1343	5.7015	7.023	5.4851	6.7597	1.9356	4.808	11.5693	10.3273	7.3482	6.5941	7.0206	5.8111	5.7895	6.5318	7.7669	5.3794	9.638	8.0489	10.3657	5.6013	6.5852	14.7454	5.4877	7.267	11.6018	7.3184
RS_G13473__C18orf4__C18orf4	2.916	0.19285	1.8636	0.81516	6.8813	2.0898	3.5813	0.85351	1.2471	0.70224	0.051857	2.0646	2.9336	0.30277	0.5877	5.6726	0.83484	5.3935	0.6096	3.6129	0.593	0.79273	0.074512	4.3534	3.7589	0.58445	3.8849	0.37249	0.51605	1.2527
Meth__cg06630567__AMBP	0.060551	0.045937	0.62034	0.12004	0.91838	0.046955	0.96103	0.91101	0.73781	0.9312	0.89558	0.045827	0.74209	0.77212	0.095961	0.09228	0.94774	0.84749	0.78194	0.84774	0.042518	0.37785	0.14407	0.80315	0.5388	0.042245	0.086604	0.4545	0.058747	0.48146
Meth__cg13346411__CCKBR	0.066818	0.14756	0.15095	0.057127	0.73007	0.9136	0.62445	0.078036	0.68153	0.17572	0.93559	0.090783	0.17702	0.10921	0.21587	0.56685	0.62304	0.35734	0.062098	0.92842	0.1005	0.93111	0.12328	0.083161	0.12615	0.074848	0.61887	0.10122	0.095787	0.080483
Meth__cg06379754__CACNA2D1	0.040611	0.083201	0.042072	0.034305	0.55811	0.11022	0.0319	0.031134	0.25625	0.50436	0.10849	0.15157	0.13467	0.062907	0.30513	0.18495	0.065049	0.35324	0.092937	0.054598	0.032684	0.38779	0.16846	0.028379	0.053558	0.042189	0.72111	0.076806	0.092366	0.03368
Meth__cg03475172__USP6NL	0.074178	0.1597	0.23973	0.0503	0.74547	0.19023	0.88775	0.070683	0.58999	0.64735	0.38526	0.08425	0.84397	0.73103	0.257	0.51561	0.087166	0.21099	0.16908	0.36386	0.21553	0.2692	0.16346	0.85841	0.37261	0.089666	0.26178	0.21812	0.081212	0.14298
RS_G6735__POPDC3__POPDC3	0.57665	0.54819	0	1.155	5.5701	0	5.6997	1.6638	9.4619	3.2583	5.1209	0.49723	5.0981	5.9485	5.433	2.9252	1.0232	0.71731	3.294	5.9295	0.20004	0	2.4234	4.7089	4.6043	3.7261	6.8346	0.44169	0.34616	0
RS_G14281__AMZ1__AMZ1	4.3637	2.5402	1.9577	6.2024	0	0.80029	0.097203	7.2086	0.50476	3.3	0.55233	2.0374	0.33663	2.2512	0	1.4567	4.4576	5.0749	1.1402	0.26129	5.3051	0.82924	1.2553	1.7794	3.5693	2.3375	0.50673	7.1278	7.3871	5.9031
Meth__cg12261786__C10orf116	0.055192	0.076407	0.086654	0.25183	0.79058	0.059696	0.35098	0.095511	0.85332	0.32231	0.23151	0.1329	0.60708	0.31703	0.51424	0.80352	0.49166	0.10206	0.16026	0.80206	0.08272	0.26357	0.13282	0.77301	0.71877	0.040245	0.046875	0.096252	0.065994	0.15557
Meth__cg12717594__RECK	0.78094	0.021486	0.96573	0.87044	0.02557	0.97028	0.025007	0.40315	0.022386	0.020081	0.62513	0.77331	0.021548	0.030148	0.20877	0.022356	0.96537	0.96434	0.030898	0.051069	0.96918	0.94615	0.15682	0.019055	0.032157	0.96725	0.021989	0.78209	0.45582	0.96812
Meth__cg24562819__THBD	0.75312	0.41668	0.066778	0.028582	0.96842	0.35217	0.93703	0.041805	0.85146	0.99026	0.95926	0.070801	0.874	0.094072	0.17018	0.65726	0.39778	0.034267	0.35911	0.69162	0.053983	0.11432	0.20762	0.90826	0.38964	0.039963	0.81252	0.40764	0.032482	0.03365
Meth__cg19427610__WIF1	0.42098	0.042019	0.49931	0.04754	0.93744	0.73269	0.39167	0.046224	0.64442	0.33511	0.76213	0.035453	0.95207	0.061769	0.095274	0.21467	0.6568	0.9402	0.12035	0.95829	0.33212	0.94201	0.10636	0.042244	0.51929	0.033272	0.96181	0.34743	0.044572	0.5056
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.10243	0.11243	0.56876	0.087703	0.14438	0.12456	0.083176	0.47946	0.31429	0.49262	0.19627	0.268	0.2716	0.14835	0.057712	0.36097	0.16282	0.78959	0.067882	0.21007	0.1716	0.052229	0.074174	0.086717	0.088505	0.20277	0.12924	0.09515
Meth__cg21549904__GALNT7	0.034081	0.027035	0.035253	0.023071	0.025759	0.038874	0.030152	0.036769	0.024404	0.027972	0.027772	0.030847	0.029851	0.65966	0.035559	0.017852	0.033018	0.01897	0.017016	0.054953	0.042666	0.048196	0.038203	0.032977	0.018461	0.025563	0.014614	0.037274	0.049182	0.031349
Meth__cg13578400__RCD-8	0.07482	0.080184	0.1191	0.055658	0.050159	0.081506	0.078348	0.057755	0.095525	0.087025	0.064377	0.040084	0.055473	0.079391	0.12179	0.043551	0.10435	0.049276	0.045078	0.086742	0.11642	0.1344	0.078789	0.053187	0.050818	0.60152	0.047624	0.10116	0.064147	0.062942
Meth__cg06119575__TAL2	0.10012	0.072806	0.062783	0.063225	0.89841	0.10781	0.92706	0.078993	0.83141	0.69468	0.63483	0.064909	0.72825	0.91111	0.27867	0.52593	0.13725	0.1245	0.4417	0.79581	0.070991	0.35539	0.14488	0.87783	0.85709	0.075314	0.12467	0.31347	0.13239	0.14608
RS_G692__DKK3__DKK3	0.44322	0	0	0.54068	8.236	0.18041	2.3601	0.99415	0	1.443	0.084903	0.33102	3.855	7.9864	1.2245	6.1166	0	5.6363	1.0711	3.1985	0	0.7714	0	6.645	0.60379	0	0	0	0	0
Meth__cg11483915__SLC40A1	0.04591	0.034868	0.0403	0.043431	0.931	0.052955	0.10827	0.046828	0.043951	0.40902	0.26562	0.031554	0.91051	0.0467	0.066902	0.39573	0.94573	0.68904	0.047566	0.41606	0.043303	0.078853	0.045952	0.31153	0.19438	0.031211	0.41378	0.13875	0.050207	0.048421
RS_G6305__ARHGEF6__ARHGEF6	3.6158	2.0595	1.7338	3.0204	0.092084	2.9368	0.53229	1.4984	2.8263	2.7223	2.0664	3.2294	2.1888	4.0055	5.1471	1.2646	2.4823	3.8895	2.6284	2.306	0.65311	1.2642	3.7053	3.8696	0.17625	4.3437	7.2125	4.8643	3.6378	3.4944
RS_G5788__IL1B__IL1B	0.14002	0.15613	0.3529	0	0	0	0.51627	0.44092	0.75842	5.5354	1.8106	0	3.1962	2.2418	2.2872	1.4549	0.16985	0.17979	0	2.9735	0	1.1158	0	0	3.2621	0	0	0	0	0
RS_G13039__MT1E__MT1E	0.46681	1.1873	0	0	0.55979	0	3.0392	8.2657	8.7515	4.4369	0	0	9.6024	9.0759	1.332	9.3513	0.30908	6.225	3.6842	10.5635	1.0982	2.431	0	11.4032	10.0631	0.97053	11.6174	0	3.5478	4.0503
Meth__cg18992688__AVPR1B	0.11084	0.050239	0.52613	0.15652	0.79974	0.77234	0.84798	0.11804	0.77321	0.17385	0.86822	0.052814	0.79552	0.18285	0.16985	0.059799	0.47976	0.59587	0.75665	0.7129	0.13055	0.61517	0.061016	0.049234	0.089084	0.049952	0.77751	0.14198	0.14907	0.22689
Meth__cg00247489__CR2	0.033014	0.040394	0.037051	0.016815	0.68663	0.51459	0.63859	0.032683	0.49381	0.039196	0.17671	0.033235	0.71646	0.031371	0.051122	0.043415	0.23036	0.093653	0.023202	0.67417	0.028066	0.71134	0.07141	0.029978	0.028856	0.033727	0.35461	0.053524	0.021581	0.020406
Meth__cg10364513__RXRG	0.19848	0.042288	0.21699	0.056336	0.95135	0.73901	0.98419	0.051935	0.70508	0.19318	0.96354	0.060505	0.61707	0.24076	0.27146	0.3159	0.14545	0.96522	0.034834	0.93203	0.54192	0.54939	0.079117	0.22745	0.45531	0.041838	0.94798	0.071121	0.062047	0.19249
Meth__cg23410627__CH25H	0.16686	0.050078	0.33952	0.3956	0.62966	0.47918	0.3827	0.058414	0.55094	0.84985	0.79756	0.04502	0.88582	0.055145	0.25632	0.86562	0.17741	0.42226	0.17147	0.40902	0.21704	0.50919	0.16451	0.19503	0.045523	0.037071	0.77874	0.27431	0.37751	0.27841
Meth__cg08108311__WNK4	0.065682	0.025472	0.51977	0.03664	0.15725	0.038513	0.98097	0.038284	0.037218	0.96865	0.96836	0.9804	0.97857	0.73925	0.15596	0.97216	0.039776	0.028179	0.32397	0.94317	0.58244	0.95082	0.10018	0.35941	0.97865	0.67316	0.94778	0.68901	0.045993	0.76413
Meth__cg18153124__KCNQ3	0.043802	0.039059	0.05436	0.028558	0.94589	0.11557	0.93726	0.041507	0.096636	0.22285	0.41368	0.065709	0.048995	0.34205	0.069701	0.057466	0.045316	0.033445	0.29779	0.66296	0.5132	0.9209	0.12012	0.036647	0.33917	0.031342	0.11592	0.065828	0.043749	0.045263
Meth__cg05650171__PFDN2	0.14681	0.019972	0.3404	0.044423	0.9392	0.035593	0.069729	0.03233	0.15523	0.74829	0.052499	0.039392	0.18963	0.55892	0.024454	0.68593	0.061155	0.10986	0.67544	0.87246	0.040694	0.12513	0.036346	0.043486	0.81955	0.021285	0.038284	0.056529	0.53056	0.073029
Meth__cg25553916__FLJ22318	0.089485	0.11383	0.18897	0.20191	0.71702	0.14667	0.33907	0.16439	0.44825	0.69358	0.21934	0.080068	0.20196	0.29046	0.1814	0.85917	0.091174	0.12542	0.16411	0.65092	0.093989	0.18641	0.17264	0.32593	0.49938	0.14055	0.11189	0.12436	0.1739	0.087772
RS_G835__GNA15__GNA15	1.2334	0.21489	0.37624	0	0.43131	0	2.4189	0.32327	0.21659	5.6862	2.9916	0.43841	0.54819	0.52322	5.7739	0.77707	0	1.56	6.699	7.4091	1.7814	0.4093	0	0.58613	6.8932	0	0	0.69439	0.16463	0
RS_G1696__AKR1B1__AKR1B1	1.6658	3.0827	2.2074	1.2461	8.3908	0	0.9276	7.6641	9.1769	10.7386	3.4039	4.8033	10.1457	10.6783	12.3341	10.3571	0	1.8295	10.5974	10.1671	2.5479	1.3236	1.821	9.0595	11.5065	3.0981	3.3056	0	0	4.7219
Meth__cg20632573__SLC6A5	0.023414	0.018858	0.32773	0.023957	0.093084	0.040033	0.1384	0.04042	0.90777	0.44652	0.11321	0.025002	0.062084	0.023897	0.067528	0.018478	0.020222	0.17833	0.036913	0.063364	0.026063	0.29525	0.033363	0.029916	0.029574	0.021479	0.044962	0.01628	0.41264	0.024328
Meth__cg24272559__LOC116123	0.069585	0.060052	0.14199	0.13048	0.58204	0.30614	0.75531	0.1159	0.82939	0.26026	0.14388	0.22478	0.78887	0.5846	0.11879	0.11105	0.1105	0.23836	0.084615	0.35921	0.14542	0.34294	0.07621	0.32274	0.15471	0.077178	0.28251	0.2039	0.085604	0.12295
Meth__cg16994506__CCND2	0.94714	0.045464	0.05003	0.071134	0.92732	0.93287	0.95175	0.94728	0.95414	0.91823	0.76345	0.92013	0.028732	0.046373	0.056434	0.21445	0.95761	0.93986	0.95317	0.8593	0.65061	0.88022	0.54414	0.0469	0.34988	0.045961	0.96063	0.056442	0.62123	0.65111
RS_G9624__KCTD14__KCTD14	1.3345	0	1.3939	0.15538	1.2875	0	1.4303	0.39689	4.2721	4.9359	1.9413	0.53673	6.991	6.1103	3.674	4.8691	1.2413	6.1017	6.5793	8.2157	0.66947	0	0	1.3039	0	0	2.9725	2.6382	0	0
Meth__cg02838492__KIF12	0.036195	0.063233	0.61455	0.048227	0.96852	0.052254	0.96362	0.042802	0.95791	0.92256	0.94723	0.068182	0.95485	0.97149	0.51175	0.96503	0.58426	0.2093	0.1275	0.91032	0.05071	0.94632	0.14717	0.6588	0.97778	0.051838	0.028466	0.064142	0.07434	0.74537
Meth__cg19986872__ACSL6	0.037806	0.035998	0.15038	0.091602	0.48238	0.1317	0.49625	0.031891	0.23049	0.114	0.33385	0.12072	0.051341	0.068765	0.12352	0.032297	0.20992	0.33489	0.25652	0.89815	0.030504	0.25136	0.07564	0.024369	0.20675	0.089386	0.68823	0.051168	0.31128	0.25157
Meth__cg10637955__BZW1	0.080689	0.11292	0.089162	0.077322	0.51682	0.10842	0.82678	0.092246	0.26583	0.17802	0.29808	0.062484	0.23859	0.076036	0.18211	0.076964	0.096204	0.11357	0.08274	0.1291	0.092226	0.25092	0.16842	0.065464	0.44912	0.071082	0.096885	0.2308	0.10483	0.074021
RS_G16371__NOG__NOG	1.0519	0	2.2697	0	2.4767	0.38977	5.9809	0	5.9691	4.4078	2.8449	0	1.7954	0.37246	0	1.2498	0.67981	0.39325	1.9775	4.0505	0.28562	0	0	4.5948	2.2238	1.4442	2.1665	0	0.68639	1.1986
Meth__cg14049461__GRID2	0.44906	0.046197	0.10456	0.079894	0.069112	0.12034	0.13605	0.054656	0.11456	0.14886	0.39007	0.064126	0.091005	0.047456	0.17448	0.34323	0.089963	0.8788	0.29234	0.43916	0.056239	0.47544	0.080217	0.04893	0.066667	0.053601	0.5554	0.14643	0.065078	0.060097
RS_G18078__SH2D5__SH2D5	0.21811	2.3234	1.2762	2.4179	5.7967	1.1809	4.2305	1.4472	5.1697	4.7174	0.25198	1.0908	3.3957	4.006	0.24591	5.9778	1.5134	2.4549	1.9279	4.9347	1.5129	0.72962	0	8.9352	3.609	0.23661	0.88422	0.72472	1.7876	0.20018
Meth__cg00514407__SERPINE2	0.58217	0.033351	0.63094	0.55902	0.95539	0.8139	0.66957	0.068034	0.45585	0.46366	0.91599	0.058593	0.88727	0.51229	0.10008	0.94061	0.35856	0.7474	0.63541	0.76788	0.058328	0.28167	0.065276	0.14975	0.036565	0.032978	0.93854	0.12583	0.24051	0.29509
Meth__cg16352283__FAM46B	0.048601	0.050233	0.22418	0.080369	0.94352	0.040625	0.057235	0.93356	0.93061	0.80613	0.89438	0.58123	0.73213	0.75608	0.4166	0.66037	0.86939	0.15292	0.23661	0.86342	0.20273	0.092813	0.060462	0.13095	0.19804	0.054943	0.027302	0.054619	0.061028	0.41939
Meth__cg15095327__IL17RE	0.043641	0.050845	0.048744	0.047566	0.83814	0.069404	0.11624	0.055282	0.75355	0.08564	0.10955	0.086027	0.054397	0.794	0.10376	0.48599	0.38583	0.86714	0.05485	0.52734	0.062282	0.77963	0.098734	0.35929	0.23003	0.041318	0.063932	0.084012	0.054134	0.057524
Meth__cg21331821__ZSCAN1	0.92526	0.027893	0.056944	0.041584	0.046315	0.22248	0.83473	0.050751	0.91472	0.048417	0.69691	0.67798	0.88785	0.034463	0.12479	0.033978	0.070351	0.045114	0.95587	0.83739	0.042555	0.875	0.12563	0.037137	0.91095	0.032367	0.89078	0.15087	0.42474	0.032354
Meth__cg04394967__RDH12	0.10447	0.034143	0.60722	0.11977	0.093908	0.11532	0.91458	0.19556	0.84854	0.27881	0.48499	0.072333	0.19489	0.097137	0.066573	0.064413	0.14895	0.59059	0.060387	0.62245	0.12359	0.46441	0.055994	0.053012	0.27295	0.029023	0.22437	0.15966	0.16559	0.22427
Meth__cg19224837__GSC	0.02	0.019276	0.021441	0.015248	0.85176	0.02875	0.98193	0.022954	0.027655	0.022564	0.082629	0.036612	0.051783	0.024256	0.047767	0.058909	0.022751	0.030956	0.016712	0.95346	0.021332	0.2785	0.073118	0.024932	0.026849	0.021094	0.052714	0.11116	0.029034	0.025353
Meth__cg12382902__CCND2	0.97477	0.014984	0.07162	0.087623	0.97217	0.96391	0.97836	0.9516	0.97085	0.97303	0.75998	0.82134	0.015948	0.023693	0.043749	0.42182	0.96767	0.95917	0.96857	0.93317	0.59793	0.95599	0.43183	0.01428	0.055846	0.020913	0.98444	0.069026	0.51028	0.83481
Meth__cg02551396__JPH2	0.028533	0.031363	0.37793	0.088274	0.022883	0.68567	0.035014	0.025352	0.023076	0.021135	0.070173	0.030495	0.026398	0.02623	0.045887	0.022569	0.89965	0.49487	0.026491	0.027605	0.17768	0.36801	0.048439	0.028486	0.019049	0.021973	0.021251	0.028019	0.029047	0.18968
Meth__cg23503501__RIBC2	0.060055	0.094974	0.040833	0.027809	0.33056	0.046689	0.48071	0.042076	0.047087	0.090665	0.14866	0.031741	0.33503	0.031644	0.053699	0.060678	0.041824	0.30391	0.36515	0.058598	0.036693	0.065549	0.19894	0.03548	0.14301	0.018186	0.02599	0.083089	0.037592	0.063898
Meth__cg22161476__FSTL5	0.90636	0.022068	0.66574	0.020224	0.61909	0.03125	0.89753	0.027152	0.11913	0.093417	0.057291	0.54237	0.056675	0.083276	0.044672	0.60865	0.021166	0.19785	0.024464	0.33187	0.10485	0.73716	0.037443	0.019639	0.35734	0.021698	0.026406	0.048183	0.021222	0.025821
Meth__cg22100821__SCRT2	0.38328	0.15567	0.38015	0.063457	0.44778	0.74742	0.59389	0.84827	0.09131	0.77864	0.52195	0.32799	0.49447	0.27299	0.037945	0.029044	0.085141	0.2099	0.10302	0.81877	0.16821	0.93875	0.10887	0.031444	0.036178	0.040425	0.83559	0.014746	0.054076	0.047812
Meth__cg20053158__ASCL1	0.024471	0.029556	0.028594	0.030979	0.79897	0.9501	0.54026	0.13417	0.5392	0.44728	0.6244	0.029982	0.033142	0.38499	0.04759	0.025454	0.027263	0.052077	0.03138	0.90807	0.35407	0.91996	0.026482	0.033175	0.04463	0.024386	0.39919	0.072809	0.031811	0.026342
RS_G18787__SERPINB2__SERPINB2	0	0	0	0	1.1115	0	3.2226	0	0.68625	7.0426	1.6439	0	3.9413	0.41102	8.0819	6.2158	0	0	0.75171	0.56362	0	0.38777	0	0	4.3306	3.1332	0	0	0	2.543
Meth__cg00158308__OXGR1	0.33312	0.11737	0.55966	0.048988	0.71999	0.1551	0.88676	0.05165	0.43885	0.2134	0.81235	0.18683	0.88044	0.17999	0.17633	0.055057	0.057046	0.79558	0.030435	0.74465	0.11782	0.10607	0.11299	0.2942	0.44055	0.059453	0.63847	0.047491	0.076068	0.051324
RS_G7014__HMGCS2__HMGCS2	3.2458	4.7467	9.5647	0	0	2.0295	0	1.1194	0	0.66734	0	3.1984	0	0	0	0	1.2016	2.2865	4.1494	1.5586	8.5555	0	3.6267	0	0	4.2566	4.6803	5.0264	7.5799	4.8179
Meth__cg26196700__SORD	0.037724	0.040032	0.44842	0.048321	0.036282	0.046209	0.03503	0.044398	0.033939	0.030844	0.042089	0.027314	0.041088	0.040197	0.10184	0.038588	0.050768	0.048032	0.028876	0.06655	0.47007	0.066187	0.080289	0.038564	0.030627	0.034372	0.042172	0.083424	0.043981	0.041243
Meth__cg09539438__NTRK2	0.026261	0.02504	0.061234	0.019481	0.76229	0.025229	0.03363	0.025004	0.70576	0.028097	0.045928	0.043432	0.22773	0.014601	0.040628	0.020635	0.034213	0.031497	0.036534	0.94425	0.028781	0.96782	0.029482	0.019351	0.019639	0.022519	0.054516	0.038093	0.0332	0.022999
Meth__cg13526007__LRFN5	0.44371	0.053142	0.22045	0.054878	0.077474	0.42909	0.74563	0.066157	0.81977	0.85844	0.75084	0.84123	0.61867	0.1192	0.27837	0.069556	0.49383	0.29434	0.15479	0.69951	0.071872	0.37485	0.12695	0.055329	0.38422	0.062457	0.11578	0.52229	0.06346	0.10288
Meth__cg07109801__C3orf60	0.22273	0.64961	0.32833	0.16563	0.8661	0.31254	0.4125	0.41412	0.17054	0.82286	0.3617	0.65655	0.64044	0.19796	0.080306	0.43944	0.067425	0.19183	0.45428	0.49242	0.044177	0.067959	0.45998	0.031222	0.43852	0.23589	0.059252	0.060997	0.47998	0.040266
Meth__cg20576597__C21orf29	0.067139	0.045441	0.053281	0.043983	0.35809	0.049082	0.31696	0.039779	0.28866	0.095109	0.17717	0.035606	0.66102	0.12817	0.076881	0.053008	0.045291	0.2142	0.032569	0.40722	0.045869	0.16555	0.080703	0.060166	0.26799	0.03951	0.44812	0.1437	0.045718	0.057155
RS_G2077__IL11__IL11	3.4847	0.65823	0.84332	2.3378	1.8507	1.5802	1.6045	2.5485	1.9424	2.5019	2.4814	2.6961	0.99259	8.3724	1.1164	7.9127	1.2969	3.355	1.8068	7.0334	1.8519	1.8727	2.0687	1.0365	3.2079	0	1.221	0.34981	1.0126	1.2655
Meth__cg04237663__KCNV1	0.59131	0.67979	0.38549	0.041758	0.67394	0.90249	0.92558	0.72678	0.8313	0.68749	0.38854	0.80444	0.53246	0.12251	0.072309	0.22971	0.039588	0.076855	0.05812	0.81845	0.040701	0.73534	0.4905	0.40479	0.51562	0.041082	0.74084	0.24696	0.58094	0.60091
Meth__cg09637363__CCND1	0.080986	0.063358	0.15303	0.076728	0.87259	0.085539	0.68227	0.13425	0.57933	0.88598	0.45041	0.12935	0.66137	0.33031	0.14023	0.31323	0.15962	0.079203	0.32142	0.21876	0.1339	0.12074	0.11749	0.85268	0.84357	0.065378	0.087831	0.28873	0.33639	0.10812
Meth__cg02283643__SULF1	0.25368	0.069429	0.49212	0.53942	0.21488	0.31529	0.80124	0.062449	0.46246	0.090182	0.16534	0.15813	0.62216	0.055702	0.13797	0.40963	0.17895	0.514	0.61671	0.1801	0.19341	0.34305	0.062803	0.061692	0.37549	0.074007	0.23036	0.10671	0.10234	0.111
