Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	ZR751	ZR75B
Meth__cg19205533__RERG	0.080034	0.071619	0.90054	0.10324	0.076179	0.085362	0.089159	0.9405	0.15633	0.059321	0.083291	0.87919	0.078553	0.28746	0.067163	0.086627	0.83954	0.90528	0.10852	0.89972	0.08536	0.089117	0.88604	0.85054	0.087799	0.077937	0.2185	0.13651	0.63223	0.87596	0.87032	0.086164	0.076277	0.69639	0.1022	0.082123	0.089522
Meth__cg10677787__DHRS4L2	0.038523	0.40797	0.042059	0.58618	0.38455	0.81045	0.052247	0.16163	0.69267	0.34479	0.23078	0.044825	0.54986	0.54924	0.40649	0.45056	0.3491	0.033738	0.37548	0.032138	0.43481	0.5205	0.4679	0.075097	0.40488	0.0794	0.4887	0.39179	0.12391	0.050267	0.030475	0.18196	0.05099	0.40045	0.054617	0.25579	0.30728
Meth__cg20427879__EML2	0.084668	0.062063	0.09106	0.077227	0.064347	0.070743	0.061145	0.64792	0.06364	0.057543	0.059018	0.13275	0.10957	0.10724	0.067383	0.06005	0.091852	0.07354	0.10661	0.057999	0.051345	0.055848	0.08624	0.13366	0.066257	0.095526	0.13987	0.090937	0.070744	0.082316	0.082522	0.083515	0.069188	0.062398	0.08821	0.077884	0.074348
Meth__cg17183991__HS6ST3	0.019926	0.01986	0.41558	0.026712	0.016579	0.37627	0.027301	0.020152	0.028023	0.020908	0.017064	0.64565	0.18039	0.075976	0.014192	0.024855	0.020853	0.028618	0.046097	0.012338	0.011151	0.030567	0.028126	0.091599	0.018771	0.01896	0.044477	0.023741	0.027982	0.035957	0.036319	0.012167	0.033586	0.13086	0.085355	0.015488	0.020054
Meth__cg15659828__CHID1	0.031983	0.82973	0.91518	0.60429	0.18566	0.15583	0.86786	0.80978	0.24036	0.04156	0.63189	0.1185	0.25951	0.7647	0.7991	0.06873	0.24347	0.051726	0.1722	0.022345	0.88012	0.5906	0.81583	0.1285	0.90994	0.070723	0.080018	0.57824	0.49755	0.067502	0.10886	0.42256	0.21536	0.88394	0.10818	0.20056	0.41708
Meth__cg22862656__SCGB2A2	0.055845	0.047079	0.21466	0.24138	0.22013	0.70361	0.095397	0.90261	0.84339	0.37538	0.36142	0.87111	0.17338	0.22479	0.069192	0.32953	0.46196	0.671	0.090973	0.84613	0.13823	0.13718	0.91532	0.82923	0.129	0.082081	0.16283	0.054846	0.59018	0.30056	0.88767	0.45253	0.043506	0.146	0.12228	0.076393	0.074453
Meth__cg14225485__FAM84A	0.035872	0.040108	0.95981	0.19417	0.050691	0.16413	0.035364	0.3945	0.053771	0.045642	0.29565	0.045155	0.0389	0.063684	0.023037	0.044011	0.047031	0.040624	0.09931	0.43209	0.03401	0.042879	0.0344	0.89769	0.037098	0.070161	0.12569	0.037219	0.031341	0.031956	0.048533	0.025105	0.02765	0.03276	0.40935	0.13211	0.041124
Meth__cg07473175__AMIGO2	0.04225	0.043518	0.02678	0.057197	0.038041	0.03376	0.037565	0.30815	0.02472	0.049633	0.051827	0.8596	0.047224	0.082188	0.049438	0.39211	0.26337	0.25893	0.12306	0.043465	0.054569	0.044907	0.049553	0.080373	0.039247	0.064333	0.11935	0.11652	0.045313	0.03788	0.03696	0.81204	0.09379	0.12505	0.17572	0.047539	0.04433
Meth__cg23061578__SLC9A3	0.17977	0.04784	0.49812	0.57394	0.1292	0.50215	0.37704	0.13836	0.56478	0.62757	0.34284	0.6548	0.83315	0.44741	0.27133	0.44691	0.059699	0.083819	0.086964	0.03644	0.57872	0.78423	0.2679	0.22688	0.66509	0.084843	0.57464	0.086658	0.053345	0.046373	0.047315	0.051218	0.053634	0.090601	0.20124	0.22613	0.073716
Meth__cg08590939__OXCT1	0.052523	0.080204	0.048738	0.20992	0.85325	0.029701	0.91022	0.025918	0.041699	0.035581	0.91788	0.052928	0.037889	0.4535	0.6434	0.041804	0.034303	0.028064	0.051387	0.032012	0.92022	0.67333	0.057413	0.55231	0.19414	0.067456	0.051032	0.099256	0.035851	0.041438	0.029812	0.8242	0.025674	0.53131	0.83674	0.24821	0.90935
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.51019	0.90801	0.063655	0.41904	0.090787	0.11954	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.12529	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.18738	0.78979	0.12046	0.12932	0.35276	0.077756	0.81638	0.13609	0.11341	0.091017	0.20218	0.10478	0.18382	0.069981	0.077616
Meth__cg13880228__PRLR	0.06157	0.04724	0.1723	0.060223	0.056024	0.44852	0.064516	0.27366	0.054351	0.043466	0.060666	0.055828	0.080797	0.079894	0.042259	0.049156	0.055358	0.058298	0.16067	0.11135	0.051882	0.056143	0.053719	0.54225	0.05756	0.10183	0.12635	0.10891	0.052714	0.076667	0.058459	0.054068	0.047429	0.04466	0.12157	0.065649	0.068688
Meth__cg00540544__CSRP1	0.052805	0.58463	0.06892	0.034001	0.24706	0.61403	0.065253	0.020427	0.051289	0.60711	0.044918	0.55124	0.040902	0.12555	0.18352	0.58394	0.045583	0.036929	0.073306	0.025514	0.67469	0.56619	0.51533	0.059426	0.057306	0.070176	0.13616	0.11627	0.034514	0.036143	0.020131	0.6876	0.032311	0.13467	0.11392	0.055111	0.24582
Meth__cg15972294__GNAI2	0.077438	0.070063	0.82372	0.33056	0.24228	0.82205	0.077443	0.26163	0.11847	0.34573	0.14816	0.44704	0.29571	0.19859	0.62587	0.27158	0.42607	0.092855	0.21781	0.077046	0.12402	0.11298	0.10473	0.74432	0.28658	0.18712	0.13734	0.10903	0.057917	0.065859	0.16861	0.22998	0.13652	0.12359	0.13181	0.072899	0.20027
Meth__cg14076161__PRB4	0.80054	0.034035	0.084805	0.89734	0.59496	0.44413	0.31871	0.12999	0.49913	0.84462	0.05535	0.50081	0.088707	0.72004	0.68535	0.55778	0.060656	0.37077	0.077751	0.031414	0.50137	0.66576	0.14231	0.20053	0.46038	0.081729	0.40126	0.045195	0.3571	0.21757	0.025835	0.72461	0.031676	0.058098	0.050277	0.30579	0.17915
Meth__cg06979034__ARHGEF5	0.021493	0.01789	0.036095	0.033659	0.025289	0.50937	0.035116	0.39849	0.019612	0.024432	0.030558	0.018244	0.021561	0.048558	0.021771	0.034285	0.14298	0.048964	0.059896	0.024187	0.022577	0.036807	0.093043	0.65029	0.027691	0.022867	0.046853	0.019495	0.1494	0.031689	0.34537	0.02137	0.032327	0.028754	0.06999	0.034695	0.032827
Meth__cg02605634__WFDC10A	0.060182	0.047545	0.2121	0.67906	0.15634	0.17539	0.14257	0.33714	0.32319	0.49013	0.23202	0.50355	0.26863	0.27054	0.041215	0.33969	0.2108	0.38458	0.32938	0.17542	0.16363	0.089258	0.20047	0.13041	0.14552	0.15638	0.18431	0.10515	0.070575	0.90283	0.33283	0.15351	0.084002	0.3173	0.13596	0.21873	0.14834
Meth__cg12585943__PPT2	0.30865	0.57812	0.043019	0.90982	0.12722	0.066536	0.87001	0.041875	0.56367	0.91716	0.6522	0.035566	0.37036	0.87311	0.92696	0.74492	0.42026	0.03986	0.69158	0.034016	0.064466	0.41277	0.73601	0.070792	0.060277	0.14437	0.068714	0.64266	0.064709	0.048806	0.064034	0.83822	0.6102	0.83666	0.11384	0.16401	0.71513
Meth__cg06708560__DNAJC7	0.071429	0.031559	0.89851	0.21774	0.064516	0.63649	0.069133	0.6373	0.11491	0.14366	0.1883	0.10061	0.19576	0.49725	0.071889	0.12016	0.057344	0.070882	0.13435	0.070583	0.048626	0.092735	0.098871	0.732	0.54917	0.15994	0.24923	0.058684	0.088798	0.48798	0.14534	0.17766	0.18171	0.082068	0.26523	0.12352	0.06704
Meth__cg22468123__KLP1	0.04021	0.26022	0.04551	0.039799	0.025556	0.032821	0.039962	0.023246	0.046711	0.037409	0.049137	0.036493	0.025091	0.062229	0.03079	0.037383	0.040899	0.04425	0.063114	0.028384	0.25101	0.053472	0.067636	0.08345	0.041184	0.045974	0.065578	0.065499	0.030583	0.039414	0.032525	0.037362	0.03551	0.033413	0.08212	0.038738	0.041601
Meth__cg17347389__TRIM9	0.83369	0.73551	0.9246	0.92404	0.155	0.046816	0.88131	0.41728	0.05453	0.082559	0.23349	0.12795	0.5986	0.88072	0.14818	0.14051	0.073327	0.098344	0.095594	0.052662	0.82109	0.92548	0.083703	0.42154	0.47653	0.15796	0.79553	0.58316	0.052246	0.34666	0.12754	0.20498	0.1041	0.073657	0.06517	0.76646	0.80781
Meth__cg11185569__CHN2	0.086076	0.17877	0.39353	0.12892	0.039349	0.82314	0.12785	0.033445	0.11877	0.085441	0.040136	0.17822	0.077519	0.09655	0.034352	0.06319	0.044951	0.059057	0.15496	0.041787	0.45317	0.097331	0.10206	0.080089	0.087204	0.0467	0.13185	0.097366	0.035473	0.040411	0.047727	0.026123	0.035019	0.040719	0.10175	0.075059	0.071755
Meth__cg26926521__ADRA2A	0.028643	0.024719	0.96525	0.29924	0.027336	0.79937	0.03142	0.26703	0.42212	0.036201	0.040988	0.96532	0.15456	0.26808	0.020997	0.039666	0.62592	0.14563	0.085077	0.064451	0.58727	0.21922	0.037776	0.85723	0.038275	0.063349	0.25281	0.06935	0.041797	0.047346	0.053613	0.033772	0.031798	0.36997	0.071881	0.028469	0.039037
Meth__cg06385087__CTSZ	0.027811	0.067591	0.038488	0.041837	0.77845	0.49182	0.1994	0.034395	0.59265	0.89169	0.47671	0.69077	0.1198	0.030352	0.36165	0.55776	0.4386	0.027187	0.038879	0.020528	0.94259	0.94848	0.52254	0.10006	0.163	0.046032	0.58737	0.054617	0.026139	0.02193	0.024036	0.68424	0.027018	0.022763	0.05047	0.16232	0.060018
Meth__cg20291222__CAPS2	0.14991	0.12362	0.22727	0.77767	0.30081	0.1143	0.2283	0.2533	0.13413	0.57264	0.10885	0.43148	0.20505	0.15331	0.14427	0.45226	0.65286	0.1444	0.27861	0.13165	0.12176	0.12402	0.13359	0.2	0.14396	0.17216	0.24512	0.12871	0.46767	0.12484	0.13419	0.81426	0.10579	0.48055	0.20438	0.18571	0.1634
Meth__cg09413557__S100A6	0.030585	0.53436	0.03113	0.033124	0.14395	0.59541	0.039195	0.043715	0.034683	0.96267	0.57648	0.16096	0.017639	0.63744	0.53135	0.68515	0.10997	0.026498	0.058238	0.034959	0.66241	0.52445	0.038679	0.053248	0.033652	0.042419	0.47544	0.1352	0.029632	0.026279	0.023401	0.46684	0.02607	0.028008	0.031213	0.27423	0.15056
Meth__cg23996306__DARS	0.032566	0.026637	0.034935	0.038112	0.033938	0.3613	0.033606	0.053495	0.030145	0.06538	0.035018	0.19293	0.058923	0.054117	0.029699	0.078364	0.14689	0.045932	0.05902	0.030442	0.036933	0.026396	0.04332	0.1134	0.04326	0.086711	0.092775	0.091237	0.041852	0.029707	0.044585	0.06718	0.026153	0.024959	0.04615	0.041037	0.35959
Meth__cg23065097__FKBP1B	0.080626	0.067095	0.8455	0.089689	0.079489	0.57347	0.096726	0.14625	0.1825	0.46334	0.062081	0.11079	0.90563	0.5604	0.039113	0.31625	0.65134	0.099288	0.1503	0.26283	0.081333	0.27336	0.056271	0.92466	0.1331	0.093801	0.22944	0.098603	0.040276	0.083467	0.50138	0.68165	0.080904	0.7767	0.27636	0.10819	0.67912
Meth__cg03648823__ZNF643	0.053371	0.055915	0.066141	0.049226	0.044236	0.043183	0.41114	0.058503	0.076471	0.036145	0.04901	0.042538	0.05401	0.32897	0.048238	0.046804	0.060507	0.039139	0.079785	0.051943	0.059189	0.066992	0.060898	0.09404	0.060462	0.093141	0.14556	0.10519	0.045696	0.034837	0.052729	0.042863	0.040298	0.039607	0.14041	0.070898	0.069649
Meth__cg21094669__GLRA3	0.11664	0.12048	0.59929	0.53343	0.098651	0.50497	0.12933	0.5605	0.85795	0.14841	0.14949	0.23274	0.37504	0.21743	0.076367	0.14237	0.19167	0.14086	0.18052	0.23404	0.093999	0.116	0.12344	0.43661	0.11295	0.16218	0.73855	0.10473	0.14913	0.098868	0.095742	0.11095	0.09602	0.65366	0.21843	0.3929	0.38598
Meth__cg08355944__SLC37A3	0.058393	0.067359	0.059758	0.12711	0.35251	0.047651	0.41482	0.067648	0.040433	0.054383	0.10565	0.042742	0.056496	0.12987	0.072065	0.061758	0.044194	0.043421	0.092842	0.035493	0.20809	0.21838	0.061436	0.069736	0.20021	0.11499	0.25175	0.097029	0.035892	0.027137	0.035159	0.067025	0.068417	0.052139	0.12033	0.18169	0.1227
Meth__cg11930592__MSX1	0.036783	0.039602	0.37875	0.04712	0.030736	0.025955	0.051947	0.055254	0.19589	0.037481	0.027184	0.041521	0.03152	0.81128	0.70876	0.049896	0.062348	0.036348	0.086171	0.028958	0.51094	0.50152	0.043789	0.8832	0.052664	0.047887	0.88981	0.061697	0.034211	0.065875	0.027271	0.036191	0.018973	0.02303	0.071598	0.038462	0.037999
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.53849	0.070442	0.058505	0.87108	0.091855	0.38009	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.25247	0.12645	0.31737	0.27054	0.090243	0.10296	0.91991	0.053366	0.19303	0.21305	0.076611	0.080719	0.17186	0.30642	0.054943	0.07369	0.46478	0.13727	0.090965	0.073603
Meth__cg25584626__LOC51334	0.018906	0.022715	0.59299	0.015538	0.01467	0.016984	0.56912	0.043252	0.028053	0.018883	0.021596	0.022285	0.023877	0.12917	0.017961	0.018527	0.017703	0.015171	0.093406	0.018746	0.35933	0.042085	0.017095	0.039441	0.031778	0.027834	0.07518	0.035506	0.014438	0.014384	0.014915	0.022123	0.018532	0.017871	0.065684	0.029722	0.02172
Meth__cg27607639__UNC119	0.059134	0.062711	0.98007	0.051102	0.028318	0.026519	0.042364	0.020809	0.032349	0.025893	0.032571	0.039222	0.026794	0.60695	0.54895	0.035223	0.035091	0.024776	0.045208	0.027463	0.026247	0.045817	0.061057	0.11956	0.53555	0.044891	0.098624	0.056201	0.029246	0.024466	0.028312	0.022038	0.63841	0.024717	0.047171	0.059298	0.03717
Meth__cg04991214__PFDN2	0.41668	0.094997	0.16897	0.76353	0.23497	0.94325	0.054593	0.93205	0.43365	0.044805	0.087019	0.55952	0.88306	0.32682	0.1261	0.101	0.67905	0.95165	0.078295	0.93395	0.217	0.22655	0.94144	0.9228	0.11169	0.41733	0.11834	0.11401	0.38861	0.90557	0.93152	0.45882	0.035888	0.24443	0.40544	0.25074	0.1899
Meth__cg23455517__BCAT2	0.058567	0.045972	0.073102	0.64496	0.57774	0.96027	0.052326	0.93048	0.042753	0.95862	0.11604	0.069882	0.69837	0.9339	0.54407	0.79729	0.82719	0.68672	0.099953	0.30832	0.051161	0.058851	0.06738	0.073843	0.051393	0.086912	0.077408	0.061768	0.051163	0.047472	0.7062	0.13054	0.049155	0.89123	0.16459	0.18254	0.085749
Meth__cg25946952__KIAA0773	0.078421	0.048303	0.096353	0.052314	0.056701	0.25146	0.066791	0.14837	0.047229	0.069721	0.0707	0.31616	0.31171	0.14341	0.037574	0.074627	0.057324	0.074431	0.08089	0.077192	0.045949	0.057855	0.12265	0.89263	0.10697	0.10438	0.72242	0.091322	0.061221	0.090547	0.091511	0.061766	0.1087	0.17597	0.18757	0.11108	0.11886
Meth__cg02017109__WDR41	0.29399	0.051908	0.91402	0.84729	0.48982	0.91374	0.44898	0.18061	0.60056	0.78804	0.3745	0.13278	0.83086	0.8099	0.078403	0.57949	0.20626	0.49083	0.82836	0.072883	0.078308	0.10622	0.10396	0.55432	0.12614	0.05756	0.71407	0.11573	0.056862	0.90665	0.26994	0.78683	0.12345	0.55226	0.31975	0.37241	0.6732
Meth__cg14989191__ASPHD1	0.093194	0.14462	0.071592	0.87051	0.091988	0.062201	0.3984	0.12265	0.31664	0.12707	0.12573	0.072359	0.05521	0.41481	0.048088	0.11545	0.10364	0.19408	0.10356	0.10342	0.06971	0.2004	0.25413	0.12136	0.38852	0.33032	0.30667	0.15794	0.069386	0.10444	0.087998	0.075578	0.092371	0.058858	0.13157	0.093128	0.079214
Meth__cg25171089__ASB13	0.031311	0.021461	0.057085	0.035474	0.028457	0.16099	0.039499	0.20574	0.023221	0.025252	0.025886	0.043184	0.098138	0.074776	0.024457	0.021254	0.03571	0.022682	0.066911	0.027532	0.019392	0.033976	0.020247	0.12327	0.033409	0.059181	0.10896	0.063582	0.036995	0.024486	0.038602	0.026227	0.019743	0.032176	0.18421	0.032158	0.037948
Meth__cg16312163__ALDH1L1	0.9282	0.75918	0.96311	0.85219	0.66465	0.8855	0.82307	0.45254	0.93425	0.041358	0.89453	0.54004	0.44098	0.91043	0.12883	0.037791	0.6057	0.024633	0.053629	0.036313	0.94776	0.91882	0.63885	0.79009	0.20781	0.058787	0.48845	0.047526	0.029801	0.028902	0.029733	0.44723	0.057311	0.70742	0.073307	0.52976	0.81315
Meth__cg25277950__EML2	0.070708	0.03837	0.8813	0.29039	0.3492	0.65546	0.20648	0.78409	0.31344	0.039152	0.45474	0.77888	0.71925	0.57633	0.17786	0.029097	0.48903	0.77558	0.79567	0.10553	0.30213	0.36702	0.33556	0.75021	0.35771	0.06563	0.13745	0.057218	0.054401	0.36555	0.39318	0.55899	0.21971	0.26892	0.097465	0.12326	0.14543
Meth__cg18993334__C1orf182	0.068844	0.075306	0.19248	0.050319	0.054784	0.06857	0.078068	0.52661	0.072671	0.084713	0.13646	0.10406	0.32946	0.078918	0.050957	0.085697	0.085502	0.073754	0.12406	0.13652	0.077632	0.091339	0.09476	0.36302	0.12524	0.16549	0.078219	0.11351	0.070906	0.32546	0.11262	0.08022	0.080868	0.098055	0.13261	0.070645	0.075038
Meth__cg00338702__CHFR	0.081521	0.039809	0.20696	0.069098	0.049117	0.066099	0.054158	0.75706	0.055704	0.04402	0.052192	0.05759	0.16703	0.1867	0.021591	0.049555	0.048785	0.070846	0.17479	0.39344	0.043506	0.05878	0.060629	0.86124	0.049043	0.090202	0.11452	0.1003	0.041914	0.35202	0.15532	0.045651	0.061362	0.043985	0.076923	0.084119	0.089309
Meth__cg20312475__GPRC5B	0.037147	0.023013	0.087687	0.04347	0.019049	0.051098	0.041314	0.15977	0.034256	0.027199	0.033875	0.057044	0.1825	0.15516	0.034421	0.041034	0.044942	0.038273	0.080196	0.03817	0.035852	0.043371	0.054672	0.26898	0.034913	0.057824	0.058294	0.054171	0.032275	0.061541	0.14228	0.068533	0.022764	0.055072	0.089005	0.042524	0.034514
Meth__cg19389852__TXNIP	0.13231	0.10742	0.13644	0.16075	0.090387	0.24217	0.12279	0.25426	0.094132	0.8084	0.12219	0.17072	0.31131	0.21815	0.088692	0.68849	0.18534	0.2861	0.20385	0.14739	0.090392	0.08394	0.21517	0.18007	0.18245	0.16292	0.28249	0.14786	0.2072	0.21648	0.16245	0.13477	0.094552	0.13918	0.3132	0.096135	0.099944
Meth__cg15201877__PTGER3	0.065032	0.048954	0.86619	0.57183	0.056042	0.85711	0.048288	0.68027	0.33811	0.066354	0.36802	0.9376	0.51732	0.49883	0.66739	0.086602	0.55059	0.20214	0.18388	0.43361	0.60822	0.10259	0.14106	0.88959	0.16044	0.080547	0.55073	0.072141	0.47517	0.44755	0.43399	0.035746	0.045671	0.89585	0.048413	0.078791	0.50655
Meth__cg25856383__CYP1B1	0.043667	0.055952	0.077622	0.18089	0.38697	0.11588	0.058447	0.34267	0.62796	0.047986	0.053672	0.95573	0.035521	0.093662	0.039538	0.10235	0.7037	0.045805	0.054811	0.62795	0.036447	0.042638	0.13662	0.087203	0.043704	0.056588	0.67139	0.051383	0.040163	0.040666	0.96305	0.69784	0.046749	0.041711	0.16339	0.04535	0.052221
Meth__cg22385764__ASB8	0.49647	0.041256	0.089747	0.072231	0.050955	0.050392	0.039274	0.12852	0.043462	0.073846	0.077239	0.10488	0.066422	0.40297	0.026359	0.089893	0.067044	0.035499	0.13568	0.051764	0.033083	0.053638	0.045827	0.095068	0.034967	0.033898	0.0762	0.048723	0.048439	0.13734	0.05237	0.055095	0.048468	0.36541	0.26932	0.064382	0.053297
Meth__cg00890257__DEGS2	0.036081	0.031748	0.8652	0.035831	0.025889	0.95042	0.040683	0.95104	0.048854	0.025988	0.037979	0.95392	0.085079	0.34779	0.021835	0.025783	0.047133	0.056367	0.11488	0.81643	0.03047	0.034024	0.040714	0.94248	0.034897	0.047244	0.09694	0.052733	0.039111	0.0368	0.050968	0.026805	0.02638	0.022949	0.1333	0.029955	0.033008
Meth__cg24364574__PREX1	0.12318	0.097304	0.74654	0.095746	0.15155	0.60984	0.15835	0.10647	0.64209	0.092831	0.12227	0.79751	0.66963	0.65158	0.62208	0.13384	0.66788	0.70847	0.15872	0.546	0.069166	0.12186	0.21781	0.71055	0.15715	0.19649	0.27523	0.14049	0.14124	0.25167	0.80915	0.46806	0.60139	0.099181	0.14508	0.10377	0.129
Meth__cg13501507__DMXL2	0.034815	0.029362	0.038983	0.053404	0.041552	0.35478	0.035665	0.13057	0.093722	0.03241	0.04107	0.049124	0.061658	0.043825	0.027563	0.047694	0.034741	0.063403	0.062679	0.040788	0.020363	0.022749	0.062643	0.082077	0.066871	0.14296	0.11386	0.06268	0.047771	0.038854	0.044734	0.042577	0.035861	0.033803	0.064483	0.038814	0.025163
Meth__cg08893585__BARX2	0.088054	0.096721	0.38349	0.059931	0.12147	0.5388	0.077465	0.38237	0.071482	0.043034	0.05566	0.12869	0.15986	0.29512	0.080342	0.053536	0.094254	0.091342	0.13923	0.042367	0.059482	0.064135	0.064008	0.73096	0.060533	0.11547	0.27203	0.068969	0.075985	0.045269	0.098919	0.086598	0.04353	0.11123	0.11824	0.062419	0.12452
Meth__cg08990057__PLS3	0.49928	0.060732	0.046941	0.057545	0.17583	0.037754	0.058344	0.094608	0.045326	0.30468	0.22982	0.055783	0.053807	0.10495	0.40361	0.23015	0.27003	0.32702	0.11391	0.046781	0.56654	0.93687	0.1764	0.1231	0.067016	0.26309	0.44224	0.091993	0.044103	0.055	0.23935	0.062543	0.039639	0.17863	0.20668	0.35855	0.038831
Meth__cg00698688__SULT2B1	0.026749	0.020386	0.017551	0.024451	0.017886	0.96551	0.020559	0.80999	0.022452	0.021309	0.022924	0.60353	0.024925	0.038878	0.015445	0.022802	0.39257	0.89617	0.020876	0.073799	0.015398	0.030008	0.92752	0.94436	0.037161	0.04262	0.052209	0.14658	0.26893	0.047579	0.50361	0.037671	0.017136	0.32866	0.12898	0.038183	0.030288
Meth__cg17731261__ACHE	0.03054	0.014439	0.019567	0.092009	0.020414	0.1456	0.024033	0.066038	0.011809	0.020869	0.028117	0.29117	0.067648	0.075022	0.021722	0.021905	0.26002	0.020587	0.062046	0.014545	0.017739	0.014991	0.024505	0.2969	0.02066	0.032175	0.23728	0.026748	0.10523	0.01308	0.014938	0.022556	0.020862	0.27475	0.092068	0.022013	0.020294
Meth__cg03549127__GCA	0.10905	0.063899	0.09792	0.10018	0.10118	0.75505	0.11784	0.12132	0.29885	0.10658	0.082001	0.63793	0.13311	0.091641	0.071341	0.13717	0.11522	0.056771	0.16108	0.10489	0.058226	0.10017	0.082023	0.13003	0.10425	0.10682	0.13865	0.081766	0.090182	0.30441	0.11147	0.144	0.058865	0.077214	0.12718	0.088728	0.075588
Meth__cg15980408__TMEM22	0.96982	0.022495	0.29256	0.39452	0.70486	0.40434	0.9712	0.26473	0.48668	0.02381	0.025169	0.27421	0.029066	0.95776	0.98131	0.32974	0.97526	0.020192	0.064066	0.017037	0.9778	0.96607	0.46719	0.064795	0.44553	0.45324	0.92311	0.053951	0.027043	0.02751	0.0194	0.96389	0.036603	0.97334	0.93237	0.5726	0.77819
Meth__cg24833277__FAM83A	0.035827	0.046617	0.65326	0.035901	0.27057	0.8958	0.038883	0.94987	0.87476	0.026825	0.044809	0.72798	0.12895	0.086639	0.025346	0.30032	0.70175	0.94352	0.15182	0.87862	0.1939	0.20722	0.9047	0.2256	0.03508	0.14282	0.053228	0.12072	0.88668	0.38111	0.9273	0.52438	0.029167	0.078579	0.083235	0.31063	0.16265
Meth__cg22425806__TGFA	0.037144	0.040102	0.255	0.064014	0.040808	0.50824	0.034849	0.052469	0.040077	0.042161	0.046123	0.048117	0.073773	0.10687	0.043342	0.049735	0.033583	0.043298	0.21057	0.35404	0.030457	0.038683	0.11523	0.069288	0.047826	0.064468	0.21566	0.049338	0.032491	0.032869	0.041163	0.058545	0.049134	0.029539	0.12836	0.044216	0.044787
Meth__cg06824727__DHRS1	0.05527	0.041857	0.062417	0.049333	0.047203	0.4308	0.053791	0.060279	0.045761	0.043831	0.049858	0.053866	0.070436	0.09598	0.032822	0.055422	0.051564	0.056429	0.09157	0.05884	0.040028	0.053773	0.052673	0.18873	0.05449	0.060711	0.18022	0.067162	0.048156	0.050363	0.059018	0.050634	0.049132	0.040729	0.078312	0.048654	0.044247
Meth__cg20881888__ZMYND10	0.029907	0.0187	0.034666	0.4262	0.031289	0.56993	0.031474	0.68552	0.030219	0.028307	0.036122	0.68542	0.51105	0.8715	0.015415	0.031063	0.05161	0.044217	0.073877	0.020707	0.23688	0.036455	0.4117	0.15812	0.036873	0.064326	0.63565	0.02877	0.018317	0.047208	0.68422	0.56163	0.73197	0.13429	0.046769	0.26196	0.6122
Meth__cg11934695__ADRA1D	0.94079	0.44314	0.24307	0.10138	0.042337	0.92337	0.93411	0.051967	0.43383	0.095136	0.090769	0.90489	0.1606	0.16549	0.57655	0.094289	0.042429	0.26041	0.32195	0.25515	0.9676	0.94767	0.040507	0.92884	0.4383	0.12573	0.82717	0.67958	0.14752	0.053351	0.10631	0.044819	0.40495	0.95312	0.87763	0.6243	0.92087
Meth__cg10387901__MRPS25	0.033595	0.05921	0.052363	0.031606	0.014773	0.023985	0.032197	0.013197	0.0304	0.029712	0.021248	0.036563	0.029077	0.041673	0.017747	0.020724	0.016904	0.05281	0.17586	0.014267	0.026348	0.054514	0.028621	0.041987	0.048631	0.022194	0.056608	0.031859	0.019924	0.015702	0.019827	0.019048	0.022981	0.016807	0.048043	0.026824	0.022334
Meth__cg12589433__AR	0.44381	0.027046	0.81131	0.04076	0.058053	0.052533	0.045763	0.16568	0.46362	0.28693	0.056102	0.8656	0.94835	0.064918	0.031479	0.24679	0.81144	0.41988	0.2769	0.038885	0.046393	0.046603	0.083511	0.8606	0.039352	0.053199	0.51362	0.04685	0.4956	0.059393	0.058625	0.033684	0.036994	0.53319	0.079243	0.058683	0.051816
Meth__cg20637800__BRI3	0.036045	0.047011	0.052067	0.040368	0.088527	0.030945	0.097576	0.036444	0.047487	0.027436	0.046828	0.031295	0.04073	0.084336	0.02481	0.029932	0.02691	0.039692	0.082515	0.025019	0.15736	0.077288	0.051744	0.056595	0.14685	0.10983	0.072849	0.056027	0.024295	0.021347	0.030816	0.02741	0.022993	0.026973	0.14915	0.040484	0.032189
