Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg19769182__PRRT2	0.037045	0.29785	0.40754	0.032196	0.092293	0.24132	0.073019	0.1436	0.95666	0.0377	0.30117	0.95604	0.89284	0.024291	0.60145	0.45075	0.48187	0.38093	0.052162	0.036646	0.039123	0.51508	0.091804	0.12661	0.45957	0.18863	0.94894	0.44018	0.029273	0.03873	0.83291	0.036698	0.95193	0.074698	0.084018	0.065829	0.053215
Meth__cg17699374__MGC35206	0.22081	0.11049	0.86889	0.84078	0.062583	0.51974	0.76024	0.96292	0.074191	0.1819	0.23566	0.87098	0.74408	0.081087	0.085751	0.40212	0.051688	0.022593	0.8257	0.82167	0.09178	0.078198	0.45516	0.035927	0.26403	0.15692	0.56582	0.11922	0.036483	0.055352	0.080575	0.85202	0.76576	0.13755	0.89464	0.5522	0.40802
Meth__cg04235146__ATP2A2	0.044408	0.14507	0.1885	0.12719	0.21652	0.27211	0.062843	0.040154	0.042681	0.11355	0.082201	0.21614	0.15932	0.050072	0.054534	0.17858	0.16183	0.042452	0.22919	0.1782	0.10458	0.052997	0.14877	0.24198	0.067044	0.10383	0.16012	0.15777	0.050234	0.037548	0.054194	0.54179	0.10646	0.19479	0.12465	0.20001	0.25267
Meth__cg26825755__ACSM2	0.31943	0.03162	0.84684	0.7752	0.053456	0.58444	0.068011	0.049958	0.68454	0.13401	0.045287	0.043953	0.059708	0.18246	0.49248	0.069407	0.077886	0.064191	0.051009	0.1656	0.42737	0.11771	0.051618	0.1197	0.040541	0.11221	0.10191	0.079982	0.037198	0.089463	0.048921	0.62579	0.057464	0.092606	0.3097	0.17431	0.17911
Meth__cg20876010__CACHD1	0.084818	0.13883	0.081795	0.1414	0.71565	0.079577	0.85052	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.094255	0.15839	0.70968	0.21864	0.11676	0.055412	0.07805	0.65817	0.19294	0.080567	0.11655	0.67896	0.08649	0.25417	0.12713	0.59703	0.069117	0.10954	0.56297	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg05810550__DEFB106A	0.81795	0.088023	0.2544	0.089758	0.091386	0.44751	0.14286	0.86393	0.19873	0.24435	0.77214	0.57226	0.48737	0.1069	0.15803	0.37064	0.24033	0.12969	0.65485	0.53209	0.22216	0.080089	0.22696	0.34652	0.47493	0.26413	0.080299	0.15888	0.045771	0.10057	0.086881	0.11392	0.39947	0.34371	0.79695	0.50317	0.6385
Meth__cg17420360__FLJ13236	0.01805	0.012955	0.018376	0.015875	0.45266	0.016365	0.92331	0.027105	0.028583	0.020987	0.88824	0.021291	0.49849	0.013278	0.020759	0.80169	0.025942	0.030721	0.014877	0.02198	0.94908	0.040915	0.019137	0.025531	0.27043	0.034392	0.032919	0.01484	0.48062	0.023148	0.017223	0.019322	0.24063	0.043576	0.020327	0.02464	0.017984
Meth__cg02271621__DUSP8	0.085875	0.034549	0.056948	0.14379	0.033686	0.040268	0.50137	0.92157	0.39601	0.89903	0.036283	0.95549	0.21858	0.037318	0.34763	0.55157	0.10251	0.074156	0.034472	0.043517	0.041164	0.86586	0.61791	0.091338	0.26701	0.25903	0.50907	0.074207	0.38205	0.27541	0.088028	0.05088	0.90529	0.08973	0.62864	0.029708	0.0326
Meth__cg23547429__SLC43A3	0.015846	0.03007	0.5699	0.67022	0.24891	0.18976	0.034069	0.01504	0.021196	0.11412	0.2199	0.022272	0.035018	0.032177	0.032061	0.028379	0.027173	0.021224	0.51436	0.68819	0.10566	0.033535	0.36659	0.045644	0.43444	0.033182	0.02349	0.047867	0.021132	0.02594	0.057202	0.58964	0.042823	0.032138	0.021989	0.050141	0.15638
Meth__cg04172348__SYN2	0.80988	0.063827	0.94073	0.86205	0.8493	0.91053	0.18852	0.94075	0.058421	0.92387	0.05796	0.088019	0.90513	0.47815	0.069229	0.053123	0.18587	0.10869	0.90551	0.82197	0.044455	0.88641	0.71732	0.17303	0.042859	0.88276	0.24606	0.09482	0.043517	0.045506	0.61027	0.94575	0.41927	0.13652	0.89902	0.61256	0.71698
Meth__cg01772980__SCGB1D1	0.19055	0.092062	0.32525	0.14298	0.10635	0.13618	0.2036	0.93121	0.13212	0.11701	0.46145	0.20922	0.2689	0.096784	0.1169	0.18548	0.11584	0.11272	0.12793	0.12902	0.098936	0.10273	0.12402	0.14667	0.12613	0.12729	0.10427	0.20718	0.094915	0.094516	0.10457	0.29014	0.1236	0.098748	0.22613	0.15268	0.13376
Meth__cg09045681__TCF19	0.24851	0.21336	0.95437	0.86156	0.24607	0.84454	0.13793	0.067063	0.9305	0.8799	0.095432	0.94513	0.64136	0.81622	0.89156	0.065584	0.12895	0.04877	0.93211	0.9108	0.082328	0.057589	0.69016	0.079724	0.89091	0.073402	0.92752	0.34174	0.045522	0.037704	0.06237	0.87199	0.046234	0.18282	0.90576	0.41833	0.22328
Meth__cg20979799__RFXDC1	0.054135	0.071539	0.070442	0.058505	0.87108	0.091855	0.38009	0.13902	0.05892	0.080354	0.29348	0.32712	0.61743	0.065185	0.064444	0.46859	0.12645	0.31737	0.27054	0.090243	0.10296	0.91991	0.053366	0.19303	0.12835	0.21305	0.54769	0.076611	0.080719	0.17186	0.30642	0.054943	0.46478	0.13727	0.066853	0.090965	0.073603
Meth__cg00848728__DAB1	0.94101	0.017176	0.96362	0.34531	0.56175	0.95829	0.10491	0.71998	0.0096605	0.026253	0.90055	0.67059	0.87854	0.067928	0.014218	0.018025	0.024429	0.015436	0.83015	0.95484	0.055309	0.75462	0.027965	0.020141	0.26553	0.94787	0.26453	0.01169	0.1171	0.019876	0.024348	0.95724	0.49843	0.054146	0.89796	0.027976	0.44588
Meth__cg04740359__NTF3	0.67843	0.38991	0.8808	0.76061	0.11359	0.61325	0.36582	0.82815	0.040925	0.12563	0.82837	0.88698	0.19111	0.046012	0.043341	0.47189	0.068614	0.034691	0.5113	0.55215	0.068418	0.18697	0.75567	0.1547	0.078226	0.1662	0.086091	0.076645	0.34877	0.059185	0.070391	0.74263	0.27146	0.12815	0.2039	0.19684	0.31254
Meth__cg20909686__OVOL1	0.088069	0.069777	0.086874	0.10301	0.97643	0.12061	0.98002	0.095068	0.1036	0.083642	0.49847	0.77619	0.14138	0.075235	0.10482	0.95575	0.13779	0.77941	0.09988	0.11669	0.97623	0.95658	0.13472	0.15399	0.98015	0.27786	0.11968	0.090363	0.78106	0.14531	0.9805	0.05763	0.11476	0.054725	0.17166	0.6407	0.57205
Meth__cg05497616__CAMK4	0.23717	0.022135	0.056395	0.035643	0.027946	0.94392	0.035538	0.03862	0.028898	0.037845	0.15906	0.18071	0.46835	0.093892	0.042658	0.043307	0.14629	0.02589	0.95364	0.95527	0.037387	0.066106	0.038442	0.22038	0.035488	0.8846	0.072435	0.060328	0.034107	0.027111	0.025543	0.038833	0.51826	0.21694	0.4796	0.058139	0.28978
Meth__cg14348532__CALCA	0.73256	0.077792	0.78627	0.34984	0.4948	0.83638	0.18936	0.86675	0.081011	0.1136	0.92886	0.16052	0.77653	0.06286	0.086717	0.62926	0.16363	0.091196	0.8186	0.83855	0.11455	0.50465	0.19091	0.089957	0.17808	0.5477	0.097971	0.067879	0.46949	0.16864	0.09146	0.39068	0.28643	0.27233	0.93381	0.22243	0.28131
Meth__cg21197871__C8orf38	0.090808	0.15083	0.094713	0.054267	0.60269	0.061369	0.45346	0.11781	0.097177	0.080866	0.16243	0.07193	0.11607	0.03639	0.081861	0.1245	0.12935	0.087054	0.068808	0.09556	0.10077	0.76784	0.11296	0.21208	0.6116	0.13437	0.15821	0.26165	0.097418	0.08445	0.16396	0.11271	0.15993	0.10296	0.060493	0.057219	0.098737
Meth__cg01044662__C2orf3	0.22481	0.54027	0.47238	0.12781	0.058154	0.06901	0.30019	0.033489	0.073246	0.15766	0.047328	0.057531	0.23937	0.043953	0.076611	0.048707	0.073458	0.038871	0.23203	0.23942	0.13129	0.083514	0.05469	0.072842	0.096856	0.11703	0.051658	0.45377	0.033822	0.029292	0.042547	0.26645	0.071007	0.11813	0.16409	0.071801	0.061102
Meth__cg04504095__FOXC1	0.082977	0.072987	0.0747	0.08761	0.062198	0.36718	0.026005	0.031878	0.065016	0.098862	0.076941	0.01757	0.14191	0.21544	0.070081	0.019663	0.076421	0.019913	0.077956	0.10628	0.033033	0.10693	0.11903	0.12863	0.035874	0.20085	0.054537	0.13765	0.02552	0.018537	0.020172	0.032413	0.086212	0.11467	0.081816	0.1291	0.17282
Meth__cg17488985__NT5E	0.032162	0.024062	0.082652	0.028141	0.023729	0.90869	0.035127	0.023433	0.021274	0.079537	0.90366	0.048222	0.22763	0.037696	0.064908	0.44075	0.087238	0.018165	0.93467	0.681	0.028944	0.039175	0.36068	0.031348	0.022722	0.91864	0.027959	0.04932	0.0212	0.027946	0.023828	0.15364	0.60989	0.096616	0.021413	0.61066	0.90996
Meth__cg26045220__KIAA1324	0.01838	0.048011	0.043041	0.02213	0.62301	0.022168	0.82499	0.039881	0.017797	0.024647	0.76343	0.068187	0.36104	0.017252	0.032498	0.90944	0.065292	0.15937	0.056171	0.02456	0.93756	0.84107	0.083248	0.025828	0.15594	0.064403	0.1157	0.048916	0.4408	0.037741	0.040892	0.039175	0.10038	0.022815	0.0285	0.052422	0.064748
Meth__cg06220958__MYH2	0.23574	0.037092	0.13544	0.27725	0.035966	0.097533	0.1242	0.096126	0.056668	0.13782	0.23326	0.14682	0.15288	0.053264	0.069649	0.07415	0.10347	0.068061	0.097058	0.077442	0.11018	0.083922	0.079345	0.16946	0.08143	0.32157	0.076943	0.12996	0.061541	0.051586	0.15072	0.056531	0.11432	0.35734	0.12778	0.13862	0.15214
Meth__cg23306832__KIAA0999	0.12917	0.28571	0.77848	0.1466	0.075892	0.14904	0.50197	0.10899	0.091907	0.14736	0.06777	0.27951	0.22117	0.11887	0.1923	0.099824	0.098092	0.23954	0.20934	0.26899	0.096544	0.38502	0.18559	0.13434	0.085335	0.098275	0.11111	0.5904	0.076769	0.071506	0.1268	0.14592	0.12441	0.29313	0.72414	0.32	0.47305
Meth__cg27519236__KIFC3	0.10299	0.91867	0.71866	0.098568	0.032391	0.5963	0.065059	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.53276	0.06246	0.037426	0.1546	0.036692	0.92174	0.89375	0.049547	0.10197	0.85888	0.084071	0.043157	0.84109	0.38627	0.43408	0.028421	0.02837	0.033542	0.9424	0.94481	0.83829	0.39809	0.92052	0.89771
Meth__cg21825027__SH3YL1	0.038298	0.025129	0.036103	0.030979	0.81016	0.036726	0.30647	0.031537	0.3773	0.037829	0.038754	0.039823	0.079953	0.023933	0.33283	0.24759	0.078543	0.35381	0.024917	0.031535	0.24716	0.87962	0.042625	0.09269	0.04349	0.073631	0.038609	0.084143	0.051733	0.026934	0.7369	0.035292	0.027055	0.047659	0.031878	0.037232	0.040057
Meth__cg08647446__RASSF6	0.054738	0.052768	0.065443	0.044591	0.42371	0.070194	0.22222	0.19928	0.17765	0.058943	0.11715	0.059194	0.14152	0.10475	0.15103	0.19159	0.21156	0.10416	0.053854	0.061753	0.17347	0.11376	0.061621	0.086579	0.5084	0.11746	0.058125	0.092704	0.29037	0.057506	0.15623	0.05343	0.042072	0.18683	0.06084	0.057691	0.073341
Meth__cg06850526__MGC15523	0.067797	0.075712	0.096842	0.092101	0.87227	0.060445	0.76934	0.056349	0.33919	0.078976	0.117	0.71953	0.38465	0.033532	0.21604	0.31351	0.1299	0.90819	0.047805	0.12046	0.94745	0.17402	0.061937	0.12681	0.91193	0.11865	0.10054	0.088441	0.26392	0.052686	0.28293	0.59904	0.66482	0.16467	0.28064	0.073901	0.035999
Meth__cg23473904__COL6A2	0.70976	0.040437	0.66012	0.24123	0.32581	0.80969	0.039123	0.051518	0.088751	0.1652	0.047951	0.18712	0.39384	0.347	0.30743	0.060443	0.063357	0.033895	0.84505	0.90256	0.039847	0.16938	0.062998	0.17417	0.03828	0.87209	0.74227	0.078211	0.044275	0.039217	0.043378	0.051929	0.77806	0.33904	0.64791	0.57104	0.40125
Meth__cg20289911__C20orf55	0.16745	0.20384	0.73594	0.038807	0.89711	0.10296	0.31627	0.87833	0.47204	0.053025	0.61378	0.45104	0.14591	0.28645	0.59621	0.19916	0.45931	0.3775	0.32431	0.2881	0.81412	0.52239	0.2448	0.25038	0.55753	0.3401	0.20225	0.22468	0.83127	0.79857	0.39119	0.32488	0.030912	0.091255	0.041403	0.062119	0.17599
Meth__cg21878918__LOC56901	0.060216	0.033143	0.044715	0.034428	0.57739	0.041583	0.66844	0.063152	0.047477	0.058212	0.28889	0.43934	0.15442	0.037232	0.046544	0.56841	0.11736	0.051808	0.047475	0.052893	0.85824	0.55113	0.052433	0.071523	0.76688	0.094995	0.10006	0.051951	0.050525	0.033256	0.21634	0.034423	0.70918	0.083211	0.035035	0.053703	0.045019
Meth__cg20775840__G3BP	0.33315	0.76461	0.61046	0.78393	0.043801	0.87326	0.14518	0.039554	0.0669	0.87586	0.055963	0.31121	0.76442	0.91648	0.093758	0.17264	0.14576	0.042279	0.8994	0.90585	0.4735	0.079699	0.88473	0.19061	0.067051	0.11338	0.39277	0.4335	0.04326	0.083685	0.23971	0.88254	0.71747	0.16407	0.20226	0.42057	0.71216
Meth__cg00002426__SLMAP	0.067202	0.056657	0.22468	0.36535	0.038872	0.14852	0.72331	0.063399	0.08233	0.098221	0.094675	0.054976	0.057546	0.90656	0.17127	0.064319	0.066066	0.54875	0.84705	0.088564	0.18975	0.073475	0.18956	0.047982	0.061165	0.12424	0.08774	0.12973	0.90957	0.052474	0.045397	0.64229	0.061264	0.77762	0.89998	0.098025	0.09051
Meth__cg27146152__BIRC4BP	0.28106	0.032057	0.85579	0.26766	0.65145	0.5084	0.19125	0.87967	0.030791	0.12115	0.049059	0.026081	0.038788	0.015965	0.026163	0.08219	0.029385	0.038066	0.63093	0.79989	0.026184	0.23152	0.3845	0.025269	0.78031	0.54575	0.10749	0.04497	0.037572	0.20682	0.031716	0.30237	0.40347	0.067888	0.80817	0.51508	0.53754
Meth__cg25013852__PGM1	0.033798	0.16499	0.20266	0.20737	0.034664	0.62792	0.087899	0.033455	0.038614	0.089124	0.037773	0.027004	0.055789	0.029574	0.035654	0.042673	0.068571	0.030089	0.03658	0.043961	0.035194	0.12392	0.054929	0.062301	0.03225	0.065602	0.044687	0.072822	0.025293	0.035945	0.030531	0.68722	0.036455	0.1284	0.042625	0.045959	0.055846
Meth__cg12277666__TDRD5	0.0742	0.03414	0.18943	0.035659	0.89198	0.038193	0.6644	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.024254	0.087904	0.92768	0.083028	0.076846	0.025415	0.032042	0.28345	0.91422	0.040459	0.045746	0.58285	0.048801	0.037078	0.035376	0.33224	0.5485	0.19458	0.062087	0.94624	0.049141	0.03263	0.033805	0.04377
Meth__cg24935900__RAB11FIP5	0.038853	0.12509	0.26176	0.19187	0.043076	0.094744	0.057786	0.082207	0.042554	0.14409	0.048883	0.090157	0.10622	0.055566	0.071501	0.043114	0.089675	0.036519	0.084173	0.085477	0.046597	0.099118	0.088152	0.098831	0.044245	0.09776	0.094162	0.18534	0.040524	0.045064	0.042035	0.45824	0.10086	0.14953	0.090265	0.12478	0.096064
Meth__cg06717231__ZNF559	0.11932	0.028852	0.02882	0.030196	0.026468	0.034909	0.028497	0.18271	0.025482	0.037195	0.96613	0.033217	0.037052	0.017203	0.076422	0.021242	0.049795	0.021104	0.9688	0.10405	0.022895	0.046386	0.42289	0.045355	0.029092	0.038395	0.040249	0.07178	0.021478	0.022934	0.032374	0.025225	0.020321	0.047896	0.034627	0.046453	0.10916
Meth__cg00280894__NXF2	0.38075	0.035842	0.76598	0.09325	0.039831	0.65779	0.10664	0.30867	0.40334	0.023407	0.45502	0.071429	0.46852	0.034098	0.33562	0.11128	0.081904	0.043579	0.1102	0.12024	0.04653	0.065047	0.17219	0.035282	0.03478	0.21637	0.03721	0.10542	0.071093	0.041736	0.044474	0.71614	0.090795	0.054736	0.20606	0.17705	0.189
Meth__cg08210616__ZNF502	0.8538	0.071199	0.83655	0.27249	0.31149	0.8168	0.46471	0.86536	0.079035	0.39156	0.83127	0.073918	0.63679	0.62838	0.088518	0.082533	0.23818	0.071943	0.75719	0.59422	0.18191	0.53921	0.083609	0.24635	0.069186	0.58191	0.088674	0.19133	0.092692	0.24043	0.10121	0.15523	0.28857	0.11747	0.38156	0.28897	0.17659
Meth__cg08159444__PNMA5	0.10401	0.084835	0.79764	0.49079	0.089533	0.35319	0.15571	0.8699	0.82829	0.62976	0.2479	0.69585	0.67884	0.030903	0.63722	0.31986	0.14108	0.055721	0.6638	0.53828	0.13323	0.15356	0.16386	0.052681	0.1333	0.13471	0.13272	0.251	0.21964	0.039111	0.045927	0.67663	0.17077	0.18889	0.71452	0.15713	0.24173
Meth__cg16512727__C12orf4	0.023632	0.018192	0.32097	0.25887	0.81219	0.23114	0.94846	0.094226	0.71862	0.088648	0.021432	0.44477	0.52418	0.57974	0.62282	0.39435	0.19329	0.024943	0.079116	0.10459	0.91227	0.37187	0.15625	0.027068	0.31036	0.029424	0.65558	0.16254	0.87027	0.40798	0.5108	0.49136	0.3793	0.088803	0.47187	0.13083	0.076109
Meth__cg24326142__CSF1	0.066463	0.84886	0.72702	0.89482	0.051728	0.5669	0.085398	0.2406	0.098183	0.88856	0.064521	0.079725	0.2783	0.52627	0.14535	0.38078	0.17625	0.074724	0.93323	0.53916	0.067052	0.11958	0.11275	0.10326	0.069712	0.64692	0.091883	0.55175	0.055472	0.049043	0.085661	0.71504	0.92237	0.094158	0.6451	0.58576	0.91109
Meth__cg08530414__CD44	0.08398	0.092674	0.63921	0.59074	0.069155	0.75671	0.028324	0.067031	0.70585	0.074531	0.063184	0.1747	0.20259	0.10077	0.65696	0.094868	0.14856	0.041443	0.60211	0.13575	0.053199	0.065328	0.16896	0.055638	0.038451	0.87743	0.057492	0.089157	0.033684	0.056602	0.046966	0.87963	0.56651	0.083097	0.21978	0.29765	0.86577
Meth__cg14719055__RBBP7	0.40304	0.56126	0.55295	0.15772	0.88089	0.058199	0.10614	0.74346	0.44373	0.052234	0.035508	0.10139	0.87378	0.42474	0.33015	0.69068	0.10135	0.10345	0.091935	0.17375	0.87997	0.88278	0.056882	0.30574	0.88316	0.12715	0.18003	0.411	0.48146	0.84519	0.89972	0.7684	0.56894	0.063474	0.21936	0.28391	0.22173
Meth__cg04806409__TFF3	0.035557	0.032561	0.037521	0.040256	0.20564	0.04612	0.71755	0.95338	0.89698	0.035348	0.92937	0.9571	0.89681	0.01691	0.7252	0.93439	0.57602	0.024878	0.058667	0.065771	0.89202	0.068755	0.04151	0.039454	0.91409	0.067252	0.93328	0.050082	0.16536	0.10699	0.044257	0.026628	0.097849	0.11072	0.031009	0.061523	0.041831
Meth__cg22161476__FSTL5	0.90636	0.022068	0.66574	0.020224	0.61909	0.03125	0.64578	0.89753	0.6817	0.027152	0.11913	0.093417	0.057291	0.54237	0.27661	0.056675	0.044672	0.60865	0.014891	0.021166	0.6805	0.33187	0.10485	0.040678	0.46265	0.73716	0.60066	0.037443	0.019639	0.35734	0.034902	0.043871	0.026406	0.048183	0.021222	0.025821	0.01774
Meth__cg01377911__NTF5	0.030929	0.043413	0.47731	0.03577	0.46834	0.047157	0.79996	0.046571	0.15948	0.21565	0.035697	0.069803	0.61319	0.59659	0.11934	0.044426	0.058032	0.042027	0.026713	0.045121	0.93739	0.90096	0.42063	0.057157	0.14793	0.17766	0.10135	0.096653	0.041024	0.049776	0.039002	0.53821	0.35255	0.13231	0.039084	0.034333	0.029455
Meth__cg12256228__RING1	0.049433	0.042719	0.073188	0.05893	0.040867	0.10559	0.037606	0.057219	0.048958	0.08041	0.059918	0.041898	0.077789	0.054125	0.052867	0.036178	0.09539	0.030544	0.063133	0.047005	0.055302	0.099485	0.043849	0.062046	0.042484	0.082669	0.047296	0.072794	0.040364	0.029499	0.036902	0.40584	0.037279	0.075922	0.079156	0.040248	0.044557
Meth__cg05443740__CSEN	0.040735	0.058622	0.053004	0.036984	0.52847	0.050913	0.94888	0.85076	0.62058	0.075257	0.39649	0.86574	0.5188	0.12919	0.53105	0.4808	0.35282	0.031072	0.063718	0.063073	0.71023	0.2908	0.086844	0.058512	0.5798	0.1084	0.66315	0.10542	0.060491	0.33859	0.039821	0.5362	0.32097	0.067279	0.044566	0.36734	0.11283
Meth__cg24272559__LOC116123	0.069585	0.060052	0.14199	0.13048	0.58204	0.30614	0.26722	0.75531	0.56246	0.1159	0.82939	0.26026	0.14388	0.22478	0.48132	0.78887	0.11879	0.11105	0.10832	0.1105	0.1432	0.35921	0.14542	0.20372	0.49394	0.34294	0.099625	0.07621	0.32274	0.15471	0.10888	0.086618	0.28251	0.2039	0.085604	0.12295	0.090744
Meth__cg24889366__GNG13	0.039695	0.034513	0.040614	0.036974	0.55077	0.046729	0.61458	0.60194	0.047528	0.045447	0.58631	0.10593	0.20493	0.049939	0.054546	0.85567	0.094947	0.049739	0.049619	0.042227	0.93341	0.67336	0.16198	0.056211	0.79243	0.24133	0.071355	0.068439	0.077284	0.038898	0.027971	0.029247	0.026613	0.073254	0.034775	0.044332	0.042113
Meth__cg26967875__KLC2	0.057557	0.46722	0.74732	0.33187	0.39374	0.58624	0.033091	0.28674	0.062879	0.46632	0.25899	0.070673	0.28555	0.51506	0.15713	0.086924	0.12715	0.048944	0.41214	0.089387	0.17039	0.083162	0.33349	0.075467	0.044466	0.12015	0.13776	0.38039	0.039953	0.02939	0.31731	0.4102	0.55254	0.16616	0.30102	0.43183	0.39146
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.057877	0.017175	0.52197	0.026633	0.041413	0.17694	0.056188	0.029857	0.53601	0.29046	0.040594	0.02514	0.05312	0.1007	0.09362	0.36933	0.022963	0.02437	0.16233	0.58233	0.024613	0.37327	0.032582	0.091762	0.72447	0.10591	0.045674	0.02283	0.1354	0.022286	0.27368	0.066046	0.030622	0.021085	0.02731
Meth__cg24053587__PTPRO	0.26467	0.24165	0.53874	0.44942	0.090618	0.76466	0.09189	0.15421	0.044302	0.088764	0.11011	0.077887	0.56497	0.098257	0.19426	0.093754	0.12859	0.052304	0.52966	0.78979	0.072575	0.71439	0.11281	0.14191	0.040202	0.62749	0.096024	0.097927	0.059165	0.034094	0.085157	0.7738	0.75946	0.39246	0.077007	0.25194	0.33689
Meth__cg22919370__HIST1H3I	0.37939	0.12404	0.69837	0.42974	0.50362	0.43694	0.42647	0.64234	0.080202	0.68066	0.67206	0.18058	0.62628	0.08893	0.10456	0.064812	0.14063	0.10291	0.12992	0.14669	0.089069	0.38346	0.14632	0.18325	0.12787	0.33191	0.049731	0.30338	0.1052	0.065707	0.23896	0.10553	0.58408	0.27637	0.12602	0.69622	0.60405
Meth__cg23214764__PRSS23	0.071324	0.81117	0.12492	0.95764	0.062625	0.81121	0.083537	0.055836	0.32516	0.87849	0.60011	0.18624	0.60655	0.29312	0.23597	0.050302	0.16567	0.033861	0.46026	0.1274	0.092856	0.077997	0.099317	0.099866	0.068078	0.09123	0.25875	0.69641	0.034932	0.52503	0.90554	0.92175	0.057084	0.088005	0.07065	0.87845	0.9223
Meth__cg25736482__TMC4	0.077592	0.051087	0.73013	0.076099	0.91311	0.099056	0.63004	0.71058	0.42703	0.49772	0.417	0.81624	0.33098	0.088	0.27978	0.32839	0.073094	0.43358	0.21499	0.12149	0.8953	0.79882	0.41641	0.062643	0.6675	0.67339	0.70182	0.074896	0.79501	0.24056	0.34143	0.11067	0.33862	0.095652	0.073974	0.092807	0.093068
Meth__cg05722552__NLGN1	0.077235	0.062436	0.86177	0.25377	0.29756	0.4849	0.13703	0.79152	0.085366	0.080921	0.17772	0.23223	0.6003	0.13934	0.066834	0.073643	0.054617	0.072177	0.07149	0.17325	0.079528	0.082728	0.075348	0.086839	0.084046	0.54056	0.043346	0.14586	0.050413	0.060362	0.10112	0.73828	0.064076	0.13204	0.11576	0.38554	0.75785
Meth__cg19206010__UXT	0.59739	0.026192	0.18158	0.3635	0.5103	0.043799	0.063613	0.29906	0.11217	0.13078	0.037025	0.76413	0.47744	0.68918	0.082413	0.68862	0.43713	0.17814	0.049649	0.055173	0.46279	0.4606	0.56086	0.3854	0.5312	0.39108	0.60595	0.4317	0.57834	0.059101	0.67307	0.058606	0.084854	0.036465	0.48239	0.29858	0.12483
Meth__cg20839149__SH2D2A	0.096749	0.056931	0.30143	0.51643	0.70924	0.29303	0.14687	0.13897	0.076653	0.10487	0.49311	0.42082	0.33941	0.060066	0.088864	0.33205	0.093495	0.094381	0.62748	0.63744	0.15071	0.42154	0.62426	0.04162	0.35406	0.32457	0.084023	0.17495	0.12274	0.052655	0.12959	0.43072	0.43073	0.31379	0.4742	0.36011	0.4825
Meth__cg04044684__CHFR	0.04995	0.42412	0.11607	0.04252	0.89939	0.04607	0.49876	0.12651	0.07423	0.038865	0.041684	0.1526	0.72711	0.031036	0.070666	0.19334	0.10799	0.36815	0.038409	0.040811	0.064897	0.70976	0.058024	0.064831	0.089245	0.099366	0.053243	0.18874	0.034747	0.1116	0.81699	0.044138	0.18867	0.11398	0.04272	0.07824	0.2408
Meth__cg21604856__SUHW1	0.56026	0.067476	0.8191	0.82589	0.11175	0.70626	0.56098	0.55185	0.60837	0.095147	0.47863	0.4228	0.49046	0.054096	0.47216	0.42121	0.12364	0.042418	0.6494	0.17619	0.11023	0.11253	0.18134	0.072924	0.17739	0.1333	0.066038	0.091028	0.05963	0.31704	0.087076	0.52693	0.20362	0.11903	0.57372	0.29943	0.3037
Meth__cg09818732__FLJ20489	0.02806	0.017138	0.037056	0.037984	0.58179	0.031083	0.71407	0.13142	0.063002	0.037696	0.063854	0.22171	0.25541	0.020774	0.046568	0.051205	0.068301	0.020227	0.022965	0.032293	0.20839	0.11189	0.038082	0.036495	0.072578	0.051163	0.12857	0.041563	0.02249	0.27622	0.071662	0.051277	0.030331	0.035091	0.025479	0.034151	0.035593
Meth__cg21550442__FLJ36445	0.11427	0.08404	0.084946	0.10408	0.92644	0.10117	0.62181	0.89144	0.47491	0.063995	0.11029	0.80191	0.16644	0.029705	0.45181	0.16906	0.10795	0.80866	0.057298	0.10033	0.94977	0.73665	0.072196	0.15833	0.85023	0.10155	0.090735	0.11052	0.87527	0.064078	0.87784	0.1112	0.07996	0.18507	0.089698	0.076898	0.064845
Meth__cg18223379__BPIL3	0.91385	0.089356	0.93168	0.85847	0.12087	0.89381	0.31663	0.4676	0.35361	0.062536	0.22876	0.5538	0.57713	0.071581	0.50713	0.42676	0.074706	0.040069	0.8028	0.8539	0.11151	0.10684	0.80414	0.24977	0.10759	0.67374	0.080661	0.047619	0.034136	0.036072	0.041479	0.75307	0.90015	0.11031	0.74977	0.56166	0.50476
