Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg04280480__PPARA	0.072396	0.16059	0.09332	0.16131	0.031032	0.037632	0.39253	0.1055	0.055901	0.03377	0.080602	0.035783	0.068855	0.035448	0.036945	0.05133	0.090192	0.021912	0.026337	0.074867	0.028168	0.063174	0.11463	0.76936	0.028444	0.86933	0.068991	0.029113	0.021686	0.021127	0.025026	0.017336	0.023378	0.085417	0.051012	0.030553	0.041038
Meth__cg07879977__OR1F1	0.17056	0.017291	0.93093	0.49545	0.62773	0.49756	0.49006	0.96567	0.049787	0.39958	0.79858	0.90534	0.72173	0.055335	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.4494	0.19022	0.59044	0.016559	0.01583	0.043405	0.026083	0.44397	0.42209	0.036379	0.041657	0.024633	0.3577	0.045351	0.95623	0.41716	0.15209
Meth__cg19486271__DDB2	0.057199	0.070845	0.068448	0.1925	0.085676	0.053422	0.085334	0.092194	0.060833	0.077941	0.061612	0.1879	0.13882	0.067751	0.059419	0.051003	0.12165	0.049285	0.052621	0.049946	0.076663	0.051142	0.36682	0.074288	0.13224	0.11145	0.093414	0.049324	0.046609	0.07329	0.75734	0.069305	0.058057	0.093632	0.061842	0.063596	0.089835
Meth__cg26499611__BAIAP3	0.50226	0.074498	0.11166	0.55456	0.21226	0.31225	0.084829	0.3925	0.070396	0.4817	0.47151	0.46751	0.32265	0.084207	0.10067	0.25587	0.15426	0.066977	0.40331	0.35827	0.079827	0.23235	0.2384	0.14198	0.055439	0.41925	0.083792	0.064717	0.074708	0.068757	0.04247	0.065263	0.73931	0.10926	0.33299	0.067271	0.061997
Meth__cg26781886__EMB	0.050262	0.047916	0.10101	0.46799	0.034944	0.22899	0.4639	0.57331	0.070146	0.056002	0.28988	0.22353	0.084088	0.071429	0.48142	0.051394	0.085444	0.044077	0.048127	0.054462	0.06919	0.065374	0.051345	0.13697	0.075395	0.10573	0.074373	0.057915	0.052356	0.052334	0.098291	0.058472	0.060878	0.070609	0.064116	0.074225	0.060251
Meth__cg15034135__ADAMTS19	0.033601	0.026077	0.59479	0.034448	0.023326	0.64105	0.025554	0.038414	0.027263	0.032941	0.92784	0.054008	0.47198	0.030377	0.85521	0.027328	0.059688	0.021042	0.018038	0.031376	0.038306	0.041367	0.017704	0.035244	0.020078	0.60637	0.048875	0.016019	0.030053	0.025215	0.023859	0.018922	0.16478	0.11937	0.033275	0.024717	0.022974
Meth__cg27445265__BCCIP	0.056827	0.051334	0.1082	0.064824	0.059433	0.042095	0.06179	0.51058	0.055718	0.066856	0.058964	0.050063	0.13785	0.056019	0.06	0.035563	0.076659	0.037931	0.04848	0.057552	0.055617	0.049246	0.042335	0.06202	0.079692	0.086963	0.1045	0.042351	0.040847	0.055001	0.050321	0.041172	0.050218	0.10345	0.052627	0.048006	0.055225
Meth__cg07442479__GDNF	0.80465	0.084012	0.94896	0.18599	0.39816	0.06034	0.72554	0.31615	0.076426	0.086994	0.4161	0.52813	0.86145	0.089432	0.2921	0.098002	0.33061	0.056294	0.30796	0.41303	0.33549	0.28692	0.52792	0.45158	0.30335	0.88388	0.064379	0.09083	0.11543	0.46071	0.063121	0.09446	0.6904	0.39866	0.09497	0.14813	0.089807
Meth__cg21091679__ELL2	0.11919	0.042062	0.053099	0.87698	0.76361	0.32637	0.54614	0.047184	0.16652	0.49894	0.055378	0.13851	0.42	0.19813	0.052538	0.034349	0.096141	0.052056	0.38767	0.39737	0.83628	0.037972	0.59342	0.51889	0.049012	0.81504	0.075776	0.024916	0.055427	0.042357	0.43713	0.072486	0.88641	0.093505	0.16102	0.36102	0.093006
Meth__cg15783027__NFKBIL2	0.30593	0.099826	0.27722	0.10904	0.10175	0.10164	0.057504	0.050488	0.070853	0.12067	0.05886	0.48763	0.26254	0.076923	0.23037	0.045312	0.1008	0.027678	0.084644	0.18275	0.069578	0.48282	0.21061	0.1224	0.080675	0.26383	0.25	0.039134	0.030536	0.17354	0.062392	0.060606	0.052078	0.40856	0.072257	0.046165	0.0373
Meth__cg06123346__ATP4A	0.072149	0.042943	0.40531	0.57984	0.37544	0.08304	0.096061	0.4533	0.037512	0.13282	0.20349	0.57916	0.12375	0.049899	0.41215	0.15139	0.054883	0.044314	0.4666	0.24426	0.36028	0.11383	0.38825	0.089856	0.10716	0.069293	0.10134	0.093641	0.053729	0.054402	0.093918	0.039072	0.12284	0.12559	0.11846	0.097931	0.063226
Meth__cg11402505__FBXO27	0.47485	0.29216	0.14976	0.84515	0.80351	0.82899	0.84061	0.094634	0.11182	0.67404	0.37008	0.45237	0.49298	0.13747	0.7186	0.072254	0.1782	0.093404	0.12246	0.22989	0.82511	0.60651	0.39183	0.30902	0.25277	0.75541	0.41051	0.11577	0.11106	0.2069	0.15394	0.51487	0.26316	0.21605	0.10107	0.2819	0.74921
Meth__cg08439468__BICD2	0.072932	0.062348	0.10894	0.08022	0.046465	0.042271	0.063533	0.097765	0.039106	0.04923	0.089191	0.079821	0.096734	0.069162	0.054785	0.048729	0.088906	0.042463	0.041208	0.093075	0.042824	0.070836	0.044729	0.083398	0.086482	0.37586	0.10196	0.044902	0.040439	0.037651	0.041004	0.059495	0.03028	0.15948	0.049063	0.04289	0.051796
Meth__cg21530453__GNAO1	0.84749	0.056112	0.055115	0.44295	0.045648	0.38887	0.3899	0.091572	0.057915	0.30295	0.51756	0.79638	0.18398	0.070336	0.049634	0.052922	0.10552	0.051439	0.46773	0.43244	0.072536	0.054138	0.44298	0.057434	0.1233	0.8212	0.077942	0.086035	0.039243	0.072341	0.071172	0.027645	0.053436	0.18207	0.42916	0.053514	0.057724
Meth__cg17738194__GK2	0.2854	0.0403	0.15391	0.67279	0.65898	0.051928	0.30027	0.67077	0.2708	0.088837	0.31965	0.14481	0.10723	0.18938	0.054696	0.049814	0.12751	0.057124	0.051458	0.25561	0.59408	0.067202	0.82423	0.30908	0.083183	0.37201	0.10443	0.089106	0.26769	0.084203	0.35298	0.038852	0.3278	0.10937	0.17244	0.13877	0.10243
Meth__cg10994126__PAPPA2	0.32681	0.047501	0.76104	0.68813	0.40435	0.068571	0.22875	0.21916	0.2929	0.057334	0.34384	0.077001	0.16041	0.24462	0.1044	0.07025	0.12021	0.075551	0.048646	0.15303	0.60923	0.07763	0.90604	0.18354	0.11855	0.43799	0.067987	0.070307	0.099684	0.2003	0.83404	0.068337	0.060505	0.05618	0.27852	0.14631	0.15285
Meth__cg23533073__CHES1	0.028863	0.016004	0.022667	0.018448	0.023949	0.1528	0.027197	0.018767	0.016236	0.029602	0.02599	0.020971	0.04848	0.020198	0.037139	0.029508	0.03759	0.027638	0.011469	0.023906	0.035692	0.029492	0.018848	0.037936	0.026426	0.035561	0.031256	0.021638	0.019356	0.014496	0.1875	0.018255	0.019731	0.034668	0.026251	0.017699	0.024762
Meth__cg02616808__UNC5A	0.017892	0.020295	0.084798	0.044405	0.019717	0.25837	0.5858	0.31477	0.025793	0.019322	0.34175	0.63467	0.37562	0.023828	0.11268	0.018248	0.039691	0.014221	0.018692	0.030316	0.071819	0.055133	0.038758	0.021295	0.023314	0.48107	0.018025	0.020053	0.024857	0.019157	0.024082	0.025014	0.076818	0.018827	0.02629	0.033162	0.046057
Meth__cg03602500__FLJ00060	0.11584	0.05722	0.11318	0.072757	0.062924	0.12062	0.094706	0.40187	0.04751	0.071063	0.41951	0.6293	0.27524	0.048066	0.098106	0.2786	0.16778	0.0477	0.067395	0.11796	0.079068	0.065254	0.84499	0.060248	0.10756	0.11128	0.069715	0.066575	0.079573	0.070224	0.050231	0.043165	0.13724	0.10147	0.10284	0.059836	0.06868
Meth__cg12422450__CHGA	0.91297	0.052816	0.81143	0.25781	0.25657	0.94344	0.82512	0.70627	0.060871	0.26713	0.85435	0.94906	0.93233	0.066471	0.056644	0.095113	0.073171	0.88068	0.62508	0.86682	0.96117	0.11551	0.31083	0.9558	0.066151	0.94551	0.076451	0.04291	0.69823	0.090453	0.36943	0.059466	0.87968	0.10713	0.29006	0.56087	0.1279
Meth__cg04478795__SMO	0.83456	0.058506	0.97049	0.68091	0.93382	0.11996	0.84402	0.24897	0.026561	0.85978	0.048779	0.82011	0.78753	0.035744	0.079333	0.032082	0.42768	0.041463	0.875	0.8766	0.96764	0.24768	0.67486	0.16725	0.047783	0.8648	0.16635	0.058248	0.16556	0.18879	0.8826	0.42013	0.7665	0.14043	0.93116	0.95389	0.91399
Meth__cg04988978__MPO	0.22319	0.15279	0.89324	0.94875	0.88641	0.045052	0.49393	0.9499	0.58423	0.58808	0.28235	0.29921	0.4644	0.42909	0.3385	0.30499	0.050767	0.021859	0.88315	0.86643	0.94367	0.048729	0.94811	0.69626	0.057034	0.13084	0.10184	0.07716	0.04234	0.033101	0.55932	0.11651	0.2642	0.16176	0.93591	0.60265	0.57142
Meth__cg26656135__EYA4	0.54159	0.02681	0.93915	0.60781	0.023364	0.52373	0.96369	0.95811	0.022388	0.96447	0.032942	0.13066	0.44441	0.25619	0.067862	0.31349	0.085655	0.042872	0.95007	0.62932	0.49274	0.023191	0.52154	0.16976	0.051748	0.9513	0.06326	0.026754	0.021767	0.41608	0.026265	0.40301	0.97728	0.93872	0.95605	0.040736	0.040579
Meth__cg17833578__LRRC21	0.48064	0.15812	0.60623	0.80821	0.63318	0.041656	0.30853	0.61712	0.3676	0.15505	0.8649	0.15877	0.15928	0.25862	0.22835	0.47329	0.10281	0.058194	0.40999	0.4093	0.38024	0.10246	0.8766	0.2419	0.040465	0.24291	0.18328	0.067787	0.07058	0.060477	0.25087	0.048521	0.090394	0.12187	0.76455	0.12924	0.13291
Meth__cg06856528__TMEFF2	0.51451	0.083097	0.91975	0.49665	0.053589	0.037271	0.87811	0.32069	0.05619	0.58687	0.90077	0.47739	0.81099	0.24713	0.054293	0.067046	0.24035	0.034162	0.85886	0.65844	0.57009	0.13221	0.41344	0.80104	0.078103	0.86563	0.069072	0.035192	0.13109	0.051987	0.5555	0.28654	0.85876	0.77515	0.86888	0.4165	0.77391
Meth__cg18695917__FSTL5	0.55365	0.033147	0.71026	0.81365	0.042596	0.033762	0.04104	0.96639	0.033773	0.053297	0.15927	0.61778	0.064478	0.036276	0.034042	0.34409	0.056062	0.046452	0.020556	0.048758	0.032173	0.044155	0.021554	0.44108	0.10643	0.87106	0.073391	0.029173	0.024049	0.026178	0.029907	0.033218	0.028069	0.62486	0.051979	0.030041	0.043531
Meth__cg13047892__MEOX2	0.94285	0.03284	0.29084	0.75779	0.062019	0.91854	0.88187	0.96145	0.062953	0.056683	0.95271	0.12561	0.12699	0.053872	0.9211	0.10215	0.079056	0.55584	0.053603	0.1766	0.21276	0.038672	0.71161	0.2556	0.041297	0.2624	0.063541	0.043473	0.056308	0.062402	0.098636	0.029633	0.15364	0.044054	0.34209	0.79282	0.89484
Meth__cg25836326__DRD3	0.14213	0.071691	0.11349	0.25564	0.099225	0.11602	0.10317	0.63147	0.11437	0.20921	0.1228	0.15122	0.17185	0.12698	0.093309	0.10147	0.10028	0.051193	0.082415	0.10238	0.47574	0.082322	0.32981	0.069571	0.18655	0.15417	0.13434	0.073001	0.10048	0.10941	0.15338	0.088748	0.092929	0.15233	0.096572	0.10273	0.093482
Meth__cg01429391__MYH7	0.90615	0.042018	0.87377	0.92595	0.82942	0.098121	0.71005	0.96181	0.8513	0.34268	0.54614	0.49982	0.67129	0.48602	0.4831	0.90027	0.086409	0.043077	0.81125	0.79407	0.65941	0.10386	0.90933	0.28337	0.049523	0.10853	0.045524	0.051614	0.051043	0.046768	0.83969	0.042762	0.16497	0.18444	0.88966	0.36538	0.52142
Meth__cg18282543__BAIAP3	0.050871	0.028119	0.94099	0.063631	0.83724	0.48749	0.047314	0.78101	0.041253	0.84743	0.28291	0.30235	0.46771	0.042779	0.22415	0.074823	0.05776	0.038715	0.63601	0.89325	0.097258	0.82937	0.6863	0.21003	0.079798	0.83046	0.060685	0.037426	0.030473	0.031626	0.04158	0.028802	0.65803	0.034333	0.68147	0.043768	0.09064
Meth__cg09891761__F5	0.063808	0.028204	0.26232	0.55172	0.043424	0.11751	0.074899	0.60892	0.035797	0.057894	0.059632	0.072843	0.6261	0.04346	0.082137	0.052847	0.10367	0.036325	0.039254	0.055695	0.93276	0.1355	0.03158	0.069568	0.049314	0.14117	0.062014	0.12096	0.041476	0.049101	0.75906	0.036649	0.29723	0.07645	0.054484	0.043936	0.069037
Meth__cg21972382__RSNL2	0.90791	0.75561	0.91416	0.90408	0.24616	0.81254	0.87794	0.69975	0.063881	0.086367	0.084751	0.070381	0.85136	0.26766	0.89855	0.076515	0.11077	0.076765	0.89632	0.90354	0.8189	0.074563	0.091533	0.90627	0.17681	0.85548	0.30588	0.07694	0.078252	0.081085	0.90006	0.06439	0.16471	0.87712	0.63828	0.59535	0.89345
Meth__cg12970008__OSBPL5	0.036376	0.044514	0.073551	0.044855	0.0517	0.031476	0.053166	0.49715	0.034379	0.063881	0.034852	0.060766	0.073247	0.025862	0.03672	0.040669	0.066441	0.032408	0.043979	0.06234	0.06897	0.031545	0.031214	0.057989	0.061572	0.065576	0.17615	0.031334	0.034388	0.029676	0.023747	0.036945	0.026576	0.060234	0.040285	0.037937	0.031738
Meth__cg05245861__C18orf34	0.38662	0.06535	0.90374	0.87989	0.038495	0.40936	0.87739	0.93335	0.04991	0.055611	0.53705	0.87284	0.53508	0.065943	0.054519	0.15771	0.093224	0.065087	0.43406	0.36447	0.46077	0.076792	0.086052	0.50914	0.14372	0.83819	0.16068	0.051717	0.051992	0.13015	0.35999	0.48299	0.81022	0.15432	0.53879	0.3914	0.46956
Meth__cg24881834__ME1	0.083263	0.071448	0.081589	0.14225	0.058354	0.34211	0.9518	0.058323	0.12932	0.056617	0.27773	0.070091	0.096239	0.10463	0.06974	0.052026	0.082832	0.052402	0.043473	0.077971	0.3829	0.085865	0.20927	0.8503	0.056051	0.9032	0.090175	0.051092	0.20383	0.06474	0.96194	0.040654	0.060022	0.87993	0.074803	0.052394	0.047924
Meth__cg12832649__SPOCK	0.60446	0.047028	0.82553	0.047469	0.051485	0.078393	0.18793	0.28407	0.030457	0.42386	0.69394	0.17779	0.6226	0.020543	0.021766	0.020229	0.12898	0.02624	0.36524	0.48561	0.043863	0.024334	0.54261	0.038986	0.0435	0.919	0.022235	0.033973	0.65998	0.017963	0.022294	0.072556	0.71276	0.50642	0.027815	0.039898	0.038875
Meth__cg00826384__PTPRZ1	0.058576	0.041804	0.086458	0.057591	0.039588	0.42201	0.79201	0.11019	0.042609	0.051843	0.071679	0.082441	0.56139	0.044125	0.071764	0.047812	0.091686	0.038668	0.078026	0.083411	0.062348	0.04918	0.074747	0.36867	0.17857	0.84692	0.054481	0.04635	0.037603	0.044749	0.037942	0.039154	0.4685	0.081648	0.054622	0.06368	0.047152
Meth__cg25423576__RFXDC1	0.39365	0.0176	0.64428	0.13155	0.05609	0.56215	0.87674	0.71483	0.027333	0.039989	0.58258	0.10995	0.79969	0.044453	0.81693	0.02117	0.08594	0.028931	0.804	0.4377	0.93514	0.69372	0.07803	0.56876	0.017197	0.73886	0.047023	0.017841	0.036349	0.090927	0.84681	0.024309	0.87223	0.05479	0.033197	0.12934	0.08402
Meth__cg09542111__GRIK1	0.043708	0.03309	0.86661	0.043628	0.06758	0.62425	0.87656	0.41862	0.040885	0.23755	0.89206	0.70784	0.5891	0.17134	0.050611	0.16551	0.25625	0.026377	0.50884	0.71923	0.17449	0.069184	0.48329	0.24439	0.057274	0.82678	0.072712	0.48561	0.064881	0.1163	0.44471	0.039883	0.40231	0.10068	0.26186	0.050724	0.058887
Meth__cg17742874__DHPS	0.044685	0.03307	0.047575	0.044011	0.041018	0.035642	0.040885	0.34217	0.031923	0.052914	0.04308	0.060882	0.059903	0.038719	0.034051	0.038697	0.082427	0.031606	0.033903	0.043915	0.037694	0.038386	0.031017	0.042371	0.085331	0.057122	0.068331	0.033225	0.03312	0.038083	0.060904	0.03424	0.034208	0.091119	0.043801	0.03886	0.047081
Meth__cg09903430__ST3GAL3	0.040159	0.03659	0.16765	0.069402	0.034032	0.038991	0.061026	0.15427	0.04293	0.055826	0.040857	0.20621	0.12715	0.049613	0.042703	0.035958	0.07089	0.032996	0.052267	0.056344	0.079691	0.10878	0.213	0.12139	0.4365	0.097434	0.068913	0.03757	0.031924	0.04297	0.045723	0.033064	0.032039	0.15316	0.10648	0.040219	0.038513
Meth__cg01437411__ATN1	0.24294	0.20949	0.81932	0.61202	0.55208	0.21421	0.53664	0.29446	0.094225	0.30899	0.032166	0.17033	0.67576	0.15518	0.12493	0.13705	0.1597	0.044494	0.31951	0.63497	0.55034	0.1277	0.25604	0.71026	0.26763	0.13082	0.57682	0.03832	0.059741	0.059684	0.38905	0.3921	0.66095	0.079473	0.14546	0.10251	0.066446
Meth__cg02729506__HSPG2	0.043331	0.023835	0.058929	0.033297	0.042684	0.030088	0.035961	0.017013	0.04105	0.024135	0.038474	0.035938	0.63057	0.023771	0.032195	0.025366	0.054312	0.020707	0.028165	0.038915	0.030195	0.051073	0.031059	0.036778	0.042704	0.055079	0.035317	0.023951	0.01946	0.019554	0.029075	0.027892	0.030316	0.049319	0.038058	0.030852	0.027557
Meth__cg11527279__TTLL11	0.60589	0.39373	0.9193	0.88603	0.60158	0.1396	0.35073	0.50903	0.79589	0.75274	0.067986	0.92988	0.32002	0.65749	0.11881	0.041094	0.53723	0.066648	0.62725	0.82351	0.11083	0.19044	0.24769	0.80894	0.14068	0.83384	0.12257	0.039739	0.22721	0.066839	0.3443	0.83724	0.096254	0.094692	0.52582	0.20752	0.15472
Meth__cg19790294__CYBA	0.082687	0.29016	0.92396	0.6553	0.45337	0.61495	0.073305	0.94856	0.072923	0.86506	0.035595	0.34646	0.91685	0.24612	0.90311	0.044676	0.81989	0.77261	0.070164	0.18684	0.14044	0.23685	0.53352	0.86827	0.092828	0.10866	0.54668	0.5505	0.055802	0.41467	0.86587	0.78829	0.73949	0.85755	0.57934	0.19022	0.080721
Meth__cg20092036__UBE3B	0.074801	0.05622	0.82432	0.48903	0.13619	0.152	0.55908	0.75517	0.10261	0.47133	0.10211	0.77074	0.098246	0.090029	0.08251	0.096744	0.43242	0.13309	0.41481	0.252	0.094169	0.19393	0.4078	0.72384	0.083237	0.11058	0.063483	0.051768	0.51422	0.074736	0.36671	0.19218	0.64223	0.22546	0.66202	0.084393	0.14149
Meth__cg02755525__NETO2	0.078695	0.045455	0.040053	0.039326	0.023219	0.025823	0.97071	0.030038	0.027203	0.037931	0.047465	0.052688	0.14172	0.02566	0.43742	0.026377	0.11332	0.01865	0.041971	0.056156	0.0269	0.039233	0.97544	0.042056	0.059448	0.10043	0.047677	0.027044	0.019863	0.017661	0.025167	0.018494	0.022044	0.94453	0.037761	0.030265	0.031315
Meth__cg25020459__COL6A1	0.05187	0.02585	0.30122	0.61257	0.15479	0.48428	0.68234	0.20308	0.024842	0.17161	0.029782	0.69777	0.30671	0.027153	0.5826	0.026681	0.065635	0.025893	0.90082	0.95447	0.22773	0.024044	0.17207	0.73102	0.083113	0.54243	0.051002	0.068869	0.019336	0.033941	0.034155	0.035989	0.95071	0.027743	0.73864	0.040991	0.60955
Meth__cg21672276__ZNF502	0.84258	0.070268	0.094188	0.86361	0.3332	0.29973	0.86559	0.91511	0.078292	0.41133	0.86314	0.092186	0.71265	0.070399	0.06408	0.28875	0.14175	0.069482	0.80671	0.64194	0.51702	0.21546	0.41774	0.081678	0.13783	0.80803	0.18066	0.061979	0.099225	0.098069	0.33501	0.11896	0.61561	0.17693	0.34355	0.40936	0.31193
Meth__cg14831838__CDK5R2	0.048338	0.033301	0.042517	0.12726	0.21836	0.49649	0.18598	0.096798	0.092269	0.038921	0.42542	0.033846	0.62009	0.11337	0.037936	0.08696	0.09199	0.027199	0.031889	0.042964	0.032048	0.034658	0.5625	0.049131	0.078574	0.080321	0.058818	0.030195	0.026522	0.034908	0.030958	0.028514	0.024621	0.68158	0.040702	0.034239	0.040193
Meth__cg02810773__ITPA	0.026789	0.015565	0.022138	0.025691	0.017278	0.024206	0.029746	0.024845	0.022366	0.47727	0.027432	0.030968	0.046441	0.019649	0.024354	0.017203	0.066972	0.016554	0.018801	0.032323	0.02616	0.028258	0.081078	0.031772	0.044826	0.044061	0.033445	0.026772	0.01756	0.02031	0.023177	0.019183	0.020305	0.041561	0.035062	0.029218	0.029067
Meth__cg21461100__NOVA2	0.49888	0.043598	0.099233	0.72342	0.73686	0.1135	0.62535	0.63344	0.69667	0.13822	0.68707	0.90328	0.48958	0.49791	0.069988	0.72109	0.12001	0.047675	0.59849	0.4514	0.53815	0.18539	0.098406	0.61911	0.07596	0.93352	0.047793	0.072615	0.23463	0.05024	0.32483	0.099295	0.04111	0.22909	0.81057	0.11399	0.067463
Meth__cg26512148__SOS2	0.038607	0.025139	0.050802	0.036146	0.020763	0.034289	0.050233	0.038025	0.043559	0.036621	0.049635	0.04502	0.10345	0.038164	0.032185	0.029296	0.04872	0.019487	0.022881	0.03106	0.096466	0.038399	0.033034	0.03139	0.086007	0.067961	0.074214	0.026333	0.017986	0.029062	0.25688	0.029707	0.023933	0.059466	0.035246	0.029004	0.029871
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.62091	0.11611	0.18946	0.26531	0.56675	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.11405	0.14042	0.061599	0.14373	0.075651	0.7769	0.10542	0.055965	0.05531	0.0739	0.16484	0.0591	0.21227	0.23889	0.085988	0.26861	0.090638
Meth__cg01962826__GRM4	0.089279	0.041097	0.47919	0.91302	0.85921	0.16539	0.36231	0.61775	0.066617	0.10677	0.56963	0.87606	0.67403	0.28991	0.39556	0.3827	0.18528	0.032925	0.82683	0.49211	0.93213	0.81244	0.66667	0.69927	0.16187	0.91452	0.096121	0.12707	0.12124	0.036327	0.83718	0.037829	0.76304	0.041152	0.87814	0.2542	0.050127
Meth__cg17886028__CCND2	0.97212	0.03473	0.93356	0.10841	0.072403	0.97275	0.76919	0.95762	0.057237	0.88067	0.9672	0.90638	0.40668	0.10789	0.024471	0.044103	0.15873	0.032678	0.94811	0.96855	0.83914	0.070415	0.94429	0.48893	0.058327	0.92841	0.062316	0.028007	0.50697	0.090973	0.025597	0.053534	0.27157	0.15212	0.14042	0.53149	0.61664
Meth__cg01862366__TMEM20	0.062449	0.060166	0.17533	0.33008	0.032565	0.030722	0.069522	0.08647	0.035646	0.032117	0.057634	0.063391	0.07346	0.04505	0.031137	0.034773	0.085757	0.031869	0.035524	0.064832	0.25156	0.074209	0.13572	0.16457	0.053625	0.74092	0.072408	0.031905	0.40355	0.030052	0.1567	0.041589	0.029861	0.070377	0.46072	0.043066	0.032287
Meth__cg21922841__SLC9A3R1	0.044974	0.018208	0.20621	0.02608	0.027716	0.39734	0.06852	0.28439	0.028047	0.037116	0.085945	0.079541	0.079498	0.034164	0.094118	0.19259	0.042213	0.028081	0.10669	0.057086	0.49124	0.031565	0.11855	0.069953	0.057045	0.178	0.027038	0.022754	0.03042	0.039804	0.04892	0.017868	0.037247	0.055263	0.018286	0.026066	0.026496
Meth__cg05467918__ACADM	0.038137	0.032348	0.035151	0.06965	0.51156	0.035052	0.4533	0.46416	0.032283	0.040211	0.087952	0.13516	0.072279	0.063288	0.037122	0.021029	0.10566	0.034026	0.037496	0.028927	0.068932	0.032985	0.49609	0.054461	0.047038	0.12096	0.050754	0.047844	0.44863	0.026215	0.03067	0.024714	0.013263	0.067899	0.045455	0.033531	0.038467
U133A__IGFBP2	8.9994	6.5614	8.0793	8.4756	10.174	4.1337	8.2319	6.9756	5.0969	11.3152	6.6399	7.4344	6.2061	6.7846	6.7353	5.7058	4.1339	5.3651	7.4161	8.4871	9.2672	6.523	6.9218	9.4817	8.7196	9.2216	5.7955	5.3561	5.6784	5.7516	6.6061	8.1112	7.7527	9.675	9.8774	7.0239	9.9643
Meth__cg07022477__HIF3A	0.064374	0.049826	0.51738	0.66798	0.53732	0.067326	0.50945	0.41571	0.047069	0.059675	0.10878	0.6202	0.35864	0.038117	0.16009	0.12497	0.10694	0.072082	0.1991	0.19076	0.7993	0.1751	0.76254	0.25355	0.094325	0.38807	0.10657	0.27808	0.061911	0.38925	0.74872	0.037171	0.2787	0.15865	0.29838	0.18839	0.13455
U133A__IRX5	7.7399	6.5809	5.5081	7.7145	8.7913	6.7582	9.7052	6.7088	8.4982	9.2355	7.8438	8.2703	6.928	6.9459	7.2265	6.0328	7.8287	5.68	6.4979	7.5153	9.0702	5.4402	8.0494	8.26	7.8134	9.0329	6.3151	7.6172	6.2181	4.7753	8.3988	8.6255	7.2192	7.8621	7.0565	8.7904	8.8174
Meth__cg22919370__HIST1H3I	0.37939	0.12404	0.68917	0.69837	0.42974	0.50362	0.43694	0.64234	0.080202	0.68066	0.67206	0.18058	0.62628	0.10456	0.064812	0.076887	0.14063	0.10291	0.12992	0.14669	0.62225	0.089069	0.72649	0.14632	0.18325	0.33191	0.30338	0.1052	0.065707	0.23896	0.10553	0.44444	0.58408	0.27637	0.12602	0.69622	0.60405
Meth__cg14686321__FLJ31951	0.10996	0.061095	0.03906	0.81033	0.79157	0.039047	0.66688	0.071703	0.039719	0.3677	0.042155	0.039587	0.090916	0.12412	0.047426	0.038231	0.067608	0.037499	0.27686	0.50943	0.89008	0.039272	0.79033	0.81148	0.10066	0.76983	0.08182	0.034303	0.045957	0.15162	0.71256	0.39659	0.038448	0.14528	0.52683	0.49196	0.77008
Meth__cg15044073__SWAP70	0.029864	0.0489	0.45763	0.12005	0.071325	0.33724	0.080868	0.060776	0.047213	0.051439	0.072094	0.051905	0.18251	0.041209	0.056923	0.035227	0.063552	0.03079	0.079509	0.048823	0.45994	0.035294	0.036463	0.38105	0.052732	0.69047	0.05596	0.034185	0.036369	0.17093	0.23123	0.029561	0.050761	0.057052	0.04412	0.037183	0.086014
Meth__cg07238167__EIF2S3	0.040384	0.026653	0.032573	0.037941	0.031526	0.029319	0.041795	0.044836	0.034507	0.040948	0.033387	0.42897	0.074345	0.027464	0.034213	0.036457	0.104	0.026217	0.030537	0.034676	0.15975	0.032319	0.057435	0.038848	0.061595	0.088006	0.048524	0.034622	0.039134	0.024741	0.034722	0.025931	0.021437	0.10371	0.034144	0.038475	0.033069
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.10262	0.34629	0.22203	0.133	0.10207	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.1018	0.2648	0.14143	0.11197	0.11957	0.10389	0.12972	0.7809	0.22241	0.12816	0.12823	0.25443	0.13156	0.20636	0.08948	0.099825	0.11803	0.53766	0.11347	0.25872	0.14782	0.13556	0.09164	0.099238
