Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg05473175__IGSF4C	0.046076	0.052027	0.11974	0.071286	0.045399	0.18165	0.064613	0.086266	0.04952	0.061139	0.088411	0.078922	0.18728	0.044003	0.042118	0.060238	0.093113	0.079009	0.28109	0.061272	0.096972	0.10589	0.49919	0.088519	0.10081	0.12079	0.11098	0.055213	0.067944	0.059205	0.046052	0.21542	0.1142	0.10428	0.050092	0.061318
Meth__cg05719902__LOC136306	0.62022	0.081224	0.070585	0.096723	0.23394	0.94658	0.56036	0.12775	0.065421	0.073537	0.072677	0.19613	0.23689	0.046597	0.069753	0.16505	0.20656	0.14385	0.71836	0.086918	0.63461	0.30775	0.9039	0.087311	0.3682	0.73474	0.1327	0.51398	0.15094	0.53713	0.048244	0.59251	0.14194	0.080448	0.51157	0.5288
Meth__cg04962134__TRIM51	0.48978	0.03257	0.050725	0.41912	0.2148	0.40642	0.60961	0.5416	0.75502	0.046795	0.53144	0.33468	0.13493	0.4379	0.60049	0.48944	0.26591	0.13094	0.028118	0.048687	0.067823	0.12657	0.14701	0.14533	0.07216	0.4938	0.051698	0.16284	0.38713	0.041767	0.42671	0.068173	0.13457	0.19256	0.44837	0.41456
Meth__cg07879977__OR1F1	0.17056	0.017291	0.93093	0.49545	0.62773	0.49756	0.49006	0.96567	0.049787	0.39958	0.79858	0.90534	0.72173	0.015502	0.055335	0.55128	0.7278	0.053385	0.015665	0.41807	0.64794	0.19022	0.053911	0.016559	0.01583	0.043405	0.026083	0.44397	0.42209	0.036379	0.041657	0.3577	0.045351	0.95623	0.41716	0.15209
Meth__cg13316191__CDCA7L	0.036725	0.03728	0.034765	0.046312	0.052245	0.21728	0.043425	0.028665	0.028029	0.050382	0.03762	0.020126	0.14756	0.061551	0.034265	0.4137	0.057773	0.0481	0.045381	0.050108	0.072289	0.56792	0.11664	0.041512	0.070184	0.051616	0.12976	0.86333	0.036727	0.033389	0.044503	0.029641	0.026715	0.047918	0.031644	0.03672
Meth__cg15442702__FGFR4	0.099484	0.13221	0.49577	0.11549	0.078532	0.42419	0.10599	0.1172	0.10256	0.086366	0.14881	0.070357	0.28815	0.06971	0.088628	0.12104	0.09284	0.16941	0.19802	0.10227	0.10414	0.10296	0.20811	0.10105	0.10541	0.12563	0.24963	0.11878	0.077474	0.19407	0.073079	0.088466	0.076747	0.079274	0.079253	0.094141
Meth__cg19709625__PCOLCE2	0.030136	0.028154	0.47955	0.038363	0.024841	0.030077	0.041552	0.02247	0.023656	0.026972	0.029893	0.017777	0.081447	0.017379	0.031807	0.40082	0.024002	0.041095	0.017142	0.022729	0.056614	0.0365	0.050211	0.02924	0.049898	0.073932	0.094523	0.019396	0.020665	0.01861	0.032006	0.058804	0.056517	0.030998	0.031581	0.029994
Meth__cg18443378__WDR17	0.043637	0.054868	0.90856	0.40667	0.04038	0.041896	0.059302	0.065063	0.039773	0.062589	0.038255	0.086732	0.57673	0.94433	0.27866	0.07872	0.30425	0.1071	0.037714	0.041037	0.052697	0.042976	0.072898	0.55755	0.070783	0.91685	0.12822	0.035683	0.031161	0.093178	0.93185	0.58174	0.1722	0.061432	0.049336	0.19105
Meth__cg11896271__PANX2	0.034005	0.65514	0.68666	0.69098	0.7091	0.91634	0.62226	0.15199	0.25425	0.049744	0.071108	0.48211	0.95602	0.95694	0.20634	0.099884	0.047044	0.37392	0.093133	0.93755	0.81645	0.83033	0.8615	0.64714	0.066568	0.82121	0.055091	0.028461	0.1957	0.51295	0.37054	0.96987	0.58916	0.73723	0.23031	0.031267
Meth__cg19596204__ISYNA1	0.040263	0.095906	0.03277	0.70213	0.024529	0.61674	0.026715	0.038893	0.019547	0.030234	0.040184	0.36161	0.26154	0.10979	0.025241	0.57001	0.023735	0.094387	0.7124	0.57359	0.040045	0.24059	0.92274	0.036787	0.047144	0.049322	0.077532	0.025937	0.023161	0.27586	0.1374	0.017523	0.049561	0.029931	0.022287	0.026424
Meth__cg21401794__LRRC8C	0.038306	0.034558	0.24358	0.038955	0.030113	0.028001	0.046544	0.029968	0.021209	0.030017	0.04434	0.049085	0.46461	0.024587	0.03436	0.036421	0.032759	0.092096	0.024753	0.047053	0.036432	0.053753	0.10663	0.049568	0.044556	0.1049	0.054231	0.028579	0.02433	0.039425	0.039685	0.66538	0.083216	0.035522	0.044119	0.046181
Meth__cg04222374__CXorf40A	0.63178	0.035259	0.061842	0.031529	0.49776	0.031079	0.035887	0.65225	0.033443	0.60888	0.035676	0.053147	0.06765	0.53118	0.033479	0.55581	0.62658	0.20033	0.032793	0.030818	0.031528	0.64538	0.11481	0.035917	0.58213	0.35101	0.029213	0.55534	0.030697	0.60456	0.023664	0.030717	0.10547	0.61812	0.49971	0.031583
Meth__cg09835543__DIRAS2	0.07165	0.050945	0.60471	0.039852	0.024273	0.87754	0.047918	0.08965	0.060302	0.036615	0.46044	0.06169	0.74632	0.043282	0.066922	0.068182	0.095034	0.18249	0.48571	0.046522	0.038075	0.2491	0.92308	0.039681	0.079304	0.094153	0.077511	0.041806	0.10616	0.23889	0.81196	0.62641	0.068734	0.032229	0.051539	0.054733
Meth__cg20877313__GLS2	0.031986	0.37903	0.74801	0.037527	0.024241	0.75943	0.030338	0.040941	0.02362	0.027957	0.97264	0.066679	0.095578	0.032976	0.02393	0.92728	0.097449	0.030751	0.029276	0.96527	0.8443	0.9754	0.62196	0.68387	0.065136	0.03805	0.22582	0.16503	0.025537	0.031722	0.8251	0.87886	0.4706	0.031298	0.055784	0.032912
Meth__cg08409225__OBFC2B	0.054349	0.049348	0.053723	0.30179	0.26791	0.76584	0.25066	0.20112	0.081845	0.10118	0.1117	0.11534	0.21401	0.27594	0.086307	0.33103	0.35286	0.26384	0.036929	0.070516	0.22922	0.084531	0.24011	0.16352	0.083927	0.54859	0.13049	0.05546	0.051141	0.50131	0.28915	0.15979	0.097561	0.20713	0.24837	0.40516
Meth__cg10332700__ZNF415	0.035117	0.022465	0.036316	0.041575	0.033044	0.029478	0.57692	0.93108	0.019652	0.026517	0.038838	0.024063	0.57526	0.020916	0.030413	0.73733	0.022714	0.078255	0.030419	0.97781	0.82416	0.032108	0.8533	0.035206	0.1009	0.92346	0.061649	0.028517	0.079028	0.097376	0.026179	0.2717	0.04483	0.035901	0.34846	0.16907
Meth__cg04235146__ATP2A2	0.044408	0.14507	0.15237	0.1885	0.12719	0.21652	0.27211	0.040154	0.042681	0.11355	0.082201	0.21614	0.15932	0.050072	0.054534	0.17858	0.047624	0.16183	0.042452	0.22919	0.1782	0.10458	0.052997	0.14877	0.24198	0.10383	0.15777	0.050234	0.037548	0.054194	0.54179	0.10646	0.19479	0.12465	0.20001	0.25267
Meth__cg21548414__CLIC5	0.037993	0.03062	0.36158	0.036062	0.023897	0.32039	0.032498	0.21258	0.024221	0.028473	0.045856	0.026382	0.094739	0.019564	0.034271	0.46811	0.040601	0.13359	0.035631	0.028126	0.034428	0.04671	0.077976	0.044236	0.05477	0.080587	0.048947	0.026337	0.030601	0.031928	0.039073	0.36457	0.073907	0.034643	0.035477	0.038643
Meth__cg08764758__FLJ34922	0.041818	0.049329	0.050894	0.042753	0.034481	0.035275	0.054522	0.047344	0.039099	0.038222	0.041054	0.044543	0.092834	0.034137	0.041528	0.72895	0.036677	0.12299	0.18456	0.03545	0.055842	0.49157	0.82753	0.038285	0.057223	0.10652	0.094272	0.03867	0.039466	0.037319	0.060391	0.13808	0.048435	0.049515	0.10724	0.037367
Meth__cg14839257__RPS6KA2	0.53649	0.086268	0.52985	0.035182	0.027106	0.64874	0.10497	0.17957	0.024089	0.0255	0.31361	0.049644	0.82195	0.022812	0.035842	0.030686	0.03085	0.21339	0.030556	0.052938	0.03861	0.051324	0.82433	0.029217	0.097658	0.58247	0.066944	0.021634	0.04025	0.33707	0.5529	0.80969	0.066288	0.033995	0.29391	0.85471
Meth__cg23984130__	0.87046	0.095529	0.53005	0.72027	0.68799	0.09196	0.2501	0.14077	0.79307	0.37072	0.40109	0.40737	0.15511	0.06986	0.59756	0.18255	0.069043	0.087997	0.10677	0.06664	0.10825	0.081875	0.13855	0.43358	0.19014	0.11661	0.087285	0.066827	0.10613	0.073952	0.82706	0.206	0.086814	0.46876	0.47577	0.48163
Meth__cg14892066__DCTD	0.050701	0.14792	0.078983	0.30249	0.050185	0.89033	0.050902	0.30563	0.074648	0.070555	0.055807	0.12472	0.71378	0.067045	0.060215	0.48836	0.089824	0.09196	0.052841	0.046523	0.07975	0.20994	0.086563	0.046716	0.10831	0.1417	0.16407	0.046468	0.11571	0.84363	0.05554	0.17652	0.13626	0.064637	0.1023	0.085964
Meth__cg24593475__SNAI2	0.052769	0.027891	0.053705	0.056503	0.03328	0.041719	0.070124	0.053783	0.044473	0.04611	0.031668	0.03932	0.072954	0.031088	0.047269	0.051764	0.038989	0.10012	0.034701	0.053257	0.049246	0.04288	0.38278	0.051346	0.079449	0.12479	0.095541	0.050268	0.032327	0.052436	0.092839	0.2169	0.068983	0.037	0.059732	0.065259
Meth__cg19789466__OAS1	0.064205	0.1021	0.13159	0.58751	0.10876	0.38205	0.71022	0.84503	0.057148	0.091743	0.18398	0.097018	0.14627	0.10776	0.1459	0.64654	0.48483	0.19632	0.30624	0.45439	0.30245	0.15339	0.52749	0.39646	0.15284	0.7613	0.27956	0.44207	0.52032	0.084138	0.20507	0.12821	0.24504	0.2356	0.38046	0.73721
Meth__cg25177452__PRP2	0.039336	0.037851	0.082297	0.028633	0.021762	0.50097	0.092711	0.04352	0.032162	0.041161	0.082245	0.058512	0.21157	0.029698	0.038043	0.039497	0.030573	0.061644	0.032405	0.095496	0.037624	0.041247	0.45965	0.041334	0.052859	0.9656	0.079001	0.029491	0.027925	0.4984	0.31214	0.54588	0.057478	0.036975	0.058686	0.069802
Meth__cg05228408__CLCN6	0.2548	0.18508	0.10262	0.17733	0.12086	0.3351	0.22947	0.095578	0.067816	0.30068	0.055323	0.13005	0.17672	0.040542	0.0862	0.16596	0.1123	0.10295	0.44382	0.18686	0.24813	0.73759	0.35072	0.24403	0.31365	0.063676	0.18291	0.047606	0.039759	0.47595	0.44419	0.11229	0.10744	0.14941	0.068446	0.10838
Meth__cg09580336__ATP1A1	0.27093	0.069378	0.18257	0.594	0.18207	0.74737	0.79032	0.091013	0.079679	0.29559	0.10165	0.096821	0.35197	0.087912	0.093262	0.11063	0.27632	0.16884	0.22529	0.045911	0.045885	0.78625	0.81908	0.39234	0.13652	0.69225	0.12137	0.29688	0.078887	0.31261	0.4824	0.72232	0.21268	0.12373	0.76364	0.73725
Meth__cg27495845__FCRLM2	0.5036	0.028987	0.40779	0.64864	0.77647	0.068506	0.18094	0.56939	0.36124	0.076687	0.26636	0.43119	0.35158	0.023051	0.25728	0.2694	0.13469	0.13626	0.066583	0.43877	0.29772	0.28949	0.50068	0.34684	0.1279	0.14032	0.072702	0.33034	0.40404	0.50163	0.11512	0.22983	0.14646	0.89484	0.46677	0.23621
Meth__cg00815605__ACOT2	0.066589	0.54777	0.081616	0.076174	0.079405	0.39865	0.085456	0.058386	0.081464	0.10247	0.067716	0.071762	0.64658	0.053015	0.094285	0.10197	0.064734	0.16954	0.34172	0.74117	0.53552	0.085858	0.1146	0.078571	0.093013	0.11946	0.27994	0.079772	0.065903	0.47917	0.10204	0.055901	0.08671	0.07937	0.064324	0.075357
Meth__cg03072378__DLX4	0.033566	0.021732	0.14556	0.43746	0.032492	0.53204	0.16315	0.025965	0.031801	0.023515	0.090525	0.10392	0.065397	0.0182	0.034549	0.050918	0.026869	0.057983	0.022171	0.027632	0.076675	0.030747	0.17919	0.29263	0.056736	0.44433	0.066465	0.026927	0.039264	0.042813	0.026038	0.16914	0.034639	0.038081	0.053852	0.13477
Meth__cg05594230__INGX	0.57364	0.43734	0.90674	0.27633	0.61582	0.94436	0.048715	0.0563	0.048822	0.29027	0.044463	0.048626	0.91455	0.46477	0.1322	0.87617	0.33297	0.13852	0.077873	0.93712	0.68987	0.30958	0.85131	0.14735	0.05957	0.35179	0.12756	0.049096	0.034366	0.14827	0.40777	0.92863	0.89548	0.29009	0.050258	0.914
Meth__cg06023257__GAB2	0.02621	0.039296	0.31432	0.072996	0.21908	0.4323	0.51052	0.056091	0.023484	0.1023	0.22371	0.036277	0.27059	0.027997	0.029087	0.52117	0.051717	0.077693	0.021551	0.11625	0.034183	0.039764	0.66093	0.038974	0.068157	0.5831	0.059994	0.066581	0.029387	0.043053	0.38825	0.14613	0.11043	0.025373	0.35641	0.11151
Meth__cg05607127__KCNG3	0.047459	0.069556	0.083488	0.062421	0.039031	0.044448	0.064262	0.044152	0.040462	0.038788	0.067426	0.05217	0.069278	0.031574	0.063816	0.047636	0.046883	0.076189	0.052962	0.040812	0.066218	0.061944	0.70303	0.074372	0.06109	0.29431	0.10255	0.049059	0.046202	0.061037	0.035026	0.040843	0.05972	0.037531	0.040968	0.049738
Meth__cg23074747__C9orf72	0.031415	0.030705	0.042634	0.044836	0.024095	0.021424	0.028085	0.025672	0.022711	0.026074	0.027518	0.019293	0.94579	0.022854	0.029174	0.023897	0.54896	0.033092	0.025046	0.030176	0.028988	0.02997	0.049376	0.032217	0.0338	0.051639	0.061564	0.024574	0.029761	0.58831	0.024203	0.025284	0.063302	0.031434	0.030606	0.033517
Meth__cg10708793__LGP2	0.042488	0.36863	0.043506	0.04641	0.036354	0.50574	0.031193	0.066507	0.037514	0.37997	0.38723	0.030818	0.43719	0.026042	0.048272	0.87251	0.038136	0.2201	0.04127	0.87859	0.87556	0.29872	0.35133	0.35544	0.064786	0.28787	0.25903	0.034011	0.037654	0.029871	0.043018	0.54054	0.032598	0.06946	0.43211	0.86165
Meth__cg15447479__SMO	0.037511	0.037473	0.97207	0.044769	0.88615	0.041243	0.73816	0.038704	0.028279	0.041266	0.037067	0.077548	0.87146	0.26508	0.031289	0.033893	0.035529	0.052754	0.028739	0.97156	0.95926	0.0485	0.71953	0.054877	0.04903	0.58927	0.067262	0.030478	0.03379	0.047825	0.97091	0.68982	0.063885	0.24157	0.18123	0.56937
Meth__cg17827767__LRRC21	0.62183	0.17726	0.838	0.94227	0.8664	0.077655	0.63996	0.83861	0.58386	0.17983	0.91993	0.31077	0.12921	0.027831	0.4265	0.52902	0.9078	0.082295	0.03775	0.66707	0.75731	0.061509	0.064497	0.32436	0.047016	0.41783	0.094905	0.32277	0.05735	0.042791	0.52179	0.13488	0.044926	0.77008	0.33146	0.42426
Meth__cg03302287__PKP2	0.043445	0.083649	0.057006	0.055358	0.030474	0.93296	0.043877	0.063005	0.054132	0.038715	0.044027	0.027698	0.11232	0.047179	0.043103	0.040904	0.076315	0.12308	0.43069	0.034847	0.040196	0.047751	0.1262	0.044025	0.058108	0.11616	0.084804	0.041663	0.038136	0.085839	0.03396	0.036931	0.10114	0.041224	0.043055	0.058149
Meth__cg03969997__WBSCR27	0.043598	0.031496	0.050432	0.042714	0.033648	0.043853	0.037687	0.04311	0.49123	0.045946	0.038238	0.052884	0.053355	0.025913	0.41617	0.033367	0.036208	0.13561	0.029081	0.032715	0.04111	0.045805	0.078195	0.05032	0.043287	0.056715	0.093843	0.04801	0.02699	0.038693	0.031247	0.037384	0.065745	0.051995	0.043406	0.046016
Meth__cg11174654__GLUD2	0.37086	0.040013	0.42743	0.03966	0.041868	0.33049	0.047166	0.30968	0.36264	0.086699	0.31038	0.092823	0.08675	0.016055	0.43273	0.31886	0.37707	0.21519	0.20548	0.022474	0.040374	0.093334	0.32015	0.041574	0.32855	0.34603	0.13041	0.34898	0.021435	0.3586	0.030738	0.35592	0.067276	0.434	0.29417	0.031911
Meth__cg27360003__NEURL	0.059099	0.037773	0.058507	0.056246	0.034767	0.4342	0.074111	0.15985	0.030439	0.039407	0.42242	0.03341	0.60659	0.030907	0.038889	0.035857	0.071569	0.09059	0.4309	0.20342	0.044545	0.053042	0.84821	0.048837	0.096541	0.38512	0.062863	0.029014	0.066065	0.092106	0.026329	0.54432	0.065113	0.040987	0.039771	0.04615
Meth__cg07690018__CPNE7	0.41937	0.047221	0.97426	0.95424	0.095273	0.096535	0.72585	0.034637	0.072187	0.10593	0.033084	0.96758	0.85173	0.11449	0.18609	0.61248	0.16298	0.10966	0.54694	0.90398	0.9631	0.96452	0.94704	0.97127	0.065901	0.086002	0.10069	0.068211	0.97529	0.039336	0.20618	0.97708	0.18197	0.081192	0.058118	0.072077
Meth__cg24265806__DRCTNNB1A	0.057324	0.0407	0.049055	0.042254	0.043639	0.039936	0.04874	0.069776	0.050935	0.049883	0.053521	0.082972	0.050546	0.038867	0.046346	0.055265	0.040134	0.045008	0.031492	0.048448	0.044931	0.03562	0.077853	0.054309	0.11428	0.72126	0.040679	0.0554	0.052068	0.070876	0.036796	0.037858	0.068396	0.043446	0.044174	0.041065
Meth__cg00720137__DYNLRB2	0.025833	0.011606	0.019363	0.017099	0.010657	0.97684	0.019254	0.92854	0.078261	0.022665	0.80475	0.97664	0.034758	0.01172	0.058313	0.021067	0.48787	0.0711	0.05748	0.012682	0.020849	0.037023	0.7536	0.021931	0.015696	0.028676	0.042629	0.46936	0.017417	0.024311	0.016514	0.012827	0.036759	0.01792	0.023206	0.021206
Meth__cg06256735__MFAP5	0.36047	0.054363	0.77162	0.83534	0.47908	0.054447	0.40666	0.75335	0.80821	0.52194	0.69524	0.39655	0.63729	0.076193	0.59187	0.28157	0.83392	0.12696	0.090909	0.23179	0.1657	0.092885	0.065745	0.21824	0.24171	0.19701	0.049099	0.058668	0.20204	0.19564	0.72083	0.29616	0.29286	0.1269	0.34018	0.17583
Meth__cg01288598__CD83	0.051129	0.3655	0.095154	0.10609	0.044789	0.046575	0.079275	0.066256	0.049637	0.064826	0.064818	0.026919	0.28311	0.077964	0.13052	0.38137	0.06831	0.09081	0.069785	0.050612	0.053892	0.081921	0.093132	0.045176	0.048712	0.11183	0.17856	0.055012	0.044087	0.085932	0.12635	0.047704	0.076151	0.049777	0.059693	0.065338
Meth__cg22083639__SLCO5A1	0.047556	0.021471	0.11509	0.37563	0.071332	0.20444	0.43957	0.24264	0.44284	0.2836	0.29645	0.41112	0.10708	0.02599	0.27084	0.079856	0.19246	0.04763	0.036001	0.030976	0.071905	0.039364	0.10346	0.19783	0.069071	0.32705	0.073602	0.044233	0.033391	0.036909	0.21824	0.09258	0.038043	0.41949	0.089694	0.091198
Meth__cg10313673__CILP2	0.056788	0.035169	0.97226	0.94993	0.04935	0.97414	0.034576	0.9814	0.021346	0.034055	0.060641	0.807	0.89547	0.97639	0.021802	0.97126	0.97398	0.26437	0.16495	0.96482	0.88255	0.96427	0.93958	0.96565	0.042187	0.85141	0.056239	0.075658	0.018269	0.10099	0.74166	0.937	0.83382	0.74244	0.3482	0.096996
Meth__cg06101324__SPRR1A	0.91014	0.035554	0.90737	0.90436	0.88729	0.048965	0.25398	0.70221	0.55653	0.089253	0.058025	0.67343	0.75938	0.043733	0.47301	0.057645	0.059044	0.14949	0.048081	0.20055	0.18535	0.054432	0.086043	0.071453	0.1307	0.071162	0.081696	0.046092	0.073252	0.045099	0.85411	0.080777	0.10818	0.81094	0.36761	0.5226
Meth__cg00512374__IGFBP4	0.039019	0.17056	0.73212	0.045583	0.026289	0.038611	0.036017	0.025474	0.026224	0.036427	0.041428	0.053654	0.88136	0.029158	0.033356	0.25959	0.035694	0.055902	0.033113	0.043203	0.043687	0.042195	0.067978	0.030704	0.047754	0.070992	0.072526	0.027244	0.029867	0.028511	0.025094	0.89333	0.081357	0.036087	0.029941	0.03818
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.041465	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.05039	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.057255	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.025616	0.70459	0.068286	0.04186	0.046727	0.047215
Meth__cg10364513__RXRG	0.19848	0.042288	0.96685	0.21699	0.056336	0.95135	0.73901	0.98419	0.11845	0.051935	0.70508	0.19318	0.96354	0.060505	0.088997	0.61707	0.24076	0.27146	0.3159	0.4393	0.14545	0.11603	0.93203	0.54192	0.12531	0.54939	0.079117	0.22745	0.45531	0.42144	0.93674	0.94798	0.071121	0.062047	0.19249	0.55244
Meth__cg13784557__HCP5	0.054283	0.05164	0.053436	0.82253	0.044362	0.85567	0.062266	0.048916	0.04162	0.066562	0.060076	0.030684	0.080491	0.040617	0.053495	0.0544	0.11111	0.1172	0.64548	0.057898	0.047025	0.057128	0.69923	0.049385	0.071841	0.10124	0.1081	0.078581	0.040622	0.049449	0.14679	0.054174	0.12161	0.052772	0.060774	0.097254
Meth__cg08462247__MYEOV2	0.049983	0.045671	0.064628	0.057271	0.048431	0.04244	0.053238	0.11957	0.21983	0.062364	0.066574	0.12452	0.063824	0.095431	0.1647	0.04631	0.13	0.090085	0.045453	0.035637	0.051327	0.063584	0.48551	0.060363	0.080536	0.095276	0.081346	0.065839	0.034881	0.061839	0.04657	0.04852	0.057151	0.061357	0.047894	0.042385
Meth__cg25748127__POLR2L	0.033415	0.035515	0.048162	0.054679	0.030662	0.035839	0.054968	0.056531	0.024752	0.040452	0.042639	0.022781	0.070192	0.030701	0.037568	0.033845	0.039432	0.076531	0.039565	0.028256	0.041284	0.038799	0.044732	0.052722	0.08371	0.069479	0.066019	0.031534	0.030835	0.027735	0.86948	0.034561	0.065315	0.034167	0.056671	0.053275
Meth__cg26875522__ZNF307	0.036313	0.044564	0.051819	0.044429	0.03471	0.035884	0.41028	0.035376	0.033385	0.046853	0.045558	0.021345	0.050174	0.022923	0.038665	0.043028	0.03621	0.082961	0.039895	0.022923	0.041248	0.052923	0.057344	0.053274	0.075298	0.070628	0.086126	0.037206	0.036733	0.039856	0.041648	0.03167	0.053166	0.044854	0.046332	0.045681
Meth__cg26580095__BTBD8	0.10082	0.08093	0.27064	0.71731	0.30389	0.86931	0.27092	0.14169	0.16017	0.14014	0.080717	0.58851	0.53797	0.11739	0.15782	0.22377	0.55969	0.089175	0.33461	0.11524	0.19415	0.1619	0.075161	0.25363	0.10865	0.67079	0.24814	0.036312	0.57146	0.05499	0.62306	0.12543	0.075823	0.071367	0.20818	0.19362
Meth__cg01241836__TFE3	0.53894	0.13776	0.063173	0.048671	0.44435	0.039325	0.044095	0.042725	0.57581	0.61746	0.051715	0.40823	0.44205	0.68497	0.5274	0.56426	0.044471	0.40707	0.034686	0.040935	0.05283	0.063964	0.15956	0.51176	0.54024	0.57787	0.52624	0.53923	0.038939	0.39316	0.039531	0.046503	0.064084	0.49579	0.46015	0.048123
Meth__cg26491213__SIX3	0.041406	0.068627	0.47887	0.17118	0.16621	0.73496	0.20193	0.048698	0.054155	0.071834	0.84182	0.18035	0.33683	0.093782	0.083052	0.67986	0.058782	0.15955	0.11908	0.29376	0.3742	0.39756	0.71415	0.28424	0.069012	0.22032	0.089041	0.032186	0.090201	0.076326	0.041477	0.42292	0.099188	0.28566	0.73178	0.67257
Meth__cg06111454__NFATC4	0.031008	0.91534	0.93899	0.95181	0.89464	0.03078	0.95067	0.63793	0.044619	0.7664	0.68037	0.95046	0.9205	0.94885	0.64319	0.62251	0.9343	0.56835	0.032155	0.89111	0.95279	0.94123	0.66808	0.96337	0.050688	0.79922	0.83139	0.030141	0.028271	0.040214	0.96661	0.94151	0.067546	0.076669	0.61776	0.92578
Meth__cg15127324__CENTD1	0.049909	0.055794	0.0875	0.076859	0.18966	0.48188	0.068878	0.058833	0.043395	0.41301	0.16152	0.13384	0.084903	0.31899	0.051956	0.076421	0.078881	0.12532	0.058211	0.27107	0.091286	0.40758	0.11128	0.060659	0.11382	0.088028	0.098717	0.05965	0.46126	0.17082	0.27287	0.65527	0.078149	0.052108	0.15204	0.17453
Meth__cg03067226__TPI1	0.033545	0.037145	0.05096	0.046574	0.035105	0.10126	0.049523	0.041572	0.031754	0.033819	0.06331	0.30541	0.27108	0.034909	0.036592	0.072869	0.036888	0.059305	0.049752	0.17002	0.067049	0.27743	0.087237	0.11334	0.053439	0.27963	0.048425	0.030337	0.043332	0.057472	0.13052	0.026026	0.064058	0.066741	0.084049	0.03659
Meth__cg14311811__DSG2	0.053995	0.79532	0.85643	0.70484	0.22919	0.84493	0.076181	0.06069	0.64303	0.063663	0.15134	0.43761	0.32588	0.92039	0.71916	0.042394	0.27183	0.12627	0.38633	0.14872	0.11532	0.63271	0.36005	0.6021	0.091131	0.44376	0.3103	0.064078	0.040606	0.11305	0.82064	0.83061	0.10998	0.04677	0.34026	0.81002
Meth__cg22442090__GIMAP5	0.32054	0.086694	0.22411	0.6104	0.64927	0.093771	0.095958	0.20329	0.84686	0.098459	0.78819	0.44933	0.25349	0.032918	0.61121	0.47275	0.55973	0.08075	0.10418	0.305	0.50717	0.11947	0.19006	0.17904	0.14224	0.1093	0.14529	0.052638	0.12786	0.11482	0.70737	0.14094	0.17509	0.31436	0.20515	0.27513
Meth__cg17630833__MAPT	0.016128	0.024048	0.027378	0.017788	0.011843	0.86947	0.015044	0.043182	0.020528	0.017006	0.015371	0.015745	0.027818	0.01664	0.015329	0.012094	0.075585	0.04172	0.012734	0.024731	0.016908	0.023733	0.29907	0.024433	0.035302	0.052491	0.048322	0.014899	0.025135	0.020797	0.011881	0.018549	0.041336	0.018644	0.015987	0.020194
Meth__cg11323198__CDH8	0.64167	0.032154	0.98781	0.041348	0.046771	0.93412	0.98201	0.99283	0.95841	0.04471	0.9844	0.98531	0.86372	0.29619	0.96551	0.13892	0.52592	0.37828	0.022256	0.96226	0.42857	0.12723	0.96398	0.1893	0.065542	0.97758	0.043903	0.9436	0.59137	0.025404	0.020793	0.85213	0.18507	0.84925	0.70301	0.063626
Meth__cg08596000__PDGFD	0.88024	0.078177	0.5493	0.45038	0.39148	0.68036	0.87287	0.050407	0.096831	0.072031	0.51317	0.055153	0.67247	0.90549	0.19539	0.16497	0.10175	0.11863	0.43518	0.24747	0.4112	0.074982	0.13591	0.49611	0.12147	0.43845	0.15227	0.059871	0.10436	0.31051	0.52288	0.47646	0.21067	0.095487	0.1811	0.1877
