Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SUM1315MO2	SUM149PT	SUM159PT	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg03556497__SLC32A1	0.208	0.081666	0.6296	0.18796	0.12842	0.49228	0.29291	0.55419	0.082155	0.11509	0.5878	0.33999	0.15024	0.091718	0.061853	0.11441	0.18032	0.071168	0.33421	0.56274	0.24161	0.074491	0.6181	0.52797	0.18207	0.11685	0.63514	0.062246	0.071815	0.07529	0.078942	0.42785	0.16349	0.17826	0.27274	0.16116
Meth__cg07113600__KLF12	0.043766	0.042694	0.061267	0.03907	0.033096	0.033438	0.038407	0.03042	0.051578	0.053299	0.057156	0.046677	0.073524	0.054346	0.049115	0.060873	0.096342	0.063065	0.068184	0.052799	0.04778	0.054691	0.032323	0.11875	0.054296	0.072688	0.094291	0.043689	0.033169	0.050744	0.037589	0.10059	0.075202	0.038605	0.51734	0.72377
Meth__cg23984130__	0.87046	0.095529	0.53005	0.72027	0.68799	0.09196	0.2501	0.14077	0.79307	0.37072	0.40109	0.40737	0.15511	0.59756	0.18255	0.069043	0.087997	0.10677	0.06664	0.10825	0.12777	0.081875	0.59518	0.13855	0.43358	0.19014	0.11661	0.066827	0.10613	0.073952	0.0965	0.206	0.086814	0.46876	0.47577	0.48163
Meth__cg22228134__GZMH	0.51981	0.07767	0.26795	0.84291	0.67675	0.10357	0.83465	0.86484	0.095957	0.50326	0.5536	0.61277	0.53922	0.089014	0.19466	0.13186	0.71209	0.098259	0.40918	0.48309	0.92366	0.094026	0.89279	0.13308	0.17355	0.14606	0.14939	0.11093	0.4087	0.091229	0.087182	0.39152	0.14086	0.50077	0.50889	0.44938
Meth__cg09558502__OVGP1	0.2228	0.042807	0.39044	0.35461	0.21353	0.076273	0.090016	0.52289	0.4775	0.23822	0.10206	0.59322	0.22141	0.38367	0.10342	0.45608	0.077071	0.040114	0.14967	0.16152	0.58238	0.085782	0.62103	0.068871	0.15721	0.10783	0.11159	0.069243	0.061096	0.065828	0.039717	0.43979	0.20798	0.14247	0.11449	0.10048
Meth__cg14869028__TINAGL1	0.068228	0.062479	0.067893	0.83979	0.84893	0.8138	0.83406	0.051463	0.068701	0.81607	0.060682	0.045756	0.097581	0.071189	0.05152	0.092365	0.10536	0.64931	0.88914	0.86253	0.70222	0.45233	0.058668	0.10531	0.50548	0.148	0.7986	0.10345	0.062399	0.18042	0.060991	0.82313	0.099106	0.11027	0.79607	0.79316
Meth__cg03733371__LIPH	0.12903	0.070169	0.10689	0.081199	0.10036	0.88043	0.10206	0.098958	0.73551	0.075837	0.28314	0.066642	0.11345	0.62091	0.11177	0.14967	0.20016	0.69613	0.066053	0.18488	0.49265	0.30006	0.07796	0.21229	0.12836	0.14965	0.47876	0.6706	0.10821	0.22865	0.092031	0.10876	0.2043	0.065183	0.11652	0.11507
Meth__cg09522147__KRT7	0.071048	0.069625	0.10731	0.062644	0.048602	0.94306	0.17369	0.055719	0.063485	0.93289	0.22515	0.042965	0.099001	0.059664	0.055828	0.22209	0.12625	0.9048	0.93719	0.94583	0.70398	0.93777	0.057251	0.098049	0.072433	0.095283	0.10569	0.60017	0.050924	0.051159	0.054514	0.047205	0.68789	0.064975	0.928	0.91954
Meth__cg05022306__HOXC8	0.080873	0.10748	0.95851	0.9701	0.96394	0.039802	0.96873	0.058583	0.24335	0.060792	0.068055	0.97736	0.87854	0.53586	0.80417	0.032301	0.92731	0.048669	0.072978	0.050442	0.74001	0.95157	0.9676	0.9013	0.9684	0.075931	0.95018	0.047079	0.042054	0.054054	0.9577	0.97901	0.95769	0.96612	0.95307	0.94903
Meth__cg06777274__ME2	0.05548	0.079919	0.12008	0.17786	0.17367	0.050628	0.1184	0.093204	0.047711	0.077168	0.048356	0.070268	0.075102	0.053227	0.058787	0.062069	0.099777	0.047872	0.09915	0.087223	0.096783	0.067185	0.1155	0.12939	0.16707	0.10133	0.097755	0.054252	0.046292	0.04584	0.39787	0.059403	0.10523	0.059986	0.050919	0.078329
Meth__cg23001457__MRGPRX1	0.56745	0.025138	0.20091	0.49503	0.22909	0.093443	0.12523	0.57016	0.74211	0.040234	0.3621	0.72664	0.56755	0.48841	0.087781	0.32956	0.10127	0.041804	0.072944	0.12366	0.36173	0.057339	0.40613	0.0726	0.077363	0.042915	0.18964	0.058205	0.54903	0.051217	0.040831	0.24099	0.13333	0.54483	0.15924	0.341
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.079092	0.21001	0.073447	0.043017	0.04854	0.51682	0.3533	0.029854	0.45684	0.3295	0.091968	0.22276	0.12391	0.10588	0.025773	0.014509	0.051903	0.06923	0.25087	0.048813	0.54293	0.095569	0.041179	0.032978	0.063712	0.028967	0.13284	0.022723	0.022336	0.043972	0.045827	0.023879	0.020012	0.023508
Meth__cg23662675__PRKCBP1	0.036656	0.032102	0.042902	0.025951	0.025864	0.030463	0.041555	0.022514	0.032288	0.036959	0.043287	0.028458	0.086982	0.046528	0.035076	0.043522	0.097782	0.046993	0.58805	0.70246	0.033048	0.030733	0.022281	0.058661	0.040142	0.057677	0.095249	0.039613	0.039297	0.037199	0.028992	0.02048	0.054315	0.035398	0.030444	0.032799
Meth__cg05316065__MLZE	0.059014	0.03928	0.054755	0.34097	0.348	0.87752	0.16273	0.048959	0.09708	0.21504	0.042594	0.016913	0.06867	0.10639	0.031956	0.90005	0.12953	0.32574	0.61014	0.59327	0.89234	0.88427	0.042415	0.73654	0.32956	0.068568	0.79044	0.1218	0.051078	0.079384	0.027037	0.03868	0.22572	0.06117	0.081116	0.11294
Meth__cg21096915__MGC16291	0.92007	0.030463	0.92333	0.60718	0.15143	0.15646	0.92646	0.90537	0.16317	0.17197	0.94908	0.4885	0.7868	0.15608	0.13632	0.37312	0.13241	0.14058	0.85137	0.60319	0.53452	0.18139	0.18548	0.57312	0.7615	0.076602	0.85502	0.17237	0.13406	0.13016	0.34004	0.90629	0.6675	0.87227	0.15433	0.18818
Meth__cg11594415__BAT2D1	0.030023	0.028097	0.037742	0.029226	0.023819	0.032363	0.036016	0.020256	0.028634	0.037479	0.029121	0.014671	0.067555	0.034294	0.032986	0.024482	0.13	0.02915	0.024064	0.033062	0.026646	0.035714	0.023144	0.055446	0.043531	0.059318	0.064133	0.030948	0.033442	0.031587	0.022668	0.023215	0.19023	0.040433	0.032972	0.030221
Meth__cg02566518__FUT11	0.083125	0.18464	0.4376	0.26722	0.11705	0.028089	0.10853	0.39525	0.028404	0.72416	0.054286	0.73613	0.42972	0.064953	0.035959	0.040253	0.061337	0.019856	0.38456	0.2871	0.040991	0.055775	0.27346	0.39536	0.67766	0.059914	0.090326	0.026362	0.024455	0.45565	0.92976	0.17247	0.46567	0.25603	0.16176	0.92916
Meth__cg06244906__ZIM2	0.90163	0.042749	0.5392	0.41479	0.91824	0.42462	0.65708	0.32653	0.064867	0.084705	0.85888	0.62466	0.20225	0.10871	0.80712	0.30622	0.051761	0.044238	0.12761	0.32078	0.91375	0.45238	0.88519	0.19414	0.04835	0.074639	0.27518	0.75574	0.16317	0.17711	0.04588	0.51542	0.095643	0.9171	0.070821	0.066571
Meth__cg17525406__AJAP1	0.76663	0.077423	0.95494	0.72213	0.10457	0.93031	0.94053	0.94905	0.47245	0.086829	0.95143	0.94881	0.84765	0.47962	0.080446	0.63209	0.37338	0.70152	0.27547	0.14322	0.052492	0.095238	0.11493	0.90078	0.80826	0.099513	0.83938	0.048908	0.60486	0.047516	0.060568	0.87917	0.79377	0.069104	0.0851	0.084304
Meth__cg23092072__AFF1	0.039791	0.039379	0.035506	0.037797	0.036148	0.03634	0.037863	0.48789	0.044207	0.044288	0.034977	0.03511	0.056098	0.065684	0.040392	0.035775	0.066978	0.039923	0.043127	0.042185	0.038854	0.046619	0.03086	0.061957	0.039971	0.064791	0.078611	0.04121	0.035814	0.053614	0.033702	0.044642	0.087878	0.052333	0.0378	0.053056
Meth__cg08878744__LCE1B	0.87062	0.022967	0.37004	0.90843	0.90159	0.035698	0.55539	0.37713	0.25872	0.25949	0.058831	0.22714	0.22253	0.19462	0.052291	0.062637	0.072897	0.028881	0.083253	0.22645	0.053975	0.041692	0.88766	0.057072	0.45459	0.07328	0.17638	0.031624	0.048288	0.039325	0.034399	0.49224	0.088053	0.7597	0.49817	0.56527
Meth__cg08250444__EFNA1	0.034524	0.031093	0.03397	0.031325	0.024754	0.033912	0.032918	0.024741	0.037883	0.041749	0.027633	0.033106	0.07748	0.031551	0.03366	0.030028	0.091665	0.28558	0.024771	0.034869	0.039355	0.035618	0.023801	0.14234	0.040606	0.072453	0.063635	0.034472	0.025688	0.028777	0.026018	0.024207	0.055129	0.03628	0.028882	0.03124
Meth__cg08977371__CDH13	0.91195	0.037599	0.84516	0.8441	0.43286	0.71604	0.7581	0.8046	0.092716	0.50326	0.84708	0.79759	0.89136	0.24919	0.51971	0.38549	0.18389	0.036289	0.60156	0.34471	0.16126	0.070535	0.9014	0.86674	0.74977	0.089187	0.86655	0.098592	0.042463	0.065275	0.084331	0.87744	0.12794	0.47495	0.67612	0.27932
Meth__cg17738194__GK2	0.2854	0.0403	0.15391	0.67279	0.65898	0.051928	0.30027	0.67077	0.2708	0.088837	0.31965	0.14481	0.10723	0.18938	0.054696	0.049814	0.12751	0.057124	0.051458	0.25561	0.59408	0.067202	0.82423	0.24394	0.30908	0.083183	0.37201	0.089106	0.26769	0.084203	0.038852	0.3278	0.10937	0.17244	0.13877	0.10243
Meth__cg05037688__EGFL7	0.60852	0.025764	0.40687	0.87743	0.45817	0.28269	0.18166	0.90601	0.19282	0.25725	0.34493	0.69217	0.62238	0.16313	0.1349	0.58098	0.044214	0.025406	0.57121	0.67188	0.55967	0.75719	0.94846	0.095959	0.45193	0.07071	0.080223	0.030985	0.024599	0.040182	0.028588	0.051787	0.064121	0.82383	0.18022	0.088519
Meth__cg26198807__C11orf49	0.3585	0.050406	0.43843	0.37388	0.18144	0.40242	0.31939	0.58882	0.33184	0.093693	0.3008	0.48553	0.44789	0.28446	0.19649	0.78751	0.24759	0.076038	0.087028	0.069327	0.57528	0.13779	0.18636	0.29339	0.1247	0.18048	0.30413	0.062239	0.14204	0.080052	0.092199	0.15319	0.21272	0.14648	0.10379	0.069735
Meth__cg16293105__SIGLEC6	0.4187	0.034205	0.32996	0.93176	0.32185	0.4548	0.63328	0.59114	0.032342	0.089019	0.17502	0.54456	0.12719	0.038674	0.051314	0.039196	0.072904	0.029508	0.63852	0.15759	0.050013	0.068343	0.5613	0.13234	0.45048	0.10683	0.40489	0.036006	0.036429	0.082418	0.037284	0.71871	0.046106	0.40903	0.038821	0.046974
Meth__cg18565355__RBM35A	0.053114	0.06417	0.058305	0.04936	0.045203	0.89511	0.049756	0.042357	0.055787	0.052689	0.050598	0.089882	0.10983	0.05262	0.053972	0.68863	0.11547	0.56503	0.057271	0.051508	0.05243	0.89147	0.04287	0.74396	0.053287	0.09179	0.072782	0.83076	0.041838	0.86879	0.045734	0.039021	0.054825	0.048901	0.045585	0.050395
Meth__cg13992856__FLOT2	0.076711	0.22971	0.0848	0.068871	0.095868	0.076309	0.094447	0.057821	0.074743	0.16745	0.081507	0.060367	0.095422	0.095137	0.12958	0.069415	0.10693	0.11466	0.068538	0.076298	0.14083	0.50654	0.084581	0.18793	0.092432	0.13104	0.11184	0.11874	0.071524	0.076612	0.066481	0.12477	0.14507	0.12557	0.074069	0.079591
Meth__cg17316750__FAM82C	0.041861	0.031936	0.05293	0.063706	0.038592	0.73632	0.047616	0.041935	0.19806	0.1071	0.046824	0.18307	0.12598	0.18362	0.059846	0.052991	0.12607	0.069793	0.063176	0.064044	0.17877	0.12675	0.041551	0.20632	0.066587	0.16443	0.10276	0.044336	0.075581	0.1211	0.03593	0.040245	0.14564	0.05069	0.097761	0.10743
Meth__cg18408326__CACNB2	0.27802	0.042508	0.76881	0.73495	0.48067	0.06669	0.4214	0.63171	0.052307	0.18947	0.8285	0.53467	0.4228	0.041377	0.14031	0.037956	0.054891	0.053872	0.36645	0.31295	0.62805	0.05959	0.19697	0.59874	0.36219	0.16047	0.30064	0.046185	0.18884	0.071775	0.045019	0.23727	0.060041	0.51583	0.53668	0.52214
Meth__cg16249454__CXCL2	0.023875	0.22987	0.022435	0.025954	0.021103	0.089794	0.078958	0.028059	0.02595	0.091278	0.029988	0.020634	0.039564	0.076915	0.71471	0.02023	0.041026	0.018585	0.044244	0.028175	0.079515	0.022166	0.01936	0.056035	0.024332	0.042946	0.086578	0.025069	0.014448	0.020216	0.015745	0.75764	0.19378	0.026162	0.033448	0.359
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.092514	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.25224	0.15735	0.6907	0.30785	0.78666	0.30041	0.21642	0.28519	0.79819	0.11809	0.6179	0.099801	0.23408	0.17175	0.55015	0.79709	0.27538	0.21452	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg19430897__HIST1H2AB	0.16089	0.13053	0.162	0.48989	0.95208	0.93754	0.87807	0.59268	0.42765	0.9093	0.9046	0.24846	0.8509	0.37532	0.12365	0.10977	0.30035	0.12122	0.10953	0.13285	0.16422	0.12226	0.12441	0.1551	0.35609	0.15695	0.11022	0.29358	0.1178	0.14327	0.53484	0.68988	0.80681	0.13909	0.15748	0.13973
Meth__cg00419564__S100A6	0.04492	0.5113	0.08289	0.080963	0.20871	0.58613	0.066202	0.071459	0.92205	0.65521	0.17574	0.064917	0.58331	0.69017	0.12709	0.048364	0.17592	0.049893	0.74888	0.54231	0.40383	0.068657	0.03668	0.082412	0.053672	0.11069	0.39203	0.069532	0.059571	0.057208	0.037158	0.041721	0.060747	0.30684	0.14581	0.14331
Meth__cg15119375__MGC3020	0.036957	0.027698	0.040492	0.042861	0.03489	0.046274	0.039919	0.034098	0.042823	0.042497	0.039421	0.028613	0.66101	0.14162	0.037189	0.027048	0.12	0.094654	0.031215	0.043769	0.066629	0.041051	0.027622	0.075104	0.039839	0.092071	0.20235	0.031618	0.03989	0.041102	0.021432	0.90423	0.13487	0.047339	0.038226	0.037069
Meth__cg15357945__PRG2	0.12219	0.035874	0.58889	0.097261	0.28883	0.048279	0.083054	0.18664	0.09019	0.11543	0.089928	0.45461	0.12962	0.068259	0.10195	0.30391	0.12841	0.043511	0.062647	0.12746	0.63045	0.065085	0.32235	0.15197	0.085994	0.054183	0.21283	0.055269	0.27729	0.074179	0.053379	0.081976	0.11866	0.12101	0.086388	0.11485
Meth__cg09156233__BMPR1B	0.029644	0.015723	0.97174	0.06551	0.072424	0.31511	0.029316	0.021366	0.022984	0.024605	0.32882	0.29262	0.065312	0.023717	0.027829	0.022679	0.04709	0.01653	0.019055	0.031711	0.041824	0.037094	0.34509	0.061338	0.028211	0.049584	0.6942	0.024423	0.021036	0.53646	0.022603	0.08408	0.29462	0.020827	0.097799	0.024898
Meth__cg05881135__DMN	0.7199	0.055306	0.46046	0.35657	0.46588	0.17985	0.069277	0.051984	0.11277	0.046714	0.1424	0.046568	0.20233	0.11825	0.036545	0.039386	0.16007	0.040054	0.070515	0.10675	0.70498	0.07881	0.52124	0.12523	0.050573	0.098772	0.092907	0.042509	0.062509	0.046994	0.038394	0.07872	0.66442	0.10148	0.039779	0.044532
Meth__cg24623271__ZIC2	0.39781	0.07379	0.076501	0.547	0.4038	0.038425	0.060793	0.073735	0.34267	0.051221	0.48218	0.067866	0.055265	0.34376	0.065779	0.064729	0.21311	0.034763	0.031868	0.10147	0.85147	0.20181	0.76292	0.074662	0.067899	0.52596	0.47668	0.060592	0.054176	0.048562	0.26455	0.039312	0.085036	0.05833	0.72698	0.69912
Meth__cg26152597__ZBTB20	0.062711	0.063606	0.056632	0.060173	0.055872	0.055495	0.068042	0.048612	0.064074	0.048747	0.046143	0.056465	0.52575	0.071562	0.047762	0.061955	0.064403	0.051041	0.056353	0.078266	0.056685	0.064754	0.043598	0.084863	0.064015	0.078996	0.11545	0.0541	0.055001	0.076291	0.038665	0.063269	0.10371	0.057074	0.056477	0.060205
Meth__cg25169784__UGCGL2	0.024749	0.026528	0.039994	0.038976	0.039471	0.24422	0.08753	0.025847	0.030988	0.05286	0.059283	0.01576	0.0699	0.028191	0.025728	0.030752	0.050531	0.026184	0.042483	0.061417	0.053751	0.033847	0.0283	0.090623	0.038228	0.049628	0.14064	0.028363	0.028502	0.042954	0.022568	0.067982	0.038715	0.061668	0.039259	0.039962
Meth__cg11560645__	0.77786	0.040672	0.89257	0.94143	0.9226	0.073837	0.22099	0.34096	0.047231	0.59153	0.34136	0.73738	0.64053	0.035035	0.54622	0.55541	0.20264	0.031723	0.88881	0.90119	0.93551	0.63276	0.93134	0.062382	0.53505	0.058344	0.18435	0.3239	0.054291	0.052217	0.078747	0.35575	0.16326	0.91392	0.52251	0.49833
Meth__cg01731341__FGF6	0.59495	0.031631	0.94487	0.94467	0.60298	0.2069	0.23149	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.14235	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.57098	0.32242	0.38337	0.41226	0.56983	0.038707	0.26354	0.94626	0.46815	0.025523	0.032911	0.33116	0.071166	0.10139	0.41365	0.13136
Meth__cg21353232__SEZ6L	0.68066	0.019926	0.78249	0.90699	0.85435	0.079869	0.1228	0.41431	0.024035	0.45243	0.12836	0.2332	0.13888	0.023372	0.42047	0.7473	0.08573	0.019244	0.11117	0.62399	0.94273	0.60563	0.91677	0.049462	0.58915	0.039147	0.080587	0.37947	0.029323	0.016722	0.51686	0.075953	0.05853	0.93098	0.60078	0.64864
Meth__cg17829936__TAAR5	0.93575	0.03286	0.90973	0.95411	0.63512	0.28154	0.89205	0.95515	0.90887	0.076818	0.82327	0.62402	0.64642	0.546	0.85224	0.21329	0.17096	0.059693	0.35671	0.17546	0.082153	0.071199	0.94311	0.87981	0.62844	0.061166	0.66772	0.33228	0.92846	0.046344	0.036805	0.44807	0.12903	0.046996	0.86878	0.80056
Meth__cg01366419__WBSCR17	0.90713	0.071024	0.92285	0.70332	0.13147	0.86784	0.91447	0.31599	0.16588	0.18844	0.90784	0.91588	0.76383	0.15135	0.09319	0.2676	0.10506	0.23683	0.60662	0.63264	0.64387	0.087669	0.88982	0.82392	0.30958	0.19256	0.84544	0.06493	0.11895	0.19991	0.34728	0.60128	0.092315	0.85456	0.31035	0.25617
Meth__cg08896053__SNTG1	0.64157	0.038702	0.61244	0.81728	0.18316	0.42803	0.86221	0.67814	0.15686	0.27086	0.85722	0.5118	0.43229	0.15054	0.63152	0.49782	0.10593	0.039733	0.55152	0.80704	0.65655	0.090134	0.55273	0.49023	0.056556	0.086574	0.46458	0.06062	0.082041	0.076758	0.065879	0.66211	0.11173	0.073924	0.13104	0.15588
Meth__cg05921207__CHRDL1	0.43688	0.023732	0.93383	0.85772	0.42932	0.17028	0.84217	0.95028	0.11855	0.49955	0.88117	0.08706	0.83347	0.12729	0.36604	0.9261	0.091591	0.021374	0.37852	0.21501	0.46112	0.052887	0.56161	0.34777	0.5193	0.18255	0.15869	0.27825	0.028324	0.054999	0.026388	0.37041	0.78854	0.35721	0.57272	0.8454
Meth__cg25836326__DRD3	0.14213	0.071691	0.11349	0.25564	0.099225	0.11602	0.10317	0.63147	0.11437	0.20921	0.1228	0.15122	0.17185	0.12698	0.093309	0.10147	0.10028	0.051193	0.082415	0.10238	0.47574	0.082322	0.32981	0.15269	0.069571	0.18655	0.15417	0.073001	0.10048	0.10941	0.088748	0.092929	0.15233	0.096572	0.10273	0.093482
Meth__cg27613076__INPP5F	0.038359	0.090479	0.058596	0.19849	0.058522	0.11051	0.10088	0.077062	0.26736	0.098675	0.064194	0.052632	0.16541	0.24242	0.077051	0.292	0.046331	0.10612	0.10365	0.057532	0.33151	0.086422	0.068455	0.23947	0.089997	0.042532	0.11429	0.042336	0.049921	0.39007	0.036571	0.066388	0.086093	0.03158	0.11444	0.097002
Meth__cg07260017__CSF1R	0.096571	0.19143	0.061797	0.95479	0.94218	0.64628	0.82352	0.49686	0.036112	0.38697	0.86711	0.77301	0.20028	0.15725	0.22238	0.059168	0.20989	0.024179	0.87197	0.89342	0.94264	0.055903	0.9301	0.087459	0.92258	0.26802	0.76223	0.1162	0.031667	0.093833	0.57956	0.38082	0.93213	0.75741	0.87979	0.82266
Meth__cg01952458__ATP6V1B2	0.038435	0.026395	0.14334	0.045603	0.031212	0.095782	0.064643	0.032258	0.066073	0.039679	0.032992	0.043816	0.30601	0.06752	0.086647	0.10588	0.19456	0.031139	0.043176	0.060499	0.10496	0.054376	0.025517	0.33849	0.064317	0.05412	0.088571	0.021745	0.016592	0.03386	0.047659	0.067746	0.034506	0.032694	0.063793	0.063991
Meth__cg00815605__ACOT2	0.066589	0.54777	0.081616	0.076174	0.079405	0.39865	0.085456	0.058386	0.081464	0.10247	0.067716	0.071762	0.64658	0.094285	0.10197	0.064734	0.16954	0.34172	0.74117	0.53552	0.061944	0.085858	0.19467	0.1146	0.078571	0.093013	0.11946	0.079772	0.065903	0.47917	0.063582	0.055901	0.08671	0.07937	0.064324	0.075357
Meth__cg19787037__SPAG11	0.51729	0.041323	0.34919	0.27925	0.26085	0.082943	0.14323	0.31379	0.22312	0.051229	0.10407	0.17216	0.14429	0.20481	0.11748	0.52253	0.15969	0.046171	0.13644	0.10974	0.20635	0.10353	0.82983	0.1125	0.23877	0.18286	0.077324	0.038983	0.044999	0.042013	0.058563	0.15894	0.16175	0.32212	0.40561	0.47356
Meth__cg02953306__CHRNA2	0.24721	0.051304	0.71115	0.64863	0.33003	0.10299	0.6062	0.77982	0.42525	0.5691	0.66408	0.72615	0.53678	0.31868	0.63711	0.31389	0.25777	0.034456	0.1395	0.1513	0.71936	0.095932	0.22275	0.1121	0.43819	0.079865	0.35836	0.045877	0.55479	0.061818	0.11397	0.49475	0.14808	0.75151	0.074565	0.11222
Meth__cg01851399__PKP2	0.054199	0.037204	0.056183	0.050078	0.030731	0.85238	0.044428	0.032354	0.063067	0.06194	0.047875	0.11162	0.15477	0.065593	0.047652	0.26211	0.10894	0.56663	0.034991	0.043366	0.040078	0.18541	0.040408	0.064107	0.052345	0.070875	0.072304	0.068659	0.034593	0.26088	0.028725	0.076885	0.06226	0.06128	0.049752	0.048616
Meth__cg26829529__SPACA3	0.29623	0.05739	0.11045	0.65482	0.54367	0.041314	0.094031	0.27477	0.15423	0.069102	0.20691	0.061576	0.17757	0.11262	0.13883	0.083132	0.1116	0.083789	0.23704	0.26751	0.82232	0.04472	0.8268	0.083516	0.049004	0.056736	0.06385	0.05492	0.055089	0.040196	0.041459	0.030528	0.076068	0.25067	0.0608	0.064492
Meth__cg05467918__ACADM	0.038137	0.032348	0.035151	0.06965	0.51156	0.035052	0.4533	0.46416	0.032283	0.040211	0.087952	0.13516	0.072279	0.063288	0.037122	0.021029	0.10566	0.034026	0.037496	0.028927	0.068932	0.032985	0.49609	0.12613	0.054461	0.047038	0.12096	0.047844	0.44863	0.026215	0.024714	0.013263	0.067899	0.045455	0.033531	0.038467
Meth__cg03534410__TMEM40	0.029676	0.030107	0.030388	0.25572	0.10104	0.8817	0.74197	0.026845	0.03656	0.03342	0.84457	0.025034	0.040458	0.055413	0.022147	0.95733	0.11611	0.76257	0.78909	0.842	0.92423	0.83707	0.029116	0.81939	0.10597	0.39225	0.75236	0.77457	0.69041	0.1286	0.024008	0.017943	0.4336	0.092292	0.059934	0.48423
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.11372	0.10489	0.68758	0.71162	0.88884	0.5637	0.19192	0.41916	0.063177	0.20916	0.40308	0.19102	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.90103	0.38779	0.89602	0.78966	0.87631	0.056906	0.67832	0.067366	0.13658	0.84911	0.050343	0.60307	0.05313	0.89698	0.73939	0.85605
Meth__cg06518779__KDELC1	0.021109	0.025181	0.041014	0.029996	0.030772	0.030631	0.038538	0.023591	0.020101	0.063349	0.050777	0.020943	0.05619	0.02198	0.034704	0.025434	0.054013	0.037327	0.029609	0.044635	0.059367	0.037937	0.020107	0.052128	0.037447	0.053169	0.098837	0.031818	0.021564	0.023893	0.019208	0.95778	0.05227	0.070605	0.043806	0.039493
Meth__cg14740251__SIGLEC5	0.79701	0.093654	0.54762	0.93704	0.91011	0.1081	0.92452	0.59587	0.041879	0.44018	0.45245	0.83654	0.39691	0.077311	0.3903	0.17344	0.16699	0.044126	0.9353	0.82046	0.89298	0.10084	0.89483	0.12308	0.89649	0.14224	0.63471	0.063123	0.10428	0.060008	0.089415	0.89858	0.26178	0.85506	0.22553	0.095238
Meth__cg17484237__HAVCR2	0.63833	0.081088	0.57108	0.74405	0.52954	0.11758	0.3671	0.41091	0.55491	0.44532	0.43285	0.13247	0.18948	0.45752	0.2191	0.57787	0.12073	0.080539	0.12313	0.16878	0.6839	0.068375	0.83358	0.13044	0.10128	0.1059	0.10566	0.056558	0.089201	0.12812	0.063284	0.13574	0.29381	0.67924	0.54764	0.31167
Meth__cg04431133__RPL36AL	0.48323	0.11297	0.6613	0.63956	0.37506	0.076972	0.23737	0.046344	0.42133	0.093842	0.091454	0.4661	0.11714	0.5567	0.45396	0.03445	0.14345	0.146	0.1644	0.15069	0.15917	0.065587	0.91229	0.36532	0.59288	0.093647	0.089069	0.89149	0.49265	0.043416	0.43658	0.056756	0.66959	0.73282	0.37961	0.11711
Meth__cg24355048__CTSG	0.74582	0.043631	0.095993	0.57493	0.20997	0.068882	0.16942	0.2244	0.68427	0.04173	0.2287	0.19752	0.17992	0.42379	0.082565	0.24948	0.1699	0.062479	0.087189	0.15361	0.93082	0.068579	0.73607	0.055578	0.074664	0.070893	0.15727	0.058787	0.058862	0.062147	0.030174	0.055267	0.098952	0.040309	0.19996	0.11128
Meth__cg21912567__GADD45G	0.046526	0.055281	0.051401	0.04759	0.052642	0.87335	0.055904	0.052709	0.043783	0.041176	0.045158	0.038445	0.083601	0.049683	0.45331	0.064269	0.091856	0.084758	0.036602	0.049243	0.046455	0.054868	0.043304	0.35421	0.050838	0.092088	0.087449	0.048335	0.049884	0.05513	0.041598	0.053386	0.073784	0.046532	0.04809	0.05092
Meth__cg26547788__HDHD1A	0.4783	0.070081	0.52355	0.090793	0.075581	0.085002	0.1131	0.10252	0.091776	0.072069	0.11008	0.16356	0.15898	0.10085	0.071953	0.1011	0.15155	0.078436	0.076204	0.11098	0.080094	0.084723	0.087904	0.13178	0.087641	0.1307	0.11643	0.10126	0.078741	0.092951	0.44959	0.35042	0.1392	0.079031	0.084569	0.084856
