Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	UACC812	ZR751	ZR75B
Meth__cg27304754__CALB2	0.080045	0.031923	0.23168	0.021669	0.036604	0.20661	0.42484	0.29	0.038644	0.034947	0.050404	0.11044	0.44359	0.027658	0.041724	0.2385	0.074035	0.037224	0.031469	0.023174	0.18393	0.05356	0.086835	0.057573	0.29779	0.034561	0.048151	0.19175	0.18958	0.035196	0.049432	0.026563	0.034871	0.025618	0.079229	0.34774	0.041652	0.039501	0.052761
Meth__cg16029957__QPCT	0.06882	0.22599	0.42365	0.18334	0.28956	0.22688	0.12951	0.42959	0.1136	0.099585	0.89365	0.41627	0.8442	0.078759	0.12807	0.88251	0.51268	0.13284	0.092934	0.27199	0.26918	0.39211	0.27028	0.088428	0.1471	0.33314	0.13041	0.31225	0.65477	0.51191	0.20461	0.10096	0.083656	0.084521	0.36542	0.78951	0.072693	0.19326	0.13049
Meth__cg14023451__GPLD1	0.18936	0.05207	0.34282	0.21128	0.28268	0.30455	0.1861	0.88775	0.92263	0.30841	0.77415	0.65904	0.7038	0.05	0.7871	0.83146	0.93433	0.56693	0.061822	0.42436	0.31514	0.48566	0.46689	0.51958	0.44699	0.089206	0.03206	0.80076	0.52624	0.77731	0.13984	0.24222	0.90997	0.047303	0.20741	0.70897	0.77966	0.1395	0.25879
Meth__cg08587864__PIGC	0.19743	0.033764	0.45284	0.084333	0.31924	0.44098	0.43707	0.90426	0.13383	0.15639	0.14876	0.42259	0.68967	0.032068	0.23536	0.074387	0.8466	0.46381	0.042095	0.21911	0.35084	0.14656	0.1015	0.11546	0.19381	0.25818	0.15436	0.22165	0.24505	0.4728	0.13638	0.33407	0.059613	0.069578	0.4281	0.060674	0.40055	0.036859	0.0466
Meth__cg09937039__BATF	0.052232	0.043691	0.041803	0.05822	0.35128	0.070551	0.94556	0.96718	0.82424	0.048704	0.89918	0.073694	0.081862	0.6954	0.63978	0.94482	0.94856	0.054771	0.30425	0.026609	0.051861	0.95396	0.91751	0.041691	0.84057	0.11645	0.085787	0.8596	0.52979	0.062211	0.055943	0.66511	0.95144	0.74989	0.93443	0.27885	0.044647	0.041622	0.0977
Meth__cg00401678__EMR3	0.35557	0.054999	0.30157	0.16115	0.11757	0.25427	0.23181	0.7799	0.078731	0.13043	0.49099	0.36387	0.22148	0.085393	0.086776	0.33759	0.58399	0.087834	0.074921	0.16299	0.17368	0.22916	0.11516	0.35587	0.1069	0.13081	0.15864	0.13183	0.2459	0.14181	0.078057	0.10537	0.086848	0.064495	0.1612	0.26707	0.16778	0.20758	0.24382
Meth__cg24364574__PREX1	0.12318	0.097304	0.095746	0.15155	0.60984	0.15835	0.10647	0.64209	0.092831	0.12227	0.79751	0.66963	0.65158	0.62208	0.13384	0.66788	0.70847	0.15872	0.546	0.069166	0.12186	0.12154	0.21781	0.40838	0.71055	0.15715	0.19649	0.15298	0.27523	0.57638	0.14049	0.14124	0.25167	0.80915	0.46806	0.099181	0.12998	0.10377	0.129
Meth__cg13936125__GNAO1	0.099232	0.033322	0.034261	0.02737	0.98173	0.04019	0.067355	0.042185	0.037047	0.045018	0.10769	0.028251	0.062683	0.5823	0.032252	0.035792	0.02854	0.058338	0.037992	0.039332	0.060209	0.058214	0.033241	0.028377	0.53895	0.047045	0.042804	0.032941	0.068071	0.029416	0.045646	0.029419	0.030016	0.054924	0.028495	0.026475	0.037865	0.040787	0.04469
Meth__cg11452360__C1orf93	0.047009	0.059242	0.062566	0.024637	0.043509	0.06099	0.038324	0.068251	0.053431	0.038195	0.065734	0.094425	0.0742	0.027544	0.050092	0.036254	0.068621	0.064101	0.02869	0.03627	0.053541	0.039852	0.049804	0.029018	0.11369	0.059465	0.049301	0.045839	0.071101	0.39128	0.042423	0.045442	0.026546	0.044759	0.030437	0.03344	0.033037	0.044023	0.038416
Meth__cg02181506__SERPINA1	0.073026	0.075527	0.13025	0.13594	0.25567	0.43868	0.13125	0.093884	0.28677	0.20512	0.25743	0.093059	0.22057	0.08072	0.30222	0.0965	0.20282	0.12209	0.089251	0.36278	0.44952	0.23226	0.40531	0.39635	0.11346	0.11881	0.10082	0.26466	0.3764	0.28432	0.11178	0.73743	0.10384	0.076635	0.27758	0.13332	0.074661	0.090749	0.095466
Meth__cg02609749__ZNF276	0.040488	0.031532	0.043169	0.042756	0.0565	0.051229	0.13672	0.04768	0.03969	0.04339	0.06622	0.051216	0.051027	0.040558	0.038126	0.061435	0.037025	0.073818	0.026079	0.025845	0.04013	0.030202	0.12949	0.043521	0.040367	0.046089	0.051956	0.075189	0.049216	0.06279	0.047669	0.30796	0.022892	0.033237	0.030238	0.026978	0.037673	0.033849	0.031815
Meth__cg23424268__GCHFR	0.018446	0.013659	0.029195	0.015611	0.016222	0.019892	0.49429	0.033276	0.055972	0.02735	0.66816	0.70709	0.075312	0.016587	0.069454	0.78103	0.74237	0.03554	0.013388	0.026372	0.019368	0.015513	0.25004	0.016073	0.89161	0.021478	0.020685	0.069528	0.035849	0.031046	0.032351	0.020758	0.0291	0.013474	0.055419	0.3139	0.03004	0.017881	0.028141
Meth__cg13066963__ESPN	0.27401	0.11409	0.059191	0.070203	0.92307	0.88171	0.94087	0.87689	0.04761	0.81051	0.9164	0.92632	0.88616	0.66923	0.076448	0.93966	0.51989	0.25144	0.46764	0.892	0.15161	0.14748	0.92585	0.34731	0.85341	0.51579	0.11137	0.92636	0.089624	0.9159	0.32096	0.59255	0.04236	0.89619	0.36517	0.044711	0.042406	0.041968	0.033587
Meth__cg15767406__ZNF660	0.3189	0.025519	0.36896	0.088942	0.24494	0.39771	0.12487	0.74056	0.29137	0.31861	0.20859	0.61261	0.10127	0.033109	0.16211	0.10692	0.2686	0.047011	0.059615	0.079303	0.083052	0.76681	0.15034	0.1631	0.0735	0.11215	0.10796	0.061825	0.21966	0.096084	0.099441	0.039278	0.067362	0.04159	0.2061	0.10284	0.37365	0.053632	0.065649
Meth__cg24423088__KRTAP8-1	0.91932	0.035409	0.87774	0.47099	0.73051	0.91413	0.11511	0.96024	0.95469	0.055007	0.87092	0.74529	0.11024	0.49776	0.79797	0.75947	0.18863	0.053517	0.04127	0.042047	0.040557	0.82177	0.13374	0.86726	0.13477	0.060967	0.13873	0.24661	0.37721	0.045584	0.067815	0.042549	0.88467	0.066332	0.92012	0.047809	0.051495	0.36579	0.83517
Meth__cg27584469__SLITRK2	0.80327	0.038156	0.44186	0.03395	0.41557	0.8391	0.28082	0.90511	0.036089	0.050768	0.92279	0.52583	0.13562	0.083801	0.13124	0.17108	0.21872	0.089367	0.044199	0.48982	0.20591	0.57988	0.079989	0.39215	0.56568	0.063395	0.080661	0.20335	0.68938	0.069901	0.050179	0.10927	0.046836	0.42121	0.065054	0.3926	0.32262	0.056336	0.05148
Meth__cg08886154__PAX4	0.25087	0.036169	0.459	0.095557	0.074402	0.17057	0.40136	0.61175	0.38547	0.20327	0.3205	0.50191	0.3387	0.055218	0.34966	0.096521	0.31146	0.10446	0.048803	0.11396	0.15511	0.30986	0.088255	0.61198	0.28678	0.16629	0.08257	0.08607	0.17976	0.075361	0.055669	0.078983	0.090213	0.051443	0.47775	0.1881	0.14974	0.093719	0.14237
Meth__cg26723847__hCAP-D3	0.14485	0.061849	0.14966	0.091739	0.047099	0.12265	0.35777	0.18479	0.067215	0.13066	0.08656	0.45307	0.16595	0.055112	0.070068	0.15563	0.14049	0.13358	0.085191	0.080797	0.12459	0.12809	0.17173	0.1301	0.097281	0.12418	0.11447	0.11839	0.15929	0.11144	0.12891	0.13331	0.058297	0.083	0.165	0.0883	0.1134	0.10492	0.091116
Meth__cg07908874__TUBGCP2	0.065288	0.074307	0.49069	0.14346	0.89734	0.066634	0.88045	0.64783	0.21378	0.079362	0.22934	0.66604	0.11107	0.045545	0.20721	0.11607	0.81098	0.11559	0.85596	0.16372	0.080597	0.085484	0.8779	0.078094	0.84344	0.083305	0.23253	0.8831	0.072633	0.84078	0.13885	0.42263	0.10951	0.86493	0.32626	0.049729	0.83956	0.064022	0.058976
Meth__cg01632825__CLTCL1	0.052195	0.034136	0.059395	0.05443	0.11536	0.063969	0.03682	0.27161	0.061623	0.058448	0.044103	0.18738	0.16808	0.035281	0.072569	0.15867	0.039357	0.11596	0.029883	0.080914	0.056042	0.20041	0.22799	0.049431	0.47931	0.05615	0.087987	0.082467	0.39546	0.14433	0.054338	0.038795	0.057096	0.053294	0.081685	0.070344	0.049573	0.055409	0.066195
Meth__cg14847483__TMEM85	0.55246	0.48423	0.92024	0.68006	0.54995	0.29556	0.19794	0.064206	0.24548	0.078561	0.060741	0.070919	0.27065	0.59514	0.27373	0.43791	0.069597	0.076693	0.13725	0.66683	0.68071	0.92484	0.044623	0.040904	0.66465	0.61646	0.08405	0.042752	0.85166	0.084493	0.16773	0.042303	0.048745	0.86694	0.05207	0.055711	0.073631	0.52732	0.55572
Meth__cg13905388__CDCA4	0.10255	0.077292	0.11657	0.061063	0.10533	0.12832	0.17183	0.74455	0.10269	0.099053	0.12982	0.19693	0.12244	0.071729	0.11129	0.13941	0.08441	0.13153	0.12389	0.075459	0.1006	0.11992	0.090976	0.086317	0.15595	0.1056	0.13553	0.11293	0.1117	0.10176	0.095718	0.11265	0.084808	0.0714	0.048931	0.06315	0.11334	0.093197	0.11071
Meth__cg10812811__C20orf112	0.057639	0.92432	0.16062	0.16096	0.035762	0.20318	0.29549	0.29805	0.039982	0.55068	0.043157	0.03763	0.20858	0.034213	0.049376	0.039502	0.029595	0.072469	0.036413	0.074504	0.056402	0.038585	0.049165	0.032324	0.10428	0.060512	0.071733	0.040556	0.11632	0.046398	0.25616	0.036897	0.040808	0.034074	0.030756	0.63748	0.064318	0.22329	0.83747
Meth__cg16433922__SFRP4	0.14059	0.11143	0.48438	0.14882	0.57858	0.17097	0.052946	0.3662	0.073688	0.099634	0.083557	0.18161	0.36366	0.077186	0.19303	0.11077	0.082154	0.13399	0.071605	0.080064	0.091594	0.48927	0.11158	0.13953	0.21556	0.093421	0.14741	0.41934	0.56478	0.32286	0.13031	0.085826	0.073581	0.073301	0.19156	0.44366	0.088089	0.091472	0.092781
Meth__cg07711097__GML	0.10916	0.044799	0.9413	0.90593	0.21173	0.39699	0.84668	0.91371	0.15597	0.69177	0.85139	0.7763	0.74063	0.020881	0.19562	0.56019	0.81812	0.071994	0.016556	0.81592	0.79967	0.7901	0.94323	0.97011	0.34313	0.80075	0.047148	0.24739	0.61889	0.55998	0.049251	0.042108	0.049564	0.042415	0.82483	0.81052	0.28551	0.075805	0.074219
Meth__cg03506799__CHSY1	0.033898	0.025617	0.036076	0.031683	0.070217	0.058364	0.089352	0.036429	0.10685	0.037209	0.034151	0.32964	0.14669	0.023774	0.093311	0.10493	0.045785	0.09476	0.033428	0.037745	0.041301	0.050766	0.037653	0.099834	0.1436	0.056519	0.086526	0.070351	0.054186	0.046869	0.040091	0.023056	0.03917	0.029264	0.087829	0.034669	0.03408	0.032168	0.032969
Meth__cg05997860__ADAM21	0.23264	0.034324	0.67978	0.50797	0.057585	0.36837	0.12927	0.78136	0.67081	0.080261	0.16681	0.2504	0.21527	0.10846	0.45761	0.20881	0.4499	0.053191	0.062792	0.1216	0.19866	0.78004	0.098212	0.76245	0.10979	0.21511	0.069855	0.075935	0.07838	0.094743	0.12316	0.28709	0.042182	0.19056	0.80283	0.38118	0.19574	0.43065	0.30075
Meth__cg10196289__NSMAF	0.077207	0.050393	0.064537	0.028975	0.03203	0.4849	0.028445	0.068985	0.035408	0.033251	0.083206	0.047075	0.046414	0.019806	0.040297	0.03519	0.072778	0.10113	0.023204	0.017921	0.063766	0.24209	0.052731	0.032403	0.094228	0.048617	0.053923	0.036291	0.095445	0.037083	0.08379	0.048614	0.033567	0.027779	0.021167	0.02395	0.034209	0.034084	0.044738
Meth__cg22268164__TRHR	0.57429	0.048519	0.80406	0.60388	0.040804	0.58111	0.10425	0.82198	0.79569	0.041128	0.27461	0.17896	0.19433	0.61646	0.45758	0.10983	0.8143	0.086848	0.11223	0.024761	0.15936	0.21447	0.066186	0.89483	0.55575	0.26702	0.16014	0.10526	0.43692	0.055705	0.10635	0.53143	0.27608	0.51212	0.86951	0.046432	0.038253	0.33626	0.21672
Meth__cg12073594__ARFGAP1	0.063727	0.075003	0.23294	0.12185	0.47405	0.25763	0.77247	0.33094	0.49662	0.12076	0.32433	0.52213	0.1372	0.057779	0.33242	0.10769	0.092621	0.12714	0.10148	0.36708	0.14214	0.16947	0.44119	0.090078	0.77413	0.1532	0.069072	0.29717	0.45631	0.56563	0.11297	0.27117	0.068806	0.052886	0.40965	0.172	0.28628	0.068354	0.075183
Meth__cg15309264__VRK2	0.06238	0.068225	0.069802	0.037946	0.70935	0.060621	0.080889	0.046741	0.049721	0.063893	0.053414	0.041419	0.097231	0.0455	0.054397	0.046294	0.053342	0.19304	0.057412	0.052205	0.058461	0.06252	0.069707	0.050433	0.039594	0.049005	0.056062	0.047038	0.10855	0.047662	0.10421	0.060951	0.053158	0.05208	0.047468	0.047784	0.075875	0.054831	0.063609
Meth__cg17477756__HNRPM	0.065482	0.069109	0.060962	0.11164	0.30307	0.053649	0.22939	0.09445	0.052329	0.088973	0.049769	0.050464	0.089642	0.050901	0.047873	0.052216	0.049351	0.114	0.070249	0.06431	0.078009	0.058708	0.04426	0.045672	0.3366	0.083528	0.11194	0.046056	0.14249	0.10543	0.11389	0.031271	0.037675	0.047479	0.080261	0.054838	0.068003	0.081102	0.12351
Meth__cg07671949__ESR1	0.087171	0.10258	0.11318	0.11469	0.69243	0.12777	0.71637	0.88143	0.084904	0.098113	0.89562	0.32943	0.7984	0.35407	0.12529	0.84228	0.90742	0.37754	0.3254	0.2919	0.11241	0.089628	0.67899	0.36104	0.77484	0.096199	0.25629	0.8862	0.2133	0.8925	0.14419	0.6613	0.69628	0.88281	0.82059	0.8234	0.078114	0.53734	0.35653
Meth__cg17665193__GAD2	0.071861	0.026383	0.69791	0.92351	0.087782	0.12247	0.1257	0.17209	0.026378	0.037637	0.40791	0.24193	0.13045	0.031187	0.030383	0.29381	0.13089	0.025253	0.021925	0.098021	0.11009	0.062576	0.074403	0.45551	0.083913	0.46901	0.1006	0.17019	0.079766	0.036011	0.043105	0.028264	0.17379	0.028125	0.22638	0.034806	0.034062	0.037087	0.071497
Meth__cg06866657__LHX6	0.40725	0.076259	0.10046	0.05124	0.3637	0.23943	0.12968	0.050374	0.069521	0.060367	0.15116	0.068691	0.34335	0.10695	0.076902	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.14459	0.056252	0.39454	0.37772	0.066936	0.089161	0.064036	0.76294	0.084304	0.084665	0.056677	0.10425	0.42963	0.054616	0.54514	0.055604	0.19328	0.26024
Meth__cg03109701__TMEM118	0.10425	0.10342	0.17629	0.093787	0.12641	0.13245	0.81011	0.23292	0.10221	0.19932	0.12563	0.62979	0.17258	0.054601	0.10776	0.12931	0.10072	0.10902	0.10307	0.10046	0.096438	0.11237	0.23145	0.68031	0.13181	0.091906	0.15368	0.11863	0.19869	0.10868	0.25918	0.9388	0.075434	0.098595	0.07642	0.065751	0.45734	0.1321	0.090623
Meth__cg04536922__FAM13A1	0.10051	0.067725	0.37995	0.29121	0.061286	0.31308	0.27727	0.085555	0.12965	0.15213	0.062235	0.064948	0.24738	0.35414	0.12451	0.085069	0.069641	0.15274	0.092938	0.34031	0.15221	0.14144	0.081577	0.068902	0.13272	0.09634	0.29346	0.11694	0.5358	0.1127	0.14723	0.041696	0.075864	0.079231	0.14717	0.12459	0.44957	0.68221	0.82532
Meth__cg07378350__GDF5	0.54505	0.049725	0.80505	0.11172	0.92972	0.79963	0.86992	0.82574	0.27155	0.069669	0.36406	0.49491	0.61789	0.079766	0.24268	0.26573	0.73576	0.42381	0.4	0.17077	0.14908	0.61453	0.086694	0.1899	0.83013	0.17538	0.093576	0.93217	0.22653	0.72218	0.069715	0.071293	0.070783	0.87844	0.76155	0.61665	0.07062	0.059329	0.12474
Meth__cg23620639__COL13A1	0.040173	0.033159	0.30803	0.031056	0.53871	0.025548	0.031387	0.23309	0.021258	0.028301	0.87342	0.02821	0.062234	0.02314	0.029076	0.25906	0.092388	0.064433	0.019838	0.01481	0.021173	0.20253	0.1975	0.028826	0.02576	0.020368	0.025462	0.056466	0.026819	0.15286	0.23941	0.0316	0.027862	0.026358	0.36836	0.30957	0.053657	0.025944	0.022152
Meth__cg01888566__MEST	0.62762	0.017643	0.3121	0.020258	0.98538	0.65902	0.98574	0.80943	0.51194	0.017237	0.98918	0.72074	0.40524	0.016306	0.45698	0.98138	0.021216	0.31079	0.64246	0.018481	0.017339	0.68134	0.98235	0.020724	0.65529	0.021608	0.028137	0.97673	0.03247	0.016928	0.0317	0.98076	0.74062	0.036315	0.62497	0.98014	0.018447	0.021045	0.025861
Meth__cg15271616__RUSC2	0.13098	0.49391	0.9521	0.29554	0.04772	0.72587	0.17638	0.024892	0.28476	0.087952	0.064239	0.17224	0.91622	0.97798	0.8458	0.054902	0.063948	0.075962	0.041457	0.94693	0.91038	0.046825	0.075623	0.53619	0.067387	0.96119	0.10173	0.050982	0.9484	0.075115	0.10792	0.054537	0.065008	0.5604	0.97325	0.25968	0.67134	0.60355	0.94667
Meth__cg02611282__CREB5	0.30175	0.060912	0.18208	0.1126	0.28222	0.1517	0.65461	0.58887	0.094218	0.099298	0.19469	0.3658	0.45172	0.04998	0.087266	0.18079	0.45498	0.087625	0.13833	0.22452	0.10819	0.20188	0.15055	0.08697	0.55852	0.15179	0.18905	0.50242	0.16646	0.11896	0.12054	0.26409	0.18589	0.14164	0.62849	0.25208	0.15096	0.10717	0.10962
Meth__cg18530748__SULT1A1	0.049366	0.83088	0.062705	0.037986	0.96602	0.37779	0.91022	0.084202	0.036532	0.052913	0.96474	0.12372	0.17907	0.023825	0.049124	0.97209	0.059178	0.090626	0.050239	0.70466	0.60277	0.21158	0.96029	0.041926	0.95169	0.040278	0.055933	0.97895	0.062547	0.95975	0.12508	0.14627	0.045303	0.3586	0.060289	0.043324	0.049755	0.058723	0.048643
Meth__cg06243556__ZNF447	0.90041	0.084575	0.060491	0.068429	0.041985	0.066043	0.15245	0.11685	0.053063	0.064881	0.93776	0.031254	0.5869	0.7659	0.049021	0.06928	0.047209	0.13715	0.088528	0.76743	0.2157	0.053307	0.088982	0.048118	0.87292	0.067497	0.077035	0.052406	0.83501	0.064046	0.12661	0.067666	0.066786	0.41448	0.17763	0.83142	0.44375	0.062285	0.067187
Meth__cg18869368__MAGEH1	0.46386	0.052479	0.90801	0.063655	0.41904	0.090787	0.11954	0.17366	0.062756	0.3382	0.86655	0.415	0.49655	0.12529	0.078174	0.074251	0.39837	0.25285	0.11209	0.072887	0.08791	0.48039	0.18738	0.3953	0.78979	0.12046	0.12932	0.065932	0.35276	0.81388	0.077756	0.81638	0.13609	0.11341	0.091017	0.10478	0.30174	0.069981	0.077616
Meth__cg00216361__GAP43	0.18379	0.030707	0.37669	0.038462	0.092419	0.60721	0.063377	0.94297	0.38119	0.044896	0.18937	0.71057	0.055361	0.05613	0.25921	0.085214	0.036246	0.047988	0.32527	0.042178	0.03475	0.87407	0.04169	0.045706	0.59274	0.047788	0.069023	0.57599	0.30754	0.041777	0.08467	0.041953	0.31243	0.028402	0.74269	0.067612	0.035752	0.17588	0.36933
Meth__cg15120925__RASAL1	0.096519	0.076072	0.73016	0.10707	0.51689	0.1354	0.076751	0.16998	0.10154	0.1193	0.48012	0.10672	0.55055	0.072393	0.10162	0.12749	0.51158	0.10799	0.084359	0.078361	0.1062	0.17668	0.13863	0.084438	0.62596	0.1707	0.19447	0.11426	0.14372	0.11401	0.13009	0.095874	0.079009	0.10163	0.089909	0.43534	0.096125	0.090528	0.096241
Meth__cg06745740__HGF	0.29978	0.044027	0.59438	0.072332	0.77124	0.43395	0.60991	0.76494	0.76497	0.14101	0.67729	0.17938	0.66156	0.16301	0.69123	0.46762	0.40309	0.14987	0.74311	0.04926	0.10446	0.77996	0.39733	0.16352	0.69808	0.25872	0.14927	0.8513	0.48233	0.3444	0.058748	0.098878	0.84888	0.33275	0.69128	0.13428	0.22309	0.21883	0.14132
Meth__cg22377142__C1orf85	0.047051	0.074879	0.063038	0.045072	0.066342	0.091216	0.10984	0.10339	0.041084	0.084055	0.31477	0.20806	0.21505	0.047735	0.068189	0.066645	0.07817	0.12308	0.061391	0.10414	0.067879	0.11237	0.12774	0.046812	0.20563	0.089076	0.16147	0.078744	0.07436	0.064425	0.076248	0.86209	0.065969	0.079995	0.14292	0.26016	0.05448	0.063702	0.053165
Meth__cg01041367__TMEM70	0.072439	0.033363	0.074522	0.04181	0.0483	0.062117	0.12198	0.035783	0.11284	0.061827	0.16228	0.29986	0.30654	0.045708	0.092996	0.11556	0.036313	0.1199	0.045567	0.052983	0.058231	0.10736	0.074858	0.063377	0.19135	0.090152	0.24367	0.35896	0.077765	0.13697	0.10123	0.051271	0.058985	0.070249	0.14902	0.063212	0.059051	0.061492	0.056728
Meth__cg12277666__TDRD5	0.0742	0.03414	0.18943	0.035659	0.89198	0.038193	0.6644	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.024254	0.087904	0.92768	0.18493	0.083028	0.076846	0.025415	0.032042	0.38973	0.28345	0.074805	0.91422	0.040459	0.045746	0.58285	0.048801	0.037078	0.035376	0.33224	0.5485	0.19458	0.062087	0.94624	0.03263	0.033805	0.04377
Meth__cg25133753__WFDC11	0.35124	0.088457	0.29844	0.10828	0.046339	0.30344	0.23227	0.13235	0.20772	0.11388	0.073822	0.13209	0.21776	0.12103	0.16149	0.11607	0.079781	0.081174	0.074145	0.096061	0.21508	0.84965	0.10866	0.58717	0.13615	0.12273	0.14578	0.13509	0.071499	0.12065	0.087372	0.086688	0.06965	0.10306	0.56481	0.055373	0.16347	0.1074	0.098709
Meth__cg04452095__SEPT9	0.365	0.60638	0.64321	0.24993	0.054685	0.48911	0.089362	0.038227	0.048382	0.5369	0.046433	0.0693	0.40864	0.82549	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.84491	0.052272	0.88724	0.048703	0.83436	0.057143	0.048866	0.87587	0.04983	0.065075	0.37679	0.055856	0.051028	0.1754	0.82915	0.83154	0.73164	0.78828
Meth__cg14815778__FAM58A	0.55547	0.12849	0.17595	0.32818	0.053231	0.13161	0.17303	0.44642	0.081069	0.088119	0.077679	0.17989	0.17606	0.050347	0.094142	0.4046	0.42245	0.20253	0.1245	0.062544	0.082559	0.59113	0.63166	0.50748	0.33761	0.11507	0.37869	0.4123	0.429	0.11603	0.27403	0.49058	0.070243	0.26358	0.086189	0.18268	0.60706	0.37998	0.097151
Meth__cg16072462__PF4	0.473	0.054258	0.33941	0.44131	0.88185	0.6641	0.88964	0.89851	0.067938	0.064976	0.59639	0.57356	0.74177	0.19378	0.12827	0.68738	0.42698	0.18243	0.071913	0.11227	0.10756	0.82732	0.53117	0.087726	0.59927	0.15005	0.067679	0.77984	0.55838	0.74424	0.093232	0.10358	0.39894	0.74943	0.78849	0.29733	0.070183	0.080563	0.33198
Meth__cg16273597__CD83	0.032014	0.022367	0.061377	0.033242	0.03265	0.039305	0.037719	0.059887	0.028019	0.028464	0.039911	0.077027	0.062191	0.019349	0.10184	0.13612	0.029539	0.088849	0.027945	0.041123	0.028839	0.16218	0.028746	0.044815	0.081587	0.038061	0.049052	0.027981	0.050492	0.032808	0.082069	0.028304	0.025609	0.029667	0.068461	0.031245	0.040845	0.045186	0.038122
Meth__cg23002761__FBLIM1	0.14246	0.87155	0.48758	0.54211	0.037717	0.38172	0.97348	0.68325	0.038836	0.63374	0.05524	0.096801	0.71362	0.59995	0.040044	0.12471	0.05134	0.096554	0.022967	0.60053	0.4796	0.43121	0.042689	0.12334	0.55076	0.96405	0.075994	0.043894	0.84412	0.045826	0.4766	0.6225	0.027286	0.084958	0.033386	0.97153	0.16531	0.96004	0.95284
Meth__cg00162401__GSTA4	0.03517	0.026356	0.031388	0.027022	0.023592	0.029733	0.078329	0.021647	0.027438	0.68135	0.021013	0.027681	0.047678	0.023375	0.035266	0.024402	0.026665	0.053233	0.023132	0.61832	0.49014	0.028292	0.038049	0.032552	0.092873	0.91444	0.028508	0.034202	0.92573	0.023958	0.045995	0.022211	0.027083	0.024256	0.28708	0.43231	0.047115	0.056068	0.040998
Meth__cg05674444__C21orf99	0.096849	0.10673	0.1332	0.17065	0.10315	0.24778	0.11445	0.44173	0.66817	0.11859	0.43303	0.13062	0.14513	0.080585	0.54105	0.4987	0.22598	0.16163	0.13658	0.21978	0.19328	0.12858	0.41704	0.096867	0.18908	0.12452	0.089165	0.17625	0.14433	0.12855	0.08493	0.11475	0.080916	0.1345	0.12959	0.21556	0.118	0.1184	0.087619
Meth__cg18840461__ANKRD43	0.2675	0.054667	0.049751	0.038971	0.14867	0.033957	0.21349	0.036048	0.042246	0.040556	0.036485	0.025678	0.13008	0.041361	0.036578	0.045262	0.037158	0.10195	0.07916	0.061588	0.10295	0.045044	0.094089	0.10937	0.59381	0.047291	0.08253	0.043206	0.13715	0.048902	0.1214	0.047236	0.046773	0.096693	0.070845	0.37966	0.039756	0.046669	0.046529
Meth__cg19391527__PNOC	0.14887	0.048461	0.73781	0.35488	0.035851	0.19948	0.21746	0.89399	0.39724	0.443	0.1034	0.45685	0.56831	0.06161	0.26554	0.22403	0.11284	0.19048	0.033827	0.26792	0.19855	0.60304	0.31237	0.88826	0.11577	0.16356	0.076018	0.11652	0.11121	0.11367	0.082147	0.045763	0.049613	0.045843	0.2461	0.10822	0.16497	0.07463	0.065023
Meth__cg21922841__SLC9A3R1	0.044974	0.018208	0.02608	0.027716	0.39734	0.06852	0.23934	0.28439	0.028047	0.037116	0.085945	0.079541	0.079498	0.027572	0.034164	0.094118	0.19259	0.042213	0.028081	0.10669	0.057086	0.49124	0.031565	0.11855	0.18491	0.069953	0.057045	0.0548	0.178	0.082439	0.027038	0.022754	0.03042	0.039804	0.04892	0.037247	0.018286	0.026066	0.026496
Meth__cg09523691__ATG12	0.27886	0.15578	0.1304	0.12183	0.12201	0.1134	0.3763	0.44717	0.68214	0.10393	0.09775	0.18727	0.13574	0.10372	0.54204	0.26157	0.11843	0.14187	0.13793	0.13787	0.11237	0.88392	0.18179	0.40971	0.41517	0.13608	0.17278	0.33663	0.14755	0.34549	0.10794	0.23025	0.39891	0.11513	0.088366	0.070901	0.31802	0.10916	0.10037
Meth__cg14314889__OR1E2	0.57682	0.033208	0.64087	0.03974	0.11834	0.15843	0.027847	0.23179	0.079042	0.063533	0.41599	0.55985	0.16041	0.054154	0.12291	0.23011	0.37169	0.14849	0.02276	0.10887	0.28114	0.85211	0.13736	0.39538	0.16138	0.035748	0.13947	0.050919	0.15532	0.054176	0.057372	0.032783	0.12302	0.055291	0.29395	0.50192	0.75214	0.21919	0.047609
