Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.046766	0.070231	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.015531	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg21435394__NUDT14	0.053198	0.03659	0.081638	0.044264	0.43765	0.03896	0.039099	0.044398	0.048601	0.73001	0.074106	0.076486	0.048143	0.071687	0.10906	0.07121	0.090569	0.029818	0.044391	0.15996	0.31981	0.039839	0.10371	0.074693	0.13171	0.27516	0.047271	0.39084	0.053785	0.036963	0.033624	0.091908	0.045847	0.040735	0.036799
Meth__cg20876010__CACHD1	0.084818	0.13883	0.20248	0.081795	0.71565	0.079577	0.90715	0.1221	0.094518	0.70718	0.78667	0.32853	0.15839	0.70968	0.24072	0.21864	0.11676	0.055412	0.07805	0.65817	0.19294	0.080567	0.11655	0.08649	0.12713	0.59703	0.069117	0.10954	0.56297	0.075446	0.063041	0.05982	0.10072	0.072739	0.10868
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.032095	0.27964	0.85604	0.31603	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.27844	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.91523	0.81184	0.5357	0.10635	0.2125	0.085175	0.054089	0.1055	0.86498	0.86763	0.034067	0.79814	0.34204	0.35958	0.33383	0.41318
Meth__cg18787975__CTSB	0.061756	0.054158	0.084941	0.087658	0.33631	0.086957	0.085777	0.063391	0.068095	0.053747	0.094754	0.1537	0.063129	0.13391	0.059763	0.17989	0.11513	0.059989	0.075324	0.25662	0.18899	0.074061	0.14197	0.13816	0.1545	0.057171	0.056574	0.087127	0.64467	0.091108	0.087091	0.076011	0.062686	0.057189	0.062166
Meth__cg10883352__	0.27522	0.01873	0.12367	0.81738	0.30637	0.62023	0.92224	0.41979	0.024548	0.87016	0.50436	0.37806	0.21406	0.56498	0.93204	0.028314	0.13371	0.098171	0.25553	0.92868	0.60691	0.13107	0.017389	0.31916	0.033218	0.10265	0.54748	0.072104	0.53607	0.026958	0.055989	0.024951	0.047878	0.075384	0.11702
Meth__cg00247489__CR2	0.033014	0.040394	0.050226	0.037051	0.68663	0.51459	0.63859	0.024766	0.032683	0.49381	0.039196	0.17671	0.032356	0.71646	0.031371	0.051122	0.043415	0.25858	0.23036	0.048814	0.67417	0.028066	0.11634	0.71134	0.07141	0.029978	0.028856	0.046683	0.028122	0.033727	0.35461	0.053524	0.021581	0.020406	0.026084
Meth__cg03528946__SHB	0.045812	0.041634	0.053678	0.041615	0.64143	0.05322	0.029929	0.052196	0.049549	0.046175	0.040004	0.081974	0.060786	0.18148	0.047577	0.077284	0.30588	0.034016	0.04204	0.14327	0.067198	0.046093	0.070377	0.075432	0.063371	0.062166	0.039586	0.1013	0.042	0.045844	0.035047	0.049865	0.047459	0.050473	0.04848
Meth__cg26759551__FBP1	0.037542	0.96929	0.96367	0.026255	0.96607	0.67537	0.98908	0.28755	0.019055	0.97314	0.0682	0.94933	0.44114	0.98024	0.70311	0.19441	0.058393	0.026246	0.027501	0.97171	0.93345	0.037327	0.051897	0.43419	0.66861	0.024259	0.021974	0.02459	0.047393	0.027083	0.023664	0.05178	0.042132	0.022171	0.47083
Meth__cg07895149__FAM26B	0.024053	0.017872	0.97088	0.26578	0.9813	0.37536	0.022961	0.03159	0.025056	0.89114	0.59652	0.96238	0.32423	0.97939	0.031902	0.28168	0.016272	0.016528	0.027764	0.27937	0.97805	0.040152	0.047803	0.97512	0.10285	0.027076	0.019053	0.97741	0.027036	0.76039	0.013936	0.96739	0.024827	0.21542	0.035959
Meth__cg12999109__ASAH3	0.1046	0.038674	0.17023	0.053287	0.92898	0.075771	0.92298	0.064464	0.042691	0.80096	0.39293	0.37811	0.063894	0.88193	0.94787	0.1373	0.70766	0.074811	0.079126	0.92101	0.86271	0.063345	0.14187	0.24839	0.075923	0.9203	0.44319	0.94559	0.043162	0.046024	0.049245	0.11597	0.053438	0.057515	0.082597
Meth__cg09786221__MYL9	0.089074	0.26012	0.19419	0.98623	0.26953	0.023463	0.010076	0.9744	0.02658	0.47223	0.87483	0.97765	0.74925	0.029769	0.01271	0.026901	0.010961	0.99165	0.99037	0.021865	0.029028	0.96654	0.028406	0.6413	0.30783	0.092636	0.0099472	0.021707	0.14296	0.0085721	0.99346	0.021616	0.018933	0.67292	0.98647
Meth__cg19560287__GEMIN5	0.026395	0.013415	0.23232	0.031814	0.48946	0.027134	0.038843	0.030714	0.028883	0.024863	0.025388	0.061813	0.022538	0.034312	0.044537	0.047754	0.014309	0.019977	0.025097	0.077172	0.48283	0.029586	0.027715	0.055595	0.03886	0.0732	0.024367	0.037427	0.039188	0.018341	0.016554	0.032234	0.024194	0.022013	0.032336
Meth__cg08124030__TM4SF1	0.094851	0.11456	0.44344	0.24251	0.055282	0.15708	0.056399	0.098716	0.088239	0.065786	0.054996	0.12076	0.095326	0.070286	0.046814	0.16034	0.071211	0.95084	0.93904	0.071996	0.098395	0.92625	0.1153	0.13813	0.4426	0.04858	0.055241	0.081668	0.89899	0.049328	0.33643	0.28333	0.90603	0.49976	0.92407
Meth__cg12718440__C10orf83	0.070428	0.071226	0.11376	0.073556	0.62415	0.077099	0.046395	0.062352	0.052858	0.08284	0.046733	0.84986	0.078865	0.066446	0.077535	0.1394	0.13775	0.060195	0.051243	0.10024	0.22888	0.06506	0.082797	0.11169	0.092462	0.052143	0.066639	0.067189	0.13466	0.061298	0.049862	0.1027	0.05316	0.056531	0.062512
Meth__cg02104644__SYT7	0.091047	0.053017	0.16944	0.042296	0.90859	0.099982	0.5855	0.030261	0.26317	0.035846	0.74153	0.61506	0.041405	0.36514	0.2077	0.075754	0.058131	0.078958	0.25716	0.56458	0.80424	0.068984	0.049462	0.14466	0.17046	0.038845	0.041624	0.91618	0.048662	0.026293	0.055244	0.097149	0.24633	0.056814	0.055619
Meth__cg24408313__BCL2	0.092924	0.26644	0.85352	0.05112	0.89925	0.072043	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.66092	0.89026	0.91772	0.6388	0.68451	0.13241	0.07515	0.88796	0.90598	0.066455	0.076456	0.08786	0.20824	0.50751	0.63588	0.93945	0.63184	0.044232	0.16185	0.08773	0.45824	0.070443	0.10098
Meth__cg20053158__ASCL1	0.024471	0.029556	0.86241	0.028594	0.79897	0.9501	0.54026	0.018764	0.13417	0.5392	0.44728	0.6244	0.22311	0.033142	0.38499	0.04759	0.025454	0.096685	0.027263	0.031728	0.90807	0.35407	0.021651	0.91996	0.026482	0.033175	0.04463	0.51225	0.024106	0.024386	0.39919	0.072809	0.031811	0.026342	0.030248
Meth__cg24762359__ATP12A	0.043633	0.045777	0.064687	0.053002	0.79009	0.05965	0.065101	0.02265	0.051203	0.17341	0.087469	0.11009	0.047168	0.065885	0.17718	0.088496	0.067723	0.063903	0.045648	0.07127	0.71291	0.049236	0.11735	0.28779	0.07663	0.069001	0.088918	0.13563	0.095107	0.047	0.14606	0.10189	0.063937	0.044759	0.049915
Meth__cg00775197__MGC33600	0.37213	0.094818	0.74553	0.09025	0.6017	0.25383	0.34106	0.079099	0.056413	0.62196	0.19303	0.50474	0.079988	0.26688	0.12961	0.13149	0.47228	0.11181	0.10776	0.17667	0.79665	0.065904	0.085405	0.7657	0.13644	0.24588	0.30259	0.36511	0.11406	0.048817	0.4405	0.12195	0.061846	0.16662	0.47504
Meth__cg00275232__ZNF342	0.031245	0.034471	0.7953	0.045394	0.80101	0.044311	0.046787	0.033056	0.044594	0.053148	0.077469	0.12549	0.033401	0.97991	0.030112	0.039057	0.79469	0.040627	0.042466	0.078734	0.13538	0.052811	0.080534	0.1139	0.061898	0.02891	0.040676	0.070088	0.035127	0.022306	0.02493	0.17663	0.037485	0.03191	0.050843
Meth__cg02040734__C10orf95	0.075347	0.092708	0.12382	0.06621	0.15197	0.082854	0.053342	0.085056	0.083258	0.096177	0.63868	0.15197	0.097659	0.11672	0.094152	0.12345	0.84763	0.054973	0.072337	0.91392	0.63006	0.077568	0.11059	0.18066	0.20718	0.068053	0.056788	0.087614	0.058302	0.10348	0.040636	0.05385	0.08797	0.073704	0.087827
Meth__cg16826718__HRK	0.028479	0.019901	0.036703	0.085596	0.070079	0.072836	0.10706	0.059791	0.26608	0.105	0.018321	0.092269	0.027893	0.056887	0.060632	0.029174	0.033205	0.063075	0.036351	0.02916	0.86598	0.056048	0.22311	0.54811	0.03443	0.036675	0.030998	0.43513	0.035389	0.034094	0.11467	0.027198	0.03558	0.053867	0.059877
Meth__cg17237063__RBMS3	0.70869	0.14718	0.43411	0.73318	0.066645	0.54345	0.061277	0.7719	0.117	0.1441	0.12215	0.48641	0.56748	0.10342	0.081801	0.16354	0.065667	0.080399	0.17419	0.074304	0.1527	0.49356	0.20592	0.41227	0.18277	0.16661	0.12097	0.11349	0.66874	0.10533	0.16783	0.18462	0.084359	0.72981	0.64694
Meth__cg25092328__PXMP4	0.044222	0.045294	0.049441	0.89603	0.31103	0.083673	0.036136	0.64542	0.061511	0.53938	0.5809	0.53962	0.66569	0.042064	0.038839	0.89714	0.055342	0.04602	0.050468	0.042638	0.07076	0.44422	0.093869	0.064818	0.087793	0.045192	0.04262	0.043641	0.04471	0.036054	0.074453	0.10053	0.89752	0.046594	0.55754
Meth__cg04245402__C19orf21	0.033274	0.028392	0.044926	0.03281	0.96162	0.028215	0.027473	0.035513	0.87944	0.19839	0.09484	0.046489	0.034799	0.34035	0.97317	0.092414	0.96715	0.027015	0.048047	0.95174	0.12566	0.038448	0.078617	0.34167	0.038792	0.69939	0.031802	0.97037	0.032284	0.029179	0.020819	0.12456	0.035772	0.058892	0.044523
Meth__cg03750606__ESRRG	0.055156	0.064742	0.61505	0.06877	0.8472	0.086443	0.59767	0.063915	0.098483	0.078735	0.2525	0.085441	0.073398	0.076216	0.077662	0.11205	0.091936	0.097127	0.067152	0.11071	0.80959	0.067935	0.11177	0.12296	0.089579	0.29553	0.052479	0.089292	0.83812	0.06206	0.32474	0.089591	0.068634	0.073841	0.062603
Meth__cg07035740__SNCB	0.041188	0.044635	0.55417	0.063225	0.19688	0.57354	0.46532	0.036812	0.041275	0.34839	0.64327	0.7185	0.04656	0.29728	0.17924	0.062976	0.23862	0.13489	0.062756	0.057255	0.82305	0.049889	0.092236	0.50289	0.050504	0.034321	0.084185	0.047209	0.025616	0.10872	0.70459	0.068286	0.04186	0.046727	0.047215
Meth__cg09374949__ISYNA1	0.054859	0.46293	0.068084	0.62426	0.58406	0.065715	0.059676	0.052122	0.049591	0.068799	0.44104	0.36624	0.051148	0.59179	0.062387	0.079556	0.9626	0.64923	0.2449	0.099305	0.97288	0.066482	0.057238	0.12983	0.063644	0.054183	0.032957	0.68779	0.26454	0.099259	0.044358	0.052059	0.051379	0.063939	0.067021
Meth__cg15981265__KIAA1900	0.041726	0.032501	0.065164	0.043625	0.75541	0.050882	0.059986	0.041646	0.057173	0.06539	0.052653	0.18142	0.041817	0.035056	0.061076	0.063921	0.083685	0.043711	0.034858	0.045446	0.10419	0.035865	0.093514	0.094942	0.047878	0.041195	0.029048	0.10164	0.033325	0.028017	0.03659	0.12389	0.037671	0.045923	0.034685
Meth__cg05113908__GYG2	0.15175	0.094824	0.95098	0.31793	0.73876	0.20034	0.96189	0.34539	0.098929	0.20064	0.081133	0.4775	0.25363	0.9317	0.19622	0.17743	0.15845	0.16336	0.19239	0.1103	0.59463	0.10199	0.1633	0.90699	0.1546	0.094074	0.20469	0.095945	0.77014	0.20862	0.86119	0.19361	0.13113	0.1264	0.14189
Meth__cg15210427__CST9L	0.89454	0.22279	0.83429	0.89698	0.028283	0.39384	0.057645	0.10265	0.68244	0.12458	0.56696	0.41427	0.11849	0.079038	0.12768	0.061728	0.030258	0.7802	0.823	0.033912	0.031235	0.49292	0.58551	0.028298	0.13013	0.04177	0.034676	0.048325	0.78658	0.035733	0.14042	0.37707	0.86499	0.48963	0.60433
Meth__cg07753583__LRRC61	0.061933	0.24376	0.069407	0.076771	0.86105	0.063376	0.058662	0.040715	0.069167	0.071677	0.033169	0.5032	0.047919	0.53293	0.063067	0.14303	0.44343	0.048157	0.062882	0.89269	0.39909	0.069845	0.46137	0.14899	0.18916	0.4939	0.50786	0.53519	0.53441	0.042795	0.050322	0.088547	0.050179	0.051941	0.056229
Meth__cg04452095__SEPT9	0.365	0.60638	0.59394	0.64321	0.054685	0.48911	0.038227	0.048382	0.5369	0.046433	0.0693	0.40864	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.052272	0.048703	0.83436	0.057143	0.87587	0.065075	0.37679	0.055856	0.051028	0.1754	0.66038	0.82915	0.52253	0.83154	0.73164	0.78828
Meth__cg26141626__GPR37	0.069955	0.074232	0.071011	0.069868	0.61884	0.070005	0.073705	0.064394	0.084154	0.077871	0.066516	0.48326	0.074726	0.067755	0.098354	0.079782	0.066261	0.06307	0.068803	0.098071	0.12615	0.058821	0.10636	0.12758	0.1105	0.076705	0.081172	0.091526	0.073667	0.074465	0.070149	0.072218	0.072787	0.067687	0.069336
Meth__cg11016563__TRPC6	0.074752	0.072237	0.80122	0.68573	0.65016	0.87833	0.90781	0.064943	0.065175	0.77658	0.16054	0.69247	0.074872	0.55544	0.081487	0.1424	0.20693	0.095809	0.074639	0.099745	0.71791	0.081004	0.13747	0.82567	0.16752	0.062552	0.48384	0.11025	0.84434	0.082779	0.78354	0.36701	0.10557	0.31503	0.73908
Meth__cg07737781__WBSCR14	0.080437	0.081083	0.14115	0.17613	0.6186	0.079388	0.12665	0.069057	0.07824	0.46156	0.059064	0.25478	0.080357	0.06771	0.22482	0.14234	0.54871	0.067668	0.086255	0.22469	0.43539	0.079865	0.090954	0.42987	0.16262	0.074256	0.19106	0.079683	0.081064	0.078296	0.0632	0.081838	0.079961	0.07764	0.074578
Meth__cg03139057__DLL3	0.023566	0.016275	0.45102	0.053216	0.87786	0.14077	0.92098	0.080528	0.041389	0.63066	0.59284	0.66999	0.052819	0.79745	0.50525	0.062588	0.064459	0.16224	0.2523	0.94119	0.87085	0.060748	0.071511	0.072545	0.020128	0.81329	0.04417	0.058207	0.14191	0.019963	0.76187	0.045556	0.028345	0.025753	0.25695
Meth__cg12261786__C10orf116	0.055192	0.076407	0.2946	0.086654	0.79058	0.059696	0.35098	0.39952	0.095511	0.85332	0.32231	0.23151	0.33418	0.60708	0.31703	0.51424	0.80352	0.209	0.49166	0.85601	0.80206	0.08272	0.13706	0.26357	0.13282	0.77301	0.71877	0.81028	0.72281	0.040245	0.046875	0.096252	0.065994	0.15557	0.0847
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.85632	0.048653	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.093041	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.024228	0.029247	0.034336	0.051862	0.041443	0.035034	0.043472
Meth__cg18846362__CA12	0.033493	0.084139	0.88368	0.041844	0.24464	0.042444	0.29235	0.03868	0.039455	0.25556	0.10428	0.50464	0.036898	0.38957	0.033982	0.061906	0.035648	0.028781	0.035712	0.27967	0.09404	0.041325	0.076869	0.14622	0.059118	0.033327	0.037937	0.032895	0.10829	0.045716	0.12114	0.1277	0.03916	0.032214	0.035911
Meth__cg20264732__RBM35B	0.046686	0.034188	0.057528	0.039043	0.95268	0.043285	0.07562	0.02793	0.036657	0.047701	0.045649	0.076788	0.032751	0.42705	0.072816	0.07017	0.92495	0.033588	0.046215	0.93122	0.88563	0.052389	0.071887	0.075573	0.098937	0.83739	0.031245	0.94422	0.027784	0.032487	0.030411	0.082999	0.036573	0.037412	0.041099
Meth__cg00411097__MGC9712	0.062201	0.046784	0.060083	0.070449	0.84711	0.062746	0.23167	0.052009	0.055929	0.11714	0.059242	0.11088	0.057435	0.053678	0.87928	0.081624	0.91082	0.054827	0.063628	0.75835	0.17113	0.064269	0.07397	0.11693	0.099658	0.15839	0.052402	0.49591	0.040498	0.052713	0.04734	0.087792	0.05352	0.052635	0.061862
Meth__cg09818732__FLJ20489	0.02806	0.017138	0.076923	0.037056	0.58179	0.031083	0.13142	0.063002	0.037696	0.063854	0.22171	0.25541	0.046568	0.051205	0.095746	0.068301	0.020227	0.022965	0.032293	0.20839	0.11189	0.038082	0.036495	0.051163	0.041563	0.02249	0.27622	0.071662	0.051277	0.027778	0.030331	0.035091	0.025479	0.034151	0.035593
Meth__cg03270204__DDR1	0.044018	0.048964	0.062368	0.040882	0.95527	0.19392	0.033428	0.038747	0.075029	0.43591	0.10019	0.088779	0.050735	0.048002	0.93738	0.087736	0.95905	0.12197	0.089284	0.9042	0.89823	0.052829	0.070897	0.10857	0.10077	0.93404	0.037622	0.93929	0.048499	0.040012	0.031979	0.055897	0.068538	0.043246	0.060556
Meth__cg21493583__CRIPT	0.086585	0.10311	0.77471	0.18961	0.77284	0.2087	0.4955	0.14688	0.11081	0.43232	0.26204	0.30274	0.2717	0.37887	0.15299	0.20542	0.10375	0.091823	0.19679	0.24198	0.54788	0.50618	0.23717	0.18001	0.10663	0.063017	0.08414	0.32558	0.82393	0.17863	0.55285	0.26007	0.15832	0.11746	0.17199
Meth__cg11027330__METRN	0.035977	0.17044	0.25765	0.57173	0.85753	0.51166	0.32589	0.14857	0.18866	0.63194	0.9183	0.82757	0.10723	0.52677	0.68417	0.24374	0.36082	0.21721	0.07408	0.36269	0.51115	0.24812	0.045396	0.036267	0.26737	0.052091	0.27114	0.69901	0.071844	0.057411	0.39572	0.099751	0.17845	0.097986	0.031241
Meth__cg00412772__C19orf33	0.068704	0.052191	0.73034	0.2106	0.947	0.086058	0.14333	0.95233	0.91071	0.94705	0.038785	0.11957	0.86368	0.77258	0.96437	0.68423	0.96634	0.068497	0.054887	0.95557	0.11069	0.94626	0.054679	0.91569	0.0625	0.76323	0.042516	0.051095	0.58835	0.82763	0.042744	0.077298	0.05677	0.88517	0.93803
Meth__cg05337441__APOB	0.063603	0.030815	0.09165	0.30368	0.08168	0.11445	0.10999	0.033676	0.045242	0.36328	0.27217	0.32117	0.043726	0.11891	0.3442	0.047721	0.033098	0.040326	0.041781	0.15179	0.11382	0.046236	0.055731	0.11928	0.045032	0.052087	0.035091	0.035148	0.1219	0.036821	0.088126	0.089299	0.042382	0.039527	0.043158
Meth__cg09437522__GNAS	0.025973	0.0093064	0.17219	0.021717	0.93471	0.026768	0.024996	0.028118	0.016952	0.022925	0.021692	0.02981	0.020105	0.090773	0.4106	0.034796	0.10833	0.01134	0.013943	0.52074	0.93211	0.02187	0.048504	0.041815	0.034373	0.048922	0.03812	0.25625	0.016562	0.013722	0.011324	0.049074	0.016555	0.026895	0.038832
Meth__cg19450025__SULT1A3	0.022883	0.031541	0.52707	0.521	0.75825	0.09641	0.030377	0.10552	0.55406	0.06891	0.85316	0.060785	0.11151	0.060411	0.45051	0.4057	0.91188	0.026407	0.030497	0.48556	0.8116	0.29748	0.13861	0.32955	0.047357	0.064927	0.065201	0.67093	0.023744	0.32888	0.016272	0.43953	0.043269	0.019983	0.0245
Meth__cg24441350__TPPP	0.29476	0.045354	0.60895	0.047622	0.70849	0.04899	0.25201	0.038095	0.029463	0.55724	0.29202	0.52526	0.035974	0.17182	0.11232	0.15095	0.33219	0.28634	0.050777	0.64942	0.67448	0.091421	0.077198	0.3359	0.056615	0.033606	0.039539	0.63333	0.030007	0.070977	0.52549	0.31651	0.050832	0.11909	0.044658
Meth__cg15918284__GABRA2	0.45595	0.15203	0.8554	0.19495	0.85051	0.14431	0.8068	0.16448	0.16949	0.80545	0.76004	0.80759	0.12571	0.20732	0.39633	0.20341	0.075253	0.56961	0.16018	0.43451	0.77339	0.12687	0.23835	0.57914	0.22204	0.08749	0.096931	0.32074	0.90243	0.09483	0.59516	0.15628	0.12506	0.1464	0.29992
Meth__cg19728223__KCNQ1	0.53619	0.066579	0.97278	0.37766	0.95879	0.30162	0.25107	0.040308	0.056907	0.96505	0.35107	0.91822	0.065382	0.90184	0.66419	0.080707	0.058996	0.54547	0.55107	0.95746	0.93214	0.10412	0.054025	0.58267	0.095298	0.31748	0.074898	0.60165	0.28943	0.035782	0.58632	0.082597	0.05511	0.15424	0.77228
Meth__cg08321346__ANKMY1	0.028163	0.0278	0.1415	0.80146	0.97137	0.030187	0.028023	0.69988	0.48814	0.47002	0.76088	0.93822	0.66022	0.76504	0.034684	0.074667	0.76161	0.39136	0.30339	0.96586	0.91121	0.85949	0.053306	0.14345	0.049684	0.027972	0.3112	0.95796	0.57891	0.95663	0.8778	0.026844	0.051273	0.020868	0.028769
Meth__cg27401095__ZNF324	0.062033	0.045905	0.92247	0.65279	0.83037	0.283	0.30539	0.055785	0.43728	0.13858	0.71926	0.36453	0.049851	0.67813	0.06705	0.21791	0.041098	0.28662	0.082684	0.39545	0.81876	0.25418	0.026065	0.36796	0.087039	0.091137	0.54716	0.25399	0.31688	0.34763	0.42045	0.063046	0.35577	0.060893	0.056409
Meth__cg17483510__GNB4	0.04388	0.3433	0.95522	0.9261	0.031276	0.036469	0.042042	0.046275	0.02561	0.024933	0.46965	0.18366	0.1399	0.040191	0.032779	0.061339	0.022689	0.92657	0.90161	0.028924	0.057845	0.60763	0.58489	0.94871	0.2567	0.038827	0.031636	0.037131	0.86692	0.2439	0.96408	0.16311	0.59154	0.64456	0.22645
Meth__cg10731149__CYBRD1	0.052382	0.94934	0.045503	0.95274	0.049284	0.94322	0.8353	0.10978	0.082103	0.073044	0.17319	0.94427	0.45443	0.88585	0.051862	0.079838	0.040109	0.9085	0.95095	0.039326	0.044867	0.29174	0.084211	0.10921	0.80396	0.35629	0.036511	0.19357	0.060524	0.052561	0.57742	0.082051	0.29278	0.84934	0.94453
Meth__cg13975625__NPY5R	0.058912	0.036004	0.91393	0.66024	0.32218	0.74921	0.95291	0.54464	0.92799	0.61199	0.13101	0.56115	0.46513	0.79759	0.065813	0.16731	0.46816	0.18483	0.78711	0.66785	0.6835	0.90969	0.051885	0.6772	0.066851	0.052005	0.30489	0.074658	0.91469	0.06968	0.25839	0.11307	0.44161	0.71868	0.67001
Meth__cg08804892__TRAK1	0.082364	0.090348	0.38199	0.10427	0.82794	0.1116	0.05529	0.78743	0.11557	0.77695	0.081284	0.76513	0.56751	0.36642	0.71374	0.19473	0.81278	0.09373	0.11522	0.77385	0.11846	0.10479	0.12541	0.43749	0.13632	0.35805	0.091835	0.81162	0.084974	0.36042	0.089379	0.1293	0.086183	0.32967	0.76252
Meth__cg04384398__PMM1	0.48314	0.10346	0.10822	0.22334	0.1037	0.11937	0.067889	0.14876	0.17394	0.10641	0.28099	0.21155	0.11536	0.17215	0.058596	0.22008	0.11243	0.13149	0.15339	0.1097	0.15127	0.66434	0.15043	0.10964	0.14525	0.12365	0.1144	0.14811	0.21443	0.063595	0.093929	0.26289	0.15776	0.17906	0.17426
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.56876	0.087703	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.088301	0.78959	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.086717	0.088505	0.20277	0.12924	0.09515	0.45619
Meth__cg01835489__KRT8	0.06704	0.15679	0.129	0.09875	0.63088	0.16077	0.22344	0.19476	0.24175	0.29513	0.35596	0.30668	0.25224	0.15735	0.6907	0.30785	0.78666	0.30041	0.21642	0.79819	0.6179	0.099801	0.23408	0.17175	0.12744	0.55015	0.79709	0.27538	0.10078	0.21452	0.11894	0.074353	0.067795	0.087853	0.06684
Meth__cg04388983__P2RY2	0.14557	0.057278	0.11754	0.042575	0.9494	0.13256	0.39442	0.061794	0.066231	0.85873	0.20275	0.12077	0.067568	0.085923	0.41023	0.10545	0.07997	0.054575	0.053425	0.86588	0.11598	0.086735	0.1464	0.15065	0.095495	0.10455	0.049822	0.91001	0.10889	0.048928	0.082451	0.21605	0.093489	0.092204	0.13243
Meth__cg19184963__MAPK11	0.047294	0.042296	0.085284	0.044362	0.070084	0.042099	0.052749	0.064499	0.042573	0.10653	0.099888	0.12873	0.063262	0.63522	0.045077	0.085808	0.085974	0.035581	0.049646	0.19967	0.18786	0.049117	0.081455	0.28855	0.073997	0.040933	0.044532	0.063766	0.20406	0.045528	0.038419	0.21617	0.044045	0.047919	0.048121
Meth__cg11757293__KIFC2	0.065985	0.048686	0.14167	0.064535	0.19645	0.066306	0.049099	0.050961	0.066566	0.059964	0.29314	0.1119	0.051417	0.059098	0.31975	0.061008	0.3558	0.054903	0.063242	0.64452	0.157	0.060665	0.062052	0.067047	0.079928	0.14487	0.072757	0.50728	0.045137	0.075954	0.043161	0.059933	0.41792	0.043247	0.048488
Meth__cg06119575__TAL2	0.10012	0.072806	0.39277	0.062783	0.89841	0.10781	0.92706	0.25943	0.078993	0.83141	0.69468	0.63483	0.23555	0.72825	0.91111	0.27867	0.52593	0.096774	0.13725	0.87936	0.79581	0.070991	0.17377	0.35539	0.14488	0.87783	0.85709	0.84144	0.072355	0.075314	0.12467	0.31347	0.13239	0.14608	0.096358
Meth__cg03218909__HAPLN2	0.087496	0.090526	0.10262	0.34629	0.133	0.10207	0.37109	0.094939	0.35276	0.22603	0.18935	0.51375	0.1018	0.2648	0.14143	0.11197	0.11957	0.10389	0.12972	0.22241	0.22985	0.12823	0.25443	0.13156	0.20636	0.08948	0.099825	0.11803	0.53766	0.11347	0.25872	0.14782	0.13556	0.09164	0.099238
Meth__cg15442702__FGFR4	0.099484	0.13221	0.49577	0.11549	0.42419	0.10599	0.1172	0.10256	0.086366	0.14881	0.070357	0.28815	0.088628	0.12104	0.09284	0.16941	0.19802	0.10227	0.10414	0.10296	0.20811	0.10105	0.10541	0.12563	0.24963	0.11878	0.077474	0.19407	0.073079	0.094491	0.088466	0.076747	0.079274	0.079253	0.094141
Meth__cg17018517__ENTPD2	0.069927	0.077471	0.53834	0.30706	0.90269	0.21618	0.23232	0.38135	0.27286	0.18888	0.77588	0.89553	0.3527	0.55633	0.26888	0.22567	0.25128	0.271	0.21747	0.8995	0.75824	0.26412	0.29021	0.15456	0.12619	0.11756	0.079482	0.78444	0.09469	0.079709	0.078325	0.078792	0.44963	0.068577	0.073863
