Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	ZR751	ZR75B
Meth__cg05782975__NGFRAP1	0.17427	0.047098	0.061269	0.14912	0.94983	0.062792	0.10083	0.45757	0.34518	0.56801	0.066991	0.079759	0.055673	0.07363	0.33557	0.57458	0.62082	0.20303	0.054869	0.053694	0.063186	0.62439	0.17838	0.58584	0.12755	0.099023	0.21233	0.6426	0.52372	0.17747	0.10767	0.069983	0.062721	0.48869	0.075544	0.35217	0.10826	0.058762	0.053247
Meth__cg14289511__FLJ45256	0.92972	0.036629	0.20005	0.23066	0.036248	0.84967	0.17877	0.10008	0.083595	0.47545	0.04209	0.83351	0.91682	0.43722	0.077982	0.38084	0.47617	0.064379	0.26582	0.61734	0.76477	0.91956	0.051225	0.84179	0.8671	0.75217	0.046984	0.59829	0.88043	0.81527	0.059923	0.021788	0.050697	0.052437	0.91853	0.91275	0.44878	0.49973	0.84474
Meth__cg14228238__EVI1	0.96501	0.057692	0.15586	0.12576	0.75694	0.57665	0.090476	0.15229	0.051467	0.057634	0.090159	0.035809	0.14597	0.089418	0.061177	0.63447	0.31008	0.11412	0.044551	0.89107	0.95373	0.94737	0.061766	0.96526	0.10095	0.9461	0.12951	0.041521	0.85247	0.11763	0.097892	0.038896	0.041375	0.044801	0.91975	0.94558	0.63761	0.94289	0.94888
Meth__cg22336401__ENTPD8	0.050641	0.036239	0.29926	0.049389	0.44466	0.17227	0.50433	0.48434	0.032093	0.042157	0.038205	0.15717	0.42184	0.037921	0.044488	0.062299	0.038708	0.36257	0.57135	0.06529	0.05999	0.059523	0.041404	0.055638	0.87815	0.071196	0.068182	0.051487	0.18698	0.069556	0.11862	0.041892	0.040456	0.088966	0.26223	0.70901	0.04703	0.12272	0.10213
Meth__cg19713196__LAD1	0.037088	0.033483	0.030894	0.069663	0.93908	0.17135	0.94926	0.14803	0.027553	0.10249	0.041001	0.052973	0.072	0.024758	0.03452	0.63622	0.31309	0.081901	0.065618	0.041797	0.037644	0.057369	0.69284	0.039943	0.84	0.039173	0.046531	0.84917	0.17757	0.043429	0.073475	0.36712	0.024038	0.65133	0.027912	0.040008	0.057748	0.033714	0.032604
Meth__cg22655224__MT3	0.067332	0.050119	0.55762	0.81443	0.93151	0.94267	0.79188	0.96889	0.030349	0.078876	0.92902	0.27938	0.92688	0.029024	0.03106	0.5603	0.05242	0.069838	0.13193	0.95225	0.94408	0.12706	0.18948	0.094062	0.88104	0.31396	0.056824	0.04824	0.66419	0.79368	0.062384	0.10029	0.079131	0.1098	0.50521	0.96083	0.17	0.79106	0.93833
Meth__cg27238470__EDN2	0.039079	0.048924	0.042509	0.046265	0.67522	0.042523	0.91112	0.088471	0.041521	0.038442	0.50625	0.026792	0.072567	0.023499	0.031101	0.084532	0.33082	0.07018	0.79296	0.036581	0.056081	0.057722	0.88699	0.035482	0.37021	0.038172	0.06422	0.9112	0.095476	0.03958	0.03502	0.1699	0.044306	0.065918	0.71498	0.032185	0.081388	0.039546	0.03299
Meth__cg22510822__OR1E2	0.92987	0.044681	0.50973	0.22236	0.22212	0.41102	0.20661	0.73945	0.075617	0.093272	0.41715	0.46416	0.33855	0.075384	0.077602	0.81066	0.87806	0.37506	0.039841	0.51812	0.61682	0.85946	0.056568	0.23461	0.10691	0.067905	0.11895	0.2754	0.77202	0.10483	0.41832	0.073371	0.24698	0.24362	0.89057	0.87677	0.16647	0.3616	0.43921
Meth__cg26699283__AMID	0.06004	0.12332	0.4888	0.67209	0.51629	0.074004	0.067885	0.046744	0.14331	0.65482	0.92649	0.24002	0.68054	0.89708	0.17076	0.077443	0.051141	0.1245	0.048211	0.088562	0.068913	0.42729	0.4727	0.2533	0.082483	0.074588	0.06423	0.03689	0.33788	0.37026	0.15129	0.42232	0.31424	0.042614	0.93158	0.049921	0.8139	0.10381	0.43446
Meth__cg12135976__SLC5A8	0.10476	0.036427	0.36855	0.069904	0.84155	0.085843	0.42294	0.27382	0.05886	0.055379	0.37644	0.21296	0.37959	0.058108	0.086334	0.82463	0.08746	0.15652	0.048871	0.13185	0.05466	0.79056	0.090077	0.058791	0.77618	0.05712	0.061011	0.81944	0.85891	0.3172	0.084426	0.047563	0.83301	0.057431	0.72459	0.37227	0.11504	0.82042	0.82337
Meth__cg25499099__TNK1	0.032652	0.027856	0.037242	0.035071	0.76598	0.049258	0.91662	0.05389	0.035219	0.044526	0.031275	0.0359	0.077447	0.034978	0.037565	0.040279	0.038973	0.13487	0.040545	0.045809	0.033799	0.052589	0.6178	0.030299	0.31613	0.03894	0.06104	0.55257	0.082882	0.041756	0.04794	0.14134	0.02446	0.046693	0.024566	0.02888	0.043149	0.037916	0.045772
Meth__cg23660191__ZNF688	0.050862	0.035445	0.041746	0.043034	0.039878	0.05267	0.068418	0.043547	0.042152	0.04192	0.049045	0.036969	0.07304	0.029879	0.034738	0.032543	0.034589	0.067587	0.027804	0.028618	0.055899	0.050825	0.09454	0.032617	0.088369	0.058959	0.044917	0.047414	0.074938	0.063678	0.048712	0.029347	0.03456	0.03364	0.059406	0.042816	0.060459	0.045089	0.061672
Meth__cg26372517__TFAP2E	0.45401	0.036894	0.44621	0.7051	0.045549	0.66197	0.9742	0.42118	0.047937	0.96644	0.12064	0.075062	0.83988	0.058948	0.047857	0.53369	0.069917	0.068866	0.042988	0.9756	0.36567	0.5922	0.040614	0.044976	0.54548	0.82964	0.075955	0.058964	0.91256	0.053603	0.095431	0.69088	0.029072	0.30562	0.75367	0.97856	0.051752	0.96664	0.96081
Meth__cg18923230__RPL10	0.62399	0.023554	0.043631	0.4585	0.017375	0.031611	0.045533	0.66507	0.020616	0.64124	0.016674	0.014774	0.053254	0.021324	0.025451	0.4007	0.47075	0.061184	0.03202	0.022993	0.022406	0.47886	0.51913	0.44733	0.046198	0.021166	0.03701	0.50552	0.21221	0.0273	0.037277	0.52014	0.012045	0.41304	0.023544	0.12012	0.054411	0.37616	0.025374
Meth__cg07207789__CRISPLD2	0.071852	0.0416	0.27964	0.7222	0.85604	0.31603	0.90428	0.85904	0.41265	0.25904	0.53911	0.71975	0.3778	0.10866	0.27844	0.50834	0.91253	0.087316	0.84012	0.055578	0.18647	0.84036	0.91523	0.21688	0.81184	0.5357	0.10635	0.78875	0.2125	0.11333	0.085175	0.054089	0.1055	0.86498	0.86763	0.79814	0.34204	0.33383	0.41318
Meth__cg02032115__IGSF8	0.054675	0.053024	0.65654	0.12574	0.11919	0.11644	0.22376	0.20956	0.19506	0.10937	0.12173	0.50166	0.32617	0.050682	0.17328	0.091316	0.26932	0.52858	0.10005	0.53787	0.71024	0.21215	0.067274	0.053627	0.1011	0.13609	0.10095	0.16896	0.09483	0.56088	0.087288	0.051407	0.052608	0.058824	0.22158	0.11483	0.10435	0.41202	0.18828
Meth__cg09306675__EYA2	0.90949	0.073008	0.3481	0.066997	0.71775	0.73174	0.044629	0.53956	0.070186	0.10154	0.090197	0.052058	0.21565	0.17816	0.083301	0.34014	0.1896	0.13803	0.057715	0.90497	0.94582	0.3558	0.41425	0.71565	0.87472	0.068178	0.10091	0.062843	0.91869	0.058527	0.08712	0.1122	0.16133	0.069378	0.30824	0.15213	0.088361	0.49414	0.18758
Meth__cg01119135__C1orf116	0.036851	0.042178	0.037065	0.17365	0.37302	0.047518	0.8262	0.044939	0.050966	0.068522	0.75932	0.032906	0.11608	0.025178	0.054218	0.14737	0.64068	0.047992	0.20286	0.27997	0.17358	0.7835	0.088714	0.10491	0.86302	0.36442	0.056635	0.8957	0.20802	0.12715	0.096646	0.044097	0.037459	0.38237	0.15952	0.057437	0.16414	0.14094	0.13371
Meth__cg25990647__OPRK1	0.97125	0.019097	0.026316	0.012936	0.93561	0.96178	0.17696	0.031739	0.020058	0.028199	0.04731	0.028841	0.037896	0.76993	0.027617	0.023227	0.025675	0.05391	0.039358	0.85122	0.94814	0.26109	0.029538	0.019848	0.87068	0.027433	0.063666	0.024676	0.84251	0.040374	0.037785	0.018943	0.029302	0.090564	0.015629	0.91114	0.025909	0.02519	0.41069
Meth__cg11195662__C9orf65	0.33433	0.070837	0.055792	0.059488	0.055207	0.12882	0.25964	0.39299	0.0485	0.079631	0.062169	0.085007	0.47418	0.049453	0.058764	0.085125	0.057154	0.2244	0.045499	0.47161	0.093895	0.084411	0.16951	0.074679	0.72766	0.055132	0.11834	0.12949	0.86925	0.073419	0.11722	0.82733	0.053091	0.066161	0.055667	0.17029	0.076748	0.25635	0.30596
Meth__cg06311778__TENC1	0.027226	0.074814	0.16679	0.25163	0.025369	0.059926	0.031375	0.035183	0.032074	0.069591	0.22778	0.32364	0.87117	0.027459	0.03529	0.24753	0.023674	0.049913	0.02208	0.295	0.2635	0.68938	0.072761	0.43855	0.058676	0.44383	0.09214	0.21567	0.11971	0.079479	0.50299	0.028432	0.30195	0.068666	0.92546	0.032269	0.078851	0.036381	0.043237
Meth__cg19635712__EPB41L4B	0.059356	0.048819	0.06249	0.045337	0.096516	0.068403	0.55204	0.058176	0.053847	0.057818	0.062426	0.16066	0.11746	0.10662	0.054539	0.11627	0.059728	0.068697	0.045083	0.069877	0.059686	0.05051	0.2002	0.16465	0.075181	0.065545	0.094631	0.1263	0.11561	0.052938	0.12829	0.36592	0.19952	0.10395	0.065063	0.05972	0.10166	0.056796	0.066364
Meth__cg26172108__C7orf31	0.057301	0.033221	0.054494	0.042159	0.035187	0.049833	0.068085	0.059386	0.038239	0.04863	0.040767	0.06267	0.061601	0.32892	0.047265	0.063533	0.047613	0.076949	0.045562	0.62658	0.88055	0.14614	0.052315	0.030825	0.15349	0.044583	0.080208	0.043322	0.66436	0.052108	0.055416	0.039766	0.043998	0.030922	0.042083	0.041044	0.041354	0.04941	0.042104
Meth__cg09262269__LOX	0.086985	0.032973	0.24114	0.042116	0.023233	0.24227	0.059975	0.099307	0.050133	0.056698	0.022749	0.1009	0.6318	0.030496	0.057432	0.070448	0.040406	0.058531	0.030683	0.050663	0.054087	0.94538	0.51666	0.048353	0.051105	0.063926	0.096433	0.15875	0.57393	0.048722	0.075687	0.028878	0.029597	0.044871	0.27386	0.9074	0.045465	0.049419	0.07924
Meth__cg24262469__TIPARP	0.11959	0.080182	0.17654	0.22471	0.35652	0.10936	0.57158	0.1131	0.1382	0.099487	0.12877	0.66814	0.10193	0.03931	0.13066	0.11335	0.10668	0.10777	0.27078	0.12296	0.075863	0.20526	0.13476	0.059788	0.26542	0.083076	0.11029	0.60605	0.13598	0.12356	0.16137	0.062443	0.050334	0.29223	0.25586	0.17879	0.12151	0.22713	0.2947
Meth__cg18507125__RPL36A	0.6717	0.055018	0.069158	0.21535	0.062476	0.06977	0.12625	0.58053	0.50698	0.74497	0.052179	0.038244	0.066554	0.064435	0.44053	0.64943	0.67022	0.11576	0.066516	0.056867	0.053979	0.65908	0.077775	0.60033	0.094055	0.066942	0.22966	0.27442	0.51158	0.062091	0.098505	0.055095	0.064622	0.3052	0.04522	0.32553	0.09426	0.065532	0.072284
Meth__cg22126266__LHX4	0.061304	0.052614	0.0644	0.04512	0.054921	0.056646	0.041422	0.046301	0.045285	0.049813	0.081245	0.072698	0.095776	0.042793	0.060847	0.042356	0.036205	0.070114	0.049114	0.033529	0.073829	0.067472	0.060983	0.049956	0.069125	0.055168	0.067919	0.05018	0.16172	0.041526	0.083095	0.041426	0.045311	0.04925	0.039792	0.03103	0.11746	0.041214	0.042071
Meth__cg03751813__ZNF585B	0.037543	0.039759	0.63511	0.035655	0.038374	0.15657	0.58696	0.97975	0.032718	0.038054	0.030495	0.020904	0.057507	0.034208	0.039895	0.035797	0.029645	0.079573	0.0389	0.36784	0.25099	0.040401	0.039103	0.037818	0.10395	0.038881	0.067065	0.033966	0.063687	0.036207	0.080874	0.033892	0.030668	0.037053	0.086295	0.19246	0.097315	0.1146	0.41095
Meth__cg17329249__MAT2B	0.43882	0.063767	0.18057	0.33502	0.062172	0.26965	0.061891	0.14082	0.10166	0.089048	0.059352	0.060973	0.12022	0.077224	0.12257	0.1223	0.073809	0.19623	0.083295	0.080666	0.077695	0.89157	0.057183	0.072217	0.11885	0.092842	0.11558	0.085806	0.13575	0.06245	0.12915	0.056557	0.080475	0.084414	0.83202	0.06758	0.08991	0.15721	0.59465
Meth__cg11469137__PLOD1	0.12971	0.25417	0.33166	0.67678	0.76998	0.085619	0.28405	0.05953	0.74717	0.68553	0.054132	0.14318	0.57447	0.15837	0.6192	0.15622	0.059616	0.20479	0.052755	0.61548	0.33996	0.39917	0.39393	0.17914	0.19954	0.16022	0.10553	0.51652	0.097507	0.11537	0.29404	0.038075	0.036421	0.052728	0.80705	0.47205	0.13253	0.47545	0.65142
Meth__cg20541456__CYFIP2	0.11863	0.034644	0.11687	0.097595	0.094144	0.75153	0.13957	0.75701	0.10671	0.34798	0.10604	0.18896	0.32779	0.038959	0.061352	0.2003	0.40056	0.13636	0.062481	0.71476	0.65238	0.87506	0.10063	0.1635	0.1442	0.57651	0.45663	0.43708	0.41935	0.039203	0.080316	0.060966	0.25333	0.12835	0.052094	0.062846	0.29341	0.6381	0.58905
Meth__cg14896516__CRHR2	0.40886	0.036132	0.6656	0.56331	0.71705	0.79154	0.093812	0.95096	0.040562	0.054205	0.91715	0.4212	0.87554	0.021939	0.034866	0.052671	0.063207	0.10483	0.027279	0.90618	0.8931	0.26488	0.11615	0.7029	0.57616	0.055805	0.063721	0.26542	0.76476	0.46389	0.059175	0.042386	0.040913	0.023597	0.39351	0.89285	0.086901	0.72407	0.40476
Meth__cg11861730__ETS1	0.91658	0.028466	0.27935	0.043268	0.029044	0.32269	0.080872	0.023461	0.037372	0.048721	0.029429	0.028986	0.070678	0.16406	0.036906	0.023908	0.070609	0.091659	0.049262	0.15794	0.1759	0.8288	0.041281	0.049953	0.10106	0.083978	0.085335	0.035847	0.65114	0.039125	0.053607	0.062275	0.02708	0.028614	0.38237	0.16855	0.035026	0.080189	0.061649
Meth__cg03565081__C14orf93	0.5648	0.25483	0.31894	0.28647	0.16453	0.58903	0.076971	0.58964	0.10881	0.13611	0.074692	0.41248	0.23514	0.206	0.11426	0.42725	0.34852	0.15225	0.062252	0.072549	0.23644	0.70816	0.13793	0.23651	0.67726	0.23807	0.12477	0.78969	0.15296	0.22302	0.25265	0.091634	0.055094	0.090355	0.5778	0.31214	0.11782	0.23948	0.35896
Meth__cg26350286__RBM35A	0.057107	0.056735	0.046064	0.05403	0.49251	0.055016	0.11647	0.038133	0.043264	0.053321	0.049667	0.045641	0.080641	0.034722	0.044594	0.049245	0.049888	0.12182	0.035762	0.037919	0.050469	0.051704	0.50847	0.042426	0.56502	0.052954	0.092669	0.31072	0.10656	0.063505	0.13542	0.05315	0.044959	0.048185	0.055365	0.04899	0.062574	0.058948	0.051249
Meth__cg25856811__SPRR3	0.6084	0.049211	0.8658	0.82844	0.045792	0.80593	0.14177	0.90624	0.4204	0.3397	0.077968	0.34626	0.4183	0.037168	0.44997	0.064226	0.37601	0.19952	0.043158	0.51121	0.56574	0.56511	0.048869	0.094876	0.097966	0.11855	0.1227	0.36761	0.16018	0.19734	0.10823	0.049958	0.48066	0.042255	0.13483	0.21771	0.05794	0.4933	0.56495
Meth__cg12631737__FUT4	0.05499	0.76829	0.97311	0.60377	0.040392	0.23738	0.086624	0.052053	0.1485	0.048691	0.052392	0.64829	0.91293	0.50387	0.31726	0.4562	0.044471	0.058611	0.090362	0.036976	0.047803	0.95471	0.036747	0.099263	0.047947	0.4206	0.066489	0.044332	0.55817	0.096752	0.13853	0.049532	0.08443	0.036949	0.26116	0.031153	0.11236	0.35749	0.88604
Meth__cg16816226__EDEM1	0.0962	0.068732	0.13505	0.11691	0.37868	0.074156	0.24602	0.15174	0.073784	0.17038	0.069365	0.13589	0.18798	0.069364	0.072064	0.19599	0.055931	0.13198	0.056948	0.051821	0.11397	0.34251	0.16934	0.090367	0.53968	0.77916	0.12703	0.11091	0.23842	0.24636	0.065941	0.047096	0.15303	0.095045	0.59315	0.22773	0.19114	0.85417	0.43444
Meth__cg19504245__TNNT1	0.043725	0.032642	0.055356	0.16695	0.53309	0.19196	0.70505	0.73818	0.030327	0.052454	0.40707	0.18212	0.32398	0.027369	0.03452	0.62319	0.081711	0.069246	0.021464	0.059518	0.050608	0.63732	0.37427	0.15018	0.18813	0.11592	0.04706	0.68104	0.62889	0.061136	0.070463	0.26304	0.035674	0.028584	0.12166	0.41956	0.15293	0.20805	0.38972
Meth__cg07912181__HSD17B12	0.023256	0.033179	0.028402	0.36329	0.51506	0.41846	0.035277	0.01592	0.035129	0.024018	0.026878	0.031147	0.036068	0.022769	0.039878	0.024651	0.022874	0.078202	0.024501	0.039661	0.041563	0.94661	0.028983	0.023727	0.070872	0.033146	0.063257	0.023879	0.02606	0.45758	0.043294	0.026451	0.025226	0.022205	0.038843	0.68973	0.06537	0.20201	0.61752
Meth__cg19037167__TLR2	0.12153	0.34297	0.92875	0.96826	0.95272	0.97626	0.79477	0.51057	0.075135	0.126	0.21869	0.20217	0.71168	0.31918	0.089442	0.94901	0.040721	0.066209	0.74165	0.98299	0.82533	0.30839	0.054545	0.95858	0.91742	0.85364	0.073666	0.92821	0.63734	0.67773	0.071032	0.048066	0.10848	0.34329	0.97805	0.97898	0.053137	0.88649	0.97852
Meth__cg02914419__ASNA1	0.029344	0.025496	0.025336	0.025584	0.025246	0.025255	0.022694	0.5859	0.027033	0.031048	0.56392	0.019905	0.030485	0.035933	0.025599	0.023543	0.021939	0.059032	0.02129	0.01616	0.024488	0.027111	0.028876	0.039361	0.045126	0.030646	0.052497	0.025403	0.053573	0.02828	0.030527	0.05235	0.044177	0.041803	0.02177	0.022993	0.037088	0.030488	0.029985
Meth__cg19742789__FLJ14166	0.14215	0.28286	0.2909	0.15472	0.66507	0.49255	0.058305	0.37797	0.035838	0.18714	0.26865	0.049749	0.080761	0.029626	0.080762	0.061705	0.067359	0.11051	0.12999	0.46006	0.49351	0.23593	0.12771	0.04639	0.1664	0.10573	0.063477	0.043392	0.91042	0.084651	0.2358	0.05051	0.052001	0.13939	0.031147	0.79627	0.099233	0.56578	0.77983
Meth__cg14957086__CSRP2	0.42073	0.039694	0.68023	0.31904	0.038444	0.76258	0.040784	0.081495	0.054735	0.041128	0.087751	0.10925	0.19149	0.038187	0.048351	0.063482	0.037782	0.24024	0.047606	0.29347	0.28174	0.86558	0.056625	0.1052	0.093498	0.056147	0.42739	0.038893	0.4491	0.36614	0.12038	0.026232	0.038784	0.054117	0.91317	0.85661	0.72696	0.89075	0.83599
Meth__cg19525717__PKIG	0.07029	0.10047	0.23677	0.10309	0.68377	0.37733	0.68549	0.15004	0.41314	0.099045	0.052222	0.21919	0.2803	0.06911	0.25072	0.11449	0.081255	0.14021	0.18364	0.31943	0.1132	0.23617	0.12834	0.064769	0.57083	0.23053	0.28527	0.65095	0.80779	0.1363	0.10688	0.059269	0.035894	0.3219	0.23563	0.47169	0.15716	0.071932	0.06959
Meth__cg01557297__SLC22A17	0.030031	0.029478	0.048042	0.02043	0.57069	0.034454	0.011353	0.025227	0.020445	0.024879	0.026033	0.33143	0.056705	0.03953	0.020349	0.037585	0.024676	0.13441	0.021003	0.02422	0.029557	0.019183	0.029957	0.032419	0.93921	0.026268	0.060867	0.031463	0.050417	0.021816	0.045115	0.028868	0.034319	0.035557	0.019379	0.030241	0.051255	0.02183	0.028634
Meth__cg01095590__KIAA0040	0.028452	0.026931	0.02563	0.022823	0.92582	0.030997	0.54576	0.031168	0.037681	0.030684	0.030579	0.022806	0.045503	0.017471	0.038548	0.039101	0.22651	0.090518	0.502	0.030534	0.034044	0.036538	0.10943	0.02312	0.11642	0.032536	0.059381	0.18044	0.04714	0.032293	0.056353	0.066512	0.02897	0.037021	0.032978	0.023304	0.070516	0.027863	0.029322
Meth__cg12506971__AADAT	0.065719	0.03838	0.040494	0.041131	0.040301	0.49789	0.066697	0.043133	0.038962	0.053548	0.037223	0.031353	0.17177	0.029815	0.061054	0.062319	0.04166	0.12041	0.04388	0.031865	0.05017	0.049979	0.045346	0.03648	0.11286	0.055073	0.15337	0.047671	0.88249	0.049494	0.0916	0.046773	0.037493	0.042547	0.049599	0.91071	0.34166	0.043444	0.05082
Meth__cg09146695__LEF1	0.070533	0.055806	0.062928	0.054207	0.81078	0.063236	0.28404	0.057627	0.056393	0.05299	0.050982	0.038734	0.16538	0.051988	0.063566	0.059044	0.057906	0.19928	0.05163	0.057019	0.10165	0.044202	0.077701	0.047051	0.20767	0.075889	0.13036	0.063021	0.15056	0.075607	0.085915	0.043407	0.054221	0.068213	0.05358	0.06466	0.068826	0.072622	0.073252
Meth__cg26371206__BFSP1	0.019151	0.60686	0.064516	0.065737	0.023754	0.031347	0.044138	0.027648	0.036571	0.028323	0.051502	0.058224	0.095781	0.021756	0.036298	0.027302	0.02162	0.052326	0.024575	0.062419	0.046893	0.61122	0.025927	0.41375	0.026451	0.043201	0.062683	0.032944	0.030937	0.036608	0.23816	0.027897	0.024565	0.73595	0.09162	0.37848	0.083525	0.031039	0.053651
Meth__cg02100629__AMID	0.058064	0.14488	0.50347	0.641	0.47444	0.076793	0.1829	0.073334	0.20715	0.53243	0.8783	0.084053	0.66032	0.88556	0.21659	0.069338	0.048456	0.087833	0.076896	0.16723	0.091244	0.51936	0.44802	0.37767	0.090306	0.11656	0.067336	0.050813	0.35079	0.3887	0.20444	0.652	0.087566	0.041923	0.87292	0.041311	0.8988	0.19727	0.46314
Meth__cg05249393__LDLR	0.10354	0.1007	0.066476	0.10656	0.062105	0.089097	0.10904	0.069321	0.077802	0.30614	0.082495	0.082943	0.1066	0.062528	0.055914	0.072772	0.067479	0.18537	0.60566	0.068943	0.078363	0.42594	0.061934	0.053156	0.12105	0.081962	0.15555	0.090358	0.10223	0.060419	0.15194	0.047716	0.046391	0.095588	0.16691	0.065956	0.14876	0.10114	0.093299
Meth__cg16388829__ARID5A	0.053118	0.30897	0.091662	0.26624	0.04702	0.051537	0.032258	0.050471	0.043811	0.056405	0.57009	0.033631	0.74738	0.49406	0.41843	0.54024	0.044831	0.077749	0.037486	0.046415	0.048227	0.088689	0.047749	0.11255	0.16522	0.057369	0.067573	0.045308	0.096611	0.056831	0.16621	0.04896	0.044661	0.050133	0.047183	0.95505	0.069933	0.0529	0.048028
Meth__cg15816080__TPST1	0.61391	0.013921	0.027911	0.015468	0.018313	0.030452	0.042966	0.024869	0.014646	0.017001	0.012646	0.020586	0.047825	0.010806	0.02009	0.013772	0.01614	0.031147	0.012051	0.015051	0.028701	0.022785	0.032543	0.0096329	0.035657	0.029919	0.051689	0.01498	0.066643	0.028066	0.023984	0.012216	0.015724	0.013708	0.015576	0.023404	0.040963	0.025534	0.032012
Meth__cg03972838__FLJ20232	0.028581	0.017815	0.021194	0.028841	0.6982	0.020481	0.69678	0.68681	0.021515	0.022309	0.44842	0.05059	0.041092	0.0073203	0.019283	0.22533	0.95374	0.020229	0.083936	0.062454	0.17862	0.48301	0.68524	0.22966	0.53528	0.083977	0.062417	0.80922	0.024011	0.02503	0.022876	0.019499	0.17901	0.025816	0.4774	0.014743	0.037481	0.023372	0.023045
Meth__cg04924696__FLJ25444	0.58436	0.11332	0.056898	0.42771	0.036953	0.049681	0.041732	0.060976	0.051634	0.39799	0.061011	0.65775	0.41545	0.53831	0.054901	0.043377	0.053829	0.50999	0.637	0.042534	0.05544	0.59847	0.47713	0.53164	0.085144	0.52337	0.51038	0.057686	0.53162	0.042539	0.51602	0.57369	0.048807	0.59207	0.60705	0.025531	0.21072	0.43524	0.050263
Meth__cg07704144__SNPH	0.095289	0.044406	0.052237	0.41148	0.046418	0.49669	0.079412	0.88681	0.045547	0.07937	0.43286	0.059137	0.92046	0.054452	0.056902	0.058156	0.048933	0.092676	0.033999	0.95727	0.55585	0.34827	0.052809	0.053009	0.12111	0.065616	0.071707	0.047168	0.10491	0.05041	0.072628	0.045177	0.060532	0.044009	0.68049	0.96716	0.14121	0.16265	0.64025
Meth__cg03080985__SH3BGRL2	0.057327	0.057038	0.078248	0.066243	0.10615	0.11034	0.1422	0.038386	0.073289	0.083559	0.14852	0.062398	0.15343	0.075007	0.046712	0.053772	0.080077	0.096702	0.25134	0.054652	0.060842	0.24061	0.077536	0.051666	0.15421	0.057264	0.065877	0.070704	0.13991	0.060157	0.087833	0.059169	0.048247	0.045056	0.089708	0.55393	0.15317	0.075812	0.091967
Meth__cg13436799__LRP2	0.13188	0.068508	0.099158	0.079257	0.87317	0.088749	0.33634	0.10132	0.087841	0.075029	0.12383	0.10514	0.33038	0.10567	0.079349	0.11323	0.094551	0.097253	0.18971	0.62254	0.089306	0.09554	0.10415	0.069132	0.25908	0.098818	0.12282	0.08467	0.32763	0.79888	0.17223	0.072278	0.048847	0.066124	0.15178	0.67612	0.51052	0.12759	0.11767
Meth__cg22176895__PROX1	0.23675	0.044831	0.067417	0.17701	0.1415	0.35456	0.054744	0.21944	0.31933	0.070297	0.36309	0.069574	0.090238	0.12173	0.306	0.049042	0.053297	0.29066	0.048237	0.6371	0.58544	0.29647	0.051348	0.26091	0.38708	0.05369	0.09373	0.051857	0.36935	0.31949	0.12499	0.040209	0.16567	0.045734	0.053547	0.60114	0.18737	0.29045	0.52935
Meth__cg12323894__DBI	0.026126	0.026037	0.019385	0.029722	0.028292	0.027277	0.084237	0.055189	0.11853	0.036097	0.023947	0.048546	0.082839	0.018116	0.10003	0.026822	0.028187	0.05269	0.020333	0.02652	0.031504	0.064521	0.19322	0.023052	0.060887	0.032266	0.03851	0.032977	0.11576	0.037287	0.043704	0.026517	0.02598	0.021582	0.018307	0.02077	0.020748	0.03454	0.024448
Meth__cg16580737__MME	0.062876	0.056435	0.046914	0.044747	0.075803	0.94741	0.084775	0.042135	0.07791	0.051231	0.055253	0.035813	0.70629	0.033282	0.061312	0.05776	0.039454	0.083654	0.055859	0.95476	0.95532	0.78972	0.082003	0.42227	0.93239	0.84918	0.11961	0.04435	0.88218	0.059021	0.1392	0.045568	0.039729	0.038311	0.59763	0.95178	0.82761	0.70204	0.81171
Meth__cg23602533__TTPA	0.029651	0.021218	0.056607	0.028825	0.042832	0.26687	0.42824	0.94989	0.024792	0.031329	0.096018	0.19075	0.13238	0.017436	0.027895	0.16623	0.037507	0.074836	0.092534	0.16404	0.10015	0.31922	0.030537	0.026701	0.27555	0.062702	0.05487	0.029634	0.20095	0.031459	0.022027	0.029303	0.04624	0.17088	0.14	0.096728	0.042472	0.047317	0.10425
