Cell lines	AU565	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg14817542__HIF1AN	0.023617	0.02068	0.020981	0.032418	0.037469	0.022934	0.023118	0.024025	0.04606	0.041475	0.029077	0.026935	0.027827	0.042894	0.027689	0.025728	0.028737	0.031754	0.54978	0.020746	0.0349	0.033602	0.072153	0.060223	0.018322	0.02127	0.022435	0.014491	0.024995	0.021167	0.029942	0.02517	0.024644	0.032316
Meth__cg00728317__MT1F	0.48127	0.3621	0.65832	0.25875	0.59386	0.095978	0.089356	0.083282	0.46402	0.15081	0.10117	0.75039	0.1101	0.12838	0.43844	0.15773	0.23577	0.11212	0.53635	0.092353	0.5699	0.12068	0.14442	0.16908	0.12551	0.085827	0.11138	0.28344	0.1933	0.25128	0.25127	0.13418	0.076752	0.078234
Meth__cg17127587__TMEM45A	0.036802	0.50888	0.028363	0.092769	0.045072	0.28873	0.057946	0.072182	0.047516	0.058498	0.16195	0.037134	0.076754	0.051877	0.047515	0.037919	0.042197	0.07625	0.061099	0.027601	0.047361	0.10851	0.12346	0.1132	0.028521	0.033562	0.043751	0.089307	0.03569	0.047508	0.073111	0.050581	0.20528	0.32962
Meth__cg02532648__BTG3	0.016207	0.030196	0.024968	0.036768	0.038099	0.019878	0.015645	0.025724	0.02025	0.036118	0.023014	0.024366	0.018877	0.061175	0.020824	0.06802	0.11413	0.023226	0.041166	0.04102	0.03387	0.049435	0.054337	0.11532	0.018438	0.012708	0.013591	0.017836	0.021289	0.024477	0.94716	0.027658	0.043038	0.025222
Meth__cg24030630__TCIRG1	0.025541	0.056427	0.030416	0.038941	0.15835	0.026491	0.051485	0.028645	0.43229	0.064038	0.036951	0.049925	0.71255	0.11036	0.024864	0.55914	0.69468	0.12518	0.19418	0.041504	0.77581	0.055547	0.10212	0.11717	0.026716	0.034067	0.02812	0.038874	0.033611	0.03752	0.043156	0.27289	0.032391	0.030612
Meth__cg03856450__SFXN5	0.038538	0.040788	0.028568	0.039699	0.03162	0.03149	0.027524	0.046099	0.041928	0.042895	0.028015	0.033517	0.023304	0.035936	0.027051	0.031162	0.031513	0.030032	0.035897	0.034716	0.031673	0.056048	0.042243	0.054766	0.0236	0.021449	0.028492	0.022033	0.033502	0.023096	0.12618	0.037555	0.031115	0.030906
Meth__cg03822011__FANCF	0.037451	0.045472	0.18731	0.050948	0.064267	0.03262	0.040146	0.043827	0.062356	0.53566	0.034512	0.044606	0.036026	0.16044	0.048733	0.038241	0.051068	0.040363	0.055335	0.031501	0.051289	0.058107	0.094856	0.05267	0.03906	0.03715	0.043377	0.040785	0.03183	0.025784	0.047862	0.043114	0.038204	0.042928
Meth__cg04447890__GPR177	0.32899	0.16905	0.17305	0.2317	0.5618	0.13535	0.15255	0.12891	0.15002	0.59003	0.13036	0.15853	0.13006	0.25038	0.15049	0.22883	0.1968	0.72057	0.15012	0.36778	0.16952	0.23182	0.24444	0.2028	0.13259	0.1122	0.16326	0.13836	0.12958	0.81796	0.20963	0.19689	0.19757	0.16647
Meth__cg08250444__EFNA1	0.031093	0.031325	0.033912	0.032918	0.024741	0.037883	0.041749	0.027633	0.033106	0.07748	0.031551	0.03366	0.030028	0.091665	0.28558	0.024771	0.034869	0.039355	0.035618	0.023801	0.040606	0.072453	0.063635	0.10045	0.034472	0.025688	0.028777	0.031215	0.026018	0.024207	0.055129	0.03628	0.028882	0.03124
Meth__cg19478743__CXCL16	0.91745	0.075086	0.56923	0.070862	0.05286	0.037386	0.042442	0.08427	0.065224	0.11272	0.033969	0.94058	0.076221	0.10403	0.12385	0.085743	0.075012	0.065236	0.11488	0.085477	0.056325	0.35687	0.15292	0.49551	0.060698	0.043761	0.06916	0.045117	0.035789	0.50073	0.055945	0.047076	0.047644	0.082939
Meth__cg01092561__PPP1R3B	0.029426	0.024251	0.66467	0.034577	0.02303	0.014297	0.027148	0.024439	0.029179	0.039203	0.02098	0.039019	0.02046	0.10877	0.016595	0.022178	0.029634	0.024017	0.024847	0.019821	0.034479	0.029693	0.045771	0.04036	0.031466	0.020678	0.026965	0.020862	0.027175	0.017746	0.025261	0.024417	0.019901	0.020171
Meth__cg01943185__NMU	0.070517	0.078391	0.56454	0.088361	0.38918	0.044322	0.068869	0.48607	0.10255	0.35338	0.057267	0.047291	0.068821	0.093509	0.3806	0.27961	0.19246	0.3001	0.43393	0.098743	0.074722	0.056784	0.11291	0.10927	0.081554	0.043942	0.13448	0.16574	0.054279	0.18732	0.073356	0.062367	0.053995	0.055167
Meth__cg11476211__PRKCE	0.017442	0.24478	0.049541	0.35327	0.082378	0.015868	0.017605	0.021725	0.018928	0.034815	0.018489	0.13572	0.016245	0.02299	0.015306	0.015405	0.024981	0.021517	0.023545	0.22507	0.048118	0.033095	0.51284	0.023786	0.074982	0.017699	0.94911	0.68655	0.016173	0.20538	0.022853	0.017564	0.031959	0.83551
Meth__cg21934269__RPL39	0.035922	0.043674	0.030115	0.038391	0.44459	0.55031	0.65107	0.039043	0.044578	0.042946	0.48712	0.34335	0.55873	0.067916	0.035111	0.02475	0.028463	0.54493	0.047278	0.54098	0.056457	0.1365	0.45986	0.080152	0.57222	0.038784	0.099526	0.040819	0.036021	0.2668	0.083699	0.61755	0.40361	0.036291
Meth__cg25903497__TMBIM1	0.043587	0.46013	0.032991	0.03177	0.036011	0.2879	0.037958	0.029433	0.045827	0.065279	0.42427	0.029681	0.026454	0.079587	0.026983	0.98126	0.9723	0.14092	0.038021	0.50782	0.036508	0.044953	0.70521	0.11217	0.029715	0.030727	0.029772	0.030998	0.030242	0.028102	0.086848	0.043671	0.035762	0.043336
Meth__cg10074409__IRF6	0.03282	0.059639	0.89611	0.0504	0.030858	0.053053	0.078396	0.031666	0.04589	0.087006	0.058245	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.056954	0.43785	0.030935	0.046636	0.092273	0.07026	0.067407	0.047795	0.036539	0.048029	0.04053	0.046621	0.043674	0.039957	0.052577	0.0451	0.044557
Meth__cg09881855__SNAI2	0.08248	0.061587	0.051318	0.068229	0.053629	0.051997	0.057498	0.054525	0.041823	0.16585	0.046998	0.053147	0.057898	0.11163	0.058574	0.49152	0.58079	0.50145	0.054128	0.052387	0.055935	0.084032	0.08007	0.099956	0.044584	0.048827	0.05151	0.060966	0.066278	0.79487	0.1244	0.070422	0.05636	0.060428
Meth__cg01555431__AKAP12	0.13082	0.62169	0.78183	0.8872	0.29257	0.082846	0.092812	0.23604	0.066862	0.62416	0.10368	0.062353	0.074953	0.25497	0.13808	0.88649	0.88202	0.78703	0.09297	0.84198	0.85804	0.13139	0.85312	0.14228	0.071943	0.081843	0.085334	0.060199	0.095057	0.87831	0.44924	0.085628	0.082408	0.092129
Meth__cg08504049__ZNF264	0.094408	0.075094	0.083452	0.10552	0.12691	0.076468	0.076898	0.092905	0.082726	0.47673	0.078495	0.080793	0.089184	0.13661	0.075753	0.56598	0.62912	0.101	0.10095	0.10125	0.083525	0.083181	0.11247	0.25006	0.084241	0.081476	0.064643	0.062495	0.055208	0.067599	0.11952	0.089971	0.083405	0.11409
Meth__cg07065941__KLF10	0.062867	0.061321	0.05965	0.078499	0.064929	0.063864	0.071387	0.075192	0.095364	0.091923	0.07823	0.072182	0.063996	0.15809	0.067501	0.067116	0.066714	0.065323	0.070681	0.0656	0.068533	0.12756	0.086968	0.11251	0.063031	0.054316	0.049776	0.055801	0.068196	0.055872	0.10816	0.077082	0.065778	0.064557
Meth__cg01284619__HCN2	0.048357	0.19783	0.39067	0.045976	0.030622	0.036318	0.036095	0.10012	0.13306	0.64599	0.03639	0.07208	0.2863	0.12604	0.081077	0.075137	0.075927	0.12211	0.62411	0.025182	0.054039	0.10778	0.36696	0.056931	0.031285	0.076365	0.051942	0.12019	0.047445	0.059081	0.03752	0.044795	0.044953	0.034558
Meth__cg02312751__TSSC4	0.050564	0.061634	0.24652	0.065241	0.050594	0.044418	0.053435	0.059658	0.3044	0.11739	0.059455	0.053174	0.061329	0.099245	0.049768	0.051719	0.060902	0.052393	0.060941	0.047544	0.0563	0.068703	0.086633	0.073224	0.044703	0.050167	0.048149	0.03245	0.042499	0.043854	0.069412	0.055605	0.045455	0.037195
Meth__cg00689340__RTKN	0.02676	0.87497	0.96472	0.049455	0.025938	0.031422	0.041465	0.028578	0.029912	0.31671	0.038509	0.024874	0.040381	0.15025	0.92374	0.50346	0.41145	0.041373	0.95857	0.069199	0.053077	0.047202	0.081673	0.045367	0.060679	0.023721	0.84377	0.028343	0.024372	0.022775	0.074508	0.040393	0.045558	0.043098
Meth__cg19596204__ISYNA1	0.095906	0.70213	0.61674	0.026715	0.038893	0.019547	0.030234	0.040184	0.36161	0.26154	0.025241	0.57001	0.023735	0.094387	0.7124	0.57359	0.040045	0.02569	0.24059	0.029253	0.036787	0.047144	0.049322	0.077532	0.025937	0.023161	0.27586	0.1374	0.020709	0.017523	0.049561	0.029931	0.022287	0.026424
Meth__cg26624118__SLC43A1	0.058664	0.1577	0.048167	0.20732	0.10518	0.055873	0.074709	0.070038	0.10673	0.41494	0.1699	0.28893	0.05419	0.10832	0.042796	0.071443	0.077279	0.075353	0.065391	0.08084	0.067129	0.063667	0.17079	0.13241	0.054404	0.11457	0.051943	0.081882	0.047327	0.79098	0.2186	0.06995	0.25335	0.63604
Meth__cg13492340__ITGA8	0.040959	0.55906	0.64919	0.26928	0.74213	0.36156	0.072187	0.89179	0.65828	0.66535	0.40006	0.1491	0.35799	0.13346	0.43083	0.14567	0.13592	0.082534	0.077908	0.71865	0.068259	0.041274	0.52996	0.18375	0.43937	0.52583	0.30434	0.099144	0.05272	0.31875	0.085639	0.1338	0.66726	0.44125
Meth__cg15648905__RPL12	0.039255	0.037562	0.035603	0.041629	0.036	0.035359	0.10548	0.041691	0.076702	0.082529	0.044642	0.044077	0.034968	0.07372	0.043853	0.030045	0.038237	0.052982	0.068562	0.061146	0.05353	0.080439	0.07875	0.062859	0.033138	0.031622	0.036596	0.035574	0.046979	0.054163	0.086837	0.068092	0.040416	0.034001
Meth__cg07172280__DPP7	0.65517	0.37738	0.90391	0.14046	0.049617	0.24639	0.21806	0.099378	0.38109	0.34849	0.2317	0.87151	0.043088	0.097529	0.37966	0.48372	0.1843	0.16333	0.78442	0.068783	0.22373	0.19929	0.05473	0.60196	0.22182	0.1605	0.049604	0.15051	0.039333	0.18649	0.33979	0.081747	0.099049	0.061947
Meth__cg11777321__TEF	0.037467	0.46322	0.091387	0.32732	0.1344	0.028352	0.1789	0.05354	0.44856	0.23153	0.11546	0.059251	0.24018	0.10975	0.035771	0.10581	0.042013	0.028868	0.059069	0.033849	0.040747	0.07639	0.064924	0.067356	0.43257	0.6265	0.27062	0.066859	0.091742	0.10634	0.05455	0.034363	0.051989	0.051827
Meth__cg25266232__DCC	0.040821	0.61709	0.40717	0.75241	0.93344	0.23345	0.79308	0.72965	0.047567	0.081388	0.24879	0.57088	0.46534	0.26438	0.035789	0.35927	0.57195	0.47117	0.053337	0.27712	0.22315	0.21253	0.86132	0.050503	0.037986	0.66252	0.074959	0.038038	0.4219	0.7083	0.056073	0.049391	0.12524	0.13092
Meth__cg19963797__GLT28D1	0.026423	0.046532	0.030446	0.042169	0.75291	0.47755	0.80261	0.026449	0.044051	0.052625	0.40578	0.60769	0.71629	0.32057	0.02681	0.020911	0.049884	0.7029	0.067835	0.65681	0.04879	0.53207	0.56054	0.035501	0.73186	0.028166	0.6609	0.028369	0.02058	0.51646	0.078285	0.022337	0.029715	0.033673
Meth__cg06277481__ANKRD47	0.035049	0.96885	0.96199	0.83729	0.023472	0.13174	0.056615	0.96838	0.028744	0.55992	0.11193	0.96064	0.078286	0.074155	0.018808	0.025886	0.034233	0.89394	0.026397	0.023691	0.031009	0.039405	0.91897	0.049635	0.050418	0.024354	0.039796	0.020646	0.025463	0.6141	0.062631	0.44214	0.31146	0.58146
Meth__cg00512374__IGFBP4	0.17056	0.045583	0.038611	0.036017	0.025474	0.026224	0.036427	0.041428	0.053654	0.88136	0.033356	0.25959	0.035694	0.055902	0.033113	0.043203	0.043687	0.040802	0.042195	0.029138	0.030704	0.047754	0.070992	0.072526	0.027244	0.029867	0.028511	0.025094	0.039253	0.89333	0.081357	0.036087	0.029941	0.03818
Meth__cg26008464__SLC2A12	0.011253	0.85033	0.58005	0.063565	0.97108	0.54154	0.017806	0.24625	0.011143	0.95896	0.67729	0.01469	0.012889	0.016868	0.013314	0.35505	0.01715	0.40401	0.013719	0.016653	0.017105	0.02265	0.064997	0.036212	0.019092	0.018338	0.0183	0.36864	0.022958	0.15833	0.044584	0.014316	0.029534	0.88128
Meth__cg14121103__ABHD5	0.034528	0.034476	0.39797	0.042893	0.024902	0.035443	0.035998	0.037645	0.035703	0.10238	0.0414	0.033978	0.029695	0.088493	0.34699	0.038793	0.037005	0.036085	0.11743	0.031714	0.037904	0.070165	0.064463	0.10946	0.052827	0.032538	0.12121	0.028556	0.034565	0.043043	0.047186	0.041141	0.035261	0.035456
Meth__cg25059792__EIF3S4	0.050404	0.052069	0.04774	0.049162	0.034025	0.044518	0.058846	0.046674	0.041811	0.095153	0.05014	0.049517	0.041082	0.1381	0.085909	0.070405	0.10783	0.042665	0.044168	0.060858	0.05936	0.081706	0.13812	0.24721	0.039931	0.042792	0.052808	0.050442	0.045484	0.040671	0.14755	0.054682	0.058491	0.046829
Meth__cg25807810__DKFZp434N062	0.42248	0.051939	0.038839	0.036848	0.022955	0.034304	0.085366	0.032572	0.025494	0.065558	0.055634	0.031193	0.028536	0.08247	0.030775	0.41356	0.28502	0.11619	0.03946	0.059956	0.041409	0.058845	0.09256	0.35228	0.035365	0.049974	0.025695	0.17572	0.040873	0.031902	0.05638	0.041314	0.033696	0.29407
Meth__cg21926612__PARK2	0.081045	0.14052	0.19992	0.033687	0.40426	0.025764	0.030424	0.023398	0.05177	0.042705	0.023418	0.02616	0.021066	0.036655	0.022457	0.034194	0.066417	0.033455	0.024904	0.1198	0.24531	0.068996	0.8531	0.051377	0.018185	0.022479	0.018697	0.024748	0.22464	0.24348	0.043162	0.023661	0.030743	0.033345
Meth__cg02442161__PI3	0.096427	0.66586	0.15441	0.24791	0.9045	0.88475	0.19391	0.71446	0.15133	0.14944	0.74246	0.70569	0.8853	0.13598	0.076814	0.50398	0.44377	0.90469	0.3291	0.83097	0.17444	0.083333	0.48438	0.14345	0.10697	0.085726	0.13616	0.89446	0.071355	0.62516	0.11379	0.7537	0.52654	0.48671
Meth__cg03390211__PDIA2	0.065343	0.029571	0.79942	0.03809	0.04664	0.028146	0.032053	0.70904	0.59669	0.96553	0.034561	0.96313	0.024532	0.087417	0.024399	0.68538	0.63808	0.070107	0.70651	0.10086	0.038352	0.050376	0.94843	0.067874	0.045051	0.024012	0.045407	0.040236	0.033347	0.72223	0.050785	0.036085	0.032984	0.028289
Meth__cg02608019__SYK	0.080046	0.064719	0.96913	0.071131	0.057083	0.051701	0.077078	0.54145	0.10184	0.095989	0.070038	0.046129	0.43356	0.1187	0.40782	0.035652	0.098885	0.42877	0.41752	0.046965	0.11007	0.17771	0.92005	0.10127	0.042276	0.048385	0.074646	0.05759	0.062443	0.05379	0.092831	0.066163	0.066539	0.066267
Meth__cg01860753__RASSF5	0.12248	0.1831	0.13263	0.1837	0.14556	0.87357	0.20926	0.22644	0.22554	0.24363	0.82285	0.17805	0.21542	0.15097	0.18531	0.11562	0.1396	0.19491	0.16867	0.15421	0.19891	0.15523	0.1592	0.20138	0.19111	0.18933	0.2532	0.16298	0.18726	0.1799	0.1879	0.11484	0.14272	0.17472
Meth__cg05767404__C1orf150	0.098382	0.35406	0.74786	0.79089	0.80124	0.067061	0.128	0.68034	0.28351	0.17456	0.07492	0.57807	0.82755	0.098798	0.11981	0.19499	0.1906	0.81099	0.17515	0.18796	0.18261	0.18226	0.2347	0.21511	0.37755	0.46587	0.22906	0.29326	0.13131	0.20768	0.11888	0.14307	0.62321	0.71207
Meth__cg00240312__CDH1	0.54848	0.043707	0.96995	0.036977	0.041582	0.035089	0.040682	0.043871	0.052903	0.073893	0.045901	0.035482	0.048235	0.056749	0.17005	0.026722	0.039741	0.047602	0.35524	0.031406	0.038707	0.086604	0.097904	0.30647	0.033032	0.03061	0.21131	0.041672	0.026903	0.03479	0.055671	0.050373	0.03739	0.038139
Meth__cg17173423__MS4A3	0.055443	0.88235	0.076988	0.6842	0.4508	0.87488	0.13339	0.70914	0.45963	0.67265	0.66964	0.40666	0.15219	0.13572	0.070799	0.12818	0.32767	0.39922	0.086049	0.77648	0.72073	0.16708	0.21183	0.10183	0.081574	0.23707	0.079686	0.81791	0.04695	0.2272	0.25187	0.28859	0.56238	0.73303
Meth__cg02490034__MEST	0.020071	0.36808	0.94264	0.61667	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.45256	0.94508	0.067653	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.4295	0.18821	0.10297
Meth__cg13237829__GPSN2	0.048743	0.045631	0.088624	0.0899	0.038161	0.050823	0.075024	0.082367	0.18435	0.1162	0.042467	0.056227	0.048777	0.080949	0.067352	0.070874	0.047541	0.055213	0.079168	0.053779	0.066355	0.058298	0.14953	0.077666	0.04251	0.038393	0.045961	0.051112	0.06469	0.057247	0.076581	0.093579	0.076425	0.07611
Meth__cg13841138__STK11	0.031668	0.02538	0.025343	0.025651	0.02527	0.017165	0.024601	0.031418	0.027757	0.041392	0.023307	0.022546	0.016712	0.04268	0.023444	0.026969	0.037215	0.024604	0.077686	0.018815	0.028474	0.051769	0.029404	0.078557	0.021765	0.42308	0.020466	0.028774	0.014561	0.019572	0.058125	0.027679	0.025174	0.026736
Meth__cg03167275__CXADR	0.066197	0.052805	0.086342	0.079974	0.077376	0.056392	0.44429	0.096213	0.067061	0.092291	0.059087	0.067486	0.062356	0.073852	0.59917	0.10243	0.19546	0.16075	0.10562	0.074668	0.043237	0.078301	0.083742	0.081477	0.07698	0.046956	0.092662	0.05923	0.050885	0.043437	0.07334	0.064317	0.039805	0.055588
Meth__cg12748258__HR	0.033678	0.2148	0.64914	0.046194	0.049047	0.023904	0.037297	0.048875	0.053771	0.11415	0.035328	0.089467	0.052129	0.080137	0.47849	0.02915	0.041342	0.036914	0.94526	0.054764	0.036989	0.055652	0.069239	0.07825	0.022358	0.027624	0.023219	0.018709	0.029903	0.061658	0.092421	0.039163	0.027594	0.027802
Meth__cg00908551__FANCF	0.091072	0.1045	0.52566	0.093215	0.099178	0.08552	0.090905	0.13581	0.12739	0.69352	0.098628	0.067714	0.065872	0.10502	0.44151	0.11231	0.094707	0.095152	0.10562	0.076443	0.09966	0.075219	0.13902	0.1148	0.069437	0.074113	0.11993	0.061247	0.077883	0.057227	0.22867	0.065499	0.068342	0.075328
Meth__cg01731685__IL17R	0.45195	0.61803	0.090887	0.64904	0.32563	0.040625	0.38848	0.09744	0.52015	0.49005	0.10443	0.074706	0.040661	0.10766	0.018433	0.63692	0.40935	0.68685	0.088502	0.32082	0.572	0.26916	0.2893	0.40455	0.032373	0.04102	0.056704	0.41133	0.24109	0.19279	0.1343	0.15419	0.19033	0.25008
Meth__cg07981588__YWHAZ	0.041431	0.044169	0.044783	0.059691	0.052344	0.03775	0.033548	0.040515	0.059375	0.071053	0.037981	0.035694	0.037857	0.084761	0.043222	0.030918	0.036675	0.057589	0.10087	0.039346	0.047251	0.083721	0.062336	0.076289	0.037475	0.032938	0.055834	0.024898	0.028514	0.039187	0.05996	0.050823	0.038489	0.045253
Meth__cg11757293__KIFC2	0.048686	0.064535	0.19645	0.066306	0.049099	0.050961	0.066566	0.059964	0.29314	0.1119	0.051417	0.059098	0.31975	0.061008	0.3558	0.054903	0.063242	0.049325	0.64452	0.082732	0.060665	0.062052	0.067047	0.079928	0.14487	0.072757	0.50728	0.045137	0.075954	0.043161	0.059933	0.41792	0.043247	0.048488
Meth__cg03149130__DIRAS2	0.066291	0.14005	0.79865	0.18749	0.42084	0.33848	0.43701	0.58066	0.10693	0.81794	0.29976	0.21759	0.22389	0.14356	0.03599	0.13327	0.076487	0.4967	0.13116	0.10234	0.073855	0.12558	0.29553	0.21727	0.051256	0.10154	0.11066	0.83942	0.085007	0.78904	0.057035	0.068299	0.33257	0.282
Meth__cg07671949__ESR1	0.10258	0.11318	0.69243	0.12777	0.88143	0.084904	0.098113	0.89562	0.32943	0.7984	0.12529	0.84228	0.90742	0.37754	0.3254	0.2919	0.11241	0.089628	0.67899	0.36104	0.096199	0.25629	0.2133	0.14419	0.6613	0.69628	0.88281	0.82059	0.16406	0.8234	0.21826	0.078114	0.53734	0.35653
Meth__cg04315264__RPL10A	0.071006	0.07865	0.45683	0.087918	0.079172	0.081468	0.055048	0.090721	0.21244	0.12497	0.06298	0.041672	0.066809	0.1033	0.038307	0.058875	0.098184	0.057401	0.59049	0.042107	0.074336	0.080491	0.14251	0.098487	0.055057	0.056675	0.040166	0.041864	0.065784	0.041265	0.076223	0.045231	0.053536	0.051424
Meth__cg09309269__PSMD11	0.079777	0.20568	0.41124	0.056817	0.11089	0.077913	0.088074	0.081528	0.067535	0.13426	0.071981	0.058784	0.058768	0.20039	0.13063	0.11298	0.10123	0.43917	0.10426	0.054445	0.15493	0.1117	0.14228	0.097845	0.061476	0.052082	0.058067	0.069949	0.052352	0.40224	0.37685	0.088326	0.080186	0.075649
Meth__cg01346718__CSNK1E	0.13141	0.13578	0.75483	0.19053	0.17916	0.14903	0.17277	0.23345	0.58873	0.30305	0.18172	0.33513	0.19933	0.20503	0.11726	0.39383	0.27603	0.44402	0.75817	0.097957	0.21841	0.187	0.19512	0.13831	0.098087	0.068539	0.17664	0.062957	0.11662	0.14511	0.26672	0.16425	0.13205	0.083173
Meth__cg05440218__C8orf36	0.032319	0.044857	0.13868	0.030247	0.049788	0.056848	0.04069	0.036076	0.083779	0.065837	0.036068	0.032331	0.033343	0.065226	0.037226	0.034175	0.037983	0.042504	0.036887	0.078842	0.036222	0.067856	0.053775	0.05761	0.035698	0.032123	0.040295	0.032573	0.030226	0.032615	0.068483	0.039783	0.038006	0.032535
Meth__cg24516061__RGS19	0.029934	0.037092	0.031373	0.032164	0.035328	0.023467	0.030582	0.027194	0.18835	0.22994	0.034629	0.042272	0.030496	0.065587	0.019307	0.10563	0.033697	0.12689	0.095716	0.06023	0.036463	0.064894	0.05774	0.047834	0.026706	0.17071	0.039843	0.034181	0.026364	0.02888	0.075016	0.043913	0.03319	0.029888
Meth__cg21500966__NAALAD2	0.047572	0.73943	0.25284	0.64486	0.57505	0.064386	0.063045	0.73715	0.78935	0.51089	0.15956	0.4921	0.41506	0.1382	0.060565	0.2549	0.23872	0.32139	0.053629	0.06842	0.43375	0.14448	0.60817	0.1188	0.40573	0.060542	0.31633	0.85894	0.039682	0.37843	0.16278	0.070238	0.11565	0.20407
Meth__cg20787196__ITPR2	0.37091	0.47347	0.90136	0.41648	0.55316	0.90187	0.24831	0.10061	0.30924	0.75073	0.76007	0.85247	0.059035	0.5235	0.16911	0.093258	0.25659	0.025469	0.13756	0.084047	0.5464	0.068696	0.31178	0.21333	0.20354	0.26299	0.73886	0.5316	0.43884	0.84256	0.041771	0.053498	0.85833	0.87784
Meth__cg08003150__KCNQ2	0.033158	0.080472	0.41763	0.59189	0.21931	0.035814	0.039224	0.25153	0.29758	0.32232	0.11534	0.08787	0.10818	0.12274	0.065752	0.89188	0.93128	0.71006	0.076073	0.41563	0.38055	0.079818	0.88354	0.13389	0.035019	0.035602	0.033011	0.039203	0.12563	0.57004	0.087575	0.038839	0.046418	0.04035
Meth__cg27319898__FLJ32110	0.13545	0.10248	0.46933	0.10542	0.27346	0.089303	0.058852	0.49959	0.9157	0.90976	0.34648	0.090378	0.10454	0.35591	0.43993	0.62613	0.63634	0.49061	0.21745	0.09456	0.080483	0.088049	0.7819	0.11767	0.062067	0.14555	0.13432	0.082981	0.060994	0.45257	0.092699	0.13908	0.054249	0.081079
Meth__cg04451988__C10orf38	0.035638	0.034906	0.029623	0.31883	0.017351	0.031927	0.037607	0.030505	0.047006	0.15023	0.041725	0.036418	0.029806	0.059099	0.04097	0.83954	0.41656	0.32813	0.033861	0.04486	0.063575	0.068908	0.74858	0.073262	0.035735	0.033022	0.041173	0.029747	0.032404	0.33554	0.050889	0.039311	0.038027	0.039363
Meth__cg24107665__ZNF696	0.77263	0.13183	0.69155	0.89164	0.16336	0.070785	0.83393	0.052957	0.85509	0.5019	0.08574	0.38359	0.056656	0.29793	0.90195	0.34316	0.090178	0.62243	0.89683	0.13021	0.58787	0.33412	0.25069	0.23249	0.048439	0.03174	0.87177	0.7051	0.078496	0.041301	0.27356	0.75063	0.37421	0.52743
Meth__cg03030757__FANCE	0.22164	0.18579	0.050695	0.17469	0.10046	0.28604	0.35693	0.078745	0.3264	0.29097	0.25948	0.077891	0.085586	0.058284	0.027718	0.28298	0.35677	0.43572	0.52293	0.76477	0.1683	0.073325	0.069136	0.36646	0.041195	0.037409	0.055829	0.081794	0.11252	0.041262	0.089129	0.61831	0.44209	0.33228
Meth__cg04135543__ORF1-FL49	0.057364	0.076793	0.051687	0.038102	0.042427	0.063198	0.064968	0.050934	0.083085	0.088832	0.057226	0.0523	0.039255	0.11914	0.044838	0.042399	0.049463	0.048807	0.32611	0.050827	0.065032	0.060521	0.10965	0.099607	0.048129	0.041682	0.041909	0.051491	0.042562	0.039753	0.091893	0.062908	0.044733	0.049719
Meth__cg00280894__NXF2	0.035842	0.76598	0.039831	0.65779	0.30867	0.40334	0.023407	0.45502	0.071429	0.46852	0.33562	0.11128	0.10752	0.081904	0.043579	0.1102	0.12024	0.18826	0.04653	0.13429	0.17219	0.035282	0.21637	0.10542	0.071093	0.041736	0.044474	0.71614	0.030968	0.090795	0.054736	0.20606	0.17705	0.189
Meth__cg14213992__ZNF546	0.67068	0.3861	0.053089	0.20379	0.69415	0.41284	0.19626	0.57793	0.82581	0.94354	0.3317	0.1053	0.029592	0.229	0.36385	0.72909	0.61012	0.079103	0.67828	0.40563	0.43093	0.063531	0.20218	0.36963	0.025049	0.03876	0.078144	0.6778	0.28293	0.067811	0.12878	0.046273	0.22025	0.21561
Meth__cg12696750__DNALI1	0.1032	0.47705	0.53756	0.14603	0.68356	0.36346	0.12959	0.80548	0.6174	0.18372	0.30505	0.31771	0.60302	0.19711	0.06915	0.080258	0.12358	0.085652	0.13256	0.078458	0.12492	0.10569	0.17797	0.15251	0.088475	0.16114	0.089373	0.073588	0.069567	0.086023	0.13763	0.10969	0.18386	0.1515
Meth__cg14598387__OR1N1	0.043395	0.68965	0.030203	0.19357	0.60861	0.36849	0.034598	0.21752	0.19306	0.14921	0.30466	0.072892	0.077477	0.041537	0.039569	0.043319	0.060324	0.61344	0.034497	0.18665	0.12951	0.0763	0.21081	0.039745	0.034736	0.048804	0.041352	0.33734	0.030711	0.064887	0.10691	0.090808	0.071598	0.10447
Meth__cg12265604__HAS3	0.27353	0.10281	0.13761	0.060816	0.076304	0.058724	0.06341	0.086471	0.053903	0.12227	0.073342	0.06684	0.049943	0.11072	0.12133	0.087393	0.057103	0.74076	0.10636	0.068479	0.057264	0.11924	0.11688	0.11542	0.048661	0.053679	0.063044	0.14623	0.047052	0.55172	0.083077	0.063674	0.041765	0.052767
