Cell lines	AU565	BT474	BT483	BT549	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	ZR751	ZR75B
Meth__cg03664992__BMP8A	0.15569	0.54605	0.48646	0.89652	0.092615	0.28086	0.20592	0.086644	0.9261	0.14921	0.1892	0.17151	0.22772	0.12724	0.25231	0.15195	0.55644	0.10905	0.19849	0.20692	0.16468	0.77108	0.80191	0.48436	0.098495	0.10319	0.90728	0.1523	0.10866	0.23482	0.50547	0.066111	0.30056	0.62154	0.65687
Meth__cg03365354__MCAM	0.037768	0.068437	0.050058	0.39489	0.95544	0.051248	0.025824	0.045083	0.045863	0.072611	0.070913	0.047938	0.035052	0.026724	0.037966	0.096268	0.12667	0.13645	0.17102	0.042493	0.033823	0.36659	0.5231	0.055632	0.04949	0.10105	0.10261	0.046023	0.1564	0.028687	0.076383	0.087776	0.64975	0.045301	0.05276
Meth__cg06139836__EBF3	0.039021	0.07263	0.059202	0.84466	0.18182	0.16887	0.036056	0.62053	0.06288	0.12835	0.60702	0.2197	0.047723	0.041108	0.16567	0.11475	0.04273	0.64793	0.52613	0.25554	0.041066	0.4363	0.66854	0.46212	0.11467	0.035217	0.77453	0.53627	0.038211	0.04557	0.31274	0.039935	0.85535	0.045076	0.044779
Meth__cg25778479__ANKMY2	0.059934	0.17621	0.40256	0.073638	0.54492	0.1289	0.37931	0.19328	0.08907	0.36464	0.063223	0.1571	0.39664	0.12768	0.058815	0.10553	0.080937	0.13785	0.087484	0.44547	0.16631	0.08313	0.12266	0.10698	0.13112	0.074554	0.081333	0.2606	0.081179	0.079984	0.058068	0.061514	0.050818	0.074087	0.061239
Meth__cg09350141__PPM1F	0.15811	0.0881	0.1071	0.080918	0.50121	0.12901	0.044897	0.075494	0.042305	0.28668	0.13623	0.041263	0.053515	0.082577	0.078536	0.085774	0.061534	0.060588	0.051534	0.18381	0.46466	0.057781	0.30756	0.082616	0.11876	0.163	0.062082	0.080275	0.08125	0.43918	0.14114	0.030683	0.1024	0.07247	0.1167
Meth__cg05142373__FZD1	0.40204	0.10353	0.069571	0.78357	0.053478	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.063672	0.12615	0.065824	0.16464	0.11415	0.073278	0.059154	0.082961	0.060713	0.077073	0.06151	0.081486	0.064831	0.079623	0.080308	0.106
Meth__cg20122491__ZFP95	0.017507	0.022123	0.022892	0.027838	0.097302	0.031915	0.024536	0.020572	0.016809	0.056959	0.039129	0.010352	0.02186	0.020282	0.02094	0.04514	0.011151	0.014616	0.019097	0.016879	0.031971	0.016911	0.069562	0.020686	0.034278	0.018319	0.086787	0.024569	0.022847	0.015691	0.018866	0.018666	0.014558	0.032846	0.022534
Meth__cg12343638__PCDHB12	0.061951	0.65021	0.06041	0.83271	0.10281	0.9072	0.8437	0.08358	0.85212	0.88951	0.21859	0.62279	0.65414	0.79423	0.31895	0.36091	0.082973	0.061314	0.61075	0.1478	0.67159	0.7131	0.18288	0.22521	0.099347	0.14587	0.15643	0.80269	0.077068	0.82369	0.090839	0.83708	0.32646	0.072437	0.087548
Meth__cg06905514__CAMK2B	0.03452	0.047649	0.039859	0.83198	0.051569	0.14967	0.029144	0.041448	0.77242	0.053308	0.16887	0.023272	0.035192	0.042224	0.058241	0.065684	0.033192	0.025748	0.039174	0.030067	0.058611	0.034693	0.94357	0.056256	0.064734	0.028974	0.83574	0.17311	0.027185	0.036159	0.042737	0.029667	0.46248	0.049895	0.074183
Meth__cg17630833__MAPT	0.024048	0.017788	0.011843	0.86947	0.059034	0.043182	0.020528	0.017006	0.015371	0.015745	0.027818	0.01664	0.015329	0.012094	0.075585	0.04172	0.012734	0.024731	0.016908	0.020742	0.023733	0.011503	0.29907	0.024433	0.035302	0.016806	0.052491	0.064187	0.014899	0.025135	0.020797	0.011881	0.018549	0.015987	0.020194
Meth__cg24892510__ZNF415	0.019092	0.055574	0.021241	0.17575	0.23059	0.59034	0.018963	0.026456	0.20416	0.052939	0.18536	0.015857	0.014771	0.61771	0.018742	0.044806	0.033096	0.67349	0.28347	0.029628	0.031889	0.21771	0.22919	0.066562	0.063713	0.067494	0.57598	0.023133	0.035333	0.11041	0.07153	0.015968	0.1631	0.080947	0.091618
Meth__cg09997760__GNB4	0.035203	0.047598	0.034021	0.38802	0.060208	0.035523	0.044	0.032109	0.038342	0.065795	0.11075	0.031313	0.046639	0.033287	0.033122	0.10721	0.028471	0.070753	0.11721	0.032491	0.043279	0.035859	0.12054	0.03966	0.07264	0.050831	0.9267	0.046339	0.040723	0.030312	0.058905	0.053702	0.97249	0.039027	0.050697
Meth__cg07850604__INSM2	0.042459	0.037172	0.36843	0.031894	0.10324	0.028696	0.052325	0.04551	0.067819	0.043812	0.094032	0.028305	0.042239	0.030937	0.038991	0.080029	0.055758	0.46057	0.29286	0.22142	0.037121	0.88066	0.8441	0.040543	0.065477	0.031801	0.10341	0.038032	0.027579	0.02783	0.69495	0.028538	0.39975	0.096814	0.05586
Meth__cg06866657__LHX6	0.076259	0.10046	0.05124	0.3637	0.12968	0.050374	0.069521	0.060367	0.15116	0.068691	0.34335	0.10695	0.076902	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.14459	0.056252	0.39454	0.37772	0.066936	0.089161	0.064036	0.76294	0.084304	0.056677	0.10425	0.42963	0.054616	0.54514	0.19328	0.26024
Meth__cg21080294__PRPS1	0.033071	0.040104	0.13472	0.029573	0.10522	0.52505	0.042275	0.028221	0.044969	0.068153	0.0629	0.038502	0.0546	0.21842	0.33679	0.044216	0.039783	0.03179	0.023707	0.42685	0.041149	0.40125	0.03827	0.050907	0.18265	0.47565	0.41296	0.028484	0.050721	0.050278	0.33182	0.033831	0.131	0.12677	0.031517
Meth__cg21698790__HRK	0.028951	0.017342	0.02411	0.027481	0.038198	0.027767	0.024414	0.020489	0.027452	0.046355	0.066459	0.015348	0.025993	0.03312	0.019715	0.074596	0.019408	0.016456	0.024085	0.02259	0.031591	0.020192	0.69711	0.026068	0.0521	0.022172	0.092915	0.026531	0.027461	0.022064	0.022254	0.025981	0.026988	0.029871	0.028893
Meth__cg20315951__OVOL1	0.02094	0.027334	0.036972	0.96575	0.53674	0.015053	0.033964	0.050839	0.034611	0.038121	0.10663	0.046173	0.030853	0.37342	0.031388	0.079084	0.41661	0.027319	0.02902	0.067751	0.95875	0.022089	0.96055	0.050862	0.057386	0.97488	0.049674	0.066306	0.030933	0.020715	0.081777	0.062334	0.040985	0.035877	0.050191
Meth__cg03960217__LCE2C	0.044472	0.83229	0.77716	0.045709	0.20953	0.40679	0.18943	0.17979	0.10549	0.32479	0.40547	0.026551	0.17622	0.12303	0.19303	0.066846	0.033846	0.35229	0.31077	0.066021	0.044494	0.74369	0.062996	0.63455	0.10243	0.14335	0.27711	0.051661	0.066288	0.070988	0.060601	0.75358	0.27269	0.36657	0.52356
Meth__cg25162921__MTAP	0.60712	0.58068	0.11256	0.92543	0.19972	0.12177	0.27077	0.12107	0.089474	0.29429	0.13342	0.053906	0.2662	0.11989	0.10348	0.10605	0.12246	0.08592	0.11713	0.13758	0.21272	0.1328	0.66735	0.36454	0.23847	0.86973	0.27156	0.28014	0.60137	0.58277	0.69033	0.11617	0.098776	0.38411	0.46375
Meth__cg18125479__PYGL	0.033512	0.13328	0.018343	0.020405	0.030533	0.04738	0.030585	0.015818	0.020327	0.030503	0.038272	0.045563	0.077079	0.015031	0.021524	0.049231	0.014378	0.026161	0.031648	0.021486	0.032072	0.057875	0.036012	0.05405	0.019692	0.017726	0.86245	0.10153	0.023605	0.024869	0.057655	0.034646	0.6257	0.122	0.66278
Meth__cg12623088__MGC4562	0.051807	0.068539	0.093934	0.046959	0.38267	0.041739	0.079533	0.083489	0.073684	0.14925	0.095305	0.074089	0.084302	0.083299	0.049668	0.082484	0.064257	0.059554	0.061674	0.061877	0.85327	0.037541	0.09167	0.059486	0.084521	0.23124	0.06052	0.065129	0.052384	0.041481	0.9459	0.077357	0.027995	0.06779	0.039625
Meth__cg22155248__TAPBPL	0.77379	0.076622	0.075858	0.85085	0.16745	0.12346	0.084006	0.12219	0.083322	0.078253	0.76807	0.096331	0.089965	0.7318	0.086836	0.16227	0.075643	0.56588	0.12621	0.062661	0.10953	0.074634	0.14823	0.06617	0.17979	0.87275	0.17348	0.10247	0.35593	0.28339	0.14587	0.10212	0.67116	0.32294	0.67451
Meth__cg01717706__SOCS1	0.052869	0.28618	0.048044	0.1033	0.081883	0.034376	0.038834	0.042568	0.41749	0.12877	0.097658	0.056756	0.04621	0.072562	0.038229	0.064308	0.034145	0.076163	0.038017	0.042668	0.032611	0.15708	0.43551	0.036379	0.056407	0.029505	0.061682	0.041301	0.070397	0.36511	0.039299	0.040579	0.039052	0.038474	0.045622
Meth__cg24450312__RASSF5	0.036195	0.30652	0.11893	0.78908	0.53264	0.15656	0.090412	0.20297	0.92502	0.18315	0.10764	0.087164	0.077038	0.089647	0.62789	0.093418	0.055666	0.94947	0.94853	0.13002	0.17165	0.31611	0.35838	0.23858	0.10943	0.11624	0.94361	0.089355	0.1645	0.10554	0.12131	0.096111	0.82535	0.11202	0.45996
Meth__cg13704271__CCDC28B	0.069742	0.061467	0.056064	0.05364	0.051072	0.072118	0.04817	0.053364	0.050635	0.051571	0.19142	0.045548	0.054576	0.30432	0.045148	0.12891	0.039807	0.23333	0.065661	0.05393	0.054205	0.052037	0.14157	0.060159	0.13396	0.043378	0.094844	0.058598	0.043506	0.052666	0.062698	0.057708	0.61522	0.06842	0.38382
Meth__cg11323198__CDH8	0.032154	0.041348	0.046771	0.93412	0.86275	0.99283	0.95841	0.04471	0.9844	0.98531	0.86372	0.29619	0.96551	0.13892	0.52592	0.37828	0.022256	0.96226	0.42857	0.42192	0.12723	0.090603	0.96398	0.1893	0.065542	0.92969	0.97758	0.85059	0.9436	0.59137	0.025404	0.020793	0.85213	0.70301	0.063626
Meth__cg11378484__NIF3L1BP1	0.030943	0.047147	0.066801	0.20017	0.2994	0.039545	0.71631	0.085252	0.11566	0.29299	0.14909	0.018928	0.61962	0.075277	0.039674	0.09896	0.30682	0.16304	0.21977	0.12493	0.47291	0.37555	0.18254	0.032678	0.039607	0.20673	0.025814	0.074367	0.029279	0.26621	0.068401	0.2099	0.036382	0.0336	0.039114
Meth__cg05341670__C1orf83	0.032204	0.030919	0.026852	0.023584	0.040701	0.027604	0.028409	0.033025	0.02767	0.036218	0.044875	0.035596	0.027778	0.034006	0.030929	0.11232	0.025833	0.34227	0.034576	0.030685	0.028395	0.036445	0.051939	0.039322	0.076634	0.02731	0.061073	0.031302	0.031751	0.02974	0.029586	0.027585	0.031597	0.029954	0.043152
Meth__cg01457653__FBXL8	0.033098	0.046222	0.023081	0.03133	0.10753	0.035027	0.26402	0.036515	0.043949	0.11998	0.042685	0.033714	0.28132	0.03374	0.038457	0.061688	0.021199	0.01999	0.033852	0.050409	0.035437	0.030395	0.041426	0.023677	0.055176	0.038504	0.026149	0.047434	0.031087	0.020633	0.024299	0.028314	0.023192	0.028723	0.045724
Meth__cg19591206__SLCO2A1	0.038165	0.036796	0.029898	0.41828	0.095757	0.077331	0.029061	0.039535	0.37998	0.049896	0.40981	0.020166	0.035613	0.02909	0.04068	0.12625	0.032696	0.026779	0.035115	0.037862	0.043239	0.034963	0.086636	0.034673	0.05397	0.034512	0.097061	0.032827	0.028225	0.03933	0.030911	0.033472	0.33396	0.03909	0.04436
Meth__cg23750556__SRPX	0.03967	0.039758	0.10937	0.063728	0.31703	0.092814	0.17199	0.04864	0.063118	0.62571	0.14045	0.5368	0.15704	0.09488	0.074685	0.49953	0.066143	0.048876	0.069912	0.5894	0.065096	0.40287	0.14904	0.50601	0.065114	0.052761	0.4081	0.052834	0.60722	0.065813	0.63001	0.040163	0.083536	0.2708	0.065458
Meth__cg15972294__GNAI2	0.070063	0.33056	0.24228	0.82205	0.26163	0.11847	0.34573	0.14816	0.44704	0.29571	0.19859	0.62587	0.27158	0.42607	0.092855	0.21781	0.077046	0.12402	0.11298	0.099218	0.10473	0.067537	0.74432	0.28658	0.18712	0.30702	0.13734	0.37602	0.057917	0.065859	0.16861	0.22998	0.12359	0.072899	0.20027
Meth__cg22161476__FSTL5	0.022068	0.66574	0.020224	0.61909	0.64578	0.89753	0.6817	0.027152	0.11913	0.093417	0.057291	0.54237	0.27661	0.056675	0.083276	0.044672	0.60865	0.014891	0.021166	0.19785	0.6805	0.024464	0.33187	0.10485	0.040678	0.46265	0.73716	0.60066	0.019639	0.35734	0.034902	0.043871	0.026406	0.025821	0.01774
Meth__cg02283643__SULF1	0.069429	0.49212	0.53942	0.21488	0.22381	0.80124	0.55643	0.062449	0.46246	0.090182	0.16534	0.15813	0.45737	0.62216	0.055702	0.13797	0.40963	0.11025	0.17895	0.514	0.33695	0.61671	0.1801	0.19341	0.15837	0.43554	0.34305	0.10407	0.061692	0.37549	0.078684	0.503	0.23036	0.111	0.11644
Meth__cg03190825__CYP4F11	0.053288	0.64044	0.1891	0.21891	0.097349	0.46114	0.042333	0.44838	0.43715	0.024387	0.064611	0.03596	0.041737	0.092708	0.1223	0.053829	0.027457	0.18321	0.24464	0.40492	0.24086	0.30287	0.14223	0.5668	0.073298	0.61794	0.12444	0.055843	0.034143	0.029805	0.030769	0.68884	0.034776	0.16346	0.063114
Meth__cg14679202__L3MBTL2	0.20872	0.13778	0.28888	0.4118	0.81866	0.29967	0.28075	0.26881	0.43753	0.14322	0.84418	0.043345	0.16552	0.21556	0.1423	0.10588	0.054696	0.12782	0.63372	0.076593	0.24151	0.38731	0.79387	0.5395	0.45607	0.1517	0.60938	0.84246	0.037426	0.88946	0.31348	0.34575	0.22347	0.67638	0.41168
Meth__cg16731240__ZNF577	0.067409	0.053108	0.055285	0.040916	0.23411	0.6068	0.052363	0.97583	0.94899	0.034266	0.97442	0.98154	0.58254	0.08351	0.048582	0.10796	0.64957	0.53692	0.40531	0.079945	0.11767	0.048267	0.92334	0.069657	0.084606	0.088799	0.08269	0.084829	0.059488	0.075453	0.087137	0.98359	0.089254	0.76743	0.44583
Meth__cg06722633__GRIK3	0.056564	0.054991	0.02749	0.9497	0.25	0.97007	0.11314	0.023688	0.95237	0.97925	0.64135	0.5977	0.10463	0.30739	0.72838	0.040835	0.17133	0.96973	0.80682	0.027456	0.13344	0.11844	0.83429	0.95701	0.087006	0.59906	0.86966	0.73447	0.16866	0.16415	0.74124	0.059884	0.86704	0.052301	0.041516
Meth__cg21368354__FLJ10769	0.064914	0.052091	0.034497	0.037366	0.066195	0.038527	0.070334	0.050787	0.057238	0.047029	0.30173	0.052089	0.0745	0.044437	0.036182	0.071797	0.042501	0.038753	0.065004	0.058357	0.051418	0.040113	0.11681	0.052008	0.052534	0.041704	0.12241	0.050577	0.031733	0.037456	0.038684	0.63925	0.049583	0.048482	0.049536
Meth__cg20369763__FNDC4	0.030041	0.05006	0.047109	0.045771	0.11412	0.055647	0.056206	0.054028	0.045152	0.032161	0.58138	0.040055	0.036325	0.042722	0.046367	0.078677	0.023415	0.053561	0.033218	0.036806	0.046326	0.050654	0.13683	0.060185	0.063923	0.07991	0.51912	0.047834	0.050279	0.04183	0.042607	0.047704	0.56138	0.06534	0.069231
Meth__cg15576233__HEY1	0.036709	0.030119	0.01617	0.020993	0.040191	0.043418	0.02174	0.023409	0.038448	0.015658	0.094545	0.014099	0.041495	0.022272	0.051281	0.050228	0.019281	0.022312	0.04233	0.028632	0.032532	0.051042	0.047196	0.028123	0.052126	0.017403	0.082273	0.024878	0.024091	0.018603	0.019062	0.021208	0.21687	0.025368	0.029422
Meth__cg00453193__TES	0.014603	0.017928	0.016594	0.018931	0.01952	0.29523	0.016824	0.017919	0.021541	0.014339	0.053711	0.022158	0.10733	0.014262	0.020978	0.031621	0.018334	0.018465	0.015761	0.22591	0.020034	0.019052	0.03732	0.018971	0.042083	0.020513	0.029985	0.017328	0.020623	0.022067	0.020618	0.015582	0.45683	0.017347	0.017998
Meth__cg19646028__C19orf30	0.4276	0.092006	0.025821	0.59141	0.09685	0.1076	0.18093	0.02735	0.41959	0.54163	0.12048	0.34172	0.16747	0.046844	0.054308	0.046804	0.13822	0.65368	0.83961	0.048393	0.083669	0.28623	0.69924	0.89853	0.21401	0.10244	0.90353	0.47481	0.29496	0.36327	0.17963	0.89239	0.45141	0.36944	0.48642
Meth__cg20361540__VPS37B	0.060457	0.042259	0.04095	0.040718	0.062476	0.041698	0.051598	0.043007	0.066911	0.058296	0.095259	0.025352	0.065417	0.043443	0.043895	0.14582	0.038734	0.36702	0.052505	0.037276	0.055233	0.052022	0.085126	0.04883	0.11388	0.04181	0.12509	0.059402	0.03474	0.053523	0.055382	0.033956	0.0311	0.056085	0.052468
Meth__cg25448636__FLCN	0.034145	0.031067	0.09201	0.026761	0.065947	0.34646	0.032222	0.029961	0.031826	0.038851	0.032329	0.030551	0.033239	0.029044	0.030002	0.044462	0.019825	0.031511	0.035347	0.049313	0.031382	0.03201	0.041963	0.021608	0.048937	0.038211	0.11296	0.034582	0.93113	0.032232	0.038435	0.044317	0.032015	0.042256	0.045118
Meth__cg10006582__BBS5	0.036185	0.03381	0.042639	0.82269	0.058897	0.10731	0.035269	0.041801	0.040286	0.10294	0.23886	0.032301	0.042871	0.078772	0.037905	0.052127	0.032063	0.050609	0.035215	0.052662	0.050448	0.02685	0.24515	0.071765	0.0483	0.037623	0.070065	0.050061	0.036943	0.050663	0.031931	0.036931	0.045563	0.03498	0.041478
