Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg12128017__EPHA10	0.10711	0.031732	0.9501	0.25786	0.038744	0.57283	0.16437	0.98052	0.088935	0.55161	0.82205	0.6093	0.08778	0.045204	0.40732	0.092012	0.030824	0.19516	0.51118	0.53949	0.066986	0.2549	0.71645	0.58837	0.094023	0.8551	0.040771	0.041823	0.054132	0.048115	0.083896	0.041468	0.52167	0.069877	0.49882	0.50506	0.53704
Meth__cg08817120__DKFZP686A01247	0.046962	0.038437	0.051929	0.050878	0.031871	0.59041	0.041001	0.034056	0.03585	0.047838	0.053212	0.03989	0.03758	0.029357	0.07391	0.062689	0.061435	0.55919	0.072956	0.036885	0.054692	0.033501	0.089264	0.047349	0.06673	0.062655	0.079215	0.029482	0.029828	0.029415	0.025753	0.031128	0.03401	0.15369	0.047616	0.034755	0.33123
U133A__MET	4.1684	7.1117	9.1682	6.3733	6.3704	7.8015	3.681	7.5974	4.7232	5.4852	5.2012	6.9785	5.3306	7.3328	6.2434	7.4069	8.8939	5.544	5.1935	3.8401	6.8282	4.3847	7.7522	6.4167	4.6308	3.6139	5.2515	7.6225	7.4948	8.1415	4.3291	6.5536	5.477	3.9143	3.4815	4.67	3.9095
Meth__cg03238797__ADAMTS18	0.89177	0.042857	0.95333	0.038595	0.22478	0.95681	0.87978	0.66562	0.035111	0.72503	0.93824	0.27037	0.038767	0.14021	0.10428	0.11416	0.34894	0.94086	0.94761	0.20578	0.47182	0.49735	0.86178	0.046456	0.58875	0.89008	0.070703	0.89465	0.041963	0.14803	0.054725	0.0324	0.92067	0.0678	0.57962	0.92877	0.91093
Meth__cg07211259__PDCD1LG2	0.81331	0.21872	0.059666	0.76218	0.80618	0.052284	0.85562	0.46059	0.70205	0.68948	0.75117	0.068915	0.59066	0.2142	0.024139	0.1156	0.038091	0.73487	0.70226	0.89875	0.11557	0.82545	0.08559	0.75673	0.16885	0.81211	0.26967	0.14104	0.0576	0.051492	0.59326	0.30961	0.57979	0.20401	0.81391	0.69716	0.66784
Meth__cg14580982__ATP6V1C2	0.07911	0.083536	0.60019	0.19984	0.60397	0.60556	0.38951	0.48551	0.034968	0.839	0.66119	0.1181	0.053099	0.36658	0.072215	0.22735	0.042549	0.80118	0.78053	0.33208	0.29927	0.46872	0.84512	0.41648	0.080325	0.75806	0.22397	0.040209	0.039133	0.07767	0.34302	0.19727	0.80016	0.045151	0.384	0.62891	0.81345
Meth__cg03473294__TASP1	0.029399	0.027847	0.039241	0.029496	0.026338	0.029936	0.040013	0.022289	0.02707	0.03798	0.036389	0.024867	0.033757	0.032513	0.029901	0.078256	0.039292	0.032476	0.033551	0.032673	0.040279	0.02873	0.081692	0.03686	0.04797	0.05626	0.061021	0.032777	0.025064	0.034215	0.026542	0.030519	0.031132	0.071466	0.041849	0.033843	0.039254
U133A__FAM129A	5.0158	3.7621	4.7228	4.3398	5.5046	7.9531	3.6722	4.8097	5.2083	5.9292	4.647	6.8051	5.0773	6.7572	5.0536	8.9458	4.8652	3.935	3.6517	4.1287	6.924	6.5025	6.8604	6.0223	3.8873	3.8552	3.8009	6.1988	6.8953	4.1109	7.0005	8.3979	4.7178	5.0793	3.9912	6.4028	4.0884
Meth__cg10244047__BAI3	0.062431	0.039404	0.73111	0.30563	0.090555	0.17229	0.77517	0.48937	0.036521	0.053548	0.10701	0.60179	0.046464	0.035662	0.25856	0.068359	0.67794	0.76925	0.47576	0.7147	0.037732	0.82224	0.12462	0.039589	0.050466	0.81237	0.070418	0.035878	0.032931	0.095236	0.075597	0.036017	0.38018	0.12941	0.87038	0.066116	0.046832
Meth__cg03693601__SHCBP1	0.024451	0.011813	0.015312	0.014644	0.020828	0.013356	0.021213	0.016295	0.013352	0.01976	0.019898	0.014263	0.015568	0.012816	0.014535	0.021418	0.01591	0.013953	0.018194	0.024513	0.023001	0.013304	0.027121	0.019158	0.028769	0.10436	0.036153	0.011679	0.017401	0.013628	0.013258	0.012227	0.0094229	0.12653	0.017399	0.01888	0.021801
Meth__cg08097882__POU4F1	0.9762	0.031396	0.97809	0.9787	0.97753	0.027767	0.97849	0.038242	0.061332	0.98053	0.30202	0.061548	0.07075	0.030532	0.042748	0.176	0.35387	0.97662	0.96029	0.97568	0.070794	0.9774	0.95721	0.96899	0.36385	0.93363	0.50972	0.039343	0.12096	0.075376	0.97891	0.95083	0.98007	0.93953	0.98218	0.97318	0.97418
Meth__cg09001953__FLJ11200	0.13447	0.087225	0.16818	0.28037	0.21544	0.80378	0.39969	0.11933	0.11739	0.20214	0.14454	0.50174	0.12114	0.24425	0.38185	0.1083	0.14406	0.13254	0.22031	0.16632	0.086694	0.9429	0.83802	0.16003	0.21529	0.85072	0.195	0.078996	0.043611	0.13456	0.082	0.074598	0.14035	0.40528	0.60075	0.87112	0.36069
Meth__cg08569678__LY6K	0.79822	0.22158	0.069342	0.8864	0.86349	0.039585	0.86276	0.071613	0.056811	0.90052	0.79834	0.035944	0.46143	0.056896	0.072963	0.23339	0.043153	0.84752	0.88424	0.82278	0.041467	0.86085	0.071037	0.88314	0.37056	0.84173	0.33484	0.060388	0.047138	0.056778	0.90518	0.037799	0.92339	0.50023	0.89234	0.90284	0.87038
Meth__cg13274713__TBX2	0.23492	0.049063	0.090003	0.063391	0.022078	0.027338	0.05304	0.084323	0.07096	0.036151	0.066438	0.032835	0.090128	0.034803	0.056089	0.11315	0.017272	0.42929	0.46282	0.030955	0.058867	0.019549	0.9021	0.069966	0.090812	0.92237	0.04577	0.019348	0.024272	0.022252	0.027424	0.027333	0.019339	0.061069	0.027487	0.54308	0.47082
Meth__cg06071083__SLC12A4	0.04084	0.039895	0.063592	0.29418	0.065095	0.029434	0.47459	0.050396	0.027879	0.042738	0.04694	0.035931	0.04389	0.032262	0.068591	0.061526	0.022293	0.93706	0.46124	0.16002	0.039149	0.033962	0.066589	0.043282	0.074287	0.10657	0.050756	0.033651	0.021805	0.034251	0.031213	0.021559	0.82787	0.071167	0.038698	0.52791	0.61216
Meth__cg13789236__RFK	0.069298	0.037718	0.16652	0.046911	0.029891	0.059851	0.064301	0.037656	0.02974	0.051039	0.068848	0.053091	0.039792	0.04005	0.034983	0.034746	0.069729	0.052082	0.048508	0.062826	0.069878	0.0457	0.28754	0.060076	0.10667	0.2766	0.047793	0.060424	0.033273	0.077615	0.023203	0.047447	0.048456	0.14387	0.073956	0.087888	0.093887
Meth__cg12322132__IGF2AS	0.9583	0.044329	0.44399	0.15742	0.057413	0.62217	0.6307	0.40707	0.035171	0.63687	0.84169	0.12581	0.044583	0.049508	0.089289	0.53376	0.15401	0.96485	0.96367	0.43266	0.096698	0.52386	0.87332	0.64201	0.039995	0.94187	0.083211	0.035314	0.53712	0.044953	0.17032	0.034837	0.94848	0.88329	0.55256	0.042846	0.067009
Meth__cg00512279__SLC18A2	0.23486	0.044167	0.91626	0.14078	0.029927	0.9447	0.7996	0.48666	0.038797	0.13812	0.89131	0.05007	0.050742	0.036222	0.027559	0.21431	0.046207	0.92607	0.48202	0.26935	0.038242	0.93484	0.87633	0.33315	0.22896	0.86795	0.047777	0.13233	0.032475	0.90672	0.027608	0.026412	0.79197	0.16519	0.12924	0.45622	0.60125
U133A__EMP1	6.5915	6.3958	8.0958	5.0881	5.0017	7.0257	3.4401	8.7769	3.0985	3.053	3.4966	9.395	6.9316	8.1768	7.9686	9.811	7.0502	3.0761	3.2399	3.5147	5.1524	6.6583	7.7947	4.2229	7.3056	3.2898	5.2264	7.5455	8.5932	7.733	3.5142	8.1899	7.6672	3.1839	6.04	3.7279	3.3071
Meth__cg17191178__SHOX2	0.38725	0.050071	0.049332	0.048415	0.050377	0.035327	0.05548	0.07432	0.087174	0.070964	0.061862	0.057639	0.091851	0.050631	0.033273	0.10152	0.41425	0.084425	0.43932	0.93376	0.04798	0.055383	0.095185	0.077283	0.12431	0.86523	0.088779	0.033861	0.047919	0.073368	0.053581	0.25239	0.38376	0.18569	0.15541	0.35464	0.52526
Meth__cg07774025__HSD17B7	0.046578	0.043034	0.07062	0.039562	0.037244	0.065785	0.055168	0.025374	0.042029	0.064246	0.23848	0.2292	0.053661	0.052632	0.031033	0.046576	0.062474	0.038659	0.045984	0.22307	0.057949	0.027917	0.093139	0.067901	0.081038	0.216	0.091855	0.023728	0.03234	0.057105	0.034909	0.043478	0.028982	0.1013	0.059194	0.12075	0.088859
Meth__cg03575468__PDHA1	0.11653	0.030362	0.078096	0.04951	0.059748	0.038872	0.058698	0.059639	0.052316	0.075446	0.05333	0.089867	0.06487	0.050061	0.071515	0.11172	0.14271	0.059448	0.062565	0.3589	0.071162	0.32683	0.25024	0.28383	0.2052	0.30049	0.097738	0.3232	0.059324	0.12585	0.056562	0.037667	0.043777	0.13733	0.28469	0.084481	0.055152
Meth__cg08319991__UCHL1	0.18203	0.18583	0.93135	0.32746	0.25947	0.40383	0.9099	0.13856	0.043743	0.90655	0.4593	0.067999	0.062187	0.9119	0.044034	0.10094	0.073253	0.88841	0.88925	0.55358	0.17515	0.43194	0.79509	0.85093	0.12728	0.62477	0.091319	0.077381	0.25693	0.24908	0.11385	0.036574	0.89806	0.1066	0.43867	0.45635	0.79802
Meth__cg14174099__SLC8A3	0.93505	0.030799	0.97101	0.037643	0.072794	0.58138	0.06282	0.03186	0.041145	0.049264	0.44845	0.029918	0.044094	0.035667	0.035792	0.11201	0.035598	0.43067	0.041758	0.1017	0.037166	0.19851	0.93496	0.044654	0.065807	0.96189	0.069653	0.033557	0.034865	0.04554	0.061844	0.025635	0.605	0.071253	0.068282	0.05978	0.040633
U133A__PAM	6.5936	4.9904	5.7176	7.0863	6.6673	8.1748	5.0662	9.5932	7.0482	4.3977	8.7907	5.8	4.3226	7.3707	8.0552	9.9862	6.6152	4.9939	6.885	5.1649	7.0219	5.2092	7.6517	5.7571	4.5287	5.2073	4.5169	7.177	6.6648	6.9385	8.2732	8.5536	5.5328	7.2031	7.9912	5.8766	6.8036
U133A__COL5A2	3.6592	4.0376	3.5026	4.6751	3.4526	10.0719	3.8191	3.8886	3.4847	3.7263	3.4448	3.7802	3.3421	3.6693	9.4833	3.5658	7.0179	3.8522	3.5233	3.4666	8.4776	3.9137	3.5334	3.4515	7.5595	3.711	3.7488	9.9755	3.6722	5.1542	9.1244	7.2526	3.6895	3.8055	3.6153	3.8998	3.5822
Meth__cg00240432__TWIST1	0.029898	0.016729	0.96031	0.022525	0.025588	0.47167	0.38606	0.024021	0.023038	0.058899	0.61799	0.2841	0.015737	0.027524	0.019847	0.042061	0.10584	0.50791	0.12583	0.075768	0.024817	0.024858	0.93258	0.024239	0.059165	0.89894	0.033703	0.026713	0.021506	0.029584	0.018614	0.021371	0.60841	0.35453	0.4574	0.065291	0.057988
Meth__cg07297178__CEACAM7	0.93413	0.07099	0.91915	0.92683	0.92293	0.13652	0.72365	0.65363	0.054803	0.58197	0.32097	0.74181	0.14373	0.1964	0.71908	0.15699	0.064632	0.66484	0.73871	0.95039	0.11173	0.95603	0.15198	0.90437	0.35502	0.63241	0.073829	0.071536	0.060016	0.066201	0.86507	0.26449	0.79838	0.13914	0.93678	0.9244	0.9148
U133A__GADD45A	5.3909	6.2445	7.9181	7.5063	5.2446	7.3392	5.1443	7.1551	6.8213	5.8339	6.7283	8.4893	5.0377	8.008	6.8747	8.2273	9.7214	5.0571	5.8846	7.9334	7.5512	5.2269	6.8579	6.8197	6.6866	6.5109	5.6789	8.471	7.4893	9.3585	5.2882	7.4148	7.1867	5.4167	6.9506	6.5311	5.8262
Meth__cg13333141__BTG1	0.028429	0.017348	0.036395	0.024575	0.021958	0.022303	0.023279	0.020548	0.027958	0.022821	0.03336	0.01945	0.032204	0.022442	0.27614	0.057753	0.015934	0.02309	0.026117	0.019579	0.030021	0.016884	0.056447	0.029516	0.055631	0.078401	0.041598	0.021102	0.019765	0.021623	0.018541	0.019327	0.017756	0.022708	0.026757	0.028847	0.02868
Meth__cg11459714__KLK10	0.16724	0.066049	0.091133	0.08501	0.080722	0.52117	0.21582	0.047822	0.041444	0.074045	0.40347	0.45964	0.096148	0.12775	0.19658	0.098306	0.13073	0.53197	0.52937	0.33557	0.10116	0.88324	0.39572	0.28027	0.12891	0.70639	0.12054	0.060174	0.066806	0.0708	0.090989	0.048336	0.76889	0.15452	0.0745	0.08506	0.067836
Meth__cg03586879__A2BP1	0.43342	0.015953	0.94402	0.26463	0.016551	0.1465	0.72911	0.068621	0.021343	0.019968	0.63383	0.87466	0.023609	0.02351	0.36343	0.052184	0.021947	0.54419	0.55531	0.031224	0.07917	0.41061	0.30219	0.024225	0.041437	0.8871	0.039091	0.098975	0.19462	0.02287	0.026089	0.016609	0.07065	0.025549	0.82428	0.2088	0.039194
Meth__cg05215575__FLJ25410	0.034379	0.032988	0.60775	0.038619	0.023176	0.83166	0.035623	0.92576	0.88725	0.029324	0.75914	0.85146	0.5948	0.58972	0.93361	0.44368	0.045638	0.033524	0.027996	0.031053	0.85727	0.07105	0.072207	0.026062	0.10471	0.060245	0.046246	0.62613	0.36891	0.23519	0.06065	0.036967	0.09767	0.18883	0.031693	0.039973	0.027926
Meth__cg17048483__RBM7	0.7674	0.016839	0.018859	0.025103	0.021796	0.018103	0.028467	0.012882	0.013514	0.026333	0.017911	0.015367	0.018482	0.019489	0.016717	0.027003	0.018423	0.021328	0.024036	0.95982	0.023468	0.020047	0.04235	0.026148	0.05692	0.03041	0.030542	0.020015	0.016851	0.015058	0.014879	0.018594	0.01865	0.054279	0.020986	0.024726	0.022929
Meth__cg09381701__SASH1	0.035678	0.030304	0.053907	0.039388	0.027615	0.038003	0.037649	0.032478	0.032835	0.0355	0.037669	0.026992	0.041359	0.034332	0.037578	0.072586	0.028395	0.039494	0.040808	0.13389	0.038617	0.034246	0.067632	0.92815	0.074763	0.071267	0.07835	0.086373	0.030731	0.031557	0.032763	0.034464	0.029163	0.061205	0.03888	0.040085	0.054784
Meth__cg15780888__PRKCABP	0.10526	0.052213	0.071706	0.074206	0.064394	0.065723	0.065242	0.063388	0.058994	0.06523	0.86629	0.085859	0.052284	0.051583	0.080223	0.065943	0.48738	0.083273	0.083665	0.052082	0.063538	0.05135	0.089036	0.059692	0.064823	0.11146	0.069749	0.060144	0.07832	0.11141	0.045088	0.04026	0.037037	0.066667	0.070906	0.092657	0.067437
Meth__cg00162401__GSTA4	0.03517	0.026356	0.042905	0.031388	0.027022	0.023592	0.029733	0.021647	0.027438	0.68135	0.021013	0.027681	0.035266	0.024402	0.026665	0.053233	0.023132	0.61832	0.49014	0.028292	0.038049	0.032552	0.092873	0.91444	0.028508	0.92573	0.045995	0.022211	0.027083	0.024256	0.28708	0.022659	0.43231	0.09373	0.047115	0.056068	0.040998
Meth__cg18079631__HNRPC	0.06326	0.020222	0.075498	0.031514	0.036373	0.042141	0.057765	0.033633	0.049603	0.031687	0.24018	0.048959	0.044727	0.037154	0.33246	0.053293	0.051669	0.069242	0.06763	0.055934	0.040944	0.038755	0.040215	0.030665	0.051243	0.092386	0.048404	0.0359	0.035101	0.076685	0.028136	0.029286	0.041233	0.11772	0.037224	0.050622	0.042947
U133A__ASH2L	7.6539	7.106	8.131	7.6494	10.8951	8.5314	9.22	7.5736	8.1569	8.175	8.2125	7.5994	8.0986	7.5654	8.62	7.1897	8.0532	7.6117	7.6926	11.06	8.0895	7.7328	7.9855	8.1322	7.3696	8.1864	7.1923	7.7714	7.6423	7.6905	7.7051	7.6894	9.0066	7.6147	7.9134	8.7789	8.7874
Meth__cg02860543__IGF2BP3	0.15787	0.084169	0.10002	0.32989	0.20853	0.11712	0.86283	0.16012	0.1313	0.13267	0.11059	0.10412	0.34843	0.12919	0.096907	0.22372	0.70299	0.66244	0.70391	0.80131	0.088986	0.31642	0.58964	0.10826	0.18513	0.79302	0.13791	0.1246	0.12846	0.35684	0.11926	0.10693	0.51127	0.58506	0.50454	0.79743	0.37524
Meth__cg09863066__PVALB	0.55139	0.026047	0.88053	0.90552	0.77407	0.028381	0.80022	0.45807	0.01866	0.58916	0.14277	0.61833	0.03794	0.18091	0.42688	0.029048	0.01573	0.72796	0.50286	0.93065	0.21487	0.94277	0.071677	0.7965	0.029702	0.42108	0.041721	0.027048	0.032773	0.020938	0.76926	0.098799	0.20548	0.082698	0.90555	0.494	0.50283
Meth__cg23435746__TWSG1	0.11315	0.072101	0.58726	0.82809	0.19686	0.12496	0.62371	0.22688	0.071584	0.31715	0.14611	0.38185	0.085392	0.10757	0.12352	0.22234	0.34201	0.08794	0.10324	0.20851	0.058754	0.13604	0.26869	0.63785	0.12901	0.87652	0.18746	0.050225	0.056554	0.15626	0.085458	0.059041	0.10786	0.19795	0.11542	0.64589	0.90075
Meth__cg23146358__CDKN1C	0.10182	0.084681	0.11832	0.082219	0.27315	0.031053	0.076687	0.14646	0.084698	0.059381	0.16472	0.034151	0.092732	0.048739	0.091666	0.17851	0.027675	0.61718	0.61678	0.050468	0.056963	0.077931	0.16631	0.11053	0.081641	0.13876	0.1002	0.048566	0.084263	0.056357	0.066115	0.036953	0.027115	0.071615	0.079078	0.13725	0.1647
U133A__PLSCR1	5.7683	6.133	6.7203	5.6899	7.381	7.0623	5.5627	9.5252	8.7953	6.0307	7.8496	10.6908	6.6667	8.7989	7.5371	10.1561	6.8395	6.7902	6.9671	6.7378	7.3472	6.7924	7.2952	6.6431	6.6225	5.9994	5.5298	6.3075	8.9766	8.1261	4.5375	8.5861	6.4163	6.1377	6.1938	4.9059	6.114
Meth__cg17520176__ZMYM4	0.049943	0.048755	0.094871	0.059501	0.057405	0.044327	0.073576	0.057523	0.036364	0.051692	0.056835	0.083952	0.042128	0.066351	0.063119	0.075209	0.047594	0.049351	0.073812	0.057991	0.057805	0.068658	0.1492	0.070389	0.12836	0.089233	0.090094	0.030784	0.037037	0.04051	0.046604	0.038254	0.040537	0.17787	0.075749	0.50479	0.57577
Meth__cg01657408__FLJ31951	0.056304	0.019914	0.030911	0.78202	0.69986	0.02413	0.39119	0.02268	0.023422	0.055705	0.02247	0.01303	0.030309	0.01793	0.022291	0.037063	0.020359	0.084332	0.29784	0.96092	0.033927	0.74468	0.036342	0.80535	0.047826	0.92188	0.041725	0.021192	0.025951	0.023311	0.73507	0.13015	0.021771	0.039444	0.32079	0.37812	0.82648
Meth__cg27226949__EFNB2	0.34681	0.047878	0.17073	0.051117	0.029719	0.027236	0.040152	0.023254	0.029456	0.054772	0.089174	0.029695	0.035915	0.079622	0.034684	0.041372	0.042941	0.041017	0.052701	0.05472	0.034966	0.087783	0.075505	0.033894	0.083681	0.13075	0.094885	0.039649	0.045634	0.042103	0.030352	0.047176	0.084387	0.070327	0.072227	0.050358	0.045077
Meth__cg06139836__EBF3	0.52184	0.039021	0.25049	0.07263	0.059202	0.84466	0.84846	0.16887	0.036056	0.62053	0.06288	0.12835	0.047723	0.041108	0.16567	0.11475	0.04273	0.64793	0.52613	0.25554	0.041066	0.4363	0.66854	0.46212	0.11467	0.77453	0.082158	0.038211	0.04557	0.31274	0.039935	0.041669	0.85535	0.061913	0.058442	0.045076	0.044779
Meth__cg11308840__LOC401498	0.061259	0.049669	0.88826	0.80724	0.089947	0.40248	0.80964	0.50867	0.048076	0.057452	0.53587	0.098918	0.22294	0.24879	0.067682	0.13756	0.072375	0.78687	0.54915	0.25665	0.10673	0.88807	0.84232	0.52385	0.12445	0.79329	0.08758	0.43421	0.059967	0.12299	0.31912	0.042923	0.51577	0.12822	0.8284	0.65455	0.72641
Meth__cg25849332__MGC2574	0.049403	0.039937	0.056591	0.047279	0.047747	0.039638	0.05456	0.03418	0.047569	0.064051	0.053949	0.057737	0.048284	0.052043	0.037954	0.056586	0.028711	0.042162	0.048354	0.11409	0.040123	0.044979	0.1192	0.063625	0.073244	0.085119	0.073511	0.043148	0.033618	0.034893	0.036562	0.037256	0.042944	0.063732	0.049063	0.049762	0.040949
U133A__FHL2	6.8345	7.5313	10.607	6.7725	5.7075	6.7465	4.7439	8.3456	5.4334	4.6551	7.6402	8.0003	5.3809	7.916	7.8709	7.455	9.4441	6.409	6.7517	6.052	8.0689	7.7059	7.9957	5.0216	7.9393	4.7353	6.6008	10.66	8.0581	7.9105	7.7389	9.5596	9.8828	8.7644	10.1995	6.2594	5.9175
Meth__cg07602200__P2RX7	0.078026	0.32182	0.94244	0.94594	0.88335	0.64226	0.1684	0.11229	0.065236	0.93884	0.39121	0.12187	0.061961	0.27533	0.73246	0.20923	0.055628	0.95215	0.94057	0.7505	0.18997	0.89189	0.43207	0.9078	0.061715	0.75777	0.29371	0.40647	0.09254	0.051747	0.71123	0.069738	0.6944	0.35026	0.90944	0.78889	0.84394
Meth__cg17029168__NKX2-2	0.063592	0.057281	0.11372	0.10489	0.68758	0.71162	0.88884	0.5637	0.19192	0.41916	0.063177	0.20916	0.19102	0.4715	0.54748	0.26062	0.057033	0.9043	0.90167	0.90103	0.38779	0.89602	0.78966	0.87631	0.056906	0.67832	0.16614	0.067366	0.13658	0.84911	0.073745	0.050343	0.60307	0.05313	0.89698	0.73939	0.85605
Meth__cg09424896__CIB3	0.065255	0.063733	0.65167	0.14757	0.060012	0.63935	0.077577	0.95004	0.1486	0.090296	0.73891	0.77515	0.13267	0.69546	0.7559	0.74622	0.051335	0.078989	0.066937	0.080463	0.83725	0.052947	0.48722	0.085883	0.16282	0.18148	0.17021	0.92619	0.33109	0.10613	0.099961	0.14254	0.26824	0.12593	0.071693	0.088942	0.063621
Meth__cg23495733__CPNE8	0.96102	0.66487	0.032168	0.96649	0.96414	0.87961	0.96611	0.025682	0.031934	0.96171	0.96676	0.072691	0.31012	0.92961	0.04976	0.076149	0.05632	0.96471	0.96172	0.96953	0.04194	0.84204	0.088321	0.96159	0.060316	0.89087	0.36192	0.033105	0.16761	0.035245	0.49589	0.029701	0.93378	0.81228	0.65649	0.93366	0.964
Meth__cg08528984__PRDM16	0.97909	0.028032	0.52851	0.06355	0.063284	0.98506	0.97389	0.98457	0.40929	0.078194	0.98512	0.99051	0.45936	0.015973	0.021422	0.074211	0.50682	0.94892	0.98248	0.42383	0.080675	0.14888	0.97715	0.082156	0.033297	0.94272	0.32738	0.018602	0.067716	0.11462	0.020956	0.025113	0.91093	0.1794	0.98431	0.2303	0.050433
Meth__cg24063470__FOXC2	0.072988	0.10829	0.43956	0.27355	0.11996	0.3239	0.082231	0.040381	0.074407	0.48577	0.42477	0.026999	0.077062	0.060017	0.048558	0.080861	0.034822	0.47006	0.53435	0.12911	0.099677	0.56777	0.89253	0.56716	0.097273	0.41494	0.097194	0.055042	0.053102	0.052895	0.057008	0.045653	0.46182	0.12618	0.62112	0.055622	0.074998
Meth__cg11846956__KLK10	0.8711	0.043766	0.041038	0.26967	0.038411	0.60546	0.5067	0.026443	0.031417	0.034836	0.60844	0.32191	0.061442	0.049934	0.13414	0.070482	0.40904	0.10622	0.071852	0.83806	0.037644	0.5112	0.92193	0.24335	0.3089	0.95154	0.37397	0.033694	0.065747	0.11328	0.023171	0.024147	0.058043	0.061825	0.036092	0.035485	0.032108
Meth__cg14161730__TIMP1	0.35594	0.065045	0.14231	0.83017	0.18896	0.052533	0.34067	0.34679	0.059628	0.60511	0.4094	0.29915	0.07177	0.088999	0.11423	0.10984	0.11697	0.46679	0.34934	0.36512	0.074464	0.087577	0.26938	0.69521	0.33319	0.40898	0.077682	0.062861	0.11654	0.091624	0.18186	0.13271	0.25905	0.17409	0.4521	0.094962	0.28409
Meth__cg21842478__HOXB13	0.96972	0.045486	0.047427	0.1359	0.32307	0.45197	0.9667	0.51161	0.91015	0.97235	0.045478	0.10197	0.66563	0.43031	0.030287	0.11916	0.029886	0.73401	0.7526	0.80961	0.04765	0.59945	0.90592	0.74024	0.1601	0.94861	0.10084	0.030055	0.040837	0.041861	0.045003	0.042836	0.97855	0.35224	0.66732	0.91167	0.84162
Meth__cg06200013__ATP1B2	0.051724	0.020281	0.032648	0.10885	0.035888	0.26489	0.042902	0.18229	0.027213	0.041503	0.16397	0.037171	0.028492	0.036064	0.035449	0.04668	0.030237	0.15348	0.25064	0.037653	0.026128	0.042176	0.80252	0.044745	0.048431	0.61362	0.040301	0.023727	0.023982	0.033613	0.027598	0.024474	0.043149	0.035989	0.057778	0.063664	0.04383
Meth__cg05846716__PCSK2	0.13175	0.023449	0.2498	0.066287	0.064383	0.074655	0.31453	0.089041	0.040976	0.051249	0.40316	0.69231	0.045851	0.061774	0.034612	0.074372	0.033381	0.20158	0.12069	0.14152	0.056183	0.033704	0.14106	0.28619	0.047491	0.8648	0.046029	0.038593	0.024931	0.043982	0.033742	0.032	0.14054	0.16205	0.38673	0.10264	0.078771
U133A__TFAP2B	8.7798	3.7939	3.8194	3.232	3.5036	3.9473	3.791	3.4576	4.0521	3.6527	3.5061	3.336	9.3386	3.3784	3.3415	3.3473	4.2692	3.4222	3.6148	9.1798	3.5941	9.0526	3.3865	9.6646	8.48	10.225	4.1005	3.8977	3.5906	3.1773	3.5597	8.5494	7.4394	3.4552	3.9038	9.745	3.622
Meth__cg21624282__LOC122258	0.9168	0.061139	0.44407	0.91042	0.075581	0.092154	0.92256	0.93537	0.066727	0.093969	0.84374	0.83209	0.090245	0.13627	0.89124	0.10448	0.10911	0.83868	0.81058	0.22519	0.13681	0.92934	0.18131	0.15963	0.81053	0.52431	0.063722	0.081868	0.082086	0.13311	0.057836	0.050038	0.63083	0.12922	0.78293	0.54141	0.4048
Meth__cg09542745__SFRP5	0.36586	0.067271	0.83763	0.73076	0.055774	0.62314	0.56655	0.09922	0.044138	0.074198	0.41188	0.074283	0.067512	0.27415	0.066007	0.086886	0.035874	0.88302	0.89221	0.1244	0.86999	0.76573	0.87121	0.59063	0.1404	0.89443	0.1267	0.059772	0.042414	0.044984	0.050771	0.054717	0.15621	0.24031	0.16461	0.44126	0.07106
Meth__cg25808906__DGKG	0.90887	0.044096	0.22784	0.073445	0.04123	0.85536	0.77803	0.5288	0.05435	0.060456	0.20811	0.4117	0.064124	0.066113	0.084417	0.088207	0.12142	0.85392	0.91359	0.22229	0.052145	0.90512	0.84297	0.17224	0.1874	0.71869	0.092653	0.066408	0.18893	0.29446	0.047358	0.047805	0.14023	0.19993	0.62394	0.080827	0.060333
Meth__cg08918749__LPL	0.87543	0.15588	0.878	0.18739	0.13548	0.88038	0.86145	0.19538	0.048357	0.11513	0.25774	0.062179	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.25883	0.077495	0.1272	0.80762	0.15806	0.12142	0.8505	0.12977	0.047672	0.043854	0.25616	0.071505	0.065518	0.87765	0.28798	0.061029	0.5333	0.41344
Meth__cg18452600__MSRA	0.057967	0.21066	0.11383	0.93347	0.75465	0.3386	0.40583	0.67323	0.24432	0.18311	0.11229	0.40562	0.21127	0.15372	0.044152	0.20175	0.061519	0.061473	0.11911	0.92891	0.81287	0.044013	0.11803	0.11521	0.24748	0.12356	0.18498	0.040786	0.043497	0.082704	0.23159	0.12103	0.44478	0.2104	0.076812	0.18668	0.19439
Meth__cg03773789__GLI4	0.047175	0.1268	0.037782	0.07998	0.03024	0.093429	0.05518	0.95072	0.055312	0.054418	0.045709	0.39501	0.042707	0.11725	0.04112	0.050319	0.026402	0.062032	0.039933	0.2046	0.16666	0.092294	0.063796	0.071883	0.065343	0.097955	0.051528	0.073171	0.046934	0.092534	0.77808	0.027138	0.42018	0.09739	0.032756	0.055317	0.10032
