Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg06557358__LOC124842	0.45579	0.035784	0.19846	0.10074	0.02244	0.94238	0.38554	0.19327	0.028363	0.026057	0.29812	0.075581	0.16955	0.047485	0.041673	0.068769	0.15523	0.032737	0.11648	0.054286	0.071292	0.82416	0.037031	0.054022	0.078981	0.050377	0.15934	0.055964	0.12572	0.026846	0.028214	0.11396	0.06911	0.036371	0.030744	0.042363
Meth__cg11465971__GSH2	0.63556	0.029811	0.95391	0.20006	0.078095	0.93474	0.75412	0.58812	0.048626	0.065669	0.48847	0.079925	0.93783	0.046872	0.87844	0.048291	0.043868	0.031756	0.93963	0.91369	0.5752	0.79239	0.57521	0.049012	0.89319	0.097526	0.080387	0.067345	0.052319	0.048971	0.047997	0.89668	0.068569	0.067467	0.19878	0.073196
Meth__cg22646528__DTNA	0.045559	0.039171	0.65757	0.027792	0.02191	0.17431	0.031678	0.014819	0.031174	0.042326	0.075074	0.12532	0.085997	0.032968	0.047898	0.038246	0.059582	0.045315	0.034192	0.04314	0.077705	0.046664	0.061854	0.099845	0.067619	0.084514	0.054112	0.025322	0.032593	0.058256	0.040356	0.066968	0.11367	0.037351	0.024918	0.028962
Meth__cg05511752__MED12	0.58699	0.050011	0.07376	0.069292	0.30696	0.043432	0.077703	0.067767	0.3993	0.096675	0.058677	0.066476	0.092664	0.39661	0.49151	0.53344	0.33952	0.057463	0.063074	0.067658	0.055122	0.10625	0.076201	0.34	0.48518	0.53615	0.056409	0.042327	0.37637	0.059588	0.047476	0.41107	0.1314	0.5055	0.25139	0.054461
Meth__cg12589433__AR	0.44381	0.027046	0.81131	0.04076	0.058053	0.052533	0.045763	0.46362	0.28693	0.056102	0.8656	0.94835	0.064918	0.24679	0.81144	0.41988	0.2769	0.038885	0.046393	0.046603	0.083511	0.8606	0.039352	0.053199	0.51362	0.04685	0.4956	0.059393	0.058625	0.033684	0.036994	0.53319	0.079243	0.35938	0.058683	0.051816
Meth__cg15488251__MYH11	0.15454	0.020876	0.09475	0.038889	0.021869	0.36202	0.055943	0.87328	0.023598	0.024129	0.71583	0.033875	0.70104	0.026487	0.023077	0.022659	0.055456	0.043055	0.68557	0.2473	0.02652	0.84415	0.029308	0.041887	0.88606	0.043705	0.019242	0.019092	0.024844	0.024329	0.018375	0.075158	0.046486	0.035695	0.028327	0.19418
Meth__cg00728317__MT1F	0.11482	0.48127	0.1218	0.3621	0.11283	0.65832	0.25875	0.59386	0.095978	0.089356	0.083282	0.46402	0.15081	0.10117	0.75039	0.1101	0.12838	0.43844	0.15773	0.23577	0.53635	0.8043	0.5699	0.12068	0.14442	0.16908	0.12551	0.085827	0.11138	0.28344	0.1933	0.25128	0.25127	0.13418	0.076752	0.078234
Meth__cg05989054__GAMT	0.053622	0.096064	0.58049	0.094304	0.066947	0.938	0.092937	0.97686	0.093064	0.056482	0.78996	0.8594	0.61074	0.076389	0.71222	0.93312	0.26854	0.95589	0.74026	0.19151	0.92898	0.89647	0.14617	0.079221	0.061819	0.13506	0.49665	0.60321	0.95532	0.84564	0.11721	0.057638	0.1935	0.061422	0.064756	0.054482
Meth__cg09906488__CAMK1D	0.035074	0.83977	0.96438	0.89301	0.43973	0.95403	0.037094	0.055848	0.027232	0.040909	0.88673	0.52529	0.95112	0.053533	0.1471	0.031835	0.093605	0.11869	0.52868	0.42774	0.96971	0.68567	0.043194	0.046359	0.038143	0.60187	0.054072	0.031692	0.055881	0.91036	0.025401	0.84374	0.8078	0.34693	0.054375	0.7289
Meth__cg03256955__TGFBR2	0.055375	0.084128	0.069305	0.14645	0.36047	0.048731	0.20211	0.042862	0.059697	0.37092	0.078094	0.084879	0.17671	0.091266	0.050714	0.032389	0.081879	0.051855	0.33582	0.10314	0.057966	0.10633	0.45152	0.10365	0.28386	0.10283	0.053641	0.046627	0.042829	0.68823	0.052677	0.88452	0.084514	0.19387	0.15027	0.76893
Meth__cg06369854__VDR	0.029446	0.021127	0.036154	0.018947	0.018749	0.71806	0.025756	0.07521	0.029784	0.038634	0.056331	0.035591	0.093949	0.029955	0.022465	0.028632	0.04964	0.02092	0.020115	0.02831	0.085285	0.31025	0.023854	0.023014	0.032362	0.029367	0.03793	0.022905	0.019063	0.28702	0.01511	0.026721	0.078208	0.022662	0.026495	0.023301
Meth__cg27133864__HIST1H2AE	0.27177	0.093085	0.68939	0.18574	0.15679	0.10729	0.13611	0.1934	0.12179	0.21253	0.32435	0.24084	0.23575	0.10618	0.10345	0.11189	0.12515	0.49517	0.1632	0.1366	0.14694	0.71377	0.17286	0.16986	0.35191	0.19097	0.54021	0.15211	0.16553	0.16411	0.13683	0.81462	0.17897	0.19776	0.1961	0.26864
Meth__cg02420102__MGC33948	0.082726	0.042528	0.048022	0.055973	0.055639	0.04901	0.081363	0.046265	0.045055	0.060144	0.046593	0.047309	0.06407	0.053201	0.050068	0.062323	0.10846	0.044885	0.0665	0.085992	0.050628	0.088756	0.058132	0.15776	0.10211	0.080685	0.042467	0.057438	0.067436	0.063191	0.04439	0.070688	0.065749	0.056289	0.07585	0.073504
Meth__cg10207745__C12orf36	0.062087	0.076296	0.045573	0.72841	0.83578	0.79374	0.66773	0.40265	0.90951	0.10879	0.18531	0.0737	0.077967	0.76597	0.10105	0.31434	0.077975	0.036092	0.32957	0.50315	0.1181	0.088261	0.37267	0.075294	0.4033	0.079029	0.07847	0.32904	0.055601	0.21903	0.034538	0.44744	0.31797	0.3952	0.59525	0.4652
Meth__cg18846362__CA12	0.033493	0.084139	0.88368	0.041844	0.032705	0.24464	0.042444	0.29235	0.03868	0.039455	0.25556	0.10428	0.50464	0.036898	0.38957	0.033982	0.061906	0.035648	0.028781	0.035712	0.27967	0.09404	0.041325	0.076869	0.14622	0.059118	0.033327	0.037937	0.032895	0.10829	0.045716	0.12114	0.1277	0.03916	0.032214	0.035911
Meth__cg20797766__PRSS27	0.051354	0.071979	0.051667	0.23743	0.11662	0.053177	0.51569	0.063866	0.11939	0.33229	0.048387	0.050987	0.1294	0.10135	0.090562	0.049602	0.07847	0.048181	0.2359	0.29862	0.053939	0.058605	0.44299	0.084003	0.2447	0.061582	0.043534	0.032722	0.048449	0.24227	0.046654	0.045551	0.11572	0.045258	0.042974	0.046119
Meth__cg14998713__ETS1	0.93116	0.051863	0.05668	0.94918	0.55616	0.03125	0.91191	0.029159	0.052679	0.2197	0.033766	0.038436	0.082326	0.048935	0.033025	0.10445	0.074267	0.082084	0.9625	0.90819	0.040559	0.066194	0.57588	0.50622	0.94097	0.11647	0.078125	0.026224	0.032035	0.86981	0.035664	0.95275	0.70454	0.73846	0.66406	0.071185
SNP__LOC441440	-0.26	-0.178	-0.209	1.861	2.288	2.394	0.064	-0.573	0.129	1.881	0.04	-0.018	0.1	-0.29	-0.094	2.423	0.464	-0.088	-0.006	1.694	2.642	-0.159	-0.186	0.2	2.292	0.047	-0.211	2.084	0.002	-0.053	2.049	2.062	-0.139	-0.296	1.735	0.024
Meth__cg22391400__SLK	0.036403	0.026684	0.042182	0.024108	0.031069	0.019346	0.035364	0.3481	0.031762	0.025971	0.034436	0.10415	0.078825	0.0273	0.029219	0.027609	0.06814	0.024452	0.024515	0.031451	0.040854	0.075528	0.028017	0.031518	0.061558	0.078806	0.02404	0.025406	0.022322	0.022691	0.02672	0.013299	0.071802	0.038101	0.037444	0.03182
Meth__cg23736819__LOC115648	0.095127	0.38207	0.091968	0.17536	0.13854	0.066759	0.93023	0.94201	0.091487	0.080875	0.1414	0.1614	0.17739	0.12037	0.09912	0.14015	0.1822	0.074194	0.44372	0.11088	0.098056	0.23149	0.14996	0.23837	0.16985	0.33228	0.084142	0.091939	0.18723	0.17848	0.12536	0.23408	0.17247	0.14261	0.14021	0.15335
Meth__cg13320626__ST8SIA4	0.65218	0.091759	0.50419	0.58249	0.072299	0.57281	0.52881	0.90216	0.066968	0.066717	0.82454	0.13157	0.80021	0.25826	0.90112	0.077039	0.16421	0.23519	0.049091	0.36395	0.079452	0.16378	0.91619	0.09196	0.82919	0.18961	0.43641	0.080973	0.82514	0.67642	0.24662	0.75193	0.78216	0.69895	0.38474	0.83472
Meth__cg07455279__NDUFA3	0.15511	0.29652	0.11782	0.1201	0.56545	0.53833	0.27725	0.12797	0.50379	0.34155	0.055754	0.37095	0.52294	0.42468	0.061754	0.51232	0.11406	0.38606	0.081135	0.086115	0.065837	0.20272	0.34471	0.16087	0.53835	0.37746	0.051025	0.081684	0.079638	0.13278	0.040285	0.075622	0.032399	0.065973	0.35392	0.23604
Meth__cg01797527__BMP2	0.56431	0.017364	0.96823	0.13212	0.041939	0.85717	0.61926	0.50864	0.17105	0.042763	0.95602	0.12142	0.84266	0.13399	0.16804	0.07853	0.043406	0.021558	0.76923	0.72132	0.29053	0.87698	0.55273	0.037111	0.75451	0.031746	0.028675	0.03248	0.020537	0.025521	0.021989	0.47779	0.085955	0.054941	0.38468	0.28075
Meth__cg16861508__TNFRSF10B	0.045187	0.82476	0.42584	0.90194	0.8175	0.51111	0.3301	0.70743	0.8143	0.89188	0.038152	0.19123	0.44508	0.63754	0.16249	0.43054	0.32253	0.49091	0.48067	0.44864	0.052957	0.091126	0.76389	0.10639	0.12277	0.56436	0.03509	0.37418	0.032567	0.73313	0.067365	0.034954	0.086812	0.42008	0.70643	0.8768
Meth__cg03065202__MGC17330	0.045292	0.040763	0.63329	0.03	0.071245	0.04907	0.04946	0.051316	0.063278	0.059558	0.23841	0.14442	0.91081	0.037169	0.11844	0.042275	0.090736	0.055209	0.54601	0.050859	0.90608	0.24498	0.28319	0.048031	0.33248	0.090484	0.14127	0.05142	0.056914	0.037532	0.074776	0.45102	0.23751	0.30542	0.037003	0.041951
Meth__cg23499129__MGC35308	0.15067	0.045932	0.8602	0.12326	0.27734	0.88508	0.84744	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.87674	0.74105	0.067702	0.23971	0.9095	0.050177	0.077898	0.056485	0.062591	0.083574	0.047281	0.82258	0.86293	0.073425	0.069667	0.065076
Meth__cg08958015__CCDC65	0.072018	0.027063	0.84674	0.12649	0.50809	0.92993	0.036731	0.044885	0.047694	0.63594	0.89956	0.19076	0.89276	0.20155	0.050475	0.64816	0.57437	0.15054	0.75665	0.68852	0.92279	0.47956	0.032688	0.044938	0.075913	0.16094	0.91115	0.5349	0.066327	0.95039	0.918	0.92778	0.5517	0.90055	0.87565	0.90493
Meth__cg17329249__MAT2B	0.43882	0.063767	0.083899	0.18057	0.33502	0.062172	0.26965	0.14082	0.10166	0.089048	0.059352	0.060973	0.12022	0.12257	0.1223	0.073809	0.19623	0.083295	0.080666	0.077695	0.057183	0.11885	0.092842	0.11558	0.13575	0.12915	0.056557	0.080475	0.084414	0.83202	0.039799	0.06758	0.08991	0.064329	0.15721	0.59465
Meth__cg20716119__CDH1	0.027922	0.52657	0.028157	0.021743	0.015933	0.88821	0.014987	0.024625	0.018791	0.016519	0.024481	0.028966	0.039747	0.018619	0.018973	0.036232	0.037963	0.52687	0.014447	0.015382	0.83611	0.87884	0.020372	0.023849	0.031953	0.41542	0.07233	0.028719	0.67666	0.018107	0.030791	0.012799	0.02966	0.021808	0.020889	0.017048
Meth__cg25546588__IL15	0.040456	0.036976	0.060526	0.047475	0.038769	0.65529	0.043406	0.54545	0.037806	0.044061	0.04015	0.041939	0.12356	0.041383	0.050047	0.046924	0.096857	0.044744	0.042927	0.049177	0.045228	0.090507	0.043733	0.053246	0.053657	0.058155	0.041136	0.038831	0.035334	0.041773	0.040654	0.042127	0.11875	0.048816	0.045207	0.04573
Meth__cg16928795__ERCC8	0.058735	0.053252	0.077171	0.058353	0.053665	0.059985	0.056617	0.54382	0.060501	0.05778	0.059293	0.087746	0.1274	0.063351	0.062975	0.053869	0.087546	0.047656	0.068051	0.059622	0.062262	0.08749	0.065521	0.077057	0.081314	0.097581	0.060821	0.059281	0.068657	0.054725	0.065109	0.040094	0.092299	0.065103	0.055336	0.06913
Meth__cg06101212__CLDN3	0.035757	0.11814	0.90665	0.54153	0.015265	0.97301	0.023661	0.031141	0.7607	0.10512	0.87432	0.044052	0.60086	0.79669	0.89205	0.34195	0.07884	0.90927	0.01543	0.022708	0.97113	0.86085	0.045105	0.010245	0.058729	0.36341	0.8962	0.19426	0.37038	0.018536	0.014246	0.022863	0.024562	0.024364	0.69657	0.59938
Meth__cg08439468__BICD2	0.072932	0.062348	0.10894	0.08022	0.046465	0.042271	0.063533	0.097765	0.039106	0.04923	0.089191	0.079821	0.096734	0.069162	0.054785	0.048729	0.088906	0.042463	0.041208	0.093075	0.070836	0.098006	0.083398	0.086482	0.37586	0.10196	0.044902	0.040439	0.037651	0.041004	0.059495	0.03028	0.15948	0.049063	0.04289	0.051796
Meth__cg02204046__MYCN	0.59686	0.039731	0.21698	0.043936	0.03514	0.90006	0.042943	0.027354	0.032909	0.04692	0.19654	0.084374	0.444	0.037513	0.070415	0.22004	0.21934	0.37671	0.41306	0.43284	0.05704	0.82328	0.037578	0.083631	0.12497	0.099693	0.1324	0.14908	0.12421	0.03666	0.053066	0.20705	0.092355	0.039824	0.07907	0.040711
Meth__cg12629515__HIST1H2BO	0.095199	0.08997	0.53531	0.24938	0.25148	0.2817	0.26667	0.79658	0.10255	0.42968	0.15514	0.10375	0.39883	0.092617	0.46033	0.057069	0.27624	0.80332	0.083422	0.095998	0.15017	0.20628	0.10935	0.14107	0.13099	0.14685	0.83318	0.079065	0.41481	0.59145	0.29143	0.13378	0.17471	0.16182	0.098686	0.10157
Meth__cg05680424__BPGM	0.066327	0.046208	0.053146	0.051717	0.031495	0.047121	0.033427	0.54873	0.043478	0.043782	0.046831	0.066282	0.10229	0.035609	0.038206	0.02898	0.043971	0.03605	0.033025	0.054102	0.049016	0.090965	0.052403	0.08735	0.13731	0.070768	0.043915	0.036508	0.061611	0.041733	0.04776	0.051428	0.077058	0.067196	0.072169	0.045592
Meth__cg23989635__CDH1	0.050655	0.64228	0.09478	0.063581	0.035018	0.96862	0.048779	0.0549	0.040911	0.045953	0.050443	0.093967	0.077402	0.039968	0.045505	0.10406	0.076948	0.66219	0.038011	0.068377	0.10807	0.94931	0.055096	0.045754	0.066226	0.41594	0.049494	0.044189	0.12654	0.028337	0.060104	0.032951	0.052377	0.047912	0.041385	0.036959
Meth__cg03682712__LOXL1	0.03711	0.86147	0.66632	0.96079	0.15588	0.64798	0.45174	0.37769	0.016943	0.42287	0.97455	0.93219	0.96323	0.55751	0.92425	0.048716	0.23543	0.017503	0.97393	0.94536	0.83834	0.06389	0.76966	0.015635	0.94502	0.55574	0.73774	0.015294	0.018367	0.017339	0.090509	0.014119	0.21174	0.8518	0.26296	0.73375
Meth__cg20878850__AR	0.20097	0.56474	0.92547	0.073502	0.65492	0.24217	0.050238	0.87557	0.41214	0.040189	0.87117	0.64143	0.73833	0.33386	0.44332	0.39721	0.081752	0.29316	0.093521	0.071313	0.2241	0.79492	0.051235	0.039851	0.34135	0.44485	0.039281	0.031181	0.056504	0.23424	0.079198	0.90249	0.15231	0.69154	0.22541	0.66857
Meth__cg16652259__DLX1	0.80576	0.071001	0.58871	0.082154	0.11651	0.042321	0.94435	0.082362	0.073501	0.07976	0.090017	0.164	0.57026	0.077655	0.75286	0.050809	0.081784	0.03282	0.036225	0.24971	0.065223	0.88165	0.058792	0.086878	0.075044	0.15243	0.28526	0.067962	0.043117	0.049194	0.046002	0.23883	0.0956	0.62267	0.63064	0.91683
Meth__cg23582408__EEF1A2	0.028026	0.019679	0.028487	0.057877	0.017175	0.52197	0.026633	0.17694	0.056188	0.029857	0.53601	0.29046	0.040594	0.05312	0.1007	0.02378	0.09362	0.36933	0.022963	0.02437	0.16233	0.58233	0.024613	0.37327	0.091762	0.10591	0.045674	0.02283	0.1354	0.022286	0.021821	0.27368	0.066046	0.030622	0.021085	0.02731
Meth__cg15572787__RTDR1	0.031867	0.025735	0.061297	0.035472	0.031032	0.95346	0.029957	0.025965	0.027903	0.038486	0.10515	0.33155	0.41423	0.036642	0.12852	0.0809	0.05818	0.051847	0.033938	0.058088	0.073114	0.061173	0.037643	0.047733	0.054608	0.073011	0.027211	0.033738	0.030244	0.040834	0.03556	0.21142	0.069988	0.028413	0.047616	0.17593
Meth__cg08990057__PLS3	0.49928	0.060732	0.046941	0.057545	0.17583	0.037754	0.058344	0.045326	0.30468	0.22982	0.055783	0.053807	0.10495	0.23015	0.27003	0.32702	0.11391	0.046781	0.56654	0.93687	0.1764	0.1231	0.067016	0.26309	0.44224	0.091993	0.044103	0.055	0.23935	0.062543	0.039639	0.17863	0.20668	0.83413	0.35855	0.038831
Meth__cg05245515__SLC39A2	0.10643	0.038085	0.088417	0.73464	0.15539	0.89921	0.10345	0.22683	0.078681	0.083457	0.84012	0.2266	0.19855	0.066405	0.11133	0.79188	0.094732	0.091167	0.067981	0.21081	0.68849	0.13545	0.60411	0.052177	0.32579	0.10393	0.10485	0.16243	0.11414	0.052813	0.056662	0.057259	0.14171	0.18695	0.34203	0.39889
Meth__cg02238826__B3GNT5	0.88831	0.47428	0.047296	0.49382	0.95198	0.040686	0.95168	0.02755	0.046354	0.23538	0.041575	0.034122	0.058033	0.085025	0.034119	0.034444	0.075778	0.056468	0.41055	0.34655	0.043472	0.064395	0.048823	0.092238	0.36184	0.52098	0.045399	0.033797	0.051216	0.049473	0.033948	0.96361	0.83149	0.59868	0.68549	0.69432
Meth__cg19258882__ERBB3	0.039942	0.036267	0.053322	0.063007	0.066172	0.13329	0.047175	0.056798	0.04483	0.071361	0.046058	0.17765	0.071405	0.040339	0.076534	0.088053	0.031152	0.14355	0.06331	0.03822	0.065654	0.12185	0.038808	0.038691	0.051876	0.044444	0.068946	0.071797	0.42133	0.053701	0.078845	0.037677	0.060111	0.049906	0.03682	0.037791
Meth__cg17885062__NRCAM	0.077158	0.077352	0.102	0.08911	0.043418	0.59962	0.094943	0.05732	0.047059	0.066307	0.32177	0.12341	0.1184	0.082469	0.066146	0.067609	0.11622	0.15131	0.042779	0.081375	0.10642	0.86007	0.081781	0.089497	0.84702	0.10739	0.056841	0.047968	0.050222	0.044062	0.053315	0.3611	0.19058	0.069946	0.076681	0.11147
Meth__cg26926521__ADRA2A	0.028643	0.024719	0.96525	0.29924	0.027336	0.79937	0.03142	0.42212	0.036201	0.040988	0.96532	0.15456	0.26808	0.039666	0.62592	0.14563	0.085077	0.064451	0.58727	0.21922	0.037776	0.85723	0.038275	0.063349	0.25281	0.06935	0.041797	0.047346	0.053613	0.033772	0.031798	0.36997	0.071881	0.04395	0.028469	0.039037
Meth__cg18997129__EPHA1	0.078105	0.071805	0.075321	0.068948	0.062381	0.92293	0.073347	0.10938	0.081083	0.078862	0.078374	0.08535	0.11774	0.082881	0.059491	0.42999	0.18385	0.77627	0.05608	0.093331	0.68969	0.85179	0.073622	0.10718	0.11507	0.11457	0.10823	0.056276	0.86803	0.057938	0.078908	0.065061	0.090559	0.082862	0.076509	0.074361
Meth__cg02132188__NSBP1	0.37316	0.052197	0.10055	0.072137	0.25359	0.045227	0.066558	0.2825	0.336	0.2057	0.064935	0.10921	0.078474	0.30789	0.069022	0.28823	0.29168	0.064318	0.06113	0.066928	0.057022	0.13234	0.060952	0.37188	0.32583	0.13349	0.055728	0.041181	0.080319	0.090767	0.037275	0.32058	0.15345	0.24025	0.14173	0.056328
Meth__cg09787254__FA2H	0.034243	0.046906	0.03629	0.039258	0.023932	0.57248	0.043608	0.048074	0.028651	0.029294	0.1093	0.061866	0.05667	0.10328	0.036295	0.043263	0.079209	0.085541	0.023809	0.047977	0.062356	0.095965	0.04748	0.047716	0.075065	0.041223	0.041892	0.026912	0.069909	0.02799	0.026453	0.02217	0.085021	0.033206	0.031542	0.033609
Meth__cg09643313__PPP1R9A	0.06392	0.051817	0.14764	0.046775	0.042374	0.046506	0.05428	0.067008	0.041445	0.048181	0.34399	0.087543	0.42851	0.054103	0.04191	0.050343	0.078186	0.050845	0.067835	0.049751	0.082926	0.055614	0.054703	0.087821	0.064227	0.049749	0.079023	0.057647	0.052479	0.04306	0.043805	0.033837	0.10653	0.051455	0.036922	0.045048
Meth__cg15105660__CLDN1	0.04923	0.15157	0.058201	0.94042	0.61607	0.44841	0.78962	0.028007	0.030007	0.4245	0.92116	0.026141	0.089437	0.46879	0.12846	0.14583	0.099672	0.10316	0.50225	0.33686	0.11689	0.12947	0.57601	0.31456	0.85361	0.16651	0.042147	0.03946	0.049865	0.32821	0.029677	0.22589	0.075472	0.04886	0.040065	0.67892
Meth__cg04502814__SEPP1	0.068303	0.034453	0.43436	0.038177	0.038233	0.6125	0.046296	0.87369	0.50453	0.048946	0.057913	0.10861	0.72348	0.32764	0.26449	0.18164	0.15899	0.074284	0.050389	0.047816	0.50368	0.5071	0.042484	0.045876	0.089701	0.069376	0.45658	0.88947	0.10437	0.0547	0.042602	0.063827	0.045363	0.05983	0.052462	0.067939
Meth__cg20837735__SERPINB5	0.064322	0.052106	0.10892	0.67406	0.046565	0.90221	0.057736	0.028204	0.052944	0.087789	0.061392	0.08064	0.17165	0.054985	0.059305	0.24341	0.079317	0.65186	0.055507	0.057017	0.78969	0.80535	0.066351	0.096124	0.49304	0.073292	0.45906	0.03902	0.048401	0.067135	0.051535	0.080181	0.40147	0.061679	0.049251	0.087337
Meth__cg20977864__HYDIN	0.11538	0.07327	0.23814	0.86456	0.081251	0.80547	0.12395	0.7787	0.086965	0.069919	0.094163	0.39925	0.54431	0.098663	0.089906	0.49966	0.25701	0.34404	0.90823	0.73029	0.29834	0.88733	0.17146	0.39311	0.15894	0.096766	0.23849	0.07616	0.067701	0.68178	0.053388	0.077878	0.58134	0.13499	0.17619	0.28323
Meth__cg08145590__C3orf15	0.38033	0.01755	0.95788	0.97457	0.024205	0.96475	0.062168	0.97044	0.19886	0.023908	0.95825	0.19386	0.94389	0.13031	0.92266	0.047297	0.064383	0.13387	0.22469	0.023148	0.34458	0.91573	0.97091	0.024044	0.91761	0.036531	0.016861	0.020932	0.018749	0.020195	0.42139	0.97222	0.43569	0.025083	0.64898	0.68795
Meth__cg24264506__TTC12	0.028624	0.026734	0.026665	0.02563	0.021078	0.017095	0.044751	0.024376	0.98376	0.022427	0.029234	0.016376	0.031549	0.82571	0.020783	0.021281	0.055354	0.018659	0.050183	0.033902	0.028521	0.032487	0.039252	0.053038	0.067332	0.041237	0.022161	0.018472	0.015019	0.026599	0.015541	0.023067	0.037302	0.021908	0.047894	0.031531
Meth__cg00126034__WNT3	0.082697	0.039399	0.93124	0.58479	0.21136	0.939	0.12281	0.37127	0.043855	0.057898	0.93239	0.94261	0.77542	0.27751	0.94485	0.70339	0.065499	0.05005	0.22446	0.29778	0.94665	0.90253	0.86124	0.075897	0.86399	0.14778	0.040977	0.033501	0.76502	0.1352	0.028354	0.92769	0.07777	0.23885	0.43219	0.90118
Meth__cg05840031__PAX6	0.064235	0.25073	0.043871	0.16263	0.098279	0.073639	0.6062	0.039474	0.071231	0.62385	0.17546	0.035845	0.57785	0.075652	0.029669	0.034314	0.054499	0.043144	0.60186	0.60499	0.066866	0.88497	0.58773	0.078559	0.73826	0.15856	0.071245	0.11396	0.078372	0.034804	0.036055	0.62303	0.073864	0.050418	0.43749	0.3996
Meth__cg21309147__STAC2	0.67009	0.017656	0.9823	0.71675	0.035909	0.94609	0.93404	0.98902	0.042128	0.11861	0.035239	0.32278	0.97856	0.040331	0.03623	0.033115	0.12033	0.059211	0.73542	0.68138	0.038146	0.96978	0.46409	0.095707	0.9772	0.017772	0.091752	0.42266	0.037366	0.55193	0.98154	0.92256	0.47003	0.84815	0.93415	0.97181
Meth__cg09872616__MEST	0.9656	0.025962	0.2385	0.30246	0.029133	0.96217	0.51588	0.48581	0.4475	0.025139	0.95909	0.49318	0.61317	0.38427	0.96188	0.034655	0.94478	0.64948	0.021396	0.041468	0.93047	0.50787	0.076179	0.049737	0.1746	0.050183	0.94682	0.95354	0.031312	0.53551	0.029058	0.96117	0.93053	0.026441	0.031723	0.02728
Meth__cg03602500__FLJ00060	0.11584	0.05722	0.11318	0.072757	0.062924	0.12062	0.094706	0.40187	0.04751	0.071063	0.41951	0.6293	0.27524	0.048066	0.098106	0.2786	0.16778	0.0477	0.067395	0.11796	0.065254	0.23515	0.060248	0.10756	0.11128	0.069715	0.066575	0.079573	0.070224	0.050231	0.043165	0.13724	0.10147	0.10284	0.059836	0.06868
Meth__cg18453621__LMX1B	0.023826	0.026754	0.69763	0.014837	0.022385	0.98812	0.015983	0.04518	0.90641	0.019074	0.98526	0.78302	0.068508	0.66639	0.028522	0.022112	0.025037	0.015054	0.63657	0.019065	0.95988	0.96424	0.025118	0.066847	0.044774	0.04503	0.025928	0.014747	0.46961	0.014805	0.021389	0.01865	0.059261	0.055622	0.027675	0.023793
Meth__cg25635352__B3GALT3	0.040193	0.67512	0.96164	0.043662	0.033365	0.96375	0.044055	0.27791	0.031248	0.037226	0.046139	0.10864	0.61308	0.031978	0.96695	0.030555	0.084258	0.24171	0.029597	0.53736	0.046384	0.088625	0.03887	0.064626	0.11684	0.39361	0.18046	0.032201	0.18422	0.24805	0.022835	0.69706	0.09041	0.032765	0.52056	0.95493
Meth__cg02611282__CREB5	0.30175	0.060912	0.21147	0.18208	0.1126	0.28222	0.1517	0.58887	0.094218	0.099298	0.19469	0.3658	0.45172	0.087266	0.18079	0.45498	0.087625	0.13833	0.22452	0.10819	0.15055	0.55852	0.15179	0.18905	0.16646	0.12054	0.26409	0.18589	0.14164	0.62849	0.082959	0.25208	0.28244	0.15096	0.10717	0.10962
Meth__cg12739034__PTGER3	0.099446	0.041473	0.8729	0.31827	0.057126	0.7193	0.050095	0.34089	0.057032	0.047541	0.47652	0.062752	0.098895	0.052976	0.25443	0.1391	0.11608	0.1117	0.044881	0.050033	0.1155	0.54621	0.05217	0.073286	0.32122	0.15483	0.21635	0.042404	0.559	0.065274	0.048151	0.332	0.10638	0.062129	0.19074	0.48362
Meth__cg03972838__FLJ20232	0.028581	0.017815	0.020966	0.021194	0.028841	0.6982	0.020481	0.68681	0.021515	0.022309	0.44842	0.05059	0.041092	0.019283	0.22533	0.95374	0.020229	0.083936	0.062454	0.17862	0.68524	0.53528	0.083977	0.062417	0.024011	0.022876	0.019499	0.17901	0.025816	0.4774	0.016249	0.014743	0.037481	0.04039	0.023372	0.023045
