Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR7530	ZR75B
Meth__cg06790324__GRB10	0.0287	0.029236	0.035245	0.029391	0.026686	0.76044	0.032203	0.044538	0.022733	0.024045	0.028278	0.027343	0.042168	0.01269	0.023738	0.027516	0.038745	0.037123	0.040643	0.020475	0.031217	0.034179	0.073741	0.1097	0.033744	0.040874	0.067736	0.046753	0.017421	0.019674	0.016846	0.021786	0.045768	0.040162	0.026064	0.03015	0.081132	0.028468
Meth__cg26643856__HLA-DOA	0.48349	0.026974	0.86193	0.77737	0.66865	0.11739	0.48719	0.78748	0.50781	0.39578	0.31022	0.54815	0.36664	0.021483	0.38165	0.1627	0.68436	0.064687	0.017583	0.23163	0.24603	0.089259	0.62537	0.11266	0.057215	0.035985	0.047282	0.037677	0.14938	0.054486	0.024564	0.71925	0.22557	0.10966	0.70781	0.39178	0.42606	0.44354
Meth__cg27379587__NMB	0.089366	0.13562	0.3015	0.13371	0.10158	0.86743	0.12575	0.22895	0.11835	0.14567	0.20361	0.33777	0.7016	0.15826	0.11439	0.13765	0.13053	0.20715	0.3696	0.30016	0.27392	0.83785	0.1306	0.81097	0.17282	0.1548	0.29356	0.19187	0.096145	0.09389	0.33868	0.55093	0.58013	0.33798	0.15071	0.14436	0.60783	0.39371
Meth__cg01520924__HSPA2	0.21635	0.92864	0.65842	0.51552	0.65013	0.89627	0.93719	0.055097	0.043456	0.26804	0.64922	0.37054	0.67649	0.80087	0.042698	0.48453	0.453	0.14513	0.041041	0.26603	0.10415	0.056423	0.51801	0.098588	0.56506	0.091983	0.18324	0.62264	0.04642	0.047312	0.60515	0.59293	0.9365	0.11517	0.067339	0.76769	0.12305	0.92165
Meth__cg14614901__LOC401498	0.065025	0.059849	0.87341	0.81894	0.033883	0.52639	0.84667	0.54203	0.037385	0.049552	0.65292	0.068404	0.82271	0.083912	0.1347	0.23992	0.05801	0.11526	0.032087	0.82478	0.49235	0.058238	0.87462	0.80713	0.41883	0.11741	0.77728	0.10234	0.050127	0.042705	0.090584	0.35064	0.3153	0.054038	0.37513	0.49081	0.72089	0.55243
Meth__cg13828839__FXYD6	0.10484	0.063816	0.45921	0.092644	0.061233	0.93566	0.10147	0.060358	0.059855	0.077617	0.066675	0.037706	0.46493	0.059668	0.067318	0.063972	0.086148	0.11742	0.070266	0.057734	0.053102	0.076507	0.083786	0.8702	0.087942	0.14421	0.47504	0.13167	0.055151	0.059771	0.071074	0.10026	0.10614	0.11641	0.072529	0.082894	0.19018	0.071081
Meth__cg02656594__IL21R	0.85361	0.058388	0.18513	0.73114	0.60515	0.22129	0.46108	0.77831	0.35242	0.69879	0.34067	0.35491	0.3903	0.033869	0.25534	0.35119	0.59197	0.089629	0.13668	0.52129	0.69691	0.35138	0.91345	0.1445	0.24554	0.11959	0.06901	0.063951	0.075739	0.13	0.12695	0.090968	0.13292	0.18159	0.8347	0.19473	0.34091	0.22614
Meth__cg09717545__KISS1R	0.13414	0.14981	0.95531	0.46507	0.057166	0.30306	0.22449	0.68559	0.09701	0.15493	0.94985	0.15988	0.77231	0.1312	0.11493	0.94259	0.13281	0.20515	0.44505	0.72296	0.22012	0.94594	0.19202	0.88931	0.15292	0.092029	0.28545	0.20951	0.087722	0.13643	0.12287	0.37296	0.68012	0.13199	0.09944	0.3763	0.17333	0.10577
Meth__cg26780333__ACOT4	0.23298	0.51321	0.42754	0.34932	0.086303	0.98484	0.36936	0.17446	0.21222	0.46144	0.40188	0.062512	0.97187	0.94567	0.20249	0.96715	0.05826	0.081932	0.10425	0.57289	0.31857	0.12631	0.73153	0.9759	0.53662	0.15182	0.29172	0.096837	0.12186	0.017393	0.22071	0.31243	0.32351	0.028471	0.020341	0.37876	0.38386	0.64108
Meth__cg18125479__PYGL	0.025509	0.033512	0.64563	0.13328	0.018343	0.020405	0.18765	0.04738	0.030585	0.015818	0.020327	0.030503	0.038272	0.045563	0.077079	0.015031	0.021524	0.049231	0.014378	0.026161	0.031648	0.032072	0.057875	0.036012	0.05405	0.019692	0.86245	0.030331	0.023605	0.024869	0.057655	0.034646	0.6257	0.030845	0.017297	0.122	0.10014	0.66278
Meth__cg06088032__ZMYND10	0.043416	0.038898	0.05383	0.34941	0.035167	0.44439	0.06447	0.045413	0.042849	0.053399	0.5568	0.2318	0.7261	0.028758	0.04636	0.090374	0.050925	0.072866	0.027941	0.19912	0.050831	0.33746	0.039957	0.1601	0.057446	0.153	0.59709	0.087309	0.026985	0.056568	0.53258	0.40157	0.14405	0.11054	0.040344	0.24359	0.68455	0.46229
Meth__cg01580888__RHPN2	0.038298	0.052911	0.51259	0.18257	0.512	0.27321	0.065916	0.035344	0.016787	0.20367	0.042638	0.10347	0.16626	0.48895	0.021102	0.1861	0.064693	0.053237	0.046259	0.042554	0.046313	0.041484	0.048467	0.097969	0.11027	0.028426	0.064548	0.14715	0.020696	0.021141	0.037982	0.10216	0.31543	0.030203	0.032309	0.26606	0.15139	0.19783
Meth__cg09660171__LMX1B	0.041526	0.045565	0.062516	0.053009	0.037114	0.48889	0.059437	0.068008	0.040009	0.048155	0.045296	0.05707	0.079747	0.036963	0.046661	0.043089	0.040939	0.082207	0.2422	0.081137	0.15456	0.048622	0.042075	0.16118	0.045494	0.068462	0.53309	0.072242	0.040144	0.050209	0.059612	0.22684	0.030033	0.056758	0.044947	0.033791	0.10075	0.045069
Meth__cg09533293__ANXA2	0.063488	0.060221	0.075691	0.09808	0.069421	0.059448	0.063317	0.062654	0.062179	0.053723	0.049904	0.090615	0.10597	0.072996	0.064499	0.099781	0.075558	0.091515	0.086626	0.065252	0.071102	0.072299	0.08596	0.071257	0.062241	0.11932	0.15842	0.11127	0.057842	0.090347	0.067506	0.067658	0.053482	0.16781	0.062047	0.065327	0.17389	0.058416
Meth__cg11373429__ICAM5	0.18049	0.15434	0.12744	0.25949	0.12652	0.09973	0.13318	0.16242	0.085228	0.13475	0.12623	0.12516	0.80139	0.73354	0.095706	0.88259	0.12868	0.23023	0.10426	0.77533	0.76884	0.58669	0.49186	0.26576	0.63148	0.18095	0.81709	0.17316	0.31829	0.09907	0.14835	0.14246	0.87843	0.30461	0.25394	0.22885	0.71216	0.12872
Meth__cg13084335__CRYAB	0.046098	0.029719	0.039692	0.78979	0.25821	0.21391	0.11985	0.018546	0.03156	0.06343	0.036654	0.034991	0.11878	0.046598	0.041937	0.047137	0.10369	0.044461	0.026472	0.36156	0.49374	0.038861	0.34532	0.075856	0.69023	0.060089	0.21496	0.076671	0.022702	0.16868	0.024413	0.60313	0.038627	0.074006	0.32316	0.30078	0.059299	0.67323
Meth__cg25806808__CXCL1	0.33521	0.03391	0.90314	0.29189	0.3037	0.61843	0.54271	0.023307	0.143	0.028314	0.61516	0.073914	0.91123	0.65638	0.40578	0.91443	0.029303	0.12956	0.72793	0.57978	0.32156	0.02918	0.083166	0.50772	0.72141	0.36575	0.86581	0.087382	0.038398	0.024311	0.56908	0.8359	0.88246	0.27812	0.42314	0.26195	0.77973	0.76796
Meth__cg06953995__PALM2-AKAP2	0.03849	0.042196	0.052538	0.43125	0.061552	0.03193	0.53555	0.020859	0.035055	0.04219	0.031588	0.062429	0.083712	0.16649	0.044139	0.047681	0.031808	0.059098	0.032092	0.34067	0.27469	0.0483	0.10288	0.056929	0.049773	0.051387	0.61766	0.10278	0.035915	0.031697	0.032017	0.11345	0.13207	0.064151	0.053695	0.039254	0.26811	0.04307
Meth__cg03856723__PRKACA	0.032447	0.65268	0.2998	0.77168	0.45647	0.15269	0.50155	0.10235	0.030987	0.3254	0.02183	0.77696	0.64144	0.4814	0.040245	0.11164	0.031434	0.23974	0.16736	0.65185	0.44084	0.37741	0.31859	0.18741	0.59833	0.21288	0.36636	0.64016	0.027388	0.028534	0.21945	0.072468	0.11185	0.034742	0.19896	0.30181	0.38385	0.22329
Meth__cg02508567__TCF7L1	0.084028	0.16638	0.91498	0.40316	0.045182	0.55977	0.12328	0.29513	0.055978	0.038375	0.14862	0.21393	0.45325	0.026206	0.057294	0.14958	0.072304	0.19322	0.030414	0.53043	0.46357	0.3007	0.055648	0.85454	0.22492	0.063426	0.21453	0.20582	0.075889	0.046743	0.12666	0.12536	0.51429	0.055886	0.17663	0.088289	0.11526	0.4144
Meth__cg20305726__DEFB126	0.84553	0.067179	0.22207	0.39896	0.53729	0.12902	0.13963	0.70556	0.86661	0.2429	0.1684	0.222	0.34411	0.10959	0.64192	0.18573	0.34381	0.12055	0.11242	0.16332	0.17747	0.082529	0.66084	0.1618	0.19259	0.17525	0.1859	0.095123	0.13698	0.16958	0.12035	0.85177	0.19027	0.11168	0.20602	0.20741	0.11576	0.19035
Meth__cg22284975__C7orf11	0.10886	0.13189	0.56733	0.24543	0.14797	0.052907	0.43054	0.082591	0.078118	0.08435	0.07701	0.042958	0.51493	0.31083	0.08169	0.11364	0.055527	0.10126	0.058477	0.25675	0.19567	0.087311	0.14313	0.69391	0.26733	0.082466	0.62751	0.18829	0.065607	0.06079	0.12378	0.15039	0.47676	0.096369	0.47936	0.079652	0.57328	0.11172
Meth__cg04418492__CYP7B1	0.77473	0.19151	0.92586	0.96238	0.22537	0.57506	0.91716	0.17146	0.015501	0.023448	0.013628	0.018588	0.87847	0.68363	0.39395	0.02029	0.018827	0.026935	0.020835	0.24086	0.42752	0.32204	0.032686	0.51616	0.59832	0.06304	0.90631	0.42705	0.022054	0.017605	0.17119	0.049885	0.46885	0.21157	0.14181	0.46571	0.46592	0.47913
Meth__cg25635352__B3GALT3	0.040193	0.67512	0.96164	0.043662	0.033365	0.96375	0.044055	0.27791	0.031248	0.037226	0.046139	0.10864	0.61308	0.020357	0.031978	0.96695	0.030555	0.084258	0.24171	0.029597	0.53736	0.046384	0.2355	0.088625	0.03887	0.064626	0.11684	0.39361	0.18046	0.032201	0.18422	0.24805	0.69706	0.09041	0.032765	0.52056	0.19462	0.95493
Meth__cg01072821__UNQ9391	0.45114	0.037627	0.085406	0.057255	0.036846	0.028713	0.049521	0.74107	0.84816	0.05224	0.5627	0.19736	0.1317	0.045304	0.69451	0.078212	0.10382	0.10046	0.02522	0.21995	0.44339	0.050599	0.667	0.21163	0.055201	0.048427	0.069619	0.052971	0.033697	0.033735	0.026408	0.036548	0.048738	0.10531	0.61233	0.19734	0.092001	0.2312
Meth__cg06150468__SNFT	0.042234	0.064041	0.94646	0.05981	0.03537	0.44642	0.030625	0.75969	0.025892	0.031455	0.54694	0.17176	0.96289	0.1383	0.022452	0.62617	0.023958	0.16874	0.095977	0.053411	0.10849	0.043317	0.49237	0.50287	0.028583	0.034669	0.58023	0.029073	0.02598	0.11312	0.86974	0.79059	0.90219	0.021486	0.031668	0.18842	0.05908	0.31244
Meth__cg03133269__WNT4	0.096028	0.51066	0.94859	0.10913	0.073864	0.62224	0.133	0.12271	0.070387	0.05946	0.93693	0.63527	0.64021	0.30014	0.081885	0.66735	0.086149	0.33345	0.34433	0.83898	0.13262	0.63484	0.095094	0.18204	0.087151	0.1202	0.17192	0.10458	0.067728	0.072703	0.096848	0.072219	0.098923	0.11162	0.081068	0.17831	0.19053	0.62339
Meth__cg13044136__AES	0.061038	0.06117	0.12741	0.46001	0.16263	0.14646	0.099322	0.05236	0.06689	0.15314	0.062108	0.072148	0.55405	0.22821	0.064577	0.11588	0.15568	0.12039	0.084301	0.36968	0.37227	0.66354	0.065162	0.13705	0.1641	0.11215	0.14172	0.15149	0.10628	0.060209	0.068682	0.86211	0.078517	0.10183	0.40737	0.35421	0.26158	0.12723
Meth__cg09109450__FLJ21820	0.53372	0.4463	0.094201	0.58826	0.063468	0.84907	0.87219	0.06592	0.11646	0.074278	0.086483	0.052325	0.85664	0.76891	0.46894	0.53736	0.054398	0.25417	0.06716	0.079201	0.083822	0.096935	0.19227	0.085733	0.45551	0.13653	0.14899	0.425	0.11496	0.064153	0.061125	0.20824	0.56798	0.071866	0.075027	0.72542	0.14207	0.8516
Meth__cg11476211__PRKCE	0.039842	0.017442	0.034182	0.24478	0.021887	0.049541	0.35327	0.082378	0.015868	0.017605	0.021725	0.018928	0.034815	0.15793	0.018489	0.13572	0.016245	0.02299	0.015306	0.015405	0.024981	0.023545	0.22507	0.037522	0.048118	0.033095	0.51284	0.023786	0.074982	0.017699	0.94911	0.68655	0.20538	0.022853	0.017564	0.031959	0.66307	0.83551
Meth__cg12348970__SLC24A2	0.83027	0.061648	0.12182	0.79221	0.62597	0.10536	0.83973	0.87984	0.90845	0.42715	0.82377	0.65527	0.40965	0.086327	0.82163	0.32367	0.84294	0.0694	0.12252	0.10511	0.11404	0.070384	0.86772	0.1592	0.16296	0.17335	0.52326	0.12852	0.37765	0.78508	0.097175	0.89111	0.18968	0.12134	0.12283	0.50647	0.48994	0.49118
Meth__cg22336401__ENTPD8	0.050641	0.036239	0.082373	0.29926	0.049389	0.44466	0.17227	0.48434	0.032093	0.042157	0.038205	0.15717	0.42184	0.037921	0.044488	0.062299	0.038708	0.36257	0.57135	0.06529	0.05999	0.041404	0.055638	0.87815	0.071196	0.068182	0.18698	0.11862	0.041892	0.040456	0.088966	0.26223	0.70901	0.04703	0.044599	0.12272	0.11427	0.10213
Meth__cg13686042__SBF1	0.06485	0.089095	0.12733	0.12409	0.11843	0.24261	0.087322	0.048635	0.04418	0.10393	0.089672	0.18506	0.19512	0.055563	0.056491	0.20812	0.14685	0.08611	0.085718	0.19813	0.092376	0.51925	0.14813	0.24416	0.11429	0.094009	0.099567	0.21524	0.052788	0.049274	0.059127	0.27112	0.097941	0.098288	0.07951	0.052833	0.069866	0.058541
Meth__cg05142373__FZD1	0.091192	0.40204	0.15008	0.10353	0.069571	0.78357	0.10658	0.095122	0.075338	0.060944	0.13077	0.05236	0.13945	0.062666	0.075336	0.066873	0.096902	0.10188	0.056871	0.20461	0.12727	0.12615	0.065824	0.16464	0.11415	0.073278	0.082961	0.13368	0.077073	0.06151	0.081486	0.064831	0.079623	0.08738	0.050767	0.080308	0.10633	0.106
Meth__cg22262168__MOBKL2B	0.076765	0.050186	0.061799	0.87165	0.75761	0.93481	0.051188	0.057356	0.048347	0.052055	0.10308	0.067466	0.74048	0.81553	0.051615	0.29299	0.42388	0.10924	0.085832	0.23305	0.72071	0.067895	0.19669	0.46382	0.075046	0.11651	0.15805	0.10062	0.54466	0.071181	0.58902	0.43744	0.94521	0.071517	0.087631	0.2419	0.24419	0.32209
Meth__cg10315128__SMAD4	0.030318	0.035759	0.035856	0.029896	0.02549	0.023657	0.027342	0.013674	0.014946	0.021169	0.023991	0.024812	0.044771	0.022824	0.018506	0.030828	0.023377	0.048919	0.020279	0.02284	0.036964	0.026159	0.026518	0.083532	0.030453	0.047523	0.034462	0.055081	0.02037	0.016735	0.018955	0.020859	0.018885	0.070193	0.024909	0.031015	0.0625	0.032282
Meth__cg17918501__FNDC4	0.20485	0.48636	0.89162	0.7004	0.16031	0.59416	0.90883	0.9358	0.05024	0.1247	0.51125	0.42867	0.9116	0.68214	0.15804	0.17028	0.16457	0.3895	0.062357	0.86578	0.9036	0.090819	0.53737	0.89193	0.31158	0.11203	0.87833	0.6146	0.037162	0.050596	0.059615	0.92137	0.96682	0.18852	0.092152	0.57964	0.73496	0.54032
Meth__cg21284880__LHFP	0.038032	0.026134	0.90187	0.071197	0.024507	0.025844	0.28442	0.02395	0.032296	0.043045	0.058449	0.056781	0.15306	0.035498	0.034668	0.038905	0.039111	0.060917	0.046564	0.21544	0.042501	0.060208	0.024549	0.073235	0.045224	0.065614	0.060499	0.058107	0.019636	0.020343	0.018146	0.040548	0.5252	0.065144	0.037306	0.059983	0.060738	0.039093
Meth__cg13325529__TMEM107	0.076742	0.42047	0.16043	0.3633	0.072024	0.11309	0.091342	0.049394	0.086111	0.32662	0.086824	0.092068	0.18074	0.065529	0.066741	0.067955	0.057707	0.11625	0.047068	0.1112	0.15582	0.14908	0.098501	0.1858	0.25999	0.12671	0.45406	0.1418	0.053482	0.047343	0.058125	0.16252	0.30394	0.098318	0.099476	0.11082	0.20211	0.13745
Meth__cg19180828__FLJ46380	0.049741	0.92858	0.43755	0.95132	0.80394	0.96168	0.092723	0.044039	0.45486	0.36523	0.05823	0.36831	0.89574	0.44317	0.65138	0.96169	0.82739	0.54072	0.34464	0.036801	0.090389	0.11748	0.048472	0.06227	0.93186	0.06575	0.38181	0.90359	0.029081	0.89508	0.8728	0.87229	0.056115	0.081241	0.10574	0.3782	0.79836	0.69026
Meth__cg24330042__GSTT1	0.037218	0.95827	0.48284	0.029857	0.039205	0.022439	0.027888	0.96983	0.45758	0.46694	0.39405	0.40323	0.26953	0.57037	0.15594	0.029182	0.026275	0.56388	0.033413	0.028198	0.038691	0.035934	0.037306	0.39598	0.025612	0.036082	0.040762	0.1265	0.55394	0.029622	0.039447	0.034681	0.58437	0.28505	0.035035	0.017696	0.52174	0.031233
Meth__cg26796283__MSX2	0.11292	0.099963	0.10243	0.08936	0.094871	0.58199	0.06346	0.2559	0.68962	0.16643	0.14628	0.19785	0.23645	0.096804	0.52946	0.54241	0.11678	0.19095	0.10691	0.061778	0.071657	0.09445	0.087638	0.92203	0.12566	0.16006	0.1007	0.16403	0.65217	0.09897	0.15644	0.077563	0.0744	0.1053	0.11071	0.11076	0.18499	0.087566
Meth__cg07308943__FLJ20628	0.036066	0.034547	0.045047	0.044329	0.032067	0.25217	0.05228	0.028523	0.036549	0.036669	0.062892	0.028717	0.088464	0.039527	0.03618	0.047367	0.041605	0.076428	0.036259	0.030503	0.035051	0.034762	0.038704	0.084247	0.040973	0.066507	0.055483	0.058457	0.031445	0.032788	0.044686	0.031561	0.038078	0.05925	0.031838	0.04221	0.049007	0.035023
Meth__cg13916322__HRASLS3	0.057883	0.051223	0.46684	0.050844	0.048022	0.88874	0.069244	0.039322	0.051208	0.035819	0.42123	0.048917	0.43267	0.035739	0.047948	0.79495	0.042038	0.12251	0.042259	0.04886	0.071189	0.062569	0.048271	0.16308	0.081247	0.062236	0.34215	0.10809	0.061978	0.057845	0.046479	0.34375	0.04057	0.050698	0.047212	0.1575	0.1381	0.068622
Meth__cg07876586__PGRMC1	0.63535	0.034891	0.049013	0.044841	0.23675	0.036419	0.04172	0.36015	0.30775	0.6851	0.053259	0.023437	0.071414	0.039622	0.2782	0.31687	0.6523	0.1287	0.038342	0.040102	0.042748	0.085082	0.62632	0.069308	0.049312	0.56424	0.52694	0.10979	0.6525	0.037663	0.15035	0.038865	0.44815	0.14286	0.70684	0.26423	0.58875	0.052589
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.024557	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.03359	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.046673	0.035141	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.023072	0.044845	0.020488	0.027249	0.035199	0.12343	0.032631
Meth__cg13885201__ZNF23	0.045152	0.038361	0.071993	0.2904	0.48105	0.22122	0.93382	0.033855	0.11076	0.47647	0.043307	0.029372	0.16509	0.61388	0.11688	0.11187	0.029635	0.32675	0.048935	0.40205	0.75912	0.051707	0.547	0.83022	0.62193	0.046014	0.91397	0.077977	0.026391	0.039742	0.16126	0.32229	0.92557	0.084265	0.049099	0.070203	0.85434	0.054132
Meth__cg14070647__RSPO2	0.34044	0.073636	0.9133	0.45396	0.035067	0.51254	0.75268	0.19841	0.04119	0.052658	0.58059	0.052129	0.084995	0.085948	0.043202	0.060554	0.037408	0.10263	0.037489	0.37806	0.36056	0.052635	0.75066	0.85796	0.27348	0.11557	0.72526	0.11471	0.03945	0.056276	0.3294	0.038801	0.42308	0.059521	0.30773	0.6394	0.66333	0.75356
Meth__cg10501065__IGF2AS	0.088186	0.08258	0.12678	0.14232	0.089615	0.26834	0.12455	0.1121	0.077399	0.083481	0.11879	0.10925	0.4245	0.085631	0.082381	0.10336	0.095218	0.18509	0.059584	0.43641	0.33333	0.094007	0.40145	0.64647	0.49743	0.117	0.81042	0.090546	0.044077	0.058795	0.083882	0.32462	0.1832	0.13687	0.15615	0.06701	0.14116	0.097475
Meth__cg13701109__ADAMTS19	0.05918	0.018903	0.19745	0.055004	0.92754	0.18874	0.24112	0.96278	0.91934	0.87656	0.92794	0.69267	0.21145	0.89088	0.80902	0.85603	0.73933	0.048582	0.037379	0.022471	0.041177	0.77842	0.29171	0.48867	0.91566	0.10796	0.90196	0.49176	0.056011	0.7378	0.10084	0.052097	0.24382	0.82171	0.23262	0.85142	0.094406	0.88267
Meth__cg20481343__MAP7	0.046154	0.035497	0.053069	0.04202	0.039841	0.11057	0.06271	0.032291	0.028316	0.044174	0.040956	0.032775	0.04193	0.045206	0.043734	0.037637	0.033603	0.099782	0.085364	0.031057	0.045583	0.063014	0.040223	0.50895	0.046907	0.11763	0.069611	0.061952	0.035045	0.041767	0.031035	0.044565	0.036935	0.088028	0.034597	0.044427	0.10498	0.041201
Meth__cg13958676__LGI3	0.06036	0.22383	0.24736	0.073201	0.075772	0.25966	0.091353	0.051706	0.050821	0.060293	0.20248	0.11048	0.59609	0.062097	0.052319	0.86251	0.051722	0.20498	0.060953	0.061911	0.063718	0.57316	0.058934	0.37512	0.081216	0.18546	0.19411	0.17506	0.043923	0.073551	0.057438	0.045343	0.80496	0.16731	0.064349	0.050769	0.26014	0.057136
Meth__cg20935106__TAPBPL	0.077072	0.20905	0.13101	0.079943	0.077808	0.8081	0.20802	0.12218	0.062808	0.1115	0.083575	0.077529	0.33653	0.071104	0.070702	0.50585	0.066217	0.12103	0.067009	0.47766	0.097426	0.088486	0.06997	0.13294	0.13163	0.10087	0.11558	0.31193	0.096406	0.40479	0.070946	0.072397	0.38464	0.14483	0.084577	0.34523	0.10182	0.7481
Meth__cg06632528__NUDT22	0.034071	0.044609	0.043815	0.033897	0.037728	0.061054	0.043034	0.027891	0.031604	0.047588	0.039411	0.056631	0.08134	0.027096	0.036507	0.051908	0.044121	0.066222	0.033329	0.031397	0.043207	0.17377	0.033608	0.11671	0.044485	0.060853	0.078657	0.058691	0.03327	0.32361	0.046585	0.042547	0.034271	0.054745	0.042403	0.044248	0.076955	0.036726
Meth__cg07705835__IL17RC	0.027339	0.047608	0.035663	0.032915	0.034379	0.6562	0.030887	0.040031	0.024437	0.026348	0.041265	0.072575	0.072148	0.022034	0.030319	0.083566	0.048208	0.050113	0.13874	0.078344	0.13869	0.43548	0.087047	0.088575	0.039288	0.030527	0.051338	0.075232	0.046941	0.053291	0.45694	0.054836	0.024896	0.06156	0.057762	0.04026	0.047811	0.045433
Meth__cg03258472__CRB3	0.079784	0.11564	0.49767	0.46442	0.14385	0.89658	0.16443	0.12442	0.11025	0.086542	0.68613	0.44686	0.54194	0.063409	0.11977	0.3015	0.61983	0.27618	0.58603	0.31853	0.23197	0.89445	0.092931	0.86654	0.19307	0.18168	0.41737	0.13792	0.10496	0.078814	0.87862	0.22324	0.11371	0.095326	0.08574	0.086335	0.3395	0.10793
Meth__cg07191600__TRERF1	0.014164	0.013894	0.024983	0.019883	0.017248	0.12214	0.018251	0.096777	0.016564	0.015874	0.026885	0.011658	0.10168	0.025243	0.020856	0.03228	0.022656	0.023284	0.027554	0.030162	0.023956	0.075153	0.017762	0.041623	0.019646	0.015528	0.036448	0.067917	0.018546	0.17648	0.025875	0.14109	0.016131	0.027742	0.022736	0.023539	0.026911	0.044985
Meth__cg21461100__NOVA2	0.49888	0.043598	0.099233	0.72342	0.73686	0.1135	0.62535	0.63344	0.69667	0.13822	0.68707	0.90328	0.48958	0.14862	0.49791	0.069988	0.72109	0.12001	0.047675	0.59849	0.4514	0.18539	0.098406	0.51285	0.61911	0.07596	0.93352	0.047793	0.072615	0.23463	0.05024	0.32483	0.04111	0.22909	0.81057	0.11399	0.92276	0.067463
Meth__cg15195412__CX3CL1	0.25341	0.2407	0.80233	0.062495	0.17382	0.57399	0.64158	0.046389	0.051172	0.063138	0.050863	0.5492	0.2807	0.15542	0.061514	0.20001	0.047481	0.14462	0.086161	0.55808	0.81488	0.31661	0.34177	0.34843	0.69681	0.43508	0.84531	0.1338	0.14912	0.77789	0.087469	0.82119	0.71326	0.51044	0.74356	0.73392	0.06583	0.5944
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.041605	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.057493	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.17914	0.074765	0.041079	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.096149	0.039876	0.042503	0.045876	0.043031	0.17147	0.044983
Meth__cg19803671__UBE2E2	0.044704	0.047818	0.047158	0.047616	0.045649	0.041877	0.067243	0.031202	0.050119	0.050028	0.047942	0.0659	0.13584	0.17982	0.054683	0.058934	0.049447	0.094689	0.042837	0.075934	0.048242	0.055016	0.096	0.1693	0.063115	0.095301	0.15636	0.129	0.047406	0.059094	0.060375	0.045061	0.053603	0.064403	0.055558	0.061828	0.17203	0.049619
Meth__cg03067226__TPI1	0.033545	0.037145	0.05096	0.046574	0.035105	0.10126	0.049523	0.041572	0.031754	0.033819	0.06331	0.30541	0.27108	0.034909	0.036592	0.072869	0.036888	0.059305	0.049752	0.17002	0.067049	0.27743	0.066707	0.087237	0.11334	0.053439	0.27963	0.048425	0.030337	0.043332	0.057472	0.13052	0.026026	0.064058	0.066741	0.084049	0.081021	0.03659
Meth__cg09306675__EYA2	0.90949	0.073008	0.50631	0.3481	0.066997	0.71775	0.73174	0.53956	0.070186	0.10154	0.090197	0.052058	0.21565	0.17816	0.083301	0.34014	0.1896	0.13803	0.057715	0.90497	0.94582	0.41425	0.71565	0.87472	0.068178	0.10091	0.91869	0.08712	0.1122	0.16133	0.069378	0.30824	0.15213	0.088361	0.070535	0.49414	0.10651	0.18758
Meth__cg05087948__CTSF	0.028767	0.038224	0.059146	0.38484	0.028591	0.30737	0.029905	0.020772	0.03674	0.031576	0.040529	0.055671	0.054907	0.02446	0.025472	0.62411	0.025746	0.049523	0.024671	0.95774	0.72516	0.10781	0.022433	0.48327	0.60134	0.034471	0.20633	0.071968	0.034058	0.024506	0.04545	0.034371	0.29572	0.068152	0.026539	0.023261	0.038497	0.038363
Meth__cg19219437__PCOLCE2	0.045632	0.080233	0.51145	0.068911	0.039252	0.043332	0.19982	0.052396	0.04878	0.060096	0.042415	0.038982	0.14378	0.099228	0.10108	0.49152	0.036364	0.11058	0.046212	0.049233	0.071252	0.051874	0.065428	0.096569	0.046201	0.076021	0.51785	0.075981	0.049985	0.048987	0.032355	0.057903	0.32646	0.072796	0.050737	0.051113	0.57367	0.057616
